,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,manufacturing,traceability_code,palm_ingredients,link,producer_info,brand_owner
1221,Tofu méditerranéen tomate olive,3175681249509,,,['France'],[],"['Végétalien', 'Végétarien']",?,149,623 kj(149 kcal),9,"1,5","1,2","0,7",14,"0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,,,,,,
1222,TORTINA Original - Loacker - 190g,8000380194261,['Loacker'],,"['France', 'Italie']",[],[],?,552,2310 kj(552 kcal),35,20,48,41,10,"0,27","0,108",,,190 g,,"['Snacks', 'Snacks sucrés']",,,,35 g,en quantité élevée,20 g,en quantité élevée,41 g,en quantité élevée,0.27 g,en faible quantité,,+23%,+23%,+72%,+101%,-17%,+15%,+68%,-29%,-29%,26,+37%,E,+37%,,,,,,,,,,,,,,,
1223,Extreme popcorn caramel - Nestlé,7613036834568,['Nestlé'],,['France'],[],[],?,285,1192 kj(285 kcal),14,"9,3",37,27,"2,8","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Vinaigrette miel et moutarde -,4008164728347,,,['France'],"['Huile de colza""', 'eau', 'vinaigre', 'miel 5%', 'graines de MOUTARDE 4,7%', 'sel', ""jaune d'oeuf en poudre*"", 'épaississant: gomme de guar*', 'poivre blanc antioxydant: extrait de romarin*', ""\r *ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,538,2251 kj(538 kcal),"56,6","4,5","4,4","4,3","1,6","1,62","0,648",C,,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']","['E412 - Gomme de guar', 'E392 - Extrait de romarin']",['Moutarde'],4,56.6 g,en quantité élevée,4.5 g,en quantité modérée,4.3 g,en faible quantité,1.62 g,en quantité élevée,,+49%,+50%,+54%,+19%,-7%,+31%,+173%,-16%,-16%,17,+14%,D,+14%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,,,
1225,Steack haché 20% MG,3547448746017,,,['France'],[],[],?,257,1075 kj(257 kcal),20,"9,8",0,0,"19,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Vinaigre Balsamique de Modène - Carrefour,3270104493979,['Carrefour'],['Carrefour'],['France'],"['Vinaigre de vin*', 'moût de raisin concentre""', ""colorant:caramel au sulfite d'ammonium"", ' Contient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,102,427 kj(102 kcal),0,0,20,19,1,0,0,B,,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","[""E150d - Caramel au sulfite d'ammonium""]",['Anhydride sulfureux et sulfites'],4,0 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,0 g,en faible quantité,,-31%,-31%,-100%,-100%,-37%,-35%,+50%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['IGP'],,,,,,,
1227,03617489,03617489,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Poulet Qualité supérieure - Belle France - 160g,3258561464152,['Belle France'],,['France'],"['filet de poulet ', 'origine : UE', 'sel', 'dextrose', 'conservateurs : chlorure de potassium', 'nitrite de sodium', 'gélifiant : carraghénanes', 'arôme', 'colorant : caramel ordinaire']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",442,?,442 kj(106 kcal),2,"1,2","1,1","1,1",21,"1,4","0,56",D,Filets de poulet cuit traité en salaison qualité supérieure,160 g,"['Barquette', 'Film', 'Plastique', 'Frais', 'Sous atmosphère protectrice']","['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,4,2 g,en faible quantité,1.2 g,en faible quantité,1.1 g,en faible quantité,1.4 g,en quantité modérée,-0%,,-1%,-2%,+98%,+2%,+29%,+1%,-24%,-24%,3,-33%,C,-33%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel', 'Moins 25% de sel']",,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,
1229,Mozzarella di bufala,8002461872051,,,['France'],[],[],?,247,1033 kj(247 kcal),21,14,"0,5","0,5",14,"0,6","0,24",D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,21 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,,-8%,-8%,-9%,-11%,-33%,-19%,-3%,-2%,-2%,10,-2%,C,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1230,Bleu -,8437015824833,,,['France'],"['VIN BLANC 12% VOL MOUT DE RAISIN CONCENTRE', 'CONSERVATEURS E220 ET E202 COLORANT E133 CONTIENT DES SULFITES']",[],?,?,,?,,?,,?,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bodegascelaya.com,,
1231,Kalorienarm - Spar,9100000059259,['Spar'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
1232,pâté de campagne a l'ancienne - leclerc,0207967022964,['Leclerc'],['Leclerc'],['France'],"['viande de porc 54,1%', 'foie de porc 24,6%', 'oignons frais', 'eau', 'FARINE de BLE', 'fécule de pomme de terre', 'sel', ' plantes aromatiques', ' épices', ""pulpe d'ail "", 'ail réhydraté', 'sel', 'conservateur:E220', 'SULFITES', ']', 'VIN ROUGE', 'SULFITES', ' persil', 'gélatine alimentaire type g porc', 'SULFITES', 'poivre', ' décor: crépine', 'colorant E150a', 'gelée glaçage [gélatine alimentaire type g porc ', 'SULFITES', 'sel', 'DEXTROSE', 'additifs E607', ' E150c ', 'E202 ]', ' barde de porc retexturée ', 'gras et protéine de couenne de porc', 'additifs E401', 'E202', 'sel']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,D,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E150a - Caramel E150a', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,
1233,Jambon de parme,8032841840394,,,['France'],[],[],?,253,1059 kj(253 kcal),16,"5,3","0,5",0,27,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Oeuf de poules - Leader Price,3263858812219,['Leader Price'],['Leader Price'],['France'],[],[],?,141,590 kj(141 kcal),"9,8","2,6","0,3",0,13,"0,3","0,12",D,,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules']",,,,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,0.3 g,en quantité modérée,,+3%,+2%,-0%,+7%,-52%,-100%,+4%,+12%,+12%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,
1235,Découpes de poulet façon chorizo - Ronsard,3276724293289,['Ronsard'],,['France'],[],[],?,208,870 kj(208 kcal),14,"4,3","1,6","1,6",19,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1236,Chickpea rings onions,5051882201561,,,['France'],[],[],?,413,1728 kj(413 kcal),"9,1","1,2","70,6","4,4","9,9","1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Mozzrella di latte di bufala - Galbani,8000430138887,['Galbani'],,['France'],[],[],?,262,1096 kj(262 kcal),23,16,"0,7","0,7",13,"0,7","0,28",D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,23 g,en quantité élevée,16 g,en quantité élevée,0.7 g,en faible quantité,0.7 g,en quantité modérée,,-20%,-20%,-14%,-10%,-42%,-6%,-36%,-46%,-46%,11,-20%,D,-20%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1238,Chips Feta & Olive Tapenade - Kettle,5017764116286,['Kettle'],,"['France', 'Espagne']",[],[],?,522,2184 kj(522 kcal),"29,8","3,2","55,6","3,7","5,9","1,1","0,44",,,,,['es:patatas-fritas-en-bastones'],,,,29.8 g,en quantité élevée,3.2 g,en quantité modérée,3.7 g,en faible quantité,1.1 g,en quantité modérée,,+0%,+0%,+0%,-13%,+13%,+140%,+3%,-24%,-24%,13,-14%,D,-14%,,,,,,,,,,,,,,,
1239,Pomodoro basilico chips,7616800842394,,,['France'],[],[],?,498,2084 kj(498 kcal),22,"1,6",66,"2,3","6,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Dek café descafeinado molido 250 g - Lavazza,8000070011052,['Lavazza'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés décaféinés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Pizza sandwich,20296667,,,['France'],[],[],?,251,1050 kj(251 kcal),"8,4","3,8","32,1","3,8","10,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,
1242,Miel acarcia,3277170005136,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Galbani Santa Lucia Cucina Mozzarella - 400g,8000430132045,['Galbani'],['E.Leclerc'],['France'],"['MOZZARELLAIngredients lait pasteurisé ', 'UE', 'sel', 'coagulant microbien', ""correcteur d'acidité: acide citrique - Conserver au froid: FR +4°C/ +6°C"", ' BE +4°C +7°C']",[],?,260,1088 kj(260 kcal),19,13,"2,2","1,6",20,"0,9","0,36",,,400 g,['Paquet'],['Produits laitiers'],['E330 - Acide citrique'],['Lait'],,19 g,en quantité modérée,13 g,en quantité élevée,1.6 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+8%,+6%,+9%,-55%,-61%,+61%,+17%,+17%,16,+57%,D,+57%,,,,,,,,"['Sans conservateurs', 'Sans']",['Union européenne'],['Italie'],,,,,
1244,Crousti moelleuse Bolognaise - Marie - 4x 400g,3248830000273,['Marie'],,['France'],[],[],?,217,908 kj(217 kcal),"6,3","1,9",30,"2,5","9,1","0,8","0,32",,,4 x 400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,
1245,Tomate cocktail - Savéol,3435535001456,['Savéol'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Tradicion superieur nature - Herta - 80g,7613037041835,['Herta'],,['France'],[],[],?,507,2121 kj(507 kcal),"3,9","1,6","0,8","0,5",20,"1,7","0,68",,,80 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
1247,Leffe d'été,5410228258186,['Leffe'],,['France'],[],[],?,47,197 kj(47 kcal),0,0,"4,3","0,5","0,3","0,1","0,04",,,,,"['Boissons', 'Boissons alcoolisées', 'Bieres-industrielles']",,,,,,,,,,,,,-6%,-6%,-100%,-100%,-9%,-74%,-57%,+25%,+25%,,,,,,,,,,,,,,,,,,,
1248,Écrasé de pommes de terre aux noisettes - 300g,3454130000992,,,['France'],[],[],?,148,619 kj(148 kcal),11,"6,2",11,"0,4","1,6","0,55","0,22",,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Ben & Jerry's Glace Pot Mini The Topped Cool-lection - 3x 100ml (216g),8711327321410,"[""Ben & Jerry's""]",,['France'],"['Sucre', 'eau', 'CRÈME ', '19%', 'LAIT concentré écrémé', 'farine de BLÉ', 'huiles végétales ', 'coco', 'soja', 'tournesol', 'LAIT en poudre écrémé', ""jaune d'ŒUF¹"", 'BEURRE', 'pâte de NOISETTE', 'cacao en poudre', 'cacao maigre en poudre', 'sel', 'ŒUF¹', 'émulsifiant ', 'lécithine de SOJA', 'poudre à lever ', 'carbonate acide de sodium', 'extrait de vanille', 'arôme naturel', 'stabilisants ', 'gomme guar', 'carraghénanes', ""correcteur d'acidité "", 'acide citrique', ' Peut contenir: autres fruits à coque', ' ¹œufs de poules élevées en plein air', ' Ingrédients conformes aux standards du commerce équitable Fairtrade: sucre', 'cacao', 'vanille ', '23% du poids total', 'F']",['Non végétalien'],967,231,967 kj(231 kcal),14,"7,4",22,20,"3,2","0,35","0,14",,Salted Caramel Ice Cream with Brownie Pieces (12%) & a Chocolatey Hazelnut Topping (19%),3 x 100 ml (216 g),"['Pot', 'boite']",['Glace Mini Pots'],"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,14 g,en quantité modérée,7.4 g,en quantité élevée,20 g,en quantité élevée,0.35 g,en quantité modérée,,,,,,,,,,,14,,D,,,,,,,,,"['Commerce équitable', 'Fairtrade International', 'Point Vert', 'FAIR_TRADE_USA']",,,,,,,
1250,Abricot sec,2600110020530,,,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6",0,"3,4","0,02","0,008",D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,0.5 g,en faible quantité,0.02 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,,+8%,+8%,+3%,-67%,+8%,-100%,+10%,-43%,-43%,-4,-216%,A,-216%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,
1251,Le goût du fruit 'pruneaux' - Collines en Limousin,3517830302145,['Collines en Limousin'],,['France'],"['Pruneaux 70%', 'pommes 30%', 'pectine ', 'gélifiant', "" si les fruits n'en contenaient pas suffisamment""]",[],?,100,418 kj(100 kcal),"0,5","0,1",25,18,"0,8","0,01","0,004",A,Préparation de fruits,,"['Pot', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']",['E440 - Pectines'],,4,0.5 g,en faible quantité,0.1 g,en faible quantité,18 g,en quantité élevée,0.01 g,en faible quantité,,-54%,-55%,+125%,+116%,-53%,-65%,+98%,-58%,-58%,-1,-110%,A,-110%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,"['Creuse', 'France']",,,,,
1252,Magnum De Champagne Deutz Classic Brut 150 CL Avec étui,3359952006002,['Deutz'],,['France'],['CONTIENT DES SULFITES'],[],?,75,314 kj(75 kcal),"1,4","0,33","1,4","0,38","0,1",0,0,D,,150 cL,['Étui individuel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes', 'Champagnes bruts']",,['Anhydride sulfureux et sulfites'],3,,,,,,,,,,+6%,+6%,+479%,+464%,-43%,-67%,-59%,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,
1253,Myrtille bio,3700946300147,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-001-AN']",,,,,,,
1254,Aubergines Filet,8412276681821,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Burger du chef - Socopa - 110g,3039050351463,['Socopa'],,['France'],[],[],?,129,540 kj(129 kcal),5,"2,2",5,"0,9",16,"0,8","0,32",,,110 g,['Barquette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Point Vert', 'Viande-bovine-francaise']",,,,,,,
1256,7322540562194,7322540562194,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Botteram - Upfield - 225g,8711200324439,['Upfield'],['Lidl'],"['France', 'Allemagne']","['Mischstreichfett 70%', 'mit 62% pflanzlichen Ölen und Fetten und 8% Milchfett', ' Gesamtfettgehalt: 70% Energie Zutaten: pflanzliche Fette und Öle ', 'Palm', '12% Raps', '28% BUTTERMILCH', '10% BUTTER', 'gesättigte Fettsäuren Emulgatoren ', 'Lecithine', 'Mono - und Diglyceride Kohlenhydrate', 'von Speisefettsäuren', 'Säuerungsmittel ', 'Milchsäure', 'Konservierungsstoff ', 'Kalium - Eiweiss sorbat', 'Aromen', 'Farbstoff ', 'Carotin']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,632,2644 kj(632 kcal),70,37,"1,5","1,5",1,"0,05","0,02",,,225 g,,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.upfield.com,,
1258,Yaourt de brebis à la myrtille - baskalia - 140g,3578840003675,['Baskalia'],,['France'],[],[],?,137,573 kj(137 kcal),"5,8",4,"15,6",15,"4,6","0,1","0,04",D,,140g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Laits', 'Yaourts', 'Laits de brebis', 'Sur confiture de mure myrtille']",,,,5.8 g,en quantité modérée,4 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,,+63%,+63%,+22%,+25%,+247%,+250%,-17%,-24%,-24%,5,+582%,C,+582%,88.9%,0.0%,5.6%,3.9%,1.6%,0.0%,31,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1259,Pellegrino,8002270546563,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,La saison - Florette,3280221009182,['Florette'],,['France'],[],[],?,152,636 kj(152 kcal),"8,1","2,7","12,7","2,6","5,8","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,,,,,,
1261,Mozzarella fresca,8000430138955,,,['France'],[],[],?,216,904 kj(216 kcal),16,11,1,"0,1",17,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
1262,"Le cola de France - COQ Cola - 1,5L",3760188860274,['COQ Cola'],['e.leclerc'],['France'],"['Eau gazéifiée', 'sucre', 'colorant : Caramel ', 'E150d', 'acidifiant : acide orthophosphorique', 'arômes naturel', 'caféine']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",144,34,144 kj(34 kcal),0,0,"8,5","8,4",0,0,0,,,"1,5L",['Bouteille'],['Boissons'],"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,4,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0 g,en faible quantité,-48%,-39%,-40%,-100%,-100%,-25%,-11%,-100%,-100%,-100%,11,+44%,E,+44%,,,,,,,,,,,,,,,
1263,Confiture de framboise - Bonne Maman,45108099,['Bonne Maman'],,"['France', 'Japon']",[],[],?,?,,?,,?,,?,,,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,
1264,Poulet poivre,5414268112866,,,['France'],[],[],?,420,1757 kj(420 kcal),"40,4","3,6",4,"0,9","10,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Sirop de pêche - Paquito,3250392603113,['Paquito'],,['France'],[],[],?,317,1326 kj(317 kcal),"0,5","0,1","79,3",78,"0,5","0,04","0,016",B,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",,,,,,,,,,,,,+23%,+19%,+307%,+226%,+16%,+20%,+257%,+16%,+16%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,
1266,Fraises -,3760197580002,,,['France'],[],[],?,?,,?,,?,,?,,,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,,,,,,
1267,Filet de Poulet,0213400038775,,,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-21%,-20%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1268,Fonter  burbujas mediteraneas - 1litre,8410055071023,['Fonter'],,"['France', 'Espagne']",[],[],?,15,63 kj(15 kcal),"0,5",0,"3,3","3,3","0,5","0,06","0,024",,,1 litre,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,0.5 g,en faible quantité,0 g,en faible quantité,3.3 g,en quantité modérée,0.06 g,en faible quantité,,-44%,-46%,+1122%,-100%,-51%,-50%,+811%,+332%,+332%,6,-35%,D,-35%,,,,,,,,,,,,,,,
1269,Zespri sunGold kiwifruit - 100g,5415191555386,['Zespri'],,['France'],[],[],?,79,331 kj(79 kcal),"0,28","0,065","15,8","12,3","1,02","0,007","0,003",B,,100g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,,,0.28 g,en faible quantité,0.065 g,en faible quantité,12.3 g,en quantité modérée,0.007 g,en faible quantité,,+7%,+4%,-39%,-9%,+9%,+21%,-7%,+54%,+54%,-4,,A,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,,,
1270,9139070000120,9139070000120,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Salade saumon,3701138106097,,,['France'],[],[],?,181,757 kj(181 kcal),11,"1,3",13,"1,1","7,5","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Thé vert aromatisé abricot bergamote - Comptoir français du Thé - 70g,3700472530360,['Comptoir français du Thé'],,['France'],"['thé vert 65,9%', 'morceaux dđabricot 15% ', 'abricot', 'farine de riz', ""écorces d'orange"", 'pétales de carthame', 'arômes', 'pétales de souci', 'pétales de bleuet Traces éventuelles de fruits à coque ', 'amandes', 'noisettes', 'de lait et de soja']",[],?,?,,?,,?,,?,,,,,70 g,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,P’tit Nature - Björk - 200g,229820021027,['Björk'],,['France'],"['Farine complète de blé* 76,7%', 'sucre de canne* non raffiné', 'huile de colza*', 'amidon de blé*', ""poudre à lever: carbonates d'ammonium"", ' sel de mer', 'arôme naturel de vanille', 'antioxydant : extraits de romarin*', ' \r* Ingrédients biologiques', ' \rPeut contenir des traces d’œufs', 'lait', 'graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,430,1799 kj(430 kcal),11,"0,9",72,18,"7,7","0,55","0,22",C,,200g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","[""E503 - Carbonates d'ammonium"", 'E392 - Extrait de romarin']",['Gluten'],4,11 g,en quantité modérée,0.9 g,en faible quantité,18 g,en quantité élevée,0.55 g,en quantité modérée,,-9%,-10%,-47%,-91%,+12%,-39%,+18%,-7%,-7%,1,-95%,B,-95%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
1274,Fresh & Friendly - 130g,3700516002365,,,['France'],[],[],?,?,,?,,?,,?,,,,,130 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,
