,name,bar_code,eco_score,brand,categories,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,additives,allergens,nova_score,brand_owner,generic_name,packaging,palm_ingredients,manufacturing,link,ingredients_origins
1771,Foie gras de canard - auchan - 260g,3596710360451,A,['Auchan'],"['Poissons et viandes et oeufs', 'Foies gras', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']","['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)', 'EMB 40281A', 'Saint-Pierre-du-Mont (Landes, France)']",['Auchan'],['France'],"['Foie gras de canard du Sud-Ouest', 'morceaux de foie gras de canard du Sud-Ouest ', '30%', 'eau', 'sel', 'Porto', 'Armagnac', 'poivre', 'sucre', 'antioxydant ascorbate', 'de sodium', 'conservateur nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,?,,480,-2%,2008 kj(480 kcal),-2%,50,-2%,22,0%,2,-10%,"1,2",-5%,"6,6",+4%,"1,5",+20%,"0,6",+20%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,260g,"['Viande Française', 'Canard Français', 'Fabriqué en France', 'IGP']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,3,,,"['Carton', 'Frais']",,['France'],,['Sud ouest']
1772,Poitrine de porc fumée - 0.589kg,2659586031885,,,,"['FR 56.010.001 CE', 'Baud (Morbihan, France)']",,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,27,,11,,15,,0,,15,,3,,"1,2",,,,,,,,,,,,,0.589 kg,,,,,,,,,,,
1773,Ricard,3163937484446,,['Ricard'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Morbier AOP - U Saveurs - 0.320kg,2884840031886,D,['U Saveurs'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,0.320 kg,,,,,,,,,,,
1775,Paté : Pommes de terre et viande feuilletee,3046829003355,,,,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"17,6",,"10,6",,"20,6",,"0,6",,"7,4",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1776,Sirop de menthe - Teisseire,3092712503228,B,['Teisseire'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,['Sans colorants'],,,,,,,,,,
1777,Pâte à massalé,3760091661500,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,54,,"5,5",,"7,6",,"1,5",,"4,4",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1778,Jus de fruits 100% pommes multivariétal - Cœur de Pom,3760195901533,,['Cœur de Pom'],,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,1",,0,,"10,9",,0,,0,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,
1779,Cake agneau,5450005099328,,,,,,['France'],[],[],,,,,,,,,?,,509,,2130 kj(509 kcal),,30,,"17,9",,"53,9",,"34,7",,"5,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1780,Pate de foie de porc,2629787019029,,,,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,34,,13,,"2,7",,"2,4",,"9,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
1781,Effeuillés de pomme de terre aux cèpes - 500g,3331149070027,,,,,,['France'],[],[],,,,,,,,,?,,152,,636 kj(152 kcal),,"11,4",,"2,8",,"9,6",,"1,3",,"1,7",,"1,01",,"0,404",,,,,,,,,,,,,500 g,,,,,,,,,,,
1782,Poivronade confite miel & épice,3362728030354,,,,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,"0,2",,0,,"24,4",,"23,2",,"0,7",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,
1783,Céréales graines pour pain,3569881100300,,,,,,['France'],[],[],,,,,,,,,?,,476,,1992 kj(476 kcal),,"28,9",,"3,7",,"29,7",,"0,5",,"17,7",,"0,047",,"0,019",,,,,,,,,,,,,,,,,,,,,,,,
1784,Wakame Soup,4260372061153,,,,,,['France'],[],[],,,,,,,,,?,,262,,1096 kj(262 kcal),,"5,3",,"1,2",,30,,18,,19,,"25,9",,"10,36",,,,,,,,,,,,,,,,,,,,,,,,
1785,FRUITS DU PALMIER TRANCHE AU SIROP 565G 0,16229001933,,,,,,['France'],[],[],,,,,,,,,?,,88,,368 kj(88 kcal),,0,,0,,22,,22,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1786,Specialite de pruneau,2609916026838,,,,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,"0,5",,"0,1",,55,,35,,2,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
1787,"Bubbies Ice Cream Premium Mochi, Vanilla",0787325100133,,,,,,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,4,,2,,18,,14,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1788,Chinon,3172250000134,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Lapin carotte - Le Comptoir de Mathilde,3700961307343,D,['Le Comptoir de Mathilde'],"['Viandes', 'Viande de lapin']",,,['France'],[],[],34 g,en quantité élevée,20 g,en quantité élevée,52 g,en quantité élevée,0.19 g,en faible quantité,?,,550,+257%,2301 kj(550 kcal),+247%,34,+331%,20,+740%,53,+7504%,52,+12222%,"6,9",-65%,"0,19",-62%,"0,076",-62%,26,+4162%,E,+4162%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,
1790,Pains pita - La Boulangère,3760049798500,,['La Boulangère'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Point Vert', 'Fabriqué en France']",,,,,,,,,,
1791,Jambon fermier aux herbes,2243215018042,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Ayran - Yayla,4027394093193,,['Yayla'],,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,2,,"1,3",,"2,3",,"2,3",,"1,8",,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,
1793,Beignets pomme -,0202301019020,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,['France'],[],[],11 g,en quantité modérée,1.6 g,en quantité modérée,18 g,en quantité élevée,0.64 g,en quantité modérée,?,,299,-16%,1251 kj(299 kcal),-16%,11,-30%,"1,6",-54%,44,-3%,18,+10%,"5,6",-12%,"0,64",-13%,"0,256",-13%,6,-50%,C,-50%,,,,,,,,,,,,,,Beignets fourrés à la purée de pomme,,,,,
1794,Petits pois & carottes extra-fins,3760019911786,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,,['France'],[],[],0.4 g,en faible quantité,0 g,en faible quantité,3.2 g,en faible quantité,0.5 g,en quantité modérée,?,,56,-3%,234 kj(56 kcal),-3%,"0,4",-19%,0,-100%,"8,4",+3%,"3,2",-6%,"2,8",-9%,"0,5",-15%,"0,2",-15%,-4,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,,,,,,,
1795,Fouasses,0203015013120,,,,,,['France'],[],[],,,,,,,,,?,,249,,1042 kj(249 kcal),,"0,9",,"0,2",,51,,1,,"7,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
1796,"Fromage blanc battu DELICES DE DOUVILLE, 40%MG - 500g",3760106510014,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1797,Emmental francais lait cru,0208963027168,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1798,Tomme des Pyrénées,2441812034247,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']","['FR 34.007.011 CE', 'Aigues-Vives (Hérault, France)']",,['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,346,-0%,1448 kj(346 kcal),-0%,28,-1%,20,+1%,"1,5",+17%,"0,5",+54%,22,+2%,"1,7",-5%,"0,68",-5%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1799,Yaourt fermier à la mûre,3760174650414,,,,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,562",,"0,372",,"3,4",,"2,54",,"0,702",,"0,022",,"0,009",,,,,,,,,,,,,,,,,,,,,,,,
1800,Yaourt fermier à la mûre,3760174650414,,,,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,562",,"0,372",,"3,4",,"2,54",,"0,702",,"0,022",,"0,009",,,,,,,,,,,,,,,,,,,,,,,,
1801,Friture assortiment,3514280117589,,,,,,['France'],[],[],,,,,,,,,?,,570,,2385 kj(570 kcal),,"38,7",,"23,3",,"46,2",,"44,6",,"6,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1802,Paiva,5601098045796,,,,,,['France'],[],[],,,,,,,,,?,,397,,1661 kj(397 kcal),,33,,"22,2",,"1,6",,"0,2",,"23,4",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
1803,Véritable andouille de Guémené,0211197033454,,,['Fr:Andouille de Guémené'],,,['France'],[],[],21.1 g,en quantité élevée,10.5 g,en quantité élevée,0.5 g,en faible quantité,2.26 g,en quantité élevée,?,,258,+5%,1079 kj(258 kcal),+5%,"21,1",+6%,"10,5",+4%,"0,5",+62%,"0,5",+97%,"16,5",+1%,"2,26",-9%,"0,904",-9%,23,+7%,E,+7%,,,,,,,,,,,,,,,,,,,
1804,Sofidel,8004260496810,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Château La Pirouette Medoc,3468170008122,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Pistachios,14113910811,,,,,,['France'],[],[],,,,,,,,,?,,590,,2469 kj(590 kcal),,46,,"5,6",,17,,"7,8",,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1807,Reblochon de savoie - 0.271kg,2225657025321,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],[],26 g,en quantité élevée,16.9 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,318,-2%,1331 kj(318 kcal),-1%,26,-3%,"16,9",-10%,"0,4",+9%,0,-100%,"19,7",-2%,2,+49%,"0,8",+49%,16,+12%,D,+12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0.271 kg,,,,,,,,,,,
1808,Le craquant au pommeau,3760116502634,,,,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,16,,"1,3",,68,,61,,10,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,
1809,Croque monsieur - L'Assiette d'Antoine,3700912304957,D,"[""L'Assiette d'Antoine""]","['Sandwichs', 'Croque-monsieur']",,,['France'],[],[],9.9 g,en quantité modérée,4.6 g,en quantité modérée,4.9 g,en faible quantité,1.4 g,en quantité modérée,?,,244,+3%,1021 kj(244 kcal),+1%,"9,9",-6%,"4,6",-12%,27,+8%,"4,9",+60%,11,+1%,"1,4",-5%,"0,56",-5%,14,+12%,D,+12%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,,,,,,
1810,Calissons -,0404160665008,B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,,['France'],"['Amandes', 'sucre', ' fruits confits ', 'melons', ""écorces d'oranges"", 'sirop de glucose-fructose de blé sucre', ""correcteur d'acidité : acide citrique conservateurs E220 "", 'sulfites', ' miel', 'sucre inverti', 'sirop de glucose', ""blancs d'oeufs"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'huile de tournesol', ""arôme naturel de fleurs d'orangers"", ' Peut contenir des traces de noix', 'noisettes', 'pistaches', 'soja', 'lait et gluten']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,['E330 - Acide citrique'],"['Œufs', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",4,,,,,,,
1811,Berry delight - 1240g,0813115020630,,,,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,5,,1,,19,,15,,3,,"0,1",,"0,04",,,,,,,,,,,,,1240 g,,,,,,,,,,,
1812,Urban noodle Street Food,5011673403017,,,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,5,,1,,24,,"2,3",,"4,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1813,Bonbons miel propolis - 200g,3299470000871,,,,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,"0,05",,0,,"98,8",,81,,"0,06",,"0,015",,"0,006",,,,,,,,,,,,,200 g,['Sans colorants'],,,,,,,,,,
1814,Chocolat mangue,0716221053618,,,,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,8,,5,,76,,59,,3,,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,
1815,Nature for cat,8005852615213,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,3,,0,,"1,4",,1,,18,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1816,Mini fourrés chocolat,3700864106531,,,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,17,,"1,6",,60,,28,,"4,6",,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,,,,
1817,Moutarde à l'ancienne,3760153931046,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Guanabanayá,7702354026820,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Gemlik and Gemlik,8690800056134,,,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,54,,0,,2,,0,,0,,34,,"13,6",,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,
1820,Olio Extra Vergine Di Oliva - il classico,8007821010081,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],[],92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,92,-4%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1821,Roadted salted cashew nuts,25405668,,,,,,['France'],[],[],,,,,,,,,?,,618,,2586 kj(618 kcal),,50,,"8,4",,21,,"4,7",,19,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,
1822,Better Stevia Original,0733739069559,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1823,Tendrefines,2487372022119,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Bière blonde artisanale,3760218530108,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Mangue goyave - Ferrero,7898024396970,,['Ferrero'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Confiture de Noël,3391860003032,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Chocolat Chevaliers d'Argouges,3421371515530,,"[""Chevaliers d'Argouges""]",,,,['France'],[],[],,,,,,,,,?,,571,,2389 kj(571 kcal),,39,,24,,45,,43,,7,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,
1828,Pollen Mille Fleurs Bio Pollenergie,3760023950016,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1829,Olives vertes et mix,5410921517504,,,,,,['France'],[],[],,,,,,,,,?,,199,,833 kj(199 kcal),,20,,"2,1",,"1,3",,"0,8",,"1,5",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,
1830,Mini sables d'antan - 375g,21502057,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,375 g,,,,,,,,,,,
1831,Pain au chocolat,0201874016405,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
1832,Gelée the noir,3469670599080,,,,,,['France'],[],[],,,,,,,,,?,,239,,1000 kj(239 kcal),,"0,1",,"0,1",,"59,7",,"59,2",,"0,1",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1833,"Nounous ""guimauve""",3395250202340,,,,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"9,4",,"5,8",,65,,53,,"3,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1834,Poudre de cacao non fermenté,3760224620817,,,,,,['France'],[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,"1,6",,"0,1",,62,,56,,"0,2",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,
1835,Olives vertes,3760025972450,,,,,,['France'],[],[],,,,,,,,,?,,153,,640 kj(153 kcal),,"15,4",,"2,91",,1,,"0,02",,0,,"2,63",,"1,052",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1836,Gateau basque à la cerise - La fabrik a gâteaux,3760173260034,B,['La fabrik a gâteaux'],"['Biscuits et gâteaux', 'Pâtisseries', 'Gâteau basque aux cerises', 'Gâteaux basques']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,73.8%,14.1%,5.9%,3.0%,3.1%,0.0%,74,,,,,,,,['Sous vide'],,['France'],https://www.lafabrickagateaux.com/,
1837,Compoté de fenouil tomate et riz basmati-Good Gout-220g -,377002327418,,,"['Aliments pour bébé', 'Dès 12 mois', 'Aliment à base de légumes']",,,['France'],"['50% de fenouil bio', '20% pommes bio', 'eau', '10% tomates bio', '8% riz basmati demi complet bio', '1', ""5% huile d'olive vierge extra bio"", 'vanille bio en gousse']",[],,,,,,,,,269,-5%,?,,269 kj(64 kcal),-34%,2,-17%,"0,3",-58%,"8,7",-30%,3,-22%,"1,5",-49%,"0,07",-67%,"0,028",-67%,,,,,,,,,,,,220g,"['Bio', 'Agriculture UE']",,,3,,Purée pour bébé avec de l'huile d'olive extra bio,"['Sachet', 'Plastique', 'température ambiante']",,['France'],https://www.goodgout.fr/bebe/recette-bebe-12-mois/compotee-de-fenouil-tomate-et-riz-basmati--33.html,
1838,Wasa Müsli Gourmet,7300400481601,,['Wasa'],,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"1,7",,"0,4",,64,,5,,9,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,
1839,Muesli croustillant,6134896091911,,,,,,['France'],[],[],,,,,,,,,?,,423,,1770 kj(423 kcal),,13,,"1,7",,64,,20,,"8,5",,"0,03",,"0,012",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1840,Miel toutes fleurs,3377517500024,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Mas york,8411030047491,,,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,6,,"2,3",,9,,"0,4",,9,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,
1842,Oeuf en chocolat au lait avec une surprise à l'intérieur,8714786290440,,,['Oeuf en chocolat au lait'],,,['France'],[],[],32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,?,,543,,2272 kj(543 kcal),,32,,20,,57,,56,,6,,"0,15",,"0,06",,26,,E,,,,,,,,,,,,,,,,,,,,
1843,Muesli exotique - 350g,3770013545313,,,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"10,5",,6,,"58,8",,"8,6",,"11,5",,0,,0,,,,,,,,,,,,,350 g,"['Bio', 'Bio européen', 'FR-BIO-10', 'Sans sucre ajouté', 'Sans additifs', 'AB Agriculture Biologique']",,,,,,,,,,
1844,Sô Cô La,8936013564470,,,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"35,8",,"8,9",,"13,8",,"4,5",,"2,8",,60,,24,,,,,,,,,,,,,,,,,,,,,,,,
1845,Crème de framboise - Monoprix,3350033172531,,['Monoprix'],,,['Monoprix'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Torsade chocolat,2030500197274,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Muesli aux fruits - 350g,3770013545320,,,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"7,8",,"4,5",,"60,4",,"13,4",,"9,9",,0,,0,,,,,,,,,,,,,350 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans additifs']",,,,,,,,,,
1848,Jus capital fruits rouges bio - Moulin de Valdonne,3272036000652,,['Moulin de Valdonne'],,,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,13,,13,,0,,0,,0,,,,,,,,,,,,,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1849,Guimauves criks,2600687032011,,,,,,['France'],[],[],,,,,,,,,?,,433,,1812 kj(433 kcal),,19,,13,,61,,51,,4,,14,,"5,6",,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1850,Terrine poisson,7418529637417,,,,,,['France'],[],[],,,,,,,,,?,,157,,657 kj(157 kcal),,"10,51",,"3,7",,"0,7",,"0,57",,"14,01",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,
1851,Miel,3770012267001,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Croissant,0251122022962,,,,,,['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,34,,24,,47,,"8,3",,12,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1853,Spaghetti Haribo,4001686365502,,['Haribo'],,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"3,4",,"1,8",,77,,41,,"2,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
1854,Escalopes veggie à la viennoise - SoFine,8718885890297,,['SoFine'],,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,232,,971 kj(232 kcal),,"13,8",,"1,7",,"12,1",,"1,7",,"12,4",,"1,3",,"0,52",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
1855,Poulet à la mexicaine,0207252021658,,,,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,15,,"4,5",,"1,2",,0,,16,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1856,Melange Fruit Sec - 175g,3683080308555,,,,,,['France'],[],[],,,,,,,,,?,,447,,1870 kj(447 kcal),,"4,85",,"4,2",,"21,2",,"13,4",,"0,35",,"0,01",,"0,004",,,,,,,,,,,,,175 g,,,,,,,,,,,
1857,Lime extra jam fromAfrica,3700019524043,,,,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,1",,"0,1",,64,,58,,"0,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1858,Poulet,0206978095516,D,,"['Viandes', 'Volailles', 'Poulets']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1859,Panda au chocolat,3395250202500,,,,,,['France'],[],[],,,,,,,,,?,,573,,2397 kj(573 kcal),,"36,9",,"22,1",,54,,"53,8",,"6,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
