,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,brand_owner,ingredients_origins,generic_name,link,palm_ingredients
277,Bonneterre,39030221,,,['Bonneterre'],['France'],[],[],?,?,?,?,?,,"['Bio', 'en:gluten-free', 'Fabriqué en Italie', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,sirop de canne,3326070800324,,,,['France'],[],[],?,275,0,"68,16",0,"['Boissons', 'Sirops', 'Sirops aromatisés']",,,,+10%,-100%,+7%,-100%,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,1151 kj(275 kcal),0,"68,16",0,0,,,,,,,,,,+8%,-100%,+12%,-100%,-100%,,,,,,,,,,,
279,Vinaigre de vino tinto red wine vinegar - 250ml,8411710800071,250 ml,,,['France'],[],[],?,?,?,?,?,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",,,,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Likit -,5060030860482,,,,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
281,Proper TOMATO sauce,5013499009985,,,,['France'],[],[],?,124,"0,1","28,2","1,9",,,,,,,,,,,,,,,,,,,519 kj(124 kcal),"0,05","16,6","2,09","0,836",,,,,,,,,,,,,,,,,,,,,,,,,
282,2276700003551,2276700003551,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Biscuits salés,3760082890063,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Casino,22101419,,,['Casino'],['France'],[],[],?,?,?,?,?,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,3770004770014,3770004770014,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Berida Heringsfilets In Tomaten Creme - Lidl - 125g,20684426,125g,,"['Lidl', 'Sol Mar']","['France', 'Allemagne']",[],[],812,194,10,0,"25,6","['Produits de la mer', 'Poissons', 'Filets de poissons']",,,+8%,-1%,-18%,-100%,+47%,,,,,,,,,,,812 kj(194 kcal),3,0,"1,2","0,48",,10 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,+0%,+18%,-100%,-30%,-30%,4,-33%,C,-33%,,,,,,,
287,Fizz party,8424621007514,,,,['France'],[],[],?,366,"1,6",88,0,,,,,,,,,,,,,,,,,,,1531 kj(366 kcal),"1,6",86,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
288,虎牌万金油,8851990201050,,,,"['Chine', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Cidre Fermier de Normandie - Le pressoir d'or,3760069967511,,,"[""Le pressoir d'or""]",['France'],[],[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,D,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,0,0,['Domaine de Frenelles'],,,,,,,,,,,,-100%,-100%,,,,,,,,,,,
290,Potiron et j’irai - Morbihan - 1litre,112302689,1 litre,,['Morbihan'],['France'],"['4% eau', 'potiron 19%', 'carotte', 'oignon', 'fromage blanc fondu Kiri 3,1% ', 'fromage blanc', 'crème', 'protéines de lait', 'sels de fonte: polyphosphates phosphates et citrates de sodium', 'acide citrique', 'sel', 'pomme de terre', 'jus de tomates à base de concentré', 'amidon transformé de maïs', 'crème', 'sel', 'arômes ', 'contient : lait', 'lait écrémé en poudre', ' Peut contenir des traces de céleri', 'blé et oeuf']",['Non végétalien'],?,35,"1,4","4,2","0,9","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de potiron']",,,,+3%,+13%,-3%,+28%,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Lait'],4,146 kj(35 kcal),"0,9","1,4","0,65","0,26",,1.4 g,en faible quantité,0.9 g,en faible quantité,1.4 g,en faible quantité,0.65 g,en quantité modérée,+3%,+47%,-24%,-2%,-2%,1,-47%,B,-47%,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E14XX - Amidons modifiés']",,,,,,
291,biere blanche Edelweiss - 25cl,12171675,25cl,"['Bouteille', 'Verre']",['Edelweiss'],['France'],"['Eau', 'malt de ble', ""malt d'orge"", 'caramel aromatique', 'extraits de houblon', 'levures', 'arôme herbes des montagnes']",[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées', 'Bières blanches']",,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Original Red Hots Cinnamon Candy,0041420020285,,,,"['France', 'États-Unis']","['Sugar', 'corn syrup', 'acacia ', 'gum arabic', 'artificial flavor', ""confectioner's glaze "", 'shellac', 'carnauba wax', 'red 40', 'cornstarch', 'white mineral oil']","['Non végétalien', 'Non végétarien']",?,400,0,100,0,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,-5%,-100%,+50%,-100%,,,,,,,,,,4,1674 kj(400 kcal),10,80,0,0,,0 g,en faible quantité,10 g,en quantité élevée,80 g,en quantité élevée,0 g,en faible quantité,-5%,+55%,+61%,-100%,-100%,23,+26%,E,+26%,"[""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E903 - Cire de carnauba', 'E129 - Rouge allura AC', 'E905a - Huile minérale de qualité alimentaire']",,Ferrara Candy Company,,,,
293,Miel de lavande de Provence - Les ruchers du Mont-Ventoux - 500g,3491561032109,500 g,['Pot en verre'],['Les ruchers du Mont-Ventoux'],['France'],[],[],?,?,?,?,?,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['en:indication-geographique-protege'],['Carrefour'],,,,,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,"['Augier & Fils', '84110 Vaison la Romaine', 'France']",,,,,,,,,,,,,,,,,,,,,"['France', '(Provence)']",,,
294,Tarte au chocolat,0261075032147,,,,['France'],[],[],?,432,26,45,"4,3","['Tartes', 'Tartes sucrées', 'Tartes au chocolat']",,,,+14%,+25%,+7%,-19%,,,,,,,,,,,1807 kj(432 kcal),17,31,"0,2","0,08",,26 g,en quantité élevée,17 g,en quantité élevée,31 g,en quantité élevée,0.2 g,en faible quantité,+13%,+47%,+25%,-32%,-32%,21,+15%,E,+15%,,,,,,,
295,Peppermint,3032230108215,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
296,Bio Bolitas de Maíz con Miel,8426904175262,,,,['France'],[],[],?,388,1,88,"5,5",,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,1623 kj(388 kcal),"0,2",21,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,
297,SAUCE BEURRE CITRON -,3269660017224,,,,['France'],[],[],?,174,17,4,"0,5","['Epicerie', 'Sauces', 'Sauces pour poissons', 'Sauces au beurre blanc']",['Bio'],,,-9%,-10%,-2%,-52%,D,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,,,728 kj(174 kcal),11,1,"0,87","0,348",,17 g,en quantité modérée,11 g,en quantité élevée,1 g,en faible quantité,0.87 g,en quantité modérée,-13%,-5%,-35%,-25%,-25%,15,-3%,D,-3%,,,,,,,
298,"édulcorant de table - Auchan - 35,75g",07108693,"35,75g",['650 comprimés'],['Auchan'],['France'],[],[],?,318,"< 0,5",63,16,,,['Auchan'],,,,,,,,,,,,,,,,1331 kj(318 kcal),"< 0,1",57,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,
299,Banane entrée de gamme,2803326006828,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Ricola bonbons Suisse aux plantes sans sucre - 50g,15880475,50g,['boîte carton'],['Ricola'],['France'],"['Isomalt acide citrique', ' Extrait ', '0,6%', 'mélange 13plantes ricola', 'concentré cassis', '0,3%', ',arômes naturels', 'concentré de sureau', 'édulcorants ', 'sucralose', 'acésulfame k', ' arôme naturel de menthe', 'menthol']",[],?,235,0,96,0,['Bonbons sans sucres'],['Aucun'],['Carrefour'],,,,,,,,,,,,,,,4,983 kj(235 kcal),0,0,0,0,['Suisse'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,2,,B,,"['E953 - Isomalt', 'E955 - Sucralose', 'E950 - Acésulfame K']",['68056C'],,,,,
301,Saint michel - 6galettes,3663350004240,6 galettes,,['Saint michel'],['France'],[],[],?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2463465021191,2463465021191,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Pain baltique,0232173013055,,,,['France'],[],[],?,218,"6,5",31,"8,9",,,,,,,,,,,,,,,,,,,912 kj(218 kcal),"2,8",1,"0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,
304,0245198033069,0245198033069,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 38.449.003 CE', 'Saint-Quentin-Fallavier (Isère, France)']",,,,,
305,Viande des grisons,2293160028344,,,,['France'],[],[],?,192,"3,3","1,2",39,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,,,-3%,-14%,+45%,-1%,,,,,,,,,,,803 kj(192 kcal),1,"0,8","4,5","1,8",,3.3 g,en quantité modérée,1 g,en faible quantité,0.8 g,en faible quantité,4.5 g,en quantité élevée,-3%,-35%,+33%,-5%,-5%,12,-6%,D,-6%,,"['EMB 57032R', 'Ars-sur-Moselle (Moselle, France)']",,,,,
306,Café happy belly - 250g,5400606002296,250 g,,['Happy Belly'],['France'],[],[],?,?,?,?,?,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,300ml,4084500584365,300 ml,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Poitou oeuf,3460919324104,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,30 Boulettes au bœuf surgelées,3265980310823,,,,['France'],[],[],?,206,15,"3,6",13,,,,,,,,,,,,,,,,,,,862 kj(206 kcal),"6,2","1,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,
310,Miel de corse,3348450000025,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Soda -  - 1l,9002349000667,1 l,,,['France'],"['Zutaten: Tatelwasser', 'Kohlensiure', ' Mindestens haltbar bis: siehe Flaschenhals', ' Vor icht und Wärme schützen', ' Flasche steht unter Druck', 'doder keine Gewalt anwenden', ' Abfller: Starzinger GmbH&lo IG Bahnhofstraße 1', '4890 Frankenmarkt', 'wwwsnzinger', 'at 567']",[],?,?,?,?,?,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Quiche saumon et épinards 24 toasts,3394920379214,,,,['France'],[],[],?,228,13,19,"8,7",,,,,,,,,,,,,,,,,,,954 kj(228 kcal),"7,1","1,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,
313,Farfalles au thon - 300g,3329710002904,300 g,,,['France'],[],[],?,147,"6,5",16,"6,6",,,,,,,,,,,,,,,,,,,615 kj(147 kcal),"0,7","0,9","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,
314,Tortilla de Pomme de Terre,8436578330348,,,,['France'],[],[],?,157,"9,8","10,9","5,7",,,,,,,,,,,,,,,,,,,657 kj(157 kcal),"1,7",1,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,
315,Chocolat pure origine - A.Morin - 100g,3760264290322,100g,,['A.Morin'],['France'],[],[],?,584,"43,2","34,6","8,7","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,+5%,+10%,-10%,+14%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,2443 kj(584 kcal),"26,56",30,"0,01","0,004",,43.2 g,en quantité élevée,26.6 g,en quantité élevée,30 g,en quantité élevée,0.01 g,en faible quantité,+5%,+15%,-5%,-79%,-79%,23,+8%,E,+8%,,,,,,,
316,Sardine à la sauce tomate - Le mutant - 135g,3499602210110,135g,,['Le mutant'],['France'],"['Sardines', 'eau', 'concentré de tomates 14%', 'huile de tournesol 3%', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,180,12,1,17,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']",,,,-15%,-14%,+23%,-15%,,,,,,,,,['Poisson'],3,753 kj(180 kcal),3,1,"0,4","0,16",,12 g,en quantité modérée,3 g,en quantité modérée,1 g,en faible quantité,0.4 g,en quantité modérée,-15%,+6%,+151%,-60%,-60%,0,-100%,B,-100%,,"['EMB 29046G', 'Douarnenez (Finistère, France)']",,,,,
317,Jean Cornelius rielsing 12°,3322725901019,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
318,Les délices d'annick,3760286220321,,,,['France'],[],[],?,6,4,3,4,,,,,,,,,,,,,,,,,,,25 kj(6 kcal),3,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,
319,cidre rose -  - 75cl,3760184910522,75 cl,['bouteille en verre'],,['France'],['cidre traditionnel 2 pommes aromatiser rosé'],[],?,10,0,0,0,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres rosés']",,,,,,,,C,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,42 kj(10 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
320,l'authentique surimi - odyssee - 280g,6230322571191,280 g,,['Odyssee'],['France'],"['Chair de poisson 38%', 'eau', 'fécule de pomme de temre', ""blanc d'ceuf réhydraté"", 'huile de colza', 'amidon de blé', 'sucre', 'sel', 'aromes naturels ', 'poissons et crustaces', 'colorants carmin', 'extrait de paprka Traces éventuelles de molusques et lart']","['Non végétalien', 'Non végétarien']",?,130,"5,7",11,"7,5",,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans conservateurs', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,"['Crustacés', 'Poisson']",4,544 kj(130 kcal),"0,5","3,5","1,6","0,64",,,,,,,,,,,,,,,,,,,['E120 - Acide carminique'],"['FR 29.031.500 CE', 'Clohars-Carnoët (Finistère, France)', 'MSC-C-52690']",,,,,
321,Dattes royal deglet nour -,6132158600406,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Deglet Nour']",,,,,,,,C,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Algérie'],,,
322,Pimientos del piquillo - Celorrio,8411916068480,,,['Celorrio'],['France'],[],[],?,77,"3,6","9,5","3,6",,,,,,,,,,,,,,,,,,,322 kj(77 kcal),"0,3","2,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,
323,0202866028536,0202866028536,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Sunvita fruit & nuts,5999538141628,,,,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,3 mômes,3334861003403,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
326,Kekette,3760138351654,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
327,cyber crack - Auchan - 85g,07100213,85g,,['Auchan'],['France'],[],[],?,102,"5,1",12,"1,6",,,['Auchan'],,,,,,,,,,,,,,,,427 kj(102 kcal),"0,5","0,5","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,
328,Jambon d'Auvergne -  - 80g,3333680003113,80g,,,['France'],"['Jambon de porc ', 'origine FRANCE', 'sel', 'conservateur: E252', 'ail', ' Traces éventuelles de fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,220,12,"0,7",27,"['Viandes', 'Charcuteries', 'Jambons', 'en:raw-cured-ham']",,,,-8%,-11%,+8%,-6%,,,,,,,,,,3,920 kj(220 kcal),"4,8","0,3",6,"2,4",,12 g,en quantité modérée,4.8 g,en quantité modérée,0.3 g,en faible quantité,6 g,en quantité élevée,-8%,-7%,-31%,+22%,+22%,16,-6%,D,-6%,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
329,Œufs de poules,3770003481102,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 33.306.204 CE', 'Noaillac (Gironde, France)']",,,,,
330,Quinoa buts et dark chocolate,8718885744613,,,,['France'],[],[],?,108,"17,9","59,4","6,3",,,,,,,,,,,,,,,,,,,452 kj(108 kcal),"4,6","33,7","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,
331,Yogourt maigre à la peche - Coop,8001120928627,,,['Coop'],['France'],[],[],?,93,0,15,"7,6",,['en:gluten-free'],,,,,,,,,,,,,,,,,389 kj(93 kcal),0,14,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,
332,Knacki sans nitrite - Herta,7613036344234,,,['Herta'],['France'],[],[],?,186,"16,1","1,4","8,75",,['Point Vert'],,,,,,,,,,,,,,,,,778 kj(186 kcal),"6,3","1,1","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,
333,Givry 2015 -  - 75cl,3330540102221,75 cl,,,['France'],"['Structuré et concentré', 'ce vin lumineux à la robe pourpre el ak refiets violets', 'développe des arômes de cassis et de griottes avec une touche de réglisse Servir à 16°C', ' IVR ppelation frg MIS EN BOUTEL Vignerans e 71390 BU Well-structured and concentrated', 'this brilliant crimson wine', 'with purple glints', 'gives off blackcurrant and morello-cherry aromas with notes of liquorice', ' Serve at 16°C', ' PRODUIT DE FRANCE P 13', '5% vHl IN VIGNERONS DEVELOPPEMENT DURABLE SUSTAUNABLE DE PMENT ELOPM ABUER SAFITER-ZAWERA SIARICZYNY-OBSAHUE SIRCITANY-CONTIENE SOLFIM NEHALLER SUUWTER 5 SUFTES-CONTAINS SULPHITES ENTHALT SULFITE BEVAT SULFIETEN SISALTAA SULEITTEA 3330540 GROWERS']",[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,D,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,0,0,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,
334,Forever aloe peaches - 1l,014047,1l,,['Forever'],['France'],"[""Voedingswaarde /Valeur Nutritionnelle/ Hatóanyag tartalo Per aanbevolen dagelijkse hoeveelheid/ Par dose journalière recommandée /Ajánlott napi fogyasztási mennyiségben: 120m %VNR / Aloë vera gel/gel d'aloe vera /Aloe vera gél 101,2 ml Vitamine C/C-vitamin 31,5 mg 39,4 *Referentie-inname /Valeur Nutritionnelle de Référence/ Napi beviteli referenciaérték felnöttek esetében - RI niet vastgesteld/ Pas de VNR déterminée / Napi beviteli referenciaérték nincs megállapítva Forever Aloe PeachesTM is rijk aan vitamine C"", 'hetgeen Forever Aloe Paches ne tH e ost ndche en vitamine Couicon ov3 / 0 Netto inhoud ls net']",[],?,?,0,0,?,['Aliments et boissons à base de végétaux'],,,,,-100%,-100%,,,,,,,,,,,,,0,0,0,0,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,,,,,,,,,,,
335,Chair a saucisse -,3863859563532,,,,['France'],[],[],?,100,20,"1,2","15,1","['Viandes', 'Charcuteries', 'Saucisses', 'en:sausage-meat-raw']","['Viande Française', 'Viande Porcine Française']",,,-51%,+15%,+4%,-1%,,,,,,,,,,,418 kj(100 kcal),"7,6","0,5","1,8","0,72",,20 g,en quantité modérée,7.6 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-47%,+16%,+5%,-6%,-6%,15,-3%,D,-3%,,,,,,,
336,M&M's Hazelnut Spread,40000541349,,,"[""M&M's""]",['France'],[],[],?,140,7,16,1,,,,,,,,,,,,,,,,,,,586 kj(140 kcal),5,15,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,
337,Confiture extra - Beyer,3299341170801,,,['Beyer'],['France'],[],[],?,245,"0,5",60,"0,5",,,,,,,,,,,,,,,,,,,1025 kj(245 kcal),"0,1",60,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
338,Rosé pamplemousse,3198129277575,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
339,Filet de canard,2262448037590,,,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,,,,,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,3253581499030,3253581499030,,,,['France'],[],[],?,?,?,?,?,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Saucisse droite artisanale à l'ancienne - Bleu blanc cœur - 0.250kg,3498301006772,0.250kg,,['Bleu blanc cœur'],['France'],"['FR ', '07', '110', ""002 CE SAUCISSE SECHE A L'ANCIENNE à l'ancienne Ingrédients Viande de porc "", 'Origine France', 'sel', 'LACTOSE', 'vin', 'dextrose', 'épice', 'plante aromatique', 'conservateur : nitrate de potassium', ' Ferments Lactiques', ' Boyau naturel de porc', ' 171g de viande de porc mis en oeuvre pour 100 g de produit fini', ' Yaleurs']","['Non végétalien', 'Non végétarien']",?,413,33,"2,2",27,"['Viandes', 'Charcuteries', 'Saucissons']","['Viande Française', 'Viande Porcine Française']",,,+7%,+7%,+2%,+7%,,,,,,,,,['Lait'],4,1728 kj(413 kcal),11,"0,6","4,4","1,76",,33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,4.4 g,en quantité élevée,+7%,-8%,-55%,+5%,+5%,25,+7%,E,+7%,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
342,Lentejas cocidas,8412258101903,,,,['France'],[],[],?,88,"0,4","12,5",7,,,,,,,,,,,,,,,,,,,368 kj(88 kcal),"0,1","0,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
343,Sunny Soul - Natural Mojo,4251347601917,,,['Natural Mojo'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Les vergers du Bocage - 2kg,3351290020122,2 kg,,['Les vergers du Bocage'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Tipiak,12846764,,,['Tipiak'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Botanical Tonic Water,87336368,,,,['France'],[],[],?,17,0,"4,15",0,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,71 kj(17 kcal),0,"4,15",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
347,Brie de Meaux,2441840033069,,,,['France'],[],[],?,1188,22,0,0,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,,+326%,+1%,-100%,-100%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,4971 kj(1188 kcal),15,0,0,0,,22 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+325%,-2%,-100%,-100%,-100%,20,+32%,E,+32%,,,,,,,
348,Haricots Rouges - Royal Bourbon - 800g,3297386000480,800g,,['Royal Bourbon'],['France'],"['Haricots rouges', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,54.25,"0,04","9,8","3,99","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",['EAC'],,,-47%,-93%,-27%,-47%,B,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,3,227 kj(54 kcal),"0,01",0,"0,72","0,288",,0.04 g,en faible quantité,0.01 g,en faible quantité,0 g,en faible quantité,0.72 g,en quantité modérée,-47%,-91%,-100%,+17%,+17%,1,,B,,,,,,,,
