,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,labels,allergens,nova_score,manufacturing,traceability_code,markets,additives,ingredients_origins,link,palm_ingredients,brand_owner
1693,mélange crudité - Rosée des Champs - 500g,3301074040501,,['Rosée des Champs'],['Crudités'],['France'],['aucune indication'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500 g,['emballage plastique'],,,,['coopérative des producteurs légumiers'],"['EMB 49125B', 'Doué-la-Fontaine (Maine-et-Loire, France)']",,,,http://www.roseedeschamps.fr,,
1694,Noix de coco fraîchement coupée - carrfour - 105g,5400101065710,,['Carrfour'],,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,40,,30,,3,,1,,4,,0,,0,,,,,,,,,,,,,,105 g,,,,,,,,,,,,
1695,1 / 6 Pate Lapin Grand Jury,3245392343503,,['Grand Jury'],,['France'],[],[],,,,,,,,,?,,274,,1146 kj(274 kcal),,"23,2",,10,,27,,"0,9",,"13,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,"['Proxi', '8 à Huit']",,,,,
1696,Pistache decortique - Philia,3520831330918,,['Philia'],,['France'],[],[],,,,,,,,,?,,625,,2615 kj(625 kcal),,"56,8",,"7,4",,9,,"4,5",,"21,1",,"0,02",,"0,008",,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1697,Galletas de arroz,7804646450020,,,,['France'],"['UNGREDIENTES Arroz integral ', '68%', ' Cobertura de chocolate ', '32%', ' ', 'Azúcar', 'manteca de palmiste fraccionada', 'cacao en polvo', 'lecitina de soya', 'vainillina', ' Contiene Soya Puede contener trazas de leche']",[],,,,,,,,,?,,396,,1657 kj(396 kcal),,"12,9",,10,,64,,"14,5",,"5,9",,6,,"2,4",,,,,,,,,,,,,,,,,['Soja'],,,,,,,,,
1698,Trésor de la nature  gelée royale - Miel Cretet - 25g,3425601412385,,['Miel Cretet'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,25g,,,,,,,,,,,,
1699,Lisa's Kartoffel Chips,4260272980035,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",['France'],[],[],24.4 g,en quantité élevée,3 g,en quantité modérée,0.7 g,en faible quantité,1.6 g,en quantité élevée,?,,477,-7%,1996 kj(477 kcal),-7%,"24,4",-17%,3,-3%,"56,1",+4%,"0,7",-70%,"5,2",-9%,"1,6",+20%,"0,64",+20%,14,+20%,D,+20%,,,,,,,,,,,['Bio'],,,,,,,,,,
1700,Soupe de poisson,3272640020046,E,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],[],[],1.1 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.9 g,en quantité modérée,?,,35,-27%,146 kj(35 kcal),-27%,"1,1",-42%,"0,1",-78%,"0,9",-51%,"0,7",+8%,"5,2",+1%,"0,9",+2%,"0,36",+2%,0,-100%,B,-100%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1701,Poivre gris de Belém moulu,3234750030735,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Viva,6194007891960,,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,10,,0,,12,,12,,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1703,cidre brut - la fauconnerie - 4x25cl,3250390221821,D,['la fauconnerie'],"['Boissons', 'Boissons alcoolisées', 'Cidres']",['France'],['sulfites'],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,4x25cl,['bouteille pack 4'],,['Anhydride sulfureux et sulfites'],3,['61260'],,,,,,,
1704,Flocons de pomme de terre - legumor - 500g,3276650058389,B,['Legumor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",['France'],"['pomme de terre déshydratée ', '99%', ' Émulsifiant : E471', 'Stabilisant: E450i', 'conservateur : E223 ', 'SULFITES', 'extrait épice', ' Acidifiant : E330', 'Anti-oxydant: E304']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,1526,+33%,360,+15%,1526 kj(360 kcal),+16%,"0,6",-62%,"0,3",-68%,77,+22%,"0,7",-74%,"7,7",+10%,"0,08",-88%,"0,032",-88%,,,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,500g,,,['Anhydride sulfureux et sulfites'],4,,,['la louve'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E304 - Acide palmityle-6-L-ascorbique']",['France'],,"[""E304 - Palmitate d'ascorbyle""]",
1705,Les câpres au vinaigre - Le Grand Lejon,3394610000831,,['Le Grand Lejon'],,['France'],[],[],,,,,,,,,?,,146,,611 kj(146 kcal),,"0,5",,"0,186",,"5,9",,"0,05",,"2,8",,"7,3",,"2,92",,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,['la louve'],,,,,
1706,Soupe Potimarron,3760022780263,,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,"1,5",,1,,"2,3",,"0,5",,0,,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Café au lait,7617014186731,,,,['France'],[],[],,,,,,,,,?,,29,,121 kj(29 kcal),,1,,"0,7",,"2,5",,2,,2,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Bio Bier Schinken - Bio organic - 125g,20036720,,['Bio organic'],"['Viandes', 'Charcuteries', 'Jambons']","['France', 'Allemagne']","['91% Schweinefleisch *', 'Trinkwasser', 'Speisesalz', 'Dextrose *', 'Gewürze *', 'natives Olivenöl *', 'Antioxidationsmittel: Ascorbinsäure', 'Natriumascorbat', ' Stabilisator: Natriumcitrate', ' Konservierungsstoff: Natriumnitrit* aus kontrolliert ökologischer Landwirtschaft']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,5 g,en quantité modérée,1 g,en faible quantité,2.3 g,en quantité élevée,?,,181,+6%,757 kj(181 kcal),+8%,12,+57%,5,+72%,1,+51%,1,+88%,17,-28%,"2,3",-20%,"0,92",-20%,16,+51%,D,+51%,,,,,,,,,125 g,['Plastik'],"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-060', 'en:EG-Öko-Verordnung', 'Sans lactose']",,4,['Heilsbronn'],['DE BY-50008 EG'],['Lidl'],"['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Allemagne'],,,
1709,Gressins - Italians do it better,3760253400459,B,['Italians do it better'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],['Sans huile de palme'],1.3 g,en faible quantité,0.2 g,en faible quantité,3.4 g,en faible quantité,0.8 g,en quantité modérée,?,,359,-15%,1502 kj(359 kcal),-15%,"1,3",-88%,"0,2",-91%,77,+15%,"3,4",+36%,"9,8",-14%,"0,8",-58%,"0,32",-58%,2,-84%,B,-84%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,['en:palm-oil-free'],,,,,,,,,,
1710,"Demi-écrémé, lait biologique - Candia - 6*1L",3533631836009,C,['Candia'],"['Produits laitiers', 'Laits', 'Laits demi-écrémés', 'Laits demi-écrémés biologiques']",['France'],[],[],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,46,0%,192 kj(46 kcal),-1%,"1,6",+3%,1,+0%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,1",-11%,"0,04",-11%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,6*1L,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1711,Poulet Basquaise et son Riz - Comme J'aime - 285g e,3222471055816,C,"[""Comme J'aime""]","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Poulets basquaise']",['France'],"['Riz précuit 40,4 % ', 'eau', 'riz', 'huile de colza', 'sel', ' viande de poulet précuite 24,6 % ', 'viande de poulet ', 'Origine France', 'eau', 'sirop de glucose', 'sel', 'stabilisant : E451i', 'amidon modifié de mais', 'eau', 'courgette 4,2 %', 'poivron rouge 3,4 %', 'oignon 3 %', 'tomate concassée 2,9 % ', 'tomate', 'jus de tomate', 'acidifiant E330', 'affermissant : E509', 'concentré de tomate', 'olive verte 1,4 %', 'haricot rouge 1,4 %', 'poivron vert 1,4 %', 'épaississant : amidon modifié de mais', 'sel', 'arôme', 'sucre', ""huile d'olive"", 'arôme naturel', 'laurier', 'thym']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3.23 g,en quantité modérée,0.596 g,en faible quantité,1.02 g,en faible quantité,0.737 g,en quantité modérée,?,,120,+3%,502 kj(120 kcal),+4%,"3,23",-14%,"0,596",-33%,16,+40%,"1,02",-43%,"6,95",-8%,"0,737",-14%,"0,295",-14%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"Riz (40,4%), poulet (24,6%) et légumes (16,3% environ)",285 g e,"['Carton', 'Plastique']",,,4,['France'],,"[""Comme J'aime""]","['E451i - TPP', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['France'],https://www.commejaime.fr/detailplat_233_Poulet-basquaise-et-son-riz.htm,,
1712,06211133,06211133,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,"Carrefour - 0,168kg",2227153012003,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"0,168 kg",,"['Viande Française', 'Viande Porcine Française']",,,,,['Carrefour'],,,,,
1714,Tomate al naturel - Monjardin,8413239005227,,['Monjardin'],['es:Tomate triturado'],"['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0.2 g,en faible quantité,?,,23,,96 kj(23 kcal),,0,,0,,"5,2",,5,,"0,7",,"0,2",,"0,08",,1,,B,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,
1715,Boules de soja - Henzler - 150g,1000000000023,,['Henzler'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,421,,1761 kj(421 kcal),,"12,3",,"1,4",,"27,2",,"10,5",,50,,"3,33",,"1,332",,,,,,,,,,,,,,150g,,,,,,,,,,,,
1716,Smirnoff Ice - 0.7l,5410316983730,,['Smirnoff'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,0.7 l,['Flasche'],,,,,,,,,,,
1717,Levure De Riz Rouge Bio 120 Gélules,3535400007665,C,,"['Additifs alimentaires', 'Levures de bière']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,"['Bio', 'Agriculture UE']",,,,,,,,,,
1718,Martini Rosato - 0.75l,5010677944052,,['Martini'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,0.75 l,['Flasche'],,,,,,,,,,,
1719,Poires - Dia,8480017413604,,['Dia'],,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,0,,0,,"17,5",,"17,5",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,['Dia'],,,,,
1720,biothentic maïs a pop corn - 500,11500108,,,['Maïs pour pop corn'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1721,Sourz Red Berry - 0.7l,5060045581129,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,0.7 l,['Flasche'],,,,,,,,,,,
1722,Saucisson de poulet,8711659039335,,,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,"19,4",,"6,2",,"8,2",,"0,4",,"11,5",,"2,43",,"0,972",,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Cuisse de lapin marinee moutarde,20291785,,,,['France'],[],[],,,,,,,,,?,,102,,427 kj(102 kcal),,2,,"0,7",,"0,5",,"0,1",,21,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Jus de fruits Fraise - Cidou,3760225492185,D,['Cidou'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,
1725,Baguette rustique 125gx5,3523680285873,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Pulpe de tomates - Saint Éloi - 383g,25030242,B,['Saint Éloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Pulpes de tomates']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,22.3%,36.4%,17.3%,10.4%,8.3%,5.3%,94,,383 g,,,,,,,['Intermarché'],,,,,
1727,Ketchup - Up - 1,5606262021033,B,['Up'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,1,,,,,,,,,,,,
1728,Safak,8718053512075,,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"28,1",,"19,4",,"2,7",,0,,"22,3",,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Pavé de canard,3529674430489,,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,3,,"0,9",,"1,1",,"0,9",,20,,"0,2",,"0,08",,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,
1730,Pilchards - Glenryck - 400g,5010793379264,,['Glenryck'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']",['France'],"['Atlantic pilchards ', '65%', 'tomato juice ', 'from concentrate', ' ', '33%', 'tapioca', 'guar gum']",[],6.9 g,en quantité modérée,2.5 g,en quantité modérée,1.6 g,en faible quantité,1 g,en quantité modérée,?,,132,-38%,552 kj(132 kcal),-37%,"6,9",-51%,"2,5",-12%,"3,6",+342%,"1,6",+301%,"13,2",-34%,1,0%,"0,4",0%,1,-77%,B,-77%,,,,,,,,,400g,,,,4,,,,['E412 - Gomme de guar'],,,,
1731,"Pastacook - jambon supérieur, courgettes grillées et tomates marinées - SODEBO - 450",3242272101055,,['SODEBO'],"['Plats préparés', 'Plats à base de pâtes', 'Plat-a-cuisiner']",['France'],"['Pâtes fraiches ', 'semoule de blé dur', 'oeuf', 'eau', 'jambon de porc', 'courgettes grillées', 'tomates mi-séchées', 'oignons', 'fromage', 'beurre', 'amandes', 'purée et concentré de tomates', 'huile d’olive vierge', 'huile de tournesol', 'eau', 'fibres végétales', 'dextrose', 'lactose', 'antioxydant : E316', 'conservateur : E250', 'sel', 'arômes naturels', 'bouillon ', 'porc', 'condiments', 'légumes', 'sel', 'ail', 'basilic', 'origan', 'persil']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",6.7 g,en quantité modérée,2.9 g,en quantité modérée,1.9 g,en faible quantité,1.1 g,en quantité modérée,?,,224,+24%,937 kj(224 kcal),+26%,"6,7",+6%,"2,9",+19%,29,+39%,"1,9",-21%,11,+49%,"1,1",+21%,"0,44",+21%,1,-73%,B,-73%,,,,,,,,,450,['Frais'],"['Viande Française', 'Nutriscore', 'Viande Porcine Française', 'Nutriscore B']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,['Saint Georges de Montaigu'],,['Carrefour'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1732,Pain 4 saisons,2090000173789,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Six De Savoie 29% - Fromageries Bel,3073781000092,D,"['Fromageries Bel', 'Bel', 'Six de Savoie']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages fondus']",['France'],[],[],29 g,en quantité élevée,19.5 g,en quantité élevée,3.5 g,en faible quantité,1.6 g,en quantité élevée,1300,+23%,315,+24%,1300 kj(315 kcal),+23%,29,+44%,"19,5",+46%,"3,5",-35%,"3,5",-13%,10,-15%,"1,6",-20%,"0,64",-20%,15,-3%,D,-3%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,['Frais'],,,,,"['FR 39.198.001 CE', 'Dole (Jura, France)']",,,,,,
1734,brandade de morue parmentière - etxe berri - 900,01149443,E,['etxe berri'],"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['France'],"['pommes de terre 38%-morue ', 'poisson', ' ', 'gadus spp', ' 30%,eau,huile de tournesol,flocons de pommes de terre 3,8%', 'curcuma', 'oignons,sel', 'ail', 'fibre de blé', 'persil 0,07%', 'epaississant:gomme de guar et gomme xanthane,poivre']","['Non végétalien', 'Non végétarien']",9.8 g,en quantité modérée,,,0.7 g,en faible quantité,0.8 g,en quantité modérée,?,,155,+6%,649 kj(155 kcal),+7%,"9,8",+14%,,,"9,2",-3%,"0,7",-23%,"6,8",+0%,"0,8",-3%,"0,32",-3%,,,,,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,900,,,"['Poisson', 'Gluten']",4,,"['FR 64.495.005 CE', 'Saint-Pée-sur-Nivelle (Pyrénées-Atlantiques, France)']",['Lidl'],"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",,,,
1735,Miel de chataignier - Jean-Luc PAYAN . Le Jas des Abeilles 04110 REILLANNE -FRANCE - 500g net,3424150090242,B,['Jean-Luc PAYAN . Le Jas des Abeilles 04110 REILLANNE -FRANCE'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,500g net,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1736,Tartizette,3526590110013,,,,['France'],[],[],,,,,,,,,?,,541,,2264 kj(541 kcal),,"33,6",,"5,5",,"55,8",,"52,7",,"6,4",,"0,295",,"0,118",,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Arachide wasabi - Grand frais,2600287019481,D,['Grand frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",['France'],[],[],21.4 g,en quantité élevée,6.8 g,en quantité élevée,9.7 g,en quantité modérée,0.96 g,en quantité modérée,?,,468,-21%,1958 kj(468 kcal),-21%,"21,4",-54%,"6,8",-6%,"56,1",+257%,"9,7",+68%,"11,4",-53%,"0,96",+1%,"0,384",+1%,7,+17%,C,+17%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,,,,
1738,Rôti filet,3273625866185,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Jardinière de légumes suisse - Migros - 1kg,7613312058503,,['Migros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Aliments à base de plantes surgelés', ""Mélanges d'aliments à base de plantes surgelés""]","['France', 'Allemagne', 'Suisse']",[],[],0.4 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0.8 g,en quantité modérée,?,,49,-32%,205 kj(49 kcal),-32%,"0,4",-83%,"0,4",-23%,8,+5%,3,+20%,2,-12%,"0,8",+182%,"0,32",+182%,2,,B,,,,,,,,,,1 kg,,,,,,,['Migros'],,,,,
1740,Brening de Brest feuilleté sucré - Creperie de Coataudon Brest - 300grs,7004759031103,C,['Creperie de Coataudon Brest'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés']",['France'],"['Ingrédients: farine de BLE', 'GLUTEN', ',BEURRE tourrage 82% sucre semoule', 'sel', ' TRACE DE FRUITS A COQUES']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,300 grs,['Sachet'],,"['Gluten', 'Lait', 'Fruits à coque']",4,,,['Creperie de Coataudon 3 rue Gal Paulet 29200'],,,,,
1741,Bewley's Dublin Morning Tea,0034064203473,,,['Boissons'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Pastacook - Saumon épinards - Sodebo - 450g,3242272102052,,['Sodebo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Pâtes alimentaires', 'Plats préparés frais', 'Pâtes fraîches', 'Plats au saumon', 'Pâtes à cuisiner']",['France'],"['Pâtes fraiches ', 'semoule de blé dur', 'oeuf', 'eau', 'saumon cuit', 'épinards', 'oignon', 'fromages', 'crème fraiche légère', 'beurre', 'purée et zestes de citron', 'huile de colza', 'eau', 'fécule de manioc', 'fibres végétales', 'conservateur : E202', 'sel', 'arôme naturel', 'basilic', 'persil', 'ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4.5 g,en quantité modérée,2.2 g,en quantité modérée,1.1 g,en faible quantité,0.64 g,en quantité modérée,?,,145,-3%,607 kj(145 kcal),-1%,"4,5",-37%,"2,2",-8%,19,+56%,"1,1",-39%,"6,4",-9%,"0,64",-12%,"0,256",-12%,1,-55%,B,-55%,,,,,,,,"plat à base de pâtes fraîches, au saumon et épinards, à cuisiner",450 g,['Frais'],"['Nutriscore', 'Nutriscore B']","['Œufs', 'Poisson', 'Gluten', 'Lait']",4,['Saint Georges de Montaigu'],,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1743,3303292502731,3303292502731,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Museum,8437010036064,,,,['France'],[],[],,,,,,,,,?,,463,,1937 kj(463 kcal),,18,,"2,4",,65,,27,,"7,8",,0,,0,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1745,Tartufo,8009167211207,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"2,7",,"1,3",,68,,"4,6",,14,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Skyr mangue,5690527994606,D,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",['France'],[],[],0.2 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.13 g,en faible quantité,?,,87,+28%,364 kj(87 kcal),+27%,"0,2",-46%,"0,1",-45%,12,+85%,11,+88%,"9,4",+1%,"0,13",+23%,"0,052",+23%,-2,,A,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1747,Tartelette fruit,0209381007541,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Kiluva Hearki Syrup - Naturhouse,8423263071099,,['Naturhouse'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,
1749,Smart Fettuccine,8718774013523,,,,['France'],[],[],,,,,,,,,?,,9,,38 kj(9 kcal),,0,,0,,"0,2",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Fromage Ail et Fines Herbes - Arla,5760466985864,D,['Arla'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured']","['Belgique', 'France']",[],[],26 g,en quantité élevée,17 g,en quantité élevée,2.8 g,en faible quantité,1.4 g,en quantité modérée,?,,267,-3%,1117 kj(267 kcal),-1%,26,+2%,17,-2%,"3,1",+2%,"2,8",+9%,"4,6",-45%,"1,4",+17%,"0,56",+17%,17,+30%,D,+30%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,['Delhaize'],,,,,
1751,"Liégeois saveur vanille lit au caramel,  aromatisé - Rochambeau",3439496002279,,['Rochambeau'],,['France'],[],[],,,,,,,,,?,,145,,607 kj(145 kcal),,6,,4,,21,,15,,"2,2",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,['Metro'],,,,,
1752,Isolat de Whey 2 - Nutrimuscle - 4kg,2100020490411,,['Nutrimuscle'],,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,"0,3",,0,,"7,5",,0,,86,,0,,0,,,,,,,,,,,,,,4 kg,,['Sans lactose'],,,,,,,,,,
