,name,bar_code,brand,labels,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,ingredients_origins,manufacturing,nova_score,brand_owner,additives,allergens,link,palm_ingredients,generic_name,producer_info
1467,Sauce sugo alla marinara - Metro Chef - 1kg,3439495001587,['Metro Chef'],,,['France'],[],[],?,71,3,"8,6","1,7",B,"['Epicerie', 'Sauces', 'Sauces tomate']",,-19%,+39%,-28%,+9%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,3 g,en quantité modérée,0.4 g,en faible quantité,5.9 g,en quantité modérée,0.76 g,en quantité modérée,297 kj(71 kcal),-17%,"0,4",+14%,"5,9",-39%,"0,76",-41%,"0,304",-41%,3,-42%,C,-42%,1 kg,,,,,,,,,,,
1468,British Shredded Beetroot in Sweet Vinegar,00327640,,['en:gluten-free'],,['France'],[],[],?,435,"15,1","68,9","4,7",,,,,,,,,,,,,,,,,,,,,,,,1820 kj(435 kcal),,"9,2",,57,,"0,13",,"0,052",,,,,,,,,,,,,,,,,
1469,Boudins blancs au lait frais - 0.320kg,3445425028999,,['Point Vert'],,['France'],[],[],?,203,15,"7,8",8,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,-16%,-26%,+81%,-22%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,15 g,en quantité modérée,6.4 g,en quantité élevée,4.4 g,en faible quantité,1.9 g,en quantité élevée,849 kj(203 kcal),-17%,"6,4",-18%,"4,4",+123%,"1,9",+28%,"0,76",+28%,16,0%,D,0%,0.320 kg,,,,,,,,,,,
1470,Boudin noir,2238071016530,,['Sans colorants'],,['France'],[],[],?,251,22,"2,3",11,,,,,,,,,,,,,,,,,,,,,,,,1050 kj(251 kcal),,8,,"2,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,
1471,Oignon rouge filet 350g calibre 45/65 Italie - 350g,3521230003816,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,,
1472,Eclairs au chocolat x2 décongelés,3660133026833,,,,['France'],[],[],?,?,?,?,?,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Comté AOP 18 mois,2480254055106,,,,['France'],[],[],?,417,34,"0,5",28,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+5%,+4%,+8%,+11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,34 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,1745 kj(417 kcal),+6%,20,-8%,"0,5",+80%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,,,,,,,,,,,,
1474,Pain koern graines,3571450400131,,,,['France'],[],[],?,270,3,50,"9,1",,,,,,,,,,,,,,,,,,,,,,,,1130 kj(270 kcal),,"0,3",,"0,7",,0,,0,,,,,,,,,,,,,,,,,
1475,Pain de mie nature,0200033006707,,,,['France'],[],[],?,292,"6,1",50,"7,5",,,,,,,,,,,,,,,,,,,,,,,,1222 kj(292 kcal),,"0,6",,"5,9",,"1,5",,"0,6",,,,,,,,,,,,,,,,,
1476,Merguez,0200213031093,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Kidi fruit,2007359013383,"['Kidi fruit', 'Andros']","['Sans colorants', 'Sans conservateurs', 'Sans sucre ajouté']",,['France'],[],[],?,49,"0,2",11,"0,2",,,,,,,,,,,,,,,,,,,,,,,,205 kj(49 kcal),,0,,11,,0,,0,,,,,,,,,,,,,,,,,
1478,Crème dessert au café,0444224111553,,,,['France'],[],[],?,113,3,"18,9","2,5",,,,,,,,,,,,,,,,,,,,,,,,473 kj(113 kcal),,2,,"16,1",,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1479,Thym,3700211111218,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Milk chocolate peanuts - Morrisons - 175g,5010251838937,['Morrisons'],,,['France'],[],[],?,563,"38,2","35,5","15,8",,,,,,,,,,,,,,,,,,,,,,,,2356 kj(563 kcal),,"12,9",,"33,1",,"0,1",,"0,04",,,,,,175 g,,,,,,,,,,,
1481,Jus de pomme,3550270000325,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Torta alle mele - Leader Price - 450g,8054383503131,['Leader Price'],,['Leader Price'],['France'],[],[],?,412,16,61,"5,1",,,,,,,,,,,,,,,,,,,,,,,,1724 kj(412 kcal),,"7,7",,33,,"0,57",,"0,228",,,,,,450 g,,,,,,,,,,,
1483,Ale...mix - 300g,5902230101036,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,
1484,Colombe classique biologique - 17.63oz,8051499295585,,"['Bio', 'Bio européen']",,['France'],[],[],?,406,15,50,"7,8",,,,,,,,,,,,,,,,,,,,,,,,1699 kj(406 kcal),,8,,32,,"0,5",,"0,2",,,,,,17.63 oz,,,,,,,,,,,
1485,Confiture de Mirabelles - Les Confituriers de Haute-Provence - 240g,3324492501539,['Les Confituriers de Haute-Provence'],['Cuisiné en France'],,['France'],"['Mirabelles', 'sucre de canne', 'acidifiant : jus concentré de citron', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,201,"0,13","49,42","0,46",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,-10%,-41%,-9%,+19%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,0.13 g,en faible quantité,0 g,en faible quantité,49.4 g,en quantité élevée,0 g,en faible quantité,841 kj(201 kcal),-10%,0,-100%,"49,42",-4%,0,-100%,0,-100%,10,+3%,C,+3%,240 g,"['Pot', 'Verre']",,"['Peyruis', 'France', 'Provence']",4,,['E440 - Pectines'],,,,Confiture de Mirabelles,
1486,Jambonneau Supérieur 3 tranches,2432865016731,,,,['France'],[],[],?,130,"3,4","0,6","20,4",,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,544 kj(130 kcal),,"1,9",,"0,6",,"2,5",,1,,,,,,,,,,,,,,,,,
1487,Gratin de pomme de terre poireaux - Auchan,3254567946043,['Auchan'],,['Auchan'],['France'],[],[],?,?,?,?,?,B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre']",,,,,,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,"['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Dinde noire Sot l'y laisse - La Nouvelle Agriculture,0213567031428,['La Nouvelle Agriculture'],,,['France'],[],[],?,124,"4,3",1,21,,,,,,,,,,,,,,,,,,,,,,,,519 kj(124 kcal),,"1,2",,"0,1",,"0,22",,"0,088",,,,,,,,,,,,,,,,,
1489,"Boldoflorine, Tisane Pour La Constipation, Boite De 24 Sachets",3400930036655,['Boldoflorine'],,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Tablette Choc'fleurs Gingembre - Chocolat Guilleminot,3760189740162,['Chocolat Guilleminot'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],"['Ingrédients *Chocolat noir ', 'Cacao min 71,5%', ' : *Pâte de cacao', '""sucre de canne', '""beurre de cacao,', 'gingembre en poudre 1%', '""Gingembre confit 0,6%', '*Graines de chanvre toastées', '""pétales de fleurs comestibles', ' Traces de lait', 'fruits à coque', 'sésame']",[],?,562,"42,6","29,9",8,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs au gingembre']",,+4%,+16%,-26%,+16%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,42.6 g,en quantité élevée,25.6 g,en quantité élevée,29.9 g,en quantité élevée,0.02 g,en faible quantité,2351 kj(562 kcal),+4%,"25,6",+14%,"29,9",-11%,"0,02",-52%,"0,008",-52%,23,+11%,E,+11%,,,,,3,,,,,,,
1491,Thé - exotic bergamot taste,4260303291086,,,,['France'],[],[],?,1,"0,1","0,1","0,2",,,,,,,,,,,,,,,,,,,,,,,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1492,Belle petite poubelle,8033433773601,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Vin Doux Naturel,3337211608723,,,,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Croissant beurre,0208132016405,,,,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,0,,0,,,,,,,,,,,,,,,,,
1495,Tarte poire amande,0260310043955,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Radis,8050762420440,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Chouquettes,0201099016402,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Ananas tranché,0256170022568,,"['Sans conservateurs', 'Sans additifs']",,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Rindergulasch,29086900,,,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Beutel'],,,,,,,,,,
1500,Rindergulasch,29086900,,,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Beutel'],,,,,,,,,,
1501,Les pâtes orecchiette - La Grande Epicerie de Paris - 500g,3346041413650,['La Grande Epicerie de Paris'],"['Fabriqué en Italie', 'Triman']",,['France'],[],[],?,350,1,73,13,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,+2%,-29%,+8%,+10%,,,,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,0.05 g,en faible quantité,1464 kj(350 kcal),+2%,"0,3",-12%,"2,5",-6%,"0,05",+57%,"0,02",+57%,-1,,A,,500 g,,,,,,,,,,,
1502,Côtes Du Jura Vin Jaune 2009 - 62 CL - Club Des Sommeliers,3222475327544,,,,['France'],[],[],?,?,?,?,?,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Jura']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,,,,,
1503,1KG240 Cigarette Buhler - 1.250kg,3105320001014,,,,['France'],[],[],?,240,7,40,3,,,,,,,,,,,,,,,,,,,,,,,,1004 kj(240 kcal),,6,,18,,"0,08",,"0,032",,,,,,1.250 kg,,,,,,,,,,,
1504,Gigot d'agneau,2225420014934,,,,['France'],[],[],?,142,"6,3","0,5","20,9",,"['Viandes', ""Viandes d'agneau"", ""Gigot d'agneau""]",,-5%,-11%,-62%,+11%,,,,,,,,"['EMB 14333J', 'Honfleur (Calvados, France)']",6.3 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,0.13 g,en faible quantité,594 kj(142 kcal),-5%,"3,1",+14%,"0,5",-28%,"0,13",-87%,"0,052",-87%,-1,-136%,A,-136%,,,,,,,,,,,,
1505,Coffret praliné feuilleté Noir Café - Comptoir du Cacao,3760078999183,['Comptoir du Cacao'],,,['France'],[],[],?,566,40,41,7,,,,,,,,,,,,,,,,,,,,,,,,2368 kj(566 kcal),,16,,31,,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1506,Atta Cookies - 250g,0811117458338,,,,['France'],[],[],?,498,20,71,8,,,,,,,,,,,,,,,,,,,,,,,,2084 kj(498 kcal),,10,,18,,"0,25",,"0,1",,,,,,250 g,,,,,,,,,,,
1507,Hobnobs - McVities,5000168193076,['McVities'],,,['France'],[],[],?,491,"23,3","60,8","7,1",,,,,,,,,,,,,,,,,,,,,,,,2054 kj(491 kcal),,"11,5",,33,,"0,74",,"0,296",,,,,,,,,,,,,,,,,
1508,US9,3770011652006,,,,['France'],[],[],?,29,0,"6,7",0,,,,,,,,,,,,,,,,,,,,,,,,121 kj(29 kcal),,0,,"6,6",,0,,0,,,,,,,,,,,,,,,,,
1509,Comte au lait cru - Monoprix,2200974029931,['Monoprix'],,['Monoprix'],['France'],[],[],?,427,35,1,27,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+8%,+7%,+116%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['EMB 25039A', 'Avoudrey (Doubs, France)', 'FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.76 g,en quantité modérée,1787 kj(427 kcal),+8%,23,+6%,0,-100%,"0,76",-22%,"0,304",-22%,13,-3%,D,-3%,,,,,,,,,,,,
1510,Pina colada - Gourmet in Love,3662051008359,['Gourmet in Love'],,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Amaretti morbidi -  - 300g,7007508444414,,['en:gluten-free'],,['France'],"['Sucre', ""amandes d'abricot "", '34%', 'amandes ', '3%', ""blanc d'œuf"", 'agent conservateur ', 'sorbate de potassium']",['Non végétalien'],?,425,16,"58,7","9,8",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-10%,-23%,-8%,+51%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,16 g,en quantité modérée,6.2 g,en quantité élevée,58.4 g,en quantité élevée,0.1 g,en faible quantité,1778 kj(425 kcal),-11%,"6,2",-39%,"58,4",+98%,"0,1",-83%,"0,04",-83%,21,+6%,E,+6%,300 g,,,,3,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Fruits à coque']",,,,
1512,Saucisse seche aveyronaise,8000017125118,,,,['France'],[],[],?,426,33,"2,2",30,,,,,,,,,,,,,,,,,,,,,,,,1782 kj(426 kcal),,14,,"2,2",,"4,7",,"1,88",,,,,,,,,,,,,,,,,
1513,Cold Brew Mint & Lemon flavour infusion - By Sainsbury's,00305112,"[""By Sainsbury's""]",,,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Palette à la diable,2462972056610,,,,['France'],[],[],?,132,"5,8","0,5","19,7",,,,,,,,,,,,,,,,,,,,,,,,552 kj(132 kcal),,"2,3",,"0,4",,"1,6",,"0,64",,,,,,,,,,,,,,,,,
1515,Pareil Sarhois Tranche,2253135023224,,,,['France'],[],[],?,360,34,"0,7",13,,,,,,,,,,,,,,,"['FR 72.181.005 CE', 'Mans (Sarthe, France)']",,,,,,,,,1506 kj(360 kcal),,13,,"0,7",,"1,6",,"0,64",,,,,,,,,,,,,,,,,
1516,Twizzlers cherry,0034000544134,,,,['France'],['corn syrup'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,110,1,31,0,,,,,,,,,,,,,,,,,,,,,,,,460 kj(110 kcal),,0,,16,,0,,0,,,,,,,,,,,,,,,,,
1517,Pate à sucre verte,3278584190456,,,,['France'],[],[],?,385,"4,39","83,63","0,1",,,,,,,,,,,,,,,,,,,,,,,,1611 kj(385 kcal),,"0,6",,"82,1",,"0,515",,"0,206",,,,,,,,,,,,,,,,,
1518,Chocolaterie de la licorne,3421375523593,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Max Havelaar']",,['France'],[],[],?,573,38,50,"6,7",,,,,,,,,,,,,,,,,,,,,,,,2397 kj(573 kcal),,23,,49,,"0,21",,"0,084",,,,,,,,,,,,,,,,,
1519,Couscup Tomate,8011033882404,,,,['France'],[],[],?,345,"1,8",68,12,,,,,,,,,,,,,,,,,,,,,,,,1443 kj(345 kcal),,"0,4",,"2,4",,"1,4",,"0,56",,,,,,,,,,,,,,,,,
1520,Préparation pour risotto aux carottes déshydratées - Légendes Gourmandes,3760155984897,['Légendes Gourmandes'],,,['France'],[],[],?,350,"0,5",76,"7,13",,,,,,,,,,,,,,,,,,,,,,,,1464 kj(350 kcal),,"0,14",,"9,42",,"0,09",,"0,036",,,,,,,,,,,,,,,,,
1521,Donut Sucré,0201122017055,,,,['France'],[],[],?,418,24,44,"6,2",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+2%,+5%,-2%,+5%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,24 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,1749 kj(418 kcal),+2%,11,+4%,16,-5%,"1,1",+16%,"0,44",+16%,22,+13%,E,+13%,,,,,,,,,,,,
1522,100 Whey,5999105901099,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Calorie free sauce Raspberry,5902444702425,,,,['France'],[],[],?,3,"0,01","0,01","0,01",,,,,,,,,,,,,,,,,,,,,,,,13 kj(3 kcal),,"0,01",,"0,01",,"0,01",,"0,004",,,,,,,,,,,,,,,,,
1524,Sorbet poire,3760243488214,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Canard aux pommes et miel de châtaignier -,3770013044007,,"['Sans conservateurs', 'Nutriscore', 'Fabriqué en France', 'Nutriscore A', 'en:palm-oil-free']",,['France'],[],['Sans huile de palme'],?,128,"4,5","11,6","9,1",D,"['Viandes', 'Volailles', 'Canards']",,-51%,-77%,+1093%,-54%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,4.5 g,en quantité modérée,1.1 g,en faible quantité,6.9 g,en quantité modérée,0.38 g,en quantité modérée,536 kj(128 kcal),-51%,"1,1",-83%,"6,9",+1430%,"0,38",-71%,"0,152",-71%,-1,-109%,A,-109%,,,,,,,,,,,,
1526,Saucisse sèche perche pur porc,2684198042318,,,,['France'],[],[],?,390,"30,5","0,8","28,1",,,,,,,,,,,,,,,"['EMB 19162', 'Perpezac-le-Noir (Corrèze, France)']",,,,,,,,,1632 kj(390 kcal),,"10,8",,"0,8",,"4,7",,"1,88",,,,,,,,,,,,,,,,,
1527,Risotto de mon enfance -,3770013044069,,"['en:gluten-free', 'Sans conservateurs', 'Nutriscore', 'Fabriqué en France', 'Sans lactose', 'Nutriscore A', 'en:palm-oil-free']",,['France'],"['Riz ', '15%', 'boeuf haché* ', '14%', 'lard demi-sel* ', '10%', 'chair à saucisse* ', '10%', ' oignon', ""purée d'amandes"", 'vin rouge ', 'sulfites', ""huile d'olive"", 'ail', 'safran', ' *Origine France']",['Sans huile de palme'],?,179,10,14,"7,3",,"['Plats préparés', 'Plats à base de riz', 'Risottos']",,-20%,+147%,-62%,+22%,,,,,,,,,10 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,0.3 g,en quantité modérée,749 kj(179 kcal),-18%,"2,7",+52%,"0,5",-67%,"0,3",-68%,"0,12",-68%,1,-78%,B,-78%,,,,,3,,,['Anhydride sulfureux et sulfites'],,,,
1528,Pain au maïs tranché Leclerc,0209744007874,,,,['France'],[],[],?,322,"6,1",54,12,,,,,,,,,,,,,,,,,,,,,,,,1347 kj(322 kcal),,"0,2",,"1,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,
1529,Mille feuille,0232375016403,,,,['France'],[],[],?,254,"9,1",39,"3,5",,,,,,,,,,,,,,,,,,,,,,,,1063 kj(254 kcal),,"6,3",,22,,"0,55",,"0,22",,,,,,,,,,,,,,,,,
1530,Melange pour cocktail sex on the beach,2001085203155,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Saucisson Manet Freres,0247878045928,,,,['France'],[],[],?,344,25,"0,8",29,,,,,,,,,,,,,,,"['FR 43.268.017 CE', 'Yssingeaux (Haute-Loire, France)']",,,,,,,,,1439 kj(344 kcal),,"9,1",,"0,05",,3,,"1,2",,,,,,,,,,,,,,,,,
1532,Paupiette de saumon sauce chablis - 18.90kg,2045928039167,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.90 kg,,,,,,,,,,,
1533,Fenugrec bio,3700446419813,,['Bio'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Comté JuraFlore Fort des Rousses,2496160040013,,,,['France'],[],[],?,418,35,0,27,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+5%,+7%,-100%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,1749 kj(418 kcal),+6%,23,+6%,0,-100%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,,,,,,,,,,,,
1535,Pizza alsacienne - 10.90kg,2037592043168,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90 kg,,,,,,,,,,,
1536,Rollo,4820092131064,,,,['France'],[],[],?,395,"3,3","83,9","7,5",,,,,,,,,,,,,,,,,,,,,,,,1653 kj(395 kcal),,"1,1",,"34,7",,"0,375",,"0,15",,,,,,,,,,,,,,,,,
1537,Concombre au fromage blanc - 0.520kg,2056741030378,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.520 kg,,,,,,,,,,,
1538,Samoussa au boeuf,3399150073314,,,,['France'],[],[],?,169,"4,5","25,7","7,3",E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Samoussas', 'Samoussas au bœuf']",,-26%,-59%,+10%,-17%,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,4.5 g,en quantité modérée,1.16 g,en faible quantité,0.4 g,en faible quantité,1 g,en quantité modérée,707 kj(169 kcal),-26%,"1,16",-48%,"0,4",-90%,1,-9%,"0,4",-9%,3,-48%,C,-48%,,,,,,,,,,,,
1539,Pâte à sucre rose - Patisdecor,3700105250221,['Patisdecor'],,,['France'],[],[],?,399,"5,3","87,5",0,,,,,,,,,,,,,,,,,,,,,,,,1669 kj(399 kcal),,"3,7",,"85,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,
1540,Escalope de dinde,2227360030043,,['Fabriqué en France'],,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,ARRIBA,33966823,,,,['France'],[],[],?,594,"51,1","12,7","12,5",,,,,,,,,,,,,,,,,,,,,,,,2485 kj(594 kcal),,31,,"2,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,
1542,Punch traditionnel citronnade,3289251790022,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Poulet roti,2209550005208,,,,['France'],[],[],?,181,9,1,24,,,,,,,,,,,,,,,,,,,,,,,,757 kj(181 kcal),,"2,5",,0,,1,,"0,4",,,,,,,,,,,,,,,,,
1544,2862842001182,2862842001182,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,8423018214719,8423018214719,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Canalisation y sesamo -,91167866,,,,['France'],[],[],?,577,"47,3","12,58","21,71",,,,,,,,,,,,,,,,,,,,,,,,2414 kj(577 kcal),,"10,76",,"12,58",,"0,25",,"0,1",,,,,,,,,,,,,,,,,
1547,Chocolat calendrier de l'agent starwars,4013900819265,,,,['France'],[],[],?,565,"35,7",53,"6,7",,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,+12%,+22%,-6%,+13%,,,,,,,,,35.7 g,en quantité élevée,21.5 g,en quantité élevée,52.6 g,en quantité élevée,0.2 g,en faible quantité,2364 kj(565 kcal),+10%,"21,5",+23%,"52,6",+2%,"0,2",+4%,"0,08",+4%,27,+8%,E,+8%,,,,,,,,,,,,
