,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,allergens,nova_score,brand_owner,generic_name,packaging,ingredients_origins,markets,manufacturing,link,palm_ingredients,producer_info
1902,Tomatenpaprika,4013156003111,,['France'],[],[],?,23,96 kj(23 kcal),"0,2","0,1","3,1","3,1","0,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Cadbury daily milk chocolate,7622210772459,['Cadbury'],['France'],[],[],?,541,2264 kj(541 kcal),"31,5","18,5",56,"51,5","7,5","0,134","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,L'Amourette - 250g,3289664185002,,['France'],"['Farine de BLE', 'eau', 'sel', 'levure', 'farine de BLE malté', 'germes de BLÉ', 'extrait de malt ', 'malt dORGE', 'eau', 'levain de BLÉ désactive déshydraté ', 'farine de BLÉ', 'chef', 'GLUTEN de BLE', 'enzymes : pentosanase', 'cellulases', 'alpha-amylase', ' Poids: 250 g']",[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,['E1100 - Amylases'],['Gluten'],4,,,,,,,,,
1905,Straciatella Meringue - Hema - 130g e,2016989599990,['Hema'],['France'],"['Sucre', ""blanc d'œuf de poule élevée au sol"", 'pâte de cacao', 'beurre de cacao', 'arôme naturel de vanille', 'émulsifiant : lécithine de soja']",[],1701,?,1701 kj(407 kcal),"3,1","1,9",88,88,5,"0,25","0,1",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",+6%,,+201%,+1%,+24%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,"['Agriculture durable', 'en:UTZ Certified', 'Point Vert', 'en:utz-certified-cacao']",,3.1 g,en quantité modérée,1.9 g,en quantité modérée,88 g,en quantité élevée,0.25 g,en faible quantité,+8%,+411%,+6%,+55%,+55%,17,+17%,D,+17%,130 g e,['E322i - Lécithine'],"['Œufs', 'Soja']",4,,"Meringues aux morceaux de chocolat noir 8,6% - Straciatella Meringue","['Sachet', 'Plastique']",,['Hema'],,,,
1906,"Escargot - 2,3kg",3110845201085,,['France'],[],[],?,554,2318 kj(554 kcal),35,16,51,47,"6,2",7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3 kg",,,,,,,,,,,,
1907,Passata di pomodoro,8051511530229,,['France'],[],[],?,22,92 kj(22 kcal),"0,49","0,09",3,3,"1,3","0,05","0,02",,['it:Passata di pomodoro'],,,,,,,,,,,,,['en:gluten-free'],,0.49 g,en faible quantité,0.09 g,en faible quantité,3 g,en faible quantité,0.05 g,en faible quantité,,,,,,0,,B,,,,,,,,,,,,,,
1908,Béchamel - Maggi,36953431,['Maggi'],['France'],[],[],?,88,368 kj(88 kcal),"4,4","2,8","8,6","4,9","3,4","0,7","0,28",B,"['Epicerie', 'Sauces', 'Sauces béchamel']",,-51%,-44%,-51%,-8%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,4.4 g,en quantité modérée,2.8 g,en quantité modérée,4.9 g,en faible quantité,0.7 g,en quantité modérée,-51%,-34%,-5%,-59%,-59%,5,-34%,C,-34%,,,,,,,,,,,,,
1909,Jambon de dinde Tomate basilic,0271069205501,,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Pickles de légumes,4250368103844,,['France'],[],[],?,14,59 kj(14 kcal),0,0,3,0,"0,51","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Tipco Veggies Broccoli - 1l,8851013768409,['Tipco'],['France'],"['Brocoli ', '39,5%', 'Kiwi ', '20%', 'Tomate ', '10%', 'Raisin ', '10%', 'Pomme ', '8%', 'Orange ', '8%', 'Ananas ', '5%', 'Thé Vert ', '0,5%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,60,251 kj(60 kcal),?,,?,12,?,"0,112","0,045",A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Boissons aux fruits', 'Jus et nectars', 'Thés', 'Boissons aux légumes', 'Thés verts', 'Jus de légumes', 'Jus de fruits']",,+131%,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Sans sucre ajouté', 'Sans conservateurs', '100\xa0%']",,,,,,,,,,+132%,,+156%,-62%,-62%,,,,,1 l,,,1,,Jus de Fruit et Legume avec The Vert,"['Brique', 'Carton']",,,,,,
1912,Delizioza con crema al limone,8004640070104,,['France'],[],[],?,370,1548 kj(370 kcal),16,"8,3",49,25,"7,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Spatzle 3 - Valfleuri,3264963007415,['Valfleuri'],['France'],[],[],?,363,1519 kj(363 kcal),"4,6","1,2",64,3,15,"0,1","0,04",,,,,,,,,,,,,,,['IGP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Jack Daniel's Tennessee Honey Liqueur Pecans 2oz,0010904301011,"[""Jack Daniel's""]",['France'],[],[],?,140,586 kj(140 kcal),8,1,19,16,1,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Pâte de curry tandoori,5015821168223,,['France'],[],[],?,?,,?,,?,,?,,,,"['Epicerie', 'Sauces', 'Pâtes de curry']",,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Saucisson à l'ail fumé,2463693019748,,['France'],[],[],?,265,1109 kj(265 kcal),"21,9","7,8","1,37","0,3","15,54","2,38","0,952",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,-3%,-2%,+25%,-3%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,"['FR 61.077.012 CE', 'Cerisé (Orne, France)']",21.9 g,en quantité élevée,7.8 g,en quantité élevée,0.3 g,en faible quantité,2.38 g,en quantité élevée,-4%,-9%,-58%,+13%,+13%,20,+4%,E,+4%,,,,,,,,,,,,,
1917,Pain -,3506170010087,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Boules fondantes lait - Trocadero,3263853582513,['Trocadero'],['France'],[],[],?,624,2611 kj(624 kcal),"47,2","34,3","43,9","43,2","4,7","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Schupfnudeln,4001034108829,,['France'],[],[],?,176,736 kj(176 kcal),"2,2","0,1",32,"0,9","5,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Confiture Rhubarbe aux Mûres - La Haie Gourmande - 270g,3760254720303,['La Haie Gourmande'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres', 'Confitures de rhubarbe', 'en:vegetable-jams']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,270 g,,,,,,['Bocal en verre'],['France'],,,,,
1921,Les doodingues,3222476603500,"['Les Doodingues', 'Casino']",['France'],[],[],?,184,770 kj(184 kcal),"8,8","5,8",24,21,"2,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
1922,Olives Noires facon grece,2609819017919,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Pépite chocolat blanc - Scrapcooking,3700392444921,['Scrapcooking'],['France'],[],[],?,532,2226 kj(532 kcal),28,17,66,66,"4,1","0,1","0,04",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Saumon fumé biologique,2469435062058,,['France'],[],[],?,169,707 kj(169 kcal),"9,11","2,33",0,0,"21,8","3,24","1,296",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,-9%,-13%,-100%,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Bio'],"['EMB 73179', 'Motte-Servolex (Savoie, France)']",9.11 g,en quantité modérée,2.33 g,en quantité modérée,0 g,en faible quantité,3.24 g,en quantité élevée,-9%,+13%,-100%,+15%,+15%,14,+7%,D,+7%,,,,,,,,,,,,,
1925,Risotto au safran - Gallo,8001420003994,['Gallo'],['France'],[],[],?,350,1464 kj(350 kcal),0,0,76,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Tesco Broad Bean And Asparagus Houmous 200G,10009420,['Tesco'],"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,"araignée de porc - 0,385kg",0261527035887,,['France'],[],[],?,29,121 kj(29 kcal),24,8,1,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,385 kg",,,,,,,,,,,,
1929,Chocolat Belge,5400265035062,,['France'],[],[],?,543,2272 kj(543 kcal),32,20,54,53,"7,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Pesto Ligure,8008447002115,,['France'],[],[],?,530,2218 kj(530 kcal),52,7,15,0,6,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,vin rosé - rose des vents - 75,3334240599930,['rose des vents'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,,,,75,,,,,,['Bouteille'],,,,,,
1932,Loukoum à la Fraise -,5290068000820,,['France'],[],[],?,360,1506 kj(360 kcal),"0,5",0,89,81,"0,5","0,79","0,316",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,+2%,-75%,+9%,-48%,,,,,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0.79 g,en quantité modérée,+2%,-100%,+29%,+297%,+297%,17,+27%,D,+27%,,,,,,,,,,,,,
1933,Gros sel baies roses,3700389707275,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Pâtes de fuits,3760097540304,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Noix du Bresil - Carrefour,5400101029729,['Carrefour'],['France'],['noix du Brésil décortiquées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,703,2941 kj(703 kcal),68,16,"2,7","2,2",16,"0,01","0,004",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Noix du Brésil', 'Noix du Brésil décortiquées']",,+2%,+3%,-57%,+7%,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,,,68 g,en quantité élevée,16 g,en quantité élevée,2.2 g,en faible quantité,0.01 g,en faible quantité,+2%,+3%,-6%,-74%,-74%,8,-38%,C,-38%,,,,1,,,['Sachet plastique'],,['Carrefour'],,,,
1936,Jus de Fruits Pomme+Poire - Les vergers de la Manse - 5l,3447870005068,['Les vergers de la Manse'],['France'],[],[],?,45,188 kj(45 kcal),0,0,10,9,0,0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,-6%,-100%,-9%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,-6%,-100%,-13%,-100%,-100%,3,-33%,C,-33%,5l,,,,,,,,,,,,
1937,2440524028346,2440524028346,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Confiture - 300g,0602561459572,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,
1939,Honey ALMONDS,8888112081115,,['France'],[],[],?,574,2402 kj(574 kcal),"47,3","9,2","15,7","12,6","21,4",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Metka petite,2686097031424,,['France'],[],[],?,330,1381 kj(330 kcal),39,"16,2","2,8","0,6","17,5","3,18","1,272",,,,,,,,,,,,,,,,"['EMB 62194A', 'Calonne-Ricouart (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Pots of joy - Müller,4025500175795,['Müller'],['France'],[],[],?,215,900 kj(215 kcal),"10,5","7,6","27,1",26,"2,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Boudin blanc au cognac,2476422021974,,['France'],[],[],?,221,925 kj(221 kcal),17,"7,1","5,9","3,3",11,"1,3","0,52",D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,-9%,-16%,+37%,+7%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Sans colorants'],,17 g,en quantité modérée,7.1 g,en quantité élevée,3.3 g,en faible quantité,1.3 g,en quantité modérée,-9%,-9%,+68%,-13%,-13%,14,-12%,D,-12%,,,,,,,,,,,,,
1943,Jambonneau cuit superieur avec os,2181751005174,,['France'],[],[],?,154,644 kj(154 kcal),"8,5","2,9","1,2","0,6","18,8","1,9","0,76",,,,,,,,,,,,,,,,"['EMB 35022A', 'Bécherel (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Tomme de chèvre sèche courtecuisse,0206757023617,,['France'],[],[],?,405,1695 kj(405 kcal),33,24,0,0,24,"1,7","0,68",,['Tomme de chèvre'],,+7%,+4%,-100%,+10%,,,,,,,,,,33 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,+7%,+7%,-100%,+2%,+2%,22,+24%,E,+24%,,,,,,,,,,,,,
1945,L'osso buco,2216389042649,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Sirop de gingembre,3271383446465,,['France'],[],[],?,356,1490 kj(356 kcal),0,0,89,89,0,0,0,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirop de Gingembre']",,+43%,-100%,+39%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,+39%,-100%,+46%,-100%,-100%,,,,,,,,,,,,,,,,,
1947,Poulet sauce aigre douce et riz,3353820006576,,['France'],[],[],?,134,561 kj(134 kcal),"2,2","0,4",22,"4,4","5,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Chocolat noir - Marie Bouvero - 100g,3760131638967,['Marie Bouvero'],['France'],[],[],?,556,2326 kj(556 kcal),"43,5",,39,"27,5",7,"0,006","0,003",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,0%,+10%,+1%,-9%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,43.5 g,en quantité élevée,,,27.5 g,en quantité élevée,0.0065 g,en faible quantité,+0%,,-13%,-86%,-86%,,,,,100 g,,,,,,,,,,,,
1949,4 / 4 Ananas Tranche Dune Pat,3525703600007,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Orange Juice - Coop - 1L,5000128994149,['Coop'],"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,42,176 kj(42 kcal),0,0,9,9,"0,9","0,01","0,004",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,-2%,-100%,-7%,+44%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Végétarien', 'Végétalien']",,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,-3%,-100%,-1%,+17%,+17%,2,-33%,C,-33%,1 L,,,,,,"['', '', 'carton', 'composite-carton']",,,,,,
1951,Continente Gofres - 150g,5601312181613,['Continente'],"['France', 'Portugal']","['OVOS PASTEURIZADOS ', '32%', 'FARINHA DE TRIGO', 'AÇÚCAR', 'ÓLEO DE GIRASSOLE MILHO ', 'EM PROPORÇÕES VARIÁVEIS', 'HUMIDIFICANTES ', 'E4201', 'E422', 'FARINHA DE SOJA', 'SORO DE LEITE EM PÓ', 'CONSERVANTES ', 'E281', 'E202', ' EMULSIONANTES ', 'E471', 'E475', 'E322 ', 'CONTÉM SOJA', 'SAL', 'LEVEDANTE ', 'E50311', 'AROMA DE LARANJA E LIMÃO']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,438,1833 kj(438 kcal),20,"3,2",51,26,"9,8","0,45","0,18",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,-3%,-7%,-11%,+63%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,20 g,en quantité modérée,3.2 g,en quantité modérée,26 g,en quantité élevée,0.45 g,en quantité modérée,-2%,-69%,-14%,-36%,-36%,13,-40%,D,-40%,150 g,"['E422 - Glycérol', 'E281 - Propionate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E322 - Lécithines']",,4,,,,,['Continente'],,,,
1952,Sandwich poulet confit d'oignon moutarde -,3700365097543,,['France'],[],[],?,238,996 kj(238 kcal),"8,6","2,6","29,8","5,7","9,1",1,"0,4",C,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,+7%,+3%,+16%,-10%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,8.6 g,en quantité modérée,2.6 g,en quantité modérée,5.7 g,en quantité modérée,1 g,en quantité modérée,+7%,+79%,+74%,-17%,-17%,4,+48%,C,+48%,,,,,,,,,,,,,
1953,Blinis au blé noir - Bertel,3337040003379,['Bertel'],['France'],[],[],?,266,1113 kj(266 kcal),11,"1,2",35,"7,7","6,9","1,8","0,72",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,+2%,+4%,+5%,+9%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,11 g,en quantité modérée,1.2 g,en faible quantité,7.7 g,en quantité modérée,1.8 g,en quantité élevée,+2%,-15%,+76%,+32%,+32%,12,+78%,D,+78%,,,,,,,,,,,,,
1954,Prefou Ail,3478920022674,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Lunettes à la myrtille -,3663350071341,,['France'],"['Farine de blé', 'sucre', 'sirop de glucose-fructose', 'beurre pâtissier 14%', 'oeufs', 'purée de myrtilles 5%', 'sirop de sucre inverti', 'poudre à lever :  diphosphates-carbonates de sodium ', 'dont blé', 'gélifiant: pectines', 'acidifiant: acide citrique', ""correcteur d'acidité: citrate de sodium"", 'arôme naturel']",['Non végétalien'],?,440,1841 kj(440 kcal),16,10,68,30,6,"0,2","0,08",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits à la myrtille', 'Lunettes à la myrtille']",,+3%,+5%,+3%,+5%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Fabriqué en France'],,16 g,en quantité modérée,10 g,en quantité élevée,30 g,en quantité élevée,0.2 g,en faible quantité,+3%,+15%,-1%,+16%,+16%,20,+9%,E,+9%,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']","['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,
1956,Pâté à l'échalote,3576620006502,,['France'],[],[],?,368,1540 kj(368 kcal),34,14,"1,5","0,9",14,"1,6","0,64",,,,,,,,,,,,,,,"['Bio', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Axoa de veau au moment d'Espelette,3276341140058,,['France'],[],[],?,193,808 kj(193 kcal),"6,9","6,1","1,1","1,1","21,4","1,33","0,532",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,+47%,+43%,-55%,+43%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,6.9 g,en quantité modérée,6.1 g,en quantité élevée,1.1 g,en faible quantité,1.33 g,en quantité modérée,+47%,+181%,-8%,+37%,+37%,13,+647%,D,+647%,,,,,,,,,,,,,
1958,Tartelette soufflée au fromage blanc et au lait fermier - Les P'tits Amoureux - 80g,3593551177293,"[""Les P'tits Amoureux""]",['France'],[],[],?,192,803 kj(192 kcal),"4,1","2,6",32,22,"6,5","0,23","0,092",,,,,,,,,,,,,,,,"['FR 79.012.005 CE', 'Ardin (Deux-Sèvres, France)', 'EMB 79012', 'Ardin (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,,
1959,Petits poivrons au fromage - Cora,3257984524887,['Cora'],['France'],[],[],?,273,1142 kj(273 kcal),23,"9,9",12,12,"3,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,
1960,Pancakes,5056142600801,,['France'],[],[],?,343,1435 kj(343 kcal),"2,99","0,89","57,3","4,23","21,42","2,31","0,924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Saucisses frank de poulet,2266623003400,,['France'],[],[],?,251,1050 kj(251 kcal),"5,6","5,6","0,5","0,5",12,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,"Jambon d'Auvergne - 0,104kg",0211466018106,,['France'],[],[],?,231,967 kj(231 kcal),"12,8","5,7","0,3","0,3","28,6","5,38","2,152",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,-5%,-7%,-50%,-1%,,,,,,,,,,12.8 g,en quantité modérée,5.7 g,en quantité élevée,0.3 g,en faible quantité,5.38 g,en quantité élevée,-5%,+1%,-34%,-8%,-8%,17,-2%,D,-2%,"0,104 kg",,,,,,,,,,,,
1963,Mesclun - Florette,3280221405168,['Florette'],['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,11","0,5","0,2","2,2",0,0,,['Salades'],,-87%,-94%,-95%,-56%,,,,,,,,,,0.5 g,en faible quantité,0.11 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,-87%,-91%,-91%,-100%,-100%,-1,-215%,A,-215%,,,,,,,,,,,,,
1964,Olives vertes cassees a l'Antillaise - Pépé Olivo,3425480101165,['Pépé Olivo'],['France'],[],[],?,135,565 kj(135 kcal),"12,62","1,78","1,95","0,54","1,05","3,65","1,46",,,,,,,,,,,,,,,,"['EMB 44047B', 'Couëron (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Drops Au Lait - 350 G,4011905316246,,['France'],[],[],?,10,42 kj(10 kcal),22,"0,2",4,"0,1","5,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Eclair café - Leader Price,3263859726010,['Leader Price'],['France'],[],[],?,258,1079 kj(258 kcal),"12,3","7,4","30,4","16,5","5,6","0,31","0,124",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,+4%,+11%,-5%,+37%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,"['EMB 14258C', 'Falaise (Calvados, France)']",12.3 g,en quantité modérée,7.4 g,en quantité élevée,16.5 g,en quantité élevée,0.31 g,en quantité modérée,+4%,+29%,-17%,-19%,-19%,14,+9%,D,+9%,,,,,,,,,['Leader Price'],,,,
1967,Comté - Marcel Petite,2454495044083,['Marcel Petite'],['France'],[],[],?,412,1724 kj(412 kcal),34,22,"0,5",0,27,"0,7","0,28",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+4%,+4%,+8%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Bio'],,34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.7 g,en quantité modérée,+4%,+1%,-100%,-28%,-28%,13,-3%,D,-3%,,,,,,,,,,,,,
