,name,bar_code,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,brand,categories,ingredients_origins,additives,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,manufacturing,link,traceability_code,palm_ingredients,brand_owner
1405,Agnolotti au Canard - L'Italie des Pâtes - 250g e,8005658008974,"['Point Vert', 'Fabriqué en Italie']",['France'],"['Farine de BLÉ tendre 28 %', 'viande de canard 23 % ', 'origine : France', 'ŒUFS ', 'poules élevées au sol', ' 12 %', 'semoule de BLÉ dur 11 %', 'ricotta 8 % ', 'LACTOSÉRUM', 'LAIT', 'sel', 'eau', 'fromage râpé ', 'LAIT', 'sel', 'présure', ""conservateur lysozyme d'ŒUF"", 'légumes en proportions variables ', 'carottes CÉLERI', 'oignon', 'chapelure ', 'farine de BLÉ', 'levure', 'sel', 'vin blanc', 'sel', 'Grana Padano AOP ', 'LAIT', 'sel', 'présure', ""conservateur : lysozyme d' ŒUF"", 'épices', 'plantes aromatiques', 'conservateur : acide sorbique', 'farine de riz']","['Céleri', 'Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",?,210,879 kj(210 kcal),"3,9","1,9",28,"0,8",15,"1,3","0,52",,,250 g e,"['Frais', 'Plastique']","[""L'Italie des Pâtes""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Agnolotti']",,"['E1105 - Lysozyme', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,,-7%,-34%,-8%,+34%,,,,,,,,3.9 g,en quantité modérée,1.9 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,-8%,-34%,-47%,+32%,+32%,3,-25%,C,-25%,['Carrefour'],['Italie'],,['IT L8Z85 CE'],,
1406,Tresses au radicchio - L'Italie des Pâtes - 250g,8005658018102,,['France'],"['RICOTTA 25 % ', 'LACTOSÉRUM', 'LAIT', 'sel', 'semoule de BLÉ dur 20 %', 'farine de BLÉ tendre 19 %', 'OEUF 13 %', 'chicorée rouge ""radicchio"" 9 %', 'FROMAGE râpé ', 'LAIT', 'sel', 'présure', ""conservateur : lysozyme d'OEUF"", 'eau', 'chapelure ', 'farine de BLÉ', 'levure', 'sel', 'tomate en poudre', 'Grana Padano DOP ', 'LAIT', 'sel', 'présure', ""conservateur : lysozyme d'OEUF"", 'sel', ""huile d'olive extra vierge"", 'épices', 'conservateur : acide sorbique', 'farine de riz']","['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",997,?,997 kj(238 kcal),"6,8","4,2",32,"1,8",11,"0,74","0,296",,"Pâtes fraiches aux oeufs, à la semoule de blé dur et à la farine de blé tendre, farcies à la ricotta et à la chicorée rouge ""radicchio""",250 g,"['Barquette', 'Plastique']","[""L'Italie des Pâtes""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes aux œufs', 'Pâtes fraîches']",,"['E1105 - Lysozyme', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,-30%,,+65%,-46%,-16%,,,,,,,,6.8 g,en quantité modérée,4.2 g,en quantité modérée,1.8 g,en faible quantité,0.74 g,en quantité modérée,-29%,+272%,-29%,+208%,+208%,4,,C,,['Carrefour'],['Italie'],,"['IT 9 3655/L CE', 'IT L8Z85 CE']",,
1407,Gnocchi con patate,8005671000405,,['France'],[],,[],?,145,607 kj(145 kcal),0,0,33,"1,6","2,3","0,26","0,104",B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,-13%,-100%,-0%,-45%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,0 g,en faible quantité,0 g,en faible quantité,1.6 g,en faible quantité,0.26 g,en faible quantité,-13%,-100%,+33%,-77%,-77%,1,-72%,B,-72%,,,,,,
1408,Olives,8005675006328,['en:gluten-free'],['France'],[],,[],?,249,1042 kj(249 kcal),26,"3,8",0,0,"1,5","2,9","1,16",B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,,,,+30%,+41%,-100%,+13%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,26 g,en quantité élevée,3.8 g,en quantité modérée,0 g,en faible quantité,2.9 g,en quantité élevée,+31%,+36%,-100%,-17%,-17%,16,+30%,D,+30%,,,,,,
1409,Cipolline All'aceto GR 314 - D’amico,8005695007510,,['France'],"['ciboulettes', 'eau', 'vinaigre dc vin 11%', 'sel', 'sucre', 'acidifiant acide acétique', 'antioxydant ANHYDRIDE SULFUREUSE', "" Des l'ouverture 15 jours"", 'À consommer de préférence avant Ie: voir capsule 170g poids net égoutté']",,[],?,23,96 kj(23 kcal),"0,1",0,"4,2","1,9","0,3","2,4","0,96",,,,,['D’amico'],,,['E260 - Acide acétique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Purée de tomates - La Caterina - 680g,8005700150552,"['Kascher', 'Rav Itzhak David Margalit']",['France'],"['Tomates', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,28,117 kj(28 kcal),"0,2",0,"4,4","4,4","1,6","0,7","0,28",A,,680 g,"['Bocal', 'Verre']",['La Caterina'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,,3,,-46%,-82%,-24%,+1%,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,0.2 g,en faible quantité,0 g,en faible quantité,4.4 g,en faible quantité,0.7 g,en quantité modérée,-43%,-100%,-2%,+57%,+57%,-3,,A,,['Apriba'],['Italie'],,,,
1411,Sauce tomate pelée,8005700150897,,['France'],[],,[],?,18,75 kj(18 kcal),"0,1",0,"2,8","2,8","1,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,La treccia - Armando,8005709207400,,['France'],[],,[],?,351,1469 kj(351 kcal),"2,6","0,4",67,4,12,"0,006","0,002",,,,,['Armando'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,,,,+6%,+0%,+8%,+3%,,,,,,,,2.6 g,en faible quantité,0.4 g,en faible quantité,4 g,en faible quantité,0.006 g,en faible quantité,+6%,-43%,+44%,-97%,-97%,-1,,A,,,,,,,
1413,La penna farro integrale - Armando,8005709207738,,['France'],[],,[],?,351,1469 kj(351 kcal),"2,6","0,4",67,4,12,"0,006","0,002",,,,,['Armando'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', ""Pâtes d'épeautre""]",,,,,+1%,+11%,+5%,-9%,,,,,,,,2.6 g,en faible quantité,0.4 g,en faible quantité,4 g,en faible quantité,0.006 g,en faible quantité,+1%,-14%,+25%,+7%,+7%,-1,,A,,,,,,,
1414,Baronia Spaghetti N. 5 -GR500 PZ.,8005709300057,,['France'],[],,[],?,354,1481 kj(354 kcal),"1,3","0,3","70,8","3,2","13,5","0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Orzi macaroni product - Baronia,8005709300262,,"['France', 'États-Unis']",['Durum wheat semolina'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,357,1494 kj(357 kcal),"0,89",0,"73,21","3,57","12,5",0,0,,,,,['Baronia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,,1,,+8%,-66%,+18%,+8%,,,,,,,,0.89 g,en faible quantité,0 g,en faible quantité,3.57 g,en faible quantité,0 g,en faible quantité,+7%,-100%,+29%,-100%,-100%,-4,,A,,,,,,,BARONIA
1416,Penne Rigate 73 - Baronia - 500g,8005709300736,"['Halal', 'HIA']",['France'],['Semoule de blé dur'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1503,?,1503 kj(359 kcal),"1,3","0,3","70,8","3,2","13,5","0,004","0,002",C,Pâtes alimentaires de semoule de blé dur,500 g,"['Sachet', 'Plastique']",['Baronia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Penne', 'Penne rigate']",,,1,+0%,,-23%,+1%,+12%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,1.3 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0.0045 g,en faible quantité,+2%,-20%,+10%,-62%,-62%,-3,,A,,['Simply Market'],['Italie'],,,,
1417,Farfalle italiane,8005710081792,,['France'],[],,[],?,368,1540 kj(368 kcal),"0,18","0,07","77,5","2,7",12,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Farfalle Tricolore,8005720004750,,['France'],[],,[],?,350,1464 kj(350 kcal),"1,2","0,3","3,2","3,2",12,"0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,"Pates Langue Oiseau 500G Qs, - La Pasta Di Giulio Pagani",8005720507053,,['France'],"['Semoule de blé dur', 'eau']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",0,0,0,,,,,['La Pasta Di Giulio Pagani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Farfalle,8005720717544,,['France'],[],,[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Ble  dur pré cuir,8005734001141,,['France'],[],,[],?,361,1510 kj(361 kcal),"1,8","0,5","72,5","7,6","13,6","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Riz Basmati - Capris,8005734002001,,['France'],"['R', ""so' Riz RICE REIS/""]",,[],?,347,1452 kj(347 kcal),"0,6","0,2","76,5","0,3","8,8","0,005","0,002",C,,,,['Capris'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,+5%,-42%,+7%,+17%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,0.6 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en faible quantité,0.005 g,en faible quantité,+4%,-17%,+23%,-86%,-86%,-2,,A,,,,,,,
1423,Riz parfumé - Capris,8005734002209,,['France'],['Riz'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,346,1448 kj(346 kcal),1,"0,4","77,5","0,5","6,7","0,003","0,001",,,,,['Capris'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Riz Long Grain - Capris,8005734002834,,['France'],[],,[],?,346,1448 kj(346 kcal),?,1,?,"0,5","6,7","0,003","0,001",C,,,,['Capris'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,,,+3%,,,-8%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,1 g,en faible quantité,0.5 g,en faible quantité,0.003 g,en faible quantité,+2%,+318%,+74%,-84%,-84%,,,,,,,,,,
1425,Riz basmati - Sun Clad,8005734011942,['Bio'],['France'],"[""IENT riz basmati blanc issu de l'agriculture bio!cr c"", 'CONTENIR DES TRACES DE GLUTEN', 'SOJA ET SESAME']","['Gluten', 'Graines de sésame', 'Soja']",[],?,353,1477 kj(353 kcal),"1,6","0,5",76,"0,5",8,0,0,C,,,,['Sun Clad'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,+7%,+54%,+7%,+6%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1.6 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,+6%,+108%,+105%,-100%,-100%,-1,,A,,,,,,,
1426,Riz Basmati Demi-complet biologique,8005734011959,['Bio'],['France'],[],,[],?,350,1464 kj(350 kcal),"1,9","0,6","73,7","0,4",9,0,0,C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,+6%,+83%,+4%,+19%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1.9 g,en faible quantité,0.6 g,en faible quantité,0.4 g,en faible quantité,5e-05 g,en faible quantité,+5%,+150%,+64%,-100%,-100%,-1,,A,,,,,,,
1427,Melange Ble Soja Lentille Quinoa Cui10min 400G(PM),8005734012024,"['Bio', 'Bio européen', 'IT-BIO-007']",['France'],[],,[],?,370,1548 kj(370 kcal),"8,7","1,5","44,2","3,8",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Riz long grain complet biologique,8005734012079,['Bio'],['France'],[],,[],?,367,1536 kj(367 kcal),2,"0,7","77,5","0,6","8,1","0,1","0,04",C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,,,+9%,+89%,+6%,+11%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,2 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en faible quantité,0.1 g,en faible quantité,+8%,+193%,+108%,+426%,+426%,-1,,A,,,,,,,
1429,Couscous biologique,8005734012178,['Bio'],['France'],[],,[],?,542,2268 kj(542 kcal),"1,7","0,4","67,3","4,1",12,0,0,,,,,,"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",,,,,+254%,-61%,+285%,+61%,,,,,,,,1.7 g,en faible quantité,0.4 g,en faible quantité,4.1 g,en faible quantité,0.0005 g,en faible quantité,+256%,-66%,+92%,-100%,-100%,1,+1673%,B,+1673%,,,,,,
1430,Miscela di cereali e legumi - Geovita,8005734012246,"['Bio', 'Contient du gluten']",['France'],"['orzo precotto 45%', 'farro precotto 35%', 'lenticchie 10% ', 'piselli 10%', ' Contiene glutine', ' Puo contenere tracce di soia e sesamo']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,345,1443 kj(345 kcal),"2,5","0,5","61,2","1,2",14,"0,1","0,04",,,,,['Geovita'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,I BISCOTTONI RISO,8005740006154,,['France'],[],,[],?,453,1895 kj(453 kcal),"19,8","12,9","68,4","0,2","7,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Pandolcino Antica Genova,8005740092263,,['France'],[],,[],?,425,1778 kj(425 kcal),14,"8,9","67,6","30,9","0,32","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Pandolce antica genova,8005740094045,,['France'],[],,[],?,392,1640 kj(392 kcal),12,8,62,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Parole antica genova,8005740094052,,['France'],[],,[],?,392,1640 kj(392 kcal),"12,7","7,6","62,2","33,6","5,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Carciofetto alla contadina - Delizie,8005775004200,,['France'],"['Artichauts', 'olive de tournesol', 'piment', 'épices', 'vinaigre', 'sel', 'E330', 'E300']",,[],?,76,318 kj(76 kcal),"5,73","0,76","2,66","2,66","1,85","1,02","0,408",,,,,['Delizie'],,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Amarettini,8005785200715,,['France'],[],,[],?,450,1883 kj(450 kcal),20,"1,4",56,54,10,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Aceto Balsamico 10 Anni Manicardi 250 ML.,8005786000109,,['France'],[],,[],?,19,79 kj(19 kcal),0,0,"3,77","3,77","0,12","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Aceto balsamico di modena igp biologico,8005786000284,['Bio'],['France'],[],,[],?,18,75 kj(18 kcal),0,0,"3,58","3,58","0,14","1,5","0,6",B,,,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['Italie'],,,,-88%,-100%,-89%,-79%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,0 g,en faible quantité,0 g,en faible quantité,3.58 g,en faible quantité,1.5 g,en quantité modérée,-88%,-100%,-88%,+2019%,+2019%,,,,,,,,,,
1439,Aceto Balsamico di Modena IGP  Botticella Oro,8005786000390,,['France'],[],,[],?,297,1243 kj(297 kcal),"0,01","0,01","69,08","69,08","0,66","0,052","0,021",B,,,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,+102%,-60%,+117%,-1%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,0.01 g,en faible quantité,0.01 g,en faible quantité,69.1 g,en quantité élevée,0.052 g,en faible quantité,+102%,+103%,+137%,-27%,-27%,,,,,,,,,,
1440,Creme au vinaigre balsamique - Manicardi,8005786000918,,['France'],[],,[],?,227,950 kj(227 kcal),0,0,54,48,"0,8","0,125","0,05",,,,,['Manicardi'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,+7%,-100%,+8%,+20%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0.125 g,en faible quantité,+7%,-100%,+14%,-2%,-2%,12,+10%,D,+10%,,,,,,
1441,Creme Au Vinaigre Balsamique - Manicardi,8005786000949,,['France'],[],,[],?,227,950 kj(227 kcal),?,0,?,48,"0,8","0,125","0,05",,,,,['Manicardi'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,+7%,,,+20%,,,,,,,,,,0 g,en faible quantité,48 g,en quantité élevée,0.125 g,en faible quantité,+7%,-100%,+14%,-2%,-2%,,,,,,,,,,
1442,Yaourt,8005792040106,,['France'],[],,[],?,65,272 kj(65 kcal),"3,5","2,5","4,7","3,3","3,6","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Yogurt,8005792040113,['Sans conservateurs'],['France'],[],,[],?,97,406 kj(97 kcal),3,2,14,13,3,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Graines de tournesol,8005815081000,,['France'],[],,[],?,617,2582 kj(617 kcal),"55,2","4,7","23,3","10,5","17,3","0,83","0,332",C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,+8%,+21%,+75%,-21%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,55.2 g,en quantité élevée,4.7 g,en quantité modérée,10.5 g,en quantité modérée,0.83 g,en quantité modérée,+8%,-5%,+336%,-54%,-54%,16,+20%,D,+20%,,,,,,
1445,Alex Bianca - 700ml,8005829057107,,['France'],[],,[],?,?,,?,,?,,?,,,,,700ml,,['ALEX'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Il Vino dell' Amore - Bottega - 75cl,8005829220648,,['France'],['Muscat'],,[],?,?,,?,,?,,?,,,,Vin mousseux de Muscat,75 cl,"['Bouteille', 'Verre']",['Bottega'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Vins italiens', 'Vins mousseux']",['Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,CinqueStelle XL,8005840002308,,['France'],[],,[],?,282,1180 kj(282 kcal),13,10,36,26,4,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Arlecchino,8005840005248,,['France'],[],,[],?,213,891 kj(213 kcal),"7,7","6,7",32,16,"3,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Ringo,8005840005569,,['France'],[],,[],?,211,883 kj(211 kcal),"6,6","4,5",33,20,"3,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Pesca&Mango/Fragola/Limone/Amarena,8005840095751,,['France'],[],,[],?,186,778 kj(186 kcal),6,"5,3",31,27,"1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Shesir thon ananas,8005852750051,,['France'],[],,[],?,10,42 kj(10 kcal),6,2,6,3,10,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Ravioli aux cèpes,8005856018843,['Bio'],['France'],[],,[],?,237,992 kj(237 kcal),"5,3","3,2",35,"1,6",11,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Coquillettes,8005900130224,,['France'],[],,[],?,355,1485 kj(355 kcal),"1,5","0,3",72,"3,2",12,"0,02","0,008",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Coquillettes']",,,,,-0%,-19%,+2%,+1%,,,,,,,,1.5 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0.02 g,en faible quantité,-1%,-22%,+3%,-3%,-3%,-1,,A,,,,,,,
1454,8005900140797,8005900140797,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Lasagne,8005900170961,['Fabriqué en Italie'],['France'],[],,[],?,355,1485 kj(355 kcal),"1,5","0,3",72,"3,2",12,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Macaroni,8005900172774,,['France'],[],,[],?,355,1485 kj(355 kcal),"1,5","0,3",72,"3,2",12,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Jambon,8005920027320,"['en:gluten-free', 'Sans lactose']",['France'],[],,[],?,151,632 kj(151 kcal),8,3,"0,8","0,8",19,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Cantuccini,8005925000311,,['France'],[],,[],?,445,1862 kj(445 kcal),"15,94","1,8","62,48","33,81","11,63","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Tranche De Thon à L'huile D'olive - Rizzoli - 160g (2 * 80g) / 104g égoutté (2 * 54g),8005960500807,"['Protection des dauphins', 'Fabriqué en Espagne']","['France', 'Espagne']","['Tuna', 'olive oil']",['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,159,665 kj(159 kcal),"8,6","4,1",0,0,"20,3","1,2","0,48",E,,160 g (2 * 80 g) / 104 g égoutté (2 * 54 g),"['Carton', 'boîte', 'métal', 'Conserve']",['Rizzoli'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,,3,,-37%,-51%,-100%,-14%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,8.6 g,en quantité modérée,4.1 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,-37%,+35%,-100%,+23%,+23%,5,-7%,C,-7%,,['Spain'],,['ES 12.00734/C CE'],,
1460,Polenta La Delizia Biologica,8005974012457,"['Bio', 'Bio européen', 'IT-BIO-009']",['France'],[],,[],?,97,406 kj(97 kcal),0,0,0,0,2,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Panettone classico - Scarpato,8005975018236,['Fabriqué en Italie'],['France'],"['FR - ln rédients: farine de BLÉ', 'OEUFS raisin sec', 'BEURRE levain naturel &LE', ""écorces d'aorumes confits "", 'écorces d\'orange de Sicile et cédrat diamant""', 'sirop de glucose-fructose', 'sucre', 'jus de citron concentré', ' sucre', ""pâte d'aarumes "", ""écorces d'orange"", 'de cédrat', 'de citron', 'et de mandarine tarŒlve de Claculli', 'sirop de glucose-fructose sucre', 'jus de citron', 'acidifiant: acide citrique', ""emulslfiants: mono - el diglycérides d'acides gras d'origine végétale 'aune d'OEUF"", 'LAIT entire', 'sirop de glucose', 'aromes naturels', 'sel', 'LAIT écrémé en poudre', "" Ne contient pas d'huile de palme"", ' Peut contenir des traces de AMANDES', 'NOISETTES', 'PISTACHES et SOJA']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",?,350,1464 kj(350 kcal),"12,3","8,2","51,9","31,5","6,2","0,6","0,24",D,,,,['Scarpato'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['E330 - Acide citrique'],4,,-6%,-18%,+1%,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,12.3 g,en quantité modérée,8.2 g,en quantité élevée,31.5 g,en quantité élevée,0.6 g,en quantité modérée,-6%,-9%,+22%,+36%,+36%,18,-3%,D,-3%,,,,,,
