,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,quantity,markets,packaging,additives,allergens,nova_score,brand_owner,generic_name,manufacturing,ingredients_origins,link
1228,Naturel Medjoul dates - King Solomon Dates - 57g,8719689286088,['France'],[],[],?,284,1188 kj(284 kcal),"0,6",0,71,"65,5",2,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Medjool']",0.6 g,en faible quantité,0 g,en faible quantité,65.5 g,en quantité élevée,0 g,en faible quantité,,-0%,-1%,+174%,-100%,+1%,+1%,-7%,-100%,-100%,7,+76%,C,+76%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,['King Solomon Dates'],,57 g,,,,,,,,,,
1229,Tartiflette - 700g,3538350006986,['France'],[],[],?,129,540 kj(129 kcal),10,"5,8","8,8","1,8","6,3","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 g,,,,,,,,,,
1230,Preparation Pour Curry 250G - Japon,0077377048720,['France'],[],[],?,0,0 kj(0 kcal),7,4,8,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Sharwoods thaï red curry,5000354912054,['France'],[],[],?,91,381 kj(91 kcal),"5,5","4,6","8,7","4,4",1,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Graines de chia,000092280,['France'],[],[],?,436,1824 kj(436 kcal),31,3,2,0,20,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",31 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-2%,+1%,-4%,-83%,-100%,-0%,-100%,-100%,2,+122%,B,+122%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['en:gluten-free'],,,,,,,,,,,,,
1233,Poulet - La Nouvelle Agriculture,0213319047431,['France'],[],[],?,747,3125 kj(747 kcal),11,"2,8",0,0,20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Nouvelle Agriculture'],"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,
1234,Lentilles cuisinees,3450120012044,['France'],[],[],?,76,318 kj(76 kcal),0,0,"11,6",0,"5,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-027-RI']",,,,,,,,,,,,,
1235,Poulet fermier blanc,0221521048214,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 40.282.001 CE', 'Saint-Sever (Landes, France)']",,,,,,,,,,,
1236,創味シャンタン,4973918157356,['France'],[],[],?,64,268 kj(64 kcal),"3,6","2,2","4,8","4,8","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Agen prunes - 250g,00981774,['France'],[],[],?,160,669 kj(160 kcal),"0,4","0,1","33,8","33,8","2,5","0,03","0,012",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",0.4 g,en faible quantité,0.1 g,en faible quantité,33.8 g,en quantité élevée,0.03 g,en faible quantité,,-34%,-34%,+11%,-12%,-37%,-7%,+34%,+117%,+117%,2,-9%,B,-9%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,250 g,,,,,,,,,,
1238,Beurre d'érable,0059749924108,['France'],[],[],?,330,1381 kj(330 kcal),0,0,78,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Mimolette extre-vieille,0210864039164,['France'],[],[],?,385,1611 kj(385 kcal),29,21,"0,5","0,5",31,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.068.004 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,,,,
1240,Stillsaft - Babylove,4058172079108,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Babylove'],,,,,,,,,,,,
1241,Pimientos asados mixtos tiras sin piel tarrina,8437001752041,['France'],[],[],?,22,92 kj(22 kcal),0,0,"3,4",0,1,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
1242,Palette a la moutarde a l'ancienne,2611118107970,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,
1243,Huile de tournesol avec de l'ail,5415220013023,['France'],[],[],?,820,3431 kj(820 kcal),"90,6","10,6","0,9","0,6","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Vinaigre de vin rouge automatisé a l 'échalote - Rustica,3564700382271,['France'],[],[],?,820,3431 kj(820 kcal),"90,6","10,6","0,9","0,6","0,4",0,0,B,"['Vinaigres', 'Vinaigres de vin']",90.6 g,en quantité élevée,10.6 g,en quantité élevée,0.6 g,en faible quantité,0 g,en faible quantité,,+4456%,+4536%,+56881%,+35116%,-17%,-13%,+121%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,['Rustica'],,,,,,,,,,,,
1245,Mimolette vieille,2441820020201,['France'],[],[],?,385,1611 kj(385 kcal),29,21,0,0,31,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Biona Carnival -coated Choc. Drops - Bio Smarties Organic,5032722306820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Sans gluten']",,,,,,,,,,,,,
1247,Poulet fermier,0210388058771,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Saucisse aux pommes de terre,2294951045465,['France'],[],[],?,160,669 kj(160 kcal),"8,7","3,3","8,2","0,9",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Galletones,8437014825190,['France'],[],[],?,449,1879 kj(449 kcal),"4,4","2,8",65,24,"7,8","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Cuisse de dinde,2860071021063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Saveurs d automne,3289720014116,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Escargots - 355g,3043034420342,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355 g,,['Sachet'],,,,,,,,
1253,Miel de romarin - Finabeil,3263628025061,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Finabeil'],,,,,,,,,,,,
1254,Kebab lamelles de poulet - 400g,5902082419464,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Halal', 'en:palm-oil-free']",,,400 g,,,,,,,,,,
1255,Fruit Siroop Bosvruchten - Jumbo - 750ml,8718452274970,['France'],[],[],?,270,1130 kj(270 kcal),"0,1",0,66,"65,6","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jumbo'],,750 ml,,,,,,,,,,
1256,Poulet fermier Loué - 2,0217230042117,['France'],['poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Plein air', 'en:Free range poultry', 'Volailles fermières de Loué élevées en liberté']","['loué', 'Les fermiers de Loué']","['FR 72.168.001 CE', 'Loué (Sarthe, France)']",2,,['Barquette'],,,1,,,,,
1257,Gélules Végétales - Vitalité - Ginseng Gelée Royale Bio,3456300005998,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1258,Dark chocolate creamy almond butter squeeze pack,0085239041222,"['France', 'États-Unis']","['Almonds', 'organic dark chocolate ', 'organic cane sugar', 'organic chocolate liquor', 'organic cocoa butter', 'organic powdered cane sugar ', 'organic cane sugar', 'organic corn starch', 'vanilla powder ', 'maltodextrin', 'vanilla extract', 'vanilla seeds', 'palm oil', 'sea salt']","['Huile de palme', 'Peut-être végétalien', 'Végétarien']",?,594,2485 kj(594 kcal),"46,88","6,25","31,25","15,62","18,75","0,508","0,203",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']",46.9 g,en quantité élevée,6.25 g,en quantité élevée,15.6 g,en quantité élevée,0.507 g,en quantité modérée,,-29%,-28%,-49%,-58%,+79215%,+53762%,+64333%,+1215%,+1215%,8,-3%,C,-3%,,,,,,,,,,,,,,,['Fruits à coque'],2,GOOD & GATHER,,,,
1259,Sauce piment Sriracha - 470l,2364669220857,['France'],[],[],?,100,418 kj(100 kcal),0,0,20,20,0,"3,5","1,4",,"['Epicerie', 'Sauces', 'Sauces pimentées', 'Sauces sriracha']",0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,3.5 g,en quantité élevée,,-16%,-15%,-100%,-100%,-20%,-6%,-100%,-39%,-39%,15,+2%,D,+2%,,,,,,,,,,,470 l,,,,,,,,,,
1260,That Protein Happy Hemp,5060291140149,['France'],[],[],?,313,1310 kj(313 kcal),"6,8","0,8",20,12,32,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Son d'avoine et caroube - 400g,6131390000029,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,
1262,Sarsi - 330ml,4800443005336,['France'],[],[],?,27,113 kj(27 kcal),0,0,22,22,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 ml,,,,,,,,,,
1263,Saucisson a cuire au comte 6%d,2444125039756,['France'],[],[],?,334,1397 kj(334 kcal),28,12,"1,4","1,1",19,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,madeleines citron,3580240304023,['France'],[],[],?,466,1950 kj(466 kcal),24,16,56,32,"5,8","0,34","0,136",B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",24 g,en quantité élevée,16 g,en quantité élevée,32 g,en quantité élevée,0.34 g,en quantité modérée,,+6%,+6%,+5%,+131%,+6%,+16%,+2%,-58%,-58%,23,+25%,E,+25%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,
1265,Confiture extra de griotte,3361770005051,['France'],[],[],?,239,1000 kj(239 kcal),"0,2",0,58,57,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Terrine campagne rotie four - Carrefour,2227848015227,['France'],[],[],?,331,1385 kj(331 kcal),29,11,2,"0,9",15,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",29 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,,+2%,+3%,+2%,+2%,-13%,+4%,+7%,-6%,-6%,20,+3%,E,+3%,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13', 'Fabriqué en France']","['Carrefour', 'Carrefour Bio']","['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,['Carrefour'],,,,,,,,,
1267,Menthe Mélange,37770723,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Jambon a l'ancienne,2232410020400,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+6%,+6%,+28%,+20%,+1%,+3%,-1%,-3%,-3%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['EMB 29004O', 'Bannalec (Finistère, France)']",,,,,,,,,,,
1269,"Velouté de poireaux, pomme de terre",15979582,['France'],[],[],?,32,134 kj(32 kcal),"1,3","0,5","3,7","1,2","1,2","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Mayonnaise,3700952001472,['France'],[],[],?,764,3197 kj(764 kcal),84,"6,1","0,4","0,4","1,4",1,"0,4",D,"['Epicerie', 'Sauces', 'Mayonnaises']",84 g,en quantité élevée,6.1 g,en quantité élevée,0.4 g,en faible quantité,1 g,en quantité modérée,,+25%,+25%,+27%,-1%,-85%,-73%,+14%,-25%,-25%,19,+6%,E,+6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Halal'],,,,,,,,,,,,,
1271,Smoothie,28412397,['France'],[],[],?,50,209 kj(50 kcal),"0,5","0,1","10,7","10,4","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Huile de maman,3215646548992,['France'],[],[],?,85,356 kj(85 kcal),0,0,0,0,61,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Eier,0745114426413,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['stück', 'stück', 'stück']",,,,,,,,
1274,Thé baie d'aronia - 80g,5200132851982,['France'],[],[],?,3.6,15 kj(3 kcal),"0,3","0,1","0,6","0,1","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,
1275,Baguette de campagne,0260013005182,['France'],[],[],?,264,1105 kj(264 kcal),"1,6","0,3","51,9","3,8","8,5","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Fruit d'or 100% Végétal - Belin,15588784,['France'],[],['Sans huile de palme'],?,620,2594 kj(620 kcal),70,15,0,0,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],['Belin'],,,,,,,,,,,,
1277,Zen Buns,5060198533259,['France'],[],[],?,238,996 kj(238 kcal),"7,5",0,38,"2,5","6,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Emincés cuits de poulet rôti - 2x 73g,3449910437464,['France'],[],[],?,150,628 kj(150 kcal),"6,5","1,8","0,4","0,3",22,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,2 x 73 g,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,
1279,Mtn explosion sugar free low calorie drink mix,0072392311316,"['France', 'États-Unis']","['Citric acid', 'aspartame†', 'natural and artificial flavors', 'sodium citrate', 'maltodextrin', 'pectin', 'contains 2% or less of the following: caffeine', 'acesulfame potassium', 'calcium silicate', 'yellow 5']",[],?,200,837 kj(200 kcal),0,,80,,0,7,"2,8",,"['Boissons', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées']",,,,,,,,,,-32%,-33%,-100%,,+83%,,-100%,+1157%,+1157%,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E951 - Aspartame', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E950 - Acésulfame K', 'E552 - Silicate de calcium', 'E102 - Tartrazine']",,4,CLOVER VALLEY,,,,
1280,Napoletana - Rustichella D'Abruzzo,8009452225360,['France'],[],[],?,526,2201 kj(526 kcal),"8,7","1,3","8,6","7,9","3,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Rustichella D'Abruzzo""]",,,,,,,,,,,,
1281,Gnocchis nature,0242016013326,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Vinaigre Alcool Blanc,3760030141865,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Cornichons - Develey,4006824006378,['France'],[],[],?,54,226 kj(54 kcal),"0,2","0,1","11,8","11,8","0,4","1,8","0,72",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0.2 g,en faible quantité,0.1 g,en faible quantité,11.8 g,en quantité modérée,1.8 g,en quantité élevée,,+100%,+111%,-32%,+46%,+243%,+352%,-60%,+5%,+5%,4,+84%,C,+84%,,,,,,,,,['Develey'],,,,,,,,,,,,
1284,Huile d'olive vierge extra,3760224582115,['France'],[],[],?,823,3443 kj(823 kcal),91,13,0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-4%,-5%,,,,,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
1285,Saucisse cocktail,2327161002925,['France'],[],[],?,266,1113 kj(266 kcal),23,"9,4",0,0,15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Pain Haly-Grain,0200149016010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Provence D'antan Sel Fin De Camargue Aux Herbes Bio,3554740401124,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],"[""Provence d'Antan""]",,,,,,,,,,,,
1288,Jambon a l'ancienne - 20g,2244057017125,['France'],[],[],?,827,3460 kj(827 kcal),13,"4,6","0,5","0,5",20,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",13 g,en quantité modérée,4.6 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+444%,+442%,+111%,+91%,+1%,+3%,-10%,-3%,-3%,22,+125%,E,+125%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['EMB 29004', 'Bannalec (Finistère, France)']",20 g,,,,,,,,,,
1289,Hydro whey,8594014864175,['France'],[],[],?,354,1481 kj(354 kcal),"1,5","0,9","5,3",2,"78,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,
1290,Mélange Babylone,2600711033458,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Poutargue de mulet sous vide,0000102041987,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Poulet - 500g,0209401026897,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
1293,Beef stick,0854966005520,['France'],[],[],?,90,377 kj(90 kcal),6,"2,5",3,2,8,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1294,Fourme D'yssingeaux,2445530016608,['France'],[],[],?,319,1335 kj(319 kcal),25,15,"2,4","0,1",21,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Endives au jambon et dés de poire,3770014057549,['France'],[],[],?,86,360 kj(86 kcal),"2,3","1,3","7,6","3,6","6,6","0,3","0,12",C,"['Plats préparés', 'Endives au jambon']",2.3 g,en faible quantité,1.3 g,en faible quantité,3.6 g,en faible quantité,0.3 g,en quantité modérée,,-18%,-18%,-61%,-59%,+35%,+41%,+8%,-60%,-60%,-1,-136%,A,-136%,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,,,,,,,,,,,,,,
1296,Jambon sec,3770001251400,['France'],[],[],?,195,816 kj(195 kcal),"9,07","3,29","1,77","0,3","26,6","6,1","2,44",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",9.07 g,en quantité modérée,3.29 g,en quantité modérée,0.3 g,en faible quantité,6.1 g,en quantité élevée,,-17%,-17%,-29%,-32%,+201%,-20%,-8%,+22%,+22%,15,-10%,D,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
1297,Cuisse de poulet,2487376036938,['France'],[],[],?,171,715 kj(171 kcal),11,"3,2",0,0,18,"0,22","0,088",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",11 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,0.22 g,en faible quantité,,-10%,-11%,-11%,-4%,-100%,-100%,-2%,-71%,-71%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
1298,Citrons,8436535833806,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Vinaigre à la mangue,0209001025252,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,JAMBON CUIT À L'ANCIENNE,0253028033325,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+6%,+6%,+28%,+20%,+1%,+3%,-1%,-3%,-3%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Viande Française', 'Viande Porcine Française']",,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,
1301,Jus de Pomme - Bergamote,3770009325264,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Miel de Châtaigner,3760291680059,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,
1303,Salade januarius exki,,['France'],[],[],?,68,285 kj(68 kcal),5,"0,46",3,"2,4","1,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Huguet de caraman,3700613200046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Arachide wasabi,2600287024409,['France'],[],[],?,468,1958 kj(468 kcal),"21,4","6,8","56,1","9,7","11,4","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Domes Cola,3760291520416,['France'],[],[],?,345,1443 kj(345 kcal),"0,5","0,1",84,76,"1,8","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Fromage raclette,2110520017155,['France'],[],[],?,343,1435 kj(343 kcal),27,16,"0,1","0,1",25,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,British borage honey,0190817003520,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1309,Escalopes extra-fine de dinde,2614157039165,['France'],[],[],?,456,1908 kj(456 kcal),"1,3","0,4",0,0,24,"0,15","0,06",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,+277%,+279%,-2%,-1%,-100%,-100%,+5%,-73%,-73%,0,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
