,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,allergens,nova_score,additives,generic_name,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1880,Bananen Havelar Bio - Migros,2138081002700,"['Bio', 'Bio européen', 'CH-BIO-006']",['France'],[],[],?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,['Migros'],['Migros'],,,,,,,,,,,,,,,
1881,Pommes de terre wedge aux herbes - Franprix,3263858403417,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,173,724 kj(173 kcal),"7,7","1,4","21,8","0,9","2,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],['Franprix'],,,,,,,,,,,,,,,
1882,Bière,4056489023517,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Multivitamin Gummies,5056281178292,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Nems legumes - Auchan - 260g,3254560191426,['Point Vert'],['France'],"['Nems ', '8x30g', ' : galette de riz 41,2% ', 'eau', 'farine de riz', 'huile de tournesol', 'sel', 'légumes 35,2% ', 'carotte 13,5%', ""châtaigne d'eau 7,1%"", 'germe de haricot mungo 5,3%', 'fève de SOJA 3,5%', 'oignon 2,9%', 'ciboule 2,9%', 'vermicelle de pois réhydraté', 'protéine de SOJA réhydratée', 'champignon noir réhydraté', 'semoule de BLÉ', 'amidon de riz', 'fibre de bambou', 'sel', 'gingembre', ' Pourcentages exprimés sur les nems', ' Traces éventuelles de poissons', 'crustacés', 'mollusques', 'lait', 'œuf', 'moutarde', 'céleri', 'sésame', ' Sauce aigre-douce ', '20g', ' : eau', 'sucre', ""vinaigre d'alcool"", 'poivron', 'amidon transformé', 'ananas concentré', 'sel', 'huile de colza', 'sauce SOJA ', 'eau', 'graines de SOJA', 'sel', 'eau', 'farine de BLÉ', 'épice', 'épaississants E412', 'E415', 'gingembre']",[],799,191,799 kj(191 kcal),"8,5","0,7","23,5","4,8","3,7",1,"0,4",C,260 g,"['Plats préparés', 'Nems', 'Nems aux légumes']",8.5 g,en quantité modérée,0.7 g,en faible quantité,4.8 g,en faible quantité,1 g,en quantité modérée,,+12%,+12%,+68%,+17%,-10%,+53%,-8%,-6%,-6%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,"['Auchan', 'Groupe Auchan']",['Auchan'],"['FR 44.072.002 CE', 'Herbignac (Loire-Atlantique, France)']",5,+42%,C,+42%,"['Barquette', 'Plastique', 'Réfrigéré']","['Gluten', 'Soja']",4,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",8 galettes de riz garnies d'une farce aux légumes avec une sauce aigre-douce,,,,,
1885,La raclette bio,3176582045887,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,328,1372 kj(328 kcal),26,17,"0,5","0,5",23,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Yaourt onctueux sur lit de mangue - 160g,3279232073015,,['France'],[],[],?,114,477 kj(114 kcal),"5,5","2,9",13,13,"2,4","0,1","0,04",,160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Nems à la crevette et au crabe avec sauce nuoc mam,3250392806408,,['France'],[],[],?,178,745 kj(178 kcal),"7,2","0,6","21,1","2,2","6,2","1,6","0,64",C,,"['Plats préparés', 'Nems']",7.2 g,en quantité modérée,0.6 g,en faible quantité,2.2 g,en faible quantité,1.6 g,en quantité élevée,,-12%,-12%,-19%,-63%,-7%,-22%,-10%,+22%,+22%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,6,+14%,C,+14%,,,,,,,,,,
1888,Croquettes,3760080533511,"['Sans additifs', 'Sans colorants']",['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats', 'Nourriture sèche pour animaux', 'Croquettes pour chat']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,
1889,Lapte - Laura - 90g,5941047821300,,['France'],"['zahăr', 'ġrāsime vegetală parțial hidrogenată ', 'soia', 'palmier', 'shea', 'derivat din zer pudră ', 'din lapte', 'pudră de cacao cu continut redus de grăsime', 'lapte praf degresat 1,7%', 'emulsifianți ', 'lecitină din soia', 'poliricinoleat de poliglicerină', 'aromă', ' Conținut de cacao: min', ' 8,3%', ' Poate conține urme de arahide', 'fructe cu coajă lemnoasă', 'gluten', 'ouă']","['Huile de palme', 'Non végétalien']",?,530,2218 kj(530 kcal),29,"9,3",62,61,"2,8","0,1","0,04",E,90g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",29 g,en quantité élevée,9.3 g,en quantité élevée,61 g,en quantité élevée,0.1 g,en faible quantité,,-4%,-4%,-16%,-53%,+19%,+24%,-61%,-57%,-57%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Laura'],,,25,-2%,E,-2%,,['Soja'],4,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,,,
1890,Fromage de vache au lait cru Le sac du vigneron,3266360990109,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Parmesan,2449185030835,,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Chips truffe,4031446814735,,['France'],[],[],?,493,2063 kj(493 kcal),24,"2,4",60,"0,6",0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Organic Muffin Minis Chocolate - Schnitzer,4022993045338,,['France'],[],[],?,380,1590 kj(380 kcal),17,10,49,30,"6,1","0,35","0,14",,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",17 g,en quantité modérée,10 g,en quantité élevée,30 g,en quantité élevée,0.35 g,en quantité modérée,,-4%,-4%,-16%,+167%,+0%,+12%,+18%,-53%,-53%,,,,,,,,['Schnitzer'],,,20,+30%,E,+30%,,,,,,,,,,
1894,Cafe,7630047652998,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Petits Epis Feuilletés au Gouda Vieux de Hollande - Albert Ménès - 100g,3162900001178,,['France'],"['Farine de froment ', 'gluten', 'fromage Gouda 32% ', 'lait', 'graisses végétales ', 'palme*', 'coco', 'huile végétale ', 'colza', 'graines de sésame 1,8%', 'graines de pavot 1,8%', 'sel', "" *Contribue à la production d'huile de palme certifiée durable""]","['Huile de palme', 'Non végétalien']",2380,566,2380 kj(566 kcal),39,20,37,"0,68",16,2,"0,8",,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Albert Ménès'],,,,,,,,"['Gluten', 'Lait', 'Graines de sésame']",4,,Petits Epis Feuilletés au Gouda Vieux de Hollande 100 g,,,,,
1896,Amandes en Poudre - Albert Ménès - 125g,3234750013158,['Sans sucre ajouté'],['France'],['Amandes en Poudre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2535,613,2535 kj(613 kcal),53,"3,9",19,"4,6",21,"0,048","0,019",,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",53 g,en quantité élevée,3.9 g,en quantité modérée,4.6 g,en faible quantité,0.048 g,en faible quantité,-2%,-2%,-2%,-1%,-8%,+119%,+9%,-9%,+85%,+85%,,,,,,,,['Albert Ménès'],,,-4,-172%,A,-172%,,['Fruits à coque'],1,,Amandes en Poudre 125 g,,,,,
