,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,link,markets,palm_ingredients,brand_owner
1395,Saucisse de veau 3x 100gr,7612462832391,,['France'],[],,,[],,?,232,971 kj(232 kcal),20,7,1,"0,5",12,"1,7","0,68",,"['Viandes', 'Charcuteries', 'Saucisses', 'Viandes de veau', 'Saucisses de veau']",20 g,en quantité modérée,7 g,en quantité élevée,0.5 g,en faible quantité,,-2%,-2%,+2%,-12%,-32%,0%,-10%,,,,,,,,,1.7 g,en quantité élevée,-3%,-3%,15,-9%,D,-9%,,,,,,,,,,
1396,Le duo grill - DelMaitre,7612462834234,['DelMaitre'],['France'],[],,,[],,?,258,1079 kj(258 kcal),"23,333","9,333",1,"0,533",12,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Yahourt Novar - Balko - 300g (2 * 150g),7612464716088,['Balko'],"['France', 'Suisse']","['Lait', 'lait écrémé concentré', 'sucre', ' framboises 8 %', 'crème', 'protéines lactiques', 'amidon modifié de maïs', 'concentré de jus de betterave rouge', 'arôme']",['E14XX - Amidons modifiés'],"['Lait', 'Protéines lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,103,431 kj(103 kcal),3,2,15,8,"3,5","0,1","0,04",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la framboise']",3 g,en quantité modérée,2 g,en quantité modérée,8 g,en quantité modérée,,+5%,+5%,+1%,+10%,+14%,-34%,-2%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,300 g (2 * 150 g),0.1 g,en faible quantité,-8%,-8%,1,-60%,B,-60%,Yogourt Himbeer - Yaourt Framboise,"['Frais', 'Pot', 'Plastique']",,,,,http://www.yoplait.ch/lpage.php?id=170,,,
1398,Nestle Smarties,7613032603533,['Nestlé'],['France'],"['Sugar', 'Cocoa butter', 'Skimmed milk powder', 'Cocoa mass', 'Butterfat from Milk', 'Wheat flour', 'Lactose and proteins from whey ', 'from ilk', 'Rice starch', 'Emulsifier ', 'Sunflower lecithin', 'Fruit and vegetable concentrates ', 'Safflower', 'Rdsh', 'Black carrot', 'Lemont Hibiscus', 'Orange oil', 'Spirulina concentrate', 'Glazinga ents ', 'Carnauba wax', 'Beeswax White', 'Natural vanilla flavouring', 'Allergy advice! For alleraens', 'inctuding cereals containing gluten', 'see in redients in bold', ' Important: Young children ', 'less than 4 years', ' ave limited chewing ability and could choke on small sweets']","['E322i - Lécithine', 'E903 - Cire de carnauba']","['Gluten', 'Lait']",['Non végétalien'],4,?,478,2000 kj(478 kcal),"19,6","11,3",65,"64,4","5,3","0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons dragéifiés']",19.6 g,en quantité modérée,11.3 g,en quantité élevée,64.4 g,en quantité élevée,,+13%,+14%,+63%,+74%,-15%,+13%,+71%,,,,,,,,,0.2 g,en faible quantité,+83%,+83%,24,+24%,E,+24%,,,['Pur beurre de cacao'],,,,,,,
1399,Nestle Swiss Bar White Chocolate,7613033510939,,['France'],[],,,[],,?,556,2326 kj(556 kcal),"33,1","20,2","56,8","56,8","7,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Nescafe Skinny Mocha Coffee - 8x 22g,7613034310132,['Nescafe'],"['France', 'Royaume-Uni']","['Sugar', 'Skimmed MILK Powder ', '18%', 'Glucose Syrup', 'Coffee ', '10%', ' [Instant Coffee ', '9%', 'Roast and Ground Coffee]', 'Coconut Oil', 'LACTOSE', 'Cocoa Powder ', '2%', 'Acidity Regulators ', 'Sodium Bicarbonate', 'Citric Acid', 'Salt', 'Natural Flavourings']","['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,391,1640 kj(391 kcal),"9,09","7,73","66,8","50,9","8,18","1,14","0,455",D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,,+205%,+168%,+203%,+238%,+189%,+256%,+77%,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,8x 22 g,,,+262%,+262%,,,,,,['Cardboard'],['Végétarien'],,,['UK VK302 EC'],,"[""Sainsbury's""]",,
1401,Pasta Oriental Vedella Cup Maggi Express,7613034918017,['Maggi'],['France'],"['Noodles fritos ', '89,4% ', ': Farinha de trigo', 'óleo de palma', 'amido de batata', 'sal', 'glúten de trigo', 'intensificador de sabor ', 'E621', 'regulador de acidez ', 'E 501', 'lho em pó', 'estabilizador ', 'E452', 'curcuma', 'Condimento7,3%', ': Sal', '51 intensificadores de sabor ', 'E621', 'E627', 'E631', 'acucar', 'amido de milho', 'vegetais desidratados ', 'couve', 'alho', 'cebola', 'endro', 'molho de soja em pó ', 'contém glúten', 'gordura de pälma totalmente hidrogenadă', 'aromas ', 'contém leite', 'especiarias e plantas aromáticas ', 'gengibré', 'pimenta preta malağueta', 'louro', 'canela', 'endro', 'extrato deleyedura', 'regulador de açidez ', 'E330', 'çorante caramelo ', 'E150c', ' Vegetais desidratados ', '3,20%', ': Cenoura', 'alho porro', 'cebola', 'salsa', 'cebolinho', 'Pode conter ovo', 'aipo', 'mostarda e sésamo', ' Conservar em local fresco e seco', ' Consumir de preferência antes do fim de: ', 'ver base', ' % io LE e', 'es nsumidor estle', 'pt osco@ ', 'com 61 5ae']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E501 - Carbonates de potassium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Céleri', 'Gluten']",[],4,?,113,473 kj(113 kcal),"5,5","3,1",13,"0,6","2,5","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Contient du gluten'],,,,,,,
1402,Charcutier - Gros Lardons - Herta - 150g,7613035144415,['Herta'],['France'],"['Poitrine de porc', 'conservateurs : nitrite de sodium', 'lactate de potassium', 'acétate de sodium', 'sel', 'dextrose de maïs', 'antioxydant : isoascorbate de sodium', 'fumée']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,290,1213 kj(290 kcal),25,"9,8","0,4","0,4","15,5","2,2","0,88",C,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",25 g,en quantité élevée,9.8 g,en quantité élevée,0.4 g,en faible quantité,,+9%,+10%,+15%,+19%,-51%,-38%,-5%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,150 g,2.2 g,en quantité élevée,-17%,-17%,21,+5%,E,+5%,,"['Frais', 'Plastique', 'Atmosphère protectrice', 'Barquette']","['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Origine France', ""Herta s'engage""]",['France'],['France'],"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",https://www.croquonslavie.fr/marques/produits-nestle/herta/herta-gros-lardons-charcutier-2x75g-150g,,,
1403,Nestle' Cereali Lion GR. 400,7613035361201,['Nestle'],['France'],"['cereali ', 'frumento integrale 38,9%', 'farina di frumento', 'farina di riso', 'zucchero', 'sciroppo di glucosio', 'preparato dolciario al caramello 6,3% ', 'latte concentrato zuccherato ', 'latte', 'zucchero', 'zucchero', 'sciroppo di glucosio', 'sciroppo di zucchero caramellato', 'sale', 'olio di palma', 'cioccolato 4,1% ', 'zucchero', 'cacao', 'pasta di cacao', 'cacao magro', 'sale', 'aromi', 'emulsionante lecitine di girasole', 'sciroppo di zucchero caramellato', '> VITAMINE E MINERALI: Niacina', 'Acido pantotenico', 'Riboflavina', 'Vitamina B6', 'Tiammina', 'Acido folico', 'Vitamina Di carbonato di calcio e ferro', 'pub CONTENERE ARACHIDI E A GUSCIO']",,"['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,410,1715 kj(410 kcal),"7,667","1,333",74,25,8,"0,5","0,2",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",7.67 g,en quantité modérée,1.33 g,en faible quantité,25 g,en quantité élevée,,+3%,+3%,-12%,-39%,+11%,+50%,-14%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,0.5 g,en quantité modérée,+40%,+40%,8,+48%,C,+48%,,,,,,,,,,
1404,Croque Monsieur - Herta,7613035759978,['Herta'],['France'],"['Farine de blé', 'eau', 'viande de porc 17 8%', 'fromages ', 'œuf', ' Iules et mières grosses végétales ', 'colza', 'palme', 'beurre ', 'hit', 'amidon modifié', 'dextrose sel', 'sels de fontes E331', 'E452', ' bue', 'émulsifients: E471', 'E322', ' gluten de bié conservateurs', ' É282', 'E2S0', 'E202: E450', 'E451', 'E407', 'E415', 'E316', 'E300']","['E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E282 - Propionate de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E316 - Érythorbate de sodium', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,258,1079 kj(258 kcal),11,"5,6",27,"2,4",12,"1,6","0,64",D,"['Sandwichs', 'Croque-monsieur']",11 g,en quantité modérée,5.6 g,en quantité élevée,2.4 g,en faible quantité,,+9%,+7%,+5%,+7%,+8%,-22%,+10%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,1.6 g,en quantité élevée,+8%,+8%,14,+12%,D,+12%,,,,,,,,,['Huile de palme'],
1405,Délice chocolat vanille meringue - Nestlé,7613036140928,['Nestlé'],['France'],"['eau', 'lait ecreme rehydrate', 'sucre', 'sirop de glucose', 'huiles vegetales ', 'coco', 'ìalme', 'chocolat en poudre ', '5%', ' ', 'sucre', 'cacao', 'lactose et proteines de lait', ""blanc d'œuf"", 'cacao maigre', 'pâte de cacao ', '1%', 'beurre de cacao', 'emulsifiants ', ""mono - et diglycerides d'acides gras'"", 'lecithines de soja', 'stabilisants ', 'gomme guar', 'farine de graines de caroube', 'E407a', 'carraghenanes', 'gomme xanthane', ' farine de blé', 'lait entier en poudre', 'gousses de vanille epuisées', 'arôme naturel de vanille', 'amidon modifie', 'lactose', 'amidon de blé', 'arômes naturels', 'colorants ', 'caroténoides', 'riboflavines', 'E153', 'sel', ' Peut contenir : arachide', 'fruits à coque', "" *d'origine végetale Important e"", ' les jeunes enfants ', 'moins de 4 ans', "" ont des capacités de mastication limitées et peuvent s'étouffer avec des morceaux de petite taille"", ' Après achat', 'votre dessert se conserve à - 180C', ' ? Hors du froid', 'dans sa boite', 'à une température de 200C : environ 1 heures ? Dans le compartiment à glaçons ', 'freezer', ' de votre réfrigérateur : environ 2 heures', ' Lot I À consommer de préférence avant fin : voir sur un des côtés de la boite', ' CONSIGNE POUVANT VARIER LOCALEMENT > WWW CONSIGNÈSDETRI FR']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E160 - Caroténoïdes', 'E101i - Riboflavine', 'E153 - Charbon végétal médicinal']","['Œufs', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,118,494 kj(118 kcal),9,"7,5",31,27,27,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,Cottage cheese - Hirz,7613196012585,['Hirz'],['France'],[],,,[],,?,100,418 kj(100 kcal),3,"2,1","4,5","4,3","12,5","1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",3 g,en quantité modérée,2.1 g,en quantité modérée,4.3 g,en faible quantité,,-57%,-57%,-86%,-85%,+34%,+45%,+49%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,1.7 g,en quantité élevée,+45%,+45%,5,-58%,C,-58%,,,,,,,,,,
1407,Gnocchetti Di Patate - Anna's best,7613269259619,"[""Anna's best""]","['France', 'Suisse']","['Pommes de terre 70%', 'farine de blé 23%', 'œuf 2', '5% ', ""d'élevage en plein air"", 'sel de cuisine', 'huile de tournesol']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien']",3,564,133,564 kj(133 kcal),1,"0,1",26,4,"4,5","1,2","0,48",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",1 g,en faible quantité,0.1 g,en faible quantité,4 g,en faible quantité,-26%,-24%,-23%,-48%,-82%,-21%,+203%,-2%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,1.2 g,en quantité modérée,+2%,+2%,3,-24%,C,-24%,Gnocchi de pomme de terre,,,,,,,,,
1408,Kult Ice Tea Green Tea - Migros - 50cl,7613269264811,['Migros'],"['France', 'Suisse']","['infusion de thé vert ', ""dosage de l'extrait sec 1,0 g/"", 'sucre', 'acidifiant acide citrique', 'arôme', 'jus de citron à partir de concentré', ""correcteur d'acidité citrate de sodium""]","['E330 - Acide citrique', 'E331 - Citrates de sodium']",,[],4,?,28,117 kj(28 kcal),0,0,7,7,0,0,0,,"['Boissons', 'Boissons sans alcool', 'Thés glacés']",0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,,+27%,+27%,-100%,-100%,+33%,+39%,-100%,,,,,,,,50 cl,0 g,en faible quantité,-100%,-100%,9,+23%,D,+23%,,,,,,,,['Migros'],,
1409,Sauce curry - Bon Chef - 300ml,7613269298953,['Bon Chef'],"['France', 'Suisse']","['Maltodextrine', 'farine de blé', 'curry 9', '3 %', 'lait écrémé en poudre', 'condiment ', 'soja', 'sel de cuisine iodé', 'sucre', 'épaississants: farine de graines de caroubes et farine de graines de guar', 'amidon de maïs modifié', 'pommes en poudre', 'ail déshydraté', 'oignons déshydratés', 'huile de colza', 'grains de céleri', 'arômes naturels']",,"['Céleri', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,99,414 kj(99 kcal),4,2,11,6,"4,5",1,"0,4",B,"['Epicerie', 'Produits déshydratés', 'Sauces', 'Sauces au curry']",4 g,en quantité modérée,2 g,en quantité modérée,6 g,en quantité modérée,,-58%,-55%,-78%,-41%,+5%,0%,+181%,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,300 ml,1 g,en quantité modérée,-40%,-40%,5,-57%,C,-57%,,['Beutel'],"['Végétarien', 'Sans exhausteur de goût', 'Sans conservateurs']",,,,,,,
1410,Cornichos & Silberzwiebeln - Condy - 315g,7613269303077,['Condy'],"['France', 'Suisse']","[""Vinaigres d'alcool et de vin blanc"", 'cornichons 38 % ', 'Inde', 'petits oignons 19% ', 'Pays-Bas', 'Italie', 'sel de cuisine iodé', 'sucre', 'graines de moutarde', 'antioxydant: disulfite de potassium']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,95,23,95 kj(23 kcal),"0,5",0,"3,5",2,"0,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,315 g,,,,,,,,,,,,,,,,,,
1411,Charcuterie aux poivrons - Cornatur - 100g,7613269396123,"['Cornatur', 'Migros']","['France', 'Suisse']","['Produit champignon Quorn 58% ', 'OFSP N no', ' 100259', 'eau', 'huile de colza', ""préparation d'épices "", 'avec lactose et arôme', ""blanc d'oeuf "", ""d'élevage au sol"", 'protéines de lait', 'poivrons rouges et verts séchés 2', '3%', 'gélifiant: pectine']",['E440 - Pectines'],"['Œufs', 'Lait']","['Non végétalien', 'Végétarien']",4,760,182,760 kj(182 kcal),9,"0,7",6,"1,5",17,"2,2","0,88",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande']",9 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en faible quantité,-4%,-5%,-5%,+3%,-48%,-42%,-7%,+20%,,,,,,,,100 g,2.2 g,en quantité élevée,+104%,+104%,7,+567%,C,+567%,Charcuterie de Quorn végétarienne aux poivrons à base de mycoprotéine,"['Carton', 'barquette plastique']","['Végétarien', 'Union Végétarienne Européenne']",,['United Kingdom'],,,['Migros'],,
1412,Tresse à l'épeautre - Migros Bio,7613269739876,['Migros Bio'],['France'],[],,,[],,?,302,1264 kj(302 kcal),9,"4,7",43,3,10,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1413,Cervelas - M Budget - 500g,7613269782308,"['M Budget', 'MBudget']","['France', 'Suisse']",[],,,[],,1040,252,1040 kj(252 kcal),22,8,1,1,13,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Cervelas']",22 g,en quantité élevée,8 g,en quantité élevée,1 g,en faible quantité,-3%,-7%,-8%,-8%,-6%,-21%,+18%,+4%,84.8%,9.7%,1.8%,1.2%,0.7%,1.9%,15,500 g,1.9 g,en quantité élevée,-10%,-10%,18,-7%,D,-7%,Cervelas,['Plastique'],,,,,,,,
1414,Tartare de saumon - Lachstastar,7613269885566,['Lachstastar'],['France'],"['saumon atlantique ', 'Salmo salar', ' 89%', 'huile de tournesol', 'jus de citron à partir de concentré ', 'avec conserva - teur: disulfite de potas - sium', 'sucre', 'sel de cuisine', 'ciboulette', 'persil', ' Conditionné sous atmos - phère protectrice', ' Conser - ver sous réfrigération à: max', ' +5 oc', ' Décongelé', 'ne pas recongeler!']",,,"['Non végétalien', 'Non végétarien']",,?,234,979 kj(234 kcal),18,"2,5",1,1,17,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Ne pas recongeler', 'Fabriqué en Suisse', 'Décongelé']",,,,,,,
1415,Tandoori Wrap - Migros,7613269932734,['Migros'],['France'],[],,,[],,?,182,761 kj(182 kcal),"4,5","1,1",23,"2,3",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Migros Bio M classic Red Kidney Beans - 300g,7613312118146,['M Classic'],"['France', 'Liechtenstein', 'Suisse']",[],,,[],,447,106,447 kj(106 kcal),"0,7",0,12,"0,8",9,"0,9","0,36",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots rouges', 'Haricots en conserve', 'en:canned-kidney-common-beans']",0.7 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,+2%,+4%,+4%,+15%,-100%,-10%,-30%,+19%,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,300 g,0.9 g,en quantité modérée,+47%,+47%,-6,,A,,,['Dose'],"['Bio', 'Migros Bio']",,,,,['Migros'],,
1417,Schorle - Aproz,7613312118597,['Aproz'],"['France', 'Suisse']",[],,,[],,127,28,127 kj(28 kcal),0,0,78,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Anneaux de pommes séchés - Sun Queen - 120g,7613312123003,"['Sun Queen', 'Migros']","['France', 'Suisse']",['pommes séchées'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,1402,332,1402 kj(332 kcal),2,"0,5",70,70,2,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,,,,,,['Migros'],,
1419,Caprese,7613312188439,,['France'],[],,,[],,?,497,2079 kj(497 kcal),24,13,"4,8","4,8","4,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Branche - maxi - 45g,7613331622471,['Maxi'],"['France', 'Suisse']","['sucre', 'noisettes 16%', 'beurre de cacao 14%', 'lait entier en poudre', 'graisses végétales ', 'palme', ' palmiste', 'cacao en pâte 4,5%', 'lait écrémé en poudre', 'émulsifiant ', 'E 322 de soja', 'arôme naturel', ' 100 g enthalten ca', '/cont', ' env', ': Energie/energie 2420kJ ']",['E322 - Lécithines'],['Fruits à coque'],"['Huile de palme', 'Non végétalien']",4,?,579,2423 kj(579 kcal),37,0,55,4,7,0,0,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Branche-de-chocolat']",37 g,en quantité élevée,0 g,en faible quantité,4 g,en faible quantité,,+5%,+5%,+2%,-100%,+19%,-90%,-3%,,,,,,,,45g,0 g,en faible quantité,-100%,-100%,0,-100%,B,-100%,,['Branche'],"['Commerce équitable', 'Max Havelaar']",,,,,,['Huile de palme'],
1421,Lassi mangue bio - Coop naturaplan - 250ml,7613331647160,['Coop naturaplan'],"['France', 'Suisse']","['Lait entier ', 'homogénéisé', 'pasteurisé [Suisse]', 'pulpe de mangue 11% ', 'Inde', 'sucre de canne brut ', 'Paraguay', 'sérum de lait ', 'pasteurisé [Suisse]', 'eau', 'lait écrémé ', 'homogénéisé', 'pasteurisé', 'amidon de riz', 'concentré de jus de citron']",,['Lait'],['Non végétalien'],4,?,87,364 kj(87 kcal),"2,8","1,7",13,12,"2,4","0,11","0,044",D,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",2.8 g,en quantité modérée,1.7 g,en quantité modérée,12 g,en quantité élevée,,+21%,+20%,+85%,+80%,+15%,+12%,-17%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,250 ml,0.11 g,en faible quantité,+4%,+4%,19,+19%,E,+19%,,,"['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,
1422,Nouilles au poulet - Coop - 400g,7613356147058,"['Coop', 'coop Betty Bossi']","['France', 'Suisse']","['Noodles unter gele€pntllchem Steamer: Karton entfernen', ' Gericht VVenden hes veerden lassen', ' Nach Bedarf 1-2 der geschlossenen Schale regenerieren', ' EL Wasser betget»n', ' A la faire chauffer Au steamer: retirer le carton et faire les en remuant de temps en temps', ' chauffer dans la barquette fermée', ' Ajouter 1-2 cs deau si nécessaire', ' ln padella: Nello steamer: togliere Il cartone e scaldare I nocxiles mescolando di tanto in tanto', "" lasciar ngenerare nella vaschetta ancora Al'œcomenza"", 'aœiungere 1-2 c', ' di acqua', ' chiusa', ' Kefen in Streifen schneiden', ' 1 Knoblauchzehe pressen', ' 2 EL Rapsôl heiss werden ch und Kefen ca', ' 3 Min', ' rührbraten', ' Chicken Noodles beigeben', 'heiss werden lassen', ' schnelden', 'über die heissen Noodles streuen', "" 2 cs d'huile de colza et y faire revenir pendant env"", ' 3 min', ' 50 g de pois mange-tout sée', ' Ajouter les Chicken Noodles', 'faire chauffer', ' Note de fraîcheur: parsemer les asilic thaï ciselé', ' di colza', ""aggiungere 1 spicchio d'aglio schiacciato e 50 g di taccole tagliate a strisce"", 'nto in tanto', ' Aggiungere i chicken noodles e scaldare il tutto', ' Un tocco di freschezza: ie di basilico thai tagliate finemente']",,,[],,720,172,720 kj(172 kcal),5,1,21,"3,5",10,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,400g,,,,,,,,,,,,,,,,,,
