,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,nova_score,quantity,ingredients_origins,manufacturing,additives,markets,palm_ingredients,generic_name,link,origin_detail
1892,Soupe carottes patates douces coco,4056489323297,['France'],[],[],?,57,238 kj(57 kcal),"1,2","0,9","9,8","5,7","0,8","1,04","0,416",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-006']",1.2 g,en faible quantité,0.9 g,en faible quantité,5.7 g,en quantité modérée,1.04 g,en quantité modérée,,+46%,+46%,-22%,+49%,+106%,+208%,-6%,+61%,+61%,5,+273%,C,+273%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,
1893,Macaron - Fauchon,3457041144557,['France'],[],[],?,394,1648 kj(394 kcal),20,"7,1",45,44,"6,9","0,2","0,08",,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,le yaourt a la grecque - Franprix,3263856418918,['France'],[],[],?,130,544 kj(130 kcal),8,"5,5",12,12,"2,6",,,,,['Franprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']","['Nutriscore', 'Nutriscore C']",8 g,en quantité modérée,5.5 g,en quantité élevée,12 g,en quantité modérée,,,,+11%,+11%,+17%,+24%,+37%,+50%,-41%,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,
1895,Pain d'épices - Léa Nature Jardin Bio - 300g,99018788,['France'],[],"['Végétalien', 'Végétarien']",?,?,,12,,74,40,"2,9","0,39","0,156",B,['Plastique'],['Léa Nature Jardin Bio'],"['Biscuits et gâteaux', ""Pains d'épices""]","['Bio', 'Végétarien', 'Ecocert', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'BE-BIO-01', 'Agriculture UE', 'Agriculture UE/Non UE', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'AB Agriculture Biologique']",12 g,en quantité modérée,,,40 g,en quantité élevée,0.39 g,en quantité modérée,,,,+244%,,+5%,-1%,-33%,-11%,-11%,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,300 g,,,,['G20'],,,,
1896,Noix de cajou crues sans sel,2609956042447,['France'],[],[],?,?,,?,,?,,?,,,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1897,Raclette - Le Rustique,3176582042893,['France'],[],[],?,328,1372 kj(328 kcal),26,18,"0,5","0,1",23,"1,7","0,68",D,,"['Le Rustique', 'CF&R', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes']",,26 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,1.7 g,en quantité élevée,,-5%,-5%,-5%,-3%,-32%,-77%,-3%,+1%,+1%,16,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1898,Confiture de chataignes - Domaine de Rapatel,3760306120013,['France'],[],[],?,247,1033 kj(247 kcal),"0,9","0,2","58,3","27,5","1,1",0,0,C,,['Domaine de Rapatel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,0.9 g,en faible quantité,0.2 g,en faible quantité,27.5 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,+20%,+38%,-3%,-45%,0%,-100%,-100%,9,-22%,C,-22%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,
1899,Compote pomme fraise en gourde - Andros,3608580038139,['France'],[],[],?,48,201 kj(48 kcal),"0,2",0,10,10,"0,4",0,0,,,['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Le bento - Karine & Jeff,3760052239908,['France'],[],[],?,?,,?,,?,,?,0,0,,,['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Casino,08793850,['France'],[],[],?,?,,?,,?,,?,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85208', 'Saint-Denis-la-Chevasse (Vendée, France)', 'EMB 49332B', 'Séguinière (Maine-et-Loire, France)']",,,,,,,['Casino'],,,,
1902,Chocolats Gourmands - Maison Guinguet,3760052690723,['France'],[],[],?,569,2381 kj(569 kcal),"39,4",20,"42,9","38,9","7,86",,,,,['Maison Guinguet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Miel de lavande,4056489277545,['France'],[],[],?,?,,?,0,?,0,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1904,Haricots rouges façon chili,3416951700123,['France'],[],[],?,87,364 kj(87 kcal),1,"0,2",10,"1,9","7,3","0,64","0,256",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",,1 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,0.64 g,en quantité modérée,,-44%,-46%,+19%,+45%,-53%,+32%,-36%,+62%,+62%,-1,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,,,,,,,,,,
1905,Ramen - ajinomoto - 420g,3760197637904,['France'],"['eau', 'nouille cuites 23 % ', 'eau', 'semoule de blé dur ', 'huile de tournesol', 'sel', 'curcuma', 'légumes et champignons en proportion variable 23 % ', 'carotte', 'fève de soja ', 'edamame', 'champignon shiitake ', 'contient sulfites', 'asperges vertes', 'poivron rouge', 'pâte miso ', 'eau', 'fève de soja', 'riz', 'sel', 'alcool', 'sauce soja 2', '8% ', 'eau', 'graine de soja', 'Blé', 'sel', 'alcool', 'ail', 'sucre', 'huile de sésame ', 'purée de gingembre', 'épices ', 'piment', 'graine de moutarde brune', 'zeste de mandarine satsuma', 'graines de sésame blanc et noir', 'laitue de mer ', 'ulva linnaeus', 'poivre de Sichuan', ' \rtraces éventuelles de lait', 'céleri', 'œuf', 'mollusque', 'crustacés', 'fruit à coque', 'poisson', "" contient de l'alcool élaboré en France à partir de nouille origine UE et légumes origine UE et non ue""]","['Non végétalien', 'Non végétarien']",301,71,301 kj(71 kcal),"1,3","0,3",11,"1,4","3,5","1,2","0,48",,['surgelé'],['Ajinomoto'],,['100% végétal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 27.428.003 CE', 'Neubourg (Eure, France)']","['Gluten', 'Moutarde', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",,420 g,,['France'],,,,,,
1906,3512690005236,3512690005236,['France'],[],[],?,228,954 kj(228 kcal),"11,4","2,14","17,7","1,3","13,2","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Pop-corn snack - Lindt & Sprüngli,4000539240201,['France'],[],[],?,531,2222 kj(531 kcal),30,18,56,50,7,"0,41","0,164",,,"['Lindt & Sprüngli', 'Lindt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,I legumi lenticchie rosse decorticate bio,8013624006442,['France'],[],[],?,333,1393 kj(333 kcal),"0,5","0,08","52,1","1,1","25,6",,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Crème pâtissière saveur vanille - Auchan,3596710488421,['France'],[],[],?,142,594 kj(142 kcal),6,"3,7",18,15,4,"0,1","0,04",,,['Auchan'],,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1910,Almond cranberry cashew - Kind,0602652289095,['France'],[],[],?,250,1046 kj(250 kcal),16,"1,5",22,14,7,"0,2","0,08",,,['Kind'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Linguine - Casino Bio,3222477404533,['France'],[],[],?,353,1477 kj(353 kcal),"1,2","0,2",73,"2,2",0,"0,8","0,32",,,['Casino Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Pesto genovese au basilic frais,3547130095829,['France'],[],[],?,442,1849 kj(442 kcal),38,6,16,2,6,3,"1,2",C,,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic', 'en:Pesto au basilic']",,38 g,en quantité élevée,6 g,en quantité élevée,2 g,en faible quantité,3 g,en quantité élevée,,-2%,-1%,-14%,-8%,+171%,-13%,+27%,+21%,+21%,20,+3%,E,+3%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,
1913,Nems poulet - Shama,3760184321694,['France'],[],[],?,184,770 kj(184 kcal),"5,6",0,0,0,"12,8",1,"0,4",C,,['Shama'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",['Halal'],5.6 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-8%,-7%,-29%,-100%,-100%,-100%,+79%,-21%,-21%,1,-76%,B,-76%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,
1914,Yaourt cremux sur lit de fruit - Leader Price,3291330011119,['France'],[],[],?,542,2268 kj(542 kcal),"4,7",3,17,16,"3,6","0,13","0,052",,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,
1915,Leclerc - Bio village,35647070009,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio village'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,
1916,Vinaigre de vin rouge - Auchan,7124410465457,['France'],[],[],?,?,,?,,?,,?,,,B,,['Auchan'],"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,['Auchan'],,,,
1917,Le tourteau,3260890000932,['France'],[],[],?,273,1142 kj(273 kcal),"7,4",4,42,19,9,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Pate torti - Leader Price,00512114,['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,,,,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Torti']",,1.9 g,en faible quantité,0.3 g,en faible quantité,4.5 g,en faible quantité,,,,-1%,-1%,+9%,-10%,-2%,+29%,+7%,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,
1919,Saucisse de canard et porc lentilles - Maison Montfort,3104544074064,['France'],[],[],?,?,,?,,?,,?,,,,,['Maison Montfort'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Les pommes de terre allummettes - Franprix - 1kg,3263856748619,['France'],[],[],?,125,523 kj(125 kcal),"3,2","0,4",21,0,"2,3","0,11","0,044",B,['Surgelé'],['Franprix'],"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites surgelées']","['Nutriscore', 'Nutriscore A']",3.2 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-18%,-18%,-35%,-39%,-8%,-100%,-8%,-62%,-62%,0,,B,,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,,,,1 kg,,,,,,,,
1921,Noix de cajou,3256221278866,['France'],[],[],?,612,2561 kj(612 kcal),49,"9,6",20,"5,4",20,"0,84","0,336",E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,49 g,en quantité élevée,9.6 g,en quantité élevée,5.4 g,en quantité modérée,0.84 g,en quantité modérée,,+2%,+2%,+6%,+13%,-22%,-17%,+7%,+34%,+34%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1922,Jambon cuit supérieur avec couenne - Leclerc,0209940018568,['France'],[],[],?,?,,?,,?,,?,,,E,,['Leclerc'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,
1923,Saucisse de volaille,2485965024274,['France'],[],[],?,858,3590 kj(858 kcal),14,"4,1","0,9","0,9",20,"1,6","0,64",E,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,14 g,en quantité modérée,4.1 g,en quantité modérée,0.9 g,en faible quantité,1.6 g,en quantité élevée,,+377%,+371%,+19%,+13%,-28%,+73%,+21%,-10%,-10%,21,+114%,E,+114%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,
1924,Compote de pomme - Andros,3608580393191,['France'],[],[],?,266,1113 kj(266 kcal),"0,2",0,14,14,"0,3",0,0,,,['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,roti de porc,2845154024278,['France'],[],[],?,170,711 kj(170 kcal),"3,2","3,2","1,4",0,22,"1,6","0,64",E,,,"['Viandes', 'Porc', 'Rôtis de porc']",,3.2 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,1.6 g,en quantité élevée,,+18%,+19%,-36%,+53%,+71%,-100%,-2%,-7%,-7%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,
1926,Roti de filet de porc,2220960005701,['France'],[],[],?,151,632 kj(151 kcal),"7,2",3,"0,5","0,5",21,"0,11","0,044",E,,,"['Viandes', 'Porc', 'Rôtis de porc']",,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,,+5%,+6%,+43%,+44%,-39%,-20%,-6%,-94%,-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,
1927,Pomme de terre grenaille bio,3770009013178,['France'],[],[],?,?,,?,,?,,?,0,0,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre', 'Pommes de terre grenaille']",['Bio'],,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,
1928,Eclairs café,0260263016402,['France'],[],[],?,237,992 kj(237 kcal),11,"1,8",31,21,"2,8","0,39","0,156",C,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,11 g,en quantité modérée,1.8 g,en quantité modérée,21 g,en quantité élevée,0.39 g,en quantité modérée,,-5%,-5%,-1%,-69%,-3%,+6%,-32%,+1%,+1%,7,-45%,C,-45%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,
1929,baguette saveur sesame - Auchan - 250g,2030507446832,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,['Auchan'],,,,
1930,Amandes decortiquees,2609849041656,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1",0,0,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,-3%,-5%,+64%,+7%,-6%,-100%,-100%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,
1931,Terrine de canard au jus de triffe,3416360008698,['France'],[],[],?,302,1264 kj(302 kcal),60,"9,4","9,4","0,2","20,2","2,25","0,9",E,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,60 g,en quantité élevée,9.4 g,en quantité élevée,0.2 g,en faible quantité,2.25 g,en quantité élevée,,-1%,-1%,+128%,-1%,+447%,-68%,+42%,+47%,+47%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
1932,Terrine de canard au champagne et miel,3464050032775,['France'],[],[],?,270,1130 kj(270 kcal),"22,8","8,7","1,6",1,"14,4","1,5","0,6",E,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,22.8 g,en quantité élevée,8.7 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,,-12%,-12%,-13%,-8%,-7%,+61%,+1%,-2%,-2%,17,-5%,D,-5%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
1933,Coco Start - Natural,8719325335354,['France'],[],[],?,179,749 kj(179 kcal),"17,5",16,"4,2","1,8","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Pollen de fleurs de France - Hédène,3770003937791,['France'],[],[],?,388,1623 kj(388 kcal),7,"1,8",58,37,17,"0,02","0,008",,,['Hédène'],"['Produits de la ruche', 'Pollens']",,7 g,en quantité modérée,1.8 g,en quantité modérée,37 g,en quantité élevée,0.02 g,en faible quantité,,+11%,+10%,+12%,+61%,+22%,+12%,-7%,-57%,-57%,8,-18%,C,-18%,,,,,,,,,,,,,,,,,,,
1935,Ailes de Raies - Thiriet,3292590842802,['France'],[],[],?,83,347 kj(83 kcal),"0,6","0,2",0,0,20,"0,7","0,28",,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1936,Langue de boeuf sauce piquante aux cornichons - Tendre & Plus,2498786044802,['France'],[],[],?,154,644 kj(154 kcal),10,"3,2","3,7","1,7",12,"0,93","0,372",E,,['Tendre & Plus'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",,10 g,en quantité modérée,3.2 g,en quantité modérée,1.7 g,en faible quantité,0.93 g,en quantité modérée,,+4%,+4%,+1%,-20%,-7%,+31%,+14%,-6%,-6%,3,-35%,C,-35%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,,
1937,Soupe marocaine - Karine & Jeff,3760052230677,['France'],[],[],?,35,146 kj(35 kcal),0,0,"5,4","2,8","1,7","0,37","0,148",,,['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Passata di pomodoro,8051513035128,['France'],[],[],?,25.8,108 kj(25 kcal),"0,2",0,"4,5","4,5","1,26","0,5","0,2",,,,['it:Passata di pomodoro'],,0.2 g,en faible quantité,0 g,en faible quantité,4.5 g,en faible quantité,0.5 g,en quantité modérée,,,,,,,,,,,2,,B,,,,,,,,,,,,,,,,,,,,
1939,Confiture de fraise d’Alsace,3760125981307,['France'],[],[],?,248,1038 kj(248 kcal),"0,5","0,1",63,59,"0,6",,,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,,,,+14%,+14%,+107%,+122%,+19%,+16%,+35%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1940,Tuile creme oigon sans gluten - Casino,3222477610514,['France'],[],[],?,492,2059 kj(492 kcal),25,"2,6",60,"6,9","4,6","1,2","0,48",B,,['Casino'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['Sans gluten', 'Nutriscore', 'Nutriscore C']",25 g,en quantité élevée,2.6 g,en quantité modérée,6.9 g,en quantité modérée,1.2 g,en quantité modérée,,-3%,-3%,-16%,-23%,+8%,+99%,+4%,-20%,-20%,10,-25%,C,-25%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,
1941,Soupe Dolce Vita - Karine & Jeff,3760052230424,['France'],[],[],?,19,79 kj(19 kcal),"0,6","0,4","2,3","1,2","0,5","0,33","0,132",,,['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Pesto Rosso avec tomates séchées - Bio Gustiamo,8029689025847,['France'],[],[],?,442,1849 kj(442 kcal),42,"5,8",12,"6,8","2,4","2,4","0,96",B,,['Bio Gustiamo'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']","['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'IT-BIO-006']",42 g,en quantité élevée,5.8 g,en quantité élevée,6.8 g,en quantité modérée,2.4 g,en quantité élevée,,+22%,+23%,+26%,+18%,+43%,+21%,-40%,+17%,+17%,21,+32%,E,+32%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,
1943,Terra Creta Organic Green olives - 315ml,5200101807507,"['France', 'Grèce']","['GREEN OLIVES 55,2%', 'WATER', 'SALT', 'ACIDITY REGULATOR :LACTIC ACID']","['Sans huile de palme', 'Végétalien', 'Végétarien']",576,140,576 kj(140 kcal),"13,8","1,9","2,4","0,1","0,3",3,"1,2",A,['Glass Jar'],['Terra Creta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'en:Olives in brine']","['Bio', 'en:Bio green olives']",13.8 g,en quantité modérée,1.9 g,en quantité modérée,0.1 g,en faible quantité,3 g,en quantité élevée,-14%,-15%,-16%,-14%,-27%,+57%,-53%,-77%,-12%,-12%,12,0%,D,0%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,['Fruits à coque'],3,315 ml,['Grèce'],['Greece'],['E270 - Acide lactique'],,,Green Olives,http://www.terracreta.gr,
1944,Canistrelli citron,3502790726872,['France'],[],[],?,457,1912 kj(457 kcal),"20,2","2,4","61,5","22,2","6,1","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Cake nature,8713475171091,['France'],[],[],?,408,1707 kj(408 kcal),21,"8,7","49,3","27,8","5,8","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,La Spiruline,0710535378269,['France'],[],[],?,348,1456 kj(348 kcal),"4,7","1,87","9,3","1,2","63,2","3,78","1,512",E,,,"['Compléments alimentaires', 'Spiruline']",,4.7 g,en quantité modérée,1.87 g,en quantité modérée,1.2 g,en faible quantité,3.78 g,en quantité élevée,,+39%,+37%,+28%,+46%,-10%,+72%,+28%,+229%,+229%,15,+207%,D,+207%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,
1947,Noix de cajou grillées aromatisées curry,2600299040145,['France'],[],[],?,?,,?,,?,,?,,,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1948,Préparation Miel Acacia Et Truffes Noires - Hédène,3770003937470,['France'],[],[],?,304,1272 kj(304 kcal),0,0,"82,4","82,12","0,3","0,01","0,004",,,['Hédène'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel']",,0 g,en faible quantité,0 g,en faible quantité,82.1 g,en quantité élevée,0.01 g,en faible quantité,,-5%,-6%,-100%,-100%,+2%,+11%,-39%,-59%,-59%,13,-4%,D,-4%,,,,,,,,,,,,,,,,,,,
1949,Parmentier de poisson - Auchan,3596710488025,['France'],[],[],?,109,456 kj(109 kcal),"4,7","2,2",11,"1,1",5,"0,49","0,196",,,['Auchan'],,['Produit en braille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1950,Rillettes de saumon bio,3760108730342,['France'],[],[],?,212,887 kj(212 kcal),17,"5,6","1,3","0,9","12,7","0,8","0,32",E,,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",['Bio'],17 g,en quantité modérée,5.6 g,en quantité élevée,0.9 g,en faible quantité,0.8 g,en quantité modérée,,-4%,-4%,-1%,+16%,-41%,-1%,-6%,-30%,-30%,5,-43%,C,-43%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,
