,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,traceability_code,generic_name,markets,palm_ingredients,link
1049,Mini moelleix noisettes - Les Comptes De La Marche,3760026381183,,['France'],"['sucre de canne', ""blanc d'œufsfs"", 'beurre', 'farine de blé', 'noisettes ', 'poudre et éclats de noisettes', 'stabilisant : sorbitols', 'cuis entiers', 'sel', 'poudres à lever : diphosphates et carbonates de sodium', 'amidon de blé', 'arômes ', 'contient alcool', "" Traces possible d'autres fruits à coques"", 'de soja et de graines de sésame']",['Non végétalien'],?,445,"25,2","47,8","6,5",,['Les Comptes De La Marche'],,"['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,1862 kj(445 kcal),,,"12,7",,,"37,9",,,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,
1050,Mini financiers aux amandes - Patisserie Les Comtes de la Marche - 210g,3760026381527,,['France'],"['Sucre roux de canne', ""blancs d'oeufs"", 'beurre', ""poudre d'amande"", '14% farine de blé', 'stabilisant : sorbitol', 'oeufs entiers', 'sel', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'amidon de blé', ""arôme naturel d'amande amère""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2003,?,"28,1","46,9","9,1",D,['Patisserie Les Comtes de la Marche'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Financiers']","['E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Lait']",4,28.1 g,en quantité élevée,14.6 g,en quantité élevée,37.8 g,en quantité élevée,0.381 g,en quantité modérée,+6%,,2003 kj(479 kcal),+6%,+5%,"14,6",+15%,+9%,"37,8",+17%,+11%,"0,381",+15%,"0,152",+15%,23,+6%,E,+6%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,210 g,['sachet contenant 14 sachets fraîcheurs individuels'],['23230 La Celle sous Gouzon'],,,financiers,,,
1051,Comtes de la Marche Le Moelleux à la châtaigne 350 g - Pâtisserie les Comtes de la Marche,3760026388007,,['France'],"['Sucre de canne 28% ', 'La Réunion ou Ile Maurice', ""blancs d'œufs"", 'beurre', 'Châtaignes 14% UE ', 'farine et brisures de châtaignes', 'farine de blé', 'stabilisant : sorbitols', 'arôme', 'œufs entiers', 'poudres à lever ', 'diphosphates', 'Carbonates de sodium', 'amidon de blé', 'sel', 'arôme  ', 'Contient alcool', ' Traces possibles de fruits à coques', 'de soja et de graines de sésame']",['Non végétalien'],?,389,"17,9","51,6","5,1",,['Pâtisserie les Comtes de la Marche'],,"['E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,1628 kj(389 kcal),,,"12,5",,,"35,2",,,"0,39",,"0,156",,,,,,,,,,,,,350 g,['Carton'],,"['La Celle sous Gouzon', 'France']",,Gateau à la châtaigne,['Super U'],,
1052,Creme De Caramel Au Beurre Sale - Ty Guerné - 220g,3760026940212,"['Sans colorants', 'Sans conservateurs']",['France'],"['Sucre', 'crème', 'fraîche', 'beurre frais salé 20%', 'glucose']",['Non végétalien'],?,?,?,?,?,C,['Ty Guerné'],"['Snacks', 'Produits laitiers', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Crèmes', 'Produits à tartiner sucrés', 'Produits artisanaux', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Caramels', 'Caramels au beurre salé']",,['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,220 g,"['Bocal', 'Pot', 'Verre', 'Opercule aluminium']",,"['Ty guerné Biscuiterie Artisanale', '15 Rue de Penanguer', '29900 Concarneau', 'Finistère', 'Bretagne', 'France']",,,"['E.Leclerc', 'Leclerc']",,https://www.tyguerne.com/boutique/caramels-au-beurre-sale/creme-de-caramel-au-beurre-sale-220g-2/
1053,Loroyse Blonde - Les Brasseurs de Lorraine - 33cl,3760027050132,"['World Beer Awards', 'Déconseillé aux femmes enceintes', 'La Lorraine notre signature']",['France'],"['Eau', ""malt d'orge"", 'malt de blé', 'houblon', 'épices', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,C,['Les Brasseurs de Lorraine'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes']",,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",,"['Lorraine', 'France']",,,,,
1054,La Mousse au Génépi - Brasserie des Cimes - 25cl,3760027050385,['Point Vert'],['France'],"['Bière ', ""contient du malt d'orge"", ' - Liqueur au Génépi ', 'sucre', 'eau', 'alcool', 'arôme naturel dont extrait de Génépi', 'acidifiant : acide citrique', 'colorants : E102', 'E133']",[],?,?,?,?,?,C,['Brasserie des Cimes'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières aromatisées']","['E330 - Acide citrique', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,25 cl,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,"['France', 'Aix les Bains']",,Mélange de bière et de liqueur,['Brasserie des Cîmes'],,http://www.brasserie-des-cimes.com/nos-bieres/7-mousse
1055,La Mousse à la Framboise - Brasserie des Cimes - 25cl,3760027050422,['Point Vert'],['France'],"['Bière ', ""contient du Malt d'orge"", 'arômes dont extrait de framboise']",[],?,?,?,?,?,C,['Brasserie des Cimes'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bieres aromatisées aux fruits', 'Bières françaises', 'Bières artisanales']",,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,25 cl,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,"['France', 'Aix les Bains']",,Boisson alcoolisée à base de bière,['Brasserie des Cîmes'],,http://www.brasserie-des-cimes.com/nos-bieres/7-mousse
1056,La Mousse Violette - Brasserie des Cimes - 33cl,3760027050743,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",['France'],"[""Contient du malt d'orge""]",[],?,?,?,?,?,C,['Brasserie des Cimes'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières aromatisées']",,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,"['France', 'Aix les bains']",,Boisson alcoolisée à base de bière,['Carrefour'],,http://www.brasserie-des-cimes.com/nos-bieres/7-mousse
1057,L'Abominable - Brasserie des Cimes - 75cl,3760027050804,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",['France'],"[""Contient du malt d'orge""]",[],?,?,?,?,?,C,['Brasserie des Cimes'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières brunes']",,['Gluten'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,75 cl,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,"['France', 'Aix les bains']",,Bière brune,['Carrefour'],,http://www.brasserie-des-cimes.com/nos-bieres/8-l-abominable
1058,Brut de Cacao Lin Noir - Le Clos de l'Arche - 90g,3760027470015,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Fabrication artisanale']",['France'],"['Ingrédients : Pâte de cacao*', 'Pur beurre de cacao*', 'Graine de lin brun* 10% ', 'cacao 99% mini', ' ', '*', "" issu de l'agriculture Biologique"", ' Produit pouvant contenir des traces de fruits à coques']",[],?,348,18,12,21,D,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,3,18 g,en quantité modérée,8 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,-37%,1456 kj(348 kcal),-37%,-54%,8,-65%,-69%,1,-97%,+174%,1,+2041%,"0,4",+2041%,15,-29%,D,-29%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,90 g,"['Carton', 'Tablette']",,"['France', 'Langon']",,,,,http://www.closdelarche.com/chocolat/16-bruts-de-cacao
1059,Cacao en poudre sucré - Le Clos de l'Arche,3760027470114,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",['France'],[],[],?,390,"3,84","79,5","6,5",C,"[""Le Clos de l'Arche""]","['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Cacaos en poudre', 'Chocolats en poudre']",,,,,,,,,,,,,+11%,1632 kj(390 kcal),+12%,-72%,"2,15",-73%,+206%,"59,2",+453%,-62%,"0,44",+307%,"0,176",+307%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,,
1060,Crac Noisettes -  - 120g,3760027470152,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,656,"57,74","12,93","14,92",,,,,,,,,,,,,,,,,2745 kj(656 kcal),,,"7,49",,,"9,77",,,"1,8",,"0,72",,,,,,,,,,,,,120 g,,,,,,,,
1061,Chocolat lait - Le Clos de l'Arche,3760027470305,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,582,"38,7","50,4","6,7",D,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,,38.7 g,en quantité élevée,24.9 g,en quantité élevée,48.6 g,en quantité élevée,0.077 g,en faible quantité,,+5%,2435 kj(582 kcal),+5%,+12%,"24,9",+27%,-3%,"48,6",-1%,-7%,"0,077",-67%,"0,031",-67%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,
1062,Chocolat blanc sesame - Le Clos de l'Arche,3760027470428,"['Bio', 'Agriculture UE/Non UE']",['France'],[],[],?,560,"34,4","52,85",0,E,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats blancs au sésame']",,,,34.4 g,en quantité élevée,18.8 g,en quantité élevée,51.1 g,en quantité élevée,0.51 g,en quantité modérée,,-1%,2343 kj(560 kcal),-1%,-5%,"18,8",-13%,-1%,"51,07",+1%,-100%,"0,51",+98%,"0,204",+98%,28,+5%,E,+5%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,,
1063,Chocolat noir menthe poivree - Le Clos de l'Arche,3760027471043,"['Bio', 'Agriculture UE/Non UE']",['France'],[],[],?,574,"38,14","30,03","7,65",E,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,38.1 g,en quantité élevée,27.9 g,en quantité élevée,24.4 g,en quantité élevée,0.17 g,en faible quantité,,+3%,2402 kj(574 kcal),+4%,-3%,"27,91",+21%,-22%,"24,45",-23%,-0%,"0,17",+264%,"0,068",+264%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1064,Chocolat noir pralin - Le Clos de l'Arche,3760027471104,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,541,"32,3","52,6","6,7",D,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,32.3 g,en quantité élevée,17.1 g,en quantité élevée,46.7 g,en quantité élevée,0.04 g,en faible quantité,,-3%,2264 kj(541 kcal),-2%,-18%,"17,1",-26%,+36%,"46,7",+47%,-13%,"0,04",-14%,"0,016",-14%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1065,Brut de Cacao Menthe,3760027471111,"['Bio', 'Agriculture UE/Non UE']",['France'],[],[],?,514,"44,17","7,5","12,2",,,,,,,,,,,,,,,,,2151 kj(514 kcal),,,"27,01",,,"2,13",,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,
1066,Chocolat lait crunchy riz soufflé - Le Clos de l'Arche,3760027471135,"['Bio', 'en:gluten-free']",['France'],[],[],?,491,"27,49","54,14","5,98",E,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au riz', 'Chocolats au lait au riz', 'Chocolats au riz soufflé']",,,,27.5 g,en quantité élevée,15.5 g,en quantité élevée,49.9 g,en quantité élevée,0.47 g,en quantité modérée,,,2054 kj(491 kcal),+1%,-10%,"15,47",-16%,-3%,"49,9",+4%,-8%,"0,47",+38%,"0,188",+38%,28,+7%,E,+7%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,
1067,Chocolat au lait 58% - Erithaj,3760027540022,,['France'],"['Fèves de cacao', 'beurre de cacao', 'lait entier', 'sucre de canne ', 'Peut contenir des traces de gluten', 'fruits à coques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,570,"39,4","41,4","9,2",E,['Erithaj'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['Lait'],3,39.4 g,en quantité élevée,29.9 g,en quantité élevée,36.2 g,en quantité élevée,0.01 g,en faible quantité,,+3%,2385 kj(570 kcal),+3%,+14%,"29,9",+53%,-20%,"36,2",-26%,+28%,"0,01",-96%,"0,004",-96%,21,-18%,E,-18%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,
1068,Hàm Luông 80% - Erithaj - 100g,3760027540053,,['France'],"['cacao beans', 'cacao butter', 'cane sugar ', 'May conta:n traces of gluten', 'nuts', ' DUNKLE SCHOKOLADE', 'Kakaoanteil mindestens 8006', ' Zutatcn : Kakaobohnen', 'Kakaobutteq Rohrzucker ', 'Kann Spuren von Gluten', 'Nüssen enthalten']",[],?,557,"38,7","33,1",13,E,['Erithaj'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,38.7 g,en quantité élevée,28.6 g,en quantité élevée,29.1 g,en quantité élevée,6 g,en quantité élevée,,+0%,2330 kj(557 kcal),+0%,-2%,"28,6",+24%,-14%,"29,1",-8%,+70%,6,+12748%,"2,4",+12748%,27,+27%,E,+27%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,,,,,,,,
1069,Bên Tre Chocolat Noir 65% - Erithaj,3760027540060,['Pur beurre de cacao'],['France'],"['fèves de cacao', 'beurre de cacao', 'sucre de canne ', 'Peut contenir des traces de gluten', 'arachides', 'fruits à coques']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,568,"39,2",50,0,E,['Erithaj'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,3,39.2 g,en quantité élevée,29.2 g,en quantité élevée,33.2 g,en quantité élevée,6.8 g,en quantité élevée,,+2%,2377 kj(568 kcal),+2%,-1%,"29,2",+26%,+30%,"33,2",+5%,-100%,"6,8",+14461%,"2,72",+14461%,29,+37%,E,+37%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1070,Bên Tre - Erithaj,3760027540183,,['France'],"['Fèves de cacao', 'beurre de cacao', 'sucre de canne ', 'Peut contenir des traces de gluten', 'fruits à coques', 'sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,550,"38,1","14,8","14,9",E,['Erithaj'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,3,38.1 g,en quantité élevée,26.7 g,en quantité élevée,0.9 g,en faible quantité,0.01 g,en faible quantité,,-1%,2301 kj(550 kcal),-1%,-3%,"26,7",+16%,-62%,"0,9",-97%,+95%,"0,01",-79%,"0,004",-79%,16,-25%,D,-25%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,
1071,Keepcan Energy Drink Orginal,3760027560044,,['France'],"['eau', 'sucre', 'glucose', 'acide : acide citrique', 'dioxyde de carbone', 'taurine', ""régulateur d'acidité citrate de sodium et carbonate de magnésium"", 'arôme', 'colorant : caramel de sucre', ' caféine', ' niacine', 'acide pantothénique', 'vitamine B6', 'vitamine B12']",['Sans huile de palme'],?,47,0,11,0,,"['Keepcan', 'Original Nomad']","['Boissons', 'Boissons avec sucre ajouté']","['E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E331 - Citrates de sodium', 'E504i - Carbonate de magnésium', 'E150 - Caramel']",,4,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.16 g,en quantité modérée,,-45%,197 kj(47 kcal),-47%,-100%,0,-100%,-44%,11,-40%,-100%,"0,16",+328%,"0,064",+328%,15,+26%,E,+26%,,,,,,,,,,,,,,,,
1072,Beer Mojito - Keepcan - 490ml,3760027562222,"['en:Pasteurisée', 'en:Refermable']",['France'],"['eau', ""malt d'orge"", 'malt de brasserie', 'arômes : menthe', 'citron vert - citron', ""régulateur d'acidité : acide citrique"", 'houblon']",[],?,?,?,?,?,C,['Keepcan'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",['E330 - Acide citrique'],['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,490 ml,"['Canette', 'Métal']",,['U.E.'],,Bière aromatisée à la menthe et au citron vert,,,
1073,Secret des Diables,3760027600740,,['France'],[],[],?,?,?,?,?,B,"['Secret des Diables', 'Saint-Chinian']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', 'Saint-Chinian']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,"['Bouteille', 'Verre']",['France'],,,,,,
1074,3760027601624,3760027601624,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Vin rosé,3760027640029,,['France'],[],[],?,?,?,?,?,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Framboise Sans Pépins - Le Domaine Framboisier - 360g,3760027720196,"['Sans arômes artificiels', 'Sans conservateurs', 'Sans pépins']",['France'],"['framboises 57%', 'sucre 43%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,C,['Le Domaine Framboisier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,360 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,"['EMB 28324', 'Saint-Arnoult-des-Bois (Eure-et-Loir, France)']",,['Goût & Qualité'],,
1077,Pur jus de pomme non filtré - Le Pressoir des Gourmands - 25cl,3760027740002,,['France'],[],[],?,49,"0,5",12,"0,5",C,['Le Pressoir des Gourmands'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.005 g,en faible quantité,,+7%,205 kj(49 kcal),+7%,+178%,"0,1",+197%,+9%,12,+15%,+128%,"0,005",-60%,"0,002",-60%,5,+20%,C,+20%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,25 cl,,,,,,,,
1078,Jus de poire conférence - Le Pressoir des Gourmands - 25cl,3760027740095,,['France'],[],[],?,63,"0,5",15,"0,5",D,['Le Pressoir des Gourmands'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",,,,0.5 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.005 g,en faible quantité,,+24%,264 kj(63 kcal),+26%,+110%,0,-100%,+29%,15,+51%,+54%,"0,005",-31%,"0,002",-31%,9,+99%,D,+99%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,25 cl,,,,,,,,
1079,Jus du festival (pomme carotte),3760027740262,,['France'],[],[],?,45,"0,5",11,"0,5",,,,,,,,,,,,,,,,,188 kj(45 kcal),,,"0,1",,,11,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1080,Gelée extra coing - Le Pressoir des Gourmands,3760027744710,,['France'],[],[],?,325,"0,5",80,"0,5",D,['Le Pressoir des Gourmands'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,80 g,en quantité élevée,0.02 g,en faible quantité,,+33%,1360 kj(325 kcal),+32%,+111%,"0,1",+176%,+32%,80,+38%,+81%,"0,02",+82%,"0,008",+82%,13,+11%,D,+11%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1081,Pâté de Canard à l'Armagnac,3760027810125,,['France'],[],[],?,340,"32,1","0,2","12,6",,,,,,,,,,,,,,,,,1423 kj(340 kcal),,,"12,4",,,"0,2",,,"1,48",,"0,592",,,,,,,,,,,,,,,,,,,,,
1082,Rosé pamplemousse  -,3760028083368,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 79080', 'Châtillon-sur-Thouet (Deux-Sèvres, France)']",,,,
1083,Vin duc de la Maloniere Bergerac,3760028091455,['AOP'],['France'],[],[],?,20,0,30,0,,,,,,,,,,,,,,,,,84 kj(20 kcal),,,0,,,15,,,3,,"1,2",,,,,,,,,,,,,,,,,"['EMB 33242A', 'Lèves-et-Thoumeyragues (Gironde, France)']",,,,
1084,Bière blonde de Bourgogne aromatisée au marc - Téméraire - 33cl,3760028280019,['Déconseillé aux femmes enceintes'],['France'],[],[],?,?,?,?,?,C,['Téméraire'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières aromatisées', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",,,,,['Kotopo'],,
1085,Téméraire aromatisée au cassis - Les 3 Fontaines - 33cl,3760028280026,,['France'],"['Eau', ""malt d'orge"", 'levure', 'houblons', 'arôme', 'extrait de bourgeon de cassis']",[],?,?,?,?,?,C,['Les 3 Fontaines'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières ambrées', 'Bières artisanales', 'Bières aromatisées']",,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bouteille', 'Verre']",,"['Bourgogne', 'France']",,,['Kotopo'],,
1086,Rillettes de la Sarthe RUEL - Charcuterie Ruel,3760028310594,,['France'],"['RILLETTES BOL 500 G INREDIENTS:MAIGRE DE PORC ORIGINE FRANCE', 'GRAS DE PORC ORIGINE FRANCE', 'SEL', 'POIVRE']",['Non végétalien'],?,517,50,"0,8",16,,['Charcuterie Ruel'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes françaises', 'Rillettes de la Sarthe']",,,3,50 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,,+28%,2163 kj(517 kcal),+29%,+33%,19,+32%,+112%,0,-100%,+1%,"1,2",-4%,"0,48",-4%,21,+7%,E,+7%,,,,,,,,,,,,,,,,
1087,Paté au lapin,3760028311737,,['France'],[],[],?,227,17,"2,2",16,,,,,,,,,,,,,,,,,950 kj(227 kcal),,,"6,5",,,"1,3",,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,
1088,Rillettes pur porc trempées à la louche,3760028312154,,['France'],[],[],?,517,"50,2","0,8","15,5",D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,50.2 g,en quantité élevée,19 g,en quantité élevée,0.4 g,en faible quantité,1.2 g,en quantité modérée,,+31%,2163 kj(517 kcal),+31%,+36%,19,+35%,+58%,"0,4",+18%,-2%,"1,2",-6%,"0,48",-6%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,
1089,Le tchanque,3760028510109,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Soupe de poisson - Scarlett le corre - 800ml,3760028530060,['en:gluten-free'],['France'],[],[],?,?,?,?,?,E,['Scarlett le corre'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,800ml,,,,,,,,
