,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,ingredients_origins,manufacturing,traceability_code,markets,quantity,link,additives,allergens,nova_score,palm_ingredients,generic_name,brand_owner,origin_detail
1574,Oeufs frais de poules bio,3475579911229,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,The original pop-corn sweet and salt,8713276011329,['France'],[],[],?,468,"22,6",57,"5,7",,,,,,,,,,,,,1958 kj(468 kcal),,,"7,9",,,"22,6",,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Thé vert jasmin et rose bio,3760270400371,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,,,,,,
1577,Houmous,6191557002891,['France'],[],[],?,36,"2,7","2,3","1,2",,,,,,,,,,,,,151 kj(36 kcal),,,"0,4",,,"0,1",,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Mozzarella di bufala campana,8026203000328,['France'],[],[],?,268,23,"0,8","14,5",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",23 g,en quantité élevée,15 g,en quantité élevée,0.8 g,en faible quantité,0.73 g,en quantité modérée,,+1%,1121 kj(268 kcal),+1%,+1%,15,-3%,+10%,"0,8",+36%,+1%,"0,73",+19%,"0,292",+19%,11,+7%,D,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,
1579,Gourde pommes,3760269312739,['France'],[],[],?,52,0,12,"0,6",,,,,,,,,,,,,218 kj(52 kcal),,,0,,,11,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Houmous classique,6191557002860,['France'],[],[],?,36,"2,7","2,3","1,2",,,,,,,,,,,,,151 kj(36 kcal),,,"0,4",,,"0,1",,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Filet mignon de porc,2209257004320,['France'],[],[],?,128,4,0,23,,,,,,,,,,,,,536 kj(128 kcal),,,"1,3",,,0,,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Chorizo,3760160411128,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Haterwood,20359218,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Formaggino con prosciutto omogeneizzato,5900852022012,['France'],[],[],?,91,"3,1","7,5","8,2",,,,,,,,,,,,,381 kj(91 kcal),,,"1,2",,,"2,8",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Beurre le fromager des halles,2481167005646,['France'],[],[],?,743,81,"1,5","0,6",,,,,,,,,,,,,3109 kj(743 kcal),,,55,,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Amandes Quiriga,3340390002657,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,cbd candy passion fruit,8719244996667,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Ragú vegetale con seitan,8001120869999,['France'],[],[],?,91,4,"5,5","8,3",,,,,,,,,,,,,381 kj(91 kcal),,,"0,7",,,"2,9",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Saumon fumé,3321431026849,['France'],[],[],?,184,10,"0,5",22,,,,,,,,,,,,,770 kj(184 kcal),,,"1,5",,,"0,5",,,3,,"1,2",,,,,,,,,,,,,['Plaque en carton'],,,,,['ASC-C-00836'],,,,,,,,,,
1590,Sablés de comté,3770014349613,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1591,Muffins sans gluten,9523080383135,['France'],[],[],?,438,"25,7","48,3","3,7",,,,,,,,,,,,,1833 kj(438 kcal),,,"5,5",,,"30,1",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,3662076021029,3662076021029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Noix de cajou grillées à l'huile et salées,2600159030040,['France'],[],[],?,553,"47,8","30,2","16,8",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",47.8 g,en quantité élevée,47.8 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,,-8%,2314 kj(553 kcal),-7%,+4%,"47,8",+462%,+18%,5,-23%,-10%,1,+59%,"0,4",+59%,11,+45%,D,+45%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,
1594,Patatina classica senza glutine,8002183012056,['France'],[],[],?,531,33,50,"6,2",,,,,,,,,,,,,2222 kj(531 kcal),,,"3,7",,,"0,5",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Velouté de courgette,3700238324158,['France'],[],[],?,127,"1,2","3,6","0,5",,,,,,,,,,,,,531 kj(127 kcal),,,"0,8",,,"0,9",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Souchi,3760253240475,['France'],[],[],?,197,"7,3",25,"7,3",,,,,,,,,,,,,824 kj(197 kcal),,,"2,3",,,"5,1",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,"['FR 41.059.003 CE', 'Contres (Loir-et-Cher, France)']",,,,,,,,,,
1597,Langue de porc cuite 2 P - Salaison Massardier,2472157035958,['France'],"['SALA $140 Salut Didier en Velay MASSARDIE FR 43', '177', '0 СЕ SALAISONS MASSARDIER 43140 ST DIDIER EN VELAY LANGUE DE PORC CUITE 2P position: Langue de porc ', 'origine UE', 'sel nitrité', 'eau', ' trose', 'maltodextrine', 'Emulsifiant: E451i', 'Antioxydant', ' ', ' arôme', 'Lactose', 'E621', 'sel', 'sucre', 'arôme de fumage', ' Numéro de Lot: 10920052']","['Non végétalien', 'Non végétarien']",?,194,"14,9","0,8","14,12",,"['Viandes', 'Charcuteries']",14.9 g,en quantité modérée,5.2 g,en quantité élevée,0.13 g,en faible quantité,1.1 g,en quantité modérée,,-26%,812 kj(194 kcal),-25%,-23%,"5,2",-28%,-46%,"0,13",-84%,-24%,"1,1",-54%,"0,44",-54%,11,-31%,D,-31%,,,,,,,,['Sachet'],['Salaison Massardier'],,,,"['FR 43.177.003 CE', 'Saint-Didier-en-Velay (Haute-Loire, France)']",,2,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451i - TPP', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,
1598,Bien être féminin - La Vie Claire,3266191018782,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons chaudes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Vie Claire'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1599,Veritable andouille de Vire normale,0209597179544,['France'],[],[],?,230,14,"0,5",26,,,,,,,,,,,,,962 kj(230 kcal),,,"7,7",,,"0,5",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Amarena Vanille,3760239140706,['France'],[],[],?,197,"7,7",30,"1,9",,,,,,,,,,,,,824 kj(197 kcal),,,"6,9",,,29,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Brooklyn,3760135622009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Clémentine,4311532303979,['France'],[],[],?,2,2,8,20,,,,,,,,,,,,,8 kj(2 kcal),,,2,,,5,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Tahini,7005662110206,['France'],[],[],?,659,58,"1,9",27,,,,,,,,,,,,,2757 kj(659 kcal),,,"9,5",,,"1,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Rognons de boeuf,2409385021453,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Whole wheat meal,6156000022536,['France'],[],[],?,352,"2,5",71,12,,,,,,,,,,,,,1473 kj(352 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Pelizie,8023331049762,['France'],[],[],?,374,18,8,30,,,,,,,,,,,,,1565 kj(374 kcal),,,6,,,1,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Cervelas 4 pièces,2871474041060,['France'],[],[],?,278,"24,8","1,56","11,9",,,,,,,,,,,,,1163 kj(278 kcal),,,"9,37",,,"0,63",,,"1,95",,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Pain d'épices,4035472353800,['France'],[],[],?,416,"17,7","50,9","9,9",,,,,,,,,,,,,1741 kj(416 kcal),,,"2,7",,,"36,8",,,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Pâte d'olives vertes,3536840334113,['France'],[],[],?,145,"14,8","0,4","1,3",,,,,,,,,,,,,607 kj(145 kcal),,,2,,,"0,3",,,"2,78",,"1,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Huille d’olive vierge extra,5603454020003,['France'],[],[],?,821,"91,28",0,0,,,,,,,,,,,,,3435 kj(821 kcal),,,"13,6",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Comte AOP 12 mois,2605067024990,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'Comté AOP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
1612,Draineur,8211681214187,['France'],[],[],?,1,100,0,0,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Gnocchi dIGPatate,8005121216059,['France'],[],[],?,156,0,32,5,,,,,,,,,,,,,653 kj(156 kcal),,,0,,,0,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Tarama,3760239853170,['France'],[],[],?,469,46,"5,7","8,3",,,,,,,,,,,,,1962 kj(469 kcal),,,"3,6",,,"0,6",,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Pois chiches,3276350021591,['France'],[],[],?,394,"2,4","58,2","22,1",,,,,,,,,,,,,1648 kj(394 kcal),,,"0,2",,,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Yaourt fermier pur chèvres fruits des bois - Les vaches nous rendent chèvres - 125gr,3770020440069,['France'],"['sadents : Lait de chèvre""', ""sucre* produit issu de l'agriculture biologique "", 'arôme""', 'femen']",['Non végétalien'],?,?,?,?,?,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Verre'],['Les vaches nous rendent chèvres'],['Bio'],,,,['Les jardins de Clérigo'],125 gr,,,,4,,,,
1617,Chips de betterave,3760226350538,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Olive noire en rouelles,3076820101026,['France'],[],[],?,142,15,0,"0,5",,,,,,,,,,,,,594 kj(142 kcal),,,"2,3",,,0,,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Le fondant cuisine,3073781149098,['France'],[],[],?,230,18,"6,5","10,5",,,,,,,,,,,,,962 kj(230 kcal),,,12,,,"6,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Brie,2488919018244,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Terrine de campagne,3269617096197,['France'],[],[],?,333,31,"0,7",14,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",31 g,en quantité élevée,14 g,en quantité élevée,0.7 g,en faible quantité,1.6 g,en quantité élevée,,+3%,1393 kj(333 kcal),+3%,+10%,14,+30%,-69%,"0,7",-19%,0%,"1,6",0%,"0,64",0%,21,+8%,E,+8%,,,,,,,,,,,,,"['FR 65.375.001 CE', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",,,,,,,,,,
1622,Baklava,3700066106247,['France'],[],[],?,413,14,64,"5,6",,,,,,,,,,,,,1728 kj(413 kcal),,,"2,5",,,32,,,"0,29",,"0,116",,,,,,,,,,,,,,,,,,"['EMB 94038A', 'Haÿ-les-Roses (Val-de-Marne, France)']",,,,,,,,,,
1623,Baume énergisant après rasage 2 en 1 - Mennen - 100ml,3600550153378,['France'],"['AQUA / WATER', 'ALCOHOL DENAT', 'GLYCERIN', 'BIS-PEG-18 METHYL ETHER DIMETHYL SILANE', 'CYCLOHEXASILOXANE', 'ACRYLATES/C10-30 ALKYI ACRYLATE CROSSPOLYMER', 'ASCORBYL GLUCOSIDE', 'CAFFEINE', 'ETHYL MENTHANE CARBOXAMIDE', 'MAGNESIUM GLUCONATE', 'SODIUM CITRATE', 'SODIUM HYDROXIDE', 'SODIUM POLYACRYLATE', 'PARFUM / FRAGRANCE ', 'F', 'I', 'L B33302/1']",[],?,?,?,?,?,,['Baume après rasage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plastique'],['Mennen'],,,['Israël'],,['super U'],100 ml,,"['E422 - Glycérol', 'E580 - Gluconate de magnésium', 'E331 - Citrates de sodium', 'E524 - Hydroxyde de sodium']",,4,,,,
1624,Émincé de kebab,1760151228966,['France'],[],[],?,144,"5,6",7,16,,,,,,,,,,,,,602 kj(144 kcal),,,"1,3",,,"3,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Saint-Nicolas de Bourgueil,3245415839044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Gésiers Cézarenque,2242540014743,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Cône Extreme Sundae,3274664173357,['France'],[],[],?,277,12,39,"3,1",,,,,,,,,,,,,1159 kj(277 kcal),,,"8,1",,,28,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Tonic water,50414024,['France'],[],[],?,19,0,"4,3",0,,,,,,,,,,,,,79 kj(19 kcal),,,0,,,"4,3",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Infusion de Rooibos d’afrique du sud et fleur de sureau - u bio - 1l,3256228645999,['France'],[],[],?,14,"0,5","5,1","0,01",,['Boissons'],0.5 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,,,,-75%,59 kj(14 kcal),-76%,+44%,"0,1",-15%,-55%,5,-47%,-98%,,,,,,,,,,,,,,,,['Carton'],['u bio'],"['Nutriscore', 'Nutriscore C']",,,,"['Super U', 'Magasins U']",1 l,,,,,,,,
1630,Vin cassis de bastide,3273943004696,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Biere Overlord,3701285933409,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Fromage blanc fermier,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Olives vertes,3770014867100,['France'],[],[],?,138,"13,4","1,3","1,3",,,,,,,,,,,,,577 kj(138 kcal),,,"2,2",,,"0,5",,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Rollmops,2250394051982,['France'],[],[],?,68,"11,8",1,"13,9",,,,,,,,,,,,,285 kj(68 kcal),,,"3,3",,,"0,8",,,"2,6",,"1,04",,,,,,,,,,,,,['Bocal en verre'],,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,
1635,Poulet rôti,2209555007108,['France'],[],[],?,166,"8,4","0,7",22,,,,,,,,,,,,,695 kj(166 kcal),,,"2,8",,,"0,7",,,"1,11",,"0,444",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,
1636,souris d'agneau,0211937041923,['France'],[],[],?,159,"8,8","0,5",20,,,,,,,,,,,,,665 kj(159 kcal),,,4,,,"0,5",,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Donuts brown glazed,0250719025911,['France'],[],[],?,474,"28,9","46,6","5,1",,,,,,,,,,,,,1983 kj(474 kcal),,,"16,5",,,"18,5",,,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,"Duo de lentilles boulgour, thon et oeuf - Extra carrefour",3560071235581,['France'],[],[],?,86,"2,9","7,6","6,3",,"['Plats préparés', 'Salades', 'Salades composées']",2.9 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en faible quantité,1 g,en quantité modérée,,-43%,360 kj(86 kcal),-43%,-68%,"0,5",-63%,-25%,"2,8",+24%,+14%,1,+14%,"0,4",+14%,0,-100%,B,-100%,,,,,,,,,['Extra carrefour'],"['Nutriscore', 'Nutriscore A', 'Pêche durable', 'Pêche durable MSC']",,,['MSC-C-57181'],,,,,,,,,,
1639,Bruyere-busserole Bio 200 Gelules - Nat Et Form?,3535400009638,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Lungkow Vermicelli Beans Thread,6901089042056,['France'],[],[],?,348,0,"85,9","0,3",,,,,,,,,,,,,1456 kj(348 kcal),,,0,,,"0,1",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Moutarde à l’ancienne,81692699,['France'],[],[],?,174,10,"9,4","6,9",,,,,,,,,,,,,728 kj(174 kcal),,,1,,,6,,,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Linguine All'arancia La Pasta,8000318200187,['France'],[],[],?,360,"1,2","72,6",13,,,,,,,,,,,,,1506 kj(360 kcal),,,"0,4",,,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Riesling - Pierre chanau,3214569905271,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pierre chanau'],,,,,,,,,,,,,,
1644,Lindahls,3023290052730,['France'],[],[],?,56,"0,2","3,5",10,,,,,,,,,,,,,234 kj(56 kcal),,,"0,1",,,"3,1",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Tarti poivron,3664959003146,['France'],[],[],?,75.6,"4,9",14,"2,65",,,,,,,,,,,,,316 kj(75 kcal),,,"1,1",,,"6,8",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Grenadine,1014073446466,['France'],[],[],?,131,"0,1",32,"0,1",,,,,,,,,,,,,548 kj(131 kcal),,,"0,1",,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,3600541895478,3600541895478,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Regal,5027738014296,['France'],[],[],?,26,0,6,"0,5",,,,,,,,,,,,,109 kj(26 kcal),,,0,,,5,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Sauce Curry,3760258227426,['France'],[],[],?,699,"76,9","0,7","1,5",,,,,,,,,,,,,2925 kj(699 kcal),,,"6,1",,,"0,7",,,"1,74",,"0,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Filets de canard,0217713091052,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,7072002736,7072002736,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Les tendrefines de poulet,3266980006792,['France'],[],[],?,107,"1,3",0,23,,,,,,,,,,,,,448 kj(107 kcal),,,"0,4",,,0,,,"0,18",,"0,072",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
1653,Nutio,8693887005019,['France'],[],[],?,705,"4,34","67,81","14,31",,,,,,,,,,,,,2950 kj(705 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Gorgonzola mascarpone,2629490013970,['France'],[],[],?,387,36,"1,5",12,,,,,,,,,,,,,1619 kj(387 kcal),,,0,,,0,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,"Poulet rôti, purée à l'ancienne - La cuisine d'Océane - 300g",56634457,['France'],[],[],1279,306,16,21,19,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",,,,,,,,,,,1279 kj(306 kcal),,,"4,9",,,"0,6",,,"2,3",,"0,92",,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,"[""La cuisine d'Océane""]",,,,,,300 g,,,,,,,,
1656,cacahuetes grillés en coques non salé,8435177066757,['France'],[],[],?,654,50,17,29,,,,,,,,,,,,,2736 kj(654 kcal),,,"9,4",,,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Religieuse chocolat,2030506564148,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Pouilly fume,3580284010072,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Bien cultivé Lentilles - d'aucy,3017800502068,['France'],[],[],?,77,"0,5",10,"6,4",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Lentilles cuisinées en conserve']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.13 g,en faible quantité,,+13%,322 kj(77 kcal),+14%,-24%,"0,1",-25%,+17%,"0,2",-87%,+55%,"0,13",-80%,"0,052",-80%,-3,,A,,18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,"['Verre', 'Bocal']","[""d'aucy""]",,,['France'],,,,,,,,,,,
1660,Tarte pommes casis,0203311039039,['France'],[],[],?,293,14,38,"3,7",,,,,,,,,,,,,1226 kj(293 kcal),,,"9,2",,,22,,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Dried Sunflower Seed,4895101002567,['France'],[],[],?,599,45,"15,2","33,3",,,,,,,,,,,,,2506 kj(599 kcal),,,"5,5",,,"2,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Le Pot de Glace Artisanale - Chocolat Gourmand,3760156370828,['France'],[],[],?,205,"8,52","26,66","4,64",,,,,,,,,,,,,858 kj(205 kcal),,,"5,3",,,"20,54",,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Whipped protein bar cookie & cream,5060751990932,['France'],[],[],?,334,11,30,33,,,,,,,,,,,,,1397 kj(334 kcal),,,"5,2",,,"3,4",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Sirop d’agave Bio - Bio par nature - 250ml,3760211821890,['France'],[],[],?,?,?,?,?,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,0,-100%,,0,-100%,,,,,,,,,,,,,,,,,['Plastique'],['Bio par nature'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Mexique'],,,,250 ml,,,,,,Sirop d’agave,,
1665,Whipped protein bar rocky road flavor,5060751990956,['France'],[],[],?,328,"9,4",30,34,,,,,,,,,,,,,1372 kj(328 kcal),,,"5,3",,,"3,4",,,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,L’original,47291874,"['France', 'Suisse']",[],[],?,539,34,50,"5,5",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",34 g,en quantité élevée,2.8 g,en quantité modérée,0.4 g,en faible quantité,1.1 g,en quantité modérée,,+5%,2255 kj(539 kcal),+5%,+15%,"2,8",-9%,-8%,"0,4",-83%,-4%,"1,1",-17%,"0,44",-17%,7,-40%,C,-40%,,,,,,,,,,,,,,,,,,,,,,,
1667,"Lindt Edelbitter Mousse, Blaubeer Lavendel",4000539046803,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,super food bio,3229820800684,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Ring doughnut,0283318000805,['France'],[],[],?,396,"21,3","42,9","6,9",,,,,,,,,,,,,1657 kj(396 kcal),,,"9,6",,,"12,7",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
