,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,brand,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,traceability_code,packaging,brand_owner,additives,generic_name,manufacturing,link,palm_ingredients,ingredients_origins
1555,Patate douce,3470570029188,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,RENIERIS-PLANTATION,0764893001901,['France'],[],[],?,824,"91,6",0,0,,,,3448 kj(824 kcal),"12,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Farine de Lupin bio,3760222092081,['France'],[],[],?,332,8,9,41,,,,1389 kj(332 kcal),2,3,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de lupin']",,,,-4%,+36%,-78%,+69%,,,,,,,,8 g,en quantité modérée,2 g,en quantité modérée,3 g,en faible quantité,0 g,en faible quantité,-4%,+129%,-33%,-100%,-100%,0,,B,,"['Bio', 'en:gluten-free']",,,,,,,,,
1558,Maté vert,3770001358253,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1559,Poutine sauce mix,0772291027508,['France'],[],[],?,250,"37,5",2,"37,5",,,,1046 kj(250 kcal),2,2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Sucre - Lavazza,8000070141247,['France'],[],[],?,400,0,100,0,,['Lavazza'],,1674 kj(400 kcal),0,100,0,0,B,"['Édulcorants', 'Sucres']",,,,+3%,-100%,+2%,-100%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,+3%,-100%,+6%,-100%,-100%,14,-1%,D,-1%,,,,,,,,,,
1561,Miel de tilleul -,3502190013008,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Bouillon de boeuf,4022854011007,['France'],[],[],?,5,"0,1","0,8","0,1",,,,21 kj(5 kcal),0,"0,4","1,1","0,44",,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de bœuf']",,,,-96%,-98%,-95%,-98%,,,,,,,,,,,,,,,,-96%,-100%,-90%,-95%,-95%,,,,,,,,,,,,,,
1563,Jus de pommes,3760018150025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,
1564,Noix de saint jacques,3486120001801,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,4011905427362,4011905427362,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Mures - Collines en Limousin,3517830000546,['France'],"['Mûre ', '70%', 'pommes ', '30%', 'pectine ', 'gélifiant', "" si les fruits n'en contenait pas suffisamment""]",[],?,60,"0,8","15,2",1,,['Collines en Limousin'],,251 kj(60 kcal),"0,8","8,6",0,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,['E440 - Pectines'],,,,,
1567,Confiture artisanale fraises au madiran,3760012031368,['France'],[],[],?,262,"0,7",64,"0,4",,,,1096 kj(262 kcal),0,61,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,+21%,+190%,+21%,-10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.7 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+20%,-100%,+20%,-100%,-100%,8,-8%,C,-8%,,,,,,,,,,
1568,Les perles de Montpellier,3770006854231,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,
1569,Salade de pâtes poulet,3700841700455,['France'],[],[],?,205,"8,7","14,6",0,,,,858 kj(205 kcal),"2,7","0,6","0,4","0,16",D,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,,,+25%,+4%,+5%,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,8.7 g,en quantité modérée,2.7 g,en quantité modérée,0.6 g,en faible quantité,0.4 g,en quantité modérée,+26%,+81%,-71%,-48%,-48%,5,+493%,C,+493%,,,,,,,,,,
1570,Pur jus d'orange,2590596453376,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Applr juice drink,5060318663101,['France'],[],[],?,16,"0,1","3,5","0,1",,,,67 kj(16 kcal),"0,1","3,45","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Milch L,0111091988160486,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,D,"['Produits laitiers', 'Laits']",,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,La carte en chocolat,2001085106241,['France'],[],[],?,545,"32,4","55,6","6,2",,,,2280 kj(545 kcal),"19,5","54,6","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,pan de higo - Andrés - 250g,8414724754804,"['France', 'Espagne']",[],[],?,316,"8,2",?,"8,5",250g,['Andrés'],,1322 kj(316 kcal),"0,6",38,"0,4","0,16",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Produits déshydratés', 'Confiseries de Noël', 'Aliments à base de plantes séchées', 'Gâteaux aux figues sèches']",,,,+1%,+42%,,+50%,,,,,,,,8.2 g,en quantité modérée,0.6 g,en faible quantité,38 g,en quantité élevée,0.4 g,en quantité modérée,+1%,+24%,-11%,-48%,-48%,7,-28%,C,-28%,['Sans gluten'],,['genre galette sous celophane'],,,,"['Elche', 'Alicante']",,,['Espagne']
1575,Pain complet 300g - 300g,0200230006494,['France'],[],[],?,?,?,?,?,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Brochette chocolat - Auchan,2030502443652,['France'],[],[],?,?,?,?,?,,['Auchan'],['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Escalope de dinde,0204962045851,['France'],[],[],?,109,"1,2","0,6",24,,,,456 kj(109 kcal),"0,3",0,"0,2","0,08",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,-10%,-9%,-80%,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,-10%,-26%,-100%,-64%,-64%,-4,,A,,,,,,,,,,,
1578,Biologisch,8718265759466,['France'],[],[],?,70,"0,4",15,"0,7",,,,293 kj(70 kcal),"0,2",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Gourde Pudding protéinée - Body Fit - 125g,8718774019631,['France'],"['eau', 'isolat de protéine de lait', 'cacao maigre en poudre ', '2,5%', 'crème ', 'lait', 'stabilisant ', 'carraghénane', 'fructose', 'amidon de manioc modifié', 'chocolat en poudre ', '0,5%', ' ', 'sucre', 'masse de cacao', 'cacao maigre en poudre', 'arôme naturel de vanille', 'arôme naturel', 'épaississants ', 'gomme de guar', 'gomme xanthane', 'sel', 'édulcorant ', 'sucralose']",['Non végétalien'],?,85,"2,4","3,1",12,125 g,"['Body Fit', 'Body and Fit', 'Body & Fit']",['Body & Fit'],356 kj(85 kcal),"1,5",2,"0,17","0,068",,"['Desserts', 'Puddings', 'Puddings protéiné']",['Lait'],4,,-45%,-37%,-87%,+246%,,,,,,,,2.4 g,en faible quantité,1.5 g,en quantité modérée,2 g,en faible quantité,0.17 g,en faible quantité,-45%,-34%,-86%,+23%,+23%,-4,-192%,A,-192%,,"['FR 28.280.028 CE', 'Nogent-le-Rotrou (Eure-et-Loir, France)']","['Gourde', 'Plastique']",,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E955 - Sucralose']",Gourde Pudding protéinée,,https://www.bodyandfit.fr/smart-squeeze.htm,,['Pays-Bas']
1580,Pistaches grillées salées,3609060001674,['France'],[],[],?,624,52,15,19,,,,2611 kj(624 kcal),"6,1","6,1","1,34","0,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,
1581,Hazelnut Chocolate Spread - Francis Miot,3700416220432,['France'],"['Sucre', ' graisse végétale non hydrogénée ', 'palme', 'tournesol', 'karité', 'colza', ' noisette 12%', ' cacao maigre en poudre: lait écrémé en poudre', ' lactosérum en poudre', ' émulsifiant: lécithine de soja', ' arôme de noisette', ' Traces de soja', 'de lactose et de fruits à coque']","['Huile de palme', 'Non végétalien']",?,597,"41,7",51,"3,3",,['Francis Miot'],,2498 kj(597 kcal),"12,4","49,8","0,099","0,04",E,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['Fruits à coque'],4,,+9%,+22%,-1%,-52%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,41.7 g,en quantité élevée,12.4 g,en quantité élevée,49.8 g,en quantité élevée,0.099 g,en faible quantité,+9%,+61%,+4%,-4%,-4%,27,+30%,E,+30%,,,,,['E322i - Lécithine'],,,,['Huile de palme'],
1582,Berlingot,3045439108139,['France'],[],[],?,389,1,"95,5",1,,,,1628 kj(389 kcal),0,"47,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1583,"Just carrot,corn & butternut squash",8713500011439,['France'],[],[],?,46,"0,5",8,"1,4",,,,192 kj(46 kcal),"0,09","5,8","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Esca'pito - Le Palais de l'escargot,3709012000004,['France'],[],[],?,?,?,?,?,,"[""Le Palais de l'escargot""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Pain drakkar - Leclerc - Bon,3478921024790,['France'],[],[],?,?,?,?,?,Bon,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Millas au chaudron,2602489028605,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 09.111.002 CE', 'Engomer (Ariège, France)']",,,,,,,,
1587,Panzetta -,3334450087876,['France'],"['Poirine de porc ', 'origine France', 'sel', 'poivre', 'dextrose', 'sucre', 'épices', 'plantes aromatiques', 'Conservateur: E250', 'E252 ', 'Fumé au bois de châtaignier']",[],?,426,"34,1","2,2","27,5",,,,1782 kj(426 kcal),"12,9",0,"7,61","3,044",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
1588,"Tisanes, Infusions - Les Jardins de Gaïa",3582810113127,['France'],[],[],?,?,?,?,?,,['Les Jardins de Gaïa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,
1589,frugo - kiwi cytryna,5900552035275,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Filetes de Anchoas - 45g,8410102151548,['France'],[],[],?,210,"9,7",0,"28,9",45 g,,,879 kj(210 kcal),"2,2",0,"9,2","3,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Filets de poulet,2435199062788,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Pains chocolat beurre,0202172016401,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Volaille de ma region - Nature de France - 1,2220504024809,['France'],[],[],?,?,?,?,?,1,['Nature de France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1594,Filet de saumon,6407009000156,['France'],[],[],?,248,"18,2",2,"20,8",,,,1038 kj(248 kcal),"2,4","0,1","1,4","0,56",E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Saumons', 'Filets de saumon']",,,,+39%,+78%,+393%,+3%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,18.2 g,en quantité modérée,2.4 g,en quantité modérée,0.1 g,en faible quantité,1.4 g,en quantité modérée,+40%,+38%,-34%,+122%,+122%,11,+1229%,D,+1229%,,,,,,,,,,
1595,"Taylors of Harrogate Lemon & Orange Tea, 20 Tea Bags - 50g",0615357118928,['France'],[],[],?,?,?,?,?,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Pesto dipistacchio,8033493392316,['France'],[],[],?,765,"78,1","4,05","9,05",,,,3201 kj(765 kcal),"8,4","2,25",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Palet,3173280461773,['France'],[],[],?,579,42,38,"7,5",,,,2423 kj(579 kcal),25,34,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,
1598,Palette demi sel,2227429048088,['France'],[],[],?,92,"2,1","0,9",17,,,,385 kj(92 kcal),"0,8","0,7","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Purée de mangue Alfonso sucrée pasteurisée - Fruits Rouges & Co. - 1kg,3385630067249,['France'],"['Purée de Mangue Alfonso 95 %', 'Sucre 5 %']",[],?,341,"0,5",18,"0,7",1 kg,['Fruits Rouges & Co.'],,1427 kj(341 kcal),0,17,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de mangue']",,3,,+173%,+6%,-35%,+12%,,,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,0 g,en faible quantité,+172%,-100%,-35%,-100%,-100%,2,-29%,B,-29%,['Produits destinés aux professionnels'],,"['Sachet', 'Plastique', 'Doypack', 'Pasteurisé']",,,,,,,
1600,Crousty' Nette à la Cannelle - Crousty Breizh' - 165g,3770006152221,['France'],"['Farine de froment', 'lait', 'œuf', 'beurre', 'sucre', 'cannelle cassia épices Corlou', 'huile de tournesol']",['Non végétalien'],?,593,"38,9","47,3","8,1",165 g,"[""Crousty Breizh'""]",,2481 kj(593 kcal),5,"23,52","0,72","0,288",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Œufs', 'Gluten', 'Lait']",3,,+25%,+87%,-26%,+25%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,38.9 g,en quantité élevée,5 g,en quantité modérée,23.5 g,en quantité élevée,0.72 g,en quantité modérée,+25%,-50%,-20%,+22%,+22%,19,-4%,E,-4%,['Fabrication artisanale'],,"['Sachet', 'Plastique']",,,,['France'],,,
1601,Miel Châtaignier 500G,3263620404062,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,0041420061646,0041420061646,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Tagliatelle - S.B.D.C. - 500g e,3218260005018,['France'],"['Semoule de blé dur de qualité supérieure', 'eau', 'œufs 10,3% ', '140g/kg de semoule']",['Non végétalien'],1152,?,"2,1","50,6",11,500 g e,['S.B.D.C.'],,1152 kj(275 kcal),"0,7","1,4","0,05","0,02",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Pâtes fraîches', 'Réfrigérés', ""Pâtes de blé dur à l'œuf"", 'Nouilles aux oeufs', 'Tagliatelles aux œufs', 'Tagliatelles', 'Tagliatelles fraîches']","['Œufs', 'Gluten']",1,-1%,,-3%,-3%,+9%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,2.1 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en faible quantité,0.05 g,en faible quantité,+0%,+23%,-9%,-61%,-61%,-2,,A,,['Point Vert'],"['FR 57.474.001 CE', 'Mondelange (Moselle, France)', 'FR 67.474.001 CE', 'Soultz-sous-Forêts (Bas-Rhin, France)']","['Sachet', 'Plastique', 'Frais']",,,Pâtes aux œufs frais.,,,,
1604,Maple Blueberry - Turkey Hill - 90g,0065928662228,['France'],[],[],?,?,?,?,?,90g,['Turkey Hill'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Zrir,6194046800244,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,10 pains chocolat pur beurre,0210614031493,['France'],[],[],?,414,21,47,"7,6",,,,1732 kj(414 kcal),"8,1",15,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Palette à la diable,0286052071568,['France'],[],[],?,128,"7,2",1,"14,9",,,,536 kj(128 kcal),"2,5","0,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Baguette Duchesse cereales,0202936009847,['France'],[],[],?,303,"5,1","51,9",10,,,,1268 kj(303 kcal),"0,6","0,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Tomme de Savoie IGP,0210836028936,['France'],[],[],?,370,30,"0,5",25,,,,1548 kj(370 kcal),23,"0,5","1,5","0,6",,['Tomme de Savoie IGP'],,,,+5%,+5%,-22%,+1%,,,,,,,,30 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+5%,+11%,+17%,+1%,+1%,20,+8%,E,+8%,,,,,,,,,,
1610,Filet de poulet - Carrefour,0287565065730,['France'],[],[],?,?,?,?,?,,['Carrefour'],['Carrefour'],,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1611,Galettes pur beurre chocolat noir - La Trinitaine - 350g,3260260033737,['France'],[],[],?,507,26,58,"6,8",350 g,['La Trinitaine'],,2121 kj(507 kcal),16,27,"0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Original Barbecue,5060092695077,['France'],[],[],?,192,"3,1","38,6","1,9",,,,803 kj(192 kcal),"0,2",26,"1,64","0,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Chorizo fort,2688498018370,['France'],[],[],?,476,43,"2,3",20,,,,1992 kj(476 kcal),17,"1,8","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 81144', ""Lescure-d'Albigeois (Tarn, France)""]",,,,,,,,
1614,Tendre & Plus,2424271063041,['France'],[],[],?,109,2,"6,4",16,,,,456 kj(109 kcal),"0,5","2,6","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,
1615,Gelée Royale Lyophilisée - 60 Gélules - Laboratoire Phytoceutic,3492270005057,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1616,Fit Drops - Lemon Cake,4260289443424,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Bavette d'aloyau,2873098036477,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Peanut Butter Smooth,5397136000291,['France'],[],[],?,612,50,12,26,,,,2561 kj(612 kcal),"9,8","5,5","0,7","0,28",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,,+2%,+4%,-17%,+6%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,50 g,en quantité élevée,9.8 g,en quantité élevée,5.5 g,en quantité modérée,0.7 g,en quantité modérée,+2%,+18%,-13%,+31%,+31%,20,+82%,E,+82%,['Sans sucre ajouté'],,,,,,,,,
1619,Cornichons coktail - 190g,5425031095149,['France'],[],[],?,14,0,"0,5","1,3",190 g,,,59 kj(14 kcal),0,"0,3","2,3","0,92",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,-48%,-100%,-85%,+29%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en quantité élevée,-45%,-100%,-89%,+34%,+34%,5,+130%,C,+130%,,,,,,,,,,
1620,Filet de dinde,0217714029986,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,
1621,Palette,2460370070320,['France'],[],[],?,250,14,0,24,,,,1046 kj(250 kcal),5,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Filet de poulet,2435199071377,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Miel citronnier - L'Abeille Diligente - 150g,3263628419044,['France'],[],[],?,?,?,?,?,150 g,"[""L'Abeille Diligente"", 'Apidis']",,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", 'Miels de citronnier']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Organic,6291104289284,['France'],[],[],?,44,0,"9,7","0,7",,,,184 kj(44 kcal),0,"7,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,
1625,Jambon garanti à l'ancienne,2252519025786,['France'],[],[],?,123,"3,1","0,5",23,,,,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,-19%,-50%,+1%,+3%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-19%,-42%,+3%,+3%,+3%,5,-49%,C,-49%,,,,,,,,,,
1626,Brodo Vegetale,8009004908505,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,
1627,Douda Mixed Fruit,5410996154109,['France'],[],[],?,58,"0,1","13,7","0,1",,,,243 kj(58 kcal),"0,1","13,6","0,023","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,
1628,Tendre & Plus,2224658073737,['France'],[],[],?,123,"4,9","1,7",18,,['Tendre & Plus'],,515 kj(123 kcal),"1,9","0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
