,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,manufacturing,packaging,brand_owner,additives,allergens,nova_score,ingredients_origins,generic_name,link
1696,Noix de cajou bio,0284769033190,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1697,Organic Green Tea - Hampstead Tea,0813427000863,"['Bio', 'Bio-dynamie', 'Demeter']",['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Hampstead Tea'],,,,,,,,,,,
1698,Betterave rouge en dés assaisonnées - Bonduelle - 4000g,3083680708869,,['France'],[],[],?,26,109 kj(26 kcal),"0,3","0,1","4,1","3,7","0,7","0,58","0,232",4000 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",0.3 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.58 g,en quantité modérée,,,-42%,+59%,+652%,-48%,-48%,-57%,+514%,+514%,-3,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,['Bonduelle'],,,,,,,,,,,
1699,Lion BIO - Nestlé,5365037059281,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,411,1720 kj(411 kcal),"7,7","1,2",73,25,"8,2","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,
1700,Crepes Whaou,3322666000062,,['France'],[],[],?,468,1958 kj(468 kcal),24,"8,6",56,34,"6,9","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Palmier,3020120022116,,['France'],[],[],?,510,2134 kj(510 kcal),26,18,61,22,"6,7","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Mini beignets fourrés au chocolat noisettes,0260520019351,['Fabriqué en France'],['France'],[],[],?,428,1791 kj(428 kcal),24,"8,5",45,19,"6,8","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Yaourt nature biologique - Bio des Peupliers - 125g,3374270901013,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Lait entier* de Normandie ', ' Poudre de lait écrémé* ', ' Ferments lactiques du yaourt ', 'contient du lait', ""  \r * Produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,64.5,270 kj(64 kcal),"3,2","2,1","4,7","4,6","4,2","0,09","0,036",125g,A,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts biologique']",3.2 g,en quantité modérée,2.1 g,en quantité modérée,4.6 g,en faible quantité,0.09 g,en faible quantité,,-10%,-9%,-11%,-9%,-3%,+4%,+2%,-25%,-25%,1,+77%,B,+77%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,"['Bio des Peupliers', 'Ferme des Peupliers']",,"['FR 27.247.001 CE', 'Flipou (Eure, France)']","['Fretteville', 'France', 'Normandie']","['pot en verre', 'Verre', 'Pot']",,,['Lait'],3,,Yaourt ferme nature au lait entier biologique,
1704,Miel de lavande -,3770002516010,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1705,PUTINE pasta de semola - Conad,8003170050556,,['France'],[],[],?,362,1515 kj(362 kcal),"1,5","0,3","73,1","2,9","12,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conad'],,,,,,,,,,,
1706,Laranjada,5602120211615,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,2","10,2",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Vite un cookies multicereales,3702581,,['France'],[],[],?,394,1648 kj(394 kcal),"7,2","3,6","72,6","38,8","6,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Ayran,8718164542541,,['France'],[],[],?,36,151 kj(36 kcal),"2,1","1,4","2,8","2,8",2,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Pain Choco Maxi,,,['France'],[],[],?,402,1682 kj(402 kcal),22,15,41,11,"8,5","0,96","0,384",,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",22 g,en quantité élevée,15 g,en quantité élevée,11 g,en quantité modérée,0.96 g,en quantité modérée,,+2%,+1%,+0%,+13%,-3%,-8%,+19%,+6%,+6%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
1710,Diet super Greens - The Protein Works,5060339300757,,['France'],[],[],?,305,1276 kj(305 kcal),"4,5","0,6",35,"4,8",22,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['The Protein Works'],,,,,,,,,,,
1711,Tartinades de thon,3439050,,['France'],[],[],?,162,678 kj(162 kcal),10,"1,3","4,5","2,2",13,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Quinoa box,5754335446464,,['France'],[],[],?,96,402 kj(96 kcal),"3,8","0,4","11,6","1,7","2,6","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Suisses Pépites Chocolat,3700600116169,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Marguerite - Carrefour,3123456000398,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],['Carrefour'],,,,,,,,,,
1715,Bio-Instant Kaffee - Spar,9100000121505,,['France'],[],[],?,123,515 kj(123 kcal),"0,2","0,1","8,9","8,9","0,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,,,,,,,,,,
1716,Dupont d'Isigny,3215690800503,['Fabriqué en France'],['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 50099E', 'Carentan (Manche, France)']",,,,,,,,,
1717,Confiture Banane Vanille - Maison Perrotte,3701090800101,,['France'],"['Banane 62%', 'sucre', 'jus de citron', 'rhum grand cru de Trinidad Plantation 1%', 'vanille de Madagascar 0,05%', 'gelifiant: pectine de fruits']",[],?,191,799 kj(191 kcal),"0,6","0,6",46,45,"0,6","0,125","0,05",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de bananes']",0.6 g,en faible quantité,0.6 g,en faible quantité,45 g,en quantité élevée,0.125 g,en faible quantité,,-13%,-13%,+188%,+1193%,-12%,-11%,-25%,+333%,+333%,8,-13%,C,-13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Maison Perrotte'],,"['EMB 49364B', 'Vaudelnay (Maine-et-Loire, France)']",,,,['E440 - Pectines'],,4,,,
1718,Sirop de banane,3055150005136,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Biodrink antioxydant pendant effort - Punch power,9995545314,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,384,1607 kj(384 kcal),"0,1","0,1",95,59,"0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Punch power'],,,,,,,,,,,
1720,Chorizo skin glatt,2498731035091,,['France'],[],[],?,375,1569 kj(375 kcal),"29,8","13,4","1,2","0,5","31,1","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Wraps,8740337105390,,['France'],[],[],?,313,1310 kj(313 kcal),"5,8","1,2","56,3","2,8","8,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Bbq rib burger - 190g,4043696658298,,['France'],[],[],?,260,1088 kj(260 kcal),12,4,28,"7,7","9,6","1,7","0,68",190 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,TheSandwich Boerengezond Meergranen 160 GR Kort Houdbaar,8714368008029,,['France'],[],[],?,210,879 kj(210 kcal),"8,3","4,3",22,"4,6",10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Glace saveur creme brulee - Grand Jury,3560071011161,,['France'],[],[],?,185,774 kj(185 kcal),"4,8","3,2",33,28,"2,1","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Grand Jury'],['Carrefour'],,,,,,,,,,
1725,Real Vegetable Chips,5425000192237,,['France'],[],[],?,441,1845 kj(441 kcal),19,"2,2",59,12,5,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Yaourt maigre griotte - Ferme des Peupliers - 125g,3374270042624,"['Nourri sans OGM', 'Sans OGM']",['France'],"[""Lait écrémé de Normandie issu d'animaux nourris sans OGM "", '<0', '9%', 'préparation griotte ', '20%', ' ', 'griotte ', '60%', 'sucre ', '31', '3%', 'stabilisants : amidon-pectine', 'conservateur : sorbate de potassium', 'arôme', 'poudre de lait écrémé', 'sucre ', '3%', 'ferments lactiques du yaourt ', 'contient du lait']",['Non végétalien'],?,82.1,344 kj(82 kcal),"< 0,5","< 0,1","16,3","15,7","3,7","0,09","0,036",125g,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts écrémé']",0.5 g,en faible quantité,0.1 g,en faible quantité,15.7 g,en quantité élevée,0.09 g,en faible quantité,,-19%,-19%,-84%,-95%,+16%,+22%,+1%,-23%,-23%,1,-66%,B,-66%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Ferme des Peupliers'],,"['FR 27.247.001 CE', 'Flipou (Eure, France)']","['Flipou', 'France']","['pot en verre', 'Verre', 'Pot']",,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,Yaourt maigre griotte,http://fermedespeupliers.fr/les-produits/les-legers
1727,Rôti de porc cuit - Carrefour Bio,2227849032803,"['Bio', 'Bio européen', 'FR-BIO-13', 'Fabriqué en France']",['France'],[],[],?,169,707 kj(169 kcal),"7,6",3,"0,6","0,5",24,"1,4","0,56",,D,"['Viandes', 'Porc', 'Rôtis de porc']",7.6 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+17%,+19%,+51%,+44%,-27%,-20%,+7%,-19%,-19%,5,-30%,C,-30%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['Carrefour Bio'],['Carrefour'],"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,,,,,
1728,Pomme de terre,3360190036324,,['France'],[],[],?,77,322 kj(77 kcal),"0,5","0,1","15,2","0,7","2,2","0,02","0,008",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.02 g,en faible quantité,,-21%,-22%,-76%,-71%,-14%,+27%,+8%,-91%,-91%,-6,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,
1729,Tête haute,3770012285005,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Sesame au yuzu,3760063320152,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Ayran - Gazi - 250ml,4002566004252,,['France'],[],[],?,36,151 kj(36 kcal),2,1,3,3,2,1,"0,4",250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gazi'],,,,,,,,,,,
1732,filet de maquereaux - Saupiquet,5413149790117,['en:produced-in-bretagne'],['France'],[],[],?,221,925 kj(221 kcal),19,"3,4",2,"1,2",11,"0,9","0,36",,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",19 g,en quantité modérée,3.4 g,en quantité modérée,1.2 g,en faible quantité,0.9 g,en quantité modérée,,-0%,+0%,+16%,-8%,+85%,+126%,-33%,-19%,-19%,3,-52%,C,-52%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,['Saupiquet'],,,,,,,,,,,
1733,Trio Mangue Ananas Kiwi - Leclerc,0208805031889,['Sans conservateurs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,
1734,Filet de poulet roti,0266494037988,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1735,Hummus,3838471035972,,['France'],[],[],?,218,912 kj(218 kcal),17,"2,1","7,1","1,8","5,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,St Félicien OL,3606520644617,,['France'],[],[],?,301,1259 kj(301 kcal),27,19,"0,5","0,5",14,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Guindillas en vinagre de vino suave - acequia,8436019251409,,"['France', 'Espagne']",[],[],?,28,117 kj(28 kcal),"0,5","0,3","4,9",0,"0,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Acequia'],,,,,,,,,,,
1738,Perles de poivrons,3760074795741,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22084A', ""Jugon-les-Lacs (Côtes-d'Armor, France)"", 'FR 22.084.018 CE', ""Jugon-les-Lacs (Côtes-d'Armor, France)""]",,,,,,,,,
1739,Caramelos regaliz - Pifarré,8410719010467,,['France'],[],[],?,390,1632 kj(390 kcal),"0,5",0,90,76,"0,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pifarré'],,,,,,,,,,,
1740,Pizza gondole tomate mozza,3602826542053,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Soja sauce,8710518734084,,['France'],[],[],?,182,761 kj(182 kcal),"0,2","0,1","4,6",1,"6,1",17,"6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Carotte bâtonnet,3760032899023,,['France'],[],[],?,36,151 kj(36 kcal),"0,5","0,1","6,5","5,5","0,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Filets de poulet rôtis,0217437032348,,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,5","0,7","0,6","23,3","1,3","0,52",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",5.6 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+0%,+4%,+10%,+21%,+39%,-1%,-3%,-3%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1744,KR Car BESKV,2771361000012,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Pillsbury Chocolate Fudge Brownie Mix,51500555385,,['France'],[],[],?,379,1586 kj(379 kcal),"1,7",0,86,62,"3,4","0,275","0,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pillsbury'],,,,,,,,,,,
1746,Eau minerale naturelle,3303146,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Tuiles ondulées aux céréales complètes - 95g,9448630010425,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,480,2008 kj(480 kcal),22,"2,2",61,"7,3","7,5","0,94","0,376",95 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Salade Indienne,0201115011282,,['France'],[],[],?,261,1092 kj(261 kcal),25,"3,3","5,4","4,1","2,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Sardines à  l'huile,3339571400009,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Sauce Harissa bio,3700625400595,['Bio'],['France'],[],[],?,92,385 kj(92 kcal),5,"0,4",9,"6,6","1,3","2,6","1,04",,C,"['Epicerie', 'Sauces', 'Harissas']",5 g,en quantité modérée,0.4 g,en faible quantité,6.6 g,en quantité modérée,2.6 g,en quantité élevée,,-13%,-14%,+14%,-35%,-1%,+78%,-48%,-29%,-29%,12,+41%,D,+41%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,,,,,,
1751,Jambon cuit superieur - Kermené,3266110502538,['Bio'],['France'],[],[],?,140,586 kj(140 kcal),"6,3","2,3","0,1","0,1",21,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kermené'],,,,,,,,,,,
1752,Fruit chkhela,4860110210111,['Sans conservateurs'],['France'],[],[],?,371,1552 kj(371 kcal),"6,7","0,65","71,5","52,7","5,8","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Haricot blanc,8411058001864,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",['France'],[],[],?,350,1464 kj(350 kcal),2,"0,2",48,2,25,"0,012","0,005",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",2 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,0.012 g,en faible quantité,,+141%,+147%,+94%,-17%,+177%,+68%,+177%,-98%,-98%,-1,,A,,,,,,,,,,,,,,,,,,,,
1754,Poulet saumure cuit et fumé,0276382026444,,['France'],[],[],?,157,657 kj(157 kcal),"7,4",2,"0,6","0,5",22,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Jambon à l'ancienne - Tallec,2264752036733,,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,,"['Viandes', 'Charcuteries', 'Jambons']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,['Tallec'],,"['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,
1756,Frusion - Lucozade,5054267008212,,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,7","4,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lucozade'],,,,,,,,,,,
1757,Sorbet Cassis,3478920018189,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,La casera tinto de verano clasico,8410283381048,,['France'],[],[],?,34,142 kj(34 kcal),0,0,"2,1","2,1",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Casera'],,,,,,,,,,,
1759,Petite Rouelle cendrée,3548782100015,,['France'],[],[],?,256,1071 kj(256 kcal),"20,6","13,9","0,8","0,8",16,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.206.009 CE', 'Penne (Tarn, France)']",,,,,,,,,
1760,Le traiteur,3254568093876,,['France'],[],[],?,346,1448 kj(346 kcal),23,14,17,"2,9",17,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Vesontio,3457990000027,,['France'],[],[],?,363,1519 kj(363 kcal),30,20,"1,8","0,5",20,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,U pecurinu,2862560072020,,['France'],[],[],?,405,1695 kj(405 kcal),34,24,"1,5","0,5",24,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Tarama au piment d'Espelette,3760051725495,['Fabriqué en France'],['France'],[],[],?,449,1879 kj(449 kcal),"45,3","3,9","4,8","0,2","5,4","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Mantecado de noix de a coco,8412438015082,,['France'],[],[],?,521,2180 kj(521 kcal),26,10,65,19,"5,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Peeled Tomato,8003716001394,,['France'],[],[],?,31,130 kj(31 kcal),"0,4",0,5,5,"1,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Jus de pomme du Briard,2409381006829,['Sans conservateurs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Crème glacée caramel beurre salé - Nuri,3760066065302,,['France'],[],[],?,237,992 kj(237 kcal),10,"6,5",34,22,"2,5","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nuri'],,,,,,,,,,,
1768,3512030021167,3512030021167,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Tomate pelées,3061435000420,,['France'],[],[],?,24,100 kj(24 kcal),"0,5","0,1","3,3","2,7","0,9","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Turkish Delight noisettes,8697217002273,,['France'],[],[],?,375,1569 kj(375 kcal),"2,5",1,"87,5","77,5",2,"0,008","0,003",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",2.5 g,en faible quantité,1 g,en faible quantité,77.5 g,en quantité élevée,0.0075 g,en faible quantité,,+6%,+6%,+27%,+101%,+7%,+23%,+108%,-96%,-96%,14,+4%,D,+4%,,,,,,,,,,,,,,,,,,,
1771,Strathmore 33cl - Rockstar - 33cL,5000382027812,,['France'],[],[],?,?,,?,,?,,?,,,33 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rockstar'],,,,,,,,,,,
1772,Instant turmeric latte,5060211132407,"['Végétarien', 'Sans gluten', 'Végétalien', 'en:The Vegan Society']",['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Cassoulet breton a la saucisse de Molene - La Chikolodenn,3760108730397,,['France'],[],[],?,148,619 kj(148 kcal),"8,4","5,3","5,3","0,5","8,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Chikolodenn'],,,,,,,,,,,
1774,Fritelle goût bacon - Description Bénénuts,3168930444664,,['France'],[],[],?,12,50 kj(12 kcal),15,"1,2",70,"2,5","7,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Description Bénénuts'],,,,,,,,,,,
1775,Tesco Finest,5057545929988,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tesco Finest'],,,,,,,,,,,
1776,Suisse pépites de chocolat - 120g,3291810080468,,['France'],[],[],?,?,,?,,?,,?,,,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Tofu Fumé XIANGE,6925678100453,,['France'],[],[],?,232,971 kj(232 kcal),11,0,"4,8",1,"25,7","1,4","0,56",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Substituts de viande', 'Tofu', 'Tofus fumés']",11 g,en quantité modérée,0 g,en faible quantité,1 g,en faible quantité,1.4 g,en quantité modérée,,+45%,+45%,+20%,-100%,+184%,+34%,+65%,+65%,+65%,3,+230%,C,+230%,15.9%,34.2%,17.4%,15.8%,9.7%,7.0%,97,,,,,,,,,,,,
1778,Dragées chocolat 70% cacao,3078815380409,,['France'],[],[],?,479,2004 kj(479 kcal),15,"8,1",75,54,"6,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Noix de coco morceaux,0291439019095,,['France'],[],[],?,365,1527 kj(365 kcal),"33,5","29,7","7,15","6,23","3,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
