,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,ingredients_origins,link,markets,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand_owner,additives,traceability_code,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
1474,Filete afiambrado mini,5604925003259,,['France'],[],[],?,228,954 kj(228 kcal),17,"6,1","7,7","1,4",11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Feijão manteiga cozido - Trevi - 580ml - 540g (400g net égoutté),5605458130016,"['Bocal', 'Verre']",['France'],"['haricots beurre', 'eau', 'sel', 'stabilisant ', 'E385', ' Produit stérilisé']",[],"423,9",?,"423,9 kj(101 kcal)",1,"0,5","12,2","0,6","6,8","0,61","0,244",580 ml - 540g (400g net égoutté),"['Trevi', 'LPL', 'Leguminosas Portugal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Haricots beurre en conserve']",1 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,0.61 g,en quantité modérée,+328%,,+285%,+272%,+564%,+325%,-26%,+353%,-6%,-6%,-11,,A,,B,Haricots beurre cuits,,http://www.trevi.pt/pt/catalogo/FRASCOS2014.pdf,['Carrefour'],3,36.3%,28.4%,13.5%,6.8%,9.5%,5.5%,83,,,['E385 - Éthylène diamine tétra-acétate de calcium disodium'],,,"['EU', 'UE', 'Union européenne']",,,
1476,"Trevi Haricots Rouges Cuits ""Feijao Vermelho"" 400 GRS",5605458130023,,['France'],"['Produzido na U', 'E', ' Producto de la U', 'E', ' Produit de la U', 'E', ' Product of the U', 'E', ' Por/Por/Pour/ 401,0 kJ 95,']",[],?,95,397 kj(95 kcal),"0,8","0,4","11,2","0,7","7,1","0,5","0,2",,['Trevi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,"Trevi Haricots Oeils Noirs Cuits ""Feijao Frade"" 400 GRS",5605458130030,,['France'],"['COZIDO gl e antioxidante E-\\85', 'Produto esterüizado', ' CARILLA COCIDAS: carilla', 'agua', 'sal y antioxidante E•385', ' Producto esteriEo', ' eau', 'sel et antioxydant E-385', ' Product stéü']",[],?,99,414 kj(99 kcal),"0,9","0,4","14,2","0,2","6,8","0,6","0,24",,['Trevi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Azeitonas verde - Trevi,5605458130092,,['France'],[],[],?,154,644 kj(154 kcal),16,3,0,0,1,3,"1,2",,['Trevi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Marmelade - Trevi - 450g,5605458160174,,['France'],"['Ingredien6: Quince pulp ', '50%', ' ', 'quince and preservative ', 'E211', 'l', 'sugarand addity regulator ', '830', ' ECOPONTO Preparedwlth50goffrulbper100g', "" ' AMARELO""]",[],?,270,1130 kj(270 kcal),"0,5","0,1",65,65,1,"0,06","0,024",450 g,['Trevi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1480,Homemade Strawberry Jam,5605466905521,,['France'],[],[],?,226,946 kj(226 kcal),"0,2",0,55,"37,6","0,4",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.2 g,en faible quantité,0 g,en faible quantité,37.6 g,en quantité élevée,,,,+4%,+4%,-17%,-100%,+4%,-26%,-10%,,,,,,,D,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1481,Huile d'olive,5606126562016,,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Licor Ginja D'Obidos - Sous Cherry Liqueur - Vila Das Rainhas - 70CL,5606314012347,,['France'],[],[],?,?,,?,,?,,?,0,0,70 CL,['Vila Das Rainhas'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,E,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,
1483,Picatoste Picagrill Ajo-perejil - Rialto - 75g,5606439000564,,"['France', 'Espagne']",[],[],?,442,1849 kj(442 kcal),13,"3,1",67,"3,3",13,"1,1","0,44",75 g,['Rialto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",13 g,en quantité modérée,3.1 g,en quantité modérée,3.3 g,en faible quantité,1.1 g,en quantité modérée,,-7%,-7%,-37%,+3%,+14%,-11%,+38%,-44%,-44%,12,-18%,D,-18%,D,,,,,,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,,,
1484,Riz Carolino extra long - 1000g,5606456007232,['Sachet'],['France'],[],[],?,335,1402 kj(335 kcal),"0,5","0,1",76,"0,5","7,3","0,01","0,004",1000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Marmelada - Marque Repere - 450g,5606456008000,,"['France', 'Portugal']","['Pulpe de coing', 'sirop de glucose', 'sucre', 'conservateurs : benzoate de sodium et E220 ', 'dont sulfites', 'correcteur d’acidité : acide citrique']",['Sans huile de palme'],952,?,952 kj(228 kcal),"< 0,1","< 0,1",54,48,"0,4","0,57","0,228",450 g,['Marque Repere'],,,,,,,,,,,,,,,,,,,,,,,,,Préparation à base de coing,,,['Leclerc'],4,,,,,,,,,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,,,,
1486,Doce de tomate - 300g,5606456009908,,['France'],[],[],?,213,891 kj(213 kcal),0,0,52,51,"0,7",,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Graines de haricots cornilles - FEIJAO FRADE COZIDO - 850g,5606456010799,,['France'],[],[],?,86,360 kj(86 kcal),"0,8","0,3",11,"0,6",6,"0,36","0,144",850g,['FEIJAO FRADE COZIDO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Sardinhas em tomate picante - alva - 1,5606677001286,,"['France', 'Portugal']",[],[],?,140,586 kj(140 kcal),"2,3","2,3",2,"0,7","19,2","0,9","0,36",1,['Alva'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Sardines à la sauce tomate -  - 120g,5606677101269,,['France'],[],[],?,185,774 kj(185 kcal),10,"2,8",0,0,"21,5","0,5","0,2",120 g,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", 'Sardines à la tomate']",10 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,0.5 g,en quantité modérée,,+1%,0%,-17%,-8%,-100%,-100%,+24%,-47%,-47%,1,-71%,B,-71%,D,,,,,,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,['Sans colorants'],,,,,,,,
1490,Miel de fleurs,5606822004230,,['France'],[],[],?,332,1389 kj(332 kcal),0,0,83,74,0,"0,04","0,016",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",0 g,en faible quantité,0 g,en faible quantité,74 g,en quantité élevée,0.04 g,en faible quantité,,+12%,+11%,-100%,-100%,+7%,+6%,-100%,+71%,+71%,,,,,B,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1491,Super Pequeno Almoço - Energético,5608394451023,,['France'],[],"['Végétalien', 'Végétarien']",?,432,1807 kj(432 kcal),"20,3","2,6","46,6","12,2","14,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,
1492,Doce De Morango,5608516251050,,['France'],[],[],?,284,1188 kj(284 kcal),"0,3","0,3","69,8","62,6","0,4","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Marmelada - 500g,5608516252507,,['France'],[],[],?,291,1218 kj(291 kcal),"0,3",0,71,"56,8","0,6","0,025","0,01",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Tempero Frango D. Duarte - Dom Duarte - 200g,5608771080112,,['France'],[],[],?,46,192 kj(46 kcal),"0,7","0,2","6,6","6,4","2,1","15,8","6,32",200 g,['Dom Duarte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1495,Massa Pimentao D. Duarte,5608771082116,,['France'],[],[],?,35,146 kj(35 kcal),"0,5","0,1",5,"4,6","1,5",16,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,NaturalFrubis - frubis,5609092019218,,"['France', 'Espagne']",[],[],?,353,1477 kj(353 kcal),"0,22","0,06","76,8","69,8","1,63","0,11","0,044",,['Frubis'],"['Snacks', 'Snacks sucrés']",0.22 g,en faible quantité,0.06 g,en faible quantité,69.8 g,en quantité élevée,0.11 g,en faible quantité,,-21%,-21%,-99%,-99%,+34%,+97%,-73%,-71%,-71%,14,-26%,D,-26%,,,,,,,,,,,,,,,,,,,,,,
1497,Eau minerale,56074888,,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,001",0,0,0,0,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,+3%,-100%,-100%,-100%,-100%,0,-100%,A,-100%,,,,,,,,,,,,,,,,,,,,,,
1498,Gelatina sabor melancia - Mondelez,56089301,,['France'],[],[],?,10,42 kj(10 kcal),"0,1","0,1","0,8",0,"1,6","0,1","0,04",,['Mondelez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,sucre en poudre - carrefour 1erprix - 1kg,56446647,,['France'],[],[],?,?,,?,,?,,?,,,1kg,['carrefour 1erprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,
1500,Pétales de céréales - Gerblé,56505085,,['France'],[],[],?,400,1674 kj(400 kcal),5,"2,6",80,15,"6,8","0,54","0,216",,['Gerblé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1501,Skyr Bláber - Isey - 500g,5690527673006,"['Frais', 'Pot', 'Plastique']","['France', 'Islande']","['Sucre', 'bleuets ', '4 %', ""jus d'yliberia"", 'arômes', 'ferments']",[],?,87,364 kj(87 kcal),"0,2","0,1",12,11,"9,8","0,07","0,028",500 g,['Isey'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Fromages à la crème', 'Skyr']",0.2 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.07 g,en faible quantité,,+28%,+27%,-46%,-45%,+85%,+88%,+5%,-34%,-34%,-2,,A,,C,,,http://www.ms.is/vorur/vara/skyr.is-blaber-------500g/185,,4,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,['IS A017 EFTA'],,['Islande'],,,
1502,Isey skyr - Hreint - 500g,5690527679008,,['France'],"['*Hutfall af naringarvibmibunargildum Kelivara 0-4 oc @SkrdargatiÔ Skr6argatiÔ er norraen merking fyrir Fer matvôrur sem tellast ho lastar i sinum febuflokki', ' Pvî er atlaò ab auÔvelda neytendum ab Vella sér holla matvôru', ' Sié nénar é ms', 'is/skraargatid']",[],?,61,255 kj(61 kcal),"0,2","0,1","3,7","3,7",11,"0,08","0,032",500 g,['Hreint'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",0.2 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.08 g,en faible quantité,,-10%,-11%,-46%,-45%,-43%,-37%,+18%,-25%,-25%,-5,,A,,D,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['IS A017 EFTA'],,,,,
1503,Skyr -  - 500g,5690527731003,,"['France', 'Islande']",[],[],?,58,243 kj(58 kcal),"0,2","0,1","4,3","4,1","9,8","0,09","0,036",500 g,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",0.2 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en faible quantité,0.09 g,en faible quantité,,-15%,-15%,-46%,-45%,-34%,-30%,+5%,-15%,-15%,-5,,A,,D,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['IS A017 EFTA'],,,,,
1504,Skyr - Isey,5690527927109,,['France'],"['lait écrémé pasteurisé', ""jus d'ananas {3%"", 'lus de mangue ', '1%', 'jus de pêche ', '1%2', 'jus e citron', 'lus de fruit de la passion', 'amidon e maïs modifié', 'arômes', 'concentré de carotte édulcorants ', 'sucralose', 'acésulfame-K', 't cultures de skyr']",['Non végétalien'],?,50,209 kj(50 kcal),"0,1","0,06","4,7","4,3","7,6","0,07","0,028",,['Isey'],"['Boissons', 'Boissons édulcorées']",0.1 g,en faible quantité,0.06 g,en faible quantité,4.3 g,en quantité modérée,0.07 g,en faible quantité,,+233%,+254%,+23%,+133%,+75%,+84%,+5884%,+101%,+101%,6,+39%,D,+39%,,,,,,4,,,,,,,,,,"['E955 - Sucralose', 'E950 - Acésulfame K']",,,,,,
1505,Skyr vanille,5690527993104,,"['Belgique', 'France']",[],[],?,55,230 kj(55 kcal),"0,2","0,1","3,5","3,1","9,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,isey SKYR Mangue - 170g,5690527993609,,"['Belgique', 'France']",[],[],?,60,251 kj(60 kcal),"0,2","0,1","4,4","4,3",10,"0,1","0,04",170 g,['Ísey Skyr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1507,Isey,5690527994507,,['France'],[],[],?,105,439 kj(105 kcal),"3,6","1,3","8,3","7,5","9,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,
1508,Heimilis Braud - Myllan,5690568010235,,['France'],"['Wheat flour', 'water', 'ground wheat grains', 'rapeseed oil', 'sait', 'yeast', 'wheat fibre', 'emulsifier ', 'E481', 'flour treatment agent ', 'E300']","[""Pourrait contenir de l'huile de palme""]",?,254,1063 kj(254 kcal),"2,8","0,5",47,"0,3","8,6","1,4","0,56",,['Myllan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,['Gluten'],,,,
1509,Vanilje Sukker nr.10 Tørsleff 100g,5701009045423,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Huile de palme biologique - Philippe Vigean - 500g,5701043550273,['Papier'],['France'],['Huile de palme biologique'],"['Huile de palme', 'Végétalien', 'Végétarien']",3766,900,3766 kj(900 kcal),100,"49,3",0,0,0,0,0,500 g,['Philippe Vigean'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de palme']",100 g,en quantité élevée,49.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+6%,+4%,+5%,+4%,+224%,-100%,-100%,-100%,-100%,-100%,17,+120%,D,+120%,B,Huile obtenue de la pulpe des fruits du palmier à huile elaeis guineensis,['Amérique du Sud'],,,2,76.1%,8.7%,5.0%,7.7%,2.5%,0.0%,61,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,['Huile de palme'],,
1511,Sugar Fondant Pink - Dr. Oetker - 250g,5701073064856,['Carton'],"['Finlande', 'France']","['Sucre', 'sirop de glucose', 'eau', 'huile de palme', 'humectant E422', 'épaississants E413 et E466', 'émulsifiant E472c', 'arôme naturel', ""conservateur E202 correcteur d'acidité E330"", 'colorant E163']",['Huile de palme'],1668,394,1668 kj(394 kcal),"4,9","2,3",87,83,0,"0,04","0,016",250 g,['Dr. Oetker'],"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",4.9 g,en quantité modérée,2.3 g,en quantité modérée,83 g,en quantité élevée,0.04 g,en faible quantité,-0%,0%,+0%,-7%,-25%,+1%,+1%,-100%,-65%,-65%,16,-5%,D,-5%,,Pâte à sucre rose,,,['Noz'],4,,,,,,,,,,"['E422 - Glycérol', 'E413 - Gomme de dragon', 'E466 - Carboxyméthylcellulose', ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes']",,,,['Huile de palme'],,
1512,Powerade - 500ml,5701161707702,,"['Danemark', 'France']",[],[],?,18,75 kj(18 kcal),0,0,"4,1","4,1",0,"0,13","0,052",500ml,['Powerade'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Multikernesandwich Levebrød - Schulstad,5701205005542,,['France'],"['Sandwichbrgd INGREDIENSER• Vand', 'hvedemel', 'fuldkomshvedemel 17%', 'ru*erner 12%', 'ger', 'hvedeéuten', 'skàrne havrekemer 3%', 'valset hvede 3%', 'sirup', 'hvedefibre', 'eddike', 'knuste bMerner salt tilsatjod', 'cikoriefibre', 'sigtet rugnel', 'tarret hvedesurdej ', 'hvedemel', 'surdejskultur', 'emulgator ', 'vegetabilsk E471 og E472e', 'hvedemaltmel', 'bygnaltmel og melbehandlings - middel ', 'E300', ' Kan indeholde spor af melk']","[""Pourrait contenir de l'huile de palme""]",?,221,925 kj(221 kcal),"1,9","0,7",37,5,"9,2",1,"0,4",,['Schulstad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",,['Gluten'],,,,
1514,Snacks Bigbag,5701397312961,,"['Belgique', 'France']","['1 ', 'FR', ' PRODUIT SOUFFLÉ AU GOÛTJAMBON: farine de blé ', 'blé', '30% pommes de terre', '24% huile de tournesol', '3% sel', 'paprika', 'sucre', 'maltodextrine', 'oignons', 'exhausteurs de goût ', 'glutamate mono - Sodique', 'extrait de levure', 'épices', ""régulateur d'acidité "", 'lactique', ""extrait d'épices "", 'paprika', 'arôme de fumée', 'arômes', 'colorant ', 'extrait de paprika']",[],?,471,1971 kj(471 kcal),26,"1,8",56,"1,4",2,3,"1,2",,['Snacks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E160c - Extrait de paprika']",,"['Gluten', 'Lait']",,,,
1515,Pure Egg Whites,5701607588292,,['France'],[],[],?,45,188 kj(45 kcal),0,0,"0,8","0,3","10,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Fromage Blanc 60 % M.G. - Sutdiyari - 750g / 400g égoutté,5701638116631,"['boîte', 'métal', 'Plastique', 'Frais']","['France', 'Suisse']","['Lait de vache pasteurisé', 'sel', 'présure microbienne', 'culture bactérienne']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1240,?,1240 kj(296 kcal),28,20,0,0,12,"2,8","1,12",750 g / 400 g égoutté,['Sutdiyari'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.8 g,en quantité élevée,+231%,,+228%,+595%,+666%,-100%,-100%,+85%,+2517%,+2517%,23,+7914%,E,+7914%,C,,,,,3,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Point Vert'],,,,['Lait'],,,,
1517,Gerimax Active énergie 90 Comprimés,5702071382157,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Emborg Cooking Cream 200ML - 200mL,5704025011557,,['France'],[],[],?,208,870 kj(208 kcal),20,13,"4,1",4,"2,8","0,09","0,036",200 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Mikkeller Grassroots Wheat is the new hops - 33cl,5704255102988,"['Bouteille', 'Verre']",['France'],"['Eau', 'malt', 'blé malté', 'houblon', 'brettanomyces']",[],?,?,,?,,?,,?,,,33 cl,['Mikkeller'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'en:India Pale Ale', 'Bières danoises']",,,,,,,,,,,,,,,,,,,,,,,C,,,,,3,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Gluten'],,,,
1520,Applesin juice,5705001522609,,['France'],[],[],?,45,188 kj(45 kcal),0,0,"9,5","9,3","0,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Tavuk salam,5705250042606,,['France'],[],[],?,176,736 kj(176 kcal),13,"3,3","0,6",0,14,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Tamari - Sauce soja - Racines Bio - 400ml,5705751999997,,['France'],"['eau', 'soja 15%', 'sel', 'alcool']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,71,297 kj(71 kcal),"27,9","11,9","6,6","0,5","11,2","13,6","5,44",400 ml,"['Racines Bio', 'Puraliment']","['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",27.9 g,en quantité élevée,11.9 g,en quantité élevée,0.5 g,en faible quantité,13.6 g,en quantité élevée,,-35%,-35%,+22583%,+50755%,-63%,-96%,+75%,+13%,+13%,18,+61%,D,+61%,B,,,,,3,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,['Bio'],,,,['Soja'],,,,
1523,Lemon Lime Marmelade - Bangs,5706296100176,['gläser'],"['France', 'Pays-Bas']","['sucre ', '48 %', 'eau', 'pulpe de citron aune oulpe de citron vert ', '11 %', 'jus de citron jaune a hase concentré', 'huile essentielle de citron vert', ' Aditf épaississant ', 'pectine']",[],?,203,849 kj(203 kcal),"0,1","0,01",50,49,"0,2","0,2","0,08",,['Bangs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,['E440 - Pectines'],,,,,,
1524,Confiture de gingembre avec citron et orange - Bangs (Søstrene Grene),5706296100206,,['France'],"['Confiture de gingembres avec lemon et orangos Ivédients: 16% de fruits ', 'gingembre', 'lemon', 'jus doranges', 'sucre', ""de l'eau et pectine""]",[],?,174,728 kj(174 kcal),"0,2","0,03",43,39,"0,4","0,05","0,02",,"['Bangs (Søstrene Grene)', 'Bangs (Sœstrëne Grëne)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Tulip Chicken Luncheon Meat 340GR,5707196180251,,['France'],"['Viande de poulet ', 'abattu conformément aux principes halal', 'eau', 'amidon de pomme de terre', 'sel', 'amidon modifié de pomme de terre', 'sucre', 'stabilisant ', 'triphosphates', ""extraits d'épices"", 'conservateur ', 'nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,188,787 kj(188 kcal),13,"3,8","5,8",1,12,"1,1","0,44",,['Tulip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,['Halal'],,"['E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1526,Corner beef - Tulip,5707196221091,,['France'],[],[],?,230,962 kj(230 kcal),16,"7,2","0,5",0,21,"1,6","0,64",,['Tulip'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,De Små Grå - Kinqfisher,5707360002402,,['France'],"['Ingredients: Sucre', ' sel', ' extrait de réglisse', 'amidon de MAÏS modifié', ' talc sirop de glucose', 'charbon végétal']",[],?,365,1527 kj(365 kcal),"0,02",0,"90,8","86,8","0,2","0,03","0,012",,['Kinqfisher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,"['E553b - Talc', 'E153 - Charbon végétal médicinal']",,,,,,
1528,Nutra-go -,5707577120654,,['France'],"['NGREDIENTS/INGREDIENSER/AINESOSAT EN Sweeteners ', 'Maltitol Sucralose', 'Palm Oil', 'WHEY Protein Isolate IMILK', 'Maize Flour', 'HAZELNUTS ', '8', '3%6', 'Fat-Reduced Cocoa Pov Polydextrose', 'HAZELNUT Paste ', '2%', 'ALMOND Paste', 'Skimmed MILK Powder', 'Cocoa Butter', 'Inulin', 'Emulsifier ', 'SOY Lecithin', 'Butterfat IMILK', 'Salt', 'Flavouring', ' Raising Agent Ammon IGuar Gum', 'Acidity Regulator ', 'Ascorbic Acid', ' For allergens see ingredients capitalised and bold', ' May Contain: Egg', 'Gluten', 'Sesame and other Nuts']",[],?,485,2029 kj(485 kcal),31,15,38,"2,5",20,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,['Pur beurre de cacao'],,"['E965 - Maltitol', 'E300 - Acide ascorbique']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,
