,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link,brand_owner
1246,Mini cookies pépites chco,5411823866066,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,544,,2276 kj(544 kcal),,28,,16,,65,,42,,"5,4",,"0,7",,"0,28",,,,,,,,,,,,,,,,,
1247,Donut,5411823866110,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,['France'],[],,,[],,20 g,en quantité modérée,12 g,en quantité élevée,22 g,en quantité élevée,0.9 g,en quantité modérée,?,,398,-3%,1665 kj(398 kcal),-3%,20,-12%,12,+13%,49,+9%,22,+31%,"4,5",-24%,"0,9",-5%,"0,36",-5%,21,+8%,E,+8%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
1248,Donuts - Poppies - 6,5411823866189,6,,['Poppies'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,['France'],[],,,[],,21 g,en quantité élevée,13 g,en quantité élevée,15 g,en quantité élevée,1 g,en quantité modérée,?,,400,-2%,1674 kj(400 kcal),-2%,21,-8%,13,+23%,47,+5%,15,-11%,"5,5",-7%,1,+5%,"0,4",+5%,21,+8%,E,+8%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
1249,Donuts - Poppies,5411823866196,,,['Poppies'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,['France'],[],,,[],,17 g,en quantité modérée,9 g,en quantité élevée,10 g,en quantité modérée,1.2 g,en quantité modérée,?,,386,-6%,1615 kj(386 kcal),-6%,17,-25%,9,-15%,47,+5%,10,-40%,"5,5",-7%,"1,2",+26%,"0,48",+26%,19,-3%,E,-3%,B,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
1250,Mini éclairs assortiment - Poppies,5411823866691,,,['Poppies'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,19,,11,,27,,20,,"4,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1251,Galettes suedoises - Poppies,5411823866998,,,['Poppies'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,491,,2054 kj(491 kcal),,22,,"8,8",,67,,38,,"5,8",,"0,57",,"0,228",,,,,,,,,,,,,,,,,
1252,Crunchy Speculoos - Poppies - 380g e,5411823998033,380 g e,"['Bocal', 'Verre', 'Plastique']",['Poppies'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au spéculoos']","['Point Vert', 'Fabriqué en Belgique']",,['Belgique'],,,['France'],"['Spéculoos 67 % ', 'farine de blé', 'sucre', 'huiles végétales ', 'palme', 'colza', 'sirop de candi', 'poudre à lever ', 'bicarbonate de sodium', 'sel cannelle', 'huile de colza', 'sucre', 'huiles hydrogénées ', 'palme', 'colza', 'émulsifiants ', 'lécithine de tournesol', ""esters citriques des mono - et diglycérides d'acides gras"", 'acidifiant ', 'acide citrique']","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine', ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",['Gluten'],['Huile de palme'],4,32 g,en quantité élevée,7.4 g,en quantité élevée,35 g,en quantité élevée,0.5 g,en quantité modérée,?,,566,+0%,2368 kj(566 kcal),+0%,32,-11%,"7,4",-13%,63,+16%,35,+2%,"4,3",+25%,"0,5",+20%,"0,2",+20%,22,-4%,E,-4%,,,,,,,,,Crunchy Caramelised Cookie Spread - Crunchy Speculoos,['Huile de palme'],,
1253,Euro-premium Snack à L?agneau,5411860000560,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,10,,0,,0,,0,,23,,,,,,,,,,,,,,,,,,,,,
1254,Yoghurt,5411863000482,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,97,,406 kj(97 kcal),,"2,8",,"1,8",,"14,9",,"14,5",,3,,,,,,,,,,,,,,,,,,,,,
1255,Graine de potiron,5411866599846,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,557,,2330 kj(557 kcal),,"43,9",,"8,7",,"13,9",,1,,"24,5",,,,,,,,,,,,,,,,,,,,,
1256,Graines de sésame,5411866599860,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,626,,2619 kj(626 kcal),,52,,7,,6,,0,,20,,,,,,,,,,,,,,,,,,,,,
1257,Chocolat a fondre - lait,5411866624968,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,"33,3",,"20,6",,"54,6",,54,,"5,7",,"0,3",,"0,12",,,,,,,,,,,,,,,,,
1258,Graines de chia,5411866626474,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,,,,,['France'],[],,,[],,28.6 g,en quantité élevée,3.2 g,en quantité modérée,0 g,en faible quantité,,,?,,420,-6%,1757 kj(420 kcal),-6%,"28,6",-7%,"3,2",+3%,"6,1",-49%,0,-100%,"15,6",-22%,,,,,,,,,D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,
1259,Mélange de graines et d'amandes,5411866626498,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,569,,2381 kj(569 kcal),,"47,1",,"6,4",,12,,"2,2",,"21,5",,,,,,,,,,,,,,,,,,,,,
1260,Mix Pour Crêpe - Soezie,5411866848524,,,['Soezie'],,,,,,,['France'],"['Farine de blé', 'sucre', 'lait écrémé en poudre', 'lactosérum en poudre', 'sel', 'poudres à lever : E500ii', 'E450i', 'arômes', "" Peut contenir des traces d'œufs"", 'soja', 'graines de sésame', 'lupin et fruits à coque']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,343,,1435 kj(343 kcal),,"1,4",,"0,3",,"70,3",,"15,8",,"11,1",,"2,2",,"0,88",,,,,,,,,,,,,,,,,
1261,Gaufres De Bruxelles - Soezie,5411866848746,,,['Soezie'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",,,,,,['France'],"['farine de blé', 'sucre', 'poudres à lever: E500ii', 'E450i', 'sel', 'arômes', ' Peut contenir des traces de lait', 'œufs', 'soja', 'graines de sésame', 'lupin et fruits à coque']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.3 g,en faible quantité,0.2 g,en faible quantité,8.8 g,en quantité modérée,2.4 g,en quantité élevée,?,,336,-25%,1406 kj(336 kcal),-25%,"1,3",-94%,"0,2",-98%,"70,7",+23%,"8,8",-71%,"9,5",+58%,"2,4",+239%,"0,96",+239%,14,-36%,D,-36%,C,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,,
1262,Preparation pour Pain blanc - Soezie,5411866947791,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"3,6",,"1,8",,"73,2",,"5,1",,"14,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,
1263,All-in - Soezie,5411866947814,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"5,6",,"1,7",,"43,3",,"3,5",,"10,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
1264,All-in pain brioché - Soezie,5411866949887,,,['Soezie'],,,,,,,['France'],"['Farine de blé', ' sucre', ' Beurre concentré', 'sirop de glucose', "" poudre d'oeufs"", 'poudre de lait écrémé crémée lactosérum en poudre', ' levure sèche', ' sel', ' agents de traitement de la farine: enzymes', ' Humidité: max', ' 15,5%', ' Peut contenir des traces de soja', ' graines de sésame', 'lupin et fruits coque']",,"['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,305,,1276 kj(305 kcal),,"6,8",,"3,8",,"50,4",,"8,2",,"10,2",,1,,"0,4",,,,,,,,,,,,,,,,,
1265,Waldkorn - Soezie,5411866953938,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,"6,2",,"1,8",,"60,4",,"4,6",,"18,8",,"1,8",,"0,72",,,,,,,,,,,,,,,,,
1266,Preparation pour mix - Soezie,5411866957349,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,413,,1728 kj(413 kcal),,"9,8",,"2,8",,"62,1",,4,,"17,3",,"1,6",,"0,64",,,,,,,,,,,,,,,,,
1267,Pain aux graines de sésame - Soezie,5411866957387,,,['Soezie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,['France'],[],,,[],,5.5 g,en quantité modérée,1.7 g,en quantité modérée,3.4 g,en faible quantité,1.1 g,en quantité modérée,?,,286,-13%,1197 kj(286 kcal),-13%,"5,5",-10%,"1,7",+45%,46,-16%,"3,4",-13%,"11,6",+22%,"1,1",-14%,"0,44",-14%,3,-41%,C,-41%,,,,,,,,,,,,
1268,Pain complet - Soezie Original,5411866957899,,,['Soezie Original'],,,,,,,['France'],"[""Prép ation pour pain complet Ingrédients'"", ' arine intégrale de blé', 'farine de blé glvten', 'farin de soja', 'son de blé', 'germesdê blé', 'farine de mt t', 'agents de traitement de la farine', ' enzymes', 'pat contenir des traces de lait', 'œufs', 'ì graines de sésame', 'lupin et fruits à coque']",,['Gluten'],[],,,,,,,,,,?,,247,,1033 kj(247 kcal),,"3,3",,"0,7",,"40,6",,"1,5",,"10,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
1269,"Farine - Soezie - 2, kg e",5411866957950,"2, kg e",,['Soezie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,['France'],"['Farine de blé', 'agents de traitement de la farine : enzymes']",,['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",3,1.5 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,?,,347,+1%,1452 kj(347 kcal),+1%,"1,5",+12%,"0,2",-15%,"71,7",+3%,"0,2",-87%,"10,8",-1%,0,-100%,0,-100%,-1,,A,,B,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,
1270,Farine Surprima-Plus,5411866958001,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,348,,1456 kj(348 kcal),,"1,5",,"0,2",,70,,"0,2",,"12,2",,,,,,,,,,,,,,,,,,,,,
1271,Crousty plus - Soezie,5411866958025,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,256,,1071 kj(256 kcal),,"2,8",,"0,6",,48,,"0,4",,"8,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
1272,Mix pour pain multicéréales fine mouture,5411866958148,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,"2,8",,"0,4",,"65,4",,"1,2",,"13,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1273,Mix pour cake - Bio - Soezie,5411866958155,,,['Soezie'],,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,['France'],[],,,[],,,,,,,,,,?,,343,,1435 kj(343 kcal),,"1,5",,"0,2",,"71,7",,"0,2",,"9,8",,,,,,,,,,,,,,,,,,,,,
1274,Waldkorn,5411866959060,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"9,9",,"2,4",,"46,8",,"3,1",,"21,7",,"3,2",,"1,28",,,,,,,,,,,,,,,,,
1275,Préparation pour  speculoos,5411866959138,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,357,,1494 kj(357 kcal),,1,,"0,2",,"79,8",,"38,3",,"6,3",,"1,1",,"0,44",,,,,,,,,,,,,,,,,
1276,Mix pour crepes multicéréales - Soezie,5411866959350,,,['Soezie'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,"1,7",,"0,1",,"70,6",,"0,1",,"9,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1277,Gâteau basque -,5411866960592,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,,,,,['France'],[],,,[],,2.1 g,en faible quantité,0.6 g,en faible quantité,36.4 g,en quantité élevée,1.1 g,en quantité modérée,?,,362,-10%,1515 kj(362 kcal),-10%,"2,1",-89%,"0,6",-92%,"77,4",+56%,"36,4",+30%,"8,5",+56%,"1,1",+81%,"0,44",+81%,16,-11%,D,-11%,,,,,,,,,,,,
1278,Pain de saison - Soezie - 1,5411866965214,1,,['Soezie'],,,,,,,['France'],"['farine de blé', 'graines de potiron ', '9%', 'sucre', 'noisettes ', '5%', 'graines de sésame', 'soja', 'matière grasse végétale en poudre ', 'palme', 'dextrose', 'graines de lin', 'levain de seigle en poudre', ""malt d'orge"", 'levure sèche', 'sel', 'gluten de blé', ' agents de traitement de la farine: enzymes']",,"['Gluten', 'Fruits à coque', 'Graines de sésame', 'Soja']",['Huile de palme'],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
1279,Brownies,5411866966488,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['en:gluten-free'],,,,,['France'],"['Sucre', 'amidon ', 'maïs et pomme de terre', 'cacao maigre en poudre', 'chocolat ', 'sucre', 'masse de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'farine de riz', 'dextrose', 'épaissis - sants: cellulose et hydroxypropylmé - thylcellulose', 'sel', 'Peut contenir des traces de lait,']","['E322i - Lécithine', 'E460 - Cellulose']",,[],4,1.6 g,en faible quantité,1 g,en faible quantité,64.4 g,en quantité élevée,0.5 g,en quantité modérée,?,,376,-17%,1573 kj(376 kcal),-17%,"1,6",-94%,1,-88%,"84,5",+76%,"64,4",+88%,"3,1",-48%,"0,5",+31%,"0,2",+31%,16,-17%,D,-17%,D,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,
1280,Pannenkoeken - Dibro - 400g,5411866967249,400g,,['Dibro'],,['en:gluten-free'],,,,,"['Belgique', 'France']","['amidon ', 'maïs et tapioca', 'sucre', 'selt épaississants: méthylcellulose', 'hydroxypropyl méthylcellulose et carboxyméthylcellulose', 'émulsifiants: E471 et E473t agents levants: E575', 'E500ii et E341i', 'arôme,']","['E461 - Méthylcellulose', 'E464 - Hydroxypropylméthylcellulose', 'E466 - Carboxyméthylcellulose', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E575 - Glucono-delta-lactone', 'E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique']",,"[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,357,,1494 kj(357 kcal),,1,,"0,3",,"85,7",,"12,5",,"0,2",,"1,8",,"0,72",,,,,,,,,,,,,,,,,
1281,Limande du Nord,5411879333420,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,175,,732 kj(175 kcal),,"8,2",,"0,8",,13,,"0,6",,12,,"0,95",,"0,38",,,,,,,,,,,,,,,,,
1282,Kip andalouse,5411883035150,,,,,['Halal'],,,,,['France'],[],,,[],,,,,,,,,,?,,269,,1125 kj(269 kcal),,"22,3",,"2,3",,"6,5",,"4,4",,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,
1283,Vietnam - Legumaise,5411883070700,,,['Legumaise'],,,,,,,['France'],"['KNOLSELDER', 'water', 'koolzaadolie', 'ui', 'aardappelen', 'soutien', 'kruiden ', 'bevat ËEMOSTERD', 'CELERI RAVE', 'eau', 'huile de P colza', 'oignon', 'pommes de terre', 'épices ', 'contient moutarde', ' vinaigre']",,"['Céleri', 'Moutarde']",[],,,,,,,,,,?,,164,,686 kj(164 kcal),,"15,4",,"1,4",,"3,8",,"1,8",,"1,1",,"1,4",,"0,56",,,,,,,,,,,,,,,,,
1284,Goulash - EQuinox - 400g,5411896111193,400 g,,['EQuinox'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Goulash']",,,,,,['France'],[],,,[],,2.8 g,en faible quantité,1.1 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,97,-39%,406 kj(97 kcal),-39%,"2,8",-62%,"1,1",-57%,"3,6",-66%,"0,5",-68%,14,+48%,"1,4",+48%,"0,56",+48%,3,-11%,C,-11%,,,,,,,,,,,,
1285,Carbonnade Flamande à la Bière - Equinox,5411896111520,,"['Conserve', 'Bocal', 'Verre', 'métal']",['Equinox'],"['Conserves', 'Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Plats au bœuf', 'Plats préparés en conserve', 'Carbonnades flamandes']",,,,,,['France'],"['Viande de bœuf ', '32% viande cuite', 'jus de viande de bœuf', 'eau', 'bière 3,9 % ', 'eau', ""malt d'orge"", 'blé', 'levure', 'houblon', 'sucre candi', 'amidon modifié', 'oignons frits 1,1 % ', 'oignons', 'huile de palme', 'farine de blé', 'sel', 'sel', 'farine de riz', 'sucre', 'oignons', 'bouillon concentré ', 'protéines hydrolysées de soja', 'sel', 'sucre', 'exhausteurs de goût : E621', 'E631', ' extrait de levure', 'épices', 'épaississants : E412', 'E415', ' colorant: E150c', 'plantes aromatiques et épices', 'exhausteur de goût : E621']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Gluten', 'Soja', 'Viande']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,30 g,en quantité élevée,15 g,en quantité élevée,9 g,en quantité modérée,8 g,en quantité élevée,782,,?,,782 kj(187 kcal),+69%,30,+348%,15,+832%,35,+576%,9,+298%,8,-33%,8,+684%,"3,2",+684%,23,+1253%,E,+1253%,,,,,,,,,Rundstoofvlees met Bier - Carbonnade Flamande à la Bière,['Huile de palme'],,
1286,Chocolat,5411901062199,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,550,,2301 kj(550 kcal),,34,,21,,52,,51,,"7,1",,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1287,Ass.paasfiguren Multicolor Flowpack 50g,5411901065701,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,550,,2301 kj(550 kcal),,"34,2",,"20,7",,"52,4",,"51,3",,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1288,Libeert,5411901601954,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,550,,2301 kj(550 kcal),,"34,3",,"20,7",,52,,"50,9",,"7,1",,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1289,Oeuf en chocolat,5411901602722,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,,,,,['France'],[],,,[],,34 g,en quantité élevée,21 g,en quantité élevée,51 g,en quantité élevée,0.2 g,en faible quantité,?,,550,-1%,2301 kj(550 kcal),-0%,34,+0%,21,-3%,52,-4%,51,-4%,"7,1",+0%,"0,2",-15%,"0,08",-15%,26,-2%,E,-2%,,,,,,,,,,,,
1290,Chocolat,5411901603460,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['Fabriqué en Belgique'],,,,,['France'],[],,,[],,34.3 g,en quantité élevée,20.7 g,en quantité élevée,51.1 g,en quantité élevée,0.2 g,en faible quantité,?,,550,-0%,2301 kj(550 kcal),+0%,"34,3",-6%,"20,7",-2%,"52,1",+13%,"51,1",+24%,"7,1",-2%,"0,2",+44%,"0,08",+44%,26,+11%,E,+11%,,,,,,,,,,,,
1291,Kerst: Rendier Melkchocolade Figuur Doos 150 Gram (tonkeys) - Albert Heijn,5411901701326,,,['Albert Heijn'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Moulages en chocolat', 'Chocolats de Noël']","['100% naturel', 'Fabriqué en Belgique', 'Pur beurre de cacao']",,,,['Albert Heijn'],['France'],"['in melV', 'chocolade', ' Pure cho:ctede•', ' ten Kan sporen van noten bevatten', ' Figurine en chocolat au lait décorée', ' choco', 'at lait ', 'sure', ' lait i cacao', ' de cacao', 'émulsifiant ', 'fécithine de soja', ' arôme fiàture! - décoration ', '1,51 lait poudre', ' colorant ', 'carmin', 'émulsifiant ', 'lécithine de soja', ' arôme de • ', ""0,92/'c"", ' ', 'sucre', 'beurre de cacao', 'lait entier en poudre', ' émulsifiant ', 'lécithine de soja', 'arôme naturel ', '0', '6tkì ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme naturel ', 'vani!le', ' Choa cacao•', ' minimum', ' Chocolat blanc cacao: minimum', ' Chocolat noir: cacao: 52% minimum', ' Traces éventuell gluten et de fruits coque', ' Dekorierte Figur aus Milchschokolade', ' Zutaten: Milchschokofade ', '97', '0%4', ' ', 'à Kakaobutter', 'Kakaomasse', 'Emulgator ', 'Soja!ecithin', 'natürliches Aroma ', 'Vanille', ' - farbige Dekoration ', 'l ', 'Luckev', 'Voi\\milchpulver', 'Farbstoff ', 'Karminrot', 'Emulgator ', 'Sojatecithin', 'natürliches Aroma ', 'Vanille', 'Paprikafxtra Schoko\\ade ', '0,9%', ' ', 'Zucker', 'Kakaobutter', 'Vollmilchpuiver', 'Emulgator ', 'Sojalecithin', 'natürliches Aroma ', 'Vanille', ' - Schokol ', '0', ""60/'0"", ' ', 'Kakaomasse', 'Zucker', 'Kakaobutter', 'Emulgator ', 'Sojalecithin', 'natürliches Aroma ', 'Vanille', ' Mitchschokola', 'Kakaobestandtei\\e 31,5% mindestens', ' WeiPe Schokolade: Kakaobestandteile 25,5% mindestens', ' Schokolade: Kakaobestandteile 52 mindestens', ' Kann Spuren von Gluten und Schalenfrüchten enthalten', ' Decorated milk chocolate figure', ' Ingredient mi\\k chocolate ', '970%', ' ', 'sugar', 'Whole milk powderr cocoa butter', 'cocoa mass', 'emulsifier ', 'soya lecithin', 'natural flavourinq ', 'vanilla', ' - co\\ored decoration ', '1', '504', ' ', 'Sugar', 'cocoa butter', 'whole milk powder', 'colouring ', 'carmine', 'emulsifier ', 'soya lecithin', 'natural ', 'vanille', '} paprika extract', ' - white chocolate ', '0', '9%', ' ', 'sugar', 'cocoa butter', 'whole milk powder', 'emulsifier ', 'soya lecithin', 'f\\avouring ', 'vanilla', ' - dark chocolate ', '0', '6%', ' ', 'cocoa mass', 'Sugar', 'cocoa butter', 'emulsifier ', 'soya lecithin', ' natural flavouring minimum', 'Gemiddelde voedingswaarden per/']",['E120 - Acide carminique'],['Soja'],[],4,34.3 g,en quantité élevée,20.7 g,en quantité élevée,51 g,en quantité élevée,0.2 g,en faible quantité,?,,550,+1%,2301 kj(550 kcal),+1%,"34,3",+8%,"20,7",+6%,"52,1",-7%,51,-6%,"7,1",+10%,"0,2",+3%,"0,08",+3%,24,-8%,E,-8%,,,,,,,,,,,,
1292,The Family Recipe,5411901701586,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,34,,21,,52,,51,,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,
1293,Extra 4 - St. Bernardus - 33cl,5411911001782,33 cl,"['Bouteille en verre brune', 'Capsule en métal', 'Consigne']",['St. Bernardus'],"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières d'abbayes"", 'Bières belges', 'Bieres de fermentation haute']","['en:Belgian Family Brewers', 'Déconseillé aux femmes enceintes', 'Cat S', 'nl:Belgisch Hop']",['Belgique'],"['Br. St. Bernard', 'Trappistenweg 23', 'Watou', 'Belgique']",,,['France'],"['eau', ""malt d'orge"", 'houblon', 'levure']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"Bière de fermentation haute, refermentée en bouteille",,http://www.sintbernardus.be,
1294,Luomu Kukkakaali - Dujardin,5411916011557,,,['Dujardin'],,['Agriculture UE/Non UE'],,,,,['France'],[],,,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,0,,"2,7",,"1,1",,"1,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1295,Printanière sans pomme de terre - Dujardin,5411916809826,,,['Dujardin'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,43,,180 kj(43 kcal),,"0,2",,"0,1",,"5,8",,"2,1",,"2,5",,"0,11",,"0,044",,,,,,,,,,,,,,,,,
1296,Sebahat Oraleta Orange Flavour Drink,5411944311117,,,['Sebahat'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,
1297,Lokoum Rose 6 X 500 GR - Sebahat,5411944317157,,,['Sebahat'],,,,,,,['France'],"['Sucre', 'eau', 'amidon de blé', 'arôme', 'colorant: E163', 'acidifiant: acide citrique', 'Peut contenir des traces de fruits secs à coque dur et de maïs']","['E163 - Anthocyanes', 'E330 - Acide citrique']",,[],4,,,,,,,,,?,,348,,1456 kj(348 kcal),,"0,3",,"0,1",,"86,7",,"76,4",,"0,1",,0,,0,,,,,,,,,,,,,,,,,
1298,Turkish delight loukoum - Sebahat,5411944319229,,,['Sebahat'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",['Fabriqué en Belgique'],,,,,['France'],[],,,[],,3.4 g,en quantité modérée,0.28 g,en faible quantité,76.5 g,en quantité élevée,0.01 g,en faible quantité,?,,379,+7%,1586 kj(379 kcal),+7%,"3,4",+73%,"0,28",-44%,"85,5",+5%,"76,5",+22%,"1,3",+35%,"0,01",-95%,"0,004",-95%,14,+4%,D,+4%,,,,,,,,,,,,
1299,Peram Bal,5411944362263,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,0,,0,,80,,71,,0,,0,,0,,,,,,,,,,,,,,,,,
