,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,labels,manufacturing,markets,allergens,nova_score,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,ingredients_origins,generic_name,link,palm_ingredients,producer_info
1089,Junet,5281092004021,['France'],[],[],?,44,184 kj(44 kcal),"10,4",1,"10,3","10,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Mixed vegetables -,5281117000229,['France'],[],[],?,38,159 kj(38 kcal),"0,3","0,1",5,"1,1","2,1","0,7","0,28",,,"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",,-59%,-59%,-95%,-80%,-14%,-32%,-11%,-10%,-10%,2,+809%,B,+809%,,,,,,,,,,,,,,,,,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.7 g,en quantité modérée,,,,,
1091,W A Foul Moudammas - Al Wadi,5281117000663,['France'],[],[],?,81,339 kj(81 kcal),"3,9",0,"10,8",0,"4,6","0,75","0,3",,['Al Wadi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Rose Water,5281117001226,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,W A Jam Fig With Sesame - Al Wadi,5281117001714,['France'],[],[],?,261,1092 kj(261 kcal),1,0,65,63,"3,7",,,,['Al Wadi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,CHOCOSURF  - 200g,5281117008201,['France'],"['Sucre', 'huile de Colza', 'noisettes 13%', 'poudre de cacao maigre 7,5%', 'huile de palme', 'lactose', 'poudre de lactosérum ', 'lait', 'farine de soja', 'émulsifiant : lécithine de soja', ' Lait écrémé en poudre', 'noisettes', 'Extrait de vanille bourdon']","['Huile de palme', 'Non végétalien']",2273,?,2273 kj(543 kcal),"33,5","5,7","53,3","52,3","5,5","0,1","0,04",,"['CHOCOSURF', 'BRINKERS']","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",+5%,,+4%,+4%,-30%,+6%,+20%,-12%,-45%,-45%,17,-17%,D,-17%,,,,,,,,,200g,,['Label Vert'],"['Brinkers Foods B.V Pays-Bas', 'ENSCHEDE NETHERLANDS', 'Pays-Bas']",['Noz'],"['Lait', 'Fruits à coque', 'Soja']",4,['E322i - Lécithine'],33.5 g,en quantité élevée,5.7 g,en quantité élevée,52.3 g,en quantité élevée,0.1 g,en faible quantité,,Pâte à tartiner au cacao,http://www.brinkers.com/,['Huile de palme'],
1095,Chocosurf - Alwadi - 350g,5281117008225,['France'],"['Huile de colza', 'sucre', 'poudre de cacao maigre ', '30 %', 'huile de palme partiellement hydrogénée', 'émulsifiant: lécithine de soja', 'extrait de vanille Bourbon']","['Huile de palme', 'Végétalien', 'Végétarien']",?,561,2347 kj(561 kcal),"42,5","6,5","34,4","30,4","6,5","0,1","0,04",,['Alwadi'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,+3%,+3%,+25%,-17%,-32%,-35%,-1%,-10%,-10%,19,-8%,E,-8%,,,,,,,,,350 g,"['Bocal', 'Plastique', 'Verre']",,['Pays-Bas'],,['Soja'],4,['E322i - Lécithine'],42.5 g,en quantité élevée,6.5 g,en quantité élevée,30.4 g,en quantité élevée,0.1 g,en faible quantité,,Pâte à tartiner au Chocolat Noir - Chocosurf - Dark Chocolate Spread,http://www.alwadi-alakhdar.com/products/chocolate-spread/dark-chocolate-spread/,['Huile de palme'],
1096,Pois chiches - Al Wadi,5281117011607,['France'],['NUTRITIONAL FACTS PER 1 Energy 41 IW/97'],[],?,97,406 kj(97 kcal),"1,9","0,2","14,5","0,7","5,4","0,58","0,232",B,['Al Wadi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,-49%,-48%,-37%,-49%,-39%,-57%,-47%,+21%,+21%,-1,,A,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,1.9 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0.58 g,en quantité modérée,,,,,
1097,Moussaka libanaise - Alwadi - 280g,5281117011836,['France'],"['aubergine frites 52%', 'aubergine', 'huile de soja', 'sel', ' sauce tomate et oignons 28% ', 'oignon', 'huile de soja', 'eau', 'concentré de tomates', 'tomates pelées', ""huile d'olive"", 'sel', 'persil', 'sucre', 'Ail', 'poivre rouge poivre noir', 'pois chiches cuits ', 'eau', 'pois chiche', ' 20 %']",[],?,184,770 kj(184 kcal),14,"2,3",11,"3,6","2,8","0,92","0,368",D,['Alwadi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Aubergines', 'Légumes frais']",,+51%,+51%,+63%,+105%,+68%,-11%,+109%,+27%,+27%,0,-100%,B,-100%,94.7%,0.0%,0.0%,2.7%,2.4%,0.1%,54,,280 g,,,['Grèce'],,,3,,14 g,en quantité modérée,2.3 g,en quantité modérée,3.6 g,en faible quantité,0.92 g,en quantité modérée,,Moussaka,,,
1098,Orange Marmelade,5281117013328,['France'],[],[],?,265,1109 kj(265 kcal),"0,5","0,1",65,65,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Tahina,5281117014257,['France'],[],[],?,870,3640 kj(870 kcal),62,10,8,0,26,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Snips,5281128100291,['France'],[],[],?,496,2075 kj(496 kcal),24,11,"62,5","0,7","6,4","2,48","0,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,FruityBites,5281128601415,['France'],[],[],?,145,607 kj(145 kcal),4,1,26,15,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,White tongol tuna meat - Maxim's,5283000301314,['France'],[],[],?,103,431 kj(103 kcal),"0,72","0,13","1,31","0,96",23,"1,6","0,64",,"[""Maxim's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Eskinol -  - 25ml,5283000402677,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,25ml,,,,,,,,,,,,,,,,,,,,
1104,Epices pour FALAFEL,5283001118645,['France'],[],[],?,283,1184 kj(283 kcal),11,1,60,0,10,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Épices (thym libanais),5283001166882,['France'],[],[],?,207,866 kj(207 kcal),15,1,13,0,4,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Falafelsås,5283003213218,['France'],[],[],?,256,1071 kj(256 kcal),22,0,7,0,"7,5","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Buffies -,5283003343113,"['France', 'Liban']",[],[],?,500,2092 kj(500 kcal),24,"12,4","58,9","1,8","12,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Kettle cooked,5283003399561,['France'],[],[],?,498,2084 kj(498 kcal),22,"6,9",67,"1,4",8,"0,604","0,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Cooked fava beans with chick-peas,5283003610253,['France'],[],[],?,100,418 kj(100 kcal),"0,7",0,"16,5","1,9",7,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Al Sultan Kaak Normal,5283010310054,['France'],[],[],?,329,1377 kj(329 kcal),"7,8","1,7","3,6","3,6","7,5","0,132","0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Lebanese Gluten Free Falafel Mix Powder,5283012703021,"['Australie', 'France']",[],"['Végétalien', 'Végétarien']",?,120,502 kj(120 kcal),"3,5",0,56,8,21,"20,48","8,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,['Woolworths'],,,,,,,,,,,,,,,,
1112,Mohalabiah - Second House Products,5283012703045,"['Australie', 'France']","['sucre 58%', 'riz 40%', 'vanille 1%', 'contain moins de 1 % des suivants : dextrose', 'maltodextrine', 'arômes naturels et artificiels', 'gomme arabique', 'dioxyde de silicium ', 'anti-agglomérant']","['Végétalien', 'Végétarien']",?,380,1590 kj(380 kcal),1,0,60,60,0,0,0,,['Second House Products'],,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,['Woolworths'],,4,"[""E414 - Gomme d'acacia""]",,,,,,,,,,,,,
1113,Second House Sahlab (starch Pudding Powder Mix) - 7oz - Second House Products,5283012703052,"['Australie', 'France']","['amidon de maïs 49%', 'sucre blanc 49%', 'contient moins de 2% de ce qui suit: gomme de guar', 'dextrose', 'maltodextrine', 'arômes artificiels', 'sulfate de calcium', 'phosphate disodique', 'gomme de caroube', 'gomme arabique', 'propylène glycol', 'dioxyde de silicium ', 'anti-agglomérant']",[],?,380,1590 kj(380 kcal),0,0,50,49,0,0,0,,['Second House Products'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,4,"['E412 - Gomme de guar', 'E410 - Gomme de caroube', ""E414 - Gomme d'acacia"", 'E1520 - Propylène glycol']",,,,,,,,,,,,,
1114,Epices pour grillades - second house products - 50g,5283012734056,['France'],"['Cannelle ', '25%', 'Poivre de jamaique ', '25%', 'Coriandre ', '10%', 'Poivre noir ', '10%', 'Hahaleb ', '7%', 'clou de girofle ', '7%', 'amidon ', '5%', 'epices fumés', 'noix de muscade']",[],?,?,,?,,?,,?,,,,['second house products'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,50 g,"['Sachet', 'Plastique']","['en:gluten-free', 'Sans exhausteur de goût', '100% naturel', 'Sans glutamate', 'Sans conservateurs']",,,,3,,,,,,,,,,,,,,
1115,Zaa'tar - 500g,5283012741412,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,,,,,,
1116,Thon en miettes au naturel - Trébon - 170g,5283013323341,['France'],"['Tuna', 'water', 'and salt']",[],?,128,536 kj(128 kcal),3,0,0,0,24,"0,39","0,156",E,['Trébon'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,+11%,+11%,+99%,-100%,-100%,-100%,-4%,-62%,-62%,-3,-1207%,A,-1207%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,170 g,,,,,['Poisson'],,,3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.39 g,en quantité modérée,,,,,
1117,Mixed nuts,5283020700012,['France'],[],[],?,645,2699 kj(645 kcal),53,6,19,4,24,13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Paleo mix,5283021600670,['France'],[],[],?,550,2301 kj(550 kcal),45,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Graines de chia,5283021800049,['France'],[],[],?,0,0 kj(0 kcal),31,"3,2",0,0,16,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,-100%,-100%,+1%,+3%,-100%,-100%,-20%,,,,,,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,31 g,en quantité élevée,3.2 g,en quantité modérée,0 g,en faible quantité,,,,,,,
1120,Chocolate spead,5283021800438,['France'],[],[],?,523,2188 kj(523 kcal),40,12,20,7,11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,W B Bread Whole Wheat,5285000170235,['France'],[],[],?,204,854 kj(204 kcal),13,"0,22",41,"2,8",7,"0,233","0,093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Tropicana pomegrenade,5285000326915,['France'],[],[],?,53,222 kj(53 kcal),0,0,14,14,0,"0,01","0,004",,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,
1123,Cooking shrimps,5285000830580,['France'],[],[],?,20,84 kj(20 kcal),1,0,1,0,14,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Shrimp dumpling - 240g,5285000830726,['France'],[],[],?,200,837 kj(200 kcal),9,0,19,"1,5",10,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,,,,,,,,,,,,,,,
1125,Coulis de tomates - Plein Soleil,5285000838531,['France'],"['Produit à partir de tomates en plein air en Italie et récoltées en Conservation : Conserver dans un endroit frais et sec', ' Réfrigérer une fos ouvert', ' Les dates de production et diexpiration et le no', ' de lot sont trnprtmés sur le dessus de la boite', ' Origine : Italie']",[],?,20,84 kj(20 kcal),"0,5",0,4,4,"1,5",2,"0,8",,['Plein Soleil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Halva Chocolat Kanater 450 GR X 12 - Alkanater - 450g,5285000870395,['France'],"['Tahina ', 'graines de sésame moulues', ' 45%', 'Sucre ', '43%', 'Chocolat', 'Extrait de saponaire ', '2%', 'Vanille', 'Acidifiant: Acide Citrique']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,600,2510 kj(600 kcal),39,5,43,42,14,"0,022","0,009",,['Alkanater'],,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,
1127,Halawa sans sucre - 450g,5285000870692,['France'],[],[],?,423,1770 kj(423 kcal),28,"4,5",56,0,12,"0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,,,,,,,,,,,,
1128,Labneh - 450g,5285001100026,['France'],[],[],?,134,561 kj(134 kcal),8,"3,5",6,0,"9,6","0,7","0,28",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,-59%,-59%,-70%,-80%,+396%,-100%,-53%,-46%,-46%,2,-85%,B,-85%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,450 g,,,,,,,,8 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.7 g,en quantité modérée,,,,,
1129,Anjar Orange Blossom Water -,5285001292110,['France'],"['Eau de fleurs distillée de boutons d’oranger', 'saveur naturelle d’orange']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Anjar'],['Boissons'],,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,
1130,Mélasse de grenade,5285001292127,['France'],[],[],?,300,1255 kj(300 kcal),0,0,"77,5","72,5","2,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Grape Molasses - Anjar 800 GM,5285001292158,['France'],"['Jus de raisins concentré', 'Sucre Eau', 'Acide Citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,300,1255 kj(300 kcal),0,0,25,0,0,0,0,,['Anjar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,
1132,Hommos Tahins - Chtoura garden,5285001400027,['France'],[],[],?,134,561 kj(134 kcal),"6,8","0,92","12,9",2,"5,1","1,4","0,56",,['Chtoura garden'],,,,,,,,,,,,,,,,,,,,,,,,,"['Conserve', 'métal']",,,,,,,,,,,,,,,,,,,
1133,Chtoura garden -,5285001408160,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Tahina - Chtoura Fields - 400g,5285001621095,"['France', 'Espagne']",['100% Pures Graines de Sesame'],[],?,656,2745 kj(656 kcal),19,6,2,0,8,"0,1","0,04",D,['Chtoura Fields'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame']",,+3%,+3%,-66%,-28%,-69%,-100%,-64%,-17%,-17%,13,-2%,D,-2%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,400 g,,,,,,,,19 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,,,,,
1135,Tahina,5285001621101,['France'],[],[],?,210,879 kj(210 kcal),19,6,2,0,8,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,5285001710812,5285001710812,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,5285001710843,5285001710843,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Bread with Herbs,5285001779437,['France'],[],[],?,240,1004 kj(240 kcal),2,0,56,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Mohalabia,5285002192877,['France'],[],[],?,380,1590 kj(380 kcal),"0,3","0,3",90,"57,5","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Mohalabia,5285002193331,['France'],[],[],?,76,318 kj(76 kcal),"0,05",0,"18,4","12,4","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,cocoa powder - ARUBA - 200g,5285002194208,['France'],[],[],?,200,840 kj(200 kcal),10,"6,4",20,0,0,1,"0,4",E,['ARUBA'],"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,-43%,-42%,-28%,-20%,-23%,-100%,-100%,+826%,+826%,7,-24%,C,-24%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,200 g,,,,,,,,10 g,en quantité modérée,6.4 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,,,,
1142,Graines de tournesol,5285002390013,['France'],[],[],?,463,1937 kj(463 kcal),31,5,31,5,16,"1,5","0,6",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,-19%,-19%,-32%,+1%,+133%,+107%,-27%,-17%,-17%,16,+20%,D,+20%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,31 g,en quantité élevée,5 g,en quantité modérée,5 g,en quantité modérée,1.5 g,en quantité modérée,,,,,
1143,Tamarin - Kazouza 1941 - 275ml,5285002560010,['France'],"['eau gazéifiée traitée et filtrée', 'sucre', 'jus de citron ', '5%', ' à base de concentré', 'acidifiant : acide citrique', 'colorant : caramel', 'eau de rose ', '0', '193%', 'arôme de tamarin naturel ', '0', '01%', 'conservateurs ', 'E211', 'E202', 'sucralose']",[],?,35,146 kj(35 kcal),0,0,"8,8","8,8",0,"0,033","0,013",,['Kazouza 1941'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas aux fruits exotiques', 'Boissons avec sucre ajouté']",,-12%,-13%,,,-7%,-4%,,+195%,+195%,11,-12%,E,-12%,,,,,,,,,275 ml,"['Bouteille', 'Verre']",,,,,4,"['E330 - Acide citrique', 'E150 - Caramel', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0.033 g,en faible quantité,,Boisson gazeuse à l'arôme de tamarin,,,
1144,Boisson gazeuse a la pastèque,5285002560065,['France'],[],[],?,40,167 kj(40 kcal),0,0,"9,9","9,9",0,"0,033","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Boisson au citron glace,5285002560089,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,9","8,9",0,"0,033","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Kazouza pomme (boisson libanaise),5285002560836,['France'],[],[],?,40,167 kj(40 kcal),0,0,10,10,0,"0,033","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Kazouza lemon mint,5285002560874,['France'],"['Eau gazéifiée Traitée et Filtrée', 'Sucre', 'Jus de raisin ', '5%', ' à base de concentré acidifiant: acide citrique', 'Stabilisateurs,', 'gommeE414', 'E419', 'E440', 'E445', 'arome de citron naturel ', '0', '02%', 'Arome de menthe naturelle', '0', '01 %', 'Colorant : E 102', 'E 133,Sirop de sucre inverti', 'Conservateurs ', 'E211', 'E202', 'Sucralose']",[],?,40,167 kj(40 kcal),0,0,"9,9","9,9",0,"0,033","0,013",,['Kazouza'],"['Boissons', 'Boissons édulcorées']",,+167%,+183%,-100%,-100%,+268%,+323%,-100%,-5%,-5%,13,+202%,E,+202%,,,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E419 - Gomme ghatti', 'E440 - Pectines', 'E445 - Esters glycériques de résine de bois', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",0 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,0.033 g,en faible quantité,,,,,
1148,Kazouza pomegranate,5285002561703,['France'],"['Eau gazéifiée Traitée et Filtrée', 'Sucre', 'Jus de grenadine ', '5%', ' à base de concentré', 'acidifiant acid citrique', 'Arome naturel et artificiel de grenade ', '0', '015%', 'Arome naturel et aflificiel de citron vert ', '0', '005%', ' Conservateurs ', 'E211 ', 'E202', 'Sucralose', 'Colorant E129']",[],?,38,159 kj(38 kcal),0,0,"9,45","9,45",0,"0,033","0,013",,['Kazouza'],"['Boissons', 'Boissons édulcorées']",,+153%,+169%,-100%,-100%,+251%,+304%,-100%,-5%,-5%,13,+202%,E,+202%,,,,,,,,,,,,,,,4,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E129 - Rouge allura AC']",0 g,en faible quantité,0 g,en faible quantité,9.45 g,en quantité élevée,0.033 g,en faible quantité,,,,,
1149,Jallab Sirup,5286000087134,['France'],[],[],?,260,1088 kj(260 kcal),1,0,30,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Peanut butter - 250g,5286393480512,['France'],[],[],?,596,2494 kj(596 kcal),46,"8,2","11,6","5,9","29,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,,
1151,Pickled Cucumbers (Concombres Marinés),5287000016124,['France'],[],[],?,20,84 kj(20 kcal),0,0,0,0,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Rose,5287000153065,['France'],[],[],?,52,218 kj(52 kcal),0,0,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Huile d'olive - Zedj - 750ml,5287000180139,['France'],[],[],?,?,,?,,?,,?,,,D,['Zedj'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,750 ml,['Bouteille'],,,,,,,,,,,,,,,,Huile d'olive,,,
1154,Halva - Al Nakhil - 250g,5287000459846,['France'],"['Pâte de sésame', 'sucre', 'acide citrique', 'extrait de halawa', 'saveurs naturelles']",[],?,571,2390 kj(571 kcal),"35,7","5,36",50,"35,7","14,3",0,0,,['Al Nakhil'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Halvas']",,+5%,+4%,+10%,-15%,+8%,-3%,+11%,-100%,-100%,14,-20%,D,-20%,,,,,,,,,250 g,['Plastique'],,['Liban'],['Alep Market'],['Graines de sésame'],3,['E330 - Acide citrique'],35.7 g,en quantité élevée,5.36 g,en quantité élevée,35.7 g,en quantité élevée,0 g,en faible quantité,,Halva,,,
1155,Assortiment de Baklava -,5287000663014,['France'],[],[],?,500,2092 kj(500 kcal),33,"13,6","46,8","22,1","6,8","0,08","0,032",D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",,+27%,+25%,+141%,+260%,-22%,-28%,+18%,-69%,-69%,20,+34%,E,+34%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,,,,,,,,,,33 g,en quantité élevée,13.6 g,en quantité élevée,22.1 g,en quantité élevée,0.08 g,en faible quantité,,,,,
1156,Latella - 800g,5287000972055,['France'],[],[],?,?,,?,,?,,?,,,,['Latella'],,,,,,,,,,,,,,,,,,,,,,,,800 g,,,,,,,,,,,,,,,,,,,,
