,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,ingredients_origins,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,link,traceability_code,brand_owner,origin_detail,producer_info
1863,Cintas pika cola - Damel,8411500110311,['Fabriqué en Espagne'],['France'],[],[],?,342,1431 kj(342 kcal),"1,5","1,2",80,61,"1,9","0,133","0,053",,,,,,,,,,,,,,,,['Damel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Filete de caballa del sur en aceite de girasol - Cabo de peñas - 85g,8411555070028,,"['France', 'Espagne']","['Maquereaux', 'huile de tournesol et seL']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,209,874 kj(209 kcal),"11,3","1,7","0,2",0,"26,7","0,8","0,32",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Maquereaux', 'Maquereaux en conserve']",,+2%,-24%,-86%,+83%,,,,,,,,85 g,['Cabo de peñas'],,3,11.3 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,+3%,-48%,-100%,-19%,-19%,1,-76%,B,-76%,Caballa en aceite de girasol,"['Caja', 'Cartón', 'Lata', 'En conserva']",,,['Poisson'],,,,,,,
1865,Doña Pepa salsa balsámica al vinagre de Modena,8411587800082,,['France'],[],[],?,170,711 kj(170 kcal),"0,5","0,1",42,34,"0,5","0,38","0,152",,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,-20%,+1169%,-16%,-25%,,,,,,,,,['Dona Pepa'],,,0.5 g,en faible quantité,0.1 g,en faible quantité,34 g,en quantité élevée,0.38 g,en quantité modérée,-20%,+785%,-19%,+199%,+199%,10,-8%,C,-8%,,,,,,,,,,,,
1866,Batido de fresa - Puleva,8411700002447,,['France'],[],[],?,64,268 kj(64 kcal),1,"0,6",11,11,"2,8","0,13","0,052",,,,,,,,,,,,,,,,['Puleva'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Zanuy Tortilla Chips Nachos Mexican 200g,8411778164054,,['France'],[],[],?,523,2188 kj(523 kcal),26,"3,1","61,2","2,2","7,7","1,5","0,6",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,+8%,+15%,+1%,+20%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,['Zanuy'],,,26 g,en quantité élevée,3.1 g,en quantité modérée,2.2 g,en faible quantité,1.5 g,en quantité modérée,+8%,+6%,+16%,+28%,+28%,15,+55%,D,+55%,,,,,,,,,,,,
1868,Sumo S / Gas Frutos Tropicais - Trina,8411800376950,"['Sans colorants', 'Sans conservateurs']","['France', 'Portugal']",[],[],?,35,146 kj(35 kcal),0,0,"8,1","7,8","0,1","0,1","0,04",,,,,,,,,,,,,,,,['Trina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Trina Naranja Zero - 1.5L,8411800377056,,"['France', 'Espagne']","['agua', 'zumo de naranja', ' a partir de concentrado ', '10%', 'reguladores de acidez: ácido cítrico y citrato sódico', 'aromas naturales', 'edulcorantes: E-952 y E-955', 'estabilizante: pectina', 'colorante: carotenos']","[""Pourrait contenir de l'huile de palme""]",?,6,25 kj(6 kcal),0,0,1,"0,9","0,1","0,05","0,02",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Boissons édulcorées', 'Sodas', 'Sodas aux fruits', ""Sodas à l'orange""]",,-82%,-100%,-87%,+3%,,,,,,,,1.5 L,['TriNa'],,4,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.05 g,en faible quantité,-81%,-100%,-88%,+556%,+556%,2,-81%,C,-81%,Bebida refrescante de zumo de frutas. Con edulcorantes,"['Botella', 'Plástico']",['Carrefour'],"['E952 - Acide cyclamique et ses sels', 'E955 - Sucralose', 'E440 - Pectines', 'E160 - Caroténoïdes']",,,,https://www.trina.com/sabores/naranja-zero,,,,
1870,Surtis 4u Risi - 37g,8411859550080,['en:gluten-free'],"['France', 'Espagne']","['Maíz', 'aceite de girasol ', '29,1%', 'aromas de salsa barbacoa y gueso [aroma', 'aroma de humo', 'potenciadores del sabor ', 'E-621 y E635', ']', 'azúcar', 'almidón de maíz', 'sal', 'gasificante ', 'bicarbonato sódico', 'colorante ', 'extracto de pimentón', 'emulgente ', 'E-471', 'acidulante ', 'ácido citrico', ' y corrector de acidez ', 'E-526']","[""Pourrait contenir de l'huile de palme""]",?,528,2209 kj(528 kcal),"29,1","2,9","60,6",1,6,"1,9","0,76",,"['Snacks', 'Snacks salés']",,+14%,+20%,+27%,-29%,,,,,,,,37g,['Risi'],,4,29.1 g,en quantité élevée,2.9 g,en quantité modérée,1 g,en faible quantité,1.9 g,en quantité élevée,+14%,-31%,-69%,+23%,+23%,16,+31%,D,+31%,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E500ii - Carbonate acide de sodium', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E526 - Hydroxyde de calcium']",,,,,,,,
1871,Palomitas caramelo - Risi - 110g,8411859553494,['en:gluten-free'],"['France', 'Espagne']",[],[],?,428,1791 kj(428 kcal),"14,6","3,2","70,7","47,6","2,4","0,6","0,24",B,"['Snacks', 'Snacks sucrés', 'Popcorn', 'Popcorn sucré']",,-5%,-6%,+4%,-58%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,110 g,['Risi'],,,14.6 g,en quantité modérée,3.2 g,en quantité modérée,47.6 g,en quantité élevée,0.6 g,en quantité modérée,-4%,-13%,+58%,+153%,+153%,20,+54%,E,+54%,,,,,,,,,,,,
1872,Bonito del norte en aceite de oliva,8411895170006,,['France'],[],[],?,188,787 kj(188 kcal),"7,3","1,1",0,0,29,"1,22","0,488",E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs', ""Thon germon à l'huile d'olive""]",,-17%,-47%,-100%,+20%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,,,,7.3 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,1.22 g,en quantité modérée,-17%,-60%,-100%,+22%,+22%,3,-42%,C,-42%,,,,,,,,,,,,
1873,Sardinas en aceite de oliva - Boya - 83g,8411945002134,,"['France', 'Espagne']","['Sardinas', 'aceite de oliva y sal']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,164,686 kj(164 kcal),"8,9","1,36",2,0,"20,9","0,75","0,3",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,-34%,-50%,+523%,-2%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,83 g,['Boya'],,3,8.9 g,en quantité modérée,1.36 g,en faible quantité,0 g,en faible quantité,0.75 g,en quantité modérée,-33%,-65%,-100%,-17%,-17%,1,-82%,B,-82%,,"['Caja', 'Cartón', 'Lata', 'En conserva']",,,,,,,,,,
1874,Sobrasada de Mallorca - Casa Ramon - 150g,8411959000454,"['en:gluten-free', 'Sans lactose', 'IGP']",['France'],"['Lard et maigre de porc', 'paprika', 'sel', 'dextrose', 'arômes naturels', 'antioxydants ', 'extrait riche en tocophérols', 'E304']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",2510,609,2510 kj(609 kcal),63,23,"0,5","0,5",10,"2,2","0,88",,"['Viandes', 'Charcuteries']",+159%,+133%,+226%,-66%,-47%,,,,,,,,150 g,['Casa Ramon'],"['Espagne', 'Majorque']",4,63 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,+132%,+216%,-37%,-8%,-8%,26,+62%,E,+62%,soubressade de Majorque Piquante,"['Frais', 'Plastique', 'Barquette']",['Franprix'],"['E306 - Extrait riche en tocophérols', 'E304 - Acide palmityle-6-L-ascorbique']",,,"[""E304 - Palmitate d'ascorbyle""]",http://www.casaramon.fr/Produits-Fins/Pata-Negra/Rillettes/sobrasada-de-mallorca-27,['ES 10.01243/PM CE'],,,
1875,Soubressade - El Zagal,8411959000478,"['en:gluten-free', 'Sans lactose', 'Sans conservateurs']",['France'],"['Valor energético Grasas de las cuales satura as Hidratos de Ca ono de los cuales', 'azücares Proteinas Sal']",[],?,609,2548 kj(609 kcal),63,23,"0,5","0,5",10,"2,175","0,87",,,,,,,,,,,,,,,,['El Zagal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Turron D'alicante Aoc 200G -  - 200g,8411994000327,['en:gluten-free'],['France'],[],[],?,280,1172 kj(280 kcal),16,"1,5",25,19,8,"0,025","0,01",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,-46%,-49%,-45%,-33%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,200 g,,,,16 g,en quantité modérée,1.5 g,en quantité modérée,19 g,en quantité élevée,0.025 g,en faible quantité,-46%,-72%,-51%,-61%,-61%,4,-76%,C,-76%,,,,,,,,,,,,
1877,Turrón - Edelweiss,8412080002768,,['France'],"['Cacahouètes grillées ', '38%', 'sucre', 'sirop de glucose', 'miel', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre et huile de tournesol', ' et antyoxidant E-306 ', 'tocophérol', ' Peut contenir des traces de noix et de sésame']",['Non végétalien'],?,538,2251 kj(538 kcal),32,4,46,39,15,0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux cacahuètes', 'Tourons croquants aux cacahuètes']",,+9%,+55%,-10%,+22%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Edelweiss'],,4,32 g,en quantité élevée,4 g,en quantité modérée,39 g,en quantité élevée,0 g,en faible quantité,+9%,+9%,-12%,-100%,-100%,17,-1%,D,-1%,,,,['E307c - Tocophérol'],['Œufs'],,,,,,,
1878,Pan de Orejones con almendras,8412080004649,,['France'],[],[],?,319,1335 kj(319 kcal),"9,4","1,6",61,29,"5,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Brodo Calds DL NRT Calnrt Pollo - Calnort,8412164000734,['Halal'],['France'],"['Sel', 'fécule de maïs', 'agent de sapidité ', 'glutamate monosodique', 'sucre', 'huile de palme partiellement hydrogénée', 'protéines végétales de SOJA', 'extrait de levure', 'graisse de poulet ', '1 ,5%', 'viande de poulet ', '1 ,2%', 'arôme de poulet', 'légumes ', 'oignon', 'ail', 'persil', 'épices ', 'curcuma', ' Peut contenir des traces de gluten', 'lait', 'poisson et crustacés']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,199,833 kj(199 kcal),"6,68","3,51","28,03","10,07","6,6","50,26","20,104",,,,,,,,,,,,,,,,['Calnort'],,4,,,,,,,,,,,,,,,,,,,,['Magasins U'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Soja'],,['Huile de palme'],,,,,
1880,Galletas Digestive Cereales Bio 330 GR Santiveri,8412170034648,"['Bio', 'Sans œufs', 'Sans lactose']",['France'],"['Farine de blé complète* ', '42,5 %', 'huiles végétales ', 'tournesol', 'olive', '* ', '15,7 %', 'sucre complet de canne roux*', 'extrait de malt*', 'corn flakes de mais* ', '8,4%', ""flocons d'avoine* "", '5%', 'riz soufflé* ', '2,6 %', 'lécithine de tournesol ', 'émulsifiant', 'bicarbonate de sodium ', 'poudre à lever', 'arôme naturel', 'sel et extrait riche en tocophérols ', 'antioxydant', "" \r * Ingrédients issus de l'agriculture biologique""]",[],?,449,1879 kj(449 kcal),"16,5","1,8",63,"15,6","7,4","0,9","0,36",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-5%,-21%,-2%,+14%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Santiveri'],,4,16.5 g,en quantité modérée,1.8 g,en quantité modérée,15.6 g,en quantité élevée,0.9 g,en quantité modérée,-6%,-82%,-47%,+53%,+53%,7,-65%,C,-65%,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Avoine']",,,,,,,
1881,Azucar Moreno Integral de Caña,8412224002548,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,B,"['Édulcorants', 'Sucres', 'Sucres de canne']",,+2%,-100%,+2%,-100%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,+2%,,+3%,-100%,-100%,14,-1%,D,-1%,,,,,,,,,,,,
1882,Tomates cerises olivettes - Bouquet Bio - 200g,8412276234249,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,200 g,['Bouquet Bio'],['Espagne'],,,,,,,,,,,,,,,,,,,,"['Carton', 'Plastique']",,,,,,,,,,
1883,Clémentines - Poppy - 2000g,8412276256340,,['France'],"['traitements ', 'imazalil', 'thiabendazol', 'cire naturelle shellac', 'chimique', ' cire de polyéthylène oxydée']",[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Clémentines fraîches']",,,,,,,,,,,,,2000 g,['Poppy'],['Espagne'],,,,,,,,,,,,,,,,,,,Clémentines,['Plastique'],,,,,,,,,,
1884,Queso de cabra ya cortado sin gluten cuña - 250g,8412289002200,,"['France', 'Espagne']",[],[],?,422,1766 kj(422 kcal),35,"24,1","1,8","1,8",25,"1,8","0,72",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,+49%,+54%,+8%,+45%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,250 g,,,,35 g,en quantité élevée,24.1 g,en quantité élevée,1.8 g,en faible quantité,1.8 g,en quantité élevée,+50%,+51%,+86%,+33%,+33%,17,+28%,D,+28%,,,,,,,,,,,,
1885,Riz,8412305123063,,['France'],[],[],?,360,1506 kj(360 kcal),"0,8","0,1","49,7","0,1",7,"0,3","0,12",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,+7%,-33%,-32%,-3%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,0.8 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en quantité modérée,+6%,-63%,-71%,+907%,+907%,1,,B,,,,,,,,,,,,,
1886,Salmon ahumado - Traiña - 100g,8412540199151,,"['France', 'Espagne']",[],[],?,205,858 kj(205 kcal),13,"2,4",0,0,22,3,"1,2",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,+11%,+24%,-100%,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,100 g,['Traiña'],,,13 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,+11%,+17%,-100%,+6%,+6%,14,+7%,D,+7%,,,,,,,,,,,,
1887,Sabrosas Magdalenas Artesanas. X24 - Dulces Orteu - 700g,8412670124702,['Point Vert'],['France'],[],[],?,435,1820 kj(435 kcal),24,4,"50,6","27,1","4,7","0,9","0,36",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,-1%,+5%,-4%,-17%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,700 g,['Dulces Orteu'],,,24 g,en quantité élevée,4 g,en quantité modérée,27.1 g,en quantité élevée,0.9 g,en quantité modérée,-1%,-42%,-1%,+11%,+11%,17,-8%,D,-8%,,,,,,,,,,,,
1888,galleta con gran tableta de chocolate 70% - Reglero,8412674103819,['Sans sucre ajouté'],['France'],"['Biscuit ', '37%', ': fariné de blé ', '65%', ' ', 'édulcorant ', 'maltitol', 'huile végétale 10,5% ', 'tournesol haut oléique', 'poudres à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'lait écrémé en poudre', 'noix de coco råpée', 'extrait de malt lorge', 'sel', 'émulsifiant ', 'lécithines ', 'tournesol', 'arômes', ' Chocolat 70% cacao sans sUcres ajoutés avec édulcorants ', '63%', ': pâte de cacao', 'édulcorants ', 'maltitol', 'glycosides de stéviol ', '0,025%', 'beurre de cacao', 'beurre ', 'lait', 'émulsifiant lécithines ', 'soja', 'arôme naturel de vanille', ' Cacao: 70 % minimum', ' Peut contenir des traces de sulfites', 'fruits à coque', ' Contient des sucres naturels', ' Une consommation excessive peut avoir des effets laxatifs']",[],?,520,2176 kj(520 kcal),30,17,51,"8,1","7,4","0,4","0,16",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,+10%,+44%,-20%,+14%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Reglero'],,,30 g,en quantité élevée,17 g,en quantité élevée,8.1 g,en quantité modérée,0.4 g,en quantité modérée,+9%,+68%,-73%,-32%,-32%,13,-34%,D,-34%,,,,,,,,,,,,
1889,Mini Galletas chocolateadas con hierro y calcio - Arluy - 275g,8412674104267,,"['France', 'Maroc', 'Espagne']",[],[],?,445,1862 kj(445 kcal),18,"4,1",66,27,"5,1","0,8","0,32",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-6%,-13%,+3%,-22%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,275 g,['Arluy'],,,18 g,en quantité modérée,4.1 g,en quantité modérée,27 g,en quantité élevée,0.8 g,en quantité modérée,-6%,-59%,-8%,+36%,+36%,17,-14%,D,-14%,,,,,,,,,,,,
1890,Mini biscuits quinoa,8412674105349,,['France'],[],[],?,414,1732 kj(414 kcal),17,"4,1",64,"0,5","5,7","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Moscarel Goya - 530g,8412773131218,,['France'],[],[],?,301,1259 kj(301 kcal),"19,1","6,6",27,26,"3,7",0,0,,,,,,,,,,,,,,,530 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Cocktail japones,8412805997584,,['France'],[],[],?,425,1778 kj(425 kcal),21,"3,8","44,6","12,5","14,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Mini Chapata - Espiga blanca - 120g,8412945009857,,"['France', 'Espagne']",[],[],?,381,1594 kj(381 kcal),2,"0,7",79,2,10,2,"0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,+31%,-61%,+62%,+7%,,,,,,,,120 g,['Espiga blanca'],,,2 g,en faible quantité,0.7 g,en faible quantité,2 g,en faible quantité,2 g,en quantité élevée,+31%,-22%,-55%,+64%,+64%,12,+219%,D,+219%,,,,,,,,,,,,
1894,Zumo Gourmet Piña 200ML - 200mL,8413080291015,['Fabriqué en Espagne'],"['France', 'Espagne']",[],[],?,47,197 kj(47 kcal),"0,1",0,"11,8","9,8","0,2","0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'ananas""]",,+4%,-5%,+10%,-8%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,200 mL,['Gourmet'],,,0.1 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0.01 g,en faible quantité,+5%,-100%,-1%,+136%,+136%,14,+17%,E,+17%,,,,,,,,,,,,
1895,Gourmet - Colines - 250 G,8413080395065,,['France'],[],[],?,389,1628 kj(389 kcal),"0,2",0,"82,6","5,4","11,8",2,"0,8",,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,El Piponazo original - Grefusa - 200g,8413164009840,"['Sans colorants', 'Sans conservateurs']",['France'],"['Sal total ', 'p as', '/ Sel total ', 'pipas', ' 10,0 g Vitamina ItamineE mg ', '64%', ' [1] 100g de pil as contienen 42g de semlllas]100g de pipas ct de graine 42 g', "" [2] VRN: Valor de Referencia de Nutriente/ Valeur Nutritiont'\\e Références [31 IR: Ingesta le referencia de un adulto medio "", '8400kJ/2000 Apport de Réf rence pour un adulte type ', '8400kJ/']",[],?,258,1079 kj(258 kcal),21,"2,8","1,8","1,1",14,"9,8","3,92",,,,,,,,,,,,,,,200 g,['Grefusa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Pipasbaconeras - Grefusa,8413164011874,['en:gluten-free'],['France'],[],[],?,263,1100 kj(263 kcal),22,"2,4","1,4","0,8",13,"0,04","0,016",,,,,,,,,,,,,,,,['Grefusa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Lentil Chips - Cheese & Herbs - snatt's,8413164013038,['Fabriqué en Espagne'],"['France', 'Espagne']",[],[],?,483,2021 kj(483 kcal),21,"2,4",58,"4,6",13,"1,6","0,64",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,-6%,-29%,+7%,+127%,,,,,,,,,"[""snatt's""]",,,21 g,en quantité élevée,2.4 g,en quantité modérée,4.6 g,en faible quantité,1.6 g,en quantité élevée,-6%,-22%,+96%,+20%,+20%,16,+37%,D,+37%,,,,,,,,,,,,
1899,Bonbon Sucette Bi-colors Tâche Langues Boîte De? - Vidal,8413178213134,,['France'],[],[],?,392,1640 kj(392 kcal),0,0,95,83,0,0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,+10%,-100%,+14%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Vidal'],,,0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0 g,en faible quantité,+9%,-100%,+43%,-100%,-100%,14,-3%,D,-3%,,,,,,,,,,,,
1900,Natillas chocolate - Bonarea,8413585017769,,"['France', 'Espagne']","['Leche fresca semidesnatada de vaca', 'azúcar', 'estabilizantes ', 'E-1442 y E-450ii', 'cacao en polvo ', '1,8%', 'leche en polvo', 'chocolate en polvo ', '0,5%', ' ', 'azúcar', 'pasta de cacao', 'cacao desgrasado en polvo', 'vainilla', 'gelatina', 'sal y aroma']","['Non végétalien', 'Non végétarien']",?,118,494 kj(118 kcal),2,"1,4","20,5","15,2","4,5","0,7","0,28",,"['Desserts', 'Desserts au chocolat']",,-40%,-79%,+0%,0%,,,,,,,,,['Bonarea'],,4,2 g,en faible quantité,1.4 g,en faible quantité,15.2 g,en quantité élevée,0.7 g,en quantité modérée,-39%,-75%,-14%,+302%,+302%,6,-29%,C,-29%,,,,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E450ii - Diphosphate trisodique', 'E428 - Gélatine']",,,,,,,,
1901,Aceituna Rellena 280 / 300 Yak 370 ML.,8413645343715,,['France'],"['ACEITUNAS CAZORLA', 'Ctra', ' Madrid', ' 69 ALICANTE']",[],?,156,653 kj(156 kcal),"16,2",3,0,0,"1,3","3,3","1,32",,,,,,,,,,,,,,,,['Yak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Pain Grillé Ail Et Persil Argente - 5.3oz,8413664511447,"['Kascher', 'Fabriqué en Espagne', 'en:Orthodox Union Kosher']",['France'],[],[],?,507,2121 kj(507 kcal),26,"3,8",60,"1,6","8,3","1,5","0,6",,,,,,,,,,,,,,,5.3 oz,['Argente'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Chaskis - Facundo - 100g,8413671022219,['en:palm-oil-free'],"['France', 'Espagne']","['Harina de maíz', 'Aceite Vegetal', 'Aroma {Sustancias aromatizantes', 'Maltodextrina de maíz', 'Hidrolizado de proteína de soja', 'Proteína animal hidrolizada', 'Proteína Láctea', 'Lactosa', 'Potenciadores de sabor ', 'Glutamato sódico', 'Inosinato sódico', 'Guanilato sódico', '}', 'Sal', 'Azúcar', 'Gasificante ', 'Bicarbonato sódico', ' y Acidulante ', 'Ácido Cítrico', '\rNo contiene gluten', ' Contiene: derivados Lácteos y derivados de Soja']","['Sans huile de palme', 'Non végétalien']",?,472,1975 kj(472 kcal),19,2,68,"4,1","5,9","2,7","1,08",,['Snacks'],,+5%,-9%,+21%,-6%,,,,,,,,100g,['Facundo'],,4,19 g,en quantité modérée,2 g,en quantité modérée,4.1 g,en faible quantité,2.7 g,en quantité élevée,+5%,-78%,-86%,+413%,+413%,14,-22%,D,-22%,,,"['Alimerka', 'Carrefour', 'Lidl']","['E627 - Guanylate disodique', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Soja']",,,http://facundo.es/es/productos-aperitivos/aperitivos/chaskis/chaskis-barbacoa.html,,,,
1904,Pan de leche - Dulca,8413675000190,,['France'],[],[],?,339,1418 kj(339 kcal),"11,7","5,4","49,5","12,3",1,1,"0,4",,,,,,,,,,,,,,,,['Dulca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Albahaca carmencita - 16g,8413700009266,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,16g,['Carmencita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Turrón San andres,8413725001115,,['France'],[],[],?,230,962 kj(230 kcal),14,7,10,8,6,"0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,-56%,-55%,-78%,-50%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,14 g,en quantité modérée,7 g,en quantité élevée,8 g,en quantité modérée,0.1 g,en faible quantité,-56%,+33%,-79%,+56%,+56%,6,-64%,C,-64%,,,,,,,,,,,,
