,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,manufacturing,allergens,nova_score,ingredients_origins,additives,link,generic_name,brand_owner
650,0 % de Monin Fruits rouges et Cranberry,3052910187026,['France'],[],[],?,22,"0,1","11,8","0,1",,,92 kj(22 kcal),0,"1,1",0,0,,,,,,,,,,,,,,,['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Melange caramelise - 180g,3701178702365,['France'],[],[],?,514,"31,8",50,"11,2",,,2151 kj(514 kcal),"3,4","47,8","2,3","0,92",,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Poulet cuit fumé,2209620005350,['France'],[],[],?,191,12,"0,7",20,,,799 kj(191 kcal),"3,4","0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Saucisse nature,2238512017256,['France'],[],[],?,216,16,10,17,['Sans colorants'],,904 kj(216 kcal),6,"0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Dessert lacté semoule vanille - Casino - 4x 100g,3222477215986,['France'],[],[],?,96,"3,8",12,"3,2","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,402 kj(96 kcal),"2,6","8,3","0,16","0,064",,,,,,,,,,,,,,,['Casino'],4 x 100 g,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,
655,Filets de poulet - Auchan,3254562048681,['France'],[],[],?,?,?,?,?,,"['FR 53.048.002 CE', 'Chailland (Mayenne, France)']",,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Auchan'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,
656,1429,3760073910015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Sablé au beaufort - Michel et Augustin,56593860,['France'],[],[],?,508,28,51,9,,,2125 kj(508 kcal),19,3,"1,8","0,72",,,,,,,,,,,,,,,['Michel et Augustin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Andouille,2693512037527,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Pain aux Noix -,3339740004076,['France'],[],[],?,285,"7,6",42,"9,6",,,1192 kj(285 kcal),"0,8","2,7","1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,+3%,-10%,-2%,+7%,,,,,,,,,,,7.6 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,1.1 g,en quantité modérée,+3%,-13%,+35%,+1%,+1%,2,-38%,B,-38%,,,,,,,,,
660,Olives vertes a l'ail,3760030590489,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Café meo - Cafés Méo,3261342003976,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,"['Cafés Méo', 'Méo']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Cappuccino instantané,7350022399150,['France'],[],[],?,400,"6,6",78,8,,,1674 kj(400 kcal),"5,8",78,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Amande décortiqué,2609849043698,['France'],[],[],?,645,"49,9","21,5","21,1",,,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Délice d'Artichauts,3498976220558,['France'],[],[],?,130,"9,1","3,3","6,3",,,544 kj(130 kcal),"2,5","0,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,7up Regular Mini Soft Drink,0012000804083,['France'],[],[],?,19,0,5,0,,,79 kj(19 kcal),0,5,"0,024","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Escalope de dinde - Carrefour,2418304014766,['France'],[],[],?,?,?,?,?,"['Viande Française', 'Volaille-francaise']",,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,
667,Vin de Savoie JACQUERE,3387210000011,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Coulis fraise,3398281013503,['France'],[],[],?,90,"0,5",21,0,,,377 kj(90 kcal),0,19,"0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fraise']",,-20%,+116%,-21%,-100%,,,,,,,,,,,0.5 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,0.01 g,en faible quantité,-20%,-100%,-27%,-27%,-27%,0,-100%,B,-100%,,,,,,,,,
669,Comte affine 18 mois - U Saveurs,2871736034113,['France'],[],[],?,418,35,0,27,,,1749 kj(418 kcal),23,0,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,+1%,-100%,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['U Saveurs'],,['Magasins U'],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,-0%,+1%,-100%,+7%,+7%,13,0%,D,0%,,,,,,,,,
670,Velouté de cresson,3574315380449,['France'],[],[],?,32,"1,1","4,6","0,5",,,134 kj(32 kcal),"0,8",0,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,crottin en chocolat,3395250009390,['France'],[],[],?,559,"36,01","47,8","10,8",,,2339 kj(559 kcal),"7,4","26,04",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Merzer,0207134021783,['France'],[],[],?,222,12,0,28,,,929 kj(222 kcal),8,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Banane,2250106002257,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Bonbon caramel beurre salé,3760198325541,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Cafés,3760267674532,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Petit Camembert - Leader Price,3036858072712,['France'],[],[],?,283,23,"0,9",18,,"['EMB 14162', 'Clécy (Calvados, France)', 'FR 14.162.001 CE', 'Clécy (Calvados, France)']",1184 kj(283 kcal),16,"0,2","1,1","0,44",,,,,,,,,,,,,,,['Leader Price'],,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,
677,Galantine de volaille,3532820000122,['France'],[],[],?,160,"8,33",0,"21,28",,,669 kj(160 kcal),"2,04",0,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Brioche Nanterre (Hyper U),,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Emmental eco +,2860001019108,['France'],[],[],?,364,28,"0,5",28,,,1523 kj(364 kcal),19,"0,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Cereale intregrale,99973667,['France'],[],[],?,371,"2,5",68,14,"['Agriculture UE/Non UE', 'Sans sucre ajouté']",,1552 kj(371 kcal),"0,3","2,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,La villa,3760157170168,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Poulet fumé,0217221031816,['France'],[],[],?,168,"9,6",1,20,,,703 kj(168 kcal),"2,8","0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Pâté de foie pur porc,3342630016004,['France'],[],[],?,395,38,"0,5",13,,,1653 kj(395 kcal),16,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Brioche tranchée aux pepites de chocolat - 500g,3662444003299,['France'],[],[],?,329,11,49,"8,2",['Fabriqué en France'],,1377 kj(329 kcal),"5,9",17,"0,9","0,36",,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Pâté de campagne au piment d'espelette,3501890004590,['France'],[],[],?,278,24,"1,6",15,,,1163 kj(278 kcal),"9,1","0,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Vinaigrette au confit d'oignons aux citrons et au basilic,3544480010250,['France'],[],[],?,?,?,?,?,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Sauvignon blanc,3289850064425,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Pâte à pain tradition française,0207633005253,['France'],[],[],?,192,0,41,7,,,803 kj(192 kcal),0,"1,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Chocolat,3770008811089,['France'],[],[],?,682,"59,96","30,8","3,67","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,2853 kj(682 kcal),"32,46","28,58","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Tripoux - Le Manoir Alexandre,3513261290341,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Le Manoir Alexandre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,G.H.Mumm,3043700343814,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Sliva Sadni Namaz - 315g,3838900918937,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,315 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Pesto Genovese,3760274490019,['France'],[],[],?,732,78,"1,2","3,9",,,3063 kj(732 kcal),10,"1,2","2,1","0,84",C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,+63%,+76%,-80%,-18%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,78 g,en quantité élevée,10 g,en quantité élevée,1.2 g,en faible quantité,2.1 g,en quantité élevée,+64%,+53%,-48%,-15%,-15%,27,+38%,E,+38%,,,,,,,,,
694,Anis tofu lanxi,6927849460595,['France'],[],[],?,258,"15,8","7,5","21,7",,,1079 kj(258 kcal),"2,7","0,6",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Framboises - Fruits Rouges & Co - 125g,3385630078801,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Fruits Rouges & Co'],125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Comté,2825586040473,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Lemonade with honey and mint,5213006560118,['France'],[],[],?,43,0,"10,5","0,3",,,180 kj(43 kcal),0,"9,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Nutriben Petit Pot Pomme Ananas Peche,3401598318664,['France'],[],[],?,71,"0,1","16,2","0,4",,,297 kj(71 kcal),0,"12,6","0,03","0,012",,,,,,,,,,,,,,,['Nutriben'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Pousses de haricots mungo - Léa Nature,3456300003604,['France'],[],[],?,33,"0,1","4,6","2,7",,,138 kj(33 kcal),0,"2,8","0,34","0,136",,,,,,,,,,,,,,,['Léa Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Pousses de haricots mungo - Léa Nature,3456300003604,['France'],[],[],?,33,"0,1","4,6","2,7",,,138 kj(33 kcal),0,"2,8","0,34","0,136",,,,,,,,,,,,,,,['Léa Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"Roti cuit Bio LS - SAS Consolaro - 0,100kg",0203553029126,['France'],"['roti de porc*', 'sel nitrité', 'dextrose*', 'sucre* de canne', 'conservateur: E301']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,146,"6,8","0,1",21,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,611 kj(146 kcal),"2,4","0,1","2,3","0,92",C,"['Viandes', 'Porc', 'Rôtis de porc']",,+1%,+35%,-88%,-6%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['SAS Consolaro'],"0,100kg",['Biocoop'],6.8 g,en quantité modérée,2.4 g,en quantité modérée,0.1 g,en faible quantité,2.3 g,en quantité élevée,+3%,+15%,-84%,+34%,+34%,13,+82%,D,+82%,['sous vide'],['Colomiers'],,4,['France'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,
702,Pierre de mers,3613042684519,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,La clape,3613042684410,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Berlingots,3760156000121,['France'],[],[],?,0,"0,51",96,"0,5",,,0 kj(0 kcal),"0,1",58,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Miel de mandarinier - Famille Mary,3760115091139,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", 'Miels de mandarinier']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Famille Mary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Speculoos bio,3760051396497,['France'],[],[],?,454,16,74,"2,5","['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-10']",,1900 kj(454 kcal),10,28,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Le sablé de l'Abbaye,3226219008515,['France'],[],[],?,478,19,69,7,,,2000 kj(478 kcal),13,25,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Siranis,3394700011808,['France'],[],[],?,327,0,"80,5","0,1",['Point Vert'],,1368 kj(327 kcal),0,"80,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Crispy Skyr et grenade,0079969111362,"['France', 'Allemagne']",[],[],?,326,"20,4","29,7","5,7",,,1364 kj(326 kcal),"12,6","28,5","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,
710,Destrooper Pain Aux Amandes 1 Pièce X120,5410471903147,['France'],[],[],?,454,15,72,"6,9",,,1900 kj(454 kcal),"7,3",36,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Cognac XO,3219820003727,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Chopped cocido en lata,8411030039700,['France'],[],[],?,185,13,6,12,"['en:gluten-free', 'Sans lactose']",,774 kj(185 kcal),"5,4",6,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Dragées +sucette,3700350716572,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Tarte double chocolate pie - Mandul,8423915009142,['France'],[],[],?,410,"21,3","52,7","4,5",,,1715 kj(410 kcal),"6,6","29,1","0,4","0,16",,,,,,,,,,,,,,,['Mandul'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Perla de cabellos,3428881182702,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Happycow Cream Cheese,9066085413815,['France'],[],[],?,279,28,2,7,,,1167 kj(279 kcal),"19,7",2,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,3760209663884,3760209663884,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Poudre de curcuma,5200700808615,['France'],[],[],?,354,"9,88","64,93","7,83",,,1481 kj(354 kcal),"3,12","3,21","0,038","0,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,100% pur jus d'orange,05638659,['France'],[],[],?,44,"0,5",11,"0,5",,,184 kj(44 kcal),0,10,"0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,+2%,+184%,+13%,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,0.5 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,+1%,-100%,+9%,+12%,+12%,4,+34%,C,+34%,,,,,,,,,
720,Aoste Stickado Hähnchen,2300979002691,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Mario Bortolotti Salame Gentile,2300972007495,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
722,Landleberwurst - Tagwerk,4036716004489,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie']",,,,,,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,['Tagwerk'],,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,
723,Dark chocolate,5202460050808,['France'],[],[],?,472,35,46,"6,9",,,1975 kj(472 kcal),22,2,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Complexe charbon myrtille,3373020543145,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Jus De Grenade Bio - 500 ML - Biotona,5412360001859,['France'],[],[],?,323,"2,6",42,"3,8",['Bio'],,1351 kj(323 kcal),"0,2",30,0,0,,,,,,,,,,,,,,,['Biotona'],500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Mial d'acacia,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Mini race waffles - Bio organic,15735618,['France'],[],[],?,506,"24,9","61,8","7,2","['Bio', 'Agriculture durable', 'en:UTZ Certified']",,2117 kj(506 kcal),"15,7","29,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Noix de macadamia caramelisées,3360568071100,['France'],[],[],?,541,30,49,10,,,2264 kj(541 kcal),"2,4",47,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Petit agour,0206090085600,['France'],[],[],?,422,35,"1,7",26,,"['FR 64.259.100 CE', 'Hélette (Pyrénées-Atlantiques, France)']",1766 kj(422 kcal),25,0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Bulk power chocokat,000069224,['France'],[],[],?,367,8,"6,5","67,2",,,1536 kj(367 kcal),3,6,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Salami geräuchert, mit grünem Pfeffer - Bio",0876992,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Bio'],,,,,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Bio'],,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,
732,Philtered soul,0812556030222,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Pom'&go - Vergers Gourmands,53659743,['France'],[],[],?,51,0,11,0,,,213 kj(51 kcal),0,11,0,0,,,,,,,,,,,,,,,['Vergers Gourmands'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Lait demi écrémé vachement normand,3267031705008,['France'],[],[],?,46,"1,5","4,8","3,2",,,192 kj(46 kcal),1,"4,8","0,11","0,044",D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,-2%,-4%,-0%,-2%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,-2%,-1%,0%,0%,0%,0,,B,,,,,,,,,,
735,Dunis de azucar,8437005720145,['France'],[],[],?,355,"13,9",52,"1,2",['en:gluten-free'],,1485 kj(355 kcal),"4,1","19,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Confiture de piments d'Espelette,8412540900641,['France'],[],[],?,293,"0,1","71,9","0,4",,,1226 kj(293 kcal),0,"71,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Schweizer Sennenkäse Aldi,4061458046671,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Aldi'],,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
738,Saucisson cepes,2678219047291,['France'],[],[],?,1499,27,"1,1",29,,,6272 kj(1499 kcal),11,"1,1",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Gelée de piments d'Espelette,8412540900658,['France'],[],[],?,293,"0,1","72,8","0,1",,,1226 kj(293 kcal),0,"72,4","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Carafe,0026102295199,['France'],[],[],?,358,"1,8",72,"11,5",,,1498 kj(358 kcal),"0,3","3,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Coca cola BL?K,5449000029874,['France'],[],[],?,20,0,5,0,,,84 kj(20 kcal),0,5,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Vehizen Rhodiola rosea,0560675918111,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Brochette pour thé,2030500026017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Tradizionale Caprimo crème brûlée,7350022393868,['France'],[],[],?,440,12,74,"8,3",,,1841 kj(440 kcal),12,73,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Ultra Loss - 30g,5999076216116,['France'],[],[],?,354,6,"3,5",50,['Halal'],,1481 kj(354 kcal),"1,8","2,7","1,2","0,48",,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Jus pomme framboise,3770008919631,['France'],[],[],?,42,"0,03","9,8","0,2",,,176 kj(42 kcal),"0,01","9,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"Maple Syrup, Grade A Dark Amber,",0008577000331,"['France', 'États-Unis']",['Pure maple syrup'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,350,0,"88,33",0,,,1464 kj(350 kcal),0,"88,33","0,02","0,008",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,+28%,-100%,+29%,-100%,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,88.3 g,en quantité élevée,0.02 g,en faible quantité,+28%,-100%,+45%,-87%,-87%,14,+6%,D,+6%,,,,2,,,,,Butternut Mountain Farm
748,Amandes en poudre - Tablier Blanc,06591137,['France'],[],[],?,628,"54,8","5,5","23,8",,,2628 kj(628 kcal),"4,3","4,6","0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,+1%,+3%,-37%,+3%,,,,,,,,['Tablier Blanc'],,,54.8 g,en quantité élevée,4.3 g,en quantité modérée,4.6 g,en faible quantité,0.01 g,en faible quantité,+1%,+2%,+9%,-61%,-61%,12,+115%,D,+115%,,,,,,,,,
749,Gusto cola,5060042491308,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Crocanti sfogliatine de grano,8013664000660,['France'],[],[],?,523,"28,9","53,5","9,2",,,2188 kj(523 kcal),"2,6","1,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
