,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,labels,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,brand,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,allergens,nova_score,additives,link,generic_name,palm_ingredients
1723,Plaisir,5410781073127,['France'],[],[],?,560,"44,1","19,6","20,6",,2343 kj(560 kcal),"5,4","7,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Pink rose,8720165831166,['France'],[],[],?,19,0,"4,8",15,,79 kj(19 kcal),0,"4,8","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Marc de raisin - Nat & Form,3535400004954,['France'],[],[],?,0,0,0,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nat & Form'],,,,,,,,,,,,,,,,
1726,Tarte aux fraises,3819540588766,['France'],[],[],?,146,"4,2",24,"1,8",,611 kj(146 kcal),"2,9",14,"0,23","0,092",,,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes aux fraises']",4.2 g,en quantité modérée,2.9 g,en quantité modérée,14 g,en quantité élevée,0.23 g,en faible quantité,,-24%,-24%,-39%,-22%,-19%,-12%,-37%,-1%,-1%,6,-24%,C,-24%,D,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,
1727,Pain Pavé KRAKEN,1900000019363,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Levelup,4260636581038,['France'],[],[],?,344,"0,1","57,3","12,7",,1439 kj(344 kcal),"0,1","50,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Camembert d'Isigny - edition anniversaire 50 ans - Isigny Ste Mère - 250g,3254550035372,['France'],[],[],?,275,21,"0,5",21,"['EMB 14342A', 'Isigny-sur-Mer (Calvados, France)', 'FR 14.342.001 CE', 'Isigny-sur-Mer (Calvados, France)']",1151 kj(275 kcal),14,"0,5","1,4","0,56",['Frais'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camemberts pasteurisés']",21 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+0%,+1%,-2%,-8%,-3%,+90%,+9%,-2%,-2%,14,0%,D,0%,D,250g,"['Isigny Ste Mère', 'Géant Casino']",,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1730,Aceituna Campomar Rellena Anchoa 300 / 320 120 GR.,8410791183547,['France'],[],[],?,155,16,0,"1,3",,649 kj(155 kcal),3,0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Roti cuit bio,3321250095040,['France'],[],[],?,122,4,"0,5",21,,510 kj(122 kcal),"1,6","0,5","1,5","0,6",,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Dr johns lollipops,0605245008752,['France'],[],[],?,30,0,15,0,,126 kj(30 kcal),0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Pêches blanches,0202047022704,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Cerveza rubia sin alcohol,8413681110791,['France'],[],[],?,24,0,"5,1","0,2",,100 kj(24 kcal),0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Mel de flores,5601254057618,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Chef-way,0035200075626,['France'],[],[],?,50,0,37,4,,209 kj(50 kcal),0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,6 oeufs - Rochambeau,3439496001630,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rochambeau'],,,,,,,,,,,,,,,,
1738,Collagen powder,5056307363046,['France'],[],[],?,324,0,"2,7",78,,1356 kj(324 kcal),0,0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Brownie,0202231020998,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Filets de porc,0209316015092,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Vin,3592860054004,['France'],[],[],?,?,?,?,?,,,,,,,"['Bottle', 'Bouteille']",,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Perleo,3700809378566,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Sauce vinaigrette échalotes et moutarde - Franprix,3263851162793,['France'],[],[],?,495,53,4,"0,6",,2071 kj(495 kcal),"4,3","2,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],['Franprix'],,,,,,,,,,,,,,,
1744,Nakheel,6287009831451,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Bretzel chocolat,0258240025912,['France'],[],[],?,396,21,44,"6,7",,1657 kj(396 kcal),10,22,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Complete vanilla,080005760692001,['France'],[],[],?,1469,"7,3",31,32,,6146 kj(1469 kcal),"1,8",27,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Croissant x4 beurre app meunier,0258030012795,['France'],[],[],?,400,25,33,"9,2",,1674 kj(400 kcal),17,"5,9","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Pate de riz gluant au soja rouge,4901006110570,['France'],[],[],?,25,25,32,3,,105 kj(25 kcal),2,12,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Chaussons aux Pommes,0280024023616,['France'],[],[],?,335,19,37,4,,1402 kj(335 kcal),12,12,10,4,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",19 g,en quantité modérée,12 g,en quantité élevée,12 g,en quantité modérée,10 g,en quantité élevée,,+6%,+6%,+6%,+4%,+12%,+13%,+3%,+1572%,+1572%,26,+53%,E,+53%,B,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,
1750,3580281232958,3580281232958,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Sortido Lisboa,5601141111034,['France'],[],[],?,467,"15,5","74,5","4,8",,1954 kj(467 kcal),"9,2","35,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Knäckebrot Sésame,0200132014306,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Escalope de dinde,0287556026306,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,D,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,
1754,Freddi Swiss Roll W / Milk,8005380901024,['France'],[],[],?,402,"17,3","56,3","4,9",,1682 kj(402 kcal),"9,4","39,4","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Chicken seasoning,5029788100257,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Miel des Languedoc,3447865400281,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Pain de campagne,1900000005809,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Mortadella bollogna IGP,8003868151503,['France'],[],[],?,282,24,"1,5",15,,1180 kj(282 kcal),8,"1,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Les ptits bouchons nature,3292992005676,['France'],[],[],?,226,18,"2,4",14,"['FR 85.109.003 CE', 'Herbiers (Vendée, France)']",946 kj(226 kcal),13,"1,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Viandes,0209632066518,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Energy gel Aqua,96183083,['France'],[],[],?,144,0,36,0,,602 kj(144 kcal),0,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Grenier medocain,2473689027558,['France'],[],[],?,191.89999389648,12,"1,8",20,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",803 kj(191 kcal),"5,8","1,4","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Bonbons aux caramels,4710174114491,['France'],[],[],?,60,0,3,2,,251 kj(60 kcal),0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Mepilex border flex,7323190220496,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Moulin des moines,3347430022392,['France'],[],[],?,362,"19,81","34,65","7,16",,1515 kj(362 kcal),"12,8","12,11",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,['Moulin des moines'],,,,,,,,,,,,,,,,
1766,Tomato ketchup,8715779404318,['France'],[],[],?,102,"0,1","23,2","1,2",,427 kj(102 kcal),"0,1","22,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Légumes du soleil,2868076024669,['France'],[],[],?,15,"0,5","1,8","1,3",,63 kj(15 kcal),"0,01","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Flan,,['France'],[],[],?,182,"6,7",27,"3,3",,761 kj(182 kcal),"4,3",17,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Glace au pandanus avec nata de coco,8850387002898,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Jambonneau de porc,3255963786295,['France'],[],[],?,185,12,0,19,,774 kj(185 kcal),"3,8",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,04 le musclé,3770010988021,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Frappé milkshake chocolat,3474341200172,['France'],[],[],?,386,"4,4",79,"4,4",,1615 kj(386 kcal),"2,6",71,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Frappé milkshake mango-passion fruit - Chocolaterie Monbana,3474340025882,['France'],[],[],?,380,"0,1",91,"3,2",,1590 kj(380 kcal),0,71,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chocolaterie Monbana'],,,,,,,,,,,,,,,,
1774,Croq' biscuits Lentilles Sésame,3421557910234,['France'],[],[],?,454,19,50,17,,1900 kj(454 kcal),"9,8","6,9",1,"0,4",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Melon,3770003182016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Santangelo,8013025001558,['France'],[],[],?,824,"91,6",0,0,,3448 kj(824 kcal),"13,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Jambon de la vallée des aldudes,3103000256,['France'],[],[],?,271,19,"0,5",25,,1134 kj(271 kcal),"7,49","0,359","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Ribs d’agneau,0211895041263,['France'],[],[],?,355,33,"1,2",14,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",1485 kj(355 kcal),14,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Eclair chocolat,0260536019024,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Confiture de framboises bio sans pépin,3511282005500,['France'],[],[],?,207,"0,17",48,"0,76",,866 kj(207 kcal),"0,02",48,"0,002","0,001",,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.17 g,en faible quantité,0.02 g,en faible quantité,48 g,en quantité élevée,0.0019 g,en faible quantité,,-8%,-8%,-37%,-57%,-10%,-7%,+13%,-91%,-91%,11,+24%,D,+24%,B,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,
1781,Fusillis trucolores,3592020009547,['France'],[],[],?,286.79998779297,"1,82","53,8",11,,1200 kj(286 kcal),"0,49","2,54","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Boudin noir au piment d'espelette,3760292630343,['France'],[],[],?,297,27,"0,29","12,2",,1243 kj(297 kcal),"9,57","0,2","1,22","0,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Petits pois,2868320017126,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Pate penne fermieres artisanales - Coeur de Creuse,3770017331028,['France'],[],[],?,350,2,68,15,,1464 kj(350 kcal),"0,5",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Coeur de Creuse'],,,,,,,,,,,,,,,,
1785,Formule pep’s - Daco Bello,3270720019515,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Daco Bello'],,,,,,,,,,,,,,,,
1786,Gouda,0212431034831,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Mini cœurs- dragées au chocolat 73% cacao,3266052420006,['France'],[],[],?,480,17,69,"4,2",,2008 kj(480 kcal),11,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Macedonia de frutas - Spar - 420g,8480013102069,['France'],[],[],?,68,"0,1","15,9","0,3",,285 kj(68 kcal),0,"14,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,420 g,['Spar'],,,,,,,,,,,,,,,,
1789,Quinoa croustille,3760232060087,['France'],[],[],?,421,"13,4","55,8",16,,1761 kj(421 kcal),"1,4","1,69","1,39","0,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Dragée guimauve,3266052324298,['France'],[],[],?,398,"7,6",80,"2,9",,1665 kj(398 kcal),"4,7",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Cornichons au vinaigre,3224347000043,['France'],[],[],?,14,"0,1","2,2","0,6",,59 kj(14 kcal),"0,1",1,"1,7","0,68",,"['Bio', 'Bio européen', 'FR-BIO-01']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",0.1 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,1.7 g,en quantité élevée,,-30%,-25%,-66%,+78%,+12%,-19%,-45%,-6%,-6%,2,-2%,B,-2%,,,,,,,,,,,,,,,,,,,
1792,Rice Cracker Japonais,3760177744387,['France'],[],[],?,428,"14,4","83,1","10,3","['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",1791 kj(428 kcal),"2,1","18,5","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Emmental grand cru,0212224019816,['France'],[],[],?,?,?,?,?,"['FR 88.446.004 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",,,,0,0,['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Lamelle de kebab de poulet grillés,5902082415299,['France'],[],[],?,148,"6,8","7,4",14,,619 kj(148 kcal),2,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Filet de poulet l'Extra Tendre marinées,2276746022707,['France'],[],[],?,95,"0,6","1,2",21,,397 kj(95 kcal),0,1,1,"0,4",,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",0.6 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-27%,-27%,-79%,-100%,+151%,+312%,-8%,+33%,+33%,0,,B,,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1796,Sauce Bearnaise,3760042091615,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Epicerie', 'Sauces', 'Sauces béarnaises']",,,,,,,,,,,,,,,,,,,,,,,D,,,,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,,,,,
1797,Viande bovine steack,0236275014378,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Saveurs d'azur - Maison de la Glace,3760124194395,['France'],[],[],?,121,0,29,"0,4",,506 kj(121 kcal),0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison de la Glace'],,,,,,,,,,,,,,,,
1799,Confiture Myrtille Citron vert - La Chambre aux Confitures,3700910204617,['France'],[],[],?,212,"0,5",52,"0,5",,887 kj(212 kcal),"0,1",49,"0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",0.5 g,en faible quantité,0.1 g,en faible quantité,49 g,en quantité élevée,0.01 g,en faible quantité,,-5%,-4%,+91%,+101%,-3%,-4%,-3%,-57%,-57%,11,+18%,D,+18%,D,,['La Chambre aux Confitures'],,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1800,Salt Skalle,7393077181660,['France'],[],[],?,323,0,81,0,,1351 kj(323 kcal),0,43,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Tomme se chevre - 60g,3760274040023,['France'],[],[],?,?,?,?,?,"['FR 26.139.082 CE', 'Génissieux (Drôme, France)']",,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,D,60 g,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1802,Tomme du sud-ouest,2487993017655,['France'],[],[],?,370,31,"1,2",21,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",1548 kj(370 kcal),21,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pasta di Semola di grano duro,8009452271190,['France'],[],[],?,352,"1,5",71,"13,5",,1473 kj(352 kcal),"0,3",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Glace chocolat noir - Patrimoine Gourmand,3257986911760,['France'],"['Eau - chocolat noir 12,3% [fèves de cacao ', 'origine : Ghana', ' - sucre - beurre de cacao-émulsiant lécithine de tourmesol-lait entier-sucre poudre de lait écrémé - sirop de glucose déshydrate crème - beurre-coudre de cacao 0,5% - stabilisants gomme guar', 'gomme de caroube', "" Traces possibles d'arachides"", 'de céréales contenant du gluten', 'de graines de sésame de fruits à coque', ""d'œufs et de soja""]",[],?,250,15,23,"4,8",,1046 kj(250 kcal),10,23,"0,12","0,048",,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",15 g,en quantité modérée,10 g,en quantité élevée,23 g,en quantité élevée,0.12 g,en faible quantité,,+14%,+14%,+38%,+46%,-12%,+3%,+44%,-21%,-21%,17,+35%,D,+35%,B,,['Patrimoine Gourmand'],,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,4,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",,,
1805,Roquefort,0259031024534,['France'],[],[],?,365,31,"1,5",19,,1527 kj(365 kcal),20,"0,5","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Bonbons propolis - Pinson,3470201015627,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pinson'],,,,,,,,,,,,,,,,
1807,Tarte aux pommes,3585290300230,['France'],[],[],?,209,"5,5",36,"2,6",,874 kj(209 kcal),"3,4",23,"0,15","0,06",,['Fabriqué en France'],"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",5.5 g,en quantité modérée,3.4 g,en quantité modérée,23 g,en quantité élevée,0.15 g,en faible quantité,,-15%,-15%,-41%,-37%,-0%,+12%,+7%,-41%,-41%,9,-18%,C,-18%,B,,,,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,,
1808,fromage blanc entier - 500g,3760056610048,['France'],[],[],?,?,?,?,?,"['FR 46.226.001 CE', 'Prendeignes (Lot, France)']",,,,0,0,,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,C,500 g,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,
1809,Salers aop,3252540969072,['France'],[],[],?,371,30,"0,2",25,,1552 kj(371 kcal),19,0,"2,1","0,84",['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Cedar Medium Moyen Couscous 2LB,0062356531089,['France'],[],[],?,150,"0,5",31,5,,628 kj(150 kcal),0,1,"0,162","0,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Glace framboise,3760187170411,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Crème Glacée Chocolat,3760318100270,['France'],[],[],?,211,11,23,"4,7",,883 kj(211 kcal),"7,1",22,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Noix du brésil décortiquées crues,2600134018834,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Wafer choco - Continente - 250g,5601312000419,['France'],[],[],?,525,27,64,5,,2197 kj(525 kcal),18,35,"0,5","0,2",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",27 g,en quantité élevée,18 g,en quantité élevée,35 g,en quantité élevée,0.5 g,en quantité modérée,,+2%,+1%,-2%,+3%,+7%,-1%,-18%,+89%,+89%,25,+11%,E,+11%,D,250 g,['Continente'],,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,,,,,,,,
1815,Sbulizar,3700443003107,['France'],[],[],?,340,"0,1","82,9","0,2",,1423 kj(340 kcal),"0,1","53,4","0,1","0,04",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Cuisses de poulet,0212994023686,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Côte,2677648033455,['France'],[],[],?,232,17,"0,5",20,,971 kj(232 kcal),4,"0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Citronnade,3559777303113,['France'],[],[],?,27,0,"6,7",0,,113 kj(27 kcal),0,"6,7",0,0,,,"['Boissons', 'Citronnades']",0 g,en faible quantité,0 g,en faible quantité,6.7 g,en quantité élevée,0 g,en faible quantité,,-16%,-17%,-100%,-100%,-16%,-11%,-100%,-100%,-100%,9,-11%,D,-11%,,,,,,,,,,,,,,,,,,,
1819,Filet mignon de porc fumé au bois de hêtre,0291500074329,['France'],[],[],?,129,4,"0,5",23,,540 kj(129 kcal),"1,8","0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
