,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,packaging,manufacturing,additives,markets,allergens,link,palm_ingredients,producer_info
1862,Boulettes de boeufs - Thirier,3292590861940,,,['Thirier'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine']","['Viande Française', 'Viande-bovine-francaise']",,['France'],"['• Uz', 'squG limite sschet dns CONSERVATION NE JAKIAIS RECONCELER UN PRODUIT DECONGELÉ EVA7 DAN OLLAGEEN/VLEESEI\\VIT ', 'GREDIÉNT: rundvlees 47S%', 'gerS', 'dreteerde scia-e', 'vsitten 32E zout', 'tonstenpoeder', 'aro', 'nstisthe rkomst Frankrijk Verwerkt in Frenkrük', ' WARING: YAREN BIJ - 1 sec', ' ONTDOOIING NIET INVRIEZEN', ' rgie S5S kJ / 205 kcsl - Vetten 15 verzs±gde g - KteZ%y - rvsn suikers g Vezels g - 12 g EIDINGSTIP: de nog batore,n rundvkesSslletìes in een hete net ttende 2 3 minuten ssn', ' vervo', 'gens 10 en roex reçe}mstig', "" Dactà&kkea Pts de tzabeeo!ea bereidirgstridea 'AN CHEF: d:en op met ef ' de beteidifigstqd toeveegt"", ' Voeg oek ea e', 'ke!e cl üven tee', ' tacte suaastiaa']",[],,15 g,en quantité modérée,5.6 g,en quantité élevée,1.4 g,en faible quantité,0.93 g,en quantité modérée,?,,206,+9%,862 kj(206 kcal),+8%,15,+82%,"5,6",+67%,"5,6",+153%,"1,4",+70%,12,-49%,"0,93",-67%,"0,372",-67%,11,+1%,D,+1%,,,,,,,,,,,,,,,,,
1863,Steaks haches surgeles 40 - Thiriet,3292590861971,E,,['Thiriet'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']","['Viande Française', 'Viande-bovine-francaise']",,['France'],[],[],,15 g,en quantité modérée,5.9 g,en quantité élevée,1 g,en faible quantité,0.17 g,en faible quantité,?,,211,+13%,883 kj(211 kcal),+12%,15,+21%,"5,9",+13%,1,+388%,1,+625%,19,-1%,"0,17",-22%,"0,068",-22%,2,-27%,B,-27%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['FR 88.158.002 CE', 'Éloyes (Vosges, France)', 'EMB 88158', 'Éloyes (Vosges, France)']",,,,,['Thiriet'],,,,
1864,4 côtes de porc échine marinées - Thiriet - 640g,3292590862282,E,640 g,['Thiriet'],"['Viandes', 'Porc', 'Côtes de porc']","['Viande Française', 'Viande Porcine Française']",,['France'],[],[],,21 g,en quantité élevée,7.8 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,?,,300,+55%,1255 kj(300 kcal),+57%,21,+79%,"7,8",+64%,"1,1",+49%,"0,2",-53%,26,+35%,"1,1",+19%,"0,44",+19%,14,+105%,D,+105%,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,,,,['Thiriet'],,,,
1865,Ribs de porc bbq - Thiriet,3292590862299,,,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,217,,908 kj(217 kcal),,14,,"5,6",,"2,9",,"2,9",,20,,"0,77",,"0,308",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1866,Sauté de veau - Thiriet - 900g,3292590863180,,900 g,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,120,,502 kj(120 kcal),,"5,3",,"2,1",,"0,1",,"0,01",,18,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1867,2 pavés de boeuf marinés à l'échalote - Thiriet,3292590864057,,,['Thiriet'],,"['Viande Française', 'Viande-bovine-francaise']",,['France'],[],[],,,,,,,,,,?,,112,,469 kj(112 kcal),,"3,1",,"1,1",,"1,1",,"0,5",,20,,"0,56",,"0,224",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1868,Steaks Hachés Pur Bœuf Façon Bouchère 15% - Thiriet - 1.250kg e,3292590864064,D,1.250 kg e,['Thiriet'],"['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', 'Steaks hachés de bœuf surgelés']","['Viande-francaise', '100% muscle', 'Fabriqué en France', 'Bleu Blanc Cœur', 'Viande-bovine-francaise']",['France'],['France'],['Pure viande bovine à 15 % de matières grasses'],[],,15.2 g,en quantité modérée,6.8 g,en quantité élevée,0 g,en faible quantité,0.224 g,en faible quantité,?,,216,+9%,904 kj(216 kcal),+8%,"15,2",+11%,"6,8",+13%,0,-100%,0,-100%,20,+6%,"0,224",+14%,"0,09",+14%,3,-14%,C,-14%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['FR 88.158.002 CE', 'Éloyes (Vosges, France)']",Steaks hachés,"['surgelé', 'Carton', 'boîte']",['France'],,['Thiriet'],,,,
1869,Sauté de Cerf - Thiriet,3292590868208,,,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,112,,469 kj(112 kcal),,"1,2",,"0,5",,"0,1",,"0,1",,25,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1870,4 véritables knacks d'Alsace - Thiriet,3292590870560,,,['Thiriet'],,"['Viande Française', 'Viande-bovine-francaise']",,['France'],"['et plantes aromatiques', 'dextrose', 'arômes naturels acidifiant: antioxydant : acido ascorbique', 'conservateur:nifrite desodium', 'Enveloppe:boyaunaÙJreldemouton', 'Présence éventuelle de fruits à coque', '[gitetpoisson,']",[],4,,,,,,,,,?,,279,,1167 kj(279 kcal),,25,,"9,4",,1,,1,,14,,"1,7",,"0,68",,,,,,,,,,,,,"['EMB 70093', 'Breuches (Haute-Saône, France)']",,,,,['Thiriet'],,,,
1871,Farce pur porc - Thiriet,3292590870584,,,['Thiriet'],"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces']","['Viande Française', 'Viande Porcine Française']",,['France'],[],[],,19 g,en quantité modérée,7.5 g,en quantité élevée,0.1 g,en faible quantité,1.6 g,en quantité élevée,?,,237,-1%,992 kj(237 kcal),+1%,19,+5%,"7,5",+13%,"0,3",-87%,"0,1",-90%,16,+9%,"1,6",-10%,"0,64",-10%,16,-1%,D,-1%,,,,,,,,,,,,,['Thiriet'],,,,
1872,Poulet sauce aigre douce et riz basmati - Thiriet,3292590874049,,,['Thiriet'],,,,['France'],"['riz basmati cuit 33,6% ', 'eau', 'riz basmati', 'eau', 'morceau de filet de poulet origine France 19,4%', 'oignon', 'ananas au sirop 4,8% ', 'ananas 3,2%', 'eau', 'sucre', 'acidifiant : acide citrique', 'ketchup ', 'tomate', 'sirop de glucose-fructose', 'sucre', ""vinaigre d'alcool"", 'amidon transformé', 'sel', 'extrait di épices rouge 2,1 %', 'sucre', ""vinaigre d'alcool"", 'champignon noir 1,2%', 'concentré de tomate', 'huile de tournesol', 'amidon transformé', 'sel', 'gingembre,jus de citron vert', 'arômes naturels', 'ail', 'huile de sésame', 'graine de sésame noir 0,1 %', 'coriandre', ""mélange d'épices "", 'anis', 'fenouil', 'coriandre', 'cannelle', 'cumin', ' Présence éventuelle de crustacés', 'œuf', 'poissons', 'soja', 'lait', 'céleri', 'moutarde et mollusques']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,104,,435 kj(104 kcal),,"1,6",,"0,3",,15,,"4,2",,"6,9",,"0,91",,"0,364",,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E14XX - Amidons modifiés']",['Thiriet'],"['Céleri', 'Œufs', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Soja']",,,
1873,Thiriet,3292590874100,,,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1874,Thiriet - 300g,3292590874148,,300 g,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1875,Thiriet - 300g,3292590874155,,300 g,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1876,8 Mochis Glacés - Thiriet - 208g (8 * 26g),3292590874193,,208 g (8 * 26 g),['Thiriet'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,,['France'],"['Lait de coco pasteurisé 28,8 %', 'eau', 'sirop de glucose', 'sucre', 'amidon transformé de riz et de tapioca', 'mangue 7,3 %', 'huile de son de riz', 'maltodextrine', 'dextrose', 'stabilisants ', 'farine de graine de caroube', 'gomme de guar', 'carraghénanes', ""émulsifiant : mono et diglycérides d'acides gras"", 'acidifiant : acide citrique', 'colorant : béta-caroténe', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,6.7 g,en quantité modérée,5.8 g,en quantité élevée,29.7 g,en quantité élevée,0.04 g,en faible quantité,?,,245,+4%,1025 kj(245 kcal),+4%,"6,7",+4%,"5,8",+35%,"44,5",+6%,"29,7",+9%,1,-52%,"0,04",-52%,"0,016",-52%,13,+16%,D,+16%,,,,,,,,"['EMB 62758', 'Saint-Martin-Boulogne (Pas-de-Calais, France)']",8 Mochis Glacés,"['Carton', 'Plastique', 'surgelé']",['Thailande'],"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160ai - Bêta-carotène']",['Thiriet'],['Lait'],,,
1877,Riz basmati aux crevettes facon thai - Thiriet,3292590874377,,,['Thiriet'],,,,['France'],"['AUX ', 'I', 'PEVETTES', 'SURGELÉ', ' riz basmati Fd5% ', 'creveftes 84%', 'eau', 'sel', ' coco 82%', 'stab!àsants : gomme xanthane - gomme quar ', ' cerises poivrons rouges grii\\és de soja de citron vert oigrtons de printemps huile coriandre', 'ail', 'gingembre Of4%e assaisonnement de Cistrry en poudre ', 'oignon', 'ai', 'basilic', 'piment rouge', 'curcuma']",[],4,,,,,,,,,?,,108,,452 kj(108 kcal),,35,,2,,13,,2,,5,,1,,"0,4",,,,,,,,,,,,,,,,,['E415 - Gomme xanthane'],['Thiriet'],,,,
1878,Tagliatelles aux saint-jacques et crevettes sauce citronnée - Thiriet - 350g,3292590877125,,350 g,['Thiriet'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Plats préparés surgelés', 'Plats aux fruits de mer', 'Plats aux noix de Saint-Jacques']",,,['France'],"['Tagliatelles précuites 32,2% ', 'semoule de blé dur', 'eau', 'eau', 'noix Saint-Jacques sans corail 13,1% ', '*Zygochlamys patagonica', 'Argentine', 'échalote 8,8%', 'brocolis 6%', 'lait écrémé réhydraté', 'crème fraîche', 'vin blanc', 'crevettes 2,8% ', 'Pandalus borealis', 'pêche Atlantique Nord-Ouest', 'citron 1,7% ', 'jus de citron à base de concentré', 'antioxydant : acide ascorbique', 'conservateur anhyd ride sulfureux', 'carottes 1,3%', 'arômes naturels ', 'dont poisson', 'amidons transformés', 'sel', 'coriandre', 'laurier', 'romarin']","['Non végétalien', 'Non végétarien']",4,1.7 g,en faible quantité,1.1 g,en faible quantité,2 g,en faible quantité,0.82 g,en quantité modérée,?,,105,-34%,439 kj(105 kcal),-29%,"1,7",-78%,"1,1",-75%,"15,6",+24%,2,+12%,"5,7",-12%,"0,82",+3%,"0,328",+3%,2,-61%,B,-61%,,,,,,,,,,,,"['E300 - Acide ascorbique', 'E14XX - Amidons modifiés']",['Thiriet'],"['Crustacés', 'Lait']",,,
1879,"Poulet, Nouilles Asiatiques Et Legumes Façon Wok - Thiriet - 350g",3292590877194,,350 g,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,96,,402 kj(96 kcal),,?,,"0,2",,?,,"2,4",,"7,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1880,Aiguillettes de Poulet et Pennes Complètes aux Petits Légumes sauce aux Poivrons - Thiriet - 350g e,3292590878184,D,350 g e,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",,,['France'],"['Pâtes penne complètes cuites 27', '1 % ', ' eau', 'semoule complète de blé', 'sel ', ' aiguillette rôtie de poulet saumuré ', ' poulet', 'eau', 'sel', 'fécule dextrose', 'lactose', ' eau', 'poivron rouge 11', '8%', 'brocoli 9', '9 %', 'fève de soja 7', '1 %', 'préparation laitière à 5 % de matière grasses ', 'lait écrémé', 'crème', 'amidon', 'épaississant : gomme xanthane ', ' oignon', 'vin blanc muscadet', 'lait', ""huile d'olive"", 'jus de citron', 'sel', 'amidon transformé', 'extrait de poulet ', ' eau', 'os et viande de poulet ', ' pimprenelle', 'ail', 'épaississants gomme xanthane', 'gomme guar', 'glucose', 'origan', 'extrait de poivre', 'piment de cayenne']","['Non végétalien', 'Non végétarien']",4,0.571 g,en faible quantité,0.171 g,en faible quantité,0.886 g,en faible quantité,0.137 g,en faible quantité,?,,30.6,-79%,128 kj(30 kcal),-79%,"0,571",-90%,"0,171",-90%,"3,26",-76%,"0,886",-55%,"2,77",-66%,"0,137",-84%,"0,055",-84%,-1,-170%,A,-170%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']",,"['surgelé', 'Plastique', 'Carton']",,"['E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar']",['Thiriet'],"['Gluten', 'Lait', 'Soja']",magasins thiriet,,
1881,Légumes et émincés de porc façon Teppan Yaki - Thiriet - 500g,3292590879105,,500 g,['Thiriet'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,,['France'],"['légumes 72% ', 'brocoli cuit', 'pois croquant', 'oignon', 'champignon shiitaké', 'courgette', 'poivron rouge', 'émincés de porc traités en salaison rôtis 15,2% ', 'viande de porc', 'eau', 'dextrose', 'protéines de pois', 'sel', 'amidon transformé', 'arômes', 'extraits de romarin', 'lait', 'huile de tournesol', 'sauce soja 1,7% ', 'eau', 'graine de soja', 'farine de blé', 'sel', 'assaisonnement ', 'sel', 'épices ', 'dont sésame', 'plantes aromatiques', 'sauce soja en poudre ', 'germe de soja', 'blé', 'sel', 'maltodextrine', 'sucre', 'huile de sésame', 'huile de sésame 1,3%', 'sel', 'sucre', 'amidon transformé']","['Non végétalien', 'Non végétarien']",4,2.4 g,en faible quantité,0.4 g,en faible quantité,3.4 g,en faible quantité,0.48 g,en quantité modérée,369,-39%,?,,369 kj(88 kcal),-41%,"2,4",-66%,"0,4",-85%,11,-16%,"3,4",+63%,"5,3",-22%,"0,48",-37%,"0,192",-37%,-2,-183%,A,-183%,,,,,,,,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 20188A', 'Olmeta-di-Tuda (Corse, France)']",plat préparé japonais,['Surgelé'],,"['E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",['Thiriet'],"['Gluten', 'Lait', 'Soja']",,,
1882,Risotto a la truffe noire 2% - Thiriet - 300g,3292590879419,,300 g,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,157,,657 kj(157 kcal),,"8,7",,"5,7",,"16,6",,"0,8",,"2,8",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1883,Paëlla au poulet - Thiriet,3292590879563,C,,['Thiriet'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']",,,['France'],"['riz précuit 47,2% ', 'eau', 'riz', 'sel', 'curcuma', 'cubes de poulet cuit vapeur traité en salaison 8% ', 'filet de poulet ', 'France', 'eau', 'fécule', 'sei', 'dextrose', 'poivron rouge 7%', 'oignon préfrit 6,3% ', 'oignon', 'huile de tournesol', 'petit pois 6%', 'oignon', 'anneau de calamar 4%', 'moule du Pacifique décoquillée cuite 4%', 'eau', 'graisse de poulet ', 'graisse de poulet', 'antioxydant : extraits de romarin', 'chorizo 2% ', 'maigre et gras de porc ', 'France', 'piment', 'sel', 'lactose', 'épices', 'dextrose', 'conservateurs : ascorbate de sodium - nitrite de sodium', 'ferments', 'arômes naturels ', 'dont crustacés', 'poisson', 'lait', 'colorants : extrait de paprika et curcumine', ""huile d'olive vierge extra"", 'purée de tomate double concentrée', 'huile de tournesol', ""purée d'ail"", 'colorant : extrait de paprika', 'assaisonnement ', 'sel', 'épices', 'sucre', 'oignon', 'colorants : extrait de paprika et curcumine', ""extraits d'épices"", 'amidon transformé', 'curcuma']","['Non végétalien', 'Non végétarien']",4,6.2 g,en quantité modérée,1.4 g,en faible quantité,1.4 g,en faible quantité,1.13 g,en quantité modérée,?,,141,0%,590 kj(141 kcal),+1%,"6,2",+32%,"1,4",+32%,"15,1",-7%,"1,4",+23%,"5,9",-18%,"1,13",+24%,"0,452",+24%,4,+335%,C,+335%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,,,,,"['E392 - Extrait de romarin', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E14XX - Amidons modifiés']",['Thiriet'],"['Poisson', 'Lait']",,,
1884,Pâte corolles aux st-Jacques et champignons - Thiriet,3292590879631,,,['Thiriet'],,,,['France'],"['pâtes aux œufs cuites 27% ', 'eau', 'semoule de blé dur', 'œufs frais', 'sel', 'huile de tournesol', 'noix de Saint-Jacques* 18%', 'crème fraîche 15%', 'champignons de Paris 10%', 'eau', 'vin blanc Muscadet AOC* * 5% ', 'dont sulfites', 'emmental', 'échalote beurre', 'farine de blé', 'oignon', 'amidon transformé', 'fumet de poisson ', 'cabillaud', 'eau', 'poireau', 'échalote', 'vin blanc réduit', 'plantes aromatiques', 'fumet de mollusque et crustacé ', 'maltodextrine', 'eau', 'extrait de Saint-Jacques', 'sel', 'cabillaud', 'extrait de mouler extrait de crabe', 'extrait de saumon', ""pâte d'anchoix"", 'arôme naturel', 'plantes aromatiques', 'jus de citron jaune', 'sel', 'huile de tournesol', 'persil', ""vinaigre d'alcool"", 'épaississants : gomme xanthane - gomme guar', 'glucose', 'extrait de poivre', ' Présence éventuelle de soja', 'moutarde', 'sésame', 'fruits à coque et céleri *Zygochlamys patagonica', 'origine Argentine ', 'ZA', ' / Uruguay ', 'ZU', ' ', ' Chlamys opercularis origine France ', 'CF', ' / Ecosse ', 'CE', ' / Irlande ', 'Cl', ' / Angleterre ', 'CA', ' Les lettres situées en fin de numéro de lot indiquent respèce et liorigine des noix de I Saint-Jacques', '*Appellation dlOrigine Contrôlée']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,142,,594 kj(142 kcal),,"7,9",,"5,2",,11,,"1,1",,"6,2",,"0,83",,"0,332",,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Thiriet'],"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame']",,,
1885,Pomme de terre façon raclette - Thiriet - 300g,3292590879709,,300 g,['Thiriet'],,,,['France'],"['pomme de terre 50% ', 'pommes de terre', 'sel', 'eau', 'fromage à raclette 9% ', ""dont conservateurs : lysozyme d'œuf - natamycine"", 'lardon cuit fumé 6,6% ', 'poitrine de porc ', 'origine France', 'sel', 'dextrose', 'conservateurs : érythorbate de sodium - nitrite de sodium', 'saucisse fumée précuite 6% ', 'viande de porc et gras de porc ', 'origine France', 'sel', 'lactose', 'épices', 'antioxydant : extraits de romarin', 'conservateur : nitrite de sodium', 'oignon 6%', 'crème fraîche légère liquide à 15% MG 4%', 'vin blanc Muscadet AOC* 2%', 'beurre 2%', 'amidon transformé', 'huile de tournesol', 'sel', 'protéine de lait', 'épaississants : gomme xanthane - gomme guar', 'arôme naturel ', 'dont lait', 'extrait de poivre', ' *Appellation d10rigine Contrôlée']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,132,,552 kj(132 kcal),,"7,5",,4,,10,,"1,3",,"5,6",,"0,75",,"0,3",,,,,,,,,,,,,,,,,"['E1105 - Lysozyme', 'E235 - Natamycine', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Thiriet'],['Lait'],,,
1886,Couscous 1kg 2 personnes - Thiriet - 1kg,3292590879716,,1 kg,['Thiriet'],,,,['France'],[],[],,,,,,,,,,?,,139,,582 kj(139 kcal),,"5,1",,"2,4",,13,,"2,6",,"9,8",,"0,53",,"0,212",,,,,,,,,,,,,,,,,,['Thiriet'],,,,
1887,Farfalle au poulet et champignons - Thiriet - 300g,3292590879723,,300g,['Thiriet'],['Plats préparés'],,,['France'],"['INGREDIENTS: pâtes précuites 38% ', 'semoule de blé dur', 'eau huile de tournesol', 'eau', 'champignons de Paris 16%', 'morceaux de filet de poulet traité en salaison 15% ', 'filet de poulet 98% ', 'origine France', 'sel', 'dextrose', 'crème fraîche 5%', 'huile de tournesol', 'lactosérum en poudre', 'emmental 1%', 'amidon transformé', 'arôme naturel', 'sel', 'persil', 'épaississant: gomme xanthane', 'poivre', "" Présence éventuelle d'ceuf""]","['Non végétalien', 'Non végétarien']",4,5.2 g,en quantité modérée,1.6 g,en quantité modérée,1.4 g,en faible quantité,0.69 g,en quantité modérée,?,,136,-16%,569 kj(136 kcal),-15%,"5,2",-27%,"1,6",-30%,"14,6",+9%,"1,4",-33%,"6,7",-4%,"0,69",-27%,"0,276",-27%,0,-100%,B,-100%,,,,,,,,,,['Barquette'],,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Thiriet'],['Lait'],,,
1888,Pomme de terre garnie savoyarde - Thiriet - 360g,3292590879754,,360 g,['Thiriet'],,,,['France'],"['t pomme de terre 50%', 'eau', 'crème liquide 9,5% ', 'crème', 'stabilisant: carraghénanes', 'lardons crus salés 9% ', 'poitrine de porc origine France', 'selt dextrose', 'acidifiant : acide citrique', 'antioxydant : érythorbate de sodium', 'conservateur* nitrite de sodium', 'emmental 5%', 'oignon 5%', 'poudre de lait entier', 'reblochon ACP* 2%', 'fécule de pomme de terre acétylée', 'arôme naturel ', 'dont lait', 'sel', 'épaississant t gomme xanthane', ' * Appellationd&0rigine Protégée Présence éventuelle de gluten', 'soja', 'céleri et fruits à coque']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,138,,577 kj(138 kcal),,"8,5",,"5,1",,"9,9",,"3,3",,"4,9",,"0,45",,"0,18",,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E316 - Érythorbate de sodium']",['Thiriet'],"['Céleri', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,
1889,Pomme de terre garnie paysanne - Thiriet - 360g,3292590879761,,360 g,['Thiriet'],,,,['France'],"['pomme - de terre 50%', 'eau jambon cuit supérieur 9,1% ', 'jambon de porc origine France', 'sel sirop de glucose', 'dextrose', 'arômes', 'antioxydant : ascorbate de sodium conservateur : nitrite de sodium', 'emmental 9%', 'crème liquide 8,4% è', 'crème', 'stabilisant : carraghénanes', 'champignon de Paris 09%', 'oignon', '2,5% fécule de pomme de terre acétylée', 'ail', 'arôme naturel', 'sel/épaisstsant', ' gomme xanthane', 'Présence éventuelle de gluten', 'Soja', ' céÎeri et fruits à coque']",['Non végétalien'],4,,,,,,,,,?,,108,,452 kj(108 kcal),,"5,4",,"3,5",,"8,1",,"2,6",,"5,9",,"0,44",,"0,176",,,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Thiriet'],"['Lait', 'Fruits à coque', 'Soja']",,,
1890,Gratin de farfalle au jambon et emmental - Thiriet - 900g,3292590879822,C,900 g,['Thiriet'],"['Plats préparés', 'Plats à base de pâtes', 'Gratins', 'Gratins de pâtes']","['Viande Française', 'Viande Porcine Française']",,['France'],"['mini farfalle précuite 29,7% ', 'eau', 'semoule de blé dur', 'eau', 'jambon cuit supérieur 15,1% ', 'jambon de porc ', 'origine France', 'sel', 'sirop de glucose', 'dextrose', 'arômes naturels', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'crème fraîche 15%', 'emmental 6,5%', 'poudre de lait écrémé', 'huile de tournesol', 'oignon', 'amidons transformés', 'farine de blé', 'sel', ""purée d'ail"", 'arôme naturel ', 'dont lait', 'poivre']","['Non végétalien', 'Non végétarien']",4,9.8 g,en quantité modérée,5.2 g,en quantité élevée,1.8 g,en faible quantité,0.72 g,en quantité modérée,?,,174,+9%,728 kj(174 kcal),+11%,"9,8",+34%,"5,2",+22%,13,-11%,"1,8",0%,8,+8%,"0,72",-7%,"0,288",-7%,5,+2%,C,+2%,64.7%,21.7%,4.5%,4.8%,2.5%,1.8%,69,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Thiriet'],"['Gluten', 'Lait']",,,
1891,Penne napoletane aux olives et câpres - Thiriet,3292590879877,,,['Thiriet'],,['Fabriqué en Italie'],,['France'],"['Pâtes penne précuites 32,5% ', 'eau', 'semoule de blé dur', 'pulpe de tomate 18,1%', 'purée de tomate 11,6%', 'oignon 11,6%', 'olives noires 6% ', ""correcteur d'acidité : acide citrique"", 'câpres 5% ', 'câpres', 'eau', 'vinaigre de vin', 'sel', 'concentré de tomate 4,5%', 'eau', 'huile de tournesol', 'persil', 'sucre', 'sel', 'extrait de levure', 'purée de piment 0,3% ', 'piment', 'sel', ""correcteur d'acidité : acide citrique"", ' ail', 'poivre noir', 'origan']",[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"5,9",,"0,8",,14,,"3,5",,"3,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,['E330 - Acide citrique'],['Thiriet'],,,,
