,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,markets,generic_name,packaging,nova_score,allergens,brand_owner,additives,manufacturing,ingredients_origins,palm_ingredients,link
1529,St mont cremier,0208813028215,['France'],[],[],?,410,34,0,26,,,,,,,,,,,,,,1715 kj(410 kcal),,,22,,,0,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Queues de crevettes décortiquées citron romarin,2298131029580,['France'],[],[],?,126,"4,8","0,5",20,,,,,,,,,,,,,,527 kj(126 kcal),,,"0,6",,,"0,5",,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Betteraves rouges,2292458014236,['France'],[],[],?,46,"1,1","6,7","1,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",,1.1 g,en faible quantité,0.2 g,en faible quantité,5.8 g,en quantité modérée,0.84 g,en quantité modérée,,,192 kj(46 kcal),+2%,+482%,"0,2",+1404%,-16%,"5,8",-19%,-26%,"0,84",+790%,"0,336",+790%,-1,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,,,,
1532,Gorgonzola,0201946019228,['France'],[],[],?,330,27,0,19,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+1%,1381 kj(330 kcal),+1%,-3%,19,-1%,-100%,0,-100%,+5%,"1,3",-13%,"0,52",-13%,14,-3%,D,-3%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,,,,,
1533,Appenzeller Surchoix,2111727004351,['France'],[],[],?,393,32,0,26,,,,,,,,,,,,,,1644 kj(393 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Ferri di Cavallo Biscotti,8012930050354,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Jus pomme pasteque citron,2600309009124,['France'],[],[],?,78,"0,2",18,"0,6",,,,,,,,,,,,,,326 kj(78 kcal),,,0,,,18,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Pélardon,3374960000026,['France'],[],[],?,?,?,?,?,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Pélardon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,,,,,
1537,Ranch Dip,72457440661,['France'],[],[],?,11,"0,25","1,55","0,6",,,,,,,,,,,,,,46 kj(11 kcal),,,0,,,"0,2",,,"1,92",,"0,768",,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Morbier app 45 jours affinage,2488005025781,['France'],[],[],?,354,29,"0,01",22,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,29 g,en quantité élevée,18 g,en quantité élevée,0.01 g,en faible quantité,1.6 g,en quantité élevée,,0%,1481 kj(354 kcal),+0%,+1%,18,-8%,-99%,"0,01",-98%,-3%,"1,6",+12%,"0,64",+12%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1539,Nouilles Aux Oeufs Fines 400GR Kly,3760034629772,['France'],[],[],?,129,1,25,0,,,,,,,,,,,,,,540 kj(129 kcal),,,0,,,0,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Gateau marbre,3760050922307,['France'],[],[],?,439,"23,8","48,4","6,1",,,,,,,,,,,,,,1837 kj(439 kcal),,,"2,2",,,"24,3",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Boudin a l'ancienne,3509475110148,['France'],[],[],?,243,"19,7","0,6","16,4",,,,,,,,,,,,,,1017 kj(243 kcal),,,"7,3",,,"0,1",,,"1,52",,"0,608",,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Escalopes de dinde,0209278024477,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
1543,2 bavettes d'aloyau - Charal,0292475049794,['France'],[],[],?,131,"5,7",0,20,,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,5.7 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,,0%,548 kj(131 kcal),0%,0%,"2,2",0%,-100%,0,-100%,0%,"0,19",0%,"0,076",0%,-2,,A,,,,,,,,,"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)', 'FR 57.463.001 CE', 'Metz (Moselle, France)', 'FR 59.225.104 CE', 'Feignies (Nord, France)']",['Charal'],,,,,,,,,,,,
1544,6 Crêpe de Froment aux œufs de Plein Air en sachet - La CRÊPE de BROCÉLIANDE - 300g,3326120010468,['France'],"['Farine de FROMENT 34 % ', 'France', 'LAIT entier frais ', 'France', 'sucre de canne ', 'France', 'ŒUFS entiers frais de plein air 17% ', 'France', 'huile de tournesol ', 'France', 'arôme naturel de vanille', 'sel de Guérande']",['Non végétalien'],1284,?,11,43,8,A,"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['Plein air', 'Œufs de poules élevées en plein air', 'en:produced-in-bretagne']",11 g,en quantité modérée,2.8 g,en quantité modérée,19 g,en quantité élevée,0.46 g,en quantité modérée,+10%,,1284 kj(307 kcal),+5%,+42%,"2,8",-4%,-8%,19,-7%,+5%,"0,46",-42%,"0,184",-42%,11,+5%,D,+5%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['EMB 35027A', 'Boisgervilly (Ille-et-Vilaine, France)', 'FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",['La CRÊPE de BROCÉLIANDE'],300 g,,6 Crêpe de Froment aux œufs de Plein Air en sachet,['Sachet'],4,"['Œufs', 'Gluten', 'Lait']",,,['Boisgervilly'],['France'],,
1545,Salade Waldorf,3760285221923,['France'],[],[],?,67,"2,41","3,87","1,28",,,,,,,,,,,,,,280 kj(67 kcal),,,"0,24",,,"2,02",,,"0,08",,"0,032",,,,,,,,,,,,,"['FR 59.256.001 CE', 'Fretin (Nord, France)']",,,,,,,,,,,,,
1546,Rôti de porc confit,2473737024539,['France'],[],[],?,173,"8,4",0,24,E,"['Viandes', 'Porc', 'Rôtis de porc']",,8.4 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,17 g,en quantité élevée,,+20%,724 kj(173 kcal),+21%,+67%,"3,6",+72%,-100%,0,-100%,+7%,17,+888%,"6,8",+888%,15,+110%,D,+110%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1547,Savela,3770009804097,['France'],[],[],?,60,"0,1","13,8","0,5",,,,,,,,,,,,,,251 kj(60 kcal),,,0,,,"13,8",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Ail frit toī phi - Minh Ha Foods,8936007666203,['France'],[],[],?,492,"23,2","57,3","13,6",,,,,,,,,,,,,,2059 kj(492 kcal),,,"3,8",,,"0,2",,,"0,1",,"0,04",,,,,,,,,,,,,,['Minh Ha Foods'],,,,,,,,,,,,
1549,TAVUK-SALAM,4260505990350,['France'],[],[],?,242,"20,1",4,"11,5",,,['Halal'],,,,,,,,,,,1013 kj(242 kcal),,,"5,8",,,0,,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Ketchup,5410803945159,['France'],[],[],?,109,"0,1",25,2,,,,,,,,,,,,,,456 kj(109 kcal),,,"0,1",,,"23,9",,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Rillette de truite - 90g,3760007240010,['France'],[],[],?,220,"17,7","0,5","14,5",D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de truite']",,17.7 g,en quantité modérée,8.5 g,en quantité élevée,0.1 g,en faible quantité,1.25 g,en quantité modérée,,+2%,920 kj(220 kcal),+3%,+11%,"8,5",+54%,-78%,"0,1",-88%,+2%,"1,25",+20%,"0,5",+20%,15,+68%,D,+68%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,"['FR 89.096.003 CE', 'Chemilly-sur-Yonne (Yonne, France)']",,90 g,,,,,,,,,,,
1552,Tomate allongée vrac,0200550007287,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Poulet jaune,0253089022504,['France'],[],[],?,198,14,0,18,,,,,,,,,,,,,,828 kj(198 kcal),,,"3,5",,,0,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Chorizo barbecue doux,8437000999683,['France'],[],[],?,346,30,"3,9",16,,,,,,,,,,,,,,1448 kj(346 kcal),,,11,,,"0,9",,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Brie,2488780018503,['France'],[],[],?,373,33,2,17,,,,,,,,,,,,,,1561 kj(373 kcal),,,"23,2",,,2,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Pickled onions,287449,['France'],[],[],?,46,"0,5","8,5","0,9",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plantes condimentaires', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Oignons et dérivés', 'Pickles de légumes', 'Oignons au vinaigre']",,0.5 g,en faible quantité,0.1 g,en faible quantité,7.5 g,en quantité modérée,0.31 g,en quantité modérée,,+35%,192 kj(46 kcal),+31%,+75%,"0,1",+46%,+36%,"7,5",+70%,+8%,"0,31",-80%,"0,124",-80%,-3,-435%,A,-435%,,,,,,,,,,,,,,,,,,,,,
1557,Poulet basquaise et son riz - 300g,2299513161942,['France'],[],[],?,?,?,?,?,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Poulets basquaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,300 g,,,,,,,,,,,
1558,Les recettes petit salé aux lentilles - 840g,3463851442110,['France'],[],[],?,105,"3,6","8,2","8,5",C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Petits salés aux lentilles']",,3.6 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,0.83 g,en quantité modérée,,-17%,439 kj(105 kcal),-13%,-25%,"1,3",-21%,+6%,"0,5",-34%,-10%,"0,83",-10%,"0,332",-10%,0,,B,,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,840 g,,,,,,,,,,,
1559,Caramel beurre sale,3760255320045,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,VAL eau pétillante,5410971163010,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Tariquet,3359880181048,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,P'tit Louis,3272770995726,['France'],"['Lait entier ', '63%', ' et crème pasteurisés ', 'Origine : France', 'eau', 'concentrés de minéraux du lalt', 'sel', 'arôme', 'épaississants : farine de graines de caroube et carraghénanes', ""correcteur d'acidité : acide lactique"", 'vitamine D', ' Fabriqué dans un atelier utilisant du lait de chèvre']",['Non végétalien'],?,242,"22,9","3,5","5,4",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte filée', 'Fromages pour enfants']",['Triman'],22.9 g,en quantité élevée,15.7 g,en quantité élevée,3 g,en faible quantité,1.1 g,en quantité modérée,,-14%,1013 kj(242 kcal),-14%,+4%,"15,7",+9%,+48%,3,+121%,-70%,"1,1",-28%,"0,44",-28%,14,-4%,D,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"[""P'tit Louis"", 'Savencia']",,,Spécialité fromagère,"['Frais', 'Coque plastique']",4,['Lait'],,"['E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",,,,
1563,Grana Padano,2110870004904,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1564,Glace vanille bourbon,3760187172552,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Us Brand - Ultra Slim Herbal 20 Tea Bags,0023991681065,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Carottes râpées,0202387011284,['France'],[],[],?,198,18,"6,7","0,8",,,,,,,,,,,,,,828 kj(198 kcal),,,"2,1",,,"5,6",,,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Raoua,6194007892455,['France'],[],[],?,0,0,"14,2","0,1",,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,"14,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Joseph Drouhin Chablis Domaine Du Vaudon 2007,0012086322112,['France'],[],[],?,?,?,?,?,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,0,-100%,0,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,['France'],,
1569,Infusion Moment Gourmand Bio - La Maison du Thé,3760270400319,['France'],[],[],?,?,?,?,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Maison du Thé'],,,,,,,,,,,,
1570,Chateau Bellevue Figeac,3760099502881,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Poire bio,3358680101522,['France'],[],[],?,?,?,?,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 80585E', 'Nesle (Somme, France)']",,,,,,,,,,,,,
1572,Salami 12 tranches - 100g,3268750004922,['France'],[],[],?,436,"40,6","3,1","14,5",,,,,,,,,,,,,,1824 kj(436 kcal),,,"15,2",,,"3,1",,,"5,47",,"2,188",,,,,,,,,,,,,"['EMB 42165A', 'Panissières (Loire, France)']",,100 g,,,,,,,,,,,
1573,The Complete Crunchy Cookies,0787692870028,"['France', 'États-Unis']","['Protein blend ', 'vital wheat gluten', 'pea protein', 'cane sugar', 'chicory root fiber', 'palm fruit oil', 'enriched wheat flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'semi-sweet chocolate ', 'unsweetened chocolate', 'sugar', 'co']","['Végétalien', 'Végétarien']",?,457,"22,86","54,29","17,14",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Végétarien', 'Végétalien']",22.9 g,en quantité élevée,10 g,en quantité élevée,25.7 g,en quantité élevée,0.927 g,en quantité modérée,,-4%,1912 kj(457 kcal),-4%,+10%,10,-1%,-15%,"25,71",-13%,+164%,"0,928",+57%,"0,371",+57%,18,-9%,D,-9%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,3,['Gluten'],Lenny & Larry's,,,,,
1574,Semelles aux pommes,2040420009397,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Protein,3830059011347,['France'],[],[],?,422,"16,5","43,5","22,8",,,,,,,,,,,,,,1766 kj(422 kcal),,,"10,1",,,29,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Le paris sans couenne - Fleury Michon - 210g,3302740016776,['France'],"['Jambon de porc', 'sel', 'dextrose de mais', 'jus concentrés ', 'betterave jaune', 'blette et carotte', 'céleri', 'ferments', 'antioxydant: ascorbate de sodium']","['Non végétalien', 'Non végétarien']",?,116,"2,8","0,7",22,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",2.8 g,en faible quantité,1 g,en faible quantité,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-12%,485 kj(116 kcal),-11%,-42%,1,-46%,+5%,"0,7",+18%,+4%,"1,8",-4%,"0,72",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Fleury Michon'],210 g,,,,4,['Céleri'],,['E301 - Ascorbate de sodium'],,,,
1577,Crackers,0875190000846,['France'],[],[],?,39,0,1,0,,,,,,,,,,,,,,163 kj(39 kcal),,,0,,,1,,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Raïbi,5413869007328,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Huile de coco vierge bio - Ethicolibri,3760225620458,['France'],[],[],?,889,"99,92",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",['Bio'],99.9 g,en quantité élevée,94.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,3720 kj(889 kcal),+3%,+2%,"94,62",+11%,-100%,0,-100%,-100%,0,-100%,0,-100%,20,+2%,E,+2%,,,,,,,,,['Ethicolibri'],,,,,,,,,,,,
1580,Céréales Nestle Cookie Crisp,3777320326574,['France'],[],[],?,388,5,76,"6,7",,,,,,,,,,,,,,1623 kj(388 kcal),,,"0,7",,,22,,,"0,79",,"0,316",,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,
1581,Compote de reine-claude,3104680661296,['France'],[],[],?,118,"0,5",27,"0,1",,,,,,,,,,,,,,494 kj(118 kcal),,,"0,1",,,26,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Pain au chocolat Carrefour,0201291009189,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,
1583,Baguette céréales bio 250 gr,0202755007222,['France'],[],[],?,269,3,48,"8,3",,,['Bio'],,,,,,,,,,,1125 kj(269 kcal),,,"0,5",,,"2,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Vermicelle de riz - 400g,3364699042527,['France'],[],[],?,352,"1,1","79,8","5,9",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,1.1 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,,+5%,1473 kj(352 kcal),+6%,+72%,"0,5",+95%,+16%,"0,2",-52%,+21%,0,-100%,0,-100%,1,-49%,B,-49%,,,,,,,,,,400 g,,,['sachet plastique'],,,,,,,,
1585,Crepes d'or,6191595101945,['France'],[],[],?,481,20,69,"5,1",,,,,,,,,,,,,,2013 kj(481 kcal),,,10,,,38,,,"0,055",,"0,022",,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Pizza L'ovale jambon fromages de Paris - Sodebo - 200g,3242273204564,['France'],"['Pizza composée de 42% de pâte fine', '16% de jambon cuit standard', '9% d’emmental et 7% de gouda', '\r Pâte à pizza ', 'farine de blé', 'eau', 'levure boulangère', 'sel', 'purée de tomates', 'jambon de porc', 'eau', 'emmental', 'gouda', 'huile d’olive', 'farine de blé', 'amidon de maïs', 'sirop de glucose', 'dextrose', 'lactose', 'ferment', 'conservateur : E250', 'stabilisant : E451', 'gélifiant : E407', 'antioxydant : E316', 'sel', 'arome naturel', 'bouillon de porc', 'plantes aromatiques']","['Non végétalien', 'Non végétarien']",858,204,"5,1",28,10,C,"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas ovales', 'Pizza jambon fromage']",,5.1 g,en quantité modérée,3.1 g,en quantité modérée,3.1 g,en faible quantité,1.5 g,en quantité modérée,-10%,-11%,858 kj(204 kcal),-11%,-31%,"3,1",-20%,-4%,"3,1",+14%,-2%,"1,5",+6%,"0,6",+6%,7,-21%,C,-21%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,,['Sodebo'],200 g,,,['feuille plastique'],4,"['Gluten', 'Lait']",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,,,https://www.sodebo.com/produit/pizza-ovale-jambon-fromages/
1587,Escalope extra fine de dinde - Le Gaulois,0217675013383,['France'],[],[],?,100,0,"0,4","24,7",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-17%,418 kj(100 kcal),-17%,-100%,0,-100%,-87%,0,-100%,+8%,"0,15",-73%,"0,06",-73%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Le Gaulois'],,,,,,,,,,,,
1588,Bolo de mel,5600313491769,['France'],[],[],?,443,"19,5","61,4","6,4",,,,,,,,,,,,,,1854 kj(443 kcal),,,"6,1",,,"28,8",,,"0,464",,"0,186",,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Panettone frutti-esotici,8003035111477,['France'],[],[],?,360,11,59,"6,2",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,11 g,en quantité modérée,6.9 g,en quantité élevée,33 g,en quantité élevée,0.45 g,en quantité modérée,,-4%,1506 kj(360 kcal),-3%,-27%,"6,9",-23%,+15%,33,+27%,-9%,"0,45",+2%,"0,18",+2%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,
1590,Tiptree Cranberry Jelly (340G),43647240019,['France'],[],[],?,260,0,65,0,,,,,,,,,,,,,,1088 kj(260 kcal),,,0,,,63,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Follie di mais bio al miele - 150g,8016323014756,['France'],[],[],?,339,"0,7",77,"5,8",,,"['Bio', 'Sans gluten']",,,,,,,,,,,1418 kj(339 kcal),,,"0,2",,,"12,3",,,"0,3",,"0,12",,,,,,,,,,,,,,,150 g,,,,,,,,,,,
1592,Lasagnette,8022903000514,"['France', 'Suisse']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Saucisses nature de volaille bio,2444012032341,['France'],[],[],?,136,"6,2","0,7",19,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['Bio'],6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-24%,569 kj(136 kcal),-25%,-47%,"1,7",-53%,-44%,"0,7",+34%,+15%,"1,8",+1%,"0,72",+1%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,,,
1594,Chipolata au curry,3467980055647,['France'],[],[],?,229,18,"0,5",17,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,18 g,en quantité modérée,6.7 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-4%,958 kj(229 kcal),-4%,-5%,"6,7",-7%,-57%,"0,5",-21%,+10%,"1,8",0%,"0,72",0%,15,-10%,D,-10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1595,Pave Bio Complet 400g - Leclerc,3000000064191,['France'],[],[],?,?,?,?,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,
1596,cœur d'artichaut bio,8015559017456,['France'],[],[],?,115,10,"2,4","1,9",,,['Bio'],,,,,,,,,,,481 kj(115 kcal),,,"1,4",,,"0,6",,,"1,72",,"0,688",,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Mimolette,0239917010639,['France'],[],[],?,322,"24,4","0,5",25,,,,,,,,,,,,,,1347 kj(322 kcal),,,"16,7",,,"0,5",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Confiture artisanale Framboises au thym citron,3760131650884,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Orange 100% jus - Minute Maid - 33cl,57758510,['France'],"[""Jus d'orange avec pulpe à base de concentré"", '100% jus']",['Sans huile de palme'],?,44,0,"9,1","0,7",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,,+2%,184 kj(44 kcal),+1%,-100%,0,-100%,-6%,"9,1",-0%,+12%,0,-100%,0,-100%,4,+33%,C,+33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Minute Maid'],33 cl,,Jus d'orange avec pulpe à base de concentré,,1,,,,,,,
