,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,markets,allergens,ingredients_origins,link,traceability_code,brand_owner,palm_ingredients
577,La maison des Pistaches - Un Air D'ici,3700146201664,,,"[""Un Air D'ici""]",,['France'],"['Pistaches', 'sel', ' Allergènes signalés en gras', ' Traces de fruits à coques', 'sésame et arachides']",,[],,,,,,,,,,?,,604,,2527 kj(604 kcal),,46,,"5,6",,12,,"5,4",,29,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,
578,Mélange superfruits - JusteBio - 125g,3700146201923,,125 g,['JusteBio'],,['France'],[],,[],,,,,,,,,,?,,412,,1724 kj(412 kcal),,14,,1,,53,,38,,13,,"0,06",,"0,024",,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,
579,Noisettes décortiquées - La Maison des Bistrots - 125g,3700146202210,D,125 g,['La Maison des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes']",['France'],['Noisettes décortiquées'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,63 g,en quantité élevée,5.2 g,en quantité élevée,3.3 g,en faible quantité,0.03 g,en faible quantité,?,,682,+2%,2853 kj(682 kcal),+2%,63,+2%,"5,2",+8%,"5,6",-41%,"3,3",-24%,19,+24%,"0,03",+53%,"0,012",+53%,-2,-440%,A,-440%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,"['Sachet', 'Plastique']",['Point Vert'],,,['Fruits à coque'],,,,,
580,Les fruits secs - 80g,3700146202951,,80 g,,,['France'],[],,[],,,,,,,,,,?,,636,,2661 kj(636 kcal),,53,,4,,"8,8",,"4,6",,25,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
581,Amandes émondées,3700146202968,,,,,['France'],['Amandes Emondées'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,636,,2661 kj(636 kcal),,53,,4,,"8,8",,"4,6",,25,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,
582,Amandes en poudre,3700146202975,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],[],,[],,53 g,en quantité élevée,4 g,en quantité modérée,4.6 g,en faible quantité,,,?,,636,+2%,2661 kj(636 kcal),+2%,53,-1%,4,-5%,"8,8",+1%,"4,6",+9%,25,+8%,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
583,Bananes Chips - Les Fruits Secs Bio - 100g,3700146202982,D,100 g,['Les Fruits Secs Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",['France'],"['Bananes chips : Bananes*', 'huile de noix sucre de canne*', 'miel*']",,['Non végétalien'],3,34 g,en quantité élevée,28 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,?,,519,+7%,2171 kj(519 kcal),+7%,34,+35%,28,+45%,51,-16%,14,-33%,"2,3",+24%,0,-100%,0,-100%,13,+10%,D,+10%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
584,Cerneaux de Noix,3700146203002,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",['France'],[],,[],,64 g,en quantité élevée,5.7 g,en quantité élevée,3 g,en faible quantité,,,?,,698,+2%,2920 kj(698 kcal),+2%,64,-0%,"5,7",-3%,11,+13%,3,-6%,17,+13%,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
585,Cranberries - 100g,3700146203019,,100 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",['France'],[],,[],,11.9 g,en quantité modérée,0 g,en faible quantité,73 g,en quantité élevée,,,?,,331,-2%,1385 kj(331 kcal),-2%,"11,9",+1586%,0,-100%,78,-2%,73,+11%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Apéro Croc Abricot - Coté Cuisine - 170g,3700146203644,,170 g,['Coté Cuisine'],,['France'],[],,[],,,,,,,,,,?,,243,,1017 kj(243 kcal),,"0,8",,"0,1",,53,,41,,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
587,Amandes effilées,3700146203675,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",['France'],[],,[],,53 g,en quantité élevée,4 g,en quantité modérée,4.6 g,en faible quantité,,,?,,636,+2%,2661 kj(636 kcal),+2%,53,-2%,4,-5%,"8,8",+17%,"4,6",+6%,25,+10%,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,
588,"Raisin Golden, - La MAISON Des BISTROTS",3700146203699,,,['La MAISON Des BISTROTS'],,['France'],"['Ralslns secs', 'graisse de palme totalement hydrogénée', 'conservateur : E220 ', 'SULFITES']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Huile de palme'],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"0,6",,"0,2",,78,,75,,"2,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,['Huile de palme']
589,Gingembre confit - La Maison Des Bistrots,3700146203736,B,,['La Maison Des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Epices', 'Gingembre', 'Fruits confits', 'Gingembre confit']",['France'],"['Sucre de canne', 'gingembre', 'conservateur : E220 ', 'SULFITES']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Sans huile de palme'],3,0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,?,,315,-7%,1318 kj(315 kcal),-7%,0,-100%,0,-100%,78,-4%,75,+4%,0,-100%,0,-100%,0,-100%,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,['Anhydride sulfureux et sulfites'],,,,,
590,Gingembre confit - 100g,3700146203934,,100 g,,,['France'],[],,[],,,,,,,,,,?,,315,,1318 kj(315 kcal),,0,,0,,78,,75,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Cacahuetes di bistrot - La Maison Des Bistrots - 500g,3700146203996,,500 g,['La Maison Des Bistrots'],,['France'],"['Depuis sa cre La société Un le respect traditions dans savoir-faire ""d\'antan"" Ioujouj à la recherche des secrets de perdus', 'nous nettons nofre métier au service de la qualité', ' NCS gammes de produxts sont dé\' eloppées avec un serl aif : Vous apporter un authentique moment de plaisir "" à de préferene avant 0205 POIDS NET', ' 500g', ' Orlghe: USA 3 7001 46 203996']",,[],,,,,,,,,,?,,627,,2623 kj(627 kcal),,53,,"8,7",,"5,9",,"4,2",,28,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
592,Noix de cajou sachet,3700146204009,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],,[],,48 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,?,,611,+2%,2556 kj(611 kcal),+2%,48,+4%,"8,5",0%,27,+5%,5,-23%,17,-9%,1,+59%,"0,4",+59%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,
593,Graines de Courge decortiquees,3700146204115,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",['France'],[],,[],,48 g,en quantité élevée,9.6 g,en quantité élevée,1.4 g,en faible quantité,0.02 g,en faible quantité,?,,586,+3%,2452 kj(586 kcal),+3%,48,+9%,"9,6",+27%,"4,7",-42%,"1,4",+20%,30,0%,"0,02",-96%,"0,008",-96%,16,+51%,D,+51%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,
594,Graines de Pavot,3700146204153,,,,,['France'],[],,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,45,,"4,8",,"8,6",,"7,6",,18,,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,
595,Graine de Sésame - Les Fruits Secs - 100g,3700146204160,E,100 g,['Les Fruits Secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame']",['France'],['GRAINES DE SESAME complet• p Poids net :100 e LOT :A070917 21:17 09/2018 Valeurs nutrltlonnelles moyennes pour 1009'],,[],,56 g,en quantité élevée,7.6 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,644,+11%,2694 kj(644 kcal),+11%,56,+15%,"7,6",+6%,"9,3",-14%,"0,5",-19%,21,+12%,0,-100%,0,-100%,10,-8%,C,-8%,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,,,['Bio'],,,['Graines de sésame'],,,,,
596,Les fruits sec bio,3700146204207,,,,,['France'],[],,[],,,,,,,,,,?,,340,,1423 kj(340 kcal),,"3,4",,"0,6",,62,,"1,7",,"9,3",,"0,01",,"0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,
597,Les Fruits Secs Bio,3700146204269,,,,,['France'],[],,[],,,,,,,,,,?,,423,,1770 kj(423 kcal),,20,,13,,54,,38,,"3,5",,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
598,Petits pois wasabi - 130g,3700146204443,,130 g,,,['France'],[],,[],,,,,,,,,,?,,425,,1778 kj(425 kcal),,14,,"5,2",,58,,14,,14,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
599,Les fruits secs Bio - 100g,3700146204467,,100 g,,,['France'],[],,[],,,,,,,,,,?,,516,,2159 kj(516 kcal),,34,,"4,4",,30,,25,,18,,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
600,Les fruits secs bio,3700146204474,,,,,['France'],[],,[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,37,,"5,2",,29,,19,,19,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
601,Les fruits sec bio - Un Air D’ici - 100g,3700146204481,,100 g,['Un Air D’ici'],,['France'],"['Raisins secs* ', 'raisins secs* ', 'huile de tournesol*', 'NOIX DE CAOUA', 'AMANDES*', 'NOISETTES*', ' Poids net : I e LOT :A120917 09:37 Aconscmmerdepréférence avantfin: 09/2018']",,[],,,,,,,,,,?,,470,,1966 kj(470 kcal),,27,,"3,2",,42,,31,,12,,"0,04",,"0,016",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['Fruits à coque'],,,,,
602,Les fruits secs Bio,3700146205181,,,,,['France'],[],,[],,,,,,,,,,?,,682,,2853 kj(682 kcal),,63,,"5,2",,"5,6",,"3,3",,19,,"0,03",,"0,012",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
603,Noix de cajou crues - 100g,3700146205198,D,100 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],,[],,46 g,en quantité élevée,9.2 g,en quantité élevée,5 g,en quantité modérée,0.04 g,en faible quantité,?,,593,-1%,2481 kj(593 kcal),-1%,46,-0%,"9,2",+8%,21,-18%,5,-23%,21,+12%,"0,04",-94%,"0,016",-94%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,"['Bio', 'Bio européen']",,,,,,,,
604,Noix de coco rapee,3700146205204,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",['France'],[],,[],,65 g,en quantité élevée,57 g,en quantité élevée,7.4 g,en quantité modérée,0.08 g,en faible quantité,?,,683,+2%,2858 kj(683 kcal),+2%,65,+0%,57,-0%,"9,3",-13%,"7,4",+10%,"7,8",+5%,"0,08",+20%,"0,032",+20%,10,+36%,C,+36%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,
605,Noix de macadamia - Denner - 100g,3700146205211,,100 g,['Denner'],,['France'],[],,[],,,,,,,,,,?,,734,,3071 kj(734 kcal),,73,,12,,"5,9",,"4,6",,"9,3",,"0,01",,"0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,
606,Pistaches decortiquees - 100g,3700146205235,C,100 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Pistaches', 'Pistaches décortiquées']",['France'],[],,[],,45 g,en quantité élevée,5.6 g,en quantité élevée,7.8 g,en quantité modérée,0.03 g,en faible quantité,?,,576,-3%,2410 kj(576 kcal),-3%,45,-5%,"5,6",-6%,17,-6%,"7,8",+6%,20,-3%,"0,03",-9%,"0,012",-9%,3,+83%,C,+83%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
607,Les fruits secs,3700146205259,,,,,['France'],[],,[],,,,,,,,,,?,,323,,1351 kj(323 kcal),,"0,6",,"0,2",,75,,59,,3,,"0,05",,"0,02",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,
608,Cacahuètes de bistrot,3700146205440,,,,,['France'],[],,[],,,,,,,,,,?,,623,,2607 kj(623 kcal),,51,,"7,8",,"9,8",,"3,6",,27,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,
609,Bio graines de pavot bleu - La Maison Des Bistrots - 100g,3700146205594,,100 g,['La Maison Des Bistrots'],,['France'],['Graines dc pavot bteu• Poids net : 100g'],,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,45,,"4,8",,"8,6",,"7,6",,18,,"0,01",,"0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,
610,Graines de Tournesol Décortiquées Bio - La Maison des Bistrots - 80g,3700146205617,C,80 g,"['La Maison des Bistrots', 'La Maison des Bistrots Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol décortiquées', 'en:raw-shelled-sunflower-seeds']",['France'],"[""Graines de tournesol décortiquées* - *Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,53 g,en quantité élevée,5.9 g,en quantité élevée,2 g,en faible quantité,0.01 g,en faible quantité,?,,642,+7%,2686 kj(642 kcal),+7%,53,+6%,"5,9",+5%,15,+34%,2,-22%,24,+9%,"0,01",-96%,"0,004",-96%,8,-12%,C,-12%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,Graines de tournesol décortiquées issues de l'agriculture biologique,"['Sachet', 'Plastique']","['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Point Vert']","['France', 'Carpentras', '84201']",['Franprix'],,,http://www.lamaisondesbistrots.com/bio.html,,,
611,Noisettes décortiquées - JusteBio,3700146205792,D,,['JusteBio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes', 'Fruits à coques décortiqués', 'Noisettes décortiquées']",['France'],[],,[],,63 g,en quantité élevée,5.2 g,en quantité élevée,3.3 g,en faible quantité,0.03 g,en faible quantité,?,,682,+1%,2853 kj(682 kcal),+2%,63,+1%,"5,2",+7%,"5,6",-39%,"3,3",-18%,19,+25%,"0,03",-4%,"0,012",-4%,3,+400%,C,+400%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,,['Bio'],,,,,,,,
612,Pignons de pin - La Maison Des Bistrots,3700146206058,,,['La Maison Des Bistrots'],,['France'],"['Traces possibles de fruits à coque', 'arachides et graines de sésame', ' Recommandation : ne pas donner aux enfants de moins de 3 ans', "" Risque d'étouffement""]",,[],,,,,,,,,,?,,695,,2908 kj(695 kcal),,65,,"4,6",,"5,6",,"3,4",,16,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
613,"Cranberries,",3700146206584,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",['France'],[],,[],,1.1 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,,,?,,331,-2%,1385 kj(331 kcal),-2%,"1,1",+56%,0,-100%,78,-2%,73,+11%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
614,La Maison des Bistrots noix de cajou grillées sans sel - 120g,3700146207413,E,120 g,['La maison des bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Noix de Cajou grillées']",['France'],[],,[],,46 g,en quantité élevée,9.2 g,en quantité élevée,8.9 g,en quantité modérée,0.02 g,en faible quantité,?,,602,-2%,2519 kj(602 kcal),-2%,46,-4%,"9,2",+4%,22,-10%,"8,9",+41%,22,+17%,"0,02",-97%,"0,008",-97%,12,+18%,D,+18%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,
615,Noisettes grillées,3700146207420,,,,,['France'],[],,[],,,,,,,,,,?,,703,,2941 kj(703 kcal),,65,,"5,4",,"5,8",,"3,4",,20,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,
616,Amandes grillées - La Maison Des Bistrots,3700146207451,E,,['La Maison Des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes grillées']",['France'],[],,[],,53 g,en quantité élevée,4.1 g,en quantité modérée,4.9 g,en faible quantité,0 g,en faible quantité,?,,639,+2%,2674 kj(639 kcal),+2%,53,+1%,"4,1",-7%,10,-22%,"4,9",-13%,25,+15%,0,-100%,0,-100%,-3,-170%,A,-170%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,
617,Pistaches grillées,3700146207499,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées']",['France'],[],,[],,46 g,en quantité élevée,5.7 g,en quantité élevée,7.7 g,en quantité modérée,,,?,,589,-3%,2464 kj(589 kcal),-3%,46,-6%,"5,7",-11%,18,+20%,"7,7",+13%,21,-7%,,,,,,,,,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,,
618,Flocons d'Avoine - Maison des Bistrots - 250g e,3700146208755,B,250 g e,['Maison des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",['France'],"[""Flocons d'avoine""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,6.9 g,en quantité modérée,0 g,en faible quantité,1.3 g,en faible quantité,0.01 g,en faible quantité,?,,364,-1%,1523 kj(364 kcal),-2%,"6,9",-3%,0,-100%,56,-6%,"1,3",-21%,14,+14%,"0,01",-67%,"0,004",-67%,-1,,A,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,Flocons d'Avoine,"['Sachet', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['Avoine'],,,,,
619,Graines de courge - La Maison des Bistrots - 250g e,3700146208793,,250 g e,['La Maison des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",['France'],"['Graines de courges*', "" *Produits issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,49 g,en quantité élevée,8.7 g,en quantité élevée,1.4 g,en faible quantité,0.02 g,en faible quantité,?,,594,+5%,2485 kj(594 kcal),+5%,49,+11%,"8,7",+15%,"4,7",-42%,"1,4",+20%,30,0%,"0,02",-96%,"0,008",-96%,0,-100%,B,-100%,,,,,,,,,"['Sachet', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,['Carrefour'],,,,,,
620,Lentilles vertes - JusteBio,3700146208854,B,,['JusteBio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",['France'],[],,[],,16 g,en quantité modérée,0.2 g,en faible quantité,3.5 g,en faible quantité,0.88 g,en quantité modérée,?,,320,+11%,1339 kj(320 kcal),+10%,16,+1085%,"0,2",-7%,47,+21%,"3,5",+165%,23,+4%,"0,88",+503%,"0,352",+503%,1,,B,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
621,Mélange tonus - La Maison Des Bistrots - 450g,3700146208885,,450 g,['La Maison Des Bistrots'],,['France'],"['Raisins secs ', 'raisins secs 99,5%', 'huile de tournesol 0,5%', 'noix de cajou', 'amandes', 'noisettes']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,465,,1946 kj(465 kcal),,26,,"3,2",,42,,31,,12,,"0,04",,"0,016",,,,,,,,,,,,,,,['Bio'],,,['Fruits à coque'],,,,,
622,Cerveaux de noix,3700146208939,,,,,['France'],[],,[],,,,,,,,,,?,,698,,2920 kj(698 kcal),,64,,"5,7",,11,,"0,01",,17,,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,
623,Pistaches grillées salées - La Maison Des Bistrots,3700146208946,D,,['La Maison Des Bistrots'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées']",['France'],['Pistaches grillées salées Bio'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,46 g,en quantité élevée,5.6 g,en quantité élevée,5.4 g,en quantité modérée,1.6 g,en quantité élevée,?,,604,-1%,2527 kj(604 kcal),-1%,46,-6%,"5,6",-13%,12,-20%,"5,4",-21%,29,+29%,"1,6",+32%,"0,64",+32%,5,-20%,C,-20%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,['Bio'],,,,,,,,
624,Pois chiches,3700146208960,,,,,['France'],[],,[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,6,,"0,6",,50,,11,,20,,"0,06",,"0,024",,,,,,,,,,,,,,,['Bio'],,,,,,,,
625,Quinoa tricolore,3700146208984,,,,,['France'],[],,[],,,,,,,,,,?,,354,,1481 kj(354 kcal),,"6,1",,"0,7",,57,,"4,3",,14,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
626,Riz long blanc - JusteBio - 450g,3700146209011,B,450 g,['JusteBio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz blanc']",['France'],[],,[],,0.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.03 g,en faible quantité,?,,351,+4%,1469 kj(351 kcal),+3%,"0,6",-28%,"0,2",+1%,79,+7%,"0,5",+119%,"6,8",-8%,"0,03",+20%,"0,012",+20%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique']",,,,,,,,
627,Riz long complet -  - 450G,3700146209028,,450 G,,,['France'],[],,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"2,8",,"0,6",,73,,"0,7",,"8,1",,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
