,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,traceability_code,additives,allergens,link,palm_ingredients,brand_owner
802,Pizza American Style - Cameo,8003000501302,['France'],[],[],?,926,3874 kj(926 kcal),"6,8","3,7",29,"3,2","9,5",,,,,['Cameo'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,6.8 g,en quantité modérée,3.7 g,en quantité modérée,3.2 g,en faible quantité,1 g,en quantité modérée,,+304%,+304%,-19%,-6%,+8%,+9%,-8%,1,-20%,"0,4",-20%,17,+119%,D,+119%,,,,,,,,,,,,,,
803,Taralli gusto classique - Tarall’oro,8003007400011,['France'],"[""TARALL'ORO "", ' DA UNA VECCHIA TRADIZIONE PRODOTTI CASERECCI PUGLIESt ARALLI CASERECCI PRODUIT DE FOUR jngredienti: Farine de bié tendre ""0\' ', ""huile d'olive"", 'vin blanc ', 'contient des sulfites', ""huile d'olive extra vierge"", 'sel', ' Peut contenir traces de sésame']",[],?,448,1874 kj(448 kcal),"13,9","1,8","70,8","1,5","9,2",,,,,['Tarall’oro'],,,,,,,,,,,,,,,,,,,,,,"2,1",,"0,84",,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,
804,Fiori Pasta All'ortolana,8003007814887,['France'],[],[],?,369,1544 kj(369 kcal),"1,2","0,5","76,8","2,2","12,1",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
805,Tarall'oro Pasta Farfalle Al Limone - 250g,8003007819899,['France'],"['Semoule de blé dur', 'eau', 'huile essentielle de citron 1 %', 'curcuma déshydraté']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,362,1515 kj(362 kcal),"1,5","0,6",74,2,12,C,Pâtes alimentaires de semoule de blé dur de qualité supérieure au citron,250 g,"['Carton', 'Sachet', 'Plastique']","[""Tarall'Oro""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes au citron']","['Kascher', 'Point Vert', 'Halal', 'Fabriqué en Italie', 'en:Orthodox Union Kosher', 'Tidy man', 'HIA']",,['Italie'],['Auchan'],1.5 g,en faible quantité,0.6 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,+2%,+1%,-25%,+35%,+6%,-36%,-4%,0,-100%,0,-100%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,1,,,['Gluten'],,,
806,Caffe au ginseng,8003012005478,['France'],[],[],?,418,1749 kj(418 kcal),9,"7,5","78,8",73,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
807,Ricotta di Pecora - Fattorie Girau,8003046062102,['France'],['Energia Grassi di cui acidi grassi saturi Carboidrati di cui zuccheri Proteine Sale*'],[],?,170,711 kj(170 kcal),14,10,3,3,8,D,,,,['Fattorie Girau'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Ricotta']",,,,,14 g,en quantité modérée,10 g,en quantité élevée,3 g,en faible quantité,0.1 g,en faible quantité,,+17%,+20%,+41%,+46%,-19%,-9%,-1%,"0,1",-72%,"0,04",-72%,7,+62%,C,+62%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
808,Acqua Calizzano,8003068000045,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Acqua,8003068000052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Succo e polpa di pera - Selex,8003100805577,['France'],['SUCCO E PERA'],[],?,54,226 kj(54 kcal),0,0,13,"12,3","0,2",,,,,['Selex'],['Boissons'],['Bio'],,,,0 g,en faible quantité,0 g,en faible quantité,12.3 g,en quantité élevée,0 g,en faible quantité,,-4%,-6%,-100%,-100%,+15%,+30%,-60%,0,-100%,0,-100%,17,+122%,E,+122%,,,,,,,,,,,,,,
811,Scamorza affumicata - Selex,8003100855091,['France'],[],[],?,288,1205 kj(288 kcal),22,15,"0,5",0,22,D,,,,['Selex'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,22 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,-12%,-12%,-17%,-16%,-59%,-100%,+8%,1,-23%,"0,4",-23%,12,-12%,D,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
812,Sirop d'anice - Selex,8003100855824,['France'],[],[],?,375,1569 kj(375 kcal),0,0,"93,6","81,4",0,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
813,Mozzarella formaggio - Selex,8003100861221,['France'],[],[],?,318,1331 kj(318 kcal),24,16,"0,6","0,6",25,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,
814,Pain intégral - Selex,8003100894922,['France'],[],[],?,240,1004 kj(240 kcal),"3,7","0,5",41,"4,4","8,3",,,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,
815,Aranciata - Selex,8003100900760,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
816,Olio di oliva - Selex,8003100902696,"['France', 'Italie']","['OLIO DI OLIVA COMPOSTO DI OLI DI OLIVA RAFFINATI E OLI DI OLIVA VERGINI', "" OLIO CONTENENTE ESCLUSIVAMENTE OLI D'OLIVA CHE HANNO SUBITO UN PROCESSO DI RAFFINAZIONE E OLI OTTENUTI DIRETTAMENTE DALLE OLIVE""]",[],3367,819,3367 kj(819 kcal),91,0,0,0,0,D,,,,['Selex'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", 'en:Blend of olive oils']",,,,,91 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-5%,-4%,-6%,-5%,-100%,,,,0,-100%,0,-100%,5,-19%,C,-19%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
817,Agnello tradizionale,8003115108069,['France'],[],[],?,397,1661 kj(397 kcal),"14,7",7,59,27,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,
818,Frizzy roll,8003130929809,['France'],[],[],?,361,1510 kj(361 kcal),"0,3","0,2",87,62,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,
819,Mozzarella - Conad,8003160410407,['France'],[],[],?,239,1000 kj(239 kcal),19,"12,5",1,"0,3",16,D,,,,['Conad'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,,19 g,en quantité modérée,12.5 g,en quantité élevée,0.3 g,en faible quantité,0.5 g,en quantité modérée,,-8%,-7%,-8%,-11%,-3%,-60%,-5%,"0,5",-26%,"0,2",-26%,9,-12%,C,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
820,Polenta ai funghi porcini - Conad,8003170006676,"['France', 'Italie']",[],[],?,363,1519 kj(363 kcal),"5,1","1,8","67,5","9,6","8,9",,,,,['Conad'],,"['en:gluten-free', 'Sans conservateurs']",,,['Conad'],,,,,,,,,,,,,,,,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,
821,Plumcake con yogurt magro e cioccolato - Conad,8003170014732,"['France', 'Italie']",[],['Sans huile de palme'],?,395,1653 kj(395 kcal),18,"3,8",52,32,"5,8",,,,,['Conad'],,"['Sans colorants', 'en:palm-oil-free']",,,['Conad'],,,,,,,,,,,,,,,,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,
822,Pistacchi - Conad - 150g,8003170027213,"['France', 'Italie']","['PISTACCHI TOSTATI SALATI', 'INGREDIENTI Pistacchi', 'sale', 'Pub conteneret cce di altra frutta aguscio e di arachidi,']",[],?,581,2431 kj(581 kcal),"44,8","5,5","18,6","7,7",21,,,150 g,,['Conad'],,,,,['Conad'],,,,,,,,,,,,,,,,,"1,475",,"0,59",,,,,,,,,,,,,,,,,,,
823,Polvere Al Cacao - Conad - 500g,8003170027817,"['France', 'Italie']",[],[],?,381,1594 kj(381 kcal),"2,8","1,3",81,80,"4,1",E,,500g,,['Conad'],"['Cacao et dérivés', 'Cacaos et chocolats en poudre']",,,,['Conad'],2.8 g,en faible quantité,1.3 g,en faible quantité,80 g,en quantité élevée,0.31 g,en quantité modérée,,+12%,+11%,-59%,-67%,+52%,+83%,-55%,"0,31",+74%,"0,124",+74%,16,+65%,D,+65%,92.1%,2.3%,3.0%,2.3%,0.3%,0.0%,17,,,,,,,
824,Minestrone Tradizionale - Conad,8003170030565,"['France', 'Italie']","['i Ite potto l', 'I olio extra vergine di Oliva naturoli', 'sale', 'fecola di patate', 'est ji lievito', 'basilico 0', '196', 'prezzemo!o']",[],?,37,155 kj(37 kcal),"0,7","0,1",5,"1,1","1,6",,,,,['Conad'],"['Plats préparés', 'Soupes', 'Soupes minestrone']","['en:gluten-free', 'Sans conservateurs']",,,['Conad'],0.7 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.75 g,en quantité modérée,,-8%,-8%,-47%,-57%,-3%,-46%,+29%,"0,75",+20%,"0,3",+20%,1,+12%,B,+12%,,,,,,,,,,,,,,
825,SPECK ALTO ADIGE IGP - Conad - 90g,8003170035188,"['France', 'Italie']",[],[],?,264,1105 kj(264 kcal),16,"6,2",0,0,30,E,,90 g,,['Conad'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Produits carnés italiens', 'Jambons crus fumés', 'Specks', 'it:Speck Alto Adige', 'en:Raw-cured-ham']","['en:gluten-free', 'Sans lactose', 'IGP']",,,['Conad'],16 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,,-8%,-8%,-14%,-13%,-100%,-100%,+5%,4,-8%,"1,6",-8%,19,-3%,E,-3%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,
826,Cracker con Pomodoro e Grana Padano DOP - Conad,8003170038370,"['France', 'Italie']",[],[],?,443,1854 kj(443 kcal),13,"1,6",69,"2,6",11,,,,,['Conad'],,,,,['Conad'],,,,,,,,,,,,,,,,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,
827,Tacchino - Conad,8003170039452,"['France', 'Italie']",[],[],?,265,1109 kj(265 kcal),17,"1,9",18,"1,7","8,2",,,,,['Conad'],,,,,['Conad'],,,,,,,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,
828,Barretta con grano saraceno al mirtillo - Conad,8003170046924,"['France', 'Italie']",[],[],?,390,1632 kj(390 kcal),12,4,67,22,"2,3",,,,,['Conad'],,['en:gluten-free'],,,['Conad'],,,,,,,,,,,,,,,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,
829,Prosciutto cotto di alta qualitá - Conad,8003170053342,"['France', 'Italie']",[],[],?,135,565 kj(135 kcal),"5,8","2,2","0,8","0,8",20,,,,,['Conad'],,"['en:gluten-free', 'Sans lactose']",,,['Conad'],,,,,,,,,,,,,,,,,"1,93",,"0,772",,,,,,,,,,,,,,,,,,,
830,Le Patatine - Conad,8003170059368,"['France', 'Italie']",[],[],?,508,2125 kj(508 kcal),28,"2,9",53,"2,5","7,6",,,,,['Conad'],,['en:gluten-free'],,,['Conad'],,,,,,,,,,,,,,,,,"1,66",,"0,664",,,,,,,,,,,,,,,,,,,
831,Asparagi verdi - Conad,8003170060289,"['France', 'Italie']",[],[],?,17,71 kj(17 kcal),0,0,"1,6",0,"1,9",,,,,['Conad'],,,,,['Conad'],,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,
832,Aceto Balsamico di Modena IGP - Elsa - 250ml,8003185000126,['France'],[],[],?,306,1280 kj(306 kcal),0,0,70,70,"1,6",B,,250 ml,['Bottle'],['Elsa'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['IGP'],,,,0 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,0.18 g,en faible quantité,,+108%,+108%,-100%,-100%,+120%,+140%,+141%,"0,18",+154%,"0,072",+154%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
833,Aceto balsamique - Monari Federzoni,8003185007859,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,['Bottle'],['Monari Federzoni'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
834,Peperoncino macinato - Cannamela,8003240061390,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,['Cannamela'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Insaporitore per patate,8003240620924,['France'],[],[],?,82,343 kj(82 kcal),"2,3",1,14,0,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
836,Salami,8003270108195,['France'],[],[],?,340,1423 kj(340 kcal),25,"9,1","0,5","0,5",27,D,,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']","['Bio', 'Bio européen', 'en:gluten-free']",,,,25 g,en quantité élevée,9.1 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,,-12%,-12%,-24%,-30%,-68%,-34%,+33%,4,+6%,"1,6",+6%,23,-3%,E,-3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
837,Jambon cuit haute qualité Italien,8003339001191,['France'],[],[],?,156,653 kj(156 kcal),"7,5","2,8","1,1",0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,
838,Tortellini Con Ricota 250 Gr. (mylena),8003417000054,['France'],[],[],?,282,1180 kj(282 kcal),"5,6","2,3","45,1","4,6","11,3",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,
839,Caffè siesta,8003423700054,['France'],[],[],?,50,209 kj(50 kcal),0,0,13,13,0,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
840,Bi lime ginger - San Bernardo - 750ml,8003430500159,"['France', 'Italie']","['Acqua', 'zucchero', 'anidride carbonica', 'succo di lime da concentrato 1%', 'aromi naturali', 'acidificante: acido citrico', 'estratto di zenzero 0,05%']",[],?,34,142 kj(34 kcal),0,0,"8,5","8,5",0,,,750ml,['Plastica'],['San Bernardo'],"['Boissons', 'Boissons sans alcool', 'Boissons avec sucre ajouté']","['Sans gluten', 'Arômes naturels', 'Sans conservateurs']",,,['Esselunga'],0 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,,-11%,-15%,-100%,-100%,-2%,+16%,-100%,0,-100%,0,-100%,11,+56%,E,+56%,,,,,,,,3,,['E330 - Acide citrique'],,,,
841,Paccheri,8003436002916,['France'],[],[],?,295,1234 kj(295 kcal),"1,4","0,7",60,"1,7","9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,
842,Sagne incannulate,8003436004835,['France'],[],[],?,295,1234 kj(295 kcal),"1,4","0,7",60,"1,7","9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,
843,Fusilli Bucati N. 69,8003477500693,['France'],[],[],?,355,1485 kj(355 kcal),"1,2","0,2","72,5",1,"11,5",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
844,Grissini crocchini salati in bustine monoporzione,8003490037305,['France'],[],[],?,413,1728 kj(413 kcal),"8,2","3,5","70,8","1,7","12,5",B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,,8.2 g,en quantité modérée,3.5 g,en quantité modérée,1.7 g,en faible quantité,2.7 g,en quantité élevée,,-2%,-2%,-24%,+55%,+6%,-32%,+10%,"2,7",+42%,"1,08",+42%,18,+41%,D,+41%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,
845,Passata di Datterini Bio,8003496004004,['France'],[],[],?,25,105 kj(25 kcal),"0,1",0,"3,9","3,9","1,4",,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,
846,Polpa a Pezzettoni 3X400GR,8003496570042,['France'],[],[],?,21,88 kj(21 kcal),"0,1",0,"3,2","3,2","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,
847,Oli extravergine di oliva,8003710109041,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
848,Sarchio - Corn Flakes,8003712007383,['France'],"['*matis ', '98,7%', 'sel', 'émulsifiant: lécithine de tournesol', ' *Produit biologique', ' Conserver dans un endroit sec et frais']",[],?,371,1552 kj(371 kcal),1,"0,2",80,"0,3",8,C,,,,['Sarchio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']","['Bio', 'en:gluten-free', 'Sans sucre ajouté']",,,,1 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en faible quantité,0.975 g,en quantité modérée,,-2%,-2%,-8%,-30%,-3%,-97%,+11%,"0,975",-19%,"0,39",-19%,-1,-113%,A,-113%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,4,,['E322i - Lécithine'],,,,
849,Semi di girasole - Sarchio,8003712008236,['France'],[],[],?,644,2694 kj(644 kcal),"51,5","4,5",20,"2,6","20,8",,,,,['Sarchio'],,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,
850,Le classiche - Arrighi - 500g,8003740274078,['France'],[],[],?,1476,6176 kj(1476 kcal),"1,1",0,71,"3,5",12,C,,500 g,['sachet plastique'],['Arrighi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Fabriqué en Italie'],,,,1.1 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,0.01 g,en faible quantité,,+315%,+312%,-45%,-100%,+2%,+12%,-4%,"0,01",-64%,"0,004",-64%,2,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
851,La piadina sfogliatissima - Loriana - 350g,8003840001079,['France'],[],[],?,350,1464 kj(350 kcal),14,"5,4",47,"1,2","7,4",,,350 g,,['Loriana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['Sans conservateurs'],,,,14 g,en quantité modérée,5.4 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+6%,+128%,+362%,-14%,-69%,-22%,"1,5",+17%,"0,6",+17%,13,+155%,D,+155%,,,,,,,,,,,['Gluten'],,,
852,capperi lacrimella,8003850500807,['France'],[],[],?,24,100 kj(24 kcal),"0,2",0,"1,7",0,2,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,
853,Prosciutto,8003868900064,['France'],[],[],?,267,1117 kj(267 kcal),17,6,"0,5","0,5",28,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,"2,4",,,,,,,,,,,,,,,,,,,
854,Panna Cotta Framboise - Bontà Divina - 120g,8003938004029,['France'],[],[],?,230,962 kj(230 kcal),12,"8,8",25,19,"2,7",C,,120 g,,['Bontà Divina'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Panna cottas', 'Panna cottas au coulis de fruits', 'Panna cottas à la framboise']",['Fabriqué en Italie'],,,,12 g,en quantité modérée,8.8 g,en quantité élevée,19 g,en quantité élevée,0.15 g,en faible quantité,,+6%,+4%,+4%,+6%,+7%,+7%,+0%,"0,15",+15%,"0,06",+15%,13,+5%,D,+5%,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,,,,,,,
855,Tonno all'olio di oliva,8004030100794,['France'],[],[],?,403,1686 kj(403 kcal),37,6,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,
856,Tonno all’olio di oliva - Rio mare,8004030120532,['France'],[],[],?,410,1715 kj(410 kcal),38,"6,2",0,0,17,,,,,['Rio mare'],,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,
857,Acqua,8004088001180,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
858,Olio extra vergine di oliva,8004123002080,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",13,0,0,0,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,91.6 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-7%,,,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
859,Sciroppo Di Menta Frescomix - 700ml,8004180906109,"['France', 'Italie']",[],[],?,370,1548 kj(370 kcal),0,0,100,92,0,,,700 ml,,['Frescomix'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
860,Acqua minerale naturale,8004192900010,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
861,Eau petillante,8004253100144,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
862,Olio extra vergine di olivia,8004263660706,['France'],[],[],?,824,3448 kj(824 kcal),91,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
863,Sauce tomate napoletana,8004275060037,['France'],[],[],?,54,226 kj(54 kcal),"1,9","0,3","7,1","6,3","1,6",,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,
864,Weizen pops,8004355101247,['France'],[],[],?,386,1615 kj(386 kcal),"0,9","0,5","84,5","35,1","8,2",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
865,Le Marmellate di Sicilia Simoni,8004494311408,['France'],[],[],?,245,1025 kj(245 kcal),"0,1",0,60,58,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
866,Lait d'amande - Condorelli,8004494315727,['France'],"['Eau', 'sucre', 'amandes sélectionnées ', '11%', 'émulsifiant: sucrestere', 'antioxydant: acide L-ascorbique', 'arômes']",[],?,89,372 kj(89 kcal),"3,9","0,3","11,9","11,5","1,5",E,,,,['Condorelli'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Sans gluten', 'Fabriqué en Italie', 'Sans lactose']",,,,3.9 g,en quantité modérée,0.3 g,en faible quantité,11.5 g,en quantité élevée,0.1 g,en faible quantité,,+134%,+134%,+83%,+21%,+220%,+317%,+74%,"0,1",+14%,"0,04",+14%,3,+1941%,C,+1941%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,4,,"['E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,
867,Ricotta - Auricchio - 250g,8004603101197,['France'],[],[],?,134,561 kj(134 kcal),10,7,3,3,8,D,,250 g,,['Auricchio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Ricotta']",,,,,10 g,en quantité modérée,7 g,en quantité élevée,3 g,en faible quantité,0.4 g,en quantité modérée,,-8%,-6%,+1%,+2%,-19%,-9%,-1%,"0,4",+11%,"0,16",+11%,4,-7%,C,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
868,Elah Preparato Per Crema Da Tavola Gusto Amaretto,8004610101036,['France'],[],[],?,115,481 kj(115 kcal),"1,6","0,9","21,6","17,6","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
869,Flan chocolat,8004610101456,['France'],[],[],?,117,490 kj(117 kcal),"1,7",1,21,"14,9",4,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,
870,Pain intégrale,8004665004122,['France'],[],[],?,258,1079 kj(258 kcal),"0,9","0,14","50,3","1,8","10,9",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,
