,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,generic_name,quantity,packaging,ingredients_origins,manufacturing,link,additives,palm_ingredients,nova_score,markets,traceability_code,producer_info
1326,Gratin de poireau et pomme de terre PAYSAN BRETON,3184034272330,B,['Paysan breton'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre']",['France'],"['Nous cultivons la qualité', 'vous récoltez les saveurs', ' Dans le respect des règles de qualité et de traçabilité', 'PAYSAN BRETON met tout en oeuvre pour vous assurer la fraîcheur de ses produits et garantir une parfaite sécurité alimentaire', ' composé de pommes de tee-e', 'e et de poigau# cuiçtnés avec une sauce à base de ', 'ème', 'sugelé', ' Pommes de terre 48 %', 'eau', 'poireaux 15,2 %', 'crème 4 % ', 'lait', 'fromages ', 'dont emmental', ' 4 % ', 'lait', 'lait écrémé en poudre 2,5 %', 'beurre ', 'lait', 'huile de tournesol', 'amidon de riz', 'sel', 'fécule de manioc', 'arômes naturels', 'épaississants : gomme xanthane et guar', ' Produit développé sans huile de palme et sans OGM', ' Fabriqué dans un atelier qui utilise également des céréales contenant du gluten', 'des oeufs', 'des crustacés', 'du poisson,', ' de la moutarde', 'du céleri ainsi que leurs dérivés', ' ConseevationF\\I NEJAMAISRECONGELER 3 jours dans le compartiment indiquée suriesachet', ' UN DÉCONGELÉ', ' à glace de votre réfrigérateur']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",5.6 g,en quantité modérée,3.2 g,en quantité modérée,2 g,en faible quantité,0.8 g,en quantité modérée,?,,112,-15%,469 kj(112 kcal),-13%,"5,6",-19%,"3,2",-21%,11,-1%,2,+27%,"3,4",-19%,"0,8",+11%,"0,32",+11%,4,-21%,C,-21%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,"['en:palm-oil-free', 'Décongelé']","['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']",,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,4,,,
1327,Poêlée rustique,3184034273108,,,,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,"3,3",,"0,8",,"5,7",,"0,9",,"1,8",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Poêlée jardinière,3184034273146,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,"3,5",,"0,4",,"7,8",,"0,7",,"2,1",,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Les légumes en marinade PAYSAN BRETON,3184034273535,,['Paysan Breton'],,['France'],"['de qualité et de traçabilité', 'PAYSAN PPETON en Œuvre', "" fraîcheur de ses produits de de demi-tonaies ceeises séchées et d'oignons"", "" aeomaüsé à l'huile d olive"", 'au eu au Citgon', 'Inggédien€\\i Légumes grillés ', 'courgettes 30,5 %', 'poivrons 23,8 % ', 'auberginer 15,3 0%', 'oignons 15,3 0%', ""demi-tomates cerises séchées 4 huile d' c live vierge extra 4,9 96"", 'huile de tournesol', 'basilic 1 0%', 'sel', ""arôme nacurel de citron 0%' piment Produit développé sans huile de palme et sans OGM"", ' Fabriqué dans un atelier qui utilise également des céréales contenant du gluten', ' du lait', 'des œufs', 'du céleri', 'du poisson', 'des crustacés', 'de ja moutarde ainsi que leurs dérivés', "" NE JAMAIS RECONGELER à - 18 oc jusqu'à la date UN PRODUIT DÉCONGELE indiquée sur le sachet""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,114,,477 kj(114 kcal),,"8,4",,"1,1",,"6,1",,"6,1",,"2,9",,"0,6",,"0,24",,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,
1330,Les champignons a la creme - Paysan Breton,3184034274020,,['Paysan Breton'],,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"3,7",,"2,4",,"3,4",,"1,9",,"3,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Les champignons à la provençale - Paysan Breton,3184034274594,,['Paysan Breton'],,['France'],"['Champignons de Paris', 'tomates grillées ', 'tomates', 'sel', 'sucre', 'gnons grillés', 'courgettes grillées', 'eau', 'purée de tomate double concentrée', 'huile de colza', 'vinaigre', 'oignons', 'amidon modifié', 'sucre', 'sel', 'plantes aromatiques', 'conservateur : E202', 'poivre']",[],,,,,,,,,?,,39,,163 kj(39 kcal),,"1,8",,"0,13",,"3,5",,"2,8",,"1,3",,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,
1332,Poulet rôti haricots verts - Paysan Breton,3184034274846,,['Paysan Breton'],,['France'],"['Haricots verts 63', '7 %', 'aiguillettes de poulet reconstituées traitées en salaison cuites et rôties 20 % ', 'aiguillettes de poulet* 17 %', 'dextrose', 'protéines de pois', 'sel', 'arômes naturels', 'ferments', 'oignons grillés 8 %', 'beurre 6 %', 'persil', 'sel', 'ail', 'poivre blanc', ' poulet : origine France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,101,,423 kj(101 kcal),,"6,5",,"4,6",,"2,2",,0,,"6,8",,"1,01",,"0,404",,,,,,,,,,,,,,['Lait'],,,,,,,,,4,['Magasins U'],,
1333,Saucisse fumée Pois et Carottes - Paysan Breton,3184034274853,,['Paysan Breton'],,['France'],"['Petits pois doux 46,7 %', 'carottes 27 %', 'saucisses précuites fumées 18 % ', 'viande de porc* 16,9 %', 'gras de porc', 'sel', 'lactose', 'dextrose', 'épices', 'émulsifiant : E450', 'antioxydants : E300', 'E392', 'conservateur : E250', 'beurre 6 %', 'persil', 'sel', 'ail', 'poivre blanc', ' porc : origine France', ' Fabriqué dans un atelier qui utilise du céleri']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,158,,661 kj(158 kcal),,12,,"6,8",,"3,7",,1,,"6,1",,"1,1",,"0,44",,,,,,,,,,,,,,['Lait'],,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,['Magasins U'],,
1334,Le duo chou-fleur et brocolis - Paysan Breton,3184034274990,,['Paysan Breton'],,['France'],"['Ing""dients : Choux-fleurs en petites fleurettes 48 % mini', 'brocolis en petites fleurettes 32 % mini']",[],,,,,,,,,?,,27,,113 kj(27 kcal),,"0,5",,"0,1",,"2,8",,"1,8",,"1,9",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
1335,Duo Haricots verts et beurre - Paysan Breton - 750g,3184034275034,A,['Paysan Breton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Surgelés', 'Graines de légumineuses', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes secs', 'Légumineuses surgelées', 'Légumes surgelés', 'Haricots verts', 'Haricots verts surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Mélanges de légumes surgelés', 'Haricots de Lima', 'Haricots beurre surgelés', 'Haricots verts surgelés précuits', '100\xa0% légumes', 'Déjà cuit', 'Précuits']",['France'],"['Haricots verts 48%', 'haricots beurre 32%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.2 g,en faible quantité,0.01 g,en faible quantité,151,,36,+24%,151 kj(36 kcal),+23%,"< 0,5",+28%,"< 0,1",+85%,"5,1",+22%,"1,2",-15%,"1,8",-1%,"< 0,01",0%,"0,004",0%,-9,,A,,45.8%,1.4%,10.2%,8.5%,25.5%,8.6%,84,['Fruits et Légumes de France'],,"Mélange de légumes, surgelé",750 g,"['Sachet', 'Surgelé', 'Portionnable', 'Déjà Cuit']",['France'],['France'],,,,1,,"['EMB 22136U', ""Loudéac (Côtes-d'Armor, France)""]",
1336,Puree de brocolis - Paysan Breton,3184034276512,B,['Paysan Breton'],"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes', 'Purées de brocolis']",['France'],[],[],0.8 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,0.03 g,en faible quantité,?,,29,-22%,121 kj(29 kcal),-20%,"0,8",-27%,"0,2",-59%,"1,1",-57%,"0,9",-24%,"3,1",+28%,"0,03",-87%,"0,012",-87%,-1,,A,,43.5%,0.0%,13.6%,13.9%,24.0%,5.0%,94,,,,,,,,,,,,,,
1337,Tomates en quartiers pelées surgelées,3184034276840,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,"0,5",,"0,1",,"3,9",,"2,95",,"0,88",,"0,021",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1338,poêlée méridionale -,3184034277076,,,"['Plats préparés', 'Poêlées']",['France'],[],[],3.4 g,en quantité modérée,0.3 g,en faible quantité,2.8 g,en faible quantité,0.03 g,en faible quantité,?,,67,-30%,280 kj(67 kcal),-31%,"3,4",-18%,"0,3",-74%,"5,9",-39%,"2,8",+48%,"1,6",-49%,"0,03",-95%,"0,012",-95%,0,,B,,,,,,,,,,,,,,,,,,,,,,
1339,Légumes pour couscous,3184034277168,,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,"0,6",,"0,1",,"4,8",,"2,8",,"1,5",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Gratin dauphinois c’est la saison - Lidl - 600g,3184034277984,B,['Lidl'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois', 'Gratins dauphinois surgelés']",['France'],"['Pommes de terre précuites 56%', 'eau', 'crème 11%', 'emmental 5%', 'lait écrémé en poudre', 'beurre concentré', 'ail', ""jaune d'œuf salé "", ""jaune d'œuf"", 'sel', 'farine de blé', 'préparation au fromage aromatisée en poudre ', 'lactosérum doux en poudre', 'fromage fondu', 'sel', 'arôme', 'amidon de riz', 'sel', ""extrait d'ail"", 'épaississants : gomme xanthane et gomme guar', 'muscade', 'curcuma']",['Non végétalien'],6.7 g,en quantité modérée,4 g,en quantité modérée,1.5 g,en faible quantité,0.41 g,en quantité modérée,?,,124,+4%,519 kj(124 kcal),+6%,"6,7",+16%,4,+11%,"10,8",-4%,"1,5",-7%,4,+17%,"0,41",-42%,"0,164",-42%,1,-79%,B,-79%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,['Surgelé'],"['Œufs', 'Gluten', 'Lait']",,600 g,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,4,['Lidl'],,
1341,Gratin de Choux-Fleurs - Lidl - 600g,3184034277991,B,['Lidl'],"['Surgelés', 'Plats préparés', 'Gratins', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Gratins de légumes']",['France'],"['Choux-fleurs 55 %', 'eau', 'crème', 'emmental 3 %', 'lait en poudre', 'mozzarella 2 %', ""jaune d'œuf salé "", 'jaune', 'sel', 'beurre', 'farine de blé', 'amidon transformé de manioc', ' sel', 'préparation au fromage aromatisée en poudre ', 'lactosérum en poudre', 'fromage fondu', 'sel', 'arôme', ""purée d'ail"", 'épaississants gomme guar', 'muscade']",['Non végétalien'],5.2 g,en quantité modérée,3.5 g,en quantité modérée,2.8 g,en faible quantité,0.581 g,en quantité modérée,?,,84,-23%,351 kj(84 kcal),-23%,"5,2",-24%,"3,5",+1%,"4,5",-25%,"2,8",-4%,"3,8",-2%,"0,581",-5%,"0,232",-5%,2,-25%,B,-25%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,,"['Œufs', 'Gluten', 'Lait', 'Lactosérum en poudre']",,600 g,"['Carton', 'Plastique', 'boîte', 'surgelé']",,,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",,4,['Lidl'],,
1342,Petit Poids Doux,3184034278370,,,,['France'],[],[],,,,,,,,,?,,281,,1176 kj(281 kcal),,"0,5",,"0,1",,"8,7",,"5,4",,"5,1",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,
1343,3184039107811,3184039107811,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Double concentré de tomates,3184260100063,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",['France'],[],[],0.97 g,en faible quantité,0.15 g,en faible quantité,14.5 g,en quantité élevée,0.5 g,en quantité modérée,?,,91,-2%,381 kj(91 kcal),-2%,"0,97",+53%,"0,15",+23%,"14,5",-5%,"14,5",+4%,"4,83",+8%,"0,5",-38%,"0,2",-38%,-2,,A,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,['Sans conservateurs'],,,,,,,,,,,,,
1345,Tomates entières pelées,3184260100667,,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,"0,1",,0,,3,,3,,"1,1",,"0,075",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Petit Beurre Classic - Pural,3184340000306,C,['Pural'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",['France'],"['farine de blé**', 'sucre de canne brut**', 'beurre** ', '17 %', 'miel* poudre à lever ', 'bicarbonate de sodium', 'sel marin', 'sucre à la vanille Bourbon* ', 'vanille Bourbon* moulue', 'sucre de canne brut*', "" *issu de l'agriculture biologique ** issu de l'agriculture biologique et biodynamique Traces possibles de fruits à coques"", 'oeuf', 'sésame et soja']",['Non végétalien'],16 g,en quantité modérée,10 g,en quantité élevée,22 g,en quantité élevée,0.65 g,en quantité modérée,?,,462,-2%,1933 kj(462 kcal),-2%,16,-14%,10,-15%,71,+4%,22,-22%,7,-1%,"0,65",-16%,"0,26",-16%,18,-17%,D,-17%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,['Bio'],"['Gluten', 'Lait']",,,,,,,['E500ii - Carbonate acide de sodium'],,3,,,
1347,Petit Beurre Au Chocolat Sans Huile De Palme - Pural,3184340000313,C,['Pural'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres']",['France'],"['petit beurre —Cacao avec pépites de chocolat - édients: farine de blé**', ""sucre de canne brut' rre** 14 %"", 'pépites de chocolat* 7 % ', 'sucre de ca ', 'masse de cacao*', 'beurre de cacao*', 'lécithine nesol', 'cacao* ', '3,6 %', 'sirop de riz*', 'poudre à le um', 'ammonium', ' sel de mer', ""vanille Bourbont sus de l'agriculture biologique contrôlée su de l'agriculture biologique et biodynamiq :es possibles de noix"", 'oeuf', 'sésame et soja', ' Kakao-Butterkeks mit Schokostückchen aten: Weizenmehl** Rohrohrzucker**', 'Butte']",['Non végétalien'],17 g,en quantité modérée,10 g,en quantité élevée,26 g,en quantité élevée,1.4 g,en quantité modérée,?,,463,-2%,1937 kj(463 kcal),-2%,17,-9%,10,-15%,68,-0%,26,-8%,"7,3",+3%,"1,4",+80%,"0,56",+80%,21,-3%,E,-3%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,['Bio'],"['Œufs', 'Graines de sésame', 'Soja']",,,,,,,['E322i - Lécithine'],,,,,
1348,Bio Bis Epeautre Choc - Pural,3184340000634,,['Pural'],,['France'],[],[],,,,,,,,,?,,489,,2046 kj(489 kcal),,22,,10,,63,,26,,"7,5",,"0,4",,"0,16",,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,
1349,Pépites de Soja Schnetzel - Pural,3184340000696,,['Pural'],,['France'],"[""graines de soja soufflées issues de l'agriculture biologique Peut contenir des traces de gluten et de sésame""]",[],,,,,,,,,?,,344,,1439 kj(344 kcal),,"3,5",,"0,5",,19,,6,,51,,"0,13",,"0,052",,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-013', 'Fabriqué en Allemagne']",['Gluten'],,,,,,,,,,,,
1350,Levain D'épeautre Bio ? ? Pural,3184340000931,,['Pural'],,['France'],"[""Levain d'épcauirr Lwédients: Graina diépcautro moulus' diépcautro apporte à vos préparations do pâto à pain cette acidité typique du levain et do l'épeautre"", ""L'épcautro à uno haute tcnour on protéines"", 'vitatnines et et crwcl', 'W', ' ', 'glumcllc', ' tJÒo cllo ost rotativctncnt bien des ptvxtuRS et Itr%iiri']",[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"2,7",,"0,5",,"62,9",,"1,6",,"14,2",,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1351,Sucre Vanillé Sans Gluten Bio - 5 Sachets De 8 G - Pural,3184340000955,,['Pural'],,['France'],"['sucre de canne brut*', 'vanille Bourbon* ', '6,25%', "" *issu de l'agriculture biologique"", "" Peut contenir des traces d'amande"", 'moutarde', 'sésame ou lécithine de soja']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,393,,1644 kj(393 kcal),,"0,7",,"0,1",,"95,2",,"94,4",,"0,3",,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,,['E322i - Lécithine'],,,,,
1352,Levain Special Sans Gluten - Pural,3184340000962,,['Pural'],,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,"0,5",,"0,5",,"94,5",,"0,1",,"0,4",,"0,03",,"0,012",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1353,Son De Blé Bio - 200G - Pural - 200g,3184340001419,,['PURAL'],,['France'],"[""avec germe fiches etb\\enfaisants du germe et de l'enveloppe du grain de blé"", ' Riche en fibres']",[],,,,,,,,,?,,267,,1117 kj(267 kcal),,"4,65",,"0,75",,"17,7",,"1,92",,16,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Riche en fibres', 'Fabriqué en Allemagne']",,,200 g,,,,,,,,,,
1354,Champignon,3184340001600,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons']",['France'],[],[],0.5 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.0003 g,en faible quantité,?,,47,+15%,197 kj(47 kcal),+24%,"0,5",-36%,"0,3",+86%,"0,2",-90%,0,-100%,"1,5",-44%,0,-100%,0,-100%,-5,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,,,,
1355,Girolles 250G - 250g,3184340001617,,,,['France'],[],[],,,,,,,,,?,,11,,46 kj(11 kcal),,"0,5",,"0,1",,"0,2",,0,,"1,5",,10,,4,,,,,,,,,,,,,,,,250 g,['Girolles'],,,,,,,,,
1356,Champignons Melangés - Pural,3184340001624,,['Pural'],,['France'],[],[],,,,,,,,,?,,11,,46 kj(11 kcal),,"0,5",,"0,03",,"0,2",,0,,"1,5",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Fabriqué en Allemagne']",,,,,,,,,,,,,
1357,Shiitake - Pural,3184340001648,,['Pural'],,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,03",,"0,2",,0,,"1,5",,"0,01",,"0,004",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1358,Quinoa Au Pot Au Feu De Legumes - Pural,3184340003031,,['Pural'],,['France'],"['quinoa* 72% lentilles* corail 18% légumes* séché 9,5% ', 'carottes*', 'pignons*', 'poireau*', ""persil* issu de l'agriculture biologique Peut contenir des traces de soja"", 'sésame', 'fruits à coque et gluten']",[],,,,,,,,,?,,353,,1477 kj(353 kcal),,5,,0,,57,,6,,14,,0,,0,,,,,,,,,,,,,['Bio'],['Soja'],,,,,,,,,,,,
1359,Polenta Minute Cepes,3184340003055,,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"1,2",,"0,2",,"69,4",,"1,6",,"10,1",,"0,01",,"0,004",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1360,BASMATI AUX EPINARDS ET AIL - Pural,3184340003062,,['Pural'],,['France'],"['riz* basmati blanc 95,50/9 épinards* s&hés 2,5% ail* séd', ""é 2 % *= Issu de l'agriculture bidogique Peut contenir des traces de soja"", 'sésame', 'fruits à coaue et glu en']",[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"1,1",,"0,2",,"73,5",,"0,8",,"9,2",,"0,05",,"0,02",,,,,,,,,,,,,['Bio'],['Soja'],,,,,,,,,,,,
1361,Tortellini Légumes - Pural,3184340004229,,['Pural'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini aux légumes']",['France'],[],[],4.3 g,en quantité modérée,1.4 g,en faible quantité,2.1 g,en faible quantité,1.2 g,en quantité modérée,?,,289,+14%,1209 kj(289 kcal),+15%,"4,3",-40%,"1,4",-54%,51,+42%,"2,1",-25%,"7,8",-19%,"1,2",+5%,"0,48",+5%,5,-22%,C,-22%,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE', 'Fabriqué en Allemagne']",,,,,,,,,,,,,
1362,Tortellini Champignons - Pural - 250g,3184340004274,,['Pural'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini']",['France'],[],[],4.1 g,en quantité modérée,1.6 g,en quantité modérée,0.97 g,en faible quantité,1 g,en quantité modérée,?,,295,+17%,1234 kj(295 kcal),+18%,"4,1",-42%,"1,6",-47%,53,+47%,"0,97",-65%,"8,1",-16%,1,-12%,"0,4",-12%,3,-53%,C,-53%,,,,,,,,['Bio'],,,250 g,,,,,,,,,,
1363,Gnocchetti Nockerl - Pural,3184340004380,,['Pural'],,['France'],"['eau', 'semoule de blé dur* ', 'pommes de terre* 20%', 'fécule de pomme de terre* ', 'sel marin', 'farine de riz* ', 'curcuma* ', 'tomates*', "" *Issu de l'agriculture biologique"", "" Préparation : Faire revenir les gnocchetti à la poêle dans un petit peu d'huile pendant 3-4 minutes"", ' Frische Teigwaren aus HartweizengrieB und Kartoffeln Zutaten: Wasser', 'HartweizengrieB*', 'Kartoffeln* 20%', 'Kartoffelstârke*', 'Meersalz', 'Reismehl*', 'Kurkuma*', 'Tomaten*', ' *aus kontro//iert biologischem Anbau', ' Zubereitung: Gnocchetti in einer Pfanne mit heiBem 01 ca', ' 3-4 Minuten goldgelb anbraten']",[],,,,,,,,,556,,133,,556 kj(133 kcal),,"0,3",,"< 0,01",,"28,7",,"0,2",,"3,8",,"1,4",,"0,56",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1364,Nouilles d'épeautre - Pural,3184340004526,B,['Pural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de petit épeautre']",['France'],[],[],1.4 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,361,+4%,1510 kj(361 kcal),+3%,"1,4",-31%,"0,3",-32%,73,+10%,"3,4",+30%,12,0%,"0,01",-21%,"0,004",-21%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Bio', 'Bio-dynamie', 'Demeter', 'Fabriqué en Allemagne']",,,,,,,,,,,,,
1365,Epeautre - Pural - 500g,3184340004533,B,['Pural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Épeautres']",['France'],"[""Farine d'épeautre Zutaten: Dinkelmehl* *issu de lbgricuiture *aus kontrolliert biologique et biodynamique biologisch-dynamischemAnt Peut contenir des traces d'œuf Kann Spuren von Ei enthalte leur nutritionnelle ourxoo INâhrwertanal se 'e 100 ? ergle Enerele""]",[],1.4 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0 g,en faible quantité,?,,361,+8%,1510 kj(361 kcal),+8%,"1,4",-48%,"0,3",-35%,73,+21%,"3,4",+76%,12,0%,0,-100%,0,-100%,-4,,A,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter']",,,500 g,,,,,,,,,,
1366,Spirelli Epeautre - Pural,3184340004540,B,['Pural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de petit épeautre']",['France'],"[""Farine d'épeautre* *issu de l'agriculture biologique et biodynamique Peut contenir des traces d'oeuf""]",[],1.4 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,361,+4%,1510 kj(361 kcal),+3%,"1,4",-31%,"0,3",-32%,73,+10%,"3,4",+30%,12,0%,"0,01",-21%,"0,004",-21%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter']",['Œufs'],,,,,,http://www.pural.bio/fr/produit/?ean=3184340004540,,,,,,
1367,Epicerie / Spécialités Végétaliennes / Biscuits Végétaliens - Pural - 55g,3184340005004,,['Pural'],,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,6,,"4,1",,"70,1",,"11,9",,"3,7",,"1,7",,"0,68",,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Fabriqué en Allemagne']",,,55 g,,,,,,,,,,
1368,Epicerie / Spécialités Végétaliennes / Biscuits Végétaliens - Pural,3184340005011,,['Pural'],,['France'],"['fécule de pomme de terre* ', '63 %', 'concentré de jus de carotte* ', '24 %', ' ', 'avec un antioxydant : acide ascorbi - que', 'farine de riz* ', '8 %', 'grais - se de coco*', 'gingembre* moulu ', '0,9 %', 'émulsifiant : lécithine de tournesol*', 'poudre à lever : bicarbonate de sodium', 'sel marin', "" *issu de l'agriculture biologique Peut contenir traces d'œuf"", 'de soja', 'de produits laitiers', 'de fruits à coque et de sésame', ' Fabriqué en Allemagne']",[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"4,8",,"3,3",,"76,8",,"14,5",,"1,8",,1,,"0,4",,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Fabriqué en Allemagne']",,,,,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,4,,,
