,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,labels,ingredients_origins,manufacturing,markets,additives,allergens,nova_score,traceability_code,generic_name,palm_ingredients,link
981,Macarons X12,0208592029526,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],[],[],24 g,en quantité élevée,6.6 g,en quantité élevée,42 g,en quantité élevée,?,,456,+7%,1908 kj(456 kcal),+7%,24,+35%,"6,6",+46%,50,-10%,42,-17%,"9,8",+14%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,"0,2","0,08",0.2 g,en faible quantité,+40%,+40%,20,+14%,E,+14%,,,,,,,,,,,,,
982,Mousse de canard,0208603012271,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",['France'],[],[],34 g,en quantité élevée,13 g,en quantité élevée,1.7 g,en faible quantité,?,,368,-8%,1540 kj(368 kcal),-8%,34,-12%,13,-8%,"5,5",+73%,"1,7",-12%,11,+19%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,"1,6","0,64",1.6 g,en quantité élevée,+9%,+9%,21,+3%,E,+3%,,,,,,,,,,,,,
983,Mousse de canard,0208603014107,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",['France'],[],[],34 g,en quantité élevée,13 g,en quantité élevée,1.7 g,en faible quantité,?,,368,-8%,1540 kj(368 kcal),-8%,34,-12%,13,-8%,"5,5",+73%,"1,7",-12%,11,+19%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,"1,6","0,64",1.6 g,en quantité élevée,+9%,+9%,21,+3%,E,+3%,,,,,,,,,,,,,
984,Millefeuille,0208608016403,B,"['Biscuits et gâteaux', 'Pâtisseries', 'Millefeuilles']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,73.1%,14.7%,6.0%,3.0%,3.2%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,
985,Merguez - E.Leclerc,0208610031098,,,['France'],"['E', ""Leclerc@ Elabpte en fFfihti MERGUEZ BoYBU NBTUREL CONSOMMER CUIT R asnaao epice:œejc dextreta battravra plantes d'acalate de pot b&ttum t?S? cocherÀCa E12C aroma de W a&gtif antiagloarant dixyde""]",[],,,,,,,?,,311,,1301 kj(311 kcal),,28,,13,,"2,8",,"1,5",,12,,,,,,,,,['E.Leclerc'],"2,3","0,92",,,,,,,,,,,,,,,,,,,,,
986,Merguez - Leclerc,0208610037397,,,['France'],[],[],,,,,,,?,,311,,1301 kj(311 kcal),,28,,13,,"2,8",,"1,5",,12,,,,,,,,,['Leclerc'],"2,3","0,92",,,,,,,,,,,,,,,,,,,,,
987,Gouda jeune cumin,0208617009311,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin', 'Goudas jeunes']",['France'],[],[],31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,376,+4%,1573 kj(376 kcal),+4%,31,+4%,21,+6%,0,-100%,0,-100%,24,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,2,"0,8",2 g,en quantité élevée,+2%,+2%,17,+1%,D,+1%,,,,,,,,,,,,,
988,Petit beurre tablette chocolat noir - P'tit Déli,0208623004720,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat noir', 'Biscuits tablette de chocolat noir']",['France'],[],[],23 g,en quantité élevée,14 g,en quantité élevée,28 g,en quantité élevée,?,,493,-1%,2063 kj(493 kcal),-1%,23,-5%,14,-5%,63,+2%,28,-12%,"6,6",-2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"[""P'tit Déli""]","0,6","0,24",0.6 g,en quantité modérée,+17%,+17%,24,+11%,E,+11%,,,,,,,,,,,,,
989,Palets aux légumes du potager,0208623028177,,,['France'],[],[],,,,,,,?,,91,,381 kj(91 kcal),,"4,7",,"0,6",,"6,5",,3,,"4,1",,,,,,,,,,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,
990,Sapori - Ricciarelli,0208634010109,,,['France'],"['Zucchero', 'Mandorle 36%', 'Acqua', 'Fibra alimentare', 'Zuccheio a velo 6% ', 'zucchero', 'amido di mais', ""Albume d'uovo"", 'Fave di cacao in granella 4%', 'Cacao in polvere 2,2%', 'Cioccolato in polvere ', 'cacao in polvere', 'cacao magro in polvere', 'pasta di cacao', 'zucchero', 'Aromi', ""Agente lievitante: carbonato acido d'ammonio"", 'Sale', 'Conservante: acido sorbico', ' Può contenere frumento', 'latte', 'soia e altra frutta a guscio']",['Non végétalien'],,,,,,,?,,469,,1962 kj(469 kcal),,25,,"3,6",,46,,45,,10,,,,,,,,,['Ricciarelli'],"0,1","0,04",,,,,,,,,,,,,,,"[""E503ii - Carbonate acide d'ammonium"", 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","['Lait', 'Fruits à coque']",4,,,,
991,Escalope de porc par 2 - Leclerc - 264g (2escalopes),0208634015555,,"['Viandes', 'Porc', 'Escalopes de porc']",['France'],['Escalope de porc'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,['Leclerc'],,,,,,,,,,,264 g (2 escalopes),"['Barquette', 'Plastique', 'Film', 'Frais', 'Sous atmosphère protectrice']",,['France'],,['Leclerc'],,,1,,,,
992,"Banane Cavendish - Compagnie Fruitière France - 1,177kg",0208637018430,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes', 'Bananes Cavendish']",['France'],['Banane Cavendish'],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,['Compagnie Fruitière France'],,,,,,,,,,,"1,177 kg","['Sachet', 'Plastique']","['Bio', 'Catégorie I']",['Ghana'],,,,,,"['EMB 13027W', 'Châteaurenard (Bouches-du-Rhône, France)']",,,
993,St mont des alpes,0208638007419,,,['France'],[],[],,,,,,,?,,410,,1715 kj(410 kcal),,34,,22,,0,,0,,26,,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,,
994,Baguette 6 céréales - ATAC - 200g,0208647006106,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,['ATAC'],,,,,,,,,,,200g,,,,,,,,,,,,
995,Baguette champêtre  - ATAC - 260g,0208649006104,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,['ATAC'],,,,,,,,,,,260g,,,,,,,,,,,,
996,"Brioche couronne aux fruits  - Leclerc  - 0,315kg",0208649032141,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,['Leclerc'],,,,,,,,,,,"0,315kg",,,,,,,,,,,,
997,Emmental bio,0208655021580,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,,"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
998,Emmental bio - Casino,0208655021788,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
999,Emmental bio - Casino,0208655021849,,,['France'],['Lait pasteurisé de vache* - sel fermentslactiques coagulant microbiem *Issu deltagriculture biologique Lesinformations en gras sontdstinéesauxpersonnes intolérantes ou allergiques'],['Non végétalien'],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,['Casino'],,,,,,,
1000,Emmental bio - Casino,0208655021849,,,['France'],['Lait pasteurisé de vache* - sel fermentslactiques coagulant microbiem *Issu deltagriculture biologique Lesinformations en gras sontdstinéesauxpersonnes intolérantes ou allergiques'],['Non végétalien'],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,['Casino'],,,,,,,
1001,Emmental Français,0208655022044,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],28 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,364,-4%,1523 kj(364 kcal),-4%,28,-5%,21,+6%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,7","0,28",0.7 g,en quantité modérée,+19%,+19%,12,+7%,D,+7%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1002,Emmental bio casino,0208655022174,,,['France'],"['Lait pasteurisé de vache* ? sel ? ferments lactiques coagulant microbien', "" *Issu de l'agriculture biologique""]",[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,['Casino'],,,,,,,
1003,Emmental bio - Casino,0208655022372,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,373,-1%,1561 kj(373 kcal),-1%,29,-1%,21,+7%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Casino'],"0,7","0,28",0.7 g,en quantité modérée,+8%,+8%,12,+5%,D,+5%,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['Casino'],,,,,,,
1004,EMMENTAL BIO - Casino,0208655022631,,,['France'],"['I Lait pasteurisé de vache* - sel - ferments lactiques - coagulant microbien', "" *Issy de l'agriculture biologicv Les informations en as sontdestinéesauxpersonnes intolérantes ou allergiques""]",[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['Casino'],,['Lait'],,,,,
1005,Emmental - Casino,0208655022891,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,373,-1%,1561 kj(373 kcal),-1%,29,-1%,21,+7%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Casino'],"0,7","0,28",0.7 g,en quantité modérée,+8%,+8%,12,+5%,D,+5%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
1006,Emmental Bio - Casino,0208655023164,,,['France'],"[""Oit pasteurisé de vache* ? ferments lactiques - '22gulant microbien"", ' *Issu Iragricul ture biologique', ' informations en gras destinées aux personnes I tt}érante5 ou allergiques']",[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,['Bio'],,,['Casino'],,,,,,,
1007,Emmental bio casino,0208655023225,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,,"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1008,Emmental bio - Casino,0208655023355,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,['Bio'],,,['Casino'],,,,,,,
1009,Emmetal Bio - Casino,0208655023614,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
1010,Emmental bio - Casino,0208655023683,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['Lait pasteurisé de vache', 'sel', 'ferments lactiques', 'coagulant microbien']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,21 g,en quantité élevée,1e-12 g,en faible quantité,?,,373,-2%,1561 kj(373 kcal),-1%,29,-2%,21,+6%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Casino', 'Casino bio']","0,7","0,28",0.7 g,en quantité modérée,+19%,+19%,12,+7%,D,+7%,,"['Réfrigéré', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['Casino'],,['Lait'],3,,Fromage à pâte pressée cuite issu de l'agriculture bioologique,,
1011,Emmental bio - Casino,0208655023751,,,['France'],"['Lait pasteurisé de vache* ? sel - ferments lactiques coagulant microbien', ' *Issu de Itagriculture biologique', ' Les informations en gras sontdestinéesauxpersonnes intolérantes ou allergiques']",[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
1012,Emmental bio - Casino,0208655023881,,,['France'],"[""TMGREDIENTS Lait de vache' • • lactiques • r"", 'krobiert', "" 'Issu tes informations en gras""]",['Non végétalien'],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,"0,1",,"0,1",,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['Casino'],['E270 - Acide lactique'],,,,,,
1013,Emmental - Casino,0208655023942,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,373,-1%,1561 kj(373 kcal),-1%,29,-1%,21,+7%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Casino'],"0,7","0,28",0.7 g,en quantité modérée,+8%,+8%,12,+5%,D,+5%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
1014,Emmental bio,0208655024208,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,,"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
1015,Emmental Bio - Casino Bio,0208655024277,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],['Lait pasteurisé de vache - sel - ferments lactiques -  coagulant microbien'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,373,-1%,1561 kj(373 kcal),-1%,29,-1%,21,+7%,0,-100%,0,-100%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Casino Bio'],"0,7","0,28",0.7 g,en quantité modérée,+8%,+8%,12,+5%,D,+5%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['Lait'],3,,,,
1016,Emmental bio - Casino,0208655024406,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Casino'],,,,,,,
1017,Emmental bio - Casino,0208655024536,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,,,,,,,,['Casino'],"0,7","0,28",,,,,,,,,,,['Bio'],,,['Casino'],,,,,,,
1018,Emmental bio,0208655024802,,,['France'],[],[],,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,9,,9,,28,,,,,,,,,,"0,7","0,28",,,,,,,,,,,['Bio'],,,,,,,,,,
1019,La Baguette Bi1,0208660005582,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Poulet rôti façon grand mere,0208661017195,,,['France'],[],[],,,,,,,?,,203,,849 kj(203 kcal),,12,,"4,8",,"2,7",,"0,6",,21,,,,,,,,,,"0,59","0,236",,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1021,Beignets - E.Leclerc,0208665019683,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['France'],[],['Sans huile de palme'],18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,?,,385,+8%,1611 kj(385 kcal),+8%,18,+14%,2,-42%,47,+4%,19,+17%,"6,5",+3%,,,,,,,,['E.Leclerc'],"0,71","0,284",0.71 g,en quantité modérée,-4%,-4%,12,0%,D,0%,,,['en:palm-oil-free'],,,,,,,,,,
1022,Pizza Montagnarde - E. Leclerc,0208667045260,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],"['PATON A PIZZA MAISON ', '68% ', 'farine blanche t65 epi preservé ', '60% : farine de BLE', ' GLUTEN', ' farine de BLE malté', ' enzymes fongiques : alpha amylases', 'hemicellulases', ' agent de traitement de la farine: acide ascorbique', ' eau ', '33%', ' huile dlolives ', '6%', ' sel ', '1', '5% ', ' levure liquide ', '0,3% : levure fraîche de panification ', 'Saccharomyces Cerevisiae', ' Raclette en tranche ', '9% ', ' Fromage à pâte pressée non cuite', ' LAIT pasteurisé de vache ', 'Origine: France', 'sel', 'enzymes coagulantes', 'ferments LACTIQUES', 'conservateurs: El 105 ', 'issu de IIOEUF', ' - E2351 colorants: El 60b - El 20', ' Mozzarella ', '8%', ' Pomme de terre lamelle ', '6%', ' Crème fraiche', ' Crispy bacon tranche ', '3%/0 : poitrine de porc', 'sel', 'sucre', 'stabilisant E451 arôme de fuméej conservateurs E250', ' Origan special pizza ', '1', '4% origan', ' Huile pimentee pimento ', 'huile de colzaj extrait naturel de piment de Cayenne ', "" teneur en Capsa'icinoiides : A CONSERVER ENTRE OOC ET RECHAUFFER 5 MIN A""]","['Non végétalien', 'Non végétarien']",11 g,en quantité modérée,4.5 g,en quantité modérée,12 g,en quantité modérée,?,,850,+271%,3556 kj(850 kcal),+271%,11,+31%,"4,5",+15%,32,+19%,12,+308%,10,-3%,,,,,,,,['E. Leclerc'],"1,4","0,56",1.4 g,en quantité modérée,+12%,+12%,22,+183%,E,+183%,,,,,,,"['E1100 - Amylases', 'E300 - Acide ascorbique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,,,,
1023,Les poissons sauvages,0208674005318,,,['France'],[],[],,,,,,,?,,107,,448 kj(107 kcal),,"0,5",,"0,2",,"0,5",,"0,5",,26,,,,,,,,,,3,"1,2",,,,,,,,,,,,,,,,,,,,,
1024,Sarrasin décortiqué - Happy Bio - 500g,0208675010953,,['Sarrasins décortiqués'],['France'],[],[],2.6 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en faible quantité,?,,340,,1423 kj(340 kcal),,"2,6",,"0,5",,65,,"1,5",,"10,3",,,,,,,,,['Happy Bio'],"0,01","0,004",0.01 g,en faible quantité,,,-6,,A,,500 g,['Sachet plastique'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1025,Bleu brxisue remberter 26%,0208675019154,,,['France'],[],[],,,,,,,?,,314,,1314 kj(314 kcal),,26,,19,,1,,0,,19,,,,,,,,,,"1,833","0,733",,,,,,,,,,,,,,,,,,,,,
1026,Baguette,0208683005583,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Mini beignet assorties aux 3 chocolats,0208691036081,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['France'],[],[],30 g,en quantité élevée,12 g,en quantité élevée,22 g,en quantité élevée,?,,464,+31%,1941 kj(464 kcal),+30%,30,+90%,12,+246%,44,-3%,22,+35%,"7,1",+12%,,,,,,,,,"0,67","0,268",0.67 g,en quantité modérée,-9%,-9%,21,+75%,E,+75%,,,,,,,,,,,,,
1028,Beaufort aop,0208697022835,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['France'],[],[],33 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,?,,407,+1%,1703 kj(407 kcal),+1%,33,+3%,22,+7%,"1,5",+63%,0,-100%,26,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"1,1","0,44",1.1 g,en quantité modérée,-4%,-4%,14,+1%,D,+1%,,,,,,,,,,,,,
1029,Grille aux pommes,0208702017719,,,['France'],[],[],,,,,,,?,,238,,996 kj(238 kcal),,"9,3",,"5,9",,36,,22,,2,,,,,,,,,,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,
1030,Coeur de bœuf,0208711015874,,"['Viandes', 'Bœuf']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,?,,50,-72%,209 kj(50 kcal),-72%,1,-90%,1,-75%,1,-6%,1,+129%,1,-95%,,,,,,,,,"0,1","0,04",0.1 g,en faible quantité,-91%,-91%,0,-100%,B,-100%,,,,,,,,,,,,,
1031,36 macarons - E. Leclerc,0208713058718,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],"[""ttwrédients : Amandes • Blancs d'œufs Crème "", 'crème ', 'lait', 'hénones', 'émulsifiant : ester lactique des monœ et digtycérid% dociue gros', ' - Fourrage citron ', 'DUIpe de citron 48%', 'sucre', 'lus de citron 3%', 'concentré de citron 2%', 'gélifiant : pectines', 'correcteur dtocidité : acide citrique', 'antioxydant : acide ascorbique', 'huile essentielle de citron', ' - Fourrage framboise ', 'brisures de framboise 45%', 'sucre', 'sirop de glucose-fructose', 'gélifiant : pectines', ""correcteur d'acidité : acide citrique"", ' - Beurre ', 'lait', ' - Amidon de moïs - Fourrage chocolat blanc 1% [chocolat blanc 55% ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'huile végétale ', 'colza', '] - Chocolat 0,8% ', ' ôte de cacao', 'sucre', 'beurre de cocoo', 'émulsifiant : lécithine de so•a - Chocolat noir 0,8% ', 'pâte de cocoo Sôo Tomé', 'sucre', 'émulsifiant : lécithine de soja', "" - Œufs Porée d'amande - Blancs d'œufs en poudre Pâte de pistache "", 'pistaches vertes 49%', 'sirop de sucre', 'eau', 'arôme naturel', ' - EOU - Colorants : rouge de betterave', 'caramel ordinaire', 'curcumine', 'complexes cuivre chlorophylline phosphote51de riboflavine - Arôme naturel de vanille - Chocolat 610nc 0,2% ', 'sucre', 'beurre de cocoo lait entier en poudre', 'émulsifiant : lécithine de soia', 'arôme naturel de vanille', "" - Lait écrémé en poudre Sirop de glucose Extrait de molt d'orge "", ' luten', ' Lait entier en poudre - Amidon modifié de moïs Extrait ge café concentré 0,03% Cocoo en poudre 0,03% - Sirop de sucre inverti - Acidifiant : acide citrique Agent citrate de triéthyle Gélifiant : olginote de sodium moussant : Stabilisant : gommo xonthooe Séquestront : phosphate disodique Grains de vanille épuisée', ' Contiennent : Œufs', 'lait', 'soja', 'gluten', 'amandes et pistaches', ' Les produits ont PU être en contact avec : arachide', 'graines de sésame', 'sulfites et outres fruits coque', ' Poids net :']",['Non végétalien'],20 g,en quantité modérée,4.9 g,en quantité modérée,50 g,en quantité élevée,?,,426,0%,1782 kj(426 kcal),+0%,20,+12%,"4,9",+8%,51,-8%,50,-1%,"9,5",+11%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['E. Leclerc'],"0,15","0,06",0.15 g,en faible quantité,+5%,+5%,18,+2%,D,+2%,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E322i - Lécithine', 'E162 - Rouge de betterave', 'E150a - Caramel E150a', 'E100 - Curcumine', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E14XX - Amidons modifiés', 'E339ii - Phosphate disodique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,
