,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,quantity,packaging,categories,labels,manufacturing,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,ingredients_origins,generic_name,link,origin_detail,brand_owner,producer_info
1644,Dessert glacé individuel Framboise et Nougat - Glaces de Lyon - 12x 80g,3433871230189,['France'],"['Sorbet plein fruit à la framboise ', '42,34%', ': Purée de framboise 21,65%*', 'eau', 'sucre', 'sirop de glucose déshydraté', 'jus de citron ', 'citron', 'sucre', 'stabilisants: pectine', 'farine de caroube et gomme de guar', 'Crème glacée au nougat de Montélimar ', '42,34%', ': LAIT écrémé réhydraté', 'CREME de nougat de Montélimar 5,61%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'arôme naturel de vanille', ""albumine d'OEUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'sucre', 'CREME', 'BEURRE', 'dextrose', 'brisures de nougat de Montélimar 0,55%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'beurre de cacao', ""albumine d'OEUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'arôme naturel de vanille', 'AMANDES hachées caramélisées ', 'AMANDES torréfiées hachées', 'sucre', ""émulsifiant: mono et diglycérides d'acides gras"", 'stabilisants: farine de caroube', 'alginate de sodium', 'carraghénanes et gomme de guar', ""cubes d'écorce d'orange 0,11%* "", 'orange', 'sucre', 'sirop de glucose', 'dextrose', 'Décor ', '9,06%', ': Brisures de nougat de Montélimar 4,53%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'beurre de cacao', ""albumine d'OEUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'arôme naturel de vanille', 'cranberries séchées ', 'canberries', 'sucre', 'farine de riz', 'huile de tournesol', 'PISTACHES torréfiées hachées', 'Biscuit ', '6,25%', ': Farine de BLE', 'sucre', 'OEUF entier', 'eau', ""blanc d'OEUF"", 'poudre de sirop de glucose', 'stabilisant: sorbitol ', 'GLUTEN', 'poudres à lever: E450-E500', 'farine de pois', ""émulsifiant: mono et diglycérides d'acides gras"", 'conservateur: propionate de calcium', 'fécule de pomme de terre', 'sel', 'PROTEINES LACTIQUES', 'arôme vanille', ""* Pourcentages exprimés sur l'ensemble du produit""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",830,197,830 kj(197 kcal),"6,01","2,29","31,03","24,34","3,61","0,11","0,044",['Glaces de Lyon'],12 x 80 g,"['Surgelé', 'Plateau', 'Plastique', 'Boite', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E440 - Pectines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E282 - Propionate de calcium']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,6.01 g,en quantité modérée,2.29 g,en quantité modérée,24.3 g,en quantité élevée,0.11 g,en faible quantité,-8%,-10%,-9%,-45%,-67%,+18%,+9%,+8%,-27%,-27%,5,-60%,C,-60%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,,,https://www.glaces-de-lyon.fr/,"France, Monde",Glaces de Lyon,Glaces de Lyon
1645,Sorbet plein fruit au fruit de la Passion - Caresse Antillaise - 300g,3433871250118,['France'],"['Purée de fruit de la passion 41%', 'eau', 'sucre', 'dextrose', 'sirop de glucose déshydraté', 'stabilisants: pectine', 'farine de caroube', 'gomme de guar', 'épaississant: gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",591,140,591 kj(140 kcal),"0,29","0,02","31,07","29,83","0,93","0,04","0,016",['Caresse Antillaise'],300 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Sorbets', 'Sorbets au fruit de la passion']","['Bio', 'Bio européen', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E440 - Pectines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,4,0.29 g,en faible quantité,0.02 g,en faible quantité,29.8 g,en quantité élevée,0.04 g,en faible quantité,,+15%,+15%,+16%,-76%,+2%,+15%,+50%,+12%,+12%,2,-65%,B,-65%,B,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['Équateur'],,http://caresseantillaise.com/,Équateur,Glaces de Lyon,Glaces de Lyon
1646,Glace parfum barbe à papa et ses cristaux de sucre roses - La Manufacture des Belles Glaces - 4x 78g,3433874800013,['France'],"['LAIT écrémé reconstitué', 'purée de noix de coco ', 'lait de noix de coco ', 'dont protéines de LAIT', 'sucre', 'sucre', 'dextrose', 'CREME', 'huile de noix de coco', 'cristaux de sucre coloré 2% ', 'sucre', 'agent de glaçage: résine de shellac', 'denrées alimentaires colorantes ', 'concentrés de pomme', 'cassis et radis', 'sirop de sucre inverti', 'matières grasses végétales ', 'noix de coco', 'colza', 'poudre de noix de coco', 'arômes', ""émulsifiant: mono et diglycérides d'acides gras"", 'stabilisants: farine de caroube', 'alginate de sodium', 'gomme de guar et carraghénanes', 'pâte aromatique ', 'sirop de sucre', 'dextrose', 'arômes', 'carraghénanes', 'denrées alimentaires colorantes ', 'jus concentrés de betterave', ""d'acérola et de citron"", 'arôme naturel de noix de coco avec autres arômes naturels']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",860,205,860 kj(205 kcal),"9,48","8,52","26,35","25,48","3,37","0,12","0,048",['La Manufacture des Belles Glaces'],4 x 78 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Fabriqué en France', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,9.48 g,en quantité modérée,8.52 g,en quantité élevée,25.5 g,en quantité élevée,0.12 g,en faible quantité,-4%,-7%,-6%,-13%,+24%,+1%,+14%,+1%,-21%,-21%,15,+19%,D,+19%,A,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,"['France', 'Allemagne']",,https://www.lamanufacturedesbellesglaces.fr,"France, Allemagne, Sri Lanka",Glaces de Lyon,Glaces de Lyon
1647,Sorbet plein fruit à l'abricot Bio - La Manufacture des Belles Glaces - 300g,3433871250163,['France'],"[""Purée d'abricot* 60%"", 'sucre de canne*', 'eau', 'sirop de glucose déshydraté*', 'jus de citron*', 'stabilisants: farine de caroube* et gomme de guar*', ""\r* Ingrédients issus de l'agriculture biologique"", ' Fabriqué dans un atelier qui utilise: œuf', 'lait et produits laitiers', 'fruits à coque', 'gluten', 'soja et arachides']",[],543,128,543 kj(128 kcal),"0,31","0,06","30,73","26,71","0,49","0,02","0,008",['La Manufacture des Belles Glaces'],300 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Sorbets', ""Sorbets à l'abricot""]","['Bio', 'Bio européen', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']",['E410 - Gomme de caroube'],,4,0.31 g,en faible quantité,0.06 g,en faible quantité,26.7 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+6%,+30%,+82%,+5%,+9%,-13%,+2%,+2%,5,+4%,C,+4%,A,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['France'],,https://www.lamanufacturedesbellesglaces.fr,France,Glaces de Lyon,Glaces de Lyon
1648,Desserts glacés individuels au nougat - Glaces de Lyon - 12x 80g,3433871210167,['France'],"['Crème glacée au nougat de Montélimar ', '85,84%', ': LAIT écrémé réhydraté', 'CREME de nougat de Montélimar 11,3%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'arôme naturel de vanille', ""albumine d'ŒUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'sucre', 'CREME', 'BEURRE', 'dextrose', 'brisures de nougat de Montélimar 1,23%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'beurre de cacao', ""albumine d'ŒUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'arôme naturel de vanille', 'AMANDES hachées caramélisées ', 'AMANDES torréfiées hachées', 'sucre', ""émulsifiant: mono et diglycérides d'acides gras"", 'stabilisants: farine de caroube', 'alginate de sodium', 'carraghénanes et gomme de guar', ""cubes d'écorce d'orange 0,25%* "", 'orange', 'sucre', 'sirop de glucose', 'dextrose', 'Décor ', '7,91%', ': Brisures de nougat de Montélimar 3,96%* ', 'AMANDES émondées grillées', 'sucre', 'sirop de glucose', 'miel', 'beurre de cacao', ""albumine d'ŒUF"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'arôme naturel de vanille', 'NOISETTES hachées caramélisées ', 'NOISETTES torréfiées hachées', 'sucre', 'sirop de glucose', 'PISTACHES torréfiées hachées', 'Biscuit ', '6,25%', ': Farine de BLÉ', 'sucre', 'ŒUF entier', 'eau', ""blanc d'ŒUF"", 'poudre de sirop de glucose', 'stabilisant: sorbitol ', 'GLUTEN', 'poudres à lever: E450-E500', 'farine de pois', ""émulsifiant: mono et diglycérides d'acides gras"", 'conservateur: propionate de calcium', 'fécule de pomme de terre', 'sel', 'PROTÉINES LACTIQUES', 'arôme vanille', ""* Pourcentages exprimés sur l'ensemble du produit""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1023,244,1023 kj(244 kcal),"11,18","4,27","29,38","24,84","5,75","0,15","0,06",['Glaces de Lyon'],12 x 80 g,"['Surgelé', 'Plateau', 'Plastique', 'Boite', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E282 - Propionate de calcium']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,11.2 g,en quantité modérée,4.27 g,en quantité modérée,24.8 g,en quantité élevée,0.15 g,en faible quantité,+14%,+11%,+12%,+3%,-38%,+12%,+11%,+72%,-1%,-1%,11,-13%,D,-13%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['France'],,https://www.glaces-de-lyon.fr/,France,Glaces de Lyon,Glaces de Lyon
1649,Crème glacée à la vanille Bourbon de Madagascar avec sauce au caramel et morceaux de noix de pécan caramélisées - La Manufacture des Belles Glaces - 81g,3433871240157,['France'],"['LAIT écrémé reconstitué', 'sauce au caramel 12% ', 'sirop de glucose-fructose', 'sucre', 'LAIT concentré sucré', 'CREME', 'BEURRE', 'sel', 'eau', 'stabilisant: pectine', 'sucre', 'BEURRE', 'éclats de NOIX DE PECAN caramélisées 6% ', 'NOIX DE PECAN', 'sucre', 'caramel ', 'sucre', 'eau', 'sel', 'sirop de glucose déshydraté', 'extrait de vanille 1%', 'stabilisants: gomme de guar et farine de caroube', 'protéines de LAIT']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",935,223,935 kj(223 kcal),"10,08","5,54","29,78","25,03","3,1","0,22","0,088",['La Manufacture des Belles Glaces'],81 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E440 - Pectines', 'E412 - Gomme de guar', 'E410 - Gomme de caroube']","['Lait', 'Fruits à coque']",4,10.1 g,en quantité modérée,5.54 g,en quantité élevée,25 g,en quantité élevée,0.22 g,en faible quantité,+7%,+7%,+7%,-1%,-17%,+17%,+17%,-2%,+63%,+63%,12,+1%,D,+1%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,,,https://www.lamanufacturedesbellesglaces.fr,"France, Madagascar, Monde",Glaces de Lyon,Glaces de Lyon
1650,"Sorbet plein fruit à l'orange sanguine de Sicile - La Manufacture des Belles Glaces - 487,5g",3433877520161,['France'],"[""Purée d'orange sanguine de Sicile 60%"", 'sucre', 'eau', 'dextrose', 'jus de citron ', 'citron', 'sucre', 'stabilisants: pectine', 'farine de caroube et gomme de guar', 'épaississant: gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",499,118,499 kj(118 kcal),"0,3",0,"28,15","26,77","0,39","0,02","0,008",['La Manufacture des Belles Glaces'],"487,5 g","['Surgelé', 'Barquette', 'Plastique PP', 'Etui', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Sorbets', ""Sorbets à l'orange""]","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E440 - Pectines', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,4,0.3 g,en faible quantité,0 g,en faible quantité,26.8 g,en quantité élevée,0.02 g,en faible quantité,,+1%,+1%,+122%,-100%,-1%,+8%,-26%,-48%,-48%,5,-2%,C,-2%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['Italie'],,https://www.lamanufacturedesbellesglaces.fr,Italie,Glaces de Lyon,Glaces de Lyon
1651,"Crème glacée au canelé de Bordeaux - La Manufacture des Belles Glaces - 487,5g",3433877510391,['France'],"['LAIT écrémé reconstitué', 'canelé de Bordeaux 15% ', 'eau', 'sucre', 'farine de BLÉ', 'rhum', 'LACTOSE et protéines de LAIT', 'matière grasse végétale ', 'coprah', ""poudre d'ŒUFS entiers"", 'arômes', 'eau', 'sucre', 'BEURRE', 'dextrose', 'CREME fraîche 2,7%', 'rhum 0,3% ', 'rhum', 'eau', 'colorant: caramel ordinaire', 'stabilisant: gomme de guar et farine de caroube']",['Non végétalien'],742,176,742 kj(176 kcal),"5,73","3,7","27,26","25,24","3,54","0,11","0,044",['La Manufacture des Belles Glaces'],"487,5 g","['Surgelé', 'Barquette', 'Plastique PP', 'Etui', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E150a - Caramel E150a', 'E412 - Gomme de guar', 'E410 - Gomme de caroube']","['Œufs', 'Gluten', 'Lait']",4,5.73 g,en quantité modérée,3.7 g,en quantité modérée,25.2 g,en quantité élevée,0.11 g,en faible quantité,-18%,-20%,-19%,-47%,-46%,+4%,+13%,+6%,-27%,-27%,8,-37%,C,-37%,A,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['France'],,https://www.lamanufacturedesbellesglaces.fr,France,Glaces de Lyon,Glaces de Lyon
1652,Duo Gourmand - La Manufacture des Belles Glaces - 312g,3433874800037,['France'],"['Crème glacée à la vanille Bourbon de Madagascar avec morceaux de noix de macadamia caramélisées et sauce au caramel: LAIT écrémé reconstitué', 'sucre', 'BEURRE', 'sirop de glucose déshydraté', 'caramel 5% ', 'sirop de glucose-fructose', 'sucre', 'CREME', 'LAIT concentré sucré', 'BEURRE doux', 'eau', 'BEURRE salé', 'sel de Guérande', 'stabilisant: pectine', 'éclats de NOIX DE MACADAMIA caramélisées 4% ', 'NOIX DE MACADAMIA', 'sucre', 'caramel ', 'sucre', 'eau', 'CREME fraîche 2,3%', 'extrait de vanille Bourbon de Madagascar 2%', ""jaune d'ŒUF"", 'stabilisants: gomme de guar et farine de caroube', 'protéines de LAIT', 'Crème glacée au caramel', 'beurre et sel de Guérande avec sauce au caramel: LAIT écrémé reconstitué', 'caramel 15% ', 'sucre', 'sirop de glucose', 'eau', 'BEURRE 8,7%', 'sauce au caramel 6% ', 'sirop de glucose-fructose', 'sucre', 'CREME', 'LAIT concentré sucré', 'BEURRE doux', 'eau', 'BEURRE salé', 'sel de Guérande', 'stabilisant: pectine', 'CREME fraîche 5,6%', 'caramel 3,8% ', 'sirop de glucose-fructose', 'sucre', 'eau', 'BEURRE salé', 'sucre', 'colorant: caramel ordinaire', 'sel de Guérande 0,27%', 'stabilisants: gomme de guar et farine de caroube', 'protéines de LAIT']",['Non végétalien'],860,205,860 kj(205 kcal),"9,53","5,61","25,91","24,29","3,8","0,28","0,112",['La Manufacture des Belles Glaces'],312 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E440 - Pectines', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E150a - Caramel E150a']","['Œufs', 'Lait', 'Fruits à coque']",4,9.53 g,en quantité modérée,5.61 g,en quantité élevée,24.3 g,en quantité élevée,0.28 g,en faible quantité,-4%,-7%,-6%,-13%,-18%,-1%,+8%,+14%,+85%,+85%,13,+3%,D,+3%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,,,https://www.lamanufacturedesbellesglaces.fr,"France, Europe",Glaces de Lyon,Glaces de Lyon
1653,Crème glacée au chocolat Bio - La Manufacture des Belles Glaces - 300g,3433871250149,['France'],"['LAIT écrémé reconstitué*', 'sucre de canne*', 'CREME fraîche*', 'sirop de sucre inverti*', 'chocolat noir* 4,9% ', 'masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille*', 'cacao en poudre* 4,9% ', 'poudre de cacao*', ""correcteur d'acidité: carbonate de potassium"", 'sirop de glucose déshydraté*', 'BEURRE*', 'stabilisants: farine de caroube* et gomme de guar*', ""* Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],828,197,828 kj(197 kcal),"8,04","5,23","25,47","22,85","4,79","0,13","0,052",['La Manufacture des Belles Glaces'],300 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']","['Bio', 'Bio européen', 'Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E501i - Carbonate de potassium', 'E410 - Gomme de caroube']",['Lait'],4,8.04 g,en quantité modérée,5.23 g,en quantité élevée,22.9 g,en quantité élevée,0.13 g,en faible quantité,-13%,-14%,-15%,-32%,-32%,-4%,+1%,+31%,-6%,-6%,10,-23%,C,-23%,A,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,,,https://www.lamanufacturedesbellesglaces.fr,"France, Monde",Glaces de Lyon,Glaces de Lyon
1654,Crème glacée à la vanille Bourbon de Madagascar Bio - La Manufacture des Belles Glaces - 300g,3433871250156,['France'],"['LAIT écrémé reconstitué*', 'sucre de canne*', ""jaune d'ŒUF*"", 'CREME fraîche*', 'BEURRE*', 'sirop de glucose déshydraté*', 'extrait de vanille* 1,5%', 'stabilisants: farine de caroube* et gomme de guar*', 'gousses de vanille* épuisées broyées 0,05%', ""\r* Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],744,177,744 kj(177 kcal),"7,15","4,29","23,67","21,08","4,47","0,15","0,06",['La Manufacture des Belles Glaces'],300 g,"['Surgelé', 'Pot', 'Carton', 'Couvercle']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","['Bio', 'Bio européen', 'Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']",['E410 - Gomme de caroube'],"['Œufs', 'Lait']",4,7.15 g,en quantité modérée,4.29 g,en quantité modérée,21.1 g,en quantité élevée,0.15 g,en faible quantité,-14%,-15%,-15%,-30%,-36%,-7%,-1%,+41%,+11%,+11%,8,-33%,C,-33%,A,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,"['France', 'Madagascar']",,https://www.lamanufacturedesbellesglaces.fr,"France, Madagascar",Glaces de Lyon,Glaces de Lyon
1655,Dessert glacé individuel Soufflé Grand Marnier® - Glaces de Lyon - 12x 75g,3433871210198,['France'],"[""Crème glacée à l'extrait Grand Marnier® "", '98,9%', ': CREME', 'sucre', ""jaune d'ŒUF"", ""blanc d'ŒUF"", 'LAIT écrémé réhydraté', 'extrait Grand Marnier ® 2%* ', 'alcool', 'eau', 'cognac', ""arôme naturel d'oranges amères"", 'colorant: E150a', ""arôme naturel d'orange amère 0,5%*"", ""émulsifiant: mono et diglycérides d'acides gras"", 'stabilisants: farine de caroube', 'alginate de sodium', 'gomme de guar', 'carraghénanes et gomme de cellulose', ""huile essentielle d'orange 0,1%*"", ""Décor - Zestes d'orange semi-confits "", '1,1%', ': sucre', ""zeste d'orange 0,5%*"", 'acidifiant: acide citrique', 'antioxydant: acide ascorbique', ""*Pourcentages exprimés sur l'ensemble du produit""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1175,282,1175 kj(282 kcal),"18,46","11,67","23,47","23,47","3,99","0,12","0,048",['Glaces de Lyon'],12 x 75 g,"['Surgelé', 'Plateau', 'Plastique', 'Boite', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E150a - Caramel E150a', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E330 - Acide citrique', 'E300 - Acide ascorbique']","['Œufs', 'Lait']",4,18.5 g,en quantité modérée,11.7 g,en quantité élevée,23.5 g,en quantité élevée,0.12 g,en faible quantité,+31%,+28%,+28%,+69%,+70%,-10%,+5%,+19%,-21%,-21%,18,+43%,D,+43%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['France'],,https://www.glaces-de-lyon.fr/,France,Glaces de Lyon,Glaces de Lyon
1656,"Sorbet au cacao - La Manufacture des Belles Glaces - 487,5g",3433877520314,['France'],"['Eau', 'sucre', 'cacao en poudre 11,9%', 'sirop de sucre inverti', 'protéines de LAIT*', 'stabilisants: gomme de guar et farine de caroube', ' \r* Moins de 1% dans le produit fini']",['Non végétalien'],587,139,587 kj(139 kcal),"2,48","1,54","24,99","23,68","2,5","0,02","0,008",['La Manufacture des Belles Glaces'],"487,5 g","['Surgelé', 'Barquette', 'Plastique PP', 'Etui', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Sorbets', 'Sorbets au cacao']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']","['Isère', 'France']","['E412 - Gomme de guar', 'E410 - Gomme de caroube']",['Lait'],4,2.48 g,en faible quantité,1.54 g,en quantité modérée,23.7 g,en quantité élevée,0.02 g,en faible quantité,+19%,+14%,+15%,+767%,+1570%,-12%,-2%,+449%,-33%,-33%,3,-43%,C,-43%,C,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['Monde'],,https://www.lamanufacturedesbellesglaces.fr,Monde,Glaces de Lyon,Glaces de Lyon
