,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand_owner,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,markets,additives,generic_name,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info
1849,Saucisson de porc noir de Bigorre,2172786002504,,,,['France'],[],[],?,426,34,"1,3",28,,,,,,,,,,,,,1782 kj(426 kcal),,,14,,,"1,3",,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,"['FR 64.191.005 CE', 'Coarraze (Pyrénées-Atlantiques, France)']",,
1850,Briq'ette de chèvre,3760081120970,,,,['France'],[],[],?,216,"16,8",4,"12,5",,,,,,,,,,,,,904 kj(216 kcal),,,"12,3",,,"1,8",,,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,,,,
1851,tranches de jambon sec - Delpeyrat - 400g,3067162280883,400 g,,['Delpeyrat'],['France'],[],[],?,318,"28,3","3,2","12,7","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,28.3 g,en quantité élevée,10.7 g,en quantité élevée,1.3 g,en faible quantité,2 g,en quantité élevée,,+2%,1331 kj(318 kcal),+2%,+5%,"10,7",+6%,+33%,"1,3",+41%,-11%,2,+20%,"0,8",+20%,21,+11%,E,+11%,D,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,"['FR 64.010.003 CE', 'Aïcirits-Camou-Suhast (Pyrénées-Atlantiques, France)']",,
1852,Salade nicoise,0250016041065,,,,['France'],[],[],?,627,"9,9","9,2","5,6","['Plats préparés', 'Salades', 'Salades composées', 'Salades nicoises']",,9.9 g,en quantité modérée,1 g,en faible quantité,0.9 g,en faible quantité,0.68 g,en quantité modérée,,+621%,2623 kj(627 kcal),+603%,+129%,1,+98%,+62%,"0,9",-33%,-15%,"0,68",-35%,"0,272",-35%,7,,C,,,,,,,,,,,,,,,,,,,,,
1853,Cuisse de poulet - Monoprix,3350033372061,,,['Monoprix'],['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Monoprix'],,,,,,,
1854,Turrón de chocolate con avellanas artesano - Berclau - 150g,8436000400021,150 g,,['Berclau'],['France'],"['Noisettes grillées ', '30%', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lécithine de soja et arôme naturel de vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,580,42,37,9,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat']",,42 g,en quantité élevée,18 g,en quantité élevée,34 g,en quantité élevée,0 g,en faible quantité,,+6%,2427 kj(580 kcal),+6%,+17%,18,+28%,-18%,34,-13%,+3%,0,-100%,0,-100%,24,+3%,E,+3%,E,,4,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,['Soja'],,,,
1855,Boulot,0272404007224,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Ginger,30008885,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Filets de merlan pané - Casino,0205113033918,,,['Casino'],['France'],[],['Sans huile de palme'],?,?,?,?,?,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Filets de merlan', 'Filets de merlan pané']",['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,"['EMB 56094C', 'Kervignac (Morbihan, France)']",,
1858,Compote de Pomme - 380g,3546940030112,380 g,,,['France'],[],[],?,135,"0,1",32,"0,2",,['Point Vert'],,,,,,,,,,,565 kj(135 kcal),,,"0,03",,,29,,,"0,089",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,
1859,Turron guirlache de cacahuete artesano - Berclau,8436000412611,,,['Berclau'],['France'],"['Arachide ', '38%', 'sucre', 'sirop de glucose', 'miel ', '2,7%', 'antioxydant ', 'tocophérol', ' et pain azyme ', 'fécule de pomme de terre et huile de tournesol', "" Peut contenir des traces d'autres noix"", 'sésame et oeuf']","['Sans huile de palme', 'Non végétalien']",?,538,20,46,15,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,20 g,en quantité modérée,4 g,en quantité modérée,39 g,en quantité élevée,0 g,en faible quantité,,+3%,2251 kj(538 kcal),+3%,-36%,4,-24%,+2%,39,+2%,+25%,0,-100%,0,-100%,17,+3%,D,+3%,E,,4,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,['Arachides'],,,,
1860,Köttbullar,7300208283001,,,,['France'],[],[],?,220,15,8,13,,,,,,,,,,,,,920 kj(220 kcal),,,6,,,1,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1861,Sables caramel,13393334,,,,['France'],[],[],?,499,22,"68,8","6,5",,,,,,,,,,,,,2088 kj(499 kcal),,,"14,1",,,"22,7",,,"0,54",,"0,216",,,,,,,,,,,,,,,,,,,,,,,,,
1862,2448383048673,2448383048673,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,miel de fleurs - 500g,0370110400008,500g,,,['France'],[],[],?,?,?,?,?,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1864,Haussauce,28004318,,,,['France'],[],[],?,445,48,"2,4","0,9",,,,,,,,,,,,,1862 kj(445 kcal),,,"4,5",,,"1,2",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
1865,Farce à tomate -,2480746031496,,,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Parmigiano reggiano,2247730051041,,,,['France'],[],[],?,?,?,?,?,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1867,Fromage frais,3760014990335,,,,['France'],[],[],?,?,?,?,?,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,"['FR 42.248.002 CE', 'Saint-Just-en-Chevalet (Loire, France)']",,
1868,cassonade - Saint Louis - 750g,12200993,750g,,['Saint Louis'],['France'],['SUCRE ROUX DE CANNE BROWN CANE SUGAR Pour/Per 100 g 1683KJ/'],[],?,396,0,99,0,"['Édulcorants', 'Sucres', 'Sucres roux', 'Cassonades']",,0 g,en faible quantité,0 g,en faible quantité,99 g,en quantité élevée,0 g,en faible quantité,,0%,1657 kj(396 kcal),-0%,-100%,0,-100%,+0%,99,+1%,-100%,0,-100%,0,-100%,14,0%,D,0%,B,,,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,
1869,sel de truffe - Giuliano - 50g,8025386001306,50g,['bocal en verre'],['Giuliano'],['France'],"["" Sel avec Truffe d'été Ingrédients: Sel 98%"", ""Truffe d'été seche 1% "", 'Tuber aestivum Vitt', 'arôme', ' CONSERVARE IN LUOGO FRESCO ED ASCIUTTO AI RIRARO n']",[],20,?,"0,1","0,4","0,2","['Epicerie', 'Condiments']",,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,97.7 g,en quantité élevée,-97%,,20 kj(5 kcal),-97%,-98%,0,-100%,-97%,0,-100%,-95%,"97,712",+1648%,"39,085",+1648%,10,-1%,C,-1%,,,4,,,,,,,,,,,,,,,,,
1870,SOIGNON - sainte maure - 1,6486912838377,1,,['sainte maure'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,13751784,13751784,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Raisin -,3770012108007,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,,,,,,,,
1873,Roulade de tete de porc,3004106909035,,,,['France'],[],[],?,243,21,"0,4",14,,,,,,,,,,,,,1017 kj(243 kcal),,,7,,,"0,2",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1874,Eau,3770005459024,,,,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Milk chocolate truffle selection,5905669474078,,,,['France'],[],[],?,578,39,53,"4,9",,,,,,,,,,,,,2418 kj(578 kcal),,,20,,,50,,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,
1876,Galettes multi-céréales,7610429001750,,,,['France'],[],"['Végétalien', 'Végétarien']",?,194,"3,5",33,6,,"['Végétarien', 'Végétalien']",,,,,,,,,,,812 kj(194 kcal),,,"0,8",,,"1,5",,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Chococru,3760224620046,,,,['France'],[],[],?,527,"39,13","30,96","6,6",,['Sans sucre ajouté'],,,,,,,,,,,2205 kj(527 kcal),,,"23,16",,,"14,54",,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
1878,Rooibos thé rouge - les saveurs de ceylan - 20sachets,4792180102105,20 sachets,,['les saveurs de ceylan'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Afrique du Sud'],,,
1879,3215001118013,3215001118013,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,0014445378877,0014445378877,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Tête roulée avec langue,3346650219537,,,,['France'],[],[],?,?,?,?,?,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,09084920,09084920,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Epices Créoles,3760138825070,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Vedrenn. liqueu. violette 18D - Vedrenne - 700ml,3376370097306,700ml,,['Vedrenne'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Sucettes caramel fleur de sel,3663901003838,,,,['France'],[],[],?,395,1,94,3,,,,,,,,,,,,,1653 kj(395 kcal),,,"0,7",,,72,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1886,3259356626007,3259356626007,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Piadina Proscuitto - 560g,7617027042147,560 g,,,"['France', 'Allemagne', 'Suisse']",[],[],958,?,8,27,11,,,,,,,,,,,,,958 kj(229 kcal),,,"3,5",,,5,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1888,Poulet,2667212050711,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Unsalted rice cakes - Marks & Spencer,00363150,,,['Marks & Spencer'],['France'],[],[],?,385,"2,5",79,"9,6","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,2.5 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,0.03 g,en faible quantité,,-11%,1611 kj(385 kcal),-11%,-79%,"0,5",-92%,+11%,"0,6",-95%,+30%,"0,03",-84%,"0,012",-84%,-1,-112%,A,-112%,B,,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,,
1890,Les oeufs feuilletés,3260260211982,,,,['France'],[],[],?,491,25,59,5,,,,,,,,,,,,,2054 kj(491 kcal),,,14,,,56,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1891,5712871124291,5712871124291,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,2 Babas Chantilly -  - 180g (2 * 90g),3567741000159,180 g (2 * 90 g),"['Frais', 'Carton', 'Plastique']",,['France'],"['Baba au rhum Negrita 68,6 % Eau', 'sucre', 'farine de fèves', 'farine de blé ', 'GLUTEN', 'malt de blé ', 'GLUTEN', 'Rhum Negrita 4,9 %', 'ŒUFS entiers', 'beurre concentré ', 'LAIT', 'levure', 'sel', ' Garniture 16,7 % Crème chantilly 14,7 % ', ' crème ', 'LAIT', ' ', 'stabilisant E407', 'eau', 'sucre', 'huile végétale partiellement hydrogénée ', 'palmiste', 'maltodextrine', 'humectant E422', 'amidon modifié de pomme de terre', 'dextrose', 'émulsifiants ', 'E471', 'E472b', 'E322 ', 'SOJA', 'protéines de LAIT', 'acidifiants ', 'E331', 'E340', 'stabilisants ', 'E401', 'E466', 'arômes', 'huile de tournesol', 'glucose', 'sel', 'colorant E160a', 'sucre', 'framboises', 'pommes', 'sirop de glucise', 'eau', 'gélifiant E440', 'acidifiant E330', ""correcteur d'acidité E341"", 'colorant E163', ' Finition 14,7% : Eau', 'sirop de glucose-fructose', 'sucre', 'gélifiant E440', ""correcteurs d'acidité "", 'E330', 'E340']","['Huile de palme', 'Non végétalien']",?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Réfrigérés', 'Babas au rhum']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,4,32.1%,36.9%,15.2%,7.8%,8.1%,0.0%,96,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E322 - Lécithines', 'E331 - Citrates de sodium', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E466 - Carboxyméthylcellulose', 'E160a - Carotènes mélangés', 'E440 - Pectines', 'E330 - Acide citrique', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes']",Babas réfrigérés - 2 Babas Chantilly,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,['Huile de palme'],
1893,Jambon blanc,2228020026703,,,,['France'],[],[],?,143,5,0,25,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,598 kj(143 kcal),,,"1,9",,,0,,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,"['FR 35.124.007 CE', 'Grand-Fougeray (Ille-et-Vilaine, France)']",,
1894,Boudin noir,2204306019942,,,,['France'],[],[],?,272,24,"1,9",12,,,,,,,,,,,,,1138 kj(272 kcal),,,"8,7",,,1,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,"['FR 72.181.005 CE', 'Mans (Sarthe, France)']",,
1895,miel de Baobab de Madagascar - SARL PARMACE - 325Gr net,3770008010215,325 Gr net,['bouteille plastique'],['SARL PARMACE'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Choux au Saumon - Grand Frais - 120g,3435020034464,120 g,"['Frais', 'Plastique']",['Grand Frais'],['France'],"['Fromage blanc 42 % pâte à choux cuite 25 % ', 'œuf', 'eau', 'farine de blé', 'beurre', 'sel', 'saumon atlantique ', 'Salmo salar 14 % crème ', 'stabilisant carraghénanes', 'saumon 4,7 % ', 'saumon fumé', 'sel', 'ciboulette 0,9 % sel', 'amidon modifié de maïs', 'zestes de citron', 'pavot', 'dextrose', 'acidifiant : acétates de sodium', 'poivre', 'concentré de fruits et légumes à propriété colorante ', 'radis', 'cassis', 'pomme', 'extrait de poivre']","['Non végétalien', 'Non végétarien']",?,225,15,11,11,"['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés']","['Ne pas congeler', 'Point Vert', 'Fabriqué en France']",15 g,en quantité modérée,7.3 g,en quantité élevée,2.5 g,en faible quantité,0.75 g,en quantité modérée,,+24%,941 kj(225 kcal),+25%,+64%,"7,3",+158%,-26%,"2,5",+15%,+47%,"0,75",-27%,"0,3",-27%,12,+142%,D,+142%,,,4,,,,,,,,['France'],,['Grand Frais'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E262 - Acétates de sodium']",Choux au Saumon,"['Œufs', 'Poisson', 'Gluten', 'Lait']","['Union européenne', 'Hors Union Européenne']","['EMB 85047', 'Challans (Vendée, France)', 'FR 85.047.012 CE', 'Challans (Vendée, France)']",,
1897,cranberries seches,2600298009846,,,,['France'],[],[],?,355,"0,5","83,2","0,1","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,,+5%,1485 kj(355 kcal),+5%,-29%,"0,5",+102%,+5%,65,-2%,-64%,"0,01",-56%,"0,004",-56%,9,+25%,C,+25%,,,,,,,,,,,,,,,,,,,,
1898,Sardinillas en aceite de oliva,8436046865709,,,,['France'],[],[],?,202,"11,5",1,"24,6",,,,,,,,,,,,,845 kj(202 kcal),,,"2,5",,,1,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1899,PastAmore,8002348304545,,,,['France'],[],[],?,331,23,0,30,,,,,,,,,,,,,1385 kj(331 kcal),,,15,,,0,,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
1900,PastAmore,8002348304545,,,,['France'],[],[],?,331,23,0,30,,,,,,,,,,,,,1385 kj(331 kcal),,,15,,,0,,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
1901,Sorbet abricot - Otantic,3760244100337,,,['Otantic'],['France'],[],[],?,126,0,"30,59","0,44","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', ""Sorbets à l'abricot""]",,0 g,en faible quantité,0 g,en faible quantité,9.58 g,en quantité modérée,0 g,en faible quantité,,+2%,527 kj(126 kcal),+3%,-100%,0,-100%,+5%,"9,58",-61%,-22%,0,-100%,0,-100%,3,-38%,C,-38%,C,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,"['FR 05.040.186 CE', 'Chorges (Hautes-Alpes, France)']",,
1902,Amandes decortiquees,0207364035758,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,
1903,Chorizo a frire - Hiruak,2474756028218,,,['Hiruak'],['France'],[],[],?,401,37,5,17,,,,,,,,,,,,,1678 kj(401 kcal),,,"15,7",,,5,,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,
1904,Baguette constance,0033025006238,,,,['France'],[],[],?,283,"1,2","56,7","9,8",,,,,,,,,,,,,1184 kj(283 kcal),,,"0,2",,,"3,1",,,"1,66",,"0,664",,,,,,,,,,,,,,,,,,,,,,,,,
1905,5240216886318,5240216886318,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Copella,5012876336683,,,,['France'],[],[],?,46,0,11,0,,,,,,,,,,,,,192 kj(46 kcal),,,0,,,10,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Palets Grand  Marnier - Thiriet - 4,3292590182175,4,,['Thiriet'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,
1908,Danette saveur vanille - Danone,3033491342578,,"['Frais', 'Carton', 'Plastique']",['Danone'],['France'],"['Lait entier', 'lait écrémé reconstitué à base de lait en poudre', 'sucre', 'crème ', 'lait', 'lait écrémé concentré ou en poudre', 'épaississants ', 'E1442', 'E407', 'perméat de petit lait ', 'lactosérum', ' en poudre', 'amidon', 'arôme ', 'lait', 'colorant ', 'E160a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,107,3,"17,1",3,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",,3 g,en quantité modérée,2.1 g,en quantité modérée,14.5 g,en quantité élevée,0.1 g,en faible quantité,,-6%,448 kj(107 kcal),-7%,-15%,"2,1",-5%,-2%,"14,5",+2%,+4%,"0,1",-31%,"0,04",-31%,5,+20%,C,+20%,C,,4,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,,,,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",Crème dessert vanille - Danette Saveur Vanille,['Lait'],,,,
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Powerkick,7617014161660,,,,['France'],[],[],?,523,35,29,20,,,,,,,,,,,,,2188 kj(523 kcal),,,5,,,19,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1911,crêpe nature - auchan - 2,2030000021918,2,,['Auchan'],['France'],"['lait demi-ecreme', 'farine ', 'gluten', 'oeuf', 'sucre semoule', 'huile de tournesol', 'sel fin']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,"['Crêpes et galettes', 'Crêpes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,4,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,['Auchan'],,,"['Œufs', 'Gluten', 'Lait']",,,,
1912,Salade Quinoa Chèvre - Monoprix,3350033580435,,,['Monoprix'],['France'],[],[],?,138,"6,5",14,"4,4",,['Point Vert'],,,,,,,,,,,577 kj(138 kcal),,,"1,6",,,"3,4",,,"0,871",,"0,348",,,,,,,,,,,,,,,,,,['Monoprix'],,,,,"['EMB 60139A', 'Chambly (Oise, France)', 'FR 60.139.011 CE', 'Chambly (Oise, France)']",,
1913,Salade paprika-noix - 170g,5400704002242,170 g,,,['France'],[],[],?,264,"23,1","8,4","4,1",,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,,,,,,,1105 kj(264 kcal),,,"2,5",,,"5,7",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
1914,4 beef Quarter Pounders - Coop,5000128697026,,,['Coop'],['France'],[],[],?,?,?,?,?,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Duo carotte/betterave,2208255013129,,,,['France'],[],[],?,43,"0,25","7,7","1,26",,,,,,,,,,,,,180 kj(43 kcal),,,"0,05",,,"6,14",,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,
1916,Thé - 75g,3700286548384,75 g,,,['France'],[],[],?,1,1,1,1,,,,,,,,,,,,,4 kj(1 kcal),,,1,,,1,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1917,MORCEAUX POULET - BIO VOLAE - 473g,0211996031354,473 g,,['BIO VOLAE'],['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.282.001 CE', 'Saint-Sever (Landes, France)']",,
1918,Confiture de citrons - La Roumanière,3760003780633,,,['La Roumanière'],['France'],"['Sucre de canne blanc', 'citrons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de citron']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,3,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
1919,Nutristatime - 800g,5425030862803,800 g,,,['France'],[],[],?,369,"8,7","16,35","52,2",,,,,,,,,,,,,1544 kj(369 kcal),,,"1,7",,,"1,7",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
1920,bons mayenass,0077000001245,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
