,name,bar_code,quantity,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,packaging,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,traceability_code,additives,nova_score,allergens,brand_owner,ingredients_origins,link,palm_ingredients,origin_detail
891,Rillette de saumon - Casino,3222477544277,,['France'],[],[],?,231,967 kj(231 kcal),19,"2,1","2,5","1,4",12,"0,95","0,38",,['Casino'],E,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",['Casino'],19 g,en quantité modérée,2.1 g,en quantité modérée,1.4 g,en faible quantité,0.95 g,en quantité modérée,,+5%,+5%,+10%,-57%,+13%,+55%,-11%,-17%,-17%,2,-77%,B,-77%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,
892,Trofie,8009167012033,,['France'],[],[],?,366,1531 kj(366 kcal),7,"0,4",72,"3,9",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Les fadas noisettes du sud ouest,3068230016885,,['France'],[],[],?,628,2628 kj(628 kcal),61,"4,5",7,"4,3",15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Ti Cup,6091091013691,,['France'],[],[],?,268,1121 kj(268 kcal),"9,9","4,4",38,"3,1","10,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Starling hibiscus mint,3700019512309,,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5","9,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Alfers,5941035009437,,['France'],[],[],?,515,2155 kj(515 kcal),26,13,64,43,"4,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Boulgour et quinoa - Belle France,3258561100531,,['France'],[],[],?,347,1452 kj(347 kcal),"3,3","0,2","60,7","6,3","13,4",,,,['Belle France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Multivitamin Gummies,5056128124970,,['France'],[],[],?,16,67 kj(16 kcal),0,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,8001860197093,8001860197093,,['France'],[],[],?,?,,?,,?,,?,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Sel rose de l'Himalaya - Hacendado,8480000197412,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Hacendado'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Banane,3760042972372,,['France'],[],[],?,2,8 kj(2 kcal),0,0,80,12,0,0,0,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,,-98%,-98%,-100%,-100%,+269%,-19%,-100%,-100%,-100%,-3,,A,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,
902,Pure TEA - Pfanner,9006900224530,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Pfanner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C020428'],,,,,,,,
903,plaisirs d’ayurveda,3510130620308,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,"Eldorado, Laurent Gaude",9782290006542,,['France'],[],[],?,516,2159 kj(516 kcal),26,11,58,53,10,"0,1","0,04",,,,,['Non alimentaire'],,26 g,en quantité élevée,11 g,en quantité élevée,53 g,en quantité élevée,0.1 g,en faible quantité,,+142%,+142%,+136%,+218%,+156%,+479%,+42%,-89%,-89%,,,,,,,,,,,,,,,,,,,,,,
905,Mini hitschies tropical mix - Hitschler,4100250052302,,['France'],[],[],?,400,1674 kj(400 kcal),"5,4",3,86,67,"1,4",,,,['Hitschler'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,pommes Gala - Alsace fruits - 2kg,3760014911132,2 kg,['France'],['pommes Gala'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['Alsace fruits'],B,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Pommes sucrées', 'Pommes gala', '1']",['Cora Mundolsheim'],,,,,,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,1,,,['France'],,,
907,Baies de Goji,2600328037269,,['France'],[],[],?,317,1326 kj(317 kcal),"2,7","0,3","53,9","53,1",13,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Assortiment graisse végétale - Artesania-La Flor de Antequera - 450g,8412438018113,450g,['France'],"['Farine de BLÉ', 'sucre', 'graisses et huiles végétales de palme', 'huile de tournesol et huile de soja en proportions variables', 'ALMANDE', 'cacau', 'GRAINS DE SÉSAME', 'noix a coque', 'cannelle et arôme']",['Huile de palme'],?,516,2159 kj(516 kcal),"25,43","11,11","64,29","22,14","6,3","0,05","0,02",['Industrias Confiteras Antequeranna S.L.'],['Artesania-La Flor de Antequera'],,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']",['Noz'],25.4 g,en quantité élevée,11.1 g,en quantité élevée,22.1 g,en quantité élevée,0.05 g,en faible quantité,,-38%,-38%,-72%,-26%,+163073%,+76245%,+21549%,+30%,+30%,14,+69%,D,+69%,,,,,,,,,['Málaga-Espana'],['39482019'],,4,['Gluten'],,['Union européenne'],,['Huile de palme'],
909,Fizzy Shocks,3395503122012,,['France'],[],[],?,396,1657 kj(396 kcal),0,0,99,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Pink Grapefruit Soda,5060671000063,,['France'],[],[],?,46,192 kj(46 kcal),0,0,"10,5","10,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Prince petit dej,7622201414788,,['France'],[],[],?,456,1908 kj(456 kcal),17,"8,3",66,28,"7,6","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Clinitren hp/hc,7613037036145,,['France'],[],[],?,200,837 kj(200 kcal),"9,6","1,7",18,"6,2",10,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Saint Bellay saucisson sec au jambon - Bonval,3760099539306,,['France'],[],[],?,320,1339 kj(320 kcal),17,"6,7","1,9","1,4",40,"4,7","1,88",,['Bonval'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Sauce Tomate Basilic Bio Kazidomi - 560g,1000000005004,560 g,"['Belgique', 'France']","['Purée de tomates* ', '87,09%', 'huile d’olive extra vierge* ', '3,84%', 'oignons*', 'carottes*', 'basilic* ', '1,49%', 'Céleri*', 'sel', ' ', ""*issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",257,62,257 kj(62 kcal),"3,8",1,"4,5","4,2","1,5","0,6","0,24","['Bio', 'Bio européen', 'B-corp']",['Kazidomi'],A,"['pot en verre', 'Verre']","['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",['Kazidomi'],3.8 g,en quantité modérée,1 g,en faible quantité,4.2 g,en faible quantité,0.6 g,en quantité modérée,+9%,-5%,-3%,+27%,+130%,-26%,-15%,-5%,-30%,-30%,-5,-2265%,A,-2265%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,Sauce Tomate Basilic,['Italie'],,,3,['Céleri'],,,https://www.kazidomi.com/fr/sauces-pour-les-pates/7557-sauce-tomate-basilic.html,,
915,Olives Kalamata entières biologiques,5203447711262,,['France'],[],[],?,298,1247 kj(298 kcal),31,"4,1","0,5","0,5","1,8","1,1","0,44",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Œuf frais,3760073540335,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 49.301.002 CE', 'Saint-Macaire-en-Mauges (Maine-et-Loire, France)']",,,,,,,,
917,Roar plant based ice cream,3274664142087,,['France'],[],[],?,241,1008 kj(241 kcal),11,"5,7",34,19,"1,9","0,26","0,104",,,B,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,11 g,en quantité modérée,5.7 g,en quantité élevée,19 g,en quantité élevée,0.26 g,en faible quantité,,+3%,+4%,-6%,-25%,+22%,-19%,-40%,+73%,+73%,13,-3%,D,-3%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
918,Cidre artisanal Poiré le brun,3564980170278,,['France'],[],[],?,?,,?,,?,,?,,,,,D,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
919,Yaourt à la grecque sur lit de framboise,3265776628897,,['France'],[],[],?,119,498 kj(119 kcal),"7,1","4,5","10,4","9,4","3,2","0,1","0,04",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,7.1 g,en quantité modérée,4.5 g,en quantité modérée,9.4 g,en quantité modérée,0.1 g,en faible quantité,,+2%,+1%,+3%,+2%,+19%,+18%,-28%,-14%,-14%,6,+47%,C,+47%,,,,,,,,,,,,,,,,,,
920,Salade italienne t'es trop fresh!,3083681125269,,['France'],[],[],?,147,615 kj(147 kcal),5,"1,5",18,"1,5","6,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Saucisse de Toulouse purée de pomme de terre - Belle France,3258561470597,,['France'],[],[],?,634,2653 kj(634 kcal),"9,2","4,5",12,3,"4,8","0,77","0,308",,['Belle France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Sweet sriracha - seawed chips,5060567680171,,['France'],[],[],?,477,1996 kj(477 kcal),"23,1",1,"56,8","3,3","7,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Crêpes au froment,3899106002042,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Huile d'olive,3760237064011,,['France'],[],[],?,900,3766 kj(900 kcal),99,15,0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,99 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+4%,+7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
925,Huile d'olive,8423243010407,,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
926,Nouilles chinoise en nids,3760204870638,,['France'],[],[],?,1479,6188 kj(1479 kcal),"1,3",0,70,"1,6",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Cèpes Extra - Sabarot,3111952032951,,['France'],[],[],?,25,105 kj(25 kcal),"0,3",0,"0,7",0,"3,2","0,26","0,104",,['Sabarot'],,['Bocal en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés']",,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.26 g,en faible quantité,,-64%,-62%,-73%,-100%,-84%,-100%,-28%,-46%,-46%,-5,,A,,,,,,,,,,,,,,,,,,,
