,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,traceability_code,packaging,additives,palm_ingredients,allergens,nova_score,manufacturing,markets,ingredients_origins,link,generic_name,brand_owner
955,Crème de marrons,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,,,,,,,,,,,,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,,,
956,Apple ciders,3800022403189,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Peanut Kisses - 100g,4809010998019,['France'],[],[],?,150,628 kj(150 kcal),8,"1,5",17,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,
958,Creme glacee stracciatella,3760275790866,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
959,Boulettes epicées,2273348022111,['France'],[],[],?,217,908 kj(217 kcal),16,"6,4","2,2","0,9",16,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,
960,Olivade aux amandes - Château Léoube,5060080018611,['France'],[],[],?,?,,?,,?,,?,,,['Château Léoube'],,['Olivades'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,COMTÉ - JuraFlore,2481234026178,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",['JuraFlore'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+7%,+6%,-100%,-100%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['AOP'],,,,,,,,,,,,,
962,Anneaux d'encornets - Pêche Océan - 500g,3564700174272,['France'],[],[],?,49,205 kj(49 kcal),"0,8","0,3","0,6","0,5","9,8","1,5","0,6","['Pêche Océan', 'Marque Repère']",,"['Produits de la mer', 'Mollusques', 'Calamars']",0.8 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-69%,-70%,-91%,-79%,-86%,-32%,-25%,+33%,+33%,1,-62%,B,-62%,,,,,,,,,500 g,,"['Sachet', 'Plastique', 'Surgelé']",,,,,,['Leclerc'],,,,
963,Anchoïade,3760148500806,['France'],[],[],?,364,1523 kj(364 kcal),34,5,"3,4","2,7",10,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
964,Pastilles verveine,3760204930097,['France'],[],[],?,389,1628 kj(389 kcal),"0,09","0,09","95,6","57,7","0,1","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,2 half Ciabatta,678773,['France'],[],[],?,229,958 kj(229 kcal),"1,5","0,3","41,5","5,8","9,5","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Yaourt bifidus,2273274535464,['France'],[],[],?,87,364 kj(87 kcal),"1,8","1,2",14,14,"3,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
967,Cake vanille - 350g,8413248303468,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,,,
968,Japanese green tea,74410741860,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés verts japonais']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
969,Purée de pomme,0771098006648,['France'],[],[],?,56,234 kj(56 kcal),"0,6",0,"11,4","11,4","0,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
970,Mimolette,2480089026111,['France'],[],[],?,398,1665 kj(398 kcal),30,"21,3",0,0,32,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Moulage de chocolat - Auchan,3596710457700,['France'],[],[],?,544,2276 kj(544 kcal),32,20,57,56,6,"0,15","0,06",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Thaï kokos,8712423033597,['France'],[],[],?,497,2079 kj(497 kcal),24,"2,3",68,11,"1,4",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jus de raison,4059700230107,['France'],[],[],?,67,280 kj(67 kcal),"0,09","0,09",16,16,"0,2","0,009","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Comté Gelinotte Rouge,0200160044412,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
975,Pizza 4 fromages 30 cm -,2092337045265,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,,,,,,,,,,,,,,,,,,,,,,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,,,,,,,,,,,,
976,Montlouis Sur Loire Domaine De L'entre-coeurs Brut,3535080016933,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Morbier aop,2487999027290,['France'],[],[],?,357,1494 kj(357 kcal),29,20,1,1,23,"1,3","0,52",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,+1%,+3%,+29%,+141%,+2%,-9%,-9%,14,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
978,Glace,3115328201804,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Magret de canard fumé tranché,3760147240383,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
980,Roti de porc,2471253023555,['France'],[],[],?,144,602 kj(144 kcal),"4,7",2,"1,2","0,8","24,2","1,3","0,52",,E,"['Viandes', 'Porc', 'Rôtis de porc']",4.7 g,en quantité modérée,2 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,,0%,+1%,-7%,-4%,+47%,+28%,+8%,-24%,-24%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
981,Kouign amann petit,3700754781060,['France'],[],[],?,449,1879 kj(449 kcal),32,20,55,28,"3,8","0,9","0,36",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",32 g,en quantité élevée,20 g,en quantité élevée,28 g,en quantité élevée,0.9 g,en quantité modérée,,0%,-0%,+26%,+21%,+5%,+4%,-4%,+12%,+12%,24,+4%,E,+4%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,,,,,,,,,,,,
982,Côtes du Jura - Michel Tissot et fils - 75cl,3335760073511,['France'],"['RaisinCépage typiquement jurassien', 'ce vin au caractère exceptionnel offre une robe dorée aux reflets ambrés']",[],?,?,,?,,?,,?,,,['Michel Tissot et fils'],D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Côtes du Jura']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,75cl,,['Bouteille'],,,,,['Jura'],['Producteur'],['Jura'],,,
983,Morilles sechees - 25g,26047485,['France'],[],[],?,265,1109 kj(265 kcal),"1,2","0,5",20,"3,2",30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 g,,,,,,,,,,,,
984,Sucette au chocolat - Le Comptoir de Mathilde,3700961306162,['France'],[],[],?,563,2356 kj(563 kcal),36,22,51,50,7,"0,21","0,084",['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Saucisson cèpes,2678219045853,['France'],[],[],?,361,1510 kj(361 kcal),27,11,"1,1","1,1",29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Salade Strasbourgoise,0208153032606,['France'],[],[],?,161,674 kj(161 kcal),11,"2,1","9,9","1,5","4,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Morbier vieux aop cru,0203956024865,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['IGP'],,,,,,,,,,,,,
988,Noix de cajou grillés au curry,2600299064226,['France'],[],[],?,580,2427 kj(580 kcal),"44,2","8,6","25,9","8,6","18,2","1,96","0,784",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.6 g,en quantité modérée,1.96 g,en quantité élevée,,-3%,-3%,-4%,+1%,+1%,+33%,-3%,+213%,+213%,14,+85%,D,+85%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
989,SALMA,2403050069405,['France'],[],[],?,209,874 kj(209 kcal),"13,6","2,6",0,0,"20,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1.5L Carte D'or Chocolat,5410148382701,['France'],[],[],?,240,1004 kj(240 kcal),12,0,27,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Dried mango chunks - 75g,5400113026365,['France'],[],[],?,268,1121 kj(268 kcal),"1,2","0,7",62,57,"2,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],75 g,,,,,,,,,,,,
992,Épeaucaf - 250g,3700195100208,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",250 g,,,,,,,,,,,,
993,Conté paturage,0209225045982,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,5","0,5",27,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Barre aux cacahuetes - Maayane,3700029206168,['France'],[],[],?,498,2084 kj(498 kcal),36,5,"32,3","3,4","18,8","1,3","0,52",['Maayane'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,
995,Tarte framboise 6 parts,2090000181968,['France'],[],[],?,245,1025 kj(245 kcal),"9,6","5,5",34,21,"3,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Haribo Zure Bommen,4001686343098,['France'],[],[],?,338,1414 kj(338 kcal),"0,5","0,1",84,47,"0,5","0,04","0,016",['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Biscuits avec fourrage au chocolat,0303131838383,['France'],[],[],?,464,1941 kj(464 kcal),"17,2","6,4",69,"30,3","6,6","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Tomates sechées,3760091579850,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Fécule de pomme de terre - Espig - 250g,3102870006797,['France'],[],[],?,337,1410 kj(337 kcal),"0,5","0,5",84,"0,5","0,5","0,35","0,14",['Espig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1000,Saucisson,3700319921634,['France'],[],[],?,397,1661 kj(397 kcal),"32,6","13,4","3,1","1,8",23,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Roti de porc pruneaux et abricots - Maitre Jacques,2428298056222,['France'],"['Filet de porc 78%', ' pruneaux 9% ', 'pruneau', 'eau', 'conservateur: E202', 'barde', ' poitrine fumée ', 'poitrine de porc 88%', 'eau', 'sel', 'dextrose', 'antioxydant: E316', 'conservateur E250', 'abricots 3% ', 'abricot ', 'eau ', 'conservateurs E220 ', 'ANHYDRIDE SULFUREUX', ' et E202', ' Fabriqué dans un atelier qui utilise: LAIT', 'GLUTEN', 'OEUF', 'SOJA', 'MOUTARDE', ' POISSON', 'FRUITS A COQUES et SESAME']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,194,812 kj(194 kcal),11,"4,7","6,6","4,4",18,"0,26","0,104",['Maitre Jacques'],D,"['Viandes', 'Porc', 'Rôtis de porc']",11 g,en quantité modérée,4.7 g,en quantité modérée,4.4 g,en faible quantité,0.26 g,en faible quantité,,+35%,+36%,+119%,+125%,+708%,+604%,-20%,-85%,-85%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['Viande-francaise', 'Viande-porcine-francaise']",,,['Sous-vide'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,['France'],https://www.maitre-jacques.fr/produit/roti-de-porc-pruneaux-abricots,,
1002,Cantal jeune,2467430028017,['France'],[],[],?,371,1552 kj(371 kcal),"30,3",19,"0,18","0,1","24,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Pizza campagnarde,0204711042643,['France'],[],[],?,201,841 kj(201 kcal),"8,1","0,8",21,"1,8",10,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Grand kimmeridgien,3760162200003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Pecorino pepato,2850624026638,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Filet de poulet,2228351037195,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,,,,,,,,,,
1007,Aceto balsamico,8032754439340,['France'],[],[],?,82,343 kj(82 kcal),0,0,15,"14,1",1,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,L'alcool du frerot,3760066830337,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Yaourt à la rhubarbe,5099839256899,['France'],[],[],?,153,640 kj(153 kcal),"7,7","4,6",16,16,"3,9","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Yaourt aux fraises - Supervalu,5099839256875,['France'],[],[],?,138,577 kj(138 kcal),"7,4","4,5",14,13,"3,4","0,15","0,06",['Supervalu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Mélange 5 épices Créoles,3760063321234,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,
1012,0080740180712,0080740180712,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Purée de fruits pasteurisée sucrée griotte,3276188660009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
1014,Caramel au beurre salé et au Cognac,3770006142451,['France'],[],[],?,382,1598 kj(382 kcal),7,5,75,26,1,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Eau de vie,3439495310023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Oeufs Chocolat Lait aux éclats de caramel - Auteuil,3257984555430,['France'],"['Sucre-graisse de palme-beurre de cacao-lait écrémé en poudre-lait entier en poudre-éclats de caramel 4,5% ', 'sucre-beure lait entier en poudre-lait écrémé en poudre sel-émulsifiant:lécithines ', 'tournesol', '-pate de cacao-lactosérum en poudre-cacao maige en poudre-matière grasse de lait anhydre émulsifiant:lécithines ', 'tournesol', '- arômes', ' Traces éventuelles de gluten et de fruits à coque']",[],?,43,180 kj(43 kcal),34,20,54,53,"6,9","0,23","0,092",['Auteuil'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",34 g,en quantité élevée,20 g,en quantité élevée,53 g,en quantité élevée,0.23 g,en faible quantité,,-92%,-92%,+1%,+8%,+1%,+3%,+10%,+28%,+28%,21,-18%,E,-18%,,,,,,,,,,,,['E322i - Lécithine'],,,,,,,,,
1017,Brioche,0205912021970,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Jazzles white,5021202549963,['France'],[],[],?,496,2075 kj(496 kcal),"22,4",19,"71,1","56,1","2,8","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Riz long blanc parfumé 20kg,3506070060076,['France'],[],[],?,492,2059 kj(492 kcal),0,0,"34,25",0,"19,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,
1020,Red curry to go,8717662261626,['France'],[],[],?,151,632 kj(151 kcal),5,"2,6",24,"2,7","2,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Le Lait 1L,3176571939005,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,the amino+ - MyProtein,5055534364475,['France'],[],[],?,?,,?,,?,,?,,,['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Hot chocolate,0604619450081,['France'],[],[],?,353,1477 kj(353 kcal),"7,1","4,4","61,7","54,8","10,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Figue,8410564016096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Bananes -,3481010086579,['France'],[],[],?,510,2134 kj(510 kcal),26,23,66,23,2,"0,03","0,012",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits tropicaux', 'Bananes', 'Fruits secs', 'Bananes séchées']",26 g,en quantité élevée,23 g,en quantité élevée,23 g,en quantité élevée,0.03 g,en faible quantité,,+5%,+5%,+3%,+19%,+9%,+11%,+8%,-76%,-76%,15,+27%,D,+27%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
1026,Pépins De Courge 200g - 180g,8690787141038,['France'],[],[],?,559,2339 kj(559 kcal),"40,3",0,0,0,"30,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,
1027,Les confitures du pressoir d'or,3760069960345,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 27069A', 'Bois-Arnault (Eure, France)']",,,,,,,,,,,
1028,Batard aux graines de cereales,2090000170160,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Colomba aux cerises noires,8003781470811,['France'],[],[],?,404,1690 kj(404 kcal),18,10,53,32,7,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Œuf en chocolat au lait - 165g,8714786290488,['France'],[],[],?,543,2272 kj(543 kcal),32,20,57,56,6,"0,15","0,06",,,['Oeuf en chocolat au lait'],32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,,,,,,,,,,,26,,E,,,,,,,,,,165 g,,,,,,,,,,,,
1031,Bifrutta,7610994000073,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1032,Jus de pomme de Rhuys,3436460000200,['France'],[],[],?,48,201 kj(48 kcal),"0,18","0,05","10,6","10,2","0,18",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Croissant au beurre,0232031017652,['France'],[],[],?,385,1611 kj(385 kcal),21,14,40,7,"6,9","0,92","0,368",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",21 g,en quantité élevée,14 g,en quantité élevée,7 g,en quantité modérée,0.92 g,en quantité modérée,,+0%,-1%,-3%,-1%,-2%,-1%,-8%,-7%,-7%,19,+2%,E,+2%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,,,,,
1034,Le vinaigre de cidre - Kerné - 50cl,3467870090017,['France'],[],[],?,?,,?,,?,,?,,,['Kerné'],B,"['Vinaigres', 'Vinaigres de cidre']",,,,,,,,,,,,,,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,50 cl,,,,,,,,,,,,
1035,Confiture artisanale extra Rhubarbe & Framboises - Maison Cassandrine - 330g,3760012030712,['France'],"['Fruits', 'sucre et pectine si nécessaire']",[],951,?,951 kj(227 kcal),"0,3",0,63,61,"0,3",0,0,['Maison Cassandrine'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.3 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+2%,,+4%,+0%,-100%,+21%,+21%,-45%,-100%,-100%,11,+15%,D,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,330 g,,,,,,1,,,,,,
1036,Otard Cognac VS Very Special,3253781010011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Reblochon de Savoie au lait cru de vache - Saveurs de nos Régions,2233408002996,['France'],[],[],?,?,,?,,?,,?,,,['Saveurs de nos Régions'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1038,Kassler Hals - 177g,0194314187029563,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177 g,,['Beutel'],,,,,,,,,,
1039,Eier frische Landeier,4313920000422,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Karton', 'Stück']",,,,,,,,,,
1040,Bloc foie gras canard,3250392647841,['France'],[],[],?,472,1975 kj(472 kcal),"49,2","22,3","1,7","1,6","5,4","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
