,name,bar_code,quantity,brand,categories,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,traceability_code,labels,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail,producer_info
1645,Compote pommes bananes sans sucres ajoutés - Monoprix bio,3350033455290,,['Monoprix bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,?,,65,-2%,272 kj(65 kcal),-1%,"0,5",+62%,0,-100%,14,-4%,11,-15%,"0,5",+8%,0,-100%,0,-100%,-4,,A,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
1646,Thé vert infuse saveur menthe - MONOPRIX BIO !,3350033487703,,['MONOPRIX BIO !'],"['Boissons', 'Boissons au thé']",['Monoprix'],['France'],"['infusion de feuilles de thé vert et de menthe* 95% ', 'eau', 'feuilles de thé vert**', 'feuilles de menthe**', 'sucre**', 'acidifiant : acide citrique', 'arôme naturel de menthe', 'antioxydant : acide ascorbique', 'arôme naturel', ""\r*2g de feuilles de thé vert et 0,2g de feuilles de menthe pour 1litre d'infusion\r**ingrédients issus de l'agriculture biologique""]","['E330 - Acide citrique', 'E300 - Acide ascorbique']",[],4,0 g,en faible quantité,0 g,en faible quantité,4.3 g,en quantité modérée,0 g,en faible quantité,?,,17,-15%,71 kj(17 kcal),-16%,0,-100%,0,-100%,"4,3",-9%,"4,3",-4%,0,-100%,0,-100%,0,-100%,6,-10%,D,-10%,B,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,['Bouteille'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Suisse'],,,,,
1647,Kimchi - Wang Korea - 410g,3364699424019,410 g,['Wang Korea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Choux en conserve']",,['France'],"['CHOU CHINOIS', 'EAU', 'SEL', 'POIVRE', 'ECHALOTE', 'SUCRE', 'AIL,GINGEMBRE', 'GLUTAMATE MONOSODIQUE']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
1648,"Nems au crabe + sauce, la pièce de 50 gr - Agis - 280g",3366760023022,280 g,['Agis'],"['Plats préparés', 'Nems']",,['France'],"['Nems ', '4x65g', ': Galette de riz 34,7% ', 'eau', 'farine Energie de riz', 'huile de tournesol', 'sel', 'CREVETTE 18,9% ', 'CRÉVETTE sel', 'conservateur : DISULFITE de sodium', 'vermicelle de pois Matières grasses réhydraté', 'carotte', 'oignon', 'protéine de SOJA réhydratée', 'fécule']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",3,7.1 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en faible quantité,1.8 g,en quantité élevée,?,,185,-8%,774 kj(185 kcal),-8%,"7,1",-20%,"0,6",-63%,23,+2%,"1,8",-36%,"6,2",-10%,"1,8",+37%,"0,72",+37%,6,+14%,C,+14%,C,"['Crustacés', 'Soja', 'Anhydride sulfureux et sulfites']",62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,"['FR 44.072.002 CE', 'Herbignac (Loire-Atlantique, France)']",,,,,,,,
1649,Crêpes savoyardes TOP AFFAIRE - Agis - 480g (4 * 120g),3366760030150,480 g (4 * 120 g),['Agis'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Crêpes et galettes', 'Plats au porc', 'Réfrigérés', 'Crêpes', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Crêpes au fromage', 'Crêpes au jambon']",,['France'],"['Crêpe 50 % ', 'LAIT entier frais', 'farine de BLÉ', 'ŒUFS entiers frais', 'sucre', 'huile de tournesol', 'sel', 'lardons fumés 10 % ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateurs : E316', 'E250', 'pommes de terre 10 %', 'crème de reblochon 8 % ', 'LAIT', ' ', 'reblochon', 'eau', 'beurre', 'sel de fonte : E331 ', 'sel', 'crème ', 'LAIT', ' ', 'dont stabilisant E407', 'eau', 'oignons ', 'dont huile de tournesol', 'amidon modifié', 'jus de citron', 'sel', 'conservateur : şorbate de potassium', 'poivre blanc']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E14XX - Amidons modifiés']","['Non végétalien', 'Non végétarien']",4,7.7 g,en quantité modérée,3.6 g,en quantité modérée,4.8 g,en faible quantité,0.86 g,en quantité modérée,?,,204,+19%,854 kj(204 kcal),+21%,"7,7",+13%,"3,6",+48%,"24,9",+38%,"4,8",+48%,"8,2",+10%,"0,86",-10%,"0,344",-10%,4,+7%,C,+7%,B,"['Œufs', 'Gluten', 'Lait']",57.1%,15.7%,5.5%,6.6%,3.2%,11.9%,79,,"['Sachet', 'Plastique', 'Frais']",,"['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France']",['France'],"['France', 'Bretagne', 'Morbihan']",,,,,
1650,Le Fondant Gourmand au bon chocolat - Daunat - 90g,3367651005462,90 g,['Daunat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['Magasins U'],['France'],"['Chocolat 21 % ', 'sucre', 'pâte de cacao 9 %', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'huile de colza', 'oeufs entiers frais', 'sucre', 'eau', 'farine de blé', 'poudre de cacao maigre 3 % ', 'beurre de cacao 0,3 %', 'sel', 'lait écrémé en poudre', 'poudres à lever : diphosphates', 'carbonates de sodium']","['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,29.4 g,en quantité élevée,5.7 g,en quantité élevée,34.8 g,en quantité élevée,0.74 g,en quantité modérée,?,,457,+5%,1912 kj(457 kcal),+4%,"29,4",+25%,"5,7",-28%,"41,6",-15%,"34,8",+13%,5,-13%,"0,74",+42%,"0,296",+42%,20,+8%,E,+8%,D,"['Œufs', 'Gluten', 'Lait', 'Soja']",82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,"['Barquette', 'Plastique', 'Fourchette']",,['Fabriqué en France'],,['France'],,,,,
1651,Mini petit beurre parmesan figue saveurs - U - 65g,3368950587819,65 g,['U'],"['Snacks', 'Snacks salés', 'Snacks sucrés', 'Apéritif', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits apéritifs']",['Magasins U'],['France'],"['Farine de BLE ', 'France', ' 62% ', 'BEURRE 19%', 'PARMIGIANO REGGIANO AOP 13%', 'maltodextrine', ""jaunes d'OEUFS"", 'pépites de figues déshydratées 3% ', 'équivalent fruits frais : 14%', 'sucre', 'sel de Guérande', 'extrait de levure', 'LAIT demi-écrémé', 'arôme naturel', ""poudres à lever : diphosphates - carbonates de sodium - carbonates d'ammonium"", ' Traces éventuelles de soja et fruits à coque']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",['Non végétalien'],4,22 g,en quantité élevée,15 g,en quantité élevée,5.2 g,en quantité modérée,2.4 g,en quantité élevée,2024,+1%,483,+4%,2024 kj(483 kcal),+3%,22,+11%,15,+177%,57,-4%,"5,2",+33%,12,+21%,"2,4",+20%,"0,96",+20%,24,+56%,E,+56%,B,"['Œufs', 'Gluten', 'Lait', 'PARMIGIANO', 'REGGIANO']",60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Paquet'],,['Transformé en France'],,,,,,,
1652,Café grains Ethiopie saveurs - U - 500g,3368955866353,500 g,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['Magasins U'],['France'],"[""100% café Arabica en grains torréfié d'Ethiopie""]",,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,['sachet de'],,,,,,,,,
1653,Crème brûlée nature - Marie Morin - 130g,3372900001188,130 g,['Marie Morin'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes brûlées']",['Magasins U'],['France'],"['Crème fraîche fermière 46,9 %', 'lait entier breton', ""jaunes d'œufs"", 'sucre', ""blancs d'œufs"", "" Sachet d'éclats de caramel 3g "", 'sucre', 'sirop de glucose']",,['Non végétalien'],4,19 g,en quantité modérée,11 g,en quantité élevée,14 g,en quantité élevée,0.1 g,en faible quantité,?,,249,-5%,1042 kj(249 kcal),-4%,19,+3%,11,-6%,15,-18%,14,-15%,"4,4",+8%,"0,1",-12%,"0,04",-12%,16,+6%,D,+6%,A,"['Œufs', 'Lait']",66.3%,20.6%,5.0%,4.6%,2.8%,0.8%,73,,"['Carton', 'Verre', 'Frais']","['FR 22.258.002 CE', ""Quessoy (Côtes-d'Armor, France)""]","['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'Tidy man']","['France', 'Bretagne']","[""Marie Morin France - ZA de l'Espérance"", '22120 Quessoy', ""Côtes-d'Armor"", 'Bretagne', 'France']",http://www.marie-morin.fr/les-desserts/cremes-aux-oeufs/creme-brulee/,,,,
1654,Gâteau de semoule poire - Ferme Des Peupliers - 125g,3374270060253,125 g,['Ferme Des Peupliers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits laitiers', 'Desserts', 'Céréales et dérivés', 'Semoules de céréales', 'Desserts lactés', 'Semoules de blé', 'Gâteaux de semoule']",,['France'],"[""Lait entier de Normandie issu d'animaux nourris sans OGM "", '<0', '9%', 'préparation poire ', '20%', ' ', 'poire ', '60%', 'sucre ', '29,5 g', 'stabilisants : amidon-pectine', 'arômes', 'conservateur : sorbate de potassium', 'sucre', 'semoule de riz ', '4 %', 'œufs', ""blancs d'œufs"", 'poudre de lait écrémé', 'crème', 'arôme naturel vanille avec autres arômes naturels']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,2.9 g,en faible quantité,1.75 g,en quantité modérée,16.3 g,en quantité élevée,0.12 g,en faible quantité,?,,120.9,-22%,506 kj(120 kcal),-22%,"2,9",+0%,"1,75",+4%,"20,1",-27%,"16,3",-9%,"3,5",-4%,"0,12",+20%,"0,048",+20%,3,-9%,C,-9%,B,"['Œufs', 'Lait']",60.8%,17.2%,9.6%,7.1%,4.2%,1.1%,88,Gâteau de semoule de riz aux poires,"['pot verre recyclable', 'opercule métal recyclable', 'plastique jetable']","['FR 27.247.001 CE', 'Flipou (Eure, France)']","['Concours général agricole', 'Fabriqué en France', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2016""]","['France', 'Normandie']","['France', 'Flipou', 'Normandie']",http://fermedespeupliers.fr/les-produits/les-gourmandises,,,,
1655,Sauce au piment Sriracha - Eaglobe - 768g,3379140100633,768 g,['Eaglobe'],"['Epicerie', 'Sauces', 'Sauces pimentées']",,['France'],"['Eau', 'piment', 'sucre,sel', 'carotte', 'ail', 'amidon de maïs modifié', 'acidifiant ', 'E260', 'E270', 'E296', ""correcteur d'acidité "", 'E330', 'consérvateur ', 'E202', 'stabilisant ', 'E415']","['E260 - Acide acétique', 'E270 - Acide lactique', 'E296 - Acide malique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,17.5 g,en quantité élevée,3.15 g,en quantité élevée,?,,88,-27%,368 kj(88 kcal),-25%,"0,1",-97%,0,-100%,22,+26%,"17,5",+29%,"0,86",-26%,"3,15",-30%,"1,26",-30%,12,-4%,D,-4%,,,,,,,,,,,['bouteille plastique'],,,,['Chine'],,,,,
1656,Vermicelles de riz - Saveur d autrefois,3379140614741,,['Saveur d autrefois'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,['France'],"['FARINE DE RIZ 90%', 'EAU 10%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.8 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,?,,348,+4%,1456 kj(348 kcal),+5%,"0,8",+25%,"0,3",+17%,"77,4",+12%,0,-100%,"7,7",+58%,"0,2",-34%,"0,08",-34%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,
1657,Vermicelles De Riz - Eaglobe,3379141815130,,['Eaglobe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,['France'],"['Riz 88%', 'Eau']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.1 g,en faible quantité,?,,372,+11%,1556 kj(372 kcal),+12%,0,-100%,0,-100%,84,+22%,2,+383%,6,+23%,"0,1",-67%,"0,04",-67%,1,-49%,B,-49%,,,,,,,,,,,['sachet plastique'],,,,,,,,,
1658,Jambon de porc - Hereford - 190g,3379670013724,190 g,['Hereford'],,,['France'],[],,[],,,,,,,,,,?,,127,,531 kj(127 kcal),,"5,1",,"1,8",,"0,5",,"0,5",,"20,2",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1659,Petits Pois Carottes - Primeal,3380380023866,,['Primeal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,3.4 g,en faible quantité,0.5 g,en quantité modérée,?,,44,-24%,184 kj(44 kcal),-24%,"0,2",-60%,0,-100%,"7,7",-5%,"3,4",-0%,"1,8",-42%,"0,5",-15%,"0,2",-15%,-6,,A,,B,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1660,Farine de Lupin - Priméal - 500g,3380380057137,500 g,"['Priméal', 'Ekibio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Farines', 'Graines de légumineuses', 'Aides culinaires', 'Légumes secs', 'Aides à la pâtisserie', 'Farines de légumineuses', 'Farines de lupin', 'Lupins']",['Biocoop'],['France'],"['LUPIN blanc doux* ', 'Lupinus albus', ' \r*issu', 'e', 's', "" de l'agriculture biologique""]",,[],,12 g,en quantité modérée,1.68 g,en quantité modérée,9 g,en quantité modérée,0.06 g,en faible quantité,?,,360,+165%,1506 kj(360 kcal),+162%,12,+148%,"1,68",+137%,9,+206%,9,+1100%,40,+196%,"0,06",-98%,"0,024",-98%,-4,-178%,A,-178%,,['Lupin'],,,,,,,,Farine de lupin biologique,"['plastique blanc opaque', 'Plastique', 'Sec']",,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Riche en fibres', 'Riche en protéines']",['France'],['Peaugres'],https://www.primeal.bio/marque-bio-vegetale/fr/produit/farine-de-lupin-475,,,,
1661,Vite Un Gateau Fondant Au Chocolat - Primeal,3380380057724,,['Primeal'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",,['France'],"['chocolat en poudre** ', 'sucre de canne blond**', 'cacao** 32% minimum', 'sucre de canne blond**', 'farine de blé T65* amidon de maïs*', 'pépites de chocolat noir* ', 'pâte de cacao*', 'sucre de canne blond* beurre de cacao*', 'émulsifiant : lécithine de tournesol', 'extrait naturel de vanille*', 'poudre à lever* ', 'amidon de maïs*', 'tartrate de potassium', 'bicarbonate de sodium', 'sel marin', "" *issus de l'agriculture biologique""]","['E322i - Lécithine', 'E336 - Tartrates de potassium', 'E500ii - Carbonate acide de sodium']",[],4,5.1 g,en quantité modérée,2.9 g,en quantité modérée,56.4 g,en quantité élevée,0.7 g,en quantité modérée,?,,396,-9%,1657 kj(396 kcal),-9%,"5,1",-78%,"2,9",-63%,"80,6",+64%,"56,4",+83%,"4,7",-19%,"0,7",+35%,"0,28",+35%,14,-24%,D,-24%,D,,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,
1662,Lev'épeautre - Primeal,3380380074585,,['Primeal'],,,['France'],"[""levain d'épeautre "", 'GLUTEN', ' déshydraté et dévitalisé* issu de fermentation naturelle', 'levure sélectionnée i', "" issus de l'Agriculture bioloaiaue""]",,[],4,,,,,,,,,?,,352,,1473 kj(352 kcal),,"3,9",,"0,6",,"55,4",,"0,1",,"16,8",,"0,4",,"0,16",,,,,,,['Gluten'],,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,,,,,,
1663,Picachoc quinoa - Priméal - 300g,3380390081634,300 g,['Priméal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],"['Riz complet', 'quinoa ', '25 %', 'riz', 'sucre de canne', 'cacao maigre ', '6,8 %', 'sucre de canne complet']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,2.9 g,en faible quantité,0.7 g,en faible quantité,16.8 g,en quantité élevée,0.02 g,en faible quantité,?,,386,-3%,1615 kj(386 kcal),-3%,"2,9",-67%,"0,7",-68%,"78,1",+17%,"16,8",+1%,"9,2",-1%,"0,02",-94%,"0,008",-94%,-3,-156%,A,-156%,B,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Pétales croustillantes quinoa et cacao,"['Sachet', 'Plastique']",,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,
1664,Graines De Tournesol Bio - 250G - Priméal - 250g,3380390226509,250 g,['Primeal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol décortiquées', 'en:raw-shelled-sunflower-seeds']",,['France'],"['Graines de tournesol*', "" *issues de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,33.1 g,en quantité élevée,3 g,en quantité modérée,2.4 g,en faible quantité,0 g,en faible quantité,?,,517,-14%,2163 kj(517 kcal),-13%,"33,1",-34%,3,-47%,26,+132%,"2,4",-6%,"24,1",+9%,0,-100%,0,-100%,-2,-122%,A,-122%,C,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,['Plastique'],,['Bio'],,,,,,,
1665,OLIVE VERTE CASSEE GRANSOISE - Tropic Apero - 150g,3382510024095,150 g,['Tropic Apero'],,,['France'],"['Olives du Maroc 733% huile de tournesol', 'atl sel', 'oignon', ' piment', ' persil', ' acidifiants ', 'E330', 'vinaigre', ' / traces éventuelles : lupin', ' amande']",['E330 - Acide citrique'],[],,,,,,,,,,?,,207,,866 kj(207 kcal),,21,,"2,5",,"1,2",,"0,1",,"1,4",,"4,6",,"1,84",,,,,,,,,,,,,,,,['boîte'],,,,,,,,,
1666,Nouilles à la Chinoise au poulet - Sans marque - 350g,3386030001598,350 g,"['Sans marque', 'Prodisal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles chinoises']",['Carrefour'],['France'],"['Nouilles précuites ', 'eau', 'farine de BLÉ', 'sel', 'huile de tournesol', 'curcuma', 'viande de poulet 15 %', 'oignon', 'carotte', 'chou', 'poivron', 'poireau', 'tomate', 'ail', 'huile de tournesol', 'sauce SOJA ', 'eau', 'graine de SOJA', 'sel', 'farine de BLÉ', 'plantes aromatiques', 'sucre', 'sel', 'épices', 'concentré de tomates']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,3.2 g,en quantité modérée,0.8 g,en faible quantité,2.1 g,en faible quantité,0.9 g,en quantité modérée,?,,132,-47%,552 kj(132 kcal),-48%,"3,2",-38%,"0,8",-60%,17,-59%,"2,1",0%,"7,6",+7%,"0,9",-26%,"0,36",-26%,-1,-137%,A,-137%,,"['Gluten', 'Soja']",,,,,,,,,"['Barquette', 'Plastique']","['EMB 36231A', 'Velles (Indre, France)', 'FR 36.231.017 CE', 'Velles (Indre, France)']","['Sans exhausteur de goût', 'Sans colorants', 'Sans conservateurs']",,,,,,,
1667,Potage à l ortie - Bio Cambresis - 57g,3388552000073,57 g,['Bio Cambresis'],"['Plats préparés', 'Soupes', 'Potage']","['Biocoop', 'Biocoop Caluire']",['France'],"['Farine de riz* - Pommes de terre* Ortie* ', '16', '80%', "" - oignon * Sel de Camargue issu de l'Agriculture Biologique""]",,[],,1.3 g,en faible quantité,0.35 g,en faible quantité,6.1 g,en quantité modérée,5.88 g,en quantité élevée,?,,306,+750%,1280 kj(306 kcal),+765%,"1,3",-5%,"0,35",-34%,"58,5",+1327%,"6,1",+307%,"9,2",+1117%,"5,88",+792%,"2,352",+792%,14,+937%,D,+937%,,,,,,,,,,,['Sachet'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],,,,,
1668,Pâte Brisée - Leader Price,3392590810945,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",['Leader Price'],"['France', 'Martinique']",[],,[],,23.3 g,en quantité élevée,10.7 g,en quantité élevée,2.8 g,en faible quantité,0.93 g,en quantité modérée,?,,415,+10%,1736 kj(415 kcal),+10%,"23,3",+20%,"10,7",+9%,"41,2",-3%,"2,8",+22%,"6,3",+6%,"0,93",-10%,"0,372",-10%,19,+19%,E,+19%,,,,,,,,,,,,,,,,,,,,
1669,Oeufs de saumon - Landvika - 80g,3392780000125,80 g,"['Landvika', 'Aqualande']","['Conserves', 'Produits de la mer', 'Poissons', 'Frais', 'Œufs de poisson', 'Saumons', 'Semi-conserves', 'Saumons sauvages', 'Oeufs de saumon']","['Hyper U', 'Magasins U', 'Leclerc']",['France'],"['Oeufs de saumon sauvage origine Alaska 97%', 'sel']",,[],3,13 g,en quantité modérée,3.1 g,en quantité modérée,1.6 g,en faible quantité,3.3 g,en quantité élevée,1087,,260,+11%,1087 kj(260 kcal),+10%,13,+11%,"3,1",+20%,3,-3%,"1,6",+182%,31,+1%,"3,3",+13%,"1,32",+13%,16,+12%,D,+12%,E,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,Oeufs de saumon sauvage d'Alaska,"['Bocal', 'Verre', 'Couvercle', 'Métal']","['FR 40.245.003 CE', 'Roquefort (Landes, France)']",,['Alaska'],"['Aqualande - 505 Rue de la Grande Lande BP 54', '40120 Roquefort', 'Landes', 'Aquitaine', 'France']",http://www.groupeaqualande.com/nos-marques/produit/1398/oeufs-de-saumon-sauvage.aspx,,,,
1670,Chips de pommes de terre - Sibell - 125g,3396110700204,125g,['Sibell'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,['France'],"['Pomme de terre 63', '9% - huile de tournesol - sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,35 g,en quantité élevée,3.3 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,544,+2%,2276 kj(544 kcal),+3%,35,+7%,"3,3",+7%,50,-3%,"0,5",-64%,"5,1",-15%,"1,1",-15%,"0,44",-15%,9,-20%,C,-20%,B,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,"['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,
