,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,packaging,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,markets,allergens,origin_detail,producer_info,palm_ingredients,brand_owner
1732,Saint Hubert Bio Vegetal Omega 3,2366387932364,,['France'],[],[],?,488,2042 kj(488 kcal),54,18,0,0,0,"0,45","0,18",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Jus super fruit Cranberry - Joker,3123349015089,['Joker'],"['France', 'Guadeloupe', 'La Réunion']",[],[],?,39,163 kj(39 kcal),0,0,"9,1","8,2",0,0,0,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Tartelettes au chocolat sans sucres - Gullón,8410376055870,['Gullón'],['France'],[],['Sans huile de palme'],?,469,1962 kj(469 kcal),25,9,61,"0,5",7,"0,53","0,212",,"['Tartes', 'Tartelettes', 'Tartelette au chocolat']",['en:palm-oil-free'],25 g,en quantité élevée,9 g,en quantité élevée,0.5 g,en faible quantité,0.53 g,en quantité modérée,,-3%,-3%,-3%,-39%,+10%,-98%,+15%,+30%,+30%,11,-49%,D,-49%,D,,,,,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,
1735,La mousse à la pistache - la fermière - 2x 160g,3279231718016,['la fermière'],['France'],"['Crème', ""blanc d'oeuf"", 'chocolat blanc ', 'sucre', 'beurre de cacao', 'poudre de lait entier et écrémé', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'lait', 'beurre de cacao', 'pâte de pistache 3%', 'poudre de lait écrémé', 'stabilisants : pectine et agar agar', 'concentré de spiruline et de carthame', ""extrait d'amande amère"", 'sel']",['Non végétalien'],?,327,1368 kj(327 kcal),26,15,16,15,7,"0,29","0,116",2 x 160 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées']",,26 g,en quantité élevée,15 g,en quantité élevée,15 g,en quantité élevée,0.29 g,en faible quantité,,+72%,+79%,+182%,+151%,-18%,-15%,+72%,+70%,+70%,18,+97%,D,+97%,,,,,"['FR 13.005.028 CE', 'Aubagne (Bouches-du-Rhône, France)']","['E322i - Lécithine', 'E440 - Pectines', 'E406 - Agar-agar']",4,,,,,,,,,,,"['Œufs', 'Lait']",,,,
1736,Pommes de terre gratinées aux lardons et champignons - Fleury Michon - 300g,3302740030949,['Fleury Michon'],['France'],"['Pommes de terre 42% ', 'pommes de terre', 'sel', 'champignons de Paris 36%', 'crème fraîche 9', '2%', 'emmental 4', '4%', 'lardons fumés cuits 2', '4% ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', ' Fumage au bois de hêtre', 'échalotes', 'beurre', 'amidon de riz,\xa0huile de colza,\xa0oignons ', 'oignons', 'huile de tournesol', 'antioxydant : extraits de romarin', 'persil 0', '2%', 'sel', 'gélatine de porc,\xa0ail,\xa0poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",422,101,422 kj(101 kcal),"6,4","3,6","8,8","0,7","3,9","0,76","0,304",300 g,['Plats préparés'],"['Sans colorants', 'Nutriscore', 'Nutriscore C', 'Fumé au bois de hêtre']",6.4 g,en quantité modérée,3.6 g,en quantité modérée,0.7 g,en faible quantité,0.76 g,en quantité modérée,-35%,-37%,-37%,-10%,+58%,-34%,-66%,-44%,-19%,-19%,4,+2%,C,+2%,,"Pommes de terre, champignons et lardons fumés cuits","['Barquette bois', 'Bois', 'Plastique', 'Barquette en plastique']",['Mouilleron Saint Germain'],"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E428 - Gélatine']",4,,,,,,,,['France'],https://www.fleurymichon.fr/produit/pommes-de-terre-gratinees-aux-lardons-et-champignons,['Carrefour'],['Lait'],,,,
1737,Confiture de fraises - Mocitos,8412318012040,['Mocitos'],['France'],"['Fraises', 'sucre', 'sirop de glucose-fructose', 'épaississant: pectine et acidifiant: acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,251,1050 kj(251 kcal),"0,2",0,"61,5","60,1","0,3","0,1","0,04",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0.2 g,en faible quantité,0 g,en faible quantité,60.1 g,en quantité élevée,0.1 g,en faible quantité,,+16%,+15%,-17%,-100%,+16%,+19%,-32%,+341%,+341%,12,+37%,D,+37%,D,,,,['ES 21.13035/MU CE'],"['E440 - Pectines', 'E330 - Acide citrique']",4,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1738,Les Exquises - Bouchées au colin d'Alaska gingembre et pointe de poivre vert - Coraya - 172g,3276170014001,['Coraya'],['France'],"[""Chair de colin d'Alaska 40%"", 'eau', 'fécule de pomme de terre', ""blanc d'œuf réhydraté"", 'sucre', 'gingembre', 'poivre vert', 'arômes naturels ', 'crustacés', 'blé', 'amidon de blé', 'sel', 'huile de colza', ""arôme naturel d'herbes""]","['Non végétalien', 'Non végétarien']",?,84,351 kj(84 kcal),"1,4","0,1","8,9","2,3","8,6","1,4","0,56",172 g,"['Produits de la mer', 'Poissons', 'Préparations de poisson']",['Fabriqué en France'],1.4 g,en faible quantité,0.1 g,en faible quantité,2.3 g,en faible quantité,1.4 g,en quantité modérée,,-57%,-56%,-88%,-97%,+11%,+53%,-27%,+19%,+19%,2,-67%,B,-67%,,,,['France'],"['FR 50.099.003 CE', 'Carentan (Manche, France)']",,4,,,,,,,,,,,"['Crustacés', 'Gluten']",,,,
1739,Compote pomme poire - Vergers Gourmands - 4x 100g,4056489136668,['Vergers Gourmands'],['France'],[],[],?,79,331 kj(79 kcal),"< 0,5","< 0,1",18,14,"< 0,5",0,0,4 x 100 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Sans colorants', 'Sans conservateurs']",0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,,+27%,+27%,+53%,+17%,+31%,+13%,+42%,-100%,-100%,-2,,A,,B,,"['Carton', 'Pots', 'Plastique']",,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,
1740,Petits pois carottes,3255691008492,,['France'],[],[],?,37,155 kj(37 kcal),"0,3","0,1","5,9","3,8","1,7","0,8","0,32",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']","['Nutriscore', 'Nutriscore A']",0.3 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en faible quantité,0.8 g,en quantité modérée,,-36%,-36%,-39%,-21%,-27%,+11%,-45%,+36%,+36%,-3,,A,,B,,,,,,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,,,
1741,Pommes eau d'erable -30% de sucre - Andros,3608580012627,['Andros'],['France'],[],[],?,32,134 kj(32 kcal),"0,1",0,"7,7","7,7","0,1","0,03","0,012",,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Knusper Müsli - Knusperone - 750g,4061458059206,['Knusperone'],"['France', 'Allemagne']",[],[],?,448,1874 kj(448 kcal),"15,6","6,9","62,1","17,9","10,8","0,3","0,12",750g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales']",,15.6 g,en quantité modérée,6.9 g,en quantité élevée,17.9 g,en quantité élevée,0.3 g,en quantité modérée,,+8%,+8%,+19%,+108%,+3%,+6%,+10%,+72%,+72%,15,+205%,D,+205%,B,,['Karton'],"['H. & J. Brüggen KG', 'Lübeck']",,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Aldi'],,,,,
1743,Ti'nounours,3501275150218,,['France'],[],[],?,406,1699 kj(406 kcal),11,"6,5",74,56,"3,7","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Papillotes Bio Noir Intense,3173287507108,,['France'],[],[],?,544,2276 kj(544 kcal),34,19,52,50,"4,8","0,03","0,012",,,"['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Fuet extra,3449865327551,,['France'],[],[],?,478,2000 kj(478 kcal),38,14,"3,3","2,6",30,"4,3","1,72",,['ca:Fuet'],,38 g,en quantité élevée,14 g,en quantité élevée,2.6 g,en faible quantité,4.3 g,en quantité élevée,,+7%,+7%,+7%,+7%,-21%,+12%,+12%,+8%,+8%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,,,,,,
1746,Fromage à pâte pressée cuite - COMTÉ - 220g,3048970652543,['COMTÉ'],['France'],"['Lait cru de vache', 'sel', 'ferments lactiques', 'présure', ' A conserver entre +4°C et +8°C', ' Non ouvert,']",['Non végétalien'],?,419,1753 kj(419 kcal),35,22,"0,5","< 0,5",26,"0,8","0,32",220 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,35 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,0%,+0%,+1%,-3%,+8%,+87%,-3%,-5%,-5%,13,0%,D,0%,D,,,['39570 Vevy'],"['FR 39.558.001 CE', 'Vevy (Jura, France)']",,3,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Lidl'],['Lait'],,,,
1747,Ti'nounours -,3501275150232,,['France'],"['Guimauves fantaisies enrobées de chocolat blanc Ingrédients : Sirop de glucose-fructose', 'chocolat blanc 30% ', 'sucre', 'beurre de cacao', 'pâte de Cacao', 'lait entier en poudre', 'émulsifiant: lécithines de soja', 'arôme', 'sirop de glucose', 'sucre', 'gélatine', 'arôme', ' noun Information nutrionnelle pour 100g moyenne Energie 1672 kl']","['Non végétalien', 'Non végétarien']",?,396,1657 kj(396 kcal),10,"6,4",73,56,"3,6","0,06","0,024",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['E428 - Gélatine'],4,,,,,,,,,,,,,,,
1748,Galette de riz - bio,4061458007900,['Bio'],"['France', 'Allemagne']",[],[],?,390,1632 kj(390 kcal),3,"0,6",81,"0,9","7,9",0,0,,"[""en:Aliments d'origine végétale"", 'en:Aliments et boissons à base de végétaux', 'en:Céréales et dérivés', 'en:Céréales et pommes de terre', 'en:Galettes de céréales soufflées', 'en:Galettes de riz soufflé']",['en:Bio'],3 g,en quantité modérée,0.6 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,-55%,-75%,+29%,-89%,-12%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,['Aldi'],,,,,
1749,Seeds & berries - Raspberry & chia seeds - Belvita - 270g,7622210695642,['Belvita'],"['Croatie', 'France', 'Italie', 'Espagne']",[],[],?,441,1845 kj(441 kcal),14,"1,6",67,23,"8,2","0,41","0,164",270 g,"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuit sec pour petit déjeuner']",,14 g,en quantité modérée,1.6 g,en quantité modérée,23 g,en quantité élevée,0.41 g,en quantité modérée,,+1%,+1%,-8%,-46%,+2%,+6%,+2%,-50%,-50%,12,-4%,D,-4%,C,,['Product'],,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
1750,"Spécialité laitière sucrée sur lit à la mangue-passion, aromatisée - Yoplait - 500g",3329770065895,"['Yoplait', 'Perle de lait non blanc']",['France'],"['LAIT écrémé - CREME - Sucre 9', '4% - Eau - Mangue 4', '4% - Fruit de la passion 3', '6% - Amidon transformé de maïs et de riz - Poudre de LAIT écrémé - Jus de citron - Arômes naturels - Epaississant : Pectine - Ferments lactiques ', 'LAIT', ""LAIT d'origine France""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",537,128,537 kj(128 kcal),"6,4","4,3","14,2","12,4","2,4","0,1","0,04",500 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['Sans colorants', 'Sans conservateurs']",6.4 g,en quantité modérée,4.3 g,en quantité modérée,12.4 g,en quantité modérée,0.1 g,en faible quantité,+32%,+28%,+29%,+104%,+117%,+6%,0%,-34%,-12%,-12%,6,+115%,C,+115%,C,"Spécialité laitière sucrée sur lit à la mangue-passion, aromatisée",,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']","['E14XX - Amidons modifiés', 'E440 - Pectines']",4,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,['Lait'],,,,
1751,Calendrier Toblerone,7622210598837,['Toblerone'],['France'],[],[],?,520,2176 kj(520 kcal),29,17,59,57,"5,9","0,18","0,072",,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,29 g,en quantité élevée,17 g,en quantité élevée,57 g,en quantité élevée,0.18 g,en faible quantité,,+3%,+1%,-1%,-3%,+5%,+10%,-1%,-6%,-6%,26,+4%,E,+4%,,,,,,,,,,,,,,,,,,,,,,
1752,Gallia calisma,3041091461292,['Gallia'],['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments pour bébé', 'Laits pour bébé']",,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,,,,,,,
1753,Belvita,7622210798992,['Belvita'],['France'],"['Céréales 39 % ', 'farine de blé 21 %', 'céréales complètes 16 % ', 'sarrasin complet concassé 6 %', ""gruau d'avoine 6 %"", ""farine complète d'orge 1 %"", ""farine complète d'épeautre "", 'blé', ' 1 %', ""flocons d'avoine 1 %"", 'farine complète de blé 1 %', 'farine de riz 2 %', 'farine de blé malté 0,1 %', 'sucre', 'huile de colza', 'amidon modifié', 'inuline', 'isomaltulose', 'humectant ', 'glycérol', 'amidon de mais', 'cacao maigre en poudre 2 %', 'huile de palme', 'mineraux ', 'carbonate de calcium', 'carbonate de magnésium', 'fer élémentaire', 'émulsifiant ', 'lécithines de soja', 'agent de charge ', 'maltitol', 'sel', 'poudre à lever ', 'carbonates de sodium', 'gluten de blé', 'dextrose', 'arômes']",['Huile de palme'],?,408,1707 kj(408 kcal),15,2,62,22,"5,3","0,59","0,236",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,15 g,en quantité modérée,2 g,en quantité modérée,22 g,en quantité élevée,0.59 g,en quantité modérée,,-14%,-14%,-28%,-80%,-3%,-25%,-18%,+0%,+0%,12,-39%,D,-39%,D,,['Sachet'],,,"['E14XX - Amidons modifiés', 'E422 - Glycérol', 'E322i - Lécithine', 'E965 - Maltitol', 'E500 - Carbonates de sodium']",4,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,"['Gluten', 'Soja']",,,['Huile de palme'],
1754,GALLIA CALISMA BIO 1er âge 800g de 0 à 6 mois - 800g,3041091478122,"['Gallia', 'Laboratoire gallia', 'Calisma']",['France'],"['Lactosérum déminéralisé* ', 'LAIT', ' - Huiles végétales* ', 'palme', 'coprah', 'colza', 'tournesol', ' - Lactose* ', 'LAIT', ' - Lait écrémé* ', 'LAIT', ' - Galacto-oligosaccharides* ', 'LAIT', ' - Protéines de lactosérum* ', 'LAIT', ' - Emulsifiant : lécithine de soja* ', 'SOJA', ' - Huile de poisson ', 'POISSON', ' - Fructo-oligosaccharides - Mortierella alpina - Chlorure de choline - Inositol - L-Carnitine - Vitamines ', 'A', 'B1', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'C', 'D3', 'E', 'K1', ' - Minéraux ', ""sels de calcium de l'acide orthophosphorique"", 'citrate de potassium', 'chlorures de sodium', 'de magnésium et de potassium', 'hydroxyde de potassium', 'sulfates de fer', 'de cuivre', 'de zinc et de manganèse', 'iodure de potassium', 'sélénite de sodium', "" *Ingrédients issus de l'Agriculture Biologique""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",2086,498,2086 kj(498 kcal),"25,4","10,7","56,6","54,7",10,0,0,800 g,"['Aliments pour bébé', 'Laits pour bébé']","['Bio', 'Bio européen', 'DE-ÖKO-001', 'AB Agriculture Biologique']",,,,,,,,,+127%,+114%,+121%,+156%,+229%,+113%,+218%,+109%,-100%,-100%,,,,,B,Lait pour nourrissons en poudre.,,,,"['E322i - Lécithine', 'E1001 - Sels et esters de choline']",4,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,,,"['Poisson', 'Lait', 'Soja']",,,['Huile de palme'],
1755,Épeautre Soufflé au Miel,26085579,,['France'],[],[],?,378,1582 kj(378 kcal),"3,4","0,5","78,4","24,3","8,5","0,03","0,012",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'DE-ÖKO-001', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Déodorant roll-on 24H HOMME - Weleda - 50ml,3401360104624,['Weleda'],['France'],[],[],?,?,,?,,?,,?,,,50 ml,"['Non alimentaire', 'Open Beauty Facts']","['Bio', 'Bio Suisse']",,,,,,,,,,,,,,,,,,,,,,,,,,['Suisse D-73525 Schwäbisch Gmünd'],,,,,,,,,,,,,['Satoriz'],,,,,
1757,Velouté 5 légumes - liebig - 75cl,3036811460327,['Liebig'],['France'],"['Eau', 'carotte 27%', 'poireau 9,5%', 'oignon 5%', 'pomme de terre 5', '7%', 'purée de tomates 2,1%', 'potiron', 'céleri-rave', 'beurre de cuisine', 'crème fraîche', 'sel', 'extrait naturel de poivre', ' Teneur totale en léqumes: 54%', ' Peut contenir des traces de blé ', 'gluten', ' et œuf']",['Non végétalien'],?,?,,?,,?,,?,,,75cl,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,,,,,,,,,,,,,,,,,,,,A,,['2x 75cl bouteille'],['84275 vedene'],,,3,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,['Leclerc'],"['Céleri', 'Lait']",,,,
1758,Pomme Mangue Chia,3760247832150,,['France'],[],[],?,54,226 kj(54 kcal),"0,6","0,1","11,1",10,"0,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Miel crémeux de nos terroirs - Les Ruchers du Soleil,3088541006689,['Les Ruchers du Soleil'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Huile Fruit d'or Bio,3265470035908,,['France'],[],[],?,900,3766 kj(900 kcal),100,"9,4",0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']","['Bio', 'Nutriscore', 'Nutriscore C']",100 g,en quantité élevée,9.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+4%,+5%,+4%,-38%,-100%,-100%,-100%,-100%,-100%,10,+29%,C,+29%,,,,,,,,,,,,,,,,,,,,,,
1761,Miel d'acacia liquide - Monoprix,3350033676169,"['Monoprix', 'Monoprix Bio']",['France'],[],[],?,?,,?,,?,,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Monoprix'],,,,,
1762,Poêlée à la Parisienne Bio - Paysan Breton - 600g,3184034282230,['Paysan Breton'],['France'],"['Haricots verts 40%', 'pommes de terre préfrites 23,8% ', 'pommes de terre* 22,8%', 'huile de tournesol*', 'carottes 20%', 'champignons 10%', 'oignons 5%', ""huile d'olive vierge extra"", 'persil', 'sel', 'ail', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",272,65,272 kj(65 kcal),"1,7","0,2","8,9","2,6",2,"0,37","0,148",600 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Plats préparés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Poêlées', 'Mélanges de légumes surgelés', '100\xa0% légumes', 'Bio']","['Bio', 'Bio européen', 'Fruits et Légumes de France', 'AB Agriculture Biologique', 'FR-BIO-01']",1.7 g,en faible quantité,0.2 g,en faible quantité,2.6 g,en faible quantité,0.37 g,en quantité modérée,+67%,+67%,+67%,+211%,+130%,+82%,+23%,+5%,+481%,+481%,-8,,A,,,"Mélange de légumes de pommes de terres préfrites, assaisonné, issu de l'agriculture biologique, surgelé","['Sachet', 'Surgelé', 'Portionnable']","['Loudéac', 'Bretagne', 'France']","['EMB 22136U', ""Loudéac (Côtes-d'Armor, France)""]",,3,,,,,,,,['France'],,,,,,,
1763,Filets de colin d'alaska - 100g,3664335050122,,['France'],[],[],?,208,870 kj(208 kcal),"8,6","0,9",20,1,12,"0,61","0,244",100 g,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']","['Pêche durable', 'Pêche durable MSC']",8.6 g,en quantité modérée,0.9 g,en faible quantité,1 g,en faible quantité,0.61 g,en quantité modérée,,+62%,+64%,+103%,+63%,+189%,+57%,-16%,+12%,+12%,-1,,A,,,,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)', 'MSC-C-50004']",,,,,,,,,,,,,,,,,
1764,"Spécialité laitière sucrée, aromatisée - Yoplait - 1000g",3329770065420,"['Yoplait', 'Perle de lait non blanc']",['France'],"['LAIT écrémé - CREME - Sucre 9', '5% - Eau - Amidon transformé de riz et de manioc - Poudre de LAIT écrémé - Arôme - Jus de citron - Gousses de vanille épuisées - Colorant : Caroténoïdes - Ferments lactiques ', 'LAIT', ""\rDécor : Ecorces de vanille\rLAIT d'origine France""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",547,131,547 kj(131 kcal),"7,1","4,8","13,4","11,7","2,5","0,1","0,04",1000 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']",['Lait Français'],7.1 g,en quantité modérée,4.8 g,en quantité modérée,11.7 g,en quantité modérée,0.1 g,en faible quantité,+45%,+35%,+35%,+102%,+113%,+13%,+5%,-35%,-7%,-7%,6,+123%,C,+123%,,"Spécialité laitière sucrée, aromatisée","['Pot en plastique', 'Etui en carton']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']","['E14XX - Amidons modifiés', 'E160 - Caroténoïdes']",4,,,,,,,,['France'],,,['Lait'],,,,
1765,Tropico tropical,5449000281555,['Tropico'],['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,4","8,4",0,0,0,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Comté - Entremont - 300g,3123930652570,['Entremont'],['France'],"['lait cru', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,410,1715 kj(410 kcal),34,22,"0,5","0,4",26,"0,8","0,32",300 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['IGP'],34 g,en quantité élevée,22 g,en quantité élevée,0.4 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-2%,-2%,-3%,+8%,+49%,-3%,-5%,-5%,13,0%,D,0%,C,,['Plastique'],['massif jurassien'],,,3,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['France'],,['Carrefour'],['Lait'],,,,
1767,Ketchup - Casino Bio - 340g,3222477359246,"['Casino Bio', 'Casino']",['France'],"[""purée de tomates* 66% - sucre de canne* - vinaigre d'alcool* - eau - sel marin non traité - amidon natif de riz* - épices clou de girofle* - noix de muscade* - cannelle* - poivre"", ' - herbes aromatiques* ', 'persil - thym', ' Traces de céleri', 'lait et moutarde', ' ""issus de l\'agriculture biologique']",[],505,119,505 kj(119 kcal),0,0,28,26,"1,1","2,2","0,88",340 g,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",0 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,2.2 g,en quantité élevée,+18%,+12%,+15%,-100%,-100%,+23%,+33%,-15%,+11%,+11%,12,-1%,D,-1%,B,,"['Flacon', 'Plastique']",,"['EMB 84029A', 'Camaret-sur-Aigues (Vaucluse, France)']",,3,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,['Casino'],,,,,
1768,Coppa - Lidl - 100g,4056489136361,"['Lidl', 'Saint Alby']",['France'],[],[],1105,265,1105 kj(265 kcal),17,"6,9",1,"0,5",27,"4,9","1,96",100 g,"['Viandes', 'Charcuteries', 'Coppa']","['Nutriscore', 'Nutriscore E']",17 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,4.9 g,en quantité élevée,-6%,-12%,-11%,-17%,-12%,+63%,+54%,+2%,+10%,+10%,19,-6%,E,-6%,E,Charcuterie,['Emballage plastique'],,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,
1769,Porto Cruz,3147699118351,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
