,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,generic_name,ingredients_origins,manufacturing,markets,link,palm_ingredients,traceability_code,brand_owner
1808,Chocolate con leche Bilbao - Tantoguste,8435265922798,['France'],"['Sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'pâte de noisettes', 'émulsifiant ', 'lécithine de tournesol', 'arôme ', 'vanilline', ' Cacao: 30% minimum', ' Traces de noix et soja']","['Sans huile de palme', 'Non végétalien']",?,543,2272 kj(543 kcal),33,19,54,53,"7,5","0,2","0,08",E,['Tantoguste'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['E322i - Lécithine'],,4,33 g,en quantité élevée,19 g,en quantité élevée,53 g,en quantité élevée,0.2 g,en faible quantité,,-2%,-2%,-4%,-3%,+4%,+8%,+5%,-14%,-14%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['en:gluten-free'],,,,,,,,,,
1809,Bonbon Perlas,8435265957509,['France'],[],[],?,393,1644 kj(393 kcal),"0,5",0,97,77,0,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Chocolat au lait - Tantoguste,8435265963807,['France'],"['Sucre', 'beurre de cacao', 'lait en poudre : 19%', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' Cacao : 33% minimum', "" Peut contenir des traces d'amandes"", 'de noisettes et de cacahuètes', ' Sans alcohol']",['Non végétalien'],?,545,2280 kj(545 kcal),32,20,56,55,"6,8","0,2","0,08",E,['Tantoguste'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['E322i - Lécithine'],,4,32 g,en quantité élevée,20 g,en quantité élevée,55 g,en quantité élevée,0.2 g,en faible quantité,,-1%,-1%,-7%,+2%,+8%,+12%,-5%,-14%,-14%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
1811,Turrón de Cacahuete - Duro - Tantoguste,8435265969427,['France'],"['Arachides grillées ', '60%', 'sucre liquide inverti', 'sucre', 'pain azyme ', 'fécule de pomme de terre', 'huile végétale de tournesol', "" blanc d'oeuf"", ' Traces de noix']","['Sans huile de palme', 'Non végétalien']",?,505,2113 kj(505 kcal),29,5,44,29,11,"0,02","0,008",E,['Tantoguste'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['Œufs'],4,29 g,en quantité élevée,5 g,en quantité modérée,29 g,en quantité élevée,0.02 g,en faible quantité,,-3%,-4%,-7%,-5%,-3%,-24%,-8%,-69%,-69%,15,-9%,D,-9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1812,Turron de cacahuète blando - Tantoguste,8435265969434,['France'],[],[],?,506,2117 kj(506 kcal),29,5,44,44,16,"0,02","0,008",E,['Tantoguste'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,,,29 g,en quantité élevée,5 g,en quantité modérée,44 g,en quantité élevée,0.02 g,en faible quantité,,-3%,-3%,-7%,-5%,-3%,+15%,+33%,-69%,-69%,19,+15%,E,+15%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1813,Chocolat au lait - Tantoguste,8435265977880,['France'],"['Sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'pâte de noisettes', 'émulsifiant ', 'lécithine de tournesol', 'arôme ', 'vanille', ' Cacao: 30% minimum', ' Traces de noix et soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,543,2272 kj(543 kcal),33,19,54,53,"7,5","0,2","0,08",E,['Tantoguste'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['E322i - Lécithine'],,4,33 g,en quantité élevée,19 g,en quantité élevée,53 g,en quantité élevée,0.2 g,en faible quantité,,-2%,-2%,-4%,-3%,+4%,+8%,+5%,-14%,-14%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
1814,Biscuits,8435265983720,['France'],[],[],?,506,2117 kj(506 kcal),"23,4","11,7","68,5","36,2","5,2","0,27","0,108",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,23.4 g,en quantité élevée,11.7 g,en quantité élevée,36.2 g,en quantité élevée,0.27 g,en faible quantité,,+7%,+6%,+12%,+16%,+7%,+23%,-20%,-54%,-54%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,
1815,Organic Whole Almond With Dark Chocolate And Coconut - Bioterra,8435288900698,['France'],"['Chocolat minimum cocoa', 'canne à sucre*', 'beurre de cacao*et émulsifiait ', 'lécithine de vainille*', 'AMANDE* ', '30%', ' coco gomme arabique', 'saccharose*', 'miel* et éthanol*', ' ', '*', ""Biologique Peut contenir des traces d'autres FRUITS À COQUE"", ' SANS GLUTEN Sac sous atmosphère protectrice']",[],?,592,2477 kj(592 kcal),40,"21,7","46,3","30,3","10,5","0,12","0,048",,['Bioterra'],,['E322i - Lécithine'],"['Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,
1816,"Asperges Blanches Moyennes Viter, Bocal De",8435307401496,['France'],[],[],?,16,67 kj(16 kcal),0,0,"2,5","1,7",1,"0,9","0,36",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges blanches en conserve']",,,,0 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,0.9 g,en quantité modérée,,-11%,-6%,-100%,-100%,+34%,+29%,-26%,+11%,+11%,-2,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,,,,
1817,Pimientos del piquillo enteros - Auchan,8435307401878,['France'],[],[],?,37,155 kj(37 kcal),0,0,"7,2","5,8","1,2","0,7","0,28",,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1818,Xoc&chic,8435311400362,"['France', 'États-Unis']","['Cocoa liquor ', '47', '9%', 'sugar', 'cocoa butter ', '10', '4%', 'emulsifier ', 'soy lecithin', ' and flavor ', 'natural vanilla']",[],?,549,2297 kj(549 kcal),"36,57","22,4",45,"41,29","5,69","0,02","0,008",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",['E322i - Lécithine'],['Soja'],4,36.6 g,en quantité élevée,22.4 g,en quantité élevée,41.3 g,en quantité élevée,0.02 g,en faible quantité,,+6%,+5%,+20%,+36%,-16%,-12%,-7%,-90%,-90%,20,-18%,E,-18%,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,XOC & CHIC
1819,Altramuces Kelia 850GR -,8435315620049,['France'],[],[],?,142,594 kj(142 kcal),"5,5",1,"8,6",0,"13,2","3,1","1,24",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",,,,5.5 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,3.1 g,en quantité élevée,,+33%,+31%,+104%,+146%,+117%,-100%,+11%,-5%,-5%,11,+61%,D,+61%,,,,,,,,,,,,,,,,,,
1820,Hello Kitty - 14g,8435319703731,['France'],"['Dextrose', 'sirop de glucose', 'antimottant E470b', 'acidifiant : E330', 'maltodextrine', 'arômes', 'colorant naturel E162']",[],?,?,,?,,?,,?,,,E,['Hello Kitty'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['E330 - Acide citrique', 'E162 - Rouge de betterave']",,4,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,14 g,"['Plastique', 'Sanrio', 'Hots shots']",Bonbons dextrose fraise,,,['Noz'],,,,
1821,Candy spray - Minnion,8435319707050,['France'],"['eau', 'édulcorants ', 'sorbitol ', ' acésulfame-K ', ' sucralose ', 'saccharine ', 'arôme', 'acidifiant ', 'acide citrique ', ' conservateurs ', 'E202 ', ' E211', 'colorant ', 'E133']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,66,276 kj(66 kcal),0,0,16,0,0,"0,04","0,016",,['Minnion'],"['Boissons', 'Boissons édulcorées']","['E420 - Sorbitol', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E954 - Saccharine et ses sels', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.04 g,en faible quantité,,+340%,+368%,-100%,-100%,+495%,-100%,-100%,+15%,+15%,10,+132%,E,+132%,,,,,,,,,,,,,,,,,,
1822,Pjmasks mini cookies - Maxies,8435319707210,['France'],"['harina de trigo', 'azücar', 'aceite vegetal: girasol alto oleico ', 'contiene antioxidantes: E306 y E304', 'cacao desgrasado en polvo ', '3,7%', 'dextrosat fibra vegetal: guisante', 'gasificantes: carbonato écido de amonio', 'carbonato écido de sodio', ' sal', 'aroma', 'emulgente: lecitina de soja', ' Puede contener trazas de granos de sésamo y trazas de leche y sus derivados', ' ', 'PT', ' BISCOITO COM CACAU', ' INGREDIENTES: farinha de trigo', 'açücar', 'vegetal: girassol ', 'contém antioxidantes: E306 e 804', 'cacau magro em pé ', '3,7%', 'dextrose', 'fibra vegetat: ervilha', 'levedantes: bicarbonato de aménio', 'bicarbonato de sédio', ' sal', 'aromat emulsionante: lecitina de soja', ' Pode conter restos de sementes de gergelim e de derivados de leite', ' ', 'IT', ' BISCOTTO AL CACAO', ' INGREDIENTI: farina di grano', 'zucchero', 'vegetale: girasole ', 'contiene antiossidanti: E306 e E304', 'cacao magro in polvere ', '3,7%', 'destrosio', 'fibra vegetale: pisello', 'agenti lievitanti: bicarbonato di ammonio', 'bicarbonato di sodio', ' sale', 'aroma', 'emulsionante: lecitina di soia« Può contenere tracce di semi di sesamo e di derivati del latte']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,448,1874 kj(448 kcal),"14,8","1,7","70,4","26,5","6,7","0,63","0,252",,['Maxies'],,"['E306 - Extrait riche en tocophérols', 'E304 - Acide palmityle-6-L-ascorbique']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', '100% végétal']",,,,,,,,"[""E304 - Palmitate d'ascorbyle""]",,
1823,Bouillon de poulet - Dona Carmen - 80g (16capsules de 5g),8435336214029,['France'],"['Sel', 'fécule de mais', 'exhausteur de goût ', 'glutamate monosodique', 'sucre', 'graisses végétales partiellement hydrogénées palme', 'protéines végétales de soja', 'extrait de levure', 'graisse de poulet ', '1,5%', 'viande de poulet ', '1,2%', 'arôme de poulet', 'légumes ', 'oignon', 'ail', 'persil', 'colorants naturels ', 'E160d', 'E160c', 'épices ', 'curcuma', 'anti-agglomérant ', 'E551', ' et colorant ', 'E171']","['Non végétalien', 'Non végétarien']",836,199,836 kj(199 kcal),"6,68","3,51","28,03","10,07","6,6","50,26","20,104",,['Dona Carmen'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160d - Lycopène', 'E160c - Extrait de paprika', 'E551 - Dioxyde de silicium', 'E171 - Oxyde de titane']",['Soja'],4,,,,,,,,,+16%,+24%,+20%,+18%,+36%,+37%,+79%,+26%,+103%,+103%,,,,,,,,,,,,,80 g (16 capsules de 5 g),"['Boite carton', 'Capsules compatibles Dolce Gusto']",,,,['Géant'],,,,
1824,Infusión frutos bosque,8435336273194,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produit'],,,,,,,,
1825,Barritas con avena,8435351499562,['France'],[],[],?,470,1966 kj(470 kcal),19,"3,4",60,22,"9,7","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Artichauts entiers marinés,8435352810311,['France'],[],[],?,129,540 kj(129 kcal),12,"1,85","5,4","1,21","1,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Coeurs de romaine,8435363501659,['France'],[],[],?,19,79 kj(19 kcal),"0,56","0,5","1,78","1,06","1,23","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Papa Fritas Onduladas,8435382800344,['France'],[],[],?,569,2381 kj(569 kcal),"36,9","4,7","44,1",1,"6,7","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Yogurt griego - Hyperdino,8435382802041,['France'],[],[],?,591,2473 kj(591 kcal),8,"5,2","13,5","13,5","3,9","0,125","0,05",,"['Hyperdino', 'Hyperduni']",,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
1830,Kokot -  - 500kg,8435388900000,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500kg,['Produit'],,,,,,,,
1831,Zumosol Zumo De Manzana Exprimida,8435425100288,['France'],[],[],?,46,192 kj(46 kcal),"0,05",0,"11,4","11,4","0,05","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Zumosol Zumo De Piña Exprimida,8435425100363,['France'],[],[],?,51,213 kj(51 kcal),"0,1",0,"12,1","12,1","0,4","0,002","0,001",D,['Zumosol'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,,0.1 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0.002 g,en faible quantité,,+4%,+3%,-45%,-100%,+3%,+8%,+13%,-70%,-70%,7,+36%,D,+36%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1833,Zumosol orange,8435425101018,['France'],[],[],?,43,180 kj(43 kcal),"0,1",0,"9,4","9,4","0,6","0,001",0,,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Jus de pomme - Zumosol,8435425101070,['France'],[],[],?,46,192 kj(46 kcal),"0,05",0,"11,4","11,4","0,05","0,001",0,C,['Zumosol'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,0.05 g,en faible quantité,0 g,en faible quantité,11.4 g,en quantité élevée,0.001 g,en faible quantité,,0%,+1%,-70%,-100%,+5%,+11%,-77%,-91%,-91%,5,+21%,C,+21%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,
1835,Peche et raisin - Zumosol,8435425101162,['France'],[],[],?,53,222 kj(53 kcal),"0,1",0,"11,9","11,9","0,8","0,002","0,001",,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Zumosol - 750ml,8435425102206,"['France', 'Espagne']",[],[],?,63,264 kj(63 kcal),"0,1",0,"14,9","14,7","0,4","0,002","0,001",D,['Zumosol'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,,,0.1 g,en faible quantité,0 g,en faible quantité,14.7 g,en quantité élevée,0.002 g,en faible quantité,,+31%,+32%,-43%,-100%,+35%,+41%,+2%,-78%,-78%,9,+102%,D,+102%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,750 ml,['Botella-de-plastico'],Zumo de frutas,,,,,,,
1837,Veggie Verd Depuratiu De Espinajas,8435425103555,['France'],[],[],?,44,184 kj(44 kcal),"0,1",0,"9,9","9,6","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Zumo de melocotón - Zumosol,8435425103814,['France'],[],[],?,54,226 kj(54 kcal),"0,1",0,"12,5","11,9","0,3","0,004","0,002",,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Jus de tomate - Zumosol,8435425103838,['France'],[],[],?,30,126 kj(30 kcal),0,0,5,"4,6","0,9","0,8","0,32",,['Zumosol'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,,,0 g,en faible quantité,0 g,en faible quantité,4.6 g,en quantité modérée,0.8 g,en quantité élevée,,+50%,+54%,-100%,-100%,+36%,+43%,+20%,+89%,+89%,2,,C,,,,,,,,,,,,,,,,,,,
1840,"Juix. Fruta y verdura. Calabaza, melocotón... - 300ml",8435425105191,"['France', 'Espagne']",[],[],?,42,176 kj(42 kcal),"0,1",0,"9,7","9,3","0,3","0,1","0,04",,['Juix'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,,,0.1 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0.1 g,en faible quantité,,-9%,-8%,-42%,-100%,-8%,-4%,-22%,+609%,+609%,13,+136%,E,+136%,,,,,,,,,300ml,,,,,,,,,
1841,Meyveden - Zumosol,8435425107300,['France'],[],[],?,57,238 kj(57 kcal),"0,1",0,"13,5",13,"0,3","0,005","0,002",,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Jus de mangue,8435425107331,['France'],[],[],?,57,238 kj(57 kcal),"0,1",0,"13,5",13,"0,03","0,005","0,002",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de mangue']",,,,0.1 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.005 g,en faible quantité,,+16%,+16%,0%,-100%,+9%,+24%,-83%,-41%,-41%,7,+50%,D,+50%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1843,Zumo de naranja ecológico - Zumosol,8435425108246,['France'],['Organic orange juice IOO% SOUEEZED ORGANIC ORANGE JUICE'],[],?,43,180 kj(43 kcal),"0,1",0,"9,4","9,4","0,6","0,001",0,,['Zumosol'],['Boissons'],,,,0.1 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité élevée,0.001 g,en faible quantité,,-23%,-25%,-71%,-100%,-17%,-0%,+21%,-98%,-98%,13,+70%,E,+70%,,,,,,,,['Bio'],,,,,,,,,,
1844,Antiox - Zumosol,8435425108253,['France'],[],[],?,63,264 kj(63 kcal),"0,1",0,"14,9","14,9","0,5","0,002","0,001",,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Veggiez - Zumosol,8435425108604,['France'],[],[],?,42,176 kj(42 kcal),"0,1",0,"9,7","9,3","0,3","0,01","0,004",,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Zumosol,8435425108895,"['France', 'Espagne']",[],[],?,51,213 kj(51 kcal),"0,1",0,"12,1","12,1","0,4","0,002","0,001",D,['Zumosol'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,,0.1 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0.002 g,en faible quantité,,+4%,+3%,-45%,-100%,+3%,+8%,+13%,-70%,-70%,7,+36%,D,+36%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1847,BIOLOGICO ARANCIA - Zumosol,8435425109137,"['France', 'Italie']",[],[],?,43,180 kj(43 kcal),"0,1",0,"9,4","9,4","0,6","0,001",0,,['Zumosol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1848,Galletas Concha,8435474301537,['France'],[],[],?,509,2130 kj(509 kcal),26,"17,4","61,5","31,4","5,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Galletas lauburu,8435474308673,['France'],[],[],?,509,2130 kj(509 kcal),26,17,31,31,"5,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Biscuit de noel - Valette,8435474308970,['France'],"[""BISCUIT DE NOEI Eiscuit au beurre en torme d'étoile Inarédients Farin» de blé beurre 2504 sucres ut"", 'sel', 'Trêces ""ventuelt$ de oeufs', 'fruits à coque', 'se sésame', 'sulfites', ' Piscuit With butter tngredients: Wheat acur', ' butter 2504', 'suqar', ""Illk salt MO' contain of"", ' eggs', 'nuts', 'sesame', 'va and sulfites']",[],?,519,2171 kj(519 kcal),28,17,61,29,"5,7","1,5","0,6",,['Valette'],,,"['Œufs', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Delicias de chocolate,8435474312380,['France'],[],[],?,504,2109 kj(504 kcal),27,17,61,54,"1,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Soy Luna - Disney,8435477900218,['France'],[],[],?,540,2259 kj(540 kcal),?,19,?,59,5,"0,2","0,08",,['Disney'],['Produits sous license'],,,,,,19 g,en quantité élevée,59 g,en quantité élevée,0.2 g,en faible quantité,,+42%,+44%,,+166%,,+65%,+15%,-13%,-13%,,,,,,,,,,,,,,,,,,,,,,
1853,Calendrier de l'Avent - Universal - 140g ?,8435477901192,['France'],[],[],?,543,2272 kj(543 kcal),"32,5","18,8","54,1","48,3","8,4","0,4","0,16",E,['Universal'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', ""Calendriers de l'avent"", 'Produits sous license']",,,,32.5 g,en quantité élevée,18.8 g,en quantité élevée,48.3 g,en quantité élevée,0.4 g,en quantité modérée,,+43%,+45%,+141%,+163%,0%,+35%,+93%,+73%,+73%,27,+78%,E,+78%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Point Vert', 'Triman']",140 g ?,['Carton'],,,,,,,,
1854,Oeuf Pokemon,8435477901741,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Oeuf chocolat,8435477901963,['France'],[],[],?,540,2259 kj(540 kcal),31,19,60,59,5,"0,2","0,08",,,"['Aliments de Pâques', 'Œufs de Pâques']",,,,31 g,en quantité élevée,19 g,en quantité élevée,59 g,en quantité élevée,0.2 g,en faible quantité,,-2%,-2%,-8%,-5%,+12%,+13%,-25%,-1%,-1%,26,-0%,E,-0%,,,,,,,,,,,,,,,,,,
1856,Paw patrol boy,8435477902021,['France'],[],[],?,540,2259 kj(540 kcal),31,19,60,59,5,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Flocon d'avoine Chocolat,8435483500051,['France'],[],[],?,377,1577 kj(377 kcal),"8,2","1,1",58,"1,1",13,"0,1","0,04",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,,,8.2 g,en quantité modérée,1.1 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,,+2%,+2%,+16%,-12%,-2%,-33%,+6%,+226%,+226%,0,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,,
1858,Whey plus,8435483500884,['France'],[],[],?,413,1728 kj(413 kcal),"7,6","5,3","7,1","5,1",79,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Sirop caramel,8435483501713,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,
1860,Sirop fraise,8435483501737,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,
1861,Sauce barbecue,8435483501768,['France'],[],[],?,3,13 kj(3 kcal),0,0,0,0,0,"1,9","0,76",B,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.9 g,en quantité élevée,,-98%,-98%,-100%,-100%,-100%,-100%,-100%,-6%,-6%,8,-45%,C,-45%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,
1862,OAT FLOUR,8435483501874,['France'],[],[],?,376,1573 kj(376 kcal),8,1,"58,1",1,"12,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
