,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,packaging,allergens,nova_score,manufacturing,generic_name,additives,brand_owner,link
1836,Rhum Blanc Agricole MARTINIQUE,3322177705012,,['France'],[],[],?,?,,?,,?,,?,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,
1837,Lait entier - La Vie Claire,17768809,['La Vie Claire'],['France'],[],[],?,64,268 kj(64 kcal),"3,6","2,3","4,8","4,8","3,15","0,1","0,04",,"['FR 54.452.001 CE', 'Reillon (Meurthe-et-Moselle, France)']",['Bio'],D,"['Produits laitiers', 'Laits', 'Laits entiers']",3.6 g,en quantité modérée,2.3 g,en quantité modérée,4.8 g,en faible quantité,0.1 g,en faible quantité,,-3%,-4%,-3%,-3%,+0%,+1%,-5%,-15%,-15%,2,+27%,B,+27%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['La Vie Claire'],,,,,,,,,
1838,Pâte à tartiner bio - Lucien Georgelin,15388162,['Lucien Georgelin'],['France'],[],['Sans huile de palme'],?,563,2356 kj(563 kcal),35,17,50,49,12,"0,14","0,056",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'en:palm-oil-free']",C,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",35 g,en quantité élevée,17 g,en quantité élevée,49 g,en quantité élevée,0.14 g,en faible quantité,,+3%,+2%,+3%,+121%,-3%,+3%,+76%,+36%,+36%,27,+30%,E,+30%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,
1839,Poitrine entière,0209804028214,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Chorizo de sanglier - Palais Des Mets,3760089334003,['Palais Des Mets'],['France'],[],[],?,489,2046 kj(489 kcal),"43,4","17,2","0,7","0,6","25,9","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Seigneurie,5218021030967,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Knabber Nossi Maxi - 25g,9002600760798,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück']",,,,,,,
1843,Pâte de curry Tikka Massala - Patak's - 165g,3229820799063,"[""Patak's""]",['France'],[],[],?,?,,?,,?,,?,0,0,165 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Dessert brassé au bifidus - 2x 125g,0002000003180,,['France'],[],[],?,105.5,441 kj(105 kcal),"1,8","0,2",18,"14,6","3,9",0,0,2 x 125 g,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Bresi-boeuf séché fumé au Tuyé,2284496043231,,['France'],[],[],?,203,849 kj(203 kcal),"5,5","1,4","0,6","0,3","37,4","3,95","1,58",,"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Escalope de Poulet,2447040020731,,['France'],[],[],?,106,444 kj(106 kcal),1,0,"0,2",0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Épaule de porcelet,2619006015239,,['France'],[],[],?,160,669 kj(160 kcal),"8,2","2,8",1,"0,5","21,5","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Donut - 4x 15g,0201361006568,,['France'],[],[],?,447,1870 kj(447 kcal),26,15,47,16,"5,4",1,"0,4",4 x 15 g,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",26 g,en quantité élevée,15 g,en quantité élevée,16 g,en quantité élevée,1 g,en quantité modérée,,+9%,+9%,+14%,+42%,+5%,-5%,-9%,+5%,+5%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1849,Galette Frangipane 32 cm boîte,2030500323529,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,12,?,0,0,,,,D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,12 g,en quantité modérée,0 g,en faible quantité,,-100%,-100%,,,,-7%,,-100%,-100%,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,
1850,Boudin noir,2477874022243,,['France'],[],[],?,274,1146 kj(274 kcal),25,9,"2,2","0,7",10,"1,5","0,6",,,"['Sans colorants', 'Bleu Blanc Cœur']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Orange Pekoe Tea,0068400443773,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Filet de poulet jaune fermier d'Auvergne Label Rouge,0210403040545,,['France'],[],[],?,?,,?,,?,,?,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",['Label Rouge'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1853,Adélis saveur vanille chocolat,0701197232037,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Noix - O'régal,3700056705818,"[""O'régal""]",['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,
1855,Mélange apéritif,3389350081042,,['France'],[],[],?,632,2644 kj(632 kcal),51,"6,3","8,8","2,3",29,"0,06","0,024",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-16']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Baba Durum,5900928082483,,['France'],[],[],?,308,1289 kj(308 kcal),"7,6",4,48,"2,3","9,3","1,2","0,48",,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Chewing-gum,45204654,,['France'],[],[],?,106,444 kj(106 kcal),"26,6",0,"26,6","26,6","0,005","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Strawberry lemonade - Minute Maid,0025000019708,['Minute Maid'],"['France', 'États-Unis']","['contains pure filtered water', 'high fructose corn syrup', 'lemon juice from concentrate', 'less than 1% of: strawberry juice from concentrate', 'natural flavors', 'citric acid ', 'provides tartness', 'sucralose', 'vegetable and fruit juice ', 'for color', 'modified cornstarch', 'glycerol ester of rosin', 'potassium citrate ', 'regulates tartness', ',']",[],?,33,138 kj(33 kcal),0,,"9,17","8,33",0,"0,02","0,008",,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",0 g,en faible quantité,,,8.33 g,en quantité élevée,0.02 g,en faible quantité,,+22%,+19%,-100%,,+35%,+26%,-100%,+44%,+44%,,,,,,,,,,,,,,,,4,,,"['E330 - Acide citrique', 'E955 - Sucralose']",The Minute Maid Company,
1859,Jambon cru - Citterio,8008410515314,['Citterio'],['France'],[],[],?,243,1017 kj(243 kcal),15,"5,3","0,5","0,5",27,"4,6","1,84",,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Galettes bouchées chair/fromage de chèvre,0208849018433,,['France'],[],[],?,217,908 kj(217 kcal),15,"4,9",12,"0,7","9,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
1861,Cuisse de poulet du perigord,2254408038907,,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1862,Magret de canard du sud ouest,2650811044151,,['France'],[],[],?,?,,?,,?,,?,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,
1863,Assortiment de Biscuit - Metro Chef,4337182017318,['Metro Chef'],['France'],[],[],?,521,2180 kj(521 kcal),"27,7",15,"60,2","30,7","6,3","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Marbré Chocolat,3175150230007,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Foie Gras D'Oie Entier -  - 230g,3113010141391,,['France'],"[""Foie gras d'oie"", 'sel', 'Armagnac', 'poivre', 'sucre', 'antioxydant : acide ascorbique ', 'E300', 'conservateur : nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,501,2096 kj(501 kcal),"50,8","21,8","3,1","2,7","7,8","0,54","0,216",230 g,"['EMB 46102C', 'Figeac (Lot, France)', 'FR 46.102.004 CE', 'Figeac (Lot, France)']",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras entiers', ""Foies gras d'oies""]",50.8 g,en quantité élevée,21.8 g,en quantité élevée,2.7 g,en faible quantité,0.54 g,en quantité modérée,,+9%,+9%,+10%,+15%,+42%,+90%,-2%,-57%,-57%,18,-11%,D,-11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,3,,,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,
1866,Café vert,3760192464949,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Beurre,3700342347845,,['France'],[],[],?,?,,?,,?,,?,,,,,,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,
1868,Le Foie Gras de Canard Entier du Perigord,3700509200488,,['France'],[],[],?,535,2238 kj(535 kcal),55,23,"0,5","0,5","7,6","1,7","0,68",,,['IGP'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",55 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,+1%,-1%,-79%,-62%,+1%,+42%,+42%,23,+11%,E,+11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,
1869,Snack apéro,3760300060117,,['France'],[],[],?,650,2720 kj(650 kcal),57,6,6,5,26,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Le P'tit Paul,0206983016339,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Château la canene,3423290198771,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['France'],,,,,,,,
1872,Espárragos blancos extra gruesos de Navarra -,8433329064613,,['France'],[],[],?,18,75 kj(18 kcal),"0,5",0,"2,2","1,9","1,2","0,88","0,352",,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",0.5 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0.88 g,en quantité modérée,,-5%,-3%,+101%,-100%,+13%,+62%,-18%,+11%,+11%,-2,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,,,
1873,Sirop de myrtilles,3770013144233,,['France'],[],[],?,?,,?,,?,60,?,0,0,,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de myrtille']",,,,,,,,,,,,,,,-14%,,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,
1874,Courge Tranche bio,2205592016202,,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Fraisier 6/8 parts,0205647116767,,['France'],[],[],?,262,1096 kj(262 kcal),16,"8,3",27,23,"3,3","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Sigir Sosis,4027394074413,,['France'],[],[],?,219,916 kj(219 kcal),"15,5","6,5",5,"0,5","14,8",3,"1,2",,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Bradants Genot,8715646005051,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Pouilly-Fuissé,3219850053778,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Magnesium marin vitamine b6,3535400023993,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Abricot sec,2600110043232,,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4","0,02","0,008",,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,-43%,-43%,6,+73%,C,+73%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,
1881,Sucre pétillant - Eric Bur,3144550011585,['Eric Bur'],['France'],[],[],?,298,1247 kj(298 kcal),6,3,"63,8",58,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Donuts chocolat,0207757016401,,['France'],[],[],?,441,1845 kj(441 kcal),28,13,41,16,"6,7","1,6","0,64",,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,,+2%,+2%,+8%,+3%,-4%,+2%,+4%,+54%,+54%,25,+16%,E,+16%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1883,Rillettes de Poulet Fermier à la Moutade d'Alsace,3760193331073,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
1884,Poelee mediteraneenne,2868075025520,,['France'],[],[],?,23,96 kj(23 kcal),"0,29","0,04","3,34","3,05","1,12","0,017","0,007",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Pain Complet,0203222005314,,['France'],[],[],?,289,1209 kj(289 kcal),"3,3","0,6",50,"2,5",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Glass Noodles - Sempio - 450g,8801005000048,['Sempio'],['France'],[],[],?,360,1506 kj(360 kcal),0,0,90,0,0,"0,03","0,012",450 g,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Organic baked seaweed crisps,0765667111000,,['France'],[],[],?,444,1858 kj(444 kcal),8,0,80,5,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Moutarde de piments d'Espelette a l'ancienne,3770004334117,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,
1889,Mayonnaise - Morvandelles,03308233,['Morvandelles'],['France'],[],[],?,673,2816 kj(673 kcal),73,"6,1","1,6","1,2","1,6","1,6","0,64",,,,D,"['Epicerie', 'Sauces', 'Mayonnaises']",73 g,en quantité élevée,6.1 g,en quantité élevée,1.2 g,en faible quantité,1.6 g,en quantité élevée,,+10%,+10%,+10%,-1%,-41%,-18%,+30%,+20%,+20%,21,+17%,E,+17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
1890,Godiva chocolats noirs,0031290729050,['Godiva'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Rillettes de saumon - Compagnie saumon,3276770247199,['Compagnie saumon'],['France'],[],[],1056,255,1056 kj(255 kcal),22,"4,4","0,9","0,5",13,"1,1","0,44",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon']",22 g,en quantité élevée,4.4 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,+14%,+16%,+15%,+28%,-9%,-59%,-45%,-4%,-4%,-4%,11,+25%,D,+25%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,
1892,Organic Chamomille Herbal Tea - 12g,0680275047377,,['France'],[],[],?,?,,?,,?,,?,,,12 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Echte Hollandse Peperkoek,8715646008052,,['France'],[],[],?,292,1222 kj(292 kcal),"0,4",0,"66,8","34,8","2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Green pea & chia seed,5060165540440,,['France'],[],[],?,482,2017 kj(482 kcal),"21,7","7,7","56,9","1,5","12,8","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Colacao,5604260000227,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Boulettes pur bœuf,2296008034446,,['France'],[],[],?,229,958 kj(229 kcal),"14,5",6,"0,1","0,1","24,8","1,6","0,64",,"['FR 81.181.001 CE', 'Montpinier (Tarn, France)', 'FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Coco Effilée (125 GR) - 125g,8018699020874,,['France'],[],[],?,278,1163 kj(278 kcal),"64,2","59,2","25,5","6,9","5,4","0,1","0,04",125 g,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Légumes d'antan saveurs des andes,3760278691191,,['France'],[],[],?,94.8,397 kj(94 kcal),"15,6","0,7",8,"4,9","1,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Olives vertes entières,5604253034925,,['France'],[],[],?,444,1858 kj(444 kcal),8,0,80,5,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Magret de canard - Guillaume Dunoy,0211846046576,['Guillaume Dunoy'],['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,"['FR 32.079.030 CE', ""Castelnau-d'Auzan (Gers, France)""]",,E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,
1901,Roquefort AOP petite cave - Gabriel Coulet - 144g,2488788023615,['Gabriel Coulet'],['France'],"['LAIT', 'sel', 'FERMENTS LACTIQUES', 'présure', 'pénicillium roqueforti']","['Sans huile de palme', 'Non végétalien']",1507,364,1507 kj(364 kcal),32,24,0,0,19,"3,5","1,4",144 g,"['FR 12.203.036 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']","['Point Vert', 'AOP']",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",32 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,-0%,-1%,-2%,+0%,+8%,-100%,-100%,-2%,-2%,-2%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,['France'],"['Film', 'Plastique']",['Lait'],3,"['Roquefort-sur-Soulzon', '12250', 'Aveyron', 'Occitanie', 'France']","Fromage au lait cru de brebis, 32% de MG sur produit fini",,,
1902,Huile d'argan traditionnelle extra vierge - Targanine - 250ml,6111248080090,['Targanine'],['France'],[],[],?,?,,?,,?,,?,,,250ml,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Huiles d'argan""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maroc'],,,,,,,,
1903,Yaourt aromatisé au lait de brebis -,3770014610010,,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Macher Mixed Cereal Bread 500g,4001353001733,,['France'],[],[],?,831,3477 kj(831 kcal),"2,6","0,4","32,5","2,2",6,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Rillettes au foie de canard - Le domaine de voisin,3770009732055,['Le domaine de voisin'],['France'],[],[],?,459,1920 kj(459 kcal),46,16,"0,5","0,5",11,"1,3","0,52",,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",46 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+14%,+14%,+25%,+28%,-13%,+99%,-32%,-5%,-5%,20,+4%,E,+4%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
1906,Poulet fermier,2209347006524,,['France'],[],[],?,616,2577 kj(616 kcal),7,2,"0,5","0,5",21,"0,2","0,08",,,"['Viande Française', 'Label Rouge', 'Volaille-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Creme Oursin au dafran - 100g,3547130020838,,['France'],[],[],?,35,146 kj(35 kcal),"2,5",0,2,1,1,4,"1,6",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Vins blanc,3760028550044,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Miel de forêt - Les douceurs du rucher,3760167140076,['Les douceurs du rucher'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de forêt']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1910,L Attrap' Sauces - 250g,3770009503150,,['France'],[],[],?,?,,?,,?,,?,,,250 g,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Mélange mexicain,2600692019090,,['France'],[],[],?,533,2230 kj(533 kcal),34,"5,5",37,"4,2",17,17,"6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Galette des Rois,0202665045598,,['France'],[],[],?,?,,?,,?,,?,0,0,,,['Sans additifs'],D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,
1913,Tarte flan 6/8 parts,0216090032801,,['France'],[],[],?,233,975 kj(233 kcal),10,5,32,18,"3,6","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
