,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,saturated_acids_quantity,saturated_acids_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link
1731,Gnocchi légumes et sauce gorgonzola,3256228438287,['France'],[],[],?,147,"4,9",19,"5,7","0,59","0,236",615 kj(147 kcal),"2,3","5,6",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,,,4.9 g,en quantité modérée,5.6 g,en quantité modérée,0.59 g,en quantité modérée,,-12%,+258%,-43%,+367%,+36%,-48%,-48%,,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)']",3,-16%,C,-16%,B,2.3 g,en quantité modérée,-12%,+517%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,
1732,Panna cotta sur lit caramel,3263859661090,['France'],[],[],?,170,9,20,"2,3","0,11","0,044",711 kj(170 kcal),6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,97838722,97838722,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Jambon de Parid,2619000013941,['France'],[],[],?,124,"3,7","0,7",22,"1,9","0,76",519 kj(124 kcal),"1,8","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Gratin de Saint Jacques et fruits de mer,3287390062628,['France'],[],[],?,131,"7,3",6,"8,8","0,48","0,192",548 kj(131 kcal),4,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Pâte de foie tranche,2253134015879,['France'],[],[],?,420,41,3,"9,5","1,9","0,76",1757 kj(420 kcal),"16,5","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Gnocchetti sardi poissons legumes,3256228433855,['France'],[],[],?,118,"4,5",13,"5,6","0,7","0,28",494 kj(118 kcal),"2,9","3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Chutney de figues,0113760074793287,['France'],[],[],?,557,"0,5",30,"0,7","0,48","0,192",2330 kj(557 kcal),"0,1",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Knoblauch,20050252,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Chips ondulées à l’huile de tournesol,3256221577280,['France'],[],[],?,551,"1,78","1,58",35,"0,5","0,2",2305 kj(551 kcal),"0,33","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Viennoises de volaille,3353473150107,['France'],[],[],?,196,10,15,12,"1,4","0,56",820 kj(196 kcal),2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Ballottine de volaille,2470745016532,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,07228551,07228551,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Toastiligne,9782344041291,['France'],[],[],?,254,"4,5",39,11,"1,1","0,44",1063 kj(254 kcal),"1,2","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Mousse de saumon au fromage frais et au poivre du Népal,3389090021032,['France'],[],[],?,221.1,19,20,11,"1,3","0,52",925 kj(221 kcal),"8,4","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.079.002 CE', 'Landreau (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,,,
1746,Confis artisanaux cuisines en bassine de cuivre,3760124230482,['France'],[],[],?,243,"0,28","59,4","0,67",,,1017 kj(243 kcal),"0,02","59,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Pecorino,0273336025126,['France'],[],[],?,390,30,0,22,"1,3","0,52",1632 kj(390 kcal),20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Filet de canard,0293531038110,['France'],[],[],?,187,12,"0,5",19,"0,18","0,072",782 kj(187 kcal),"3,7","0,3",,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,
1749,Grande box Serpentini Bolo Balls,3240931546575,['France'],[],[],?,165,"4,8",23,"6,7","0,77","0,308",690 kj(165 kcal),"0,9","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Jalon mousse de boletus,8421251909157,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Poulet rôti,0202307036083,['France'],[],[],?,221,12,2,26,"0,23","0,092",925 kj(221 kcal),"4,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,5060199510105,5060199510105,['France'],[],[],?,?,?,?,?,,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94065', 'Rungis (Val-de-Marne, France)']",,,,,,,,,,,,,,,,,,,
1753,Confit de canard,3245361026093,['France'],[],[],?,362,"30,1","0,2","22,8","1,3","0,52",1515 kj(362 kcal),"10,4","0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Farine de blé noir,3394960000017,['France'],[],[],?,348,"2,2",68,11,,,1456 kj(348 kcal),"0,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Numero 8,73357592,['France'],[],[],?,593,47,"25,3","10,7",,,2481 kj(593 kcal),"28,5","20,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Allumettes de bacon,4056489370383,['France'],[],[],?,116,3,"1,2",21,"2,3","0,92",485 kj(116 kcal),"1,2",1,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,
1757,MOSCATO,0087752026892,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,"Vegane Rapsmargarine, Mit Omega-3-fettsäuren Ohne . ..",4260024180812,['France'],[],[],?,720,80,0,0,"0,3","0,12",3012 kj(720 kcal),18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Minis-oeufs,3421371528752,['France'],[],[],?,563,37,46,"7,5","6,06","2,424",2356 kj(563 kcal),16,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Onigiri Mentaiko,123186,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Moutarde aromatisée aux noix,3332290412902,['France'],[],[],?,166,12,"3,7",7,"6,6","2,64",695 kj(166 kcal),"0,8","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 60537', 'Ribécourt-Dreslincourt (Oise, France)']",,,,,,,,,,,,,,,,,,,
1762,Pur jus d’orange pressé,3700785011327,['France'],[],[],?,41,"0,1",10,"0,6",100,40,172 kj(41 kcal),"0,1",10,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,,0.1 g,en faible quantité,10 g,en quantité élevée,100 g,en quantité élevée,,-5%,-43%,+3%,+9%,-5%,+1124759%,+1124759%,,,13,+336%,E,+336%,D,0.1 g,en faible quantité,-5%,+289%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,
1763,Pomme,3661218204412,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EMB 48218A'],,,,,,,,,,,,,,,,,,,
1764,Breizh Bat,3561770001774,['France'],[],[],?,418,"12,5",72,"4,3","1,08","0,432",1749 kj(418 kcal),7,"47,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Mochi Gâteau Mou Cacahuète,3662317012946,['France'],[],[],?,380,"9,1","70,4","4,2","0,14","0,056",1590 kj(380 kcal),"3,4","51,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Nourriture pour poisson de 15 à 35 cm,4014162034373,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Emincés de kebab au poulet,3760245871915,['France'],[],[],?,174,"10,1","1,9","18,8","1,8","0,72",728 kj(174 kcal),"3,1","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Pruneaux d Agen denoyautes,03309575,['France'],[],[],?,250,"0,5",55,"1,4",,,1046 kj(250 kcal),"0,2",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Tricolor coins,5412865020102,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Tomates rondes,3760279111339,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Jus 1L stil ananas,6194001801071,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Pain pavé bio,0260627013122,['France'],[],[],?,278,"1,1","56,7",9,"1,83","0,732",1163 kj(278 kcal),"0,2","2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Jus stil 1L bnino,5194408801200,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,JP CHENET,3263288300737,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Chinois à la crème,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Oodles,0025675302426,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Rouleaux gouts fruits,3256228125767,['France'],[],[],?,347,"0,6",82,"2,9","0,25","0,1",1452 kj(347 kcal),"0,1",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Moutarde à l’ail des ours,3339331500017,['France'],[],[],?,118.5,9,"7,2","4,9","2,5",1,496 kj(118 kcal),"0,9","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Isolate whey protein,3608418932622,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Picogest,3551101547941,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Délice du castor,04638384,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Ramene sa fraise,3770019534038,['France'],[],[],?,178.5,"0,89","9,839","0,55",0,0,747 kj(178 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Confiture,01650273,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Pruneaux d’Agen,3434470439942,['France'],[],[],?,250,"0,5",55,"1,4",,,1046 kj(250 kcal),"0,2",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Sucre vanilliné,3179142030415,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,L’insolente,3760042920045,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Pinot grigio,8005595002882,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Crème sucrée vanillée,3242470028055,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,10518612,10518612,['France'],['PAMPLEMOUSSES ROSES PRESSÉS SANS SUCRES AJOUTÉS 100% PUR JUS Pour 150ml'],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,
1790,Filets de limande,3511491140344,['France'],[],[],?,189,11,"6,6",14,"0,7","0,28",791 kj(189 kcal),"1,2","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Allumettes fumées,7163036901192,['France'],[],[],?,268,22,"0,5",17,"2,3","0,92",1121 kj(268 kcal),"8,6","0,3",,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
1792,Farine de blé complète,3770001281032,['France'],[],[],?,344,3,68,12,0,0,1439 kj(344 kcal),"0,2","1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Les céréales croustillantes,3770015981218,['France'],[],[],?,414,"14,3","55,8","13,3","0,1","0,04",1732 kj(414 kcal),"3,9","14,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Petit pain précuit,0203860007480,['France'],[],[],?,245,1,46,13,"0,72","0,288",1025 kj(245 kcal),"0,2","2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Cafe Nespresso shanghai lungo,7630054494154,['France'],[],[],?,1,0,"0,3","0,2",0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Pain multicroc 400g,2070151000004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,merguez,3327750001147,['France'],[],[],?,266,"21,8",2,"15,5","1,7","0,68",1113 kj(266 kcal),"7,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Praline feuilleté noir caramel beurre salé,3760078999206,['France'],[],[],?,556,37,45,7,"0,18","0,072",2326 kj(556 kcal),18,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Flan pâtissier,0206067017054,['France'],[],[],?,?,?,?,?,"2,77","1,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Almond rice drink powder,3830052955198,['France'],[],[],?,393,"4,2",84,5,"0,2","0,08",1644 kj(393 kcal),"3,1",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Nougat mou vietnamien,3770018077017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Jambon blanc,03348580072560671046,['France'],[],[],?,116,4,"0,5",20,"1,9","0,76",485 kj(116 kcal),"1,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.140.006 CE', 'Moréac (Morbihan, France)']",,,,,,,,,,,,,,,,,,,
1803,8 mini-beignets,0205231019610,['France'],[],[],?,429,24,45,"6,8","0,72","0,288",1795 kj(429 kcal),"8,5","8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Tartelette normande,0263025019352,['France'],[],[],?,1174,13,36,4,"0,33","0,132",4912 kj(1174 kcal),"7,8",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Wasser plus kirche,4306188416524,['France'],[],[],?,14,0,"3,3",0,,,59 kj(14 kcal),0,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Pate feuillete au pomme de terre,8680589712369,['France'],[],[],?,289,"11,8","38,6","6,6","0,8","0,32",1209 kj(289 kcal),"2,9","2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Houmous harissa,3760174581664,['France'],[],[],?,278,21,"15,2",9,"0,386","0,154",1163 kj(278 kcal),3,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Fein passiert,4002575615630,['France'],[],[],?,226,"0,2",54,"0,4",,,946 kj(226 kcal),"0,1",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Escalope de poulet,2288088087641,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.127.001 CE', 'Ergersheim (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,
1810,pain libanais,3770000186154,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Frukt Karameller,4013197762213,['France'],[],[],?,392,"0,5",97,"0,5",,,1640 kj(392 kcal),"0,1",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,9782366461824,9782366461824,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Brioche fleur d’oranger,0206095025915,['France'],[],[],?,351,12,52,"8,7","1,1","0,44",1469 kj(351 kcal),"6,6",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Mousse au chocolat - À l’ancienne -,3301004405110,['France'],[],[],?,344,25,20,8,"0,39","0,156",1439 kj(344 kcal),15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Sapin au chocolat au lait 37%,3421372206017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Patatina grigliata senza glutine,8002183015514,['France'],[],[],?,556,36,"50,7","5,5",1,"0,4",2326 kj(556 kcal),"4,1","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Lentille verte,3567960001081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Apple Pie Beauty Tea,4260515896666,['France'],[],[],?,2,"0,5","0,5","40,5",,,8 kj(2 kcal),"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Pain,0203159019682,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Candy pop popcorn,0814109021282,['France'],[],[],?,150,9,18,2,,,628 kj(150 kcal),"3,5",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Datsud,6191506900032,['France'],[],[],?,287,"0,1",69,"2,5",0,0,1201 kj(287 kcal),"0,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Gratin façon raclette et jambon fumé,2006050017874,['France'],[],[],?,130,"7,4","9,5","5,4","0,6","0,24",544 kj(130 kcal),5,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,COCKTAIL DE FRUITS DE MER,3367871090002,['France'],[],[],?,80,"1,1","4,6",13,"0,8","0,32",335 kj(80 kcal),"0,6","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Comté,2264883058710,['France'],[],[],?,427,35,1,27,"0,76","0,304",1787 kj(427 kcal),23,0,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,35 g,en quantité élevée,0 g,en faible quantité,0.76 g,en quantité modérée,,+2%,+1%,+116%,-100%,+0%,-9%,-9%,,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",13,0%,D,0%,D,23 g,en quantité élevée,+2%,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,
1825,Calypso,0079581185031,['France'],[],[],?,160,0,38,0,0,0,669 kj(160 kcal),0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Pommes de terre,3781683103109,['France'],[],[],?,406,34,65,5,4,"1,6",1699 kj(406 kcal),5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Gâteaux au fromage,3260890001625,['France'],[],[],?,181,"4,1",27,"8,9",,,757 kj(181 kcal),"2,4",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Ail produit d’auvergne,3760232560068,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Beignets nugget au fromage fondu,3286959661364,['France'],[],[],?,257,14,20,12,"1,7","0,68",1075 kj(257 kcal),"6,1","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Chris olive,3770007816153,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Fruit festival,8711743560462,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Thinny Mini Pretzel Flats,0025675061026,['France'],[],[],?,428,9,"71,4","10,7","1,88","0,752",1791 kj(428 kcal),"3,6","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Agneau côtelette,2887248026898,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Supreme d’escargot,3770003063056,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Brie de melun aop,2890589033654,['France'],[],[],?,296,24,"0,2",1,2,"0,8",1238 kj(296 kcal),17,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Pain à Burger,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,6 œufs frais plein air,3348680000802,['France'],[],[],?,140,"9,83","0,27","12,7","0,31","0,124",586 kj(140 kcal),"2,64","0,27",,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,
1838,Mélange apéritif salé,2609906039367,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Petits sablés aux noix,3760041900345,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,fraise,5050582367294,['France'],[],[],?,255,13,58,3,3,"1,2",1067 kj(255 kcal),3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Comté - 310g,2441827029061,['France'],"['LAIT de vache', 'sel', 'ferments', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1669,402,32,"0,5",28,"0,3","0,12",1669 kj(402 kcal),19,0,310 g,"['Film plastique', 'Frais']",['Comté'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],,['Leclerc'],,['Lait'],3,32 g,en quantité élevée,0 g,en faible quantité,0.3 g,en quantité modérée,-4%,-4%,-8%,+8%,-100%,+4%,-64%,-64%,['AOP'],,10,-23%,C,-23%,B,19 g,en quantité élevée,-5%,-16%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Fromage au lait cru,,
1842,Pur jus de raisin bio,3760063300581,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Manzanare,8414485702793,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Jubileu Selection,5601055004804,['France'],[],[],?,540,33,52,8,"0,2","0,08",2259 kj(540 kcal),16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,4 pilons de poulet,2245338023026,['France'],[],[],?,138,"5,7","1,1",20,"0,16","0,064",577 kj(138 kcal),"1,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Citron bio,8400022040015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Billes Aperitives,3222477478473,['France'],[],[],?,300,22,13,12,"2,1","0,84",1255 kj(300 kcal),"2,3","3,6",,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']","['EMB 16292C', 'Ruffec (Charente, France)']",,,,,,,,,,,,,,,,,,,
