,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,additives,nova_score,link,markets,allergens,generic_name,brand_owner,producer_info,palm_ingredients
1789,Miel de romarin catalan - Rayon d'or du Roussillon - 750g,3301511010074,A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de romarin']",['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,750 g,['Bocal en verre'],"[""Rayon d'or du Roussillon""]","['France', 'Roussillon']",['Ille sur Têt'],,,2,,,,,,,
1790,Pain de mie brioché,0202138007221,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,"6,3",,"4,1",,57,,"7,8",,"9,4",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Pain complet tranché,0208141008200,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,"3,7",,"0,7",,41,,"2,9",,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Couronne des rois - La Fournée Dorée,3587227252353,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"13,3",,"5,3",,"50,2",,"18,3",,"7,9",,"0,86",,"0,344",,,,,,,,,,,,,,,,['La Fournée Dorée'],,,,,,,,,,,,
1793,Infusion oranger,3516840092572,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Roi brioche fleur d'oranger - 300g,3700600165655,,,['France'],[],[],,,,,,,,,?,,302,,1264 kj(302 kcal),,"9,6",,"6,8",,44,,"9,3",,9,,"0,6",,"0,24",,,,,,,,,,,,,,300 g,,,,,,,,,,,,,,
1795,Amsterdamer Original - 30g,5778294193238,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,,,
1796,Mogette de vendee,3375160001011,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Légumes français', 'en:White kidney beans', 'Mogette de Vendée']",['France'],[],[],0.8 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.56 g,en quantité modérée,?,,91,-41%,381 kj(91 kcal),-41%,"0,8",-25%,"0,1",-54%,15,-19%,"0,5",-58%,"5,8",-43%,"0,56",+10%,"0,224",+10%,-5,,A,,,,,,,,,,,,,,,,,,,,,,,,
1797,Hot drinking chocolate,5060280300134,,,['France'],[],[],,,,,,,,,?,,647,,2707 kj(647 kcal),,"52,4",,"32,5",,"33,7",,0,,"10,2",,"0,01",,"0,004",,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,
1798,Macaroni Blanc 5KG Vrac Bio Idea Bio,3329489150059,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"1,5",,"0,3",,73,,3,,"11,5",,"0,01",,"0,004",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1799,618592,618592,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Pain aux deux lin,0259053009380,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,5,,"0,6",,"40,5",,"3,1",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,6 tomates farcies -,2689752042643,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Viandes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Préparations de viande', 'Légumes préparés', 'Tomates farcies']",['France'],[],[],11.1 g,en quantité modérée,4.2 g,en quantité modérée,2.7 g,en faible quantité,0.6 g,en quantité modérée,?,,138,+13%,577 kj(138 kcal),+14%,"11,1",+38%,"4,2",+47%,"4,3",-13%,"2,7",+41%,"5,6",-3%,"0,6",-15%,"0,24",-15%,-1,,A,,73.7%,16.5%,4.4%,2.9%,1.5%,1.0%,46,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)', 'EMB 35152B', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,
1802,Paupiette de veau - Carrefour,2672897045204,,,['France'],[],[],,,,,,,,,?,,224,,937 kj(224 kcal),,"16,1",,"6,4",,"3,4",,"0,4",,"16,3",,"0,72",,"0,288",,,,,,,,,,,,,,,,['Carrefour'],,,,,,,['Carrefour'],,,,,
1803,8410609102500,8410609102500,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Soup & casserole mix,00573757,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"0,4",,"0,2",,"17,5",,"0,3",,"4,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Cold Presses Organic Fruit Juice,5060218970750,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,1",,0,,"10,8",,"9,3",,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Truite fumée,3355200791447,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],[],8.2 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,?,,169,+3%,707 kj(169 kcal),+3%,"8,2",+5%,"1,2",-26%,"0,6",+44%,"0,5",+70%,23,+2%,3,+9%,"1,2",+9%,13,+10%,D,+10%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,,
1807,Bofrost Blattspinat - 1000g,0237369017077,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1000g,,['Bofrost'],,,,,,,,,,,,
1808,Jarret fumé de porc,0210152032273,,"['Viandes', 'Porc']",['France'],[],[],7.6 g,en quantité modérée,2.7 g,en quantité modérée,0 g,en faible quantité,4.25 g,en quantité élevée,?,,636,+231%,2661 kj(636 kcal),+236%,"7,6",-32%,"2,7",-37%,"0,5",-44%,0,-100%,"20,6",+4%,"4,25",+123%,"1,7",+123%,19,+71%,E,+71%,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,
1809,Sauce Boeuf Demi-glace Naturelle,7613033969430,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"0,1",,"0,1",,"0,4",,"0,3",,17,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Filets de poulet,2447104051039,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,
1811,Polpa di Pomodoro,3017420028207,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,"0,5",,0,,"4,4",,"4,4",,"1,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Miel de Trèfle - Sylvain Kéraval,3577490002977,A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de trèfle']",['France'],['miel de trèfle'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Pot en verre'],['Sylvain Kéraval'],['France'],,,,2,,,,,,,
1813,Teclas chiquis,8436027113355,,,['France'],[],[],,,,,,,,,?,,522,,2184 kj(522 kcal),,"28,58",,"14,6",,"57,08",,"25,7",,"8,04",,"1,24",,"0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,KitKat Uji Hojicha - Nestlé,4902201160209,,,['France'],[],[],,,,,,,,,?,,551,,2305 kj(551 kcal),,31,,0,,64,,0,,0,,0,,0,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,
1815,Souffle miel de petit épeautre - 200g,3700195100482,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",200 g,,,,,,,,,,,,,,
1816,Serrano au foie gras de canard,3332276672641,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,41,,19,,"1,4",,"0,6",,15,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Sauce Provençale,3443543439208,,,['France'],[],[],,,,,,,,,?,,71,,297 kj(71 kcal),,4,,"0,5",,"8,1",,"5,64",,"1,13",,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Pâte  de  campagne,3420230000019,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],[],[],33.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,1.8 g,en quantité élevée,?,,364,+17%,1523 kj(364 kcal),+17%,"33,4",+24%,0,-100%,"2,1",-13%,0,-100%,"13,6",-4%,"1,8",+8%,"0,72",+8%,11,-42%,D,-42%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,
1819,Schlemmer-Gulash - Meine Mahlzeit - 480g,20171926,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,97,,406 kj(97 kcal),,"2,6",,"0,7",,"11,4",,"2,4",,6,,"0,78",,"0,312",,,,,,,,,,,,,,480g,,['Meine Mahlzeit'],,,,,,,,,,,,
1820,0273091039109,0273091039109,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,"['FR 31.135.100 CE', 'Cazères (Haute-Garonne, France)']",,,,,,,,,
1821,Bolognese Tradizionale mit Rind,7613036041058,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Mini jambonneaux braise x4,2482681045927,,,['France'],[],[],,,,,,,,,?,,711,,2975 kj(711 kcal),,"6,3",,"2,5",,1,,"0,4",,"27,1",,"3,4",,"1,36",,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,
1823,Emmental français,5821020022835,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,0.75 g,en quantité modérée,?,,377,-1%,1577 kj(377 kcal),-0%,29,-2%,"17,5",-12%,"0,5",-18%,"0,5",+6%,29,+5%,"0,75",+27%,"0,3",+27%,12,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Bio'],,,,,,,,,,,,,,,
1824,Galette frangipane,0207032039293,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Riz à la cantonaise aux crevettes,3386030005169,C,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",['France'],[],[],3.9 g,en quantité modérée,0.7 g,en faible quantité,0.3 g,en faible quantité,1 g,en quantité modérée,?,,149,-4%,623 kj(149 kcal),-5%,"3,9",-2%,"0,7",+3%,21,-11%,"0,3",-76%,"6,5",+24%,1,+2%,"0,4",+2%,1,-56%,B,-56%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,,,,,,"['EMB 36231A', 'Velles (Indre, France)']",,,,,,,,,
1827,Fennel,5060123609110,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,"0,1",,"0,004",,"0,1",,"0,01",,"0,11",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Mungbohnen-Keimlinge - Shoi - 330g,4013200851149,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,330 g,['Glas'],['Shoi'],,,,,,,,,,,,
1829,Vigne Rouge 120 Gélules- Atlantic Nature,3535400000079,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Mangue,2868531015942,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,
1831,Tradigraines - Leclerc - 1,3289668232504,,['Boulangerie'],['France'],"['farine Malicia avantage lr', 'bléglutenblé malté 0', '3% maxialpha amylase', 'mélange 5 graineslin brun et jaunemilletsésame décortiqué toastépavot bleu']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1,,['Leclerc'],,,,,,,['Leclerc'],,,,,
1832,Rôti de porc cuit supérieur bruni 4tr - Carrefour,2621593021654,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],3.9 g,en quantité modérée,1.6 g,en quantité modérée,0.7 g,en faible quantité,2.1 g,en quantité élevée,?,,125,-13%,523 kj(125 kcal),-12%,"3,9",-22%,"1,6",-23%,"0,7",-14%,"0,7",+12%,22,-2%,"2,1",+22%,"0,84",+22%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,['Carrefour'],,,,,,,['Carrefour'],,,,,
1833,Thon oeuf,2367651379892,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"8,2",,1,,"4,8",,"1,7",,"5,9",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Christmas Tea Blanc - Dammann Frères,3259920040352,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Dammann Frères'],,,,,,,,,,,,
1835,Le P'tit Fontadam,3358881021032,,,['France'],[],[],,,,,,,,,?,,225,,941 kj(225 kcal),,22,,15,,"1,7",,0,,5,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Chèvre choco,0925499968856,,,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,"3,69",,"2,6",,"15,49",,"7,82",,"3,88",,"0,06",,"0,024",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
1837,3386941204644,3386941204644,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,4260198091174,4260198091174,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Café metis,7638900386677,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Tartelette Normande,0200362024601,,,['France'],[],[],,,,,,,,,?,,282,,1180 kj(282 kcal),,13,,"7,8",,37,,20,,4,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Cumin graines BIO - Sainte Lucie - 40g,3162050030097,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cumin']",['France'],"[""Cumin graines  issu de l'agriculture biologique""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,['Bio'],40 g,['Flacon verre'],['Sainte Lucie'],,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,,,,
1843,So Soja ! Citron avec zeste,2273243493054,,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"2,2",,"0,3",,"9,2",,"9,2",,"3,8",,"0,05",,"0,02",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1844,Minceur,3760086525077,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,0,,0,,"5,5",,0,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Comté - Jura Flore,2285475030907,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,0,-100%,0,-100%,27,+7%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Bio', 'Bio européen', 'FR-BIO-01', 'AOP', 'AB Agriculture Biologique']",,,['Jura Flore'],,,,,3,,,['Lait'],,,,
1846,Sorbet - La fruitière de Colpo,3438751400041,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,La fruitière de Colpo,,['La fruitière de Colpo'],,,,,,,,,,,,
1847,Chocolat au lait éclats pétillants - L'Éclair de Génie,3760098349944,C,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Biscuits et gâteaux', 'Chocolats', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,42.3 g,en quantité élevée,0.18 g,en faible quantité,?,,512,+100%,2142 kj(512 kcal),+100%,0,-100%,0,-100%,"43,2",+37%,"42,3",+109%,"7,4",+69%,"0,18",-53%,"0,072",-53%,15,+16%,D,+16%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,"[""L'Éclair de Génie""]",,,,,,,,,,,,
1848,Viande Sechée,2119912005909,,"['Viandes', 'Viandes séchées']",['France'],[],[],5 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,5.5 g,en quantité élevée,?,,211,-1%,883 kj(211 kcal),-1%,5,+28%,2,+31%,0,-100%,0,-100%,41,+9%,"5,5",+32%,"2,2",+32%,13,-4%,D,-4%,,,,,,,,['en:made-in-switzerland'],,,,,,,,,,,,,,,
1849,Mini calissons - Fruidoraix - 75g,3364471407193,B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",['France'],"['Melons confits ', 'melons', 'sucre', 'sirop de glucose', 'amandes', 'sucre', 'sucre glace', ""écorces d'oranges confites "", ""écorces d'orange"", 'sucre', 'sirop de glucose', 'pain azyme ', 'fécule de pomme de terre', 'eau', 'sirop de glucose', ""blancs d'oeufs"", 'arômes : abricot', 'citron', 'cassis', 'pistache', 'colorants: E160c', 'extrait de curcuma', 'E163', 'E141']",['Non végétalien'],18 g,en quantité modérée,1.5 g,en quantité modérée,59 g,en quantité élevée,0.029 g,en faible quantité,?,,441,-0%,1845 kj(441 kcal),-0%,18,+1%,"1,5",-7%,61,+0%,59,+19%,7,-9%,"0,029",-43%,"0,012",-43%,13,-11%,D,-11%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,75 g,,['Fruidoraix'],,,,"['E160c - Extrait de paprika', 'E100 - Curcumine', 'E163 - Anthocyanes', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",4,,,"['Œufs', 'Fruits à coque']",,,,
1850,Paçoca,7896181711209,,,"['Brésil', 'France']",[],[],,,,,,,,,?,,530,,2218 kj(530 kcal),,31,,4,,47,,16,,"0,6",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Supangle,8695077005762,,,['France'],[],[],,,,,,,,,?,,217,,908 kj(217 kcal),,9,,0,,30,,0,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Tourte de Saint-Flour,1111111110676,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Rillettes de canard au magret fume,3760032850246,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,
1854,Thé vert jasmin,3760118779706,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Boeuf bovine à mijoter,0213124032141,,"['Viandes', 'Bœuf']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Rapidoats - BLOCH - 250g,3090070101292,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Flocons', 'Aliments à base de végétaux et de légumes']",['France'],"[""flocons d'avoine* "", '39,40%', 'flocons de pois chiches ', '39,40%', 'graines de chia', 'oignon déshydraté ', 'huile de tournesol', 'antioxydant : extrait de romarin', 'ail déshydraté', 'persil déshydraté']",[],9.4 g,en quantité modérée,1.2 g,en faible quantité,1.9 g,en faible quantité,0.1 g,en faible quantité,?,,385,-2%,1611 kj(385 kcal),-2%,"9,4",+17%,"1,2",-38%,48,-27%,"1,9",-83%,20,+103%,"0,1",-71%,"0,04",-71%,-5,-247%,A,-247%,,,,,,,,"['Nutriscore', 'Nutriscore A']",250g,,['BLOCH'],,,,['E392 - Extrait de romarin'],3,,,['Contient du gluten (avoine)'],,,,
1857,Sablés caramel île de Ré,3760028650683,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Pain à l'épeautre,2206120014639,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', ""Pain à l'épeautre""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,"Dessert Pommes et Poires de France, pot généreux - Charles & Alice",3297760076612,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,"0,2",,"0,1",,16,,15,,"0,3",,0,,0,,,,,,,,,,,,,,,,['Charles & Alice'],,,,,,,,,,,,
1860,Bicuits à l'épeautre - Les Deux Gourmands,3770003262398,,,['France'],[],[],,,,,,,,,?,,439,,1837 kj(439 kcal),,21,,13,,55,,26,,6,,14,,"5,6",,,,,,,,,,,,,,,,['Les Deux Gourmands'],,,,,,,,,,,,
1861,Lard paysan d'Alsace,0252873052482,,,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,40,,13,,"1,9",,"0,5",,35,,"7,6",,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,CROP‘S Erdbeeren - 750g,5410355407600,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,,,,,,
1863,Gouda,0290104011945,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,31,,21,,0,,0,,24,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Crême De Marrons De L'ardèche,0022314015020,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"0,8",,"0,2",,"63,6",,"50,2",,"1,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Amandes décortiquées bio,0208052044281,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,['Bio'],,,,,,,,,,,,,,,
1866,Courronne,2100200018558,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,12,,"5,8",,53,,20,,"7,2",,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Dark truffles with mocha filling - Belgid'Or - 160g,5413216135216,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['France'],[],[],40.4 g,en quantité élevée,20.6 g,en quantité élevée,46.8 g,en quantité élevée,0.08 g,en faible quantité,1412,-37%,?,,1412 kj(337 kcal),-36%,"40,4",+26%,"20,6",+18%,"48,2",-8%,"46,8",-1%,"3,8",-35%,"0,08",-48%,"0,032",-48%,24,-2%,E,-2%,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",160 g,,"[""Belgid'Or""]",,,,,,,,,,,,
