,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,generic_name,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,quantity,packaging,manufacturing,palm_ingredients,markets,traceability_code,ingredients_origins,link,brand_owner
1737,Douceur fermentée avoine mangue,3760192497206,['France'],[],[],?,78,326 kj(78 kcal),"0,7","0,2",17,13,"1,5","0,03","0,012",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Ya amande vanille,3760192497480,['France'],"[""*lait d'amande* 088%"", 'sirop diagave*', 'amidon de manioc extrait -de épuiséé*', 'ferments vanille Ingrediénten: amandelmelk* ', '88%', 'agavesiroo maniok bloem*5 vanille extract*5 natuurlik vanil?e _aroma vanillestokjes*', ""geselecteerde lermenten« *4000/8 des ingrédients d'origine groupe 11 rue Robett Surcouf- 22430 Erquy FRANCE""]",[],?,78,326 kj(78 kcal),"4,5","0,4",6,"5,5","1,1","0,08","0,032",['YA'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,,,,,
1739,Kombucha Gingembre - Karma - 1L,3760192497701,['France'],"['99% karma kombucha ', 'Thé vert* ', ""eau filtrée + thé vert* Chun Mee de la région d'Hubei "", 'sucre de canne blond* du Brésil ', 'transformé pendant la fermentation', 'culture de kombucha* ', 'bactéries et levures', 'jus de gingembre frais*', "" *ingrédients issus de l'agriculture biologique""]",[],11,?,11 kj(3 kcal),?,,"2,6","2,6",?,,,['Karma'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,,"['Boissons', 'Boissons au thé', 'Kombuchas']",,,,,2.6 g,en quantité modérée,,,-86%,,-85%,,,-32%,-24%,,,,,,,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,1 L,"['bouteille verre', 'bouchon plastique']",,,,,,,
1740,YA Riz,3760192498029,['France'],[],[],?,126,527 kj(126 kcal),"0,5",0,28,0,"2,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Karma Chia mangue passion - Biogroupe,3760192498081,['France'],"['Graines de chia* hydratées ', 'eau', 'graines de chia* 4% ', 'Salvia Hispanica', 'jus de fruit de la passion* 10%', 'purée de mangue* 10%', ""sirop d'agave*"", "" *100% des ingrédients d'origine agricole sont biologiques""]",[],?,40,167 kj(40 kcal),"1,5","0,1",6,"5,3","0,7","0,03","0,012",['Biogroupe'],['Bio'],,,['Boissons'],1.5 g,en quantité modérée,0.1 g,en faible quantité,5.3 g,en quantité modérée,0.03 g,en faible quantité,,-29%,-31%,+332%,-15%,-47%,-44%,+41%,-28%,-28%,10,+31%,E,+31%,,,,,,,,,,1,,,,,,,,,
1742,Chia Boost Framboise - Karma,3760192498104,['France'],"['Graines de chia* hydratées ', 'eau', 'graines de chia* 4%', 'jus de framboise* 20%', ""sirop d'agave*         *100% des ingrédients d'origine agricole sont biologique""]",[],?,40,167 kj(40 kcal),"1,5","0,1",6,"5,3","0,7","0,03","0,012",['Karma'],['Bio'],,,['Boissons'],1.5 g,en quantité modérée,0.1 g,en faible quantité,5.3 g,en quantité modérée,0.03 g,en faible quantité,,-29%,-31%,+332%,-15%,-47%,-44%,+41%,-28%,-28%,10,+31%,E,+31%,,,,,,,,,,1,,,,,,,,,
1743,Ya avoine,3760192498203,['France'],[],"['Végétalien', 'Végétarien']",?,403,1686 kj(403 kcal),"1,1","0,5",19,15,"2,1","0,09","0,036",,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Karma Kombucha Citron - 500ml,3760192498395,['France'],"['98,5% Karma Kombucha [thé noir* du Kerala ', 'eau filtrée + thé noir* ', 'sucre de canne blond* du Brésil ', 'transformé durant la fermentation', 'culture de Kombucha*', 'bactéries et levures', ']', 'jus de citron*', 'extrait de citron*']",[],?,11,46 kj(11 kcal),0,0,"2,5",0,0,0,0,"['Karma', 'Karma kombucha']","['Bio', 'Bio européen', 'Commerce équitable', 'Fair for Life', 'Handi production']",A,Thé fermenté 100% bio et naturellement gazeux,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,-39%,-39%,-100%,-100%,-35%,-100%,-100%,-100%,-100%,2,-65%,C,-65%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,500 ml,['Bouteilles en verre'],['France'],,"['Biocoop', 'La vie claire', 'la vie saine neydens', 'Naturalia', 'nouveaux robinsons', 'ONA LA VIE']",,,https://www.biogroupe.com/fr/karma/#kombucha,
1745,Dessert Avoine-Haver Vanille,3760192498593,['France'],[],[],?,83,347 kj(83 kcal),"1,1","0,2",15,"1,9","0,5","0,01","0,004",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Muesli cru betterave & gingembre,3760192498685,['France'],[],"['Végétalien', 'Végétarien']",?,438,1833 kj(438 kcal),17,7,63,11,13,"0,01","0,004",,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,La confiture peche de vigne,3760192520973,['France'],[],[],?,223,933 kj(223 kcal),"0,195","0,01",56,56,"0,7","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Confiture de framboises - Mon Plaisir Gourmand - 240g,3760192730877,['France'],[],[],?,182,761 kj(182 kcal),"0,18","0,02",43,"42,6","0,8",0,0,['Mon Plaisir Gourmand'],"['Concours général agricole', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2015""]",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.18 g,en faible quantité,0.02 g,en faible quantité,42.6 g,en quantité élevée,0.0004 g,en faible quantité,,-19%,-19%,-34%,-57%,-19%,-17%,+19%,-98%,-98%,7,-21%,C,-21%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,240 g,,,,,,,,
1749,Mon plaisir gourmand,3760192730952,['France'],[],[],?,180,753 kj(180 kcal),"0,041","0,04","44,9","44,3","0,06","12,3","4,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Confiture de myrtilles sauvage - Mon plaisir Gourmand - 240g,3760192731010,['France'],"['Myrtilles sauvages 60%', 'sucre de canne', 'agar-agar ', 'gélifiant végétal']",[],825,?,825 kj(197 kcal),"1,15","0,02","47,1","44,6","0,41","0,002","0,001",['Mon plaisir Gourmand'],,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",1.15 g,en faible quantité,0.02 g,en faible quantité,44.6 g,en quantité élevée,0.00181 g,en faible quantité,-11%,,-10%,+341%,-55%,-12%,-12%,+5%,-89%,-89%,9,-2%,C,-2%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E406 - Agar-agar'],,4,240 g,,,,,,,,
1751,Coulis de cerises - Mon Plaisir Gourmand - 210ml,3760192731362,['France'],"['Prépare avec 70g de pulpe de cerises pour 100g', 'sucre de canne', 'gélifiant agar-agar']",[],?,143,598 kj(143 kcal),"0,161","0,032","34,4","31,6","0,568",0,0,['Mon Plaisir Gourmand'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de cerise']",0.161 g,en faible quantité,0.032 g,en faible quantité,31.6 g,en quantité élevée,0.00042 g,en faible quantité,,+13%,+13%,-39%,-18%,+22%,+18%,-15%,-97%,-97%,6,+102%,C,+102%,,,,,,,,['E406 - Agar-agar'],,4,210 ml,,,,,,,,
1752,Coulis d'abricots - Mon Plaisir Gourmand,3760192731379,['France'],[],[],?,143,598 kj(143 kcal),"0,161","0,032","34,4","31,6","0,568","0,305","0,122",['Mon Plaisir Gourmand'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', ""Coulis d'abricot""]",0.161 g,en faible quantité,0.032 g,en faible quantité,31.6 g,en quantité élevée,0.305 g,en quantité modérée,,+13%,+13%,-12%,-5%,+17%,+10%,-17%,+1352%,+1352%,7,+64%,C,+64%,,,,,,,,,,,,,,,,,,,
1753,Sirop de lavande,3760192734615,['France'],[],[],?,302,1264 kj(302 kcal),"0,36","0,01","71,9","70,43","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Les Sirops de Sedrick : Rose - Mon Plaisir Gourmand,3760192734622,['France'],"['Ingrédients: sucre de canne', 'eau', 'arôme naturel de rose', 'acide citrique', 'colorant b132']",[],?,302,1264 kj(302 kcal),"0,36","0,01","71,9","70,43","0,3",0,0,['Mon Plaisir Gourmand'],,,,"['Boissons', 'Boissons avec sucre ajouté']",0.36 g,en faible quantité,0.01 g,en faible quantité,70.4 g,en quantité élevée,0.0003 g,en faible quantité,,+255%,+242%,-4%,-94%,+263%,+285%,-44%,-99%,-99%,20,+68%,E,+68%,,,,,,,,['E330 - Acide citrique'],,4,,,,,,,,,
1755,Samoussa legumes,3760192940474,['France'],[],[],?,237,992 kj(237 kcal),8,"2,5","38,41","1,8","6,56","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Hacao,3760192940719,['France'],[],[],?,188,787 kj(188 kcal),"7,5","1,25","19,96","2,44","8,66","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,8 mini brochettes de crevettes marinées Yakiebi aigre douce -,3760192940856,['France'],[],[],?,362,1515 kj(362 kcal),"0,5",0,"1,6","0,1","17,9","18,53","7,412",,,D,,"['Produits de la mer', 'Plats préparés', 'Crustacés', 'Crevettes', 'Brochettes', 'Brochettes de crevettes']",0.5 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,18.5 g,en quantité élevée,,+81%,+82%,-96%,-100%,+47%,-83%,+33%,+1205%,+1205%,14,+142%,D,+142%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,
1758,Yakiebi Citron Vert & Coriandre - Kiêm - 160g,3760192940894,['France'],"['CREVETTES marinées 55 % ', 'marinade : eau', 'sucre', 'sel', 'E451', 'CALAMARS 28 %', 'assaisonnement 13,9 % ', 'sucre', 'maltodextrine', 'sel', 'amidon de pomme de terre', 'ail', 'épices ', 'poivre blanc', 'piment', 'poivre de Cayenne', 'jus de citron en poudre ', 'maltodextrine', 'concentré de jus de citron', 'sirop de glucose', 'amidon modifié', 'acide citrique', 'huile de citron ', 'E307', 'poivron rouge', 'arômes naturels ', 'citron vert', 'E330', 'oignon', 'farine de BLÉ', 'flocons de persil', 'couleur ', 'E100', 'émulsifiants ', 'E471', 'E100', 'E472e', 'eau', 'farine de BLÉ 3,1 %']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",397,?,397 kj(95 kcal),"0,5",0,"3,1","0,1","18,4","0,43","0,172",['Kiêm'],['Pêché à la drague'],,Brochettes de crevettes marinées et de calamars citron vert et coriandre surgelées,"['Surgelés', 'Entrées et snacks surgelés']",0.5 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.43 g,en quantité modérée,-58%,,-57%,-96%,-100%,-81%,-97%,+120%,-59%,-59%,-3,-133%,A,-133%,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E307 - Alphatocophérol', 'E100 - Curcumine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]","['Crustacés', 'Gluten', 'Mollusques']",4,160 g,"['Carton', 'surgelé']",['Thaïlande'],,['Auchan'],['TH 1124'],,,
1759,Mini nems à la crevette precuits surgelés,3760192940948,['France'],[],[],?,118,494 kj(118 kcal),"1,1","0,4","21,2","3,4","5,3","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Brandade de morue - Sud Gastronomie,3760193240177,['France'],"['Hu:ic morue lait', ' ', ' ', 'extrait']",[],?,458,1916 kj(458 kcal),47,4,3,"0,1","5,7",1,"0,4",['Sud Gastronomie'],,E,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",47 g,en quantité élevée,4 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,,+92%,+100%,+153%,+49%,-11%,-69%,-53%,+17%,+17%,12,+145%,D,+145%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,
1761,Le P'tit crac'lin - Terroirs De Picardie,3760193320114,['France'],"['Farine T55 ', 'gluten', 'beurre ', 'lait', 'sucre glace', 'sucre roux', 'citron vert semi confit', 'jaune oeuf ', 'oeu0', 'graine de lin 1%', 'épices', ' Peut contenir des traces de fruits à coques']",['Non végétalien'],?,477,1996 kj(477 kcal),"21,2","13,9","61,9","23,2","7,7","0,5","0,2",['Terroirs De Picardie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,
1762,Caramel Normand au beurre salé,3760193320442,['France'],[],[],?,392,1640 kj(392 kcal),"7,5","5,3",78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Terrine alsacienne à la choucroute,3760193330397,['France'],[],[],?,285,1192 kj(285 kcal),"25,2","8,8","1,7","0,1","12,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Foie gras de canard - Foies Gras Alsace - 130g,3760193331080,['France'],[],[],?,517,2163 kj(517 kcal),"54,2","21,1","0,9","0,9","6,5","1,3","0,52",['Foies Gras Alsace'],,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",54.2 g,en quantité élevée,21.1 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,+2%,-6%,-61%,-33%,-6%,+7%,+7%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['Anhydride sulfureux et sulfites'],,130 g,"['Bocal', 'Verre', 'métal', 'Plastique']",,,,"['FR 62.217.001 CE', 'Cauchy-à-la-Tour (Pas-de-Calais, France)']",,,
1765,Montagne-Saint-Emilion 2008 - Château Tour Bayard - 75cl,3760193350364,['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,['Château Tour Bayard'],"['Point Vert', 'Déconseillé aux femmes enceintes']",B,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Saint-émilion', 'Montagne-saint-émilion']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Anhydride sulfureux et sulfites'],3,75 cl,"['Bouteille', 'Verre']",['France'],,,,['France'],,
1766,Colliers - AlloBonbons.com - 18colliers,3760193490350,['France'],"['Dextrose', 'sirop de glucose', 'antiagglomérants ', 'sel de magnésium', '3 acides gras', ""mono- et diglycérides d'acides gras"", 'maltodextrine', 'acidifiant ', 'acide citrique', 'arôme', 'huile végétale', 'colorants ', 'anthocyane', 'extrait de paprika', 'rouge de betterave', 'bêta-carotène']","[""Pourrait contenir de l'huile de palme""]",?,?,,?,,?,,?,,,"['AlloBonbons.com', ""Look'o Look""]",,E,Confiserie fantaisie - Collier de bonbons,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E160ai - Bêta-carotène']",,4,18 colliers,"['Sachet', 'Plastique']",,,['AlloBonbons.com'],,,,
1767,Nougat papillotes tendre - Et si dupleix  - 500g,3760193490565,['France'],[],[],?,?,,?,,?,,?,,,['Et si dupleix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,
1768,Farine d epautre - Ferme au colombier - 1kg,3760193642520,['France'],[],[],?,?,,?,,?,,?,,,['Ferme au colombier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,,,,,,,,
1769,Bonbons myrtille,3760193720631,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Confiture extra de framboises - La Confiserie Alpine,3760193727029,['France'],"['framboises', 'Sucre', 'jus de citron', ' Fabriquée avec 60 Gr de fruits pour 100 Gr', ' Teneur en sucre 56 Gr pour 100 Gr']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['La Confiserie Alpine'],"['Concours général agricole', ""Médaille d'or du Concours général agricole""]",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,3,,,,,,,,,
1771,brique de vache - Le Lyonnais Monts et Coteaux - 150g,3760193790078,['France'],[],[],?,?,,?,,?,,?,,,['Le Lyonnais Monts et Coteaux'],,C,fromage,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,150 g,['Papier'],,,['Boucheries André'],"['FR 69.227.028 CE', 'Saint-Martin-en-Haut (Rhône, France)']",,,
1772,Pâtisseries orientales,3760193910056,['France'],[],[],?,465,1946 kj(465 kcal),"15,7","4,9",69,"40,5","7,4","0,18","0,072",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Baklava - Rêveries Sucrées - 180g,3760193911039,['France'],"['Farine de blé', 'eau', 'amidon de maïs', 'sel', 'sorbate de potassium', 'l-cystéine ', 'E920', 'sucre', 'noix de cajou', 'huile de coprah', 'amande', 'beurre', 'sirop de glucose', 'noix de coco', 'cacao', 'acide citrique', 'E330']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,413,1728 kj(413 kcal),14,"2,5",64,32,"5,6","0,29","0,116",['Rêveries Sucrées'],,C,Pâtisserie orientale,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']",14 g,en quantité modérée,2.5 g,en quantité modérée,32 g,en quantité élevée,0.29 g,en faible quantité,,+5%,+3%,+2%,-34%,+6%,+5%,-2%,+11%,+11%,15,+1%,D,+1%,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Fruits à coque']",4,180 g,['Plastique'],,,['Auchan'],"['EMB 91191D', 'Crosne (Essonne, France)']",['France'],,
1774,Zlabia,3760193911060,['France'],[],[],?,442,1849 kj(442 kcal),13,"1,6",74,53,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Corne de gazelle - Dzarig Distribution - 150g,3760193911077,['France'],"['AMANDE poudre', 'sucre', 'glace ', 'saccharoses', 'fécule de pomme de terre', 'ŒUF', 'farine de BLÉ', 'margarine ', 'palme', 'tournesol', 'eau', 'BEURRE', 'sel', 'émulsifiant : lécithines E471', 'arôme naturel', 'acidifiant : acide citrique E330', 'colorant : caroténoïdes', 'arôme amande amère']","['Huile de palme', 'Non végétalien']",?,471,1971 kj(471 kcal),"22,1","7,6","59,3",32,"8,5","< 0,01","0,004",['Dzarig Distribution'],['Fabriqué en France'],,Sablés aux fruits secs enrobés de sucre glace,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",22.1 g,en quantité élevée,7.6 g,en quantité élevée,32 g,en quantité élevée,0.01 g,en faible quantité,,+25%,+26%,+32%,-7%,+24%,+9%,+59%,-98%,-98%,19,+11%,E,+11%,,,,,,,,"['E322 - Lécithines', 'E330 - Acide citrique', 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides']",4,150 g,"['Barquette', 'Plastique']",['France'],['Huile de palme'],['Auchan'],"['EMB 94017L', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,
1776,Mini makroutx12,3760193911091,['France'],[],[],?,411,1720 kj(411 kcal),14,"4,7",64,41,"6,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94017L', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,
1777,Halva cacao - Dzarig Distribution,3760193911176,['France'],"['Inarédlante: Pâto da SF SAMF- cacao ', '2', '5%', '- émulslflant: FZ 71', ' extr de saoonalre', ' acldlflant: acide citriqu —330', 'arôrne vanllle naturel']",[],?,566,2368 kj(566 kcal),"16,3","4,5",42,"34,9","14,8","4,2","1,68",['Dzarig Distribution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Halva pistache (8%),3760193911183,['France'],[],[],?,566,2368 kj(566 kcal),"16,3","4,5",42,"34,9",14,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94017', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,
1779,Assortiment De Pâtisseries Orientales,3760193911190,['France'],[],[],?,465,1946 kj(465 kcal),"15,7","4,9",69,"40,5","7,4","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Patisseries libanaises,3760193911206,['France'],[],[],?,425,1778 kj(425 kcal),"15,3","4,7","58,3","31,6","7,1","0,24","0,096",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Croquant sésame,3760193911428,['France'],[],[],?,520,2176 kj(520 kcal),"12,5","3,2","4,5","3,3","45,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Saveurs d'Orient,3760193911626,['France'],[],[],?,414,1732 kj(414 kcal),"14,2","4,2","63,9","43,2","6,3","0,14","0,056",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Confiture de framboises - La Cour d'Orgères,3760194180168,['France'],"['Framboises', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,246,1029 kj(246 kcal),"0,4",0,"60,8","60,8","0,8","0,1","0,04","[""La Cour d'Orgères""]",,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.4 g,en faible quantité,0 g,en faible quantité,60.8 g,en quantité élevée,0.1 g,en faible quantité,,+10%,+10%,+48%,-100%,+14%,+18%,+19%,+369%,+369%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,3,,,,,,,,,
1784,Confiture traditionnelle de mangues - La Cour d'Orgères,3760194180250,['France'],[],[],?,261,1092 kj(261 kcal),"0,5",0,"63,5","63,5","0,6","0,05","0,02","[""La Cour d'Orgères""]",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de mangues']",0.5 g,en faible quantité,0 g,en faible quantité,63.5 g,en quantité élevée,0.05 g,en faible quantité,,+25%,+25%,+68%,-100%,+22%,+25%,+52%,+72%,+72%,12,+23%,D,+23%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1785,Myrtilles sauvages - La Cour d'Orgères,3760194180311,['France'],[],[],?,233,975 kj(233 kcal),"0,6",0,"56,2","56,2","0,6","0,1","0,04","[""La Cour d'Orgères""]",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",0.6 g,en faible quantité,0 g,en faible quantité,56.2 g,en quantité élevée,0.1 g,en faible quantité,,+6%,+6%,+130%,-100%,+5%,+11%,+54%,+499%,+499%,10,+8%,C,+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
