,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,markets,additives,allergens,nova_score,labels,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,palm_ingredients,packaging,generic_name,ingredients_origins,manufacturing,link
1120,Choco Tartufo - Italiamo - 500g,20724504,"['Snacks', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Desserts au chocolat']",['France'],"['Lait écrémés reconstitué', 'sirop de glucose', '9,6 % fond de biscuits entre parenthèses farine de blé', 'sucre', 'eux', 'amidon de pommes de terre', 'émulsifiants : mono et diglycerides gras', ' 2% cacao maigre en poudre', 'poudre à lever : disphosphate', 'carbonate de sodium', 'sel', 'huile de coco', 'sucre', '2,8 % cacao maigre en poudre', 'pépites de chocolat entre parenthèses sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithine ', 'soja', '1,7 % alcool éthylique', '0,7 % de chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiants : lécithine de soja', 'épaississant : carraghenanes', 'gomme xanthane', 'alginate de sodium', 'pectine : gélatine', 'protéines de lait', 'amidon de maïs', ""émulsifiants : mono et diglyceride D'acide gras"", ' stabilisants : sorbitol', 'sucre caramélisé', ""correcteur d'acidité acide citrique sel et arômes""]","['Non végétalien', 'Non végétarien']",11.3 g,en quantité modérée,9.2 g,en quantité élevée,20.6 g,en quantité élevée,0.28 g,en faible quantité,1191,+57%,?,,1191 kj(285 kcal),+48%,"11,3",+20%,"9,2",+61%,"39,1",+92%,"20,6",+17%,"3,4",-24%,"0,28",+61%,"0,112",+61%,14,+66%,D,+66%,['Italiamo'],['LIDL'],"['E500i - Carbonate de sodium', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E401 - Alginate de sodium', 'E440 - Pectines', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E420 - Sorbitol']","['Lait', 'Soja']",4,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",['IT 03271 CE'],,,,,,,,,500g,,['Barquette plastique'],Dessert à la mousse de cacao et biscuit,['Italie'],"['Dolcissimo - Via F.lli Cervi', '41 20010 Ossona (Mi)', 'Italie']",http://www.solo-italia.com/
1121,Energy Drink,20724726,"['Boissons', 'Boissons énergisantes']",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,9.9 g,en quantité élevée,0.23 g,en quantité modérée,?,,44,+22%,184 kj(44 kcal),+23%,"0,1",+50%,"0,1",+333%,"10,1",+26%,"9,9",+36%,"0,3",+107%,"0,23",+100%,"0,092",+100%,15,+39%,E,+39%,,,,,,,,,,,,,,,,,,,,,,
1122,Team Chips Dijon Mustard Flavour - Crusti Croc - 200g,20725150,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol"", 'Chips à la moutarde']",['France'],"['60 % pommes de terre', '34 % huile de tournesol', 'farine de blé', 'sel de cuisine', 'acidifiants : acétates de sodium', 'acide citrique', 'sucre', 'dextrose', 'arômes ', 'lait', 'extrait de levure', 'épices']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",34 g,en quantité élevée,2.7 g,en quantité modérée,1.5 g,en faible quantité,1.98 g,en quantité élevée,2251,-0%,?,,2251 kj(538 kcal),-1%,34,+1%,"2,7",-11%,"50,5",+1%,"1,5",-21%,6,+2%,"1,98",+28%,"0,792",+28%,16,+30%,D,+30%,['Crusti Croc'],['LIDL'],"['E262 - Acétates de sodium', 'E330 - Acide citrique']","['Gluten', 'Lait']",4,,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,200 g,,"['Sachet', 'Plastique']",Chips de pommes de terre saveur moutarde de Dijon,,,
1123,Biscino Coeur fondant au lait - Sondey - 268g (8x 2biscuits),20726365,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits tablette de chocolat', 'Biscuits au chocolat au lait']",['France'],"['sucre', '21% farine de blé', 'matières grasses végétales en proportion variable ', 'palmiste', 'palme', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', '6% lait entier en poudre', '4% beurre', 'sirop de glucose', 'lactose', 'beurre concentré', 'poudre à lever : carbonates de sodium', ""carbonates d'ammonium "", ' émulsifiants : lécithine de tournesol', 'lécithine de soja ', ' poudre de lactosérum ', 'lait', 'sel', 'acidifiant : acide citrique']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",29 g,en quantité élevée,19.4 g,en quantité élevée,41 g,en quantité élevée,0.33 g,en quantité modérée,2196,+5%,?,,2196 kj(525 kcal),+5%,29,+21%,"19,4",+32%,58,-8%,41,+13%,7,+4%,"0,33",-39%,"0,132",-39%,26,+9%,E,+9%,['Sondey'],['Lidl'],"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E322i - Lécithine', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Soja']",4,"['Agriculture durable', 'en:UTZ Certified', 'Point Vert', 'en:utz-certified-cacao']",,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,268 g (8 x 2 biscuits),,"['Carton', 'Sachet', 'Plastique']","31% de petit beurre avec 27% de fourrage à base de lait nappé de 42,9% de chocolat au lait entier",,,
1124,Mezzelune Tomate & Mozzarella - Chef Select,20729721,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies']",['France'],"['53% relleno: 15% pulpa de tomate', '13,6% queso Mozarella ', 'leche', 'sal', 'cuajo animal', 'cultivos microbianos', 'ricota ', 'suero lâcteo', 'sal', 'acidulante: acido citrico', 'grasa de palma', 'almid6n de arroz', '7,1% queso Mascarpone ', 'nata', 'acidulante: acido citrico', ' sal yodada ', 'sal', 'yoduro potasicol', 'preparado de queso fresco ', 'queso fresco', 'proteinas de la leche', 'leche desnatada en polvo', 'sal', 'espesantes: goma guar', 'goma garrofin', 'carragenanos', ' corrector de acidez: écido lâctico', 'queso rallado ', 'techc', 'sal', 'cuajo animal', 'cultivos microbianos', 'conservador', ' lisozima de huevo', 'aceite de Oliva', 'pan rallado ', 'hatina de frigo', 'sal', 'levadura', 'concentrado doble de tomate', 'teche desnatada en polvo', 'tomate en anicar', 'albahaca', 'condimentos preparados', 'sal', 'almid6n de patata', 'harina de arroz', 'azücar', 'cebolla', 'especiaslcürcuma', 'nuez moscadal', 'aceitede cotza,zumo de limon concentrado', 'enracto de levistico', 'sal yodada ', 'sal', '0duro potâsico', 'cebolla en polvo', 'pimienta negra', ' 47% pasta: harina de trigo', 'hueyo*', 'de trigo duro', '• Huevos de gallinas criadas en el suelo', ' Puede contener trazas de sulfitos', 'mostaza', 'sésamo', 'soja', 'crusticeos', 'aplo y frutos de cascara', ' Envasado en atm6sfera protectora', 'Conservar a maximo +7 oc']","['Huile de palme', 'Non végétalien', 'Non végétarien']",12.3 g,en quantité modérée,6.9 g,en quantité élevée,5.7 g,en quantité modérée,1.06 g,en quantité modérée,?,,304,+47%,1272 kj(304 kcal),+47%,"12,3",+94%,"6,9",+157%,36,+33%,"5,7",+115%,"11,1",+33%,"1,06",+2%,"0,424",+2%,12,+124%,D,+124%,['Chef Select'],['Lidl'],"['E330 - Acide citrique', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Lait', 'Moutarde', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,
1125,"Gourmet Pasta Mezzelune, Ricotta-steinpilz-mascarp. .. - Chef select",20729738,,['France'],"['farine de blé', '14 % œufs*', '10 % Gorgonzola AOP ', 'lait', 'ferments lactiques', 'moisissures de penicillium glaucum', 'sel de mer', 'présure', 'Ricotta ', 'fromage de lactosérum', ' ', 'lactosérum ', 'lait', 'sel', 'acidifiant : acide citrique', 'préparation de fromage ', 'fromage ', 'lait', 'protéines de lait', 'lait en poudre écrémé', 'sel', 'épaississants : gomme guar', 'farine de graines de caroubes', 'carraghénanes', "" correcteur d'acidité : acide lactique"", 'huile de colza', '4 % noix', 'semoule de blé dur', 'panure ', 'farine de blé', 'sel', 'levure', '2,3 % Mascarpone ', 'crème ', 'lait', 'acidifiant : acide citrique ', ' sel iodé ', 'sel', 'iodure de potassium', 'amidon de riz', 'flocons de pomme de terre', '2 % noix de cajou assaisonnées ', 'noix de cajou', 'sel', 'sirop de glucose', 'fibres de blé', 'lait en poudre écrémé', 'sucre', 'sel iodé ', 'sel', 'iodure de potassium', 'extrait de levure', 'sel', 'huile de tournesol', 'arômes naturels', 'noix de muscade en poudre', 'poivre noir', 'conservateur : sorbate de potassium', ' *issus de poules élevées au SOI', ' Traces éventuelles de sulfites', 'de moutarde', 'graines de sésame', 'de soja', 'de crustacés et de céleri']",['Non végétalien'],,,,,,,,,?,,320,,1339 kj(320 kcal),,"15,1",,"4,8",,"32,9",,"2,8",,"11,6",,"0,8",,"0,32",,,,,,['Chef select'],['Lidl'],"['E330 - Acide citrique', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,
1126,Massepain cacao - Favorina,20729820,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,"14,7",,"1,2",,"65,9",,"65,9",,"6,2",,,,,,,,,,['Favorina'],,,,,,,,,,,,,,,,,,,,,
1127,Hafer-Drink - Milbona - 1L,20749903,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine"", 'Boissons sans sucre ajouté']","['France', 'Allemagne']","['Wasser', '9,9 % Hafer', 'Sonnenblumenöl', 'Calciumcarbonat', 'Meersalz', 'Vitamin E', 'Vitamin B6', 'Vitamin B2 ', 'Riboflavin', 'Vitamin A', 'Folsäure', 'Vitamin D', 'Vitamin B12']",['Sans huile de palme'],1.1 g,en faible quantité,0.2 g,en faible quantité,4.4 g,en quantité modérée,0.1 g,en faible quantité,?,,44,-8%,184 kj(44 kcal),-8%,"1,1",-15%,"0,2",-3%,"7,6",-3%,"4,4",-15%,"0,7",-9%,"0,1",+6%,"0,04",+6%,0,-100%,B,-100%,['Milbona'],['Lidl'],,,3,['en:FSC'],['FSC-C014047'],B,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,1L,,['Getränkekarton'],,,,
1128,Milbona Sojajohgurt,20750251,,['France'],"['Solazubereìtung mit Joghurtkulturen und Calcium', '86% Solazubereitung ', 'Wasser', '10,8% sojabohnen', 'Calciumsalze der Orthophosphorsare Johannisbrotkernmehl', ' Speisesalz', 'Onensaftkonzentrat Aroma', 'Joghurtkulturen', ' bis']",[],,,,,,,,,?,,55,,230 kj(55 kcal),,"2,4",,"0,3",,"3,9",,"2,8",,"4,1",,"0,08",,"0,032",,,,,,['Milbona'],['Lidl'],,,,,,,,,,,,,,,,,,,,
1129,Germknodel prunes,20751982,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,31,,"0,9",,"46,9",,15,,"6,2",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Melange pour Guacamole - El Tequito - 25g,20753825,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices"", ""Mélange d'épices pour guacamole""]",['France'],"['maltodextrine', 'sel', 'oignons', 'ail', 'citron en poudre ', 'concentré de jus de citron', 'maltodextrine', 'paprika', 'cumin', 'persil', 'poivre', 'piment jalapeno', 'épices', 'huile de citron', 'huile de colza', ' Traces éventuelles de blé', ""d'oeuf"", 'de soja', 'de lait', 'de céleri', 'de moutarde et de graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.6 g,en faible quantité,0.3 g,en faible quantité,11.2 g,en quantité modérée,22.6 g,en quantité élevée,?,,271,+15%,1134 kj(271 kcal),+13%,"1,6",-40%,"0,3",-8%,56,+31%,"11,2",-35%,"4,2",-27%,"22,55",+51%,"9,02",+51%,,,,,['El Tequito'],,,,3,,,B,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,25 g,,,,,,
1131,"Cantuccini, Mit Mandeln - Sondey",20757274,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci']","['France', 'Allemagne']","['Weizenmehi', 'Zucker', '19% Mandeln', 'Eler*', 'Glukosesirup', 'Palmöl', 'Honig', 'Magermilchpulver', 'Reismehl', 'Speisesalz', 'Backtriebmittel: Ammonium - carbonate', 'Natriumcarbonate', ' natürliche Aromen', ' *aus Bodenhaltung', ' Kann Spuren von Soja und Schalenfrüchten enthalten']","['Huile de palme', 'Non végétalien']",13.5 g,en quantité modérée,2.1 g,en quantité modérée,32 g,en quantité élevée,0.44 g,en quantité modérée,?,,431,-2%,1803 kj(431 kcal),-2%,"13,5",-6%,"2,1",-47%,"65,7",-0%,32,-0%,10,+3%,"0,44",+38%,"0,176",+38%,15,-3%,D,-3%,['Sondey'],['Lidl'],"['E502 - Carbonates', 'E500 - Carbonates de sodium']",['Lait'],4,,,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
1132,"Hähnchen-medaillonspieße, Provence",20757335,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,6,,"0,9",,"0,6",,"0,6",,21,,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Vitakrone Bulgur salat peperoni,20757854,,['France'],"['69% Buigur gegart', 'Trinkwasser', 'vorgekochterWeizen', '8% Peperoni', 'Rapsöl', 'Zwiebeln', 'Petersilie,Tomatenpaprika', 'Zucker', 'Apfelessigt Speisesalz', 'Branntweinessig', 'Minze', 'Zitronensaftkonzentrat', 'Gewürze', 'Stärke', 'Sâureregulator', ' Natriumacetate']",[],,,,,,,,,?,,165,,690 kj(165 kcal),,"5,9",,"0,5",,"23,4",,"3,5",,3,,"1,15",,"0,46",,,,,,['Vitakrone'],,['E262 - Acétates de sodium'],,,,,,,,,,,,,,,,,,,
1134,Persil - Freshona - 50g,20758318,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Surgelés', 'Plantes aromatiques', 'Aliments à base de plantes surgelés', 'Herbes aromatiques', 'Plantes aromatiques surgelées', 'Persil', 'Persil surgelé']",['France'],['Persil'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Freshona'],['LIDL'],,,1,,,A,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,50 g,,"['Carton', 'surgelé']","Persil finement haché, surgelé",,,
1135,Ciboulette - Freshona - 50g,20758325,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Surgelés', 'Plantes aromatiques', 'Aliments à base de plantes surgelés', 'Herbes aromatiques', 'Plantes aromatiques surgelées', 'Ciboulette', 'Ciboulette surgelé']",['France'],['Ciboulette'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Freshona'],['LIDL'],,,1,,,,,,,,,,,50 g,,"['Carton', 'surgelé']","Ciboulette finement hachée, surgelée",,,
1136,lapin - Favorina,20758486,,['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,"39,4",,"24,5",,"39,9",,"36,6",,"7,4",,"0,49",,"0,196",,,,,,['Favorina'],,,,,,,,,,,,,,,,,,,,,
1137,Osterhase Weiße Schokolade - Lidl,20758493,,['France'],[],[],,,,,,,,,?,,549,,2297 kj(549 kcal),,"31,7",,"19,9",,"59,3",,"59,3",,"6,7",,"0,2",,"0,08",,,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,
1138,"Bio Fruchtjoghurt, Banane - Milbona - 2001g",20758523,,['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"2,7",,"1,7",,"15,9",,"14,9",,"3,9",,"0,13",,"0,052",,,,,,['Milbona'],,,,,['Bio'],,,,,,,,,,2001 g,,,,,,
1139,"Black Tea Lemon - Lord Nelson - 34g e (20 * 1,7g)",20758738,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés', 'Thés au citron', 'Thés noirs aromatisés au citron']","['Belgique', 'France']","['Thé noir', '13 % citronnelle', 'arôme naturel', '2,5 % zestes de citron']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,1,-67%,4 kj(1 kcal),-67%,"0,1",+801%,"0,1",+801%,"0,1",-61%,"0,1",-40%,"0,2",+80%,"0,01",,"0,004",,,,,,"['Lord Nelson', 'Lidl']",['Lidl'],,,4,"['Agriculture durable', 'en:UTZ Certified', 'Point Vert', 'en:utz-certified-cacao']",,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"34 g e (20 * 1,7 g)",,"['Bopite', 'Carton']",Thé noir aromatisé citron,,['Allemagne'],
1140,The - Lord Nelson,20758752,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,2",,"0,01",,"0,004",,,,,,['Lord Nelson'],,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,
1141,Hähnchenbrust-filetstücke Asia - Vitasia,20758783,,['France'],"['viande de poulet', 'huile de tournesol', 'sucre', 'épices gingembre', 'ail', 'paprika doux', 'poivre noir', 'curry', 'chili', 'coriandre', 'cumin', ""0,5% extrait d'épices"", 'sel', 'dextrose', 'jus de citron e Jdre', ""correcteur d'acidité: acide citrique"", ' tomates en poudre', 'stabilisant: diphosphates', 'Peut contenir des traces de moutarde céleri', ' Conditionné sous atmosphère protectrice', "" Cet emballage n'est pas micro?ondable""]","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,139,,582 kj(139 kcal),,"4,2",,"0,7",,"3,1",,"1,9",,22,,"1,88",,"0,752",,,,,,['Vitasia'],,"['E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,4,,,,,,,,,,,,,,,,,
1142,Sushi salon Lild - Vitasia - 120g,20758813,,['France'],"['Lachs ', 'Salmo salar', ' in Scheiben geschnitten', 'in Teriyakisauce mariniert mit Lachs', 'Speisesalz', '3% Sojasauce ', 'Sojabohnen', 'Weizenmehl', 'Speisesalz', 'Inverüuckersirup', 'Knoblauch', 'Ingwer', 'Zwiebeln', 'Sâuerungsmittel: Citronensâure', ' Stabilisator•', ' Xanthan', "" KonservierüPft' Meerrettjch gerieben"", 'Rapsôl', '25% Rahm', 'Branntweinessig', 'Zucker', 'Süssmolke', 'Wasser', 'Speise9', ' Verdjckungsmittel: Xanthan', 'Guarkernmehl', ' Aroma', 'Farbstoffe: Kurkumin', 'kupferhaltige Komplexe f Natriummetabisulfit]', ' Ungeôffnet bei max', ' +2 oc zu verbrauchen bis: siehe Aufdruck an der Seite', 'dem Kundeninformation: Das auf der Packung angegebene Verbrauchsdatum kann nur eingehalten weçn bel e\\ner optimale Aromaentfaltung empfehlen wir den Lachs ca', ' 15 Minuten vor dem Verzehr aus der Verpaqngzu Saumon ', 'CH: Salmo salar', ' en tranches', 'mariné dans une sauce Teriyaki avec prépaition auwasabl etauralfort', '\\nf saumon ', 'poissons', 'sel de cuisine', '2,5%* sauce soja ', '0,96%* fèves de soja', 'farine de blé', 'sel de Oisine', 'sirop de sucre inverti', 'jus de gingembre', 'jus de pomme', 'alcool de riz', 'amidon modifié ', 'maïs', 'vinaigre dl alcool', 'hue de sésame', 'gngembre', 'oignons', 'acidifiant: acide citrique', ' stabilisant: gomme xanthane', ' conservateur: sorbateae 17% préparation au wasabi et au raifort raifort râpé', 'huile de colza', '4,2%* lait fermenté', 'vin\\lgre dl acide citrique', 'lactosérum doux ', 'lait', 'eau', 'sel de cuisine', '0,08%* wasabi en poudre', 'sirop de sucre', 'caramélisé', 'acll épaississants: gomme xanthane', 'gomme guar', 'arôme', 'colorants: curcumine', ""complexes cuivriques de ' conserqerau chlorophyllines"", ' antioxydant acide ascorbique', 'disulfite de Rapporté au produit fini', ' Non réfrigérateur à +4 oc ', 'CH: +2 oc', "" max et à consommerjusqu' au: voir côté""]","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,222,,929 kj(222 kcal),,"13,4",,"2,8",,"6,3",,"5,6",,20,,"1,88",,"0,752",,,,,,['Vitasia'],,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E100 - Curcumine', 'E300 - Acide ascorbique']","['Poisson', 'Gluten', 'Lait']",4,,,,,,,,,,,120 g,,,,,,
1143,5 Mini lapins de pâques - Favorina,20759230,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",['France'],[],[],31 g,en quantité élevée,21 g,en quantité élevée,53 g,en quantité élevée,0.08 g,en faible quantité,?,,538,-3%,2251 kj(538 kcal),-3%,31,-9%,21,+1%,57,+6%,53,+2%,"6,4",-2%,"0,08",-59%,"0,032",-59%,26,-1%,E,-1%,"['Favorina', 'Lidl']",,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,
1144,"Chef Select Bio Ravioli - 9,5g",20759643,,['France'],"['eau', 'semoule de blé dur 1', '13% fromagel ', 'lait', '7 % Ricottal ', 'fromage de lactosérum 1 ', 'lait', 'œufsl', 'farine de blél', 'sel', 'huile de colzal', 'ép levurel', "" lissus de l'agriculture biologique"", ' Traces éventuelles de soja']",['Non végétalien'],,,,,,,,,?,,186,,778 kj(186 kcal),,"5,5",,3,,24,,"1,6",,"9,5",,"1,4",,"0,56",,,,,,['Chef Select'],['Lidl'],,['Lait'],,"['Bio', 'Bio européen', 'CH-BIO-006', 'en:EG-Öko-Verordnung']",,,,,,,,,,"9,5 g",,,,,,
1145,Jambon fumé de la forêt noir - Dulano,20760052,,['France'],[],[],,,,,,,,,?,,269,,1125 kj(269 kcal),,17,,"6,8",,"0,8",,"0,2",,28,,"5,2",,"2,08",,,,,,['Dulano'],,,,,"['Bio', 'Bio européen', 'DE-ÖKO-006', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,
1146,Pizza coppa legumes burrata,20760373,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,"8,3",,"4,1",,28,,"3,3",,"9,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Gouda bio organic - Milbona,20763602,,['France'],"['lait pasteurisélj sel', 'cultures diacidification', 'enzyme coagulante dtorigine microbienne', ' Ide certifiée', ' Croûte non comestible', ' Aprés ouverture,']",[],,,,,,,,,?,,385,,1611 kj(385 kcal),,"31,6",,"21,9",,0,,0,,"24,1",,"1,6",,"0,64",,,,,,['Milbona'],['Lidl'],,,,['Bio'],,,,,,,,,,,,,,,,
1148,Bio creamy yogurt - Milbona,20763695,,['France'],"['Yaourt crémeux* ', 'CH: yogourt a la crème', ' ', 'lait', 'sucre*', '7% myrtilles*', '5% cassis*', 'amidon*', 'épaississant: pectines', "" \r*Issu de l'agriculture biologique""]",['Non végétalien'],,,,,,,,,?,,141,,590 kj(141 kcal),,"7,4",,"4,6",,"14,8",,"14,3",,3,,"0,1",,"0,04",,,,,,['Milbona'],['Lidl'],['E440 - Pectines'],['Lait'],4,['Bio'],,,,,,,,,,,,,yaourt crémeux,,,
1149,Biosmoothie,20763701,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"0,2",,0,,"13,2",,"12,5",,"0,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Chips crinkle cut,20763916,,['France'],[],[],,,,,,,,,?,,517,,2163 kj(517 kcal),,34,,"2,9",,45,,"0,6",,5,,"1,05",,"0,42",,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,
1151,Lentilles rouges - Campo Largo - 1kg,20764180,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles rouges']",['France'],[],[],1.1 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en faible quantité,0.02 g,en faible quantité,?,,333,+1%,1393 kj(333 kcal),+1%,"1,1",-29%,"0,3",+21%,"51,3",+9%,"0,8",-51%,"24,8",+2%,"0,02",-39%,"0,008",-39%,-1,,A,,['Campo Largo'],,,,,,,B,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,1 kg,,,,,,
1152,Petits pois secs - 1001 Delights,20764289,,['France'],"['Petits pois secs', 'extra fins', ' petits pois,']",[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"1,3",,"0,5",,"49,4",,"2,3",,"22,7",,"0,1",,"0,04",,,,,,['1001 Delights'],,,,,,,,,,,,,,,,,['boîte'],,,,
1153,Boule de coco et chocolat blanc - Favorina,20764371,,['France'],"['81 % chocolat blanc ', 'sucre', 'beurre de cacao', 'lait en poudre', 'poudre de lactosérum ', 'lait', 'beurre concentré ', 'lait', 'émulsifiant lécithines ', 'sola', ' arôme', '15 % amandes', '2,9 % noix de coco', 'sucre', ""agent d'enrobage : gomme arabique"", ' Chocolat blanc : matière sèche issue du lait : 23 % min', "" À conserverà l'abri de la chaleur et de l'humidité"", "" Traces éventuelles d'arachides"", ""d'autres fruits à coque et de céréales contenant du gluten"", ' www', 'lidl-info', 'com/utz']",['Non végétalien'],,,,,,,,,?,,559,,2339 kj(559 kcal),,"34,2",,"16,3",,"54,5",,"44,9",,"7,3",,"0,24",,"0,096",,,,,,['Favorina'],['Lidl'],"['E322 - Lécithines', ""E414 - Gomme d'acacia""]",['Lait'],4,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,
1154,Magro leite português,20766832,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"0,5",,"0,1",,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
