,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,manufacturing,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,generic_name,link,palm_ingredients,brand_owner,producer_info
1667,MINI-SAUCISSES LAPIN:herbes de Provence + piment d'Espelette - LOEUL ET PIRIOT - 0.400kg,3277820075526,['Barquette noire polystyrène'],['France'],"[""Saucisses de lapin aux herbes de Provence et au piment d'Espelette: ngrédents: Saucisses de lapin aux herbes de Provence: Viande de lapin "", '84,7%', 'eau', 'gras de lapin', 'boyau naturel de mouton', 'sel', 'herbes de Provence ', '0,13% romarin', 'thym', 'origan', 'basilc', 'marjolaine', 'poivre', 'épices', 'dextrose', 'arômes naturels', 'vinaigre', ""betterave Viande de lapin issue d'an maux nourris sans OGM "", '<0,9% ', "" Saucisses de lapin au piment d'Espelette Viande de lapin "", '83,7%', 'eau', 'gras de lapin', 'boyau naturel de mouton', 'sel', 'dextrose', ""piment d'Espelette 0,097%"", 'épces et plantes aromatiques', 'exhausteur de goût monoglutamate de sodium', ""correcteur d'acidité acétate de sodium"", 'antioxydant ascorbate de sodium acide ascorbique', 'acicifiant: lactate de sodium huile de tournesol', 'aróme naturel', "" Viande de lapin issue d'anmaux nouris sans OGM "", '<0,9%']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,D,"['Viandes', 'Viande de lapin']","['Viande Française', 'Lapin Français']",,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,0.400 kg,['LOEUL ET PIRIOT'],['Thouars'],['Lait'],4,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E325 - Lactate de sodium']",,,,,,,,,,,,,,,,,,['Viande de lapin : Origine France'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",Morceaux choisis de lapin,https://www.lapin-et-papilles.fr,,,
1668,Cote de veau,2299080064288,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Pain au lait,3760066690702,,['France'],[],[],?,353,"11,4","53,6","7,9",,,,,,,,,,,,,,,,,,,,,1477 kj(353 kcal),"5,4","11,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Washing Up Liquid - Coop,01081473,['pet-tub'],['France'],[],[],?,246,"23,6","5,9","1,8",B,"['Plats préparés', 'Entrées', 'Coleslaw']",,,+89%,+136%,-6%,+62%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,['Coop'],,,,1029 kj(246 kcal),"2,3",5,"0,9","0,36",,,23.6 g,en quantité élevée,2.3 g,en quantité modérée,5 g,en quantité modérée,0.9 g,en quantité modérée,+93%,+162%,0%,+13%,+13%,8,+132%,C,+132%,,,,,,,
1671,Pure sensation praliné amandes Valencia lait - Révillon,3110844788143,,['France'],[],[],?,549,34,50,"8,1",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",,,+0%,+1%,-7%,+29%,,,,,,,,,['Révillon'],,,,2297 kj(549 kcal),16,47,"0,14","0,056",['Monoprix'],,34 g,en quantité élevée,16 g,en quantité élevée,47 g,en quantité élevée,0.14 g,en faible quantité,+0%,-14%,-9%,-22%,-22%,26,+2%,E,+2%,,,,,,,
1672,3760114993793,3760114993793,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Courgettes,3000010038854,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Poivre noir moulu,3580281893234,,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivres moulus', 'Poivre noir moulu']",,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Cocktail de fruits - Cora,3257986052067,['Conserve'],['France'],[],[],?,71,"0,5",17,"0,5",,,,,,,,,,,,,,,,,['Cora'],,,,297 kj(71 kcal),"0,1",14,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1676,8 Saucisses de lapin aux herbes de Provence - LOEUL ET PIRIOT - 0.486kg,2259364045266,['Barquette polystyrène rouge'],['France'],"['Viande de lapin ', '84,7%', 'eau', 'gras de lapin', 'boyau naturel de mouton', 'sel', 'herbes de Provence ', '0,13% : romarin', 'thym', 'origan', 'basilic', 'marjolaine', 'poivre', 'épices', 'dextrose', 'arômes naturels', 'vinaigre', 'betterave']","['Non végétalien', 'Non végétarien']",654,156,"8,3","1,4",19,D,"['Viandes', 'Viande de lapin']","['Viande Française', 'Lapin Français']",-5%,+1%,+5%,+101%,-4%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,0.486 kg,['LOEUL ET PIRIOT'],['Thouars'],['Lait'],4,654 kj(156 kcal),"2,7","0,7","1,5","0,6",,,8.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en quantité modérée,-1%,+13%,+66%,+198%,+198%,4,+556%,C,+556%,['Viande de lapin : Origine France'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",Saucisses de lapin,https://www.lapin-et-papilles.fr,,,
1677,"Milbona Joghurt , Erdbeer Banane Apfel - 150g",20757533,"['05 pp', '41 alu']","['France', 'Allemagne']",[],[],?,94,3,"12,8","3,4",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,+2%,-8%,+16%,-10%,,,,,,,,150 g,['Milbona'],"['D86657', 'Bissingen']",,,393 kj(94 kcal),"1,9",12,"0,12","0,048",['Lidl'],,3 g,en quantité modérée,1.9 g,en quantité modérée,12 g,en quantité modérée,0.12 g,en faible quantité,+2%,-7%,+19%,+4%,+4%,2,-35%,B,-35%,['Niemcy'],"['DE BY77723 EG', 'DE NW303 EG']",,,,,
1678,8 Saucisses de lapin aux herbes de Provence - LOEUL ET PIRIOT - 0.486kg,2404915048153,['Barquettes polystyrène rouge'],['France'],"['Viande de lapin ', '84,7%', 'eau', 'gras de lapin', 'boyau naturel de mouton', 'sel', 'herbes de Provence ', '0,13% : romarin', 'thym', 'origan', 'basilic', 'marjolaine', 'poivre', 'épices', 'dextrose', 'arômes naturels', 'vinaigre', 'betterave']","['Non végétalien', 'Non végétarien']",654,156,"8,3","1,4",19,D,"['Viandes', 'Viande de lapin']","['Viande Française', 'Lapin Français']",-5%,+1%,+5%,+101%,-4%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,0.486 kg,['LOEUL ET PIRIOT'],['Thouars'],['Lait'],4,654 kj(156 kcal),"2,7","0,7","1,5","0,6",,,8.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en quantité modérée,-1%,+13%,+66%,+198%,+198%,4,+556%,C,+556%,['Viande de lapin : Origine France'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",8 Saucisses de lapin aux herbes de Provence,https://www.lapin-et-papilles.fr,,,
1679,Aceite de oliva virgen extra a la trufa blanca botella 250 ml - La Española,8410660033652,,"['France', 'Espagne']",[],[],?,822,91,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,-4%,-5%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['La Española'],,,,3439 kj(822 kcal),12,0,0,0,,,91 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-14%,,-100%,-100%,6,-2%,C,-2%,,,,,,,
1680,4 Saucisses de lapin aux herbes de Provence - LOEUL & PIRIOT - 0.264kg,2873121016797,['Barquette polystyrène rouge'],['France'],"['Viande de lapin ', '84,7%', 'eau', 'gras de lapin', 'boyau naturel de mouton', 'sel', 'herbes de Provence ', '0,13% : romarin', 'thym', 'origan', 'basilic', 'marjolaine', 'poivre', 'épices', 'dextrose', 'arômes naturels', 'vinaigre', 'betterave']","['Non végétalien', 'Non végétarien']",654,156,"8,3","1,4",19,D,"['Viandes', 'Viande de lapin']","['Viande Française', 'Lapin Français']",-5%,+1%,+5%,+101%,-4%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,0.264 kg,['LOEUL & PIRIOT'],['Thouars'],['Lait'],4,654 kj(156 kcal),"2,7","0,7","1,5","0,6",,,8.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en quantité modérée,-1%,+13%,+66%,+198%,+198%,4,+556%,C,+556%,['Viande de lapin : Origine France'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",Saucisses de lapin,https://www.lapin-et-papilles.fr,,,
1681,Hamlet assortiment,5400265018690,,['France'],[],[],?,526,30,56,"6,2",,,,,,,,,,,,,,,,,['Hamlet'],,,,2201 kj(526 kcal),16,54,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Haribo Chamallows cocoballs,5410358456117,,['France'],[],[],?,386,9,72,"4,2",,,,,,,,,,,,,,,,,['Haribo'],,,,1615 kj(386 kcal),8,61,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
1683,V8 breakfast,9300644702904,,"['Australie', 'France']",[],[],?,53,"0,1","12,24","0,4",,,,,,,,,,,,,,,,,,,,,222 kj(53 kcal),"0,1","11,6","0,002","0,001",['Woolworths'],,,,,,,,,,,,,,,,,,,,,,,,,
1684,Noix De Coco Rapée 250G - 250g,3700056704903,,['France'],[],[],?,0,?,?,?,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",,,-100%,,,,,,,,,,,250 g,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,-100%,,,,,,,,,,,,,,,
1685,Rouget Barbet filet,5413270196147,,['France'],[],[],?,117,"3,8",0,"19,4",,,,,,,,,,,,,,,,,,,,,490 kj(117 kcal),"1,1",0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Magdalenas aux Pépites,6134961000404,,['France'],[],[],?,451,23,56,"4,7",,,,,,,,,,,,,,,,,,,,,1887 kj(451 kcal),"2,8",29,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Fromage blanc fermier -,3760213330048,,['France'],[],[],?,?,?,?,?,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Poulet - La Nouvelle Agriculture,0213320034314,,['France'],[],[],?,179,11,0,20,D,"['Viandes', 'Volailles', 'Poulets']",,,+19%,+89%,-100%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,749 kj(179 kcal),"2,8",0,"0,15","0,06",,,11 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,+19%,+87%,-100%,-82%,-82%,-1,-171%,A,-171%,,,,,,,
1689,Cloche rouge,3700232417337,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Les Carrés Banane-Good Gout-50g -,03848012,"['Sachet', 'Plastique', 'endroit sec']",['France'],"['65% de farine de riz bio,', '10% de farine de pois chiches bio', '7', '5% de poudre de lait entier bio', '6% de poudre de banane bio', '5 % de farine de quinoa bio', '5% de farine de sarrasin bio', 'arôme naturel bio', 'vitamine B1']","['Sans huile de palme', 'Non végétalien']",?,385,"4,2","78,7","9,86",,['Biscuits et gâteaux'],"['Bio', 'Agriculture UE']",,-10%,-78%,+38%,+67%,,,,,,,,50g,,['France'],,4,1611 kj(385 kcal),"1,53",7,"0,08","0,032",,,4.2 g,en quantité modérée,1.53 g,en quantité modérée,7 g,en quantité modérée,0.08 g,en faible quantité,-10%,-82%,-76%,-86%,-86%,-2,-111%,A,-111%,,,Biscuits multi-céréales pour bébé,https://www.goodgout.fr/bebe/recette-bebe-8-mois/les-carres-banane-60.html,,,
1691,Lapin entier pré-découpé - LOEUL ET PIRIOT - 1.454kg,2221095119257,['Barquette polystyrène noire'],['France'],[],[],494,?,3,"0,5",22,D,"['Viandes', 'Viande de lapin']",['Label Rouge'],-28%,,-62%,-28%,+12%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,1.454 kg,['LOEUL ET PIRIOT'],['Thouars'],,,494 kj(118 kcal),"0,7","0,1","0,13","0,052",,,3 g,en quantité modérée,0.7 g,en faible quantité,0.1 g,en faible quantité,0.13 g,en faible quantité,-25%,-71%,-76%,-74%,-74%,-4,-756%,A,-756%,['Viande de lapin : Origine France'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",Le lapin fermier,https://www.lapin-et-papilles.fr,,,
1692,Pain boulot,3123456000213,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Salsa chimichurri - develey,4006824004992,,"['France', 'Espagne']",[],[],?,26,"0,1","4,6","0,5",,"['Epicerie', 'Sauces']",,,-89%,-99%,-54%,-81%,,,,,,,,,['Develey'],,,,109 kj(26 kcal),"0,1","3,9","4,3","1,72",,,0.1 g,en faible quantité,0.1 g,en faible quantité,3.9 g,en faible quantité,4.3 g,en quantité élevée,-89%,-95%,-40%,+78%,+78%,10,-14%,C,-14%,,,,,,,
1694,Fillet de poulet blanc fermier d'auvergne,0287457032147,,['France'],[],[],?,?,?,?,?,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Abricots moelleux - Tassis - 200g,3683080308531,['Barquette'],['France'],"['Abricots secs', 'conservateur E220', 'troces de sulphite']",[],?,137,0,33,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,-48%,-100%,-43%,-100%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,200 g,['Tassis'],,,3,573 kj(137 kcal),0,15,0,0,['Franprix'],"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0 g,en faible quantité,-48%,-100%,-67%,-100%,-100%,-1,-129%,A,-129%,['Turquie'],,,,,,
1696,Pain Paillasse,3700854600117,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Pain céréales,3289660550408,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Courgettes -  - 2,3760189520245,,['France'],[],[],?,?,?,?,?,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Courgettes', 'Courgettes fraîches']","['Bio', 'Bio européen']",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Tomates confites,3760074792221,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Pommes de terre micro ondes,3360190023812,,['France'],[],[],?,325,"0,5","15,2","2,2",,,,,,,,,,,,,,,,,,,,,1360 kj(325 kcal),"0,1","0,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1701,NATURNES Mijoté de Légumes et Porc au Romarin - 230g - Dès 12 mois - 230g,7613033621208,['Boite'],['France'],"['Légumes 52,8% ', 'pommes de terre16%', 'carottes 11,4%', 'purée de tomates à base de concentré', 'oignons', 'maïs 6%', 'petits pois 5%', 'eau de cuisson', 'viande de porc 8,8%', 'purée de pruneaux', 'amidon', 'huiles végétales ', 'colza', 'tournesol', 'sel marin', 'semoule de riz', 'persil', 'romarin 0,02%', 'poivre', 'livèche']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",283,67,"1,9","9,2","2,8",,,['Point Vert'],,,,,,,,,,,,,230 g,"['Naturnes', 'Nestle']",,,,283 kj(67 kcal),"0,5","1,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,Aliment pour bébés,,,,
1702,Hayatti,5420038404970,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Bière Brassée en Savoie,3760138487513,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Crêpes de Beauvoorde,5411219002665,,"['France', 'Pays-Bas']",[],[],?,250,"11,6",30,6,,,"['Bio', 'Bio européen', 'BE-BIO-02']",,,,,,,,,,,,,,,,,,1046 kj(250 kcal),7,14,"0,2","0,08",['Ekoplaza'],,,,,,,,,,,,,,,,,,,,,,,,,
1705,Krögarpytt Klassisk - Felix - 720g,7310240075472,,['France'],"['Potatis', 'korv ', 'nöt - och griskött', 'vatten', 'potatismjöl', 'kryddor ', 'paprika - pulver', 'vitlök', 'svartpepparextrakt', 'salt', 'nötköttsprotein', 'potatisfiber', 'rökarom', 'antioxidationsmedel askorbinsyra och natriumaskorbat och konserveringsmedel natriumnitrit', 'lök', 'rapsolja', 'griskött ', 'salt', 'nötkött ', 'sammansatt nötkött', 'salt', 'worcestershiresås ', 'vatten', 'socker', 'ättika', 'kryddor bl', 'a', ' chilipeppar', 'vitlök', 'muskot och libbsticka', 'maltvinäger från korn', 'lök', 'arom och salt', ' och druvsocker']","['Non végétalien', 'Non végétarien']",?,190,"9,1",21,"4,2",,['sv:Pytt i Panna'],,,,,,,,,,,,,,720 g,['Felix'],['Sweden'],['Gluten'],4,795 kj(190 kcal),"1,9","2,9","0,9","0,36",,,9.1 g,en quantité modérée,1.9 g,en quantité modérée,2.9 g,en faible quantité,0.9 g,en quantité modérée,,,,,,4,,C,,['Suède'],,Pytt i Panna,,,,
1706,Danette Le liégeois,61943186,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Cordon bleu surgelé,5902767602693,,['France'],[],[],?,195,"11,8","10,5","11,2",D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,-12%,-2%,-24%,-15%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,816 kj(195 kcal),"2,8","0,6","1,08","0,432",,,11.8 g,en quantité modérée,2.8 g,en quantité modérée,0.6 g,en faible quantité,1.08 g,en quantité modérée,-12%,-12%,-62%,-17%,-17%,3,-58%,C,-58%,,,,,,,
1708,C.prov.domain.sumeire Reserv.06 Rs 75Cl - 75cL,3389240010152,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,75 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,ARTIPAUSE : souplesse et confort articulaire,3700366001020,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Coruja,56088854,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Salade poulet daily migros,7613404028810,,['France'],[],[],?,103,"1,6",11,10,D,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,,-23%,-76%,+20%,+39%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,['Migros'],,,,431 kj(103 kcal),"0,3","3,1","0,75","0,3",,,1.6 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0.75 g,en quantité modérée,-22%,-70%,+38%,-5%,-5%,-1,,A,,,,,,,,
1712,"Brownie Mix, Choc Flavoured - Orgran - 400g",0720516022739,"['Cardboard', 'Plastic']","['Australie', 'France']","['Sucre brun', 'Farine de riz', 'Poudre de cacao ', '9%', 'Fécule de pomme de terre', 'Amidon de tapioca', 'Amidon de maïs', 'Gomme végétale ', 'stabilisant', ': gomme de guar', 'Méthylcellulose', 'Sel', 'Poudres à lever: Bicarbonate de soude', 'Carbonate de calcium', "" Régulateur de l'acidité: Acide citrique""]","['Végétalien', 'Végétarien']",1526,?,"1,2","85,1","3,4",,"['Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']","['Végétarien', 'en:gluten-free', 'Kascher', 'Sans arômes artificiels', 'Végétalien', 'Sans glutamate ajouté', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans œufs', 'Sans OGM', 'Sans lait', 'Sans conservateurs', 'Sans soja', 'en:australian-owned', 'en:endorsed-by-coeliac-australia-nz', 'en:fodmap-friendly', 'en:wheat-free', 'en:yeast-free']",-3%,,-88%,+44%,-43%,,,,,,,,400 g,['Orgran'],['Australia'],,4,1526 kj(365 kcal),"0,6","46,9","0,434","0,174",,"['E412 - Gomme de guar', 'E461 - Méthylcellulose', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,,,,,,,,-2%,-86%,+56%,-30%,-30%,,,,,,,,,,,
1713,Brisure de riz parfumé,3276650018826,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Cream of asparagus soup,00816342,,"['France', 'Hong Kong']",[],[],?,57,"3,6","5,1","0,8",,,,,,,,,,,,,,,,,,,,,238 kj(57 kcal),2,"1,2","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Petits cookies - Bonne Maman,3178530416268,,['France'],"['Farine de céréales ', 'farine de blé tendre', ""farine d'avoine"", 'pépites de chocolat 33% ', 'sucre', 'pâte de cacao', 'lait en poudre', 'beurre de cacao', 'lactose', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'cacao maigre en poudre', 'beurre', 'sucre oeufs frais', 'poudres à lever ', 'carbonates de sodium et diphosphates', 'arôme naturel de vanille', 'fibres de blé', 'sel', 'poudre de lait écrémé']",['Non végétalien'],?,504,26,60,"6,5",,,,,,,,,,,,,,,,,['Bonne Maman'],,"['Œufs', 'Gluten', 'Lait', 'Avoine', 'Soja']",4,2109 kj(504 kcal),17,35,"0,59","0,236",,"['E322 - Lécithines', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,
1716,Pâte feuilletée - Carrefour - 230g,7376795587679,['Sachet plastique'],['France'],"['Farine de blé 47,5%', 'graisses végétales ', 'palme 15,8%', 'colza', 'eau', 'alcool éthylique', 'sel', 'jus de citron concentré', 'agent de traitement de la farine : L-cystéine', 'colorant : caroténoïdes']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,405,24,38,"5,4",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,,+6%,+11%,-1%,-7%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,230 g,['Carrefour'],['France'],['Gluten'],4,1695 kj(405 kcal),12,"1,5","0,88","0,352",['Carrefour'],"['E1510 - Éthanol', 'E920 - L-Cystéine et ses chlorhydrates', 'E160 - Caroténoïdes']",24 g,en quantité élevée,12 g,en quantité élevée,1.5 g,en faible quantité,0.88 g,en quantité modérée,+7%,+6%,-1%,-13%,-13%,18,+9%,D,+9%,['Union européenne'],,Pâte feuilletée avec de la matière grasse végétale prête à dérouler,,['Huile de palme'],,
1717,Whole veg popped chips,5039378003035,,['France'],[],[],?,390,"5,3","76,6","6,1",,,,,,,,,,,,,,,,,,,,,1632 kj(390 kcal),"0,6","2,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Sportness -,4010355447418,,['France'],"['Zutate', ' Milcheweiscalciucasom lasurMokeneiweiRkanzentrat Kakaobutter', 'Sasano', 'i', 'marui', 'Kakaomasse,rugator Sojalecithine Aroma Sußungsmitt welikonzentrat Kollagenhydrolysat Feuchthaltemitt sojaeiweiß-Crispies ', 'Sojaeiweilßisolat', 'Kakaopulver', 'Tapiokastarkey', '21%fetlarmes KakaopOutver', 'Maisdext 33% Mah Paimbl toma Süßungsmittel : Sucralose']",[],?,359,"10,5",23,50,,,,,,,,,,,,,,,,,,,,4,1502 kj(359 kcal),"5,3","0,9","0,95","0,38",,['E955 - Sucralose'],,,,,,,,,,,,,,,,,,,,,,,,
1719,Ballygowan Sparkling Water,5099483050003,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Xylitol,4250107659038,,['France'],[],[],?,226,0,94,0,,,,,,,,,,,,,,,,,,,,,946 kj(226 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,"Pommes de Terre Blanches (Chair et Peau, Cuites au Four)",3760120450051,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Chocolat au lait - Starbucks - 30g,0762111080738,,['France'],[],[],?,?,?,?,?,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,30 g,['Starbucks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Véritables cerises à l'ancienne,3760258880485,,['France'],[],[],?,400,19,51,"4,2",,,,,,,,,,,,,,,,,,,,,1674 kj(400 kcal),12,45,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
