,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,traceability_code,link,palm_ingredients,manufacturing,brand_owner,origin_detail,producer_info
1645,Terrine de canard au chorizo - Saveur d'Auge,3454740002218,E,,,"[""Saveur d'Auge""]","['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,['France'],[],,,[],,27 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,0.58 g,en quantité modérée,?,,349,+14%,1460 kj(349 kcal),+14%,27,+3%,"8,9",-6%,"2,4",+40%,"0,5",-19%,24,+69%,"0,58",-62%,"0,232",-62%,14,-22%,D,-22%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,
1646,Pain complet,0200101009517,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",,,['France'],[],,,[],,5 g,en quantité modérée,0 g,en faible quantité,1.5 g,en faible quantité,1 g,en quantité modérée,?,,287,+14%,1201 kj(287 kcal),+14%,5,+45%,0,-100%,47,+10%,"1,5",-59%,12,+37%,1,-15%,"0,4",-15%,2,+201%,B,+201%,,,,,,,,,,,,,,,,
1647,Purée onctueuse pommes et de poires - Qilibri - 400g,0660989030452,B,400 g,"['Plastique', 'Carton']",['Qilibri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']","['Cuisiné en France', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Sans épaississant']",,['France'],"['Purée de pommes 69,2%', ' purée de poires 30%', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,267,+3%,63,+2%,267 kj(63 kcal),+2%,"0,5",+53%,"0,2",+133%,13,-5%,11,-11%,"0,5",+42%,"0,01",+19%,"0,004",+19%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,Purée onctueuse pommes et de poires,"['EMB 19121', 'Lubersac (Corrèze, France)']",https://qilibri.fr/contents/produit-puree-onctueuse-pommes-et-poires,,['France'],,,
1648,Sauce Brasil - La William,5410426116219,,,,['La William'],"['Epicerie', 'Sauces']",,,['France'],[],,,[],,51 g,en quantité élevée,31.9 g,en quantité élevée,14.8 g,en quantité élevée,0.9 g,en quantité modérée,?,,534,+124%,2234 kj(534 kcal),+127%,51,+182%,"31,89",+1376%,"16,7",+69%,"14,8",+129%,"14,1",+424%,"0,9",-63%,"0,36",-63%,22,+90%,E,+90%,,,,,,,,,,,,,,,,
1649,Confiture de Groseille sans pépins - Muroise et Compagnie,3372330308062,D,,,['Muroise et Compagnie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de groseilles']",,,['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.08 g,en faible quantité,?,,226,+0%,946 kj(226 kcal),+0%,"0,5",+125%,"0,1",+242%,53,-2%,53,+2%,"0,6",+12%,"0,08",+781%,"0,032",+781%,11,+14%,D,+14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1650,Velouté de champignon,3448550010501,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,141,,590 kj(141 kcal),,"1,3",,"0,8",,"4,3",,"0,3",,1,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,
1651,Riz long blanc,3258565120429,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,354,,1481 kj(354 kcal),,"0,4",,"0,1",,"80,4",,"0,2",,"6,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1652,Coquillettes complètes - Naturalia - 500g,3700036905948,B,500 g,['sachet plastique'],['Naturalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Pâtes sèches au blé complet', 'Pâtes de blé dur complet', 'Coquillettes', 'Coquillettes de blé dur']","['Bio', 'Bio européen', 'IT-BIO-008', 'AB Agriculture Biologique']",['Naturalia'],['France'],"['Semoule complète de blé dur ', 'Italie', "" issue de l'agriculture biologique""]",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2.2 g,en faible quantité,0.4 g,en faible quantité,3.2 g,en faible quantité,0.01 g,en faible quantité,?,,350,-0%,1464 kj(350 kcal),-1%,"2,2",+2%,"0,4",-4%,67,+1%,"3,2",-3%,12,-6%,"0,01",-29%,"0,004",-29%,-6,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Italie'],Pâtes alimentaires à la semoule complète de blé dur issues de l'agriculture biologique,,https://naturalia.fr/coquillettes-completes-500g-3417631,,,,,
1653,Pain tessinois foncé bio - 320g,7613379186379,,320 g,"['Papier', 'Plastique']",['Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['Bio', 'Bourgeon bio']",['Coop'],"['France', 'Suisse']","['farines de céréales ', 'farine blanche de froment', 'farine mi-blanche de froment', 'seigle', 'eau', ""graines d'oléagineux "", 'lin', 'sésame', 'tournesol', 'huile de colza', 'flocons de céréales ', 'avoine', 'froment', 'levure', 'sel de cuisine iodé', 'lait écrémé en poudre', 'farine de seigle torréfiée', 'petit-lait en poudre', 'sucre', 'protéines lactiques', 'gluten de froment', 'lait entier en poudre', ""poudre d'acércia avec fécule de manioc "", 'enzymes ', 'amylases', 'pentosanases']",['E1100 - Amylases'],"['Gluten', 'Lait', 'Avoine', 'Graines de sésame', 'Protéines lactiques']",['Non végétalien'],4,10 g,en quantité modérée,1 g,en faible quantité,2.5 g,en faible quantité,1.4 g,en quantité modérée,1330,-2%,?,,1330 kj(318 kcal),-4%,10,+63%,1,-15%,41,-25%,"2,5",-36%,13,+37%,"1,4",+9%,"0,56",+9%,-1,-120%,A,-120%,,,,,,,,"['Europe', 'Amérique du Nord', 'Suisse']",Pain tessinois foncé,,,,['Suisse'],,,
1654,Plateau gougere au fromage -,3033124680206,,,,,['Plats préparés'],,,['France'],[],,,[],,23 g,en quantité élevée,11 g,en quantité élevée,1.8 g,en faible quantité,1 g,en quantité modérée,?,,170,+6%,711 kj(170 kcal),+6%,23,+222%,11,+382%,18,+34%,"1,8",-13%,14,+100%,1,+6%,"0,4",+6%,16,+306%,D,+306%,,,,,,,,,,,,,,,,
1655,Delicias adobadas de cerdo ibérico,8436017764536,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,215,,900 kj(215 kcal),,"14,8",,"6,38",,2,,"1,38",,"20,46",,"1,07",,"0,428",,,,,,,,,,,,,,,,,,,,,
1656,Petit beurre bio - Chabrior,3250791737181,B,,,['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"['farine de blé** 62%', 'sucre de canne** roux', 'beurre** 14% ', 'dont lait', 'amidon de blé*', 'poudre de lait écrémé', ""poudres à lever : carbonates d'ammonium-carbonates de sodium-phosphates de calcium"", ""extrait de malt d'orge"", 'aeufs', 'sel de Guérande 0,5%', 'arôme naturel ', 'dont lait', ""* Issus de l'agriculture biologique"", "" Traces éventuelles d'autres céréales contenant du gluten"", 'soja', 'arachides et fruits à coque']","[""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait']",['Non végétalien'],4,12.8 g,en quantité modérée,9 g,en quantité élevée,18.1 g,en quantité élevée,0.71 g,en quantité modérée,?,,450,-5%,1883 kj(450 kcal),-5%,"12,8",-31%,9,-23%,76,+12%,"18,1",-36%,"6,6",-7%,"0,71",-9%,"0,284",-9%,20,-8%,E,-8%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,,,,,,,,,
1657,tapas - Quely - 200g,8411145202068,,200g,,['Quely'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Pains', 'Tapas']","['Sans gluten', 'Sans conservateurs']",['Mercadona'],"['France', 'Espagne']","['harina de trigo', 'aceite de girasol alto oleico', 'aceite oliva ', '3,2%', 'levadura y sal marina']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,16.1 g,en quantité modérée,1.6 g,en quantité modérée,5.2 g,en quantité modérée,1.56 g,en quantité élevée,?,,452,+118%,1891 kj(452 kcal),+128%,"16,1",+33%,"1,6",-28%,"66,1",+891%,"5,2",+181%,"9,1",-22%,"1,56",-1%,"0,624",-1%,13,+101%,D,+101%,,,,,,,,['Espagne'],,,,,,,,
1658,French dressing - G & G - 500g,4311501445587,D,500g,['Flasche'],['G & G'],"['Epicerie', 'Sauces', 'Sauces salades']",,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
1659,Huile de Cameline,3760138840158,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']","['Bio', 'Bio européen', 'FR-BIO-10']",,['France'],[],,,[],,100 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+9%,3766 kj(900 kcal),+9%,100,+9%,12,+15%,0,,0,,0,,0,,0,,11,-4%,D,-4%,,,,,,,,,,,,,,,,
1660,Mon petit emmental - Casino - 6x 20g,3222477072893,C,6 x 20 g,,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,['Casino'],['France'],"['lait de vache pasteurisé ', 'origine: france', '- sel - ferments lactiques ', 'contient lait', '- coagulant microbien']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,1532,-1%,369,-3%,1532 kj(369 kcal),-3%,29,-2%,21,+6%,0,-100%,0,-100%,27,-3%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"Emmental français , fromage à pâte pressée cuite",,,,,,,
1661,Mixed seeds,5949065007508,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,601,,2515 kj(601 kcal),,"43,34",,"3,66",,"24,62",,"1,24",,"20,79",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,
1662,Souris d'agneau - Tendre & Plus,2224658065466,,,,['Tendre & Plus'],"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,,['France'],[],,,[],,5 g,en quantité modérée,0.1 g,en faible quantité,0.7 g,en faible quantité,1.1 g,en quantité modérée,?,,125,-13%,523 kj(125 kcal),-13%,5,-22%,"0,1",-96%,"1,9",+35%,"0,7",-9%,18,-6%,"1,1",+0%,"0,44",+0%,0,-100%,B,-100%,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,
1663,Sale Spargitore Italkali - 250g,8007620750904,B,250g,,['Italkali'],"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,
1664,Andouillettes au canard - Le Gaulois,2202063020201,,,,['Le Gaulois'],,,,['France'],[],,,[],,,,,,,,,,?,,216,,904 kj(216 kcal),,16,,"6,2",,"0,6",,0,,17,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
1665,Ketch'Up,3361779996602,,,,,"['Epicerie', 'Sauces']","['Végétarien', 'Végétalien']",,['France'],[],,,"['Végétalien', 'Végétarien']",,1.2 g,en faible quantité,0 g,en faible quantité,44 g,en quantité élevée,0.6 g,en quantité modérée,?,,180,-24%,753 kj(180 kcal),-24%,"1,2",-93%,0,-100%,45,+354%,44,+581%,2,-26%,"0,6",-75%,"0,24",-75%,13,+12%,D,+12%,,,,,,,,,,,,,,,,
1666,Soupe à l'oignon - Casino,3222477068636,,,,['Casino'],"['Plats préparés', 'Soupes']",,['Casino'],['France'],[],,,[],,0.7 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.6 g,en quantité modérée,?,,26,-54%,109 kj(26 kcal),-54%,"0,7",-64%,"0,3",-50%,"3,8",-34%,3,+73%,"0,6",-73%,"0,6",-31%,"0,24",-31%,2,+22%,B,+22%,,,,,,,,,Soupe à l'oignon,,,,,,,
1667,Bouchees de chorizo,3449865296307,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,520,,2176 kj(520 kcal),,44,,18,,"5,1",,"4,2",,26,,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,
1668,Smoothie - Delhaize,5400119513241,C,,,['Delhaize'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']",,['Delhaize'],"['Belgique', 'France']",[],,,[],,1.4 g,en faible quantité,0.1 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,?,,64,+12%,268 kj(64 kcal),+13%,"1,4",+294%,"0,1",-18%,"9,1",-25%,"9,1",-15%,"2,9",+361%,0,-100%,0,-100%,16,+54%,E,+54%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,,,
1669,Zumo 100% Exprimido Veggies - Don Simon,8410261777160,,,,['Don Simon'],['es:Zumo'],,,"['France', 'Espagne']",[],,,[],,0.3 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité modérée,0.04 g,en faible quantité,?,,41,+2%,172 kj(41 kcal),+2%,"0,3",+350%,0,-100%,"8,7",-9%,"7,5",-14%,"0,3",+4%,"0,04",+25%,"0,016",+25%,1,-22%,B,-22%,,,,,,,,,,,,,,,,
1670,vegetables noodles,8995899481714,,,,,,['Halal'],,['France'],[],,,[],,,,,,,,,,?,,185,,774 kj(185 kcal),,1,,0,,34,,4,,10,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,
1671,Lentilles,3701091728633,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],,,[],,,,,,,,,,?,,327,,1368 kj(327 kcal),,"1,8",,"0,24",,"44,5",,"1,1",,"25,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,
1672,Turrón de chocolate - Antiu Xixona,8410152000926,E,,,['Antiu Xixona'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón au chocolat avec riz soufflé']",,,['France'],[],,,[],,25 g,en quantité élevée,14 g,en quantité élevée,55 g,en quantité élevée,0.2 g,en faible quantité,?,,510,-1%,2134 kj(510 kcal),-1%,25,-10%,14,+2%,65,+13%,55,+20%,"5,2",-14%,"0,2",+3%,"0,08",+3%,24,-1%,E,-1%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,
1673,Corbatas de Unquera,8420872040669,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,473.38000488281,,1981 kj(473 kcal),,"34,06",,"17,26",,"35,32",,"8,32",,"5,48",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1674,Creme chapelain - Luxlait - 125g,5450168562424,B,125 g,['Pot'],['Luxlait'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,"['France', 'Luxembourg']",[],,,[],,23.4 g,en quantité élevée,16.5 g,en quantité élevée,3.7 g,en faible quantité,2 g,en quantité élevée,?,,267.20001220703,+15%,1118 kj(267 kcal),+14%,"23,4",+12%,"16,5",+17%,37,+998%,"3,7",+25%,"11,1",+33%,2,+71%,"0,8",+71%,16,+33%,D,+33%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['France', 'Luxembourg']",fromage à tartiner,,https://www.luxlait.lu/fr/produit/crème-de-chapelain-à-la-truffe-noire-du-périgord,,['Luxembourg'],,,
1675,Keimöl - Mazola,4000540030112,,,['Flasche'],['Mazola'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Huile d'Olive,5601989972736,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],,,[],,91.2 g,en quantité élevée,13.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,821,-4%,3435 kj(821 kcal),-4%,"91,2",-4%,"13,1",-6%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
1677,Ocean 52,8437016824023,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,3",,"4,3",,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1678,maroilles fermier,3518250001007,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Maroilles', 'Maroilles fermier']",['AOP'],,['France'],[],,,[],,29.6 g,en quantité élevée,17.5 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,354,+8%,1481 kj(354 kcal),+8%,"29,6",+11%,"17,5",-1%,"0,5",-14%,"0,5",+6%,"22,1",+4%,"1,7",-21%,"0,68",-21%,16,-9%,D,-9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
1679,Poulet cuit,2209620004575,,,"['Barquette', 'Film en plastique']",,,,,['France'],[],,,[],,,,,,,,,,?,,191,,799 kj(191 kcal),,12,,4,,1,,1,,20,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1680,Oeufs,3479438310000,D,,,,"[""Produits d'élevages"", 'Œufs']",,,['France'],[],,,[],,9.76 g,en quantité modérée,2.91 g,en quantité modérée,0.32 g,en faible quantité,0.32 g,en quantité modérée,?,,141,+7%,590 kj(141 kcal),+6%,"9,76",+4%,"2,91",+21%,"0,82",+21%,"0,32",-34%,"12,43",+1%,"0,32",+22%,"0,128",+22%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,
1681,Antipasti Tomaten - 125g,4260289892680,,125 g,,,,,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,121,,506 kj(121 kcal),,"1,1",,"0,3",,16,,12,,"6,8",,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,
1682,Fourrage Praliné 325GR,8718274811551,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,549,,2297 kj(549 kcal),,"32,9",,"3,5",,"55,2",,"51,9",,6,,0,,0,,,,,,,,,,,,,,,,,,,,,
1683,Buko meerrettich - Arla,5711953088964,,,,"['Arla', 'Buko']",,['Sans conservateurs'],,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,23,,15,,"4,5",,"3,5",,"4,3",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1684,Les Délicieux Emincés de thon fumé aux zestes de citron et au thym - Casino - 100g,3222477207295,D,100 g,,['Casino'],"['Produits de la mer', 'Poissons', 'Thons']",,['Casino'],['France'],"['thon albacore ', ""thunnus albacares - zone de capture et engin de pêche : voir sur le bas de l'étui"", "" 84,3% - huile d'olive vierge extra 8% - sel - sucre - zestes de citron 1% - dextrose - thym 0,2% - oignons - fécule de manioc - poivre - acidifiant : acide citrique - extraits d'épices""]",['E330 - Acide citrique'],"['Poisson', 'Thunnus albacares', 'Thunnus albacares']","['Non végétalien', 'Non végétarien']",4,5.5 g,en quantité modérée,0.9 g,en faible quantité,2.1 g,en faible quantité,3.2 g,en quantité élevée,651,-13%,155,-15%,651 kj(155 kcal),-14%,"5,5",-45%,"0,9",-49%,"2,1",+146%,"2,1",+398%,24,+12%,"3,2",+211%,"1,28",+211%,11,+258%,D,+258%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,"Emincés de thon albacore fumé au bois de hêtre, marinés à l'huile d'olive vierge extra (8%), aux zestes de citron et au thym",['EMB 29340'],,,,,,
1685,Souffles amandes,3760035570233,,,,,,"['Sans colorants', 'Sans conservateurs']",,['France'],[],,,[],,,,,,,,,,?,,605,,2531 kj(605 kcal),,"35,6",,0,,"47,4",,"38,9",,"19,2",,0,,0,,,,,,,,,,,,,,,,,,,,,
1686,Jus de poire - Verger de Thau,3760227610204,D,,,['Verger de Thau'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",,,['France'],[],,,[],,0.09 g,en faible quantité,0.02 g,en faible quantité,10.7 g,en quantité élevée,0 g,en faible quantité,?,,46,-10%,192 kj(46 kcal),-9%,"0,09",-62%,"0,02",-54%,11,-5%,"10,7",+7%,"0,19",-42%,0,-100%,0,-100%,5,+10%,C,+10%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1687,Filet de colin d Alaska congelé - Gineys,3267180364187,,,,['Gineys'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin', 'en:Filets de colin']",['Point Vert'],,['France'],[],,,[],,0.72 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,?,,72,-46%,301 kj(72 kcal),-46%,"0,72",-84%,"0,1",-80%,1,-89%,0,-100%,16,+19%,"0,5",-17%,"0,2",-17%,-3,,A,,,,,,,,,,,,,,,,,
1688,Authentique grec 10% M.G. - Ifantis,5201310005333,,,,['Ifantis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,['France'],"['lait de vache', 'protéine de lait', 'culture de yaourt']",,['Lait'],['Non végétalien'],4,10 g,en quantité modérée,7.5 g,en quantité élevée,3.5 g,en faible quantité,0.1 g,en faible quantité,540,+4%,130,+11%,540 kj(130 kcal),+10%,10,+46%,"7,5",+69%,"3,5",-60%,"3,5",-56%,"6,5",+46%,"0,1",-14%,"0,04",-14%,4,-2%,C,-2%,,,,,,,,,Yaourt grec,['GR 46.1295 EC'],,,['Grèce'],,,
1689,Ventreche de thon blanc,8436015206885,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,310,,1297 kj(310 kcal),,25,,"4,2",,0,,0,,22,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1690,Petits pains aux graines - Alnavit - 125g,4260012974515,,125g,,['Alnavit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'DE-ÖKO-003', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans lactose', 'Sans conservateurs']",,"['France', 'Allemagne']",[],,,"['Végétalien', 'Végétarien']",,5.4 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,206,-37%,862 kj(206 kcal),-38%,"5,4",-12%,"1,1",-6%,31,-43%,"0,5",-87%,"4,2",-56%,"1,1",-14%,"0,44",-14%,5,-2%,C,-2%,,,,,,,,,,,,,,,,
1691,Cranberry maple balsamic salad dressing,0628920214064,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,"53,333",,5,,"6,667",,"6,667",,0,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,,,
1692,Palets de bretagne - Jacques Menou,3337442018346,,,,['Jacques Menou'],,,,['France'],[],,,[],,,,,,,,,,?,,516,,2159 kj(516 kcal),,"26,7",,"17,9",,"62,7",,"27,2",,"6,3",,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,
1693,Krem şanti - Bizim Mutfak - 150g,8690504635697,C,150g,['Carton'],['Bizim Mutfak'],"['Produits laitiers', 'Crèmes', 'Crèmes fouettées', 'Crèmes Chantilly']",,,['France'],"['sucre', 'sirop de glucose', 'les huiles végétales ', 'palme', 'de palmiste', 'de canola', 'émulsifiant E471 ', 'végétale', 'E472a ', 'végétale', 'E472e ', 'végétale', 'amidon ', 'pomme de terre', 'mais', 'protéines de lait', 'lait écrémé en poudre', 'dextrose', 'stabilisant ', 'phosphates de potassium', ' anti-agglomérant ', 'phosphates de calcium', 'epaississants ', 'guar', 'arôme', 'produits de lactosérum ', 'produits laitiers', 'farine de blé', ""poudre d'oeuf""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472a - Ester diacétyl-acétique d'acides gras"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,10 g,en quantité modérée,8.8 g,en quantité élevée,16.1 g,en quantité élevée,0.06 g,en faible quantité,?,,188,-34%,787 kj(188 kcal),-33%,10,-60%,"8,8",-49%,"21,7",+76%,"16,1",+39%,"2,7",+20%,"0,06",-52%,"0,024",-52%,13,-13%,D,-13%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,
1694,Sutdiyari Whipped Cream 23%,57020129,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,233,,975 kj(233 kcal),,23,,15,,"3,8",,"3,8",,"2,6",,0,,0,,,,,,,,,,,,,,,,,,,,,
