,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,traceability_code,markets,manufacturing,allergens,nova_score,additives,generic_name,link,brand_owner,origin_detail,producer_info,palm_ingredients
946,Miel - 400g,3760258990108,400 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,B,['AOP'],,,0 g,en faible quantité,0 g,en faible quantité,,,,,,0,-100%,,0,-100%,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,['Pot'],['Alpes de Haute-Provence'],['840078'],['Biocoop'],"[""roque d'antheron""]",,2,,,,,,,
947,Penne au saumon - Costa - 600g,4008467054402,600g,['Costa'],"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Pâtes au poisson', 'Pâtes au saumon']",['France'],"['Penne cuites [39 %] ', 'eau', 'semoule de blé dur', 'filet de saumon portionné [17 %]', 'eau', 'crème fleurette', 'épinards[7 %]', 'tomates séchées', 'lait écrémé', 'fond de poisson', 'basilic', 'sel de table', 'vin blanc', 'amidon modifió de maïis', 'farine de blé', 'sucre', 'épices', 'dextrose', 'zestes de citron', 'jus concentré de citron']","['Non végétalien', 'Non végétarien']",?,132,"4,1",16,"6,9",,"['Sans arômes artificiels', 'Nutriscore', 'Nutriscore A', 'Nutriscore B']",4.1 g,en quantité modérée,2.2 g,en quantité modérée,2 g,en faible quantité,,,552 kj(132 kcal),-5%,-32%,"2,2",+8%,+22%,2,+40%,+7%,,,,,,,,0.65 g,en quantité modérée,"0,65",-10%,"0,26",-10%,1,-36%,B,-36%,,,['DE NI-11076 EG'],,,"['Gluten', 'Lait']",4,,,,,,,
948,Tetes brûlées Tropical,3109859000050,,,,['France'],[],[],?,60,"0,9","13,9","0,5",,,,,,,,,,,251 kj(60 kcal),,,0,,,"13,9",,,,,,,,,,,,0,,0,,,,,,,,"['EMB 45213D', 'Montereau (Loiret, France)', 'EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",,,,,,,,,,,
949,"Reese's Easter White Peanut Butter Egg, 1.20 Ounce",03447501,,"[""Reese's""]",,['France'],[],[],?,527,"30,4","53,3","12,5",,,,,,,,,,,2205 kj(527 kcal),,,9,,,"47,2",,,,,,,,,,,,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,
950,Oranges pressées BIO,3770008574557,,,,['France'],[],[],?,46,"0,2",10,"0,7",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,192 kj(46 kcal),,,0,,,"8,2",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
951,"Poudre repas chocolat alpine - YFood - 1,5kg",4260556630991,"1,5 kg",['YFood'],"['de:Complete Meal', 'de:Instant Pulver', 'de:Trinkmahlzeit']","['France', 'Allemagne']","['Milcheiweiß', 'pflanzliche Öle ', 'Sonnenblumenöl', 'Rapsöl', 'fettarmes Kakaopulver 7,3 %', 'Zichorienwurzelfasern', 'Kokosnussmilch', 'glutenfreie Haferfasern', 'modifizierte Stärke', 'Vitamin A', 'Vitamin D', 'Vitamin E', 'Vitamin K', 'Vitamin C', 'Thiamin', 'Niacin', 'Vitamin B6', 'Folsäure', 'Biotin', 'Pantothensäure', 'Zinksulfat', 'Mangansulfat', 'Natriumselenit', 'Chrom', 'lll', '-chlorid', 'Natriummolybdat', 'Kaliumchlorid', 'Kaliumiodid', 'Maltodextrin', 'Salz', 'Süßungsmittel: Sucralose', ' natürliche Aromen']",['Non végétalien'],?,446,20,35,29,,"['Sans gluten', 'Sans sucre ajouté', 'Sans lactose', 'de:26 Vitamine und Mineralstoffe', 'de:Reich an Ballaststoffen', 'de:Reich an Protein']",20 g,en quantité modérée,2.9 g,en quantité modérée,18 g,en quantité élevée,,,1866 kj(446 kcal),,,"2,9",,,18,,,,,,,,,,0.79 g,en quantité modérée,"0,79",,"0,316",,13,,D,,"['Produkt', 'PET/PE Verbundmaterial']",,,,['Deutschland'],['Lait'],4,"['E14XX - Amidons modifiés', 'E955 - Sucralose']","Pulvermischung mit Schokoladengeschmack zur Herstellung eines nährstoffangereicherten funktionellen Getränks mit Süßungsmittel. Mit hohem Proteingehalt, Vitaminen und Mineralstoffen.",http://www.yfood.eu,,,,
952,Kabanos eXclusive,5908230521485,,,,['France'],[],[],?,490,41,"5,3",25,,,,,,,,,,,2050 kj(490 kcal),,,16,,,"1,9",,,,,,,,,,,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,
953,Salade poulet roti cheddar - Lidl,4056489276814,,['Lidl'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats à la volaille', 'Plats au poulet']",['France'],[],[],?,159,"8,7",12,"7,5",D,"['Nutriscore', 'Nutriscore A']",8.7 g,en quantité modérée,2.5 g,en quantité modérée,3.3 g,en faible quantité,,+7%,665 kj(159 kcal),+8%,+47%,"2,5",+49%,-12%,"3,3",+69%,-7%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,0.65 g,en quantité modérée,"0,65",-23%,"0,26",-23%,1,-30%,B,-30%,,,,,,,,,,,,,,
954,Hubba Bubba Max Bubble Gum Strawberry Watermelon,02206705,,,,['France'],[],[],?,312,0,75,0,,,,,,,,,,,1305 kj(312 kcal),,,0,,,62,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
955,Yaourt fruit - Milbona,4056489262381,,['Milbona'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['France'],[],[],378,90,3,"11,6","3,3",C,,3 g,en quantité modérée,2 g,en quantité modérée,11.1 g,en quantité modérée,-7%,-10%,378 kj(90 kcal),-9%,-4%,2,+1%,-13%,"11,1",-10%,-10%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,0.12 g,en faible quantité,"0,12",+5%,"0,048",+5%,2,-28%,B,-28%,,,,,,,,,,,,,,
956,Vanille - Vahiné,3179142000456,,['Vahiné'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Pizza veggie - Carrefour,3560071220761,,['Carrefour'],,['France'],[],[],?,216,"6,3",30,"8,3",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,904 kj(216 kcal),,,"2,5",,,"3,5",,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,['Carrefour'],,,,,,,,,,
958,Olives vertes dénoyautées - tropic apero - 200g,3382510019046,200 g,['tropic apero'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['France'],"['Olive du Maroc 81%', 'poivron confit', 'huile de colza', 'sel', 'herbes de Provence 0,1%', 'laurier', 'acidifiants ', 'acide citrique', 'vinaigre', ' / traces éventuelles : anchois', 'amande', ' Malgré les contrôles', 'des noyaux peuvent']",[],?,206,21,"2,1","0,9",B,,21 g,en quantité élevée,2.7 g,en quantité modérée,0.1 g,en faible quantité,,+28%,862 kj(206 kcal),+29%,+33%,"2,7",+8%,+52%,"0,1",-47%,-17%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,2.9 g,en quantité élevée,"2,9",-14%,"1,16",-14%,14,+21%,D,+21%,['Plastique'],,,['Carrefour'],,,3,['E330 - Acide citrique'],,,,,,
959,Boudin noir - Leforgeais - 330g,3521920200013,330g,['Leforgeais'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs']",['France'],['Sang et gras frais de porc - oignon 22%-sel-épices - farine-végétale-arôme naturel'],[],?,297,26,"3,3",12,C,,26 g,en quantité élevée,9.8 g,en quantité élevée,1.4 g,en faible quantité,,+21%,1243 kj(297 kcal),+22%,+29%,"9,8",+25%,-21%,"1,4",-34%,+11%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,1.3 g,en quantité modérée,"1,3",-10%,"0,52",-10%,17,+8%,D,+8%,"['Plastique', 'Frais']",['France'],"['FR 50.499.001 CE', 'Saint-Laurent-de-Cuves (Manche, France)']",,,,,,,,,,,
960,Protein bar - foodspring - 60g,4260363488273,60 g,['Foodspring'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['France', 'Allemagne']","['Eweißmischung ', 'Molkeneiweiß-Konzentrat ', 'aus Milch', ' ', '13%', '_Milch_eiweiß ', '11%', 'Molkeneiweiß-Isolat ', 'aus Milch', ' ', '10%', 'Feuchthaltemittel ', 'Glycerin', 'Isomalto-Oligosaccharid-Sirup ', 'Präbiotischer Ballaststoff', '_Mandel_mehl ', '6,3%', 'Kakaopulver ', '6%', 'geröstete gehackte Mandeln ', '5,3%', 'Fructo-Oligosaccharide-Sirup', 'Füllstoff ', 'Polydextrose', 'Kokosfett gehärtet', 'natürliches Aroma ', 'enthält Gluten', ' Säureregulator ', 'Natriumhydrogencarbonat', 'Meersalz', 'Säuerungsmittel ', 'Citronensäure', 'Süßungsmittel ', 'Steviolglykoside']",['Non végétalien'],?,340,11,24,27,,"['Sans arômes artificiels', 'Riche en fibres', 'de:Hoher Proteingehalt']",11 g,en quantité modérée,3.8 g,en quantité modérée,16 g,en quantité élevée,,-8%,1423 kj(340 kcal),-8%,-15%,"3,8",-36%,-27%,16,+20%,-8%,,,,,,,,0.47 g,en quantité modérée,"0,47",-4%,"0,188",-4%,7,-32%,C,-32%,['Kunststoff'],,,['Foodspring'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,"['E422 - Glycérol', 'E1200 - Polydextrose', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,,,,,
961,Rillettes de thon - Casino,3222477542815,,['Casino'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",['France'],[],[],?,182,13,"1,5",14,C,"['Pêche durable', 'Pêche durable MSC']",13 g,en quantité modérée,1 g,en faible quantité,1.3 g,en faible quantité,,-14%,761 kj(182 kcal),-15%,-18%,1,-73%,-29%,"1,3",+36%,-8%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,0.77 g,en quantité modérée,"0,77",-26%,"0,308",-26%,-1,-116%,A,-116%,['Opercule en métal'],,['MSC-C-50004'],['Casino'],,,,,,,,,,
962,Chips craquante,3701292400086,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],[],[],?,498,28,51,"7,5",B,,28 g,en quantité élevée,2.4 g,en quantité modérée,0.5 g,en faible quantité,,-7%,2084 kj(498 kcal),-7%,-16%,"2,4",-19%,+0%,"0,5",-61%,+27%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,0.67 g,en quantité modérée,"0,67",-49%,"0,268",-49%,6,-45%,C,-45%,,,,,,,,,,,,,,
963,Purée amande taostée - Perl'Amande,3267110001960,,"[""Perl'Amande""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['France'],[],[],?,623,"55,2","3,1","21,1",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",55.2 g,en quantité élevée,4.6 g,en quantité modérée,3.1 g,en faible quantité,,-2%,2607 kj(623 kcal),-2%,+2%,"4,6",+3%,-63%,"3,1",-37%,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Seafood & chicken paella,4056489127307,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']","['France', 'en:Royaume-Uni']",[],[],?,87,"1,2",14,"5,1",C,,1.2 g,en faible quantité,0.3 g,en faible quantité,1.4 g,en faible quantité,,-38%,364 kj(87 kcal),-38%,-74%,"0,3",-72%,-14%,"1,4",+23%,-29%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,0.87 g,en quantité modérée,"0,87",-5%,"0,348",-5%,1,+9%,B,+9%,['Packet'],,,,,,,,,,,,,
965,Scamorzza fume,8017596052544,,,,['France'],[],[],?,288,22,0,22,,,,,,,,,,,1205 kj(288 kcal),,,15,,,0,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
966,Viande hachée,3460320019545,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 43.190.003 CE', 'Saint-Germain-Laprade (Haute-Loire, France)']",,,,,,,,,,,
967,Petit pois - Leaderprice,3263851355461,,['Leaderprice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",['France'],[],[],?,88,"0,9",11,"5,8",B,,0.9 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,,+16%,368 kj(88 kcal),+15%,+30%,"0,2",+32%,+9%,"3,7",+12%,+20%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,0.53 g,en quantité modérée,"0,53",-5%,"0,212",-5%,-5,,A,,"['Film en plastique', 'Opercule en métal']",,"['EMB 56251E', 'Theix (Morbihan, France)']",,,,,,,,,,,
968,Compote pomme fraise grenade et graines - Materne - 90g,3021760406205,90 g,['Materne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],"['RINT Ingrédients : pomme 76,7 %', 'fraise 15,0 %', 'grenade 3,0 %', 'graines 2,6 % ', 'lin', 'chia', 'farines complètes 2,2 % ', 'avoine sans gluten', 'riz', 'arômes naturels', 'jus de citron concentré', 'antioxydant : acide ascorbique', 'Sans gluten']",[],?,72,"1,5",12,"1,1",B,"['Sans gluten', 'Nutriscore']",1.5 g,en faible quantité,0.3 g,en faible quantité,9.3 g,en quantité modérée,,+11%,301 kj(72 kcal),+10%,+356%,"0,3",+245%,-16%,"9,3",-28%,+192%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,,,,4,['E300 - Acide ascorbique'],,,,,,
969,Soupe carottes cumin - Carrefour,3560071253370,,['Carrefour'],,['France'],[],[],?,26,"0,9","3,4","0,5",,,,,,,,,,,109 kj(26 kcal),,,"0,5",,,"2,1",,,,,,,,,,,,"0,49",,"0,196",,,,,,,,,['Carrefour'],,,,,,,,,,
970,Bille de tapioca pour bbt,3662317013646,,,,['France'],[],[],?,92,0,54,0,,,,,,,,,,,385 kj(92 kcal),,,0,,,0,,,,,,,,,,,,6,,"2,4",,,,,,,,,,,,,,,,,,,
971,Guacamole - L'Apéro du Poissonnier,3353820070300,,"[""L'Apéro du Poissonnier""]","['Epicerie', 'Sauces', 'Guacamoles']",['France'],[],[],?,168,"15,6","3,9",17,C,,15.6 g,en quantité modérée,3.9 g,en quantité modérée,0.6 g,en faible quantité,,+4%,703 kj(168 kcal),+6%,+27%,"3,9",+51%,-36%,"0,6",-71%,+877%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,0.94 g,en quantité modérée,"0,94",-15%,"0,376",-15%,4,-20%,C,-20%,['Pot'],,,,,,,,,,,,,
972,Original französisches hefefeingeback,4316268599450,,,,['France'],"['Durchschnittliche pro % RM* 51 % Weizenmehl', 'Zucker', '14% Hühner - | Nährwerte vollei', '8,2% Butterreinfett**', 'Wasser', 'Brennwert 6 00 pro 100g 1471 kJ/']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,350,"11,4","53,5","7,3",,,,,,,,,,,1464 kj(350 kcal),,,"7,5",,,"14,9",,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,
973,High Protein Kefir Maracuja Drink - Ehrmann - 339ml,4002971779400,339ml,['Ehrmann'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']","['France', 'Allemagne']","['87% fettarme Milch', 'Wasser', 'Maracujasaft aus Maracujasaftkonzentrat', '3,5% Milcheiweiss', 'modifizierte Stärke', 'Süßungsmittel: Acesulfam K', 'Sucralose', ' Säurerequlator: Natriumcitrate', ' Stabilisator: Pektine', ' färbendes Karotten - und Kürbiskonzentrat', 'natürliches Aroma', 'Laktase', 'Milchsäurekulturen']",['Non végétalien'],?,55,"1,4","4,5",6,,,1.4 g,en faible quantité,0.8 g,en quantité modérée,4.1 g,en quantité modérée,,0%,230 kj(55 kcal),-3%,-39%,"0,8",-43%,-13%,"4,1",-9%,+87%,,,,,,,,0.1 g,en faible quantité,"0,1",-8%,"0,04",-8%,-3,-126%,A,-126%,['Plastik'],,,,,,4,"['E14XX - Amidons modifiés', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E331 - Citrates de sodium', 'E440 - Pectines']",,,,,,
974,Filletti di sgombro all’ollio di Oliva,80810537,,,,['France'],"[""O FILETTI DI SGOMBRO ALL'OLIO DI OLIVA"", ' Ingredienti: SGOMBRO occhione', 'olio di oliva', 'sale', ' Conservare in luogo fresco e asciutto', "" Dopo l'apertura conservare in frigorifero coperto d'olio e consumare entro 2 giorni"", ' Da consumarsi preferíbilmente entro il: I Lotto: vedi vasetto']",[],?,750,17,"1,8",16,,,,,,,,,,,3138 kj(750 kcal),,,1,,,0,,,,,,,,,,,,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,
975,Biere artisanale la barge - 33cl,3770008935006,33 cl,['La Barge'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['France'],"['Eau', 'Malt d’orge de froment', 'houblons', 'levures']",[],?,?,?,?,?,C,['en:contient du gluten'],,,,,,,,,,,,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,['Verre'],,,,,,3,,,,,,,
976,Cereales extra croustillantes - Bonneterre - 375g,3396411241871,375g,['Bonneterre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits']",['France'],[],[],?,1,14,63,"7,8",B,['Bio'],14 g,en quantité modérée,5.6 g,en quantité élevée,28 g,en quantité élevée,,-100%,4 kj(1 kcal),-100%,+36%,"5,6",+111%,+2%,28,+55%,-18%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,0.23 g,en faible quantité,"0,23",+37%,"0,092",+37%,12,+239%,D,+239%,['Film en plastique'],['France'],,,,,,,,,,,,
977,Cœurs fondants au chocolat bio - Les petites pousses - 160g,3760266120306,160g,['Les petites pousses'],"['Desserts', 'Desserts végétaliens']",['France'],"['Lait de coco* 28%', 'chocolat noir* équitable 20% ', 'masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille*', 'eau', 'sucre de canne non raffiné Ecosocial*', 'farine de riz*', 'huile de coco*', 'poudre de cacao équitable*', 'sel de Guérande', 'farine de psyllium*', 'alcool* ', 'vaporisé en surface', ""  *Ingrédients issus de l'Agriculture Biologique""]",[],?,329,"19,8","33,4","2,5",,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",19.8 g,en quantité modérée,14.6 g,en quantité élevée,25 g,en quantité élevée,,+246%,1377 kj(329 kcal),+252%,+481%,"14,6",+830%,+172%,25,+170%,-10%,,,,,,,,0.217 g,en faible quantité,"0,217",+105%,"0,087",+105%,17,+883%,D,+883%,['Carton'],,,,,,3,,,,,,,
978,Doonuts,3178530419382,,,,['France'],[],[],?,431,22,52,7,,,,,,,,,,,1803 kj(431 kcal),,,"2,6",,,24,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
979,Morceaux de morue dessalé - Froitomar S.L - 400g,8436032531762,400g,['Froitomar S.L'],"['Produits de la mer', 'Poissons', 'Morues', 'Morue salée bouillie']",['France'],[],[],?,68.7,"0,17","0,5","16,3",E,,0.17 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,,-71%,287 kj(68 kcal),-70%,-99%,"0,1",-96%,-85%,"0,5",+55%,+34%,92.0%,0.0%,0.8%,5.2%,0.5%,1.5%,8,2.04 g,en quantité élevée,"2,04",+139%,"0,816",+139%,4,-18%,C,-18%,['Blister'],,,,,,,,,,,,,
980,Mélange de céréales à cuire - Moulin des moines,3347430005265,,['Moulin des moines'],,['France'],[],[],?,364,"3,16","67,23","11,96",,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,1523 kj(364 kcal),,,"0,62",,,"1,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Mini saucissons,3483560000098,,,,['France'],[],[],?,371,"21,5","4,2","33,5",,,,,,,,,,,1552 kj(371 kcal),,,"7,8",,,"2,6",,,,,,,,,,,,"5,25",,"2,1",,,,,,,,"['FR 55.567.001 CE', 'Ville-sur-Cousances (Meuse, France)']",,,,,,,,,,,
982,Halwa Extra,6194017500012,,,,['France'],[],[],?,530,"31,3",50,"17,1",,,,,,,,,,,2218 kj(530 kcal),,,0,,,45,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
983,Chinese noodles & veggies,0042272013470,,,,['France'],[],[],?,169,"8,3",18,"4,7",,,,,,,,,,,707 kj(169 kcal),,,"1,2",,,"4,6",,,,,,,,,,,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,
984,Pain nordique -,2844261012796,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['France'],"['Farines 44%', 'BLE', ' ORGE', 'eau', ' graines 6%', ' tournesol', ' courge', ' lin brun', ' lin jaune', ' SESAIE', 'eclatsdeBLE', ' GLUTEMdeBLE', ' nal td ORGEtoasté', 'levure', ' sel', 'levaindeSEIGLE', ' farinedeBLEnal té', ' agent de traiterent de la farine: E300', ' Décor 3', ' : graines de lin bruri', ' lin jaune et nillet', ' Uaieurs nutritionnelles']",[],?,1051,"4,8",39,11,,,4.8 g,en quantité modérée,0.7 g,en faible quantité,1.1 g,en faible quantité,,+220%,4397 kj(1051 kcal),+219%,-22%,"0,7",-40%,-29%,"1,1",-72%,+16%,,,,,,,,1.2 g,en quantité modérée,"1,2",-6%,"0,48",-6%,15,+194%,D,+194%,,,,,,['Gluten'],1,['E300 - Acide ascorbique'],,,,,,
985,Yaourt bio au lait entier - Laiterie du Périgord,3339526271098,,"['Laiterie du Périgord', 'Péchalou']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']",['France'],"['Lait entier* 90% - sucre de canne*', '""', ' - lait écrémé extrait et arôme naturel de café* 1,2% - caramel ', 'sucre de épaississants', '* - ferments tactiques du yaourt', "" *ingrédients issus de l'agriculture Biologique""]",['Non végétalien'],?,373,"3,5","10,9","3,5",B,['Bio'],3.5 g,en quantité modérée,2.3 g,en quantité modérée,10.9 g,en quantité modérée,,+310%,1561 kj(373 kcal),+311%,+27%,"2,3",+31%,-12%,"10,9",-8%,-2%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,0.11 g,en faible quantité,"0,11",-4%,"0,044",-4%,6,+78%,C,+78%,,,,,,['Lait'],4,,,,,,,
986,1664 - 33cl can 1664 blonde 0.0 - 0.00 degre alcool - Kronenbourg - 330ml,3080216055756,330 ml,"['Kronenbourg', '1664']","['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",['France'],"['Eau', ""MALT D'ORGE"", 'CO2', 'arômes naturels', 'extrait de houblon']",[],63,15,0,"3,4","0,3",C,['Triman'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-49%,-48%,63 kj(15 kcal),-48%,-100%,0,-100%,-47%,0,-100%,+16%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,0.01 g,en faible quantité,"0,01",+10%,"0,004",+10%,3,-62%,C,-62%,['Boite'],,,,,['Gluten'],4,,Bière blonde aromatisée sans alcool,,,,,
987,Häagen Dazs Dark Chocolate & Caramelized Almond - 392g,3415587168710,392 g,"['Häagen Dazs', 'General Mills']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],[],?,328,"23,1",25,"5,4",B,,23.1 g,en quantité élevée,11 g,en quantité élevée,25 g,en quantité élevée,,+49%,1372 kj(328 kcal),+50%,+112%,11,+61%,-5%,25,+12%,+62%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,0.13 g,en faible quantité,"0,13",-14%,"0,052",-14%,19,+51%,E,+51%,,,"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",,,,,,,,,,,
988,Dulce de membrillo con fructosa,8412170006836,,,,['France'],[],[],?,238,0,"57,4","0,3",,,,,,,,,,,996 kj(238 kcal),,,0,,,"53,1",,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
989,Confiture de framboise - Les 3 Meuniers,,,['Les 3 Meuniers'],,['France'],[],[],?,418,26,36,"7,8",,,,,,,,,,,1749 kj(418 kcal),,,19,,,"6,3",,,,,,,,,,,,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,
990,Gerlinea fruit banane pomme lait et avoine,3175681263727,,,,['France'],[],[],?,106,"1,5",19,"3,4",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,444 kj(106 kcal),,,"0,8",,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Biscuits bio petit dej super graines et spiruline,3760286460109,,,,['France'],[],[],?,445,"18,1","56,1","10,6",,['Bio'],,,,,,,,,1862 kj(445 kcal),,,2,,,"18,3",,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
