,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,link,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,generic_name,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner
1810,São Tomé - Hachez,4008155013049,,['France'],[],[],?,558,2335 kj(558 kcal),42,26,29,23,10,"0,01","0,004",,,['Hachez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Dunkle schokowerke - Hachez,4008155030336,,['France'],[],[],?,537,2247 kj(537 kcal),38,23,41,40,"6,1","0,06","0,024",,,['Hachez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Fizzy Panda - Cidrerie Puvet - 25cl,4008163375641,,"['Belgique', 'France']","['Jus de pomme frais 100%', 'anhydride carbonique', 'antioxydant : acide ascorbique']",[],?,?,,?,,?,,?,,,25 cl,['Canette'],['Cidrerie Puvet'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme', 'Jus de pomme pétillants']",,,4,,,,,,,,,,,,,,,,,,,,,,,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['E290 - Dioxyde de carbone', 'E300 - Acide ascorbique']",,,,,,,
1813,Carbonnade à la flamande -,4008164002935,,['France'],[],[],?,89,372 kj(89 kcal),3,"1,3","7,9","2,6","7,1","1,26","0,504",,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Carbonnades flamandes']",,,,3 g,en quantité modérée,1.3 g,en faible quantité,2.6 g,en faible quantité,1.26 g,en quantité modérée,,,-19%,-55%,-19%,+53%,+15%,-40%,+24%,+24%,3,+76%,C,+76%,,,,,,,,,,,,,,,,
1814,Belgian Pickles - Altesse - 350g,4008164009255,,['France'],"['Légumes 41% ', 'cornichons', 'chou-fleur', 'oignon', 'vinaigre', 'eau', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'curcuma', 'sucre', 'amidon modifié de maïs', 'sel', 'paprika en poudre', 'extraits naturels et aromates ', 'poivre', 'curcuma', 'anis étoilé', 'aneth', 'cannelle', 'paprika', 'hydroxyde de sodium', 'colorant ', 'tartrazine', 'stabilisant ', 'gomme guar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",180,?,180 kj(43 kcal),"0,3","0,1","8,7","5,4","0,9","2,3","0,92",350 g,"['Bocal', 'Verre']",['Altesse'],"['Epicerie', 'Sauces', 'Sauces aux légumes']",http://dl.be/fr/product/belgian-pickles/,['Moutarde'],4,0.3 g,en faible quantité,0.1 g,en faible quantité,5.4 g,en quantité modérée,2.3 g,en quantité élevée,-49%,,-54%,-95%,-87%,+27%,+7%,-45%,+117%,+117%,10,+421%,C,+421%,,,,,,,,,"['E14XX - Amidons modifiés', 'E524 - Hydroxyde de sodium', 'E102 - Tartrazine', 'E412 - Gomme de guar']",,Sauce aux légumes vinaigrée,,,,,
1815,Sauce blanche - Tasty,4008164722451,,['France'],[],[],?,124,519 kj(124 kcal),57,"4,6","2,9","2,9","1,4","1,2","0,48",,,['Tasty'],"['Epicerie', 'Sauces', 'Sauces blanches']",,,,57 g,en quantité élevée,4.6 g,en quantité modérée,2.9 g,en faible quantité,1.2 g,en quantité modérée,,-74%,-73%,+18%,+27%,-37%,+2%,+39%,-10%,-10%,10,-29%,C,-29%,,,,,,,,,,,,,,,,
1816,Sauce Barbecue - Atlas,4008164722475,,['France'],[],[],?,464,1941 kj(464 kcal),"0,1",0,"26,5","23,5","1,1","3,9","1,56",,,['Atlas'],"['Epicerie', 'Sauces', 'Sauces barbecue']",,,,0.1 g,en faible quantité,0 g,en faible quantité,23.5 g,en quantité élevée,3.9 g,en quantité élevée,,+197%,+195%,-90%,-100%,-15%,-10%,+23%,+93%,+93%,20,+38%,E,+38%,B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,,
1817,Sauce burger - Tasty - 500ml,4008164722604,,['France'],"['Huile de colza', 'sucre ', 'cornichons ', '8', '9 %', 'eau', 'vinaigre', ""jaunes d'oeufs"", 'moutarde ', 'graines de moutarde', 'sel', 'vinaigre', 'eau', 'curcuma', 'sel', 'extraits naturels et aromates', 'amidon modifié', 'oignon ', '0', '4 %', 'colorant: B-carotène', 'antioxydant : extrait de romarin']",['Non végétalien'],?,547,2289 kj(547 kcal),55,"4,2","12,6","10,9","1,2","2,4","0,96",500 ml,,['Tasty'],"['Epicerie', 'Sauces', 'Sauces burger']",,"['Œufs', 'Moutarde']",4,55 g,en quantité élevée,4.2 g,en quantité modérée,10.9 g,en quantité modérée,2.4 g,en quantité élevée,,+34%,+36%,+40%,+27%,+5%,+19%,+1%,+28%,+28%,22,+33%,E,+33%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",,,,,,,
1818,Sauce Samouraï - Tasty,4008164722659,,['France'],[],[],?,406,1699 kj(406 kcal),"42,6","1,6","1,1","1,1","0,9","2,2","0,88",,,['Tasty'],"['Epicerie', 'Sauces', 'Sauces samouraï']",,,,42.6 g,en quantité élevée,1.6 g,en quantité modérée,1.1 g,en faible quantité,2.2 g,en quantité élevée,,-29%,-29%,-32%,-66%,-66%,-28%,-20%,+5%,+5%,15,-22%,D,-22%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1819,Sauce algérienne - Tasty,4008164722697,,['France'],"['Huile de colza', 'eau', 'sucre', 'vinaigre', 'oignons ', '3', '9 0%', ""d'œufs "", '3,2 %', ' ', ""Jaunes •d'Œufs"", 'sel', 'sirop de glucose', 'oignons rôtis ', '29 %', ' ', 'oignons', 'huile de palme', 'farine de blé ', 'gluten', 'sel', 'purée  de tomates', 'extraits de ju de citron', 'sel', 'extraits naturels de paprika', 'colorant: B-carotene E385', 'Peut contenir des traces de moutarde']","['Huile de palme', 'Non végétalien']",?,495,2071 kj(495 kcal),"46,1",4,"17,1",12,"1,6","1,79","0,716",,,['Tasty'],"['Epicerie', 'Sauces', 'Sauces algériennes']",,"['Œufs', 'Gluten']",4,46.1 g,en quantité élevée,4 g,en quantité modérée,12 g,en quantité modérée,1.79 g,en quantité élevée,,+4%,+4%,+2%,+11%,+11%,+6%,+3%,-3%,-3%,18,-2%,D,-2%,,,,,,,,,,,,,,,['Huile de palme'],
1820,Sauce poivre - Tasty,4008164722888,,['France'],[],[],?,615,2573 kj(615 kcal),"65,9","5,2",3,"0,2","2,6","3,1","1,24",,,['Tasty'],"['Epicerie', 'Sauces', 'Sauces au poivre']",,,,65.9 g,en quantité élevée,5.2 g,en quantité élevée,0.2 g,en faible quantité,3.1 g,en quantité élevée,,+96%,+101%,+140%,+34%,-66%,-94%,+43%,+34%,+34%,22,+51%,E,+51%,B,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,,,,,,,,
1821,Mayonnaise au wasabi,4008164723410,,['France'],[],[],?,466,1950 kj(466 kcal),49,"4,1","4,7","2,1","0,9","1,81","0,724",,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,49 g,en quantité élevée,4.1 g,en quantité modérée,2.1 g,en faible quantité,1.81 g,en quantité élevée,,-24%,-24%,-26%,-34%,+75%,+44%,-27%,+36%,+36%,17,-5%,D,-5%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1822,La Delicieuse - Senf Mit Lebkuchen,4008164723489,,['France'],[],[],?,175,732 kj(175 kcal),"5,7","0,4",22,19,5,"3,12","1,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Vinaigrette,4008164723519,,['France'],[],[],?,478,2000 kj(478 kcal),"50,3","4,2","5,1",5,"0,7","2,3","0,92",,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,50.3 g,en quantité élevée,4.2 g,en quantité modérée,5 g,en quantité modérée,2.3 g,en quantité élevée,,+32%,+33%,+37%,+11%,+7%,+52%,+19%,+20%,+20%,20,+34%,E,+34%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1824,Vinaigrette fines herbes -,4008164723526,,['France'],[],[],?,497,2079 kj(497 kcal),50,4,11,10,"0,6","2,2","0,88",,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,50 g,en quantité élevée,4 g,en quantité modérée,10 g,en quantité modérée,2.2 g,en quantité élevée,,+37%,+39%,+36%,+6%,+132%,+204%,+2%,+15%,+15%,20,+34%,E,+34%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1825,Vinaigrette ciboulette - La Vache Qui Regarde Passer Les Trains,4008164723984,['Bio'],['France'],"['pager le', ""' arescool<""]",[],?,572,2393 kj(572 kcal),"61,3","5,3",4,"3,7",1,"2,3","0,92",,,['La Vache Qui Regarde Passer Les Trains'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,61.3 g,en quantité élevée,5.3 g,en quantité élevée,3.7 g,en faible quantité,2.3 g,en quantité élevée,,+58%,+60%,+67%,+41%,-16%,+12%,+71%,+20%,+20%,22,+48%,E,+48%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
1826,Véganaise façon mayo,4008164727173,,['France'],[],[],?,514,2151 kj(514 kcal),52,"6,2",11,"6,4","0,6","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Vinaigrette moutarde,4008164727609,,['France'],[],[],?,261,1092 kj(261 kcal),25,2,"6,1","4,2","1,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,"Dallmayr Capsa Kapseln Espresso Dark Roast, 10 Stück",4008167010906,,['France'],[],[],?,?,,?,,?,,?,,,,,['Dallmayr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,POIRET sirop poires et pommes,4008169204501,,['France'],[],[],?,249,1042 kj(249 kcal),"0,5","0,1","64,5",55,"1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Poiret pruneaux,4008169233006,,['France'],[],[],?,277,1159 kj(277 kcal),"0,5","0,1",65,54,1,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Délice de Liège - Sirop de liège - 450g,4008169404505,"['Sans colorants', 'Sans conservateurs']",['France'],"['poires', 'pommes', 'dattes', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,286,1197 kj(286 kcal),"0,2",0,"68,5","68,5","0,6",0,0,450g,['Pot'],['Sirop de liège'],,http://www.sirop-de-liege.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Belgique'],,,
1832,Kneipp Thee Gewichtsbeheersing,4008233129396,,['France'],[],[],?,3,13 kj(3 kcal),0,0,"0,2","0,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Coulis de caramel,4008239249609,,['France'],[],[],?,345,1443 kj(345 kcal),9,6,61,49,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Croq’ gourmand non salé - Seeberger,4008256495300,,['France'],"['graines en proportion variable ', 'graines de soja grillées', 'graines de tournesol', 'figues séchées en dés', 'cranberries ', 'canneberges', ' séchées', 'sucre', 'farine de riz', 'huile de tournesol', "" Peut contenir des traces de fruits à coque et d'arachides""]",[],?,412,1724 kj(412 kcal),17,"2,2",44,39,15,"0,05","0,02",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Seeberger,4008258022009,,['France'],[],[],?,?,,?,,?,,?,,,,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Amandes goût fumé grillées - Seeberger,4008258034446,,['France'],"['Amandes', 'huile de tournesol', 'sel', 'extrait de levure', 'sucre', 'arôme ', 'contient des produits de base de lait', 'arôme de fumée']",[],?,635,2657 kj(635 kcal),55,"4,5",10,"4,8",20,"0,78","0,312",,,['Seeberger'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes grillées']",,"['Lait', 'Fruits à coque']",4,55 g,en quantité élevée,4.5 g,en quantité modérée,4.8 g,en faible quantité,0.78 g,en quantité modérée,,+1%,+1%,+5%,+2%,-22%,-15%,-8%,-8%,-8%,5,+17%,C,+17%,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,
1837,Seeberger Erdnüsse Jumbo Riesen,4008258036020,,['France'],[],[],?,637,2665 kj(637 kcal),53,7,"9,3","3,7",27,"0,05","0,02",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Pistaches sallées - Seeberger,4008258041123,,['France'],[],[],?,603,2523 kj(603 kcal),50,"5,8",16,"5,8",19,"1,8","0,72",,,['Seeberger'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Fruits à coque salés', 'Pistaches salées']",,,,50 g,en quantité élevée,5.8 g,en quantité élevée,5.8 g,en quantité modérée,1.8 g,en quantité élevée,,-0%,-0%,+1%,-17%,+16%,-15%,-17%,+35%,+35%,10,+64%,C,+64%,D,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,
1839,Mandeln - Seeberger,4008258065006,,['France'],['Amandes décortiquées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,607,2540 kj(607 kcal),54,"4,5","3,7",3,19,"0,04","0,016",,,['Seeberger'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']",,['Fruits à coque'],1,54 g,en quantité élevée,4.5 g,en quantité modérée,3 g,en faible quantité,0.04 g,en faible quantité,,-3%,-2%,+4%,+8%,-69%,-28%,-14%,-84%,-84%,1,+15%,B,+15%,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,
1840,Seeberger Haselnusskerne Mit Schale,4008258100042,,['France'],['Brennwert/'],[],?,666,2787 kj(666 kcal),62,"4,1",11,"4,6",12,"0,01","0,004",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Croc' Prazer - Seeberger,4008258151013,,['France'],[],[],?,407,1703 kj(407 kcal),16,"2,2",54,44,"8,2","0,02","0,008",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Aktiv - Seeberger,4008258151020,,['France'],[],[],?,407,1703 kj(407 kcal),16,"2,2",54,44,"8,2","0,02","0,008",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Balance - Seeberger,4008258152027,,['France'],[],[],?,448,1874 kj(448 kcal),25,"2,4",41,34,"9,6","0,06","0,024",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,"Seeberger Studentenfutter, 3er Pack (3 x 100 g Packung)",4008258154052,,['France'],[],[],?,495,2071 kj(495 kcal),32,"3,8",38,32,11,"0,03","0,012",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Croc ativo - Seeberger,4008258159019,,['France'],[],[],?,512,2142 kj(512 kcal),32,"4,6",37,29,17,"0,01","0,004",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Croc' Energia - Seeberger,4008258160015,,['France'],[],[],?,466,1950 kj(466 kcal),28,"3,7","0,1","0,1",22,"0,03","0,012",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,"Kirschen, Getrocknet - Seeberger",4008258187029,,"['France', 'Allemagne']",[],[],?,341,1427 kj(341 kcal),"0,8",0,77,0,"4,3",0,0,,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Figes - Seeberger,4008258233009,,['France'],[],[],?,288,1205 kj(288 kcal),"1,4","0,2",59,59,"3,7","0,1","0,04",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Dattes sechees - Seeberger,4008258253014,['Sans conservateurs'],['France'],[],[],?,290,1213 kj(290 kcal),"0,5","0,1",65,64,"1,9","0,09","0,036",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Seeberger Ananas Ungezuckert - 100g,4008258416006,['Sans sucre ajouté'],"['France', 'Suisse']","[""Morceaux d'ananas séchés"", 'non sulfité et et non sucrés']",[],1383,?,1383 kj(331 kcal),"0,4","0,1",72,60,"2,5","0,03","0,012",100 g,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Seeberger Früchte Mix,4008258419045,,['France'],[],[],?,269,1125 kj(269 kcal),"0,7","0,2",58,44,"2,4","0,04","0,016",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Veggie Chips - Seeberger - 60g,4008258452004,"['Végétarien', 'Végétalien']",['France'],"['Légumes en proportion variable ', 'carotte', 'panais', 'patate douce', 'betterave rouge', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,480,2008 kj(480 kcal),30,"4,3",36,25,"5,9","0,98","0,392",60 g,"['Platique', 'Sous atmosphère protectrice']",['Seeberger'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,3,30 g,en quantité élevée,4.3 g,en quantité modérée,25 g,en quantité élevée,0.98 g,en quantité modérée,,-6%,-7%,+2%,+39%,-33%,+964%,+3%,-26%,-26%,18,+54%,D,+54%,,,,,,,,,,,,,,['U'],,
1853,Arachides Jumbo - Seeberger,4008258462546,,['France'],[],[],?,637,2665 kj(637 kcal),53,7,"9,3","3,7",27,"0,05","0,02",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,"Seeberger Leinsamen, Ungeschrotet",4008258502013,,"['France', 'Allemagne']","['Leinsanea Kann spuren ', 'Nüssen', "" Unter Schut?dttnosphâre verpackt Nach demâf kühl und trochet' Mindestens naltbar bis Ende: Graines de lin Peut contenir des traces de fruits à coque et d'arachides""]",[],?,474,1983 kj(474 kcal),31,"2,8",0,0,24,"0,2","0,08",,['Pappe'],['Seeberger'],,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Sesamsaat Geschält - Seeberger,4008258509012,,['France'],[],[],?,584,2443 kj(584 kcal),50,"6,9",10,"0,2","0,1","0,11","0,044",,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Grünkernschrot - Seeberger - 500g,4008258524015,,['France'],['Grünkern'],[],1410,?,1410 kj(337 kcal),"2,6",,64,,13,,,500 g,['Zellophan'],['Seeberger'],"['de:Grünkern', 'de:Grünkernschrot']",,,,2.6 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grünkern,['de:Deutchland'],,,,
1857,Seeberger Mikrowellenpopcorn,4008258525012,,['France'],[],[],?,433,1812 kj(433 kcal),17,"8,5",60,22,"6,3",,,,,['Seeberger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Krombacher alkoholfrei - 0.33l,4008287052664,,['France'],[],[],?,?,,?,,?,,?,,,0.33 l,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Krombacher Pils - 0.33l,4008287055160,,['France'],[],[],?,?,,?,,?,,?,,,0.33 l,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Cocktail Kirschen - La Comtesse - 770g / 420g Abtropfgewicht,4008314162946,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,770 g / 420 g Abtropfgewicht,['Glas'],['La Comtesse'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de plantes en conserve', 'Fruits en conserve', 'Fruits au sirop', 'Cerises au sirop']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Wicklein Nürnberger Pfeffernüsse,4008355000726,,['France'],[],[],?,350,1464 kj(350 kcal),"1,4","0,7",78,"50,5","5,4","0,1","0,04",,,['Wicklein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Wicklein Lebkuchen Allerlei Vollmilch - 300g,4008355018943,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,300 g,,['Wicklein'],"['Biscuits et gâteaux', ""Pains d'épices""]",,,,,,,,,,,,,,,,,,,,,,,,,,B,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,
1863,Himbeeren - FRoSTA,4008366008483,,"['France', 'Allemagne', 'Luxembourg']",[],[],?,?,,?,,?,,?,,,,['Tüte'],['FRoSTA'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Framboises']",,,,,,,,,,,,,,,,,,,,,,,,,,C,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,,,
1864,Schnittlauch -  - 75g,4008366009053,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,75 g,['Becher'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Ciboulette']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Rahmspinat - 500g,4008366010769,,['France'],[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Frosta Curry Geschnetzeltes,4008366010943,,['France'],[],[],?,?,,?,,?,,?,,,,,['FRoSTA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Frosta Penne mit Steinpilzen,4008366011025,,['France'],[],[],?,?,,?,,?,,?,,,,,['FRoSTA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Pfannen Fisch mediterrane Kräuter - Frosta - 250g,4008366012008,"['Aquaculture responsable', 'Aquaculture responsable ASC']","['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,250 g,"['Schachtel', 'Papier']",['Frosta'],"['Produits de la mer', 'Poissons', 'Filets de poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Hausnatron - Lucullus - 50g,4008377000704,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,50 g,['Päckchen'],['Lucullus'],"['Additifs alimentaires', 'Anti-agglomérants', 'Bicarbonates de sodium']",,,,,,,,,,,,,,,,,,,,,,,,,,B,0.0%,86.4%,6.5%,3.7%,3.4%,0.0%,86,,,,,,,,
1870,Seitenbacher,4008391040335,,['France'],[],[],?,?,,?,,?,,?,,,,,['Seitenbacher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Mon Chéri Kleiner Stern 42G - Ferrero,4008400103426,,['France'],[],[],?,455,1904 kj(455 kcal),"20,3","13,2","52,8","48,3",3,"0,005","0,002",,,['Ferrero'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Cerises enrobées au chocolat', 'Bonbons de chocolat à la liqueur', 'Bonbons de chocolat fourrés cerise et liqueur']",,,,20.3 g,en quantité élevée,13.2 g,en quantité élevée,48.3 g,en quantité élevée,0.005 g,en faible quantité,,+3%,+2%,+2%,+4%,+1%,+2%,-0%,-45%,-45%,25,+5%,E,+5%,,,,,,,,,,,,,,,,
1872,Mon Chéri Stern - Ferrero - 147g,4008400112428,,"['France', 'Suisse']","['Chocolat fin 49% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'sucre', 'cerise 18%', 'liqueur 13% ', 'sirop de glucose', 'eau', 'alcool', 'sucre', 'arômes', 'beurre de cacao', ' peut contenir du laits']",[],1902,?,1902 kj(455 kcal),"20,3","13,2","52,8","48,3",3,"0,005","0,002",147 g,,"['Ferrero', 'Mon Chéri']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Cerises enrobées au chocolat', 'Bonbons de chocolat à la liqueur', 'Bonbons de chocolat fourrés cerise et liqueur']",,"['Lait', 'Soja']",4,20.3 g,en quantité élevée,13.2 g,en quantité élevée,48.3 g,en quantité élevée,0.005 g,en faible quantité,+2%,,+2%,+2%,+4%,+1%,+2%,-0%,-45%,-45%,25,+5%,E,+5%,,,,,,,,,['E322i - Lécithine'],,,,,,,
1873,Ferrero - 124g,4008400150420,,['France'],[],[],?,630,2636 kj(630 kcal),"47,3","19,5","40,3","39,3","8,3","0,15","0,06",124 g,,['Ferrero'],,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Ferrero Rocher Geschenkbox 225G,4008400176925,,['France'],[],[],?,603,2523 kj(603 kcal),"42,7","14,1","44,4","39,9","8,2","0,153","0,061",,,['Ferrero'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
