,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,brand,categories,labels,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,markets,ingredients_origins,generic_name,manufacturing,link,additives,palm_ingredients,brand_owner
1244,Celeri remoulade,0202758014173,['France'],[],[],?,319,1335 kj(319 kcal),31,"2,9","5,5",4,"2,2",B,,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,,31 g,en quantité élevée,2.9 g,en quantité modérée,4 g,en faible quantité,1.1 g,en quantité modérée,,+145%,+145%,+167%,+194%,+68%,+130%,+82%,"1,1",+9%,"0,44",+9%,8,+133%,C,+133%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,,
1245,Véritable andouille de Guéméné,0211490019742,['France'],[],[],?,252,1054 kj(252 kcal),"20,6",10,"1,1","0,5","15,4",E,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,,,20.6 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,2.74 g,en quantité élevée,,+1%,+1%,+2%,-1%,+193%,+78%,-6%,"2,74",+15%,"1,096",+15%,22,+2%,E,+2%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,
1246,Assortiment x4 - E.Leclerc,3000000003213,['France'],[],[],?,260,1088 kj(260 kcal),"6,39","3,9",36,26,8,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,
1247,Magret de canard séché,8412540106180,['France'],[],[],?,?,,?,,?,,?,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,
1248,Super finn,8717496478559,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Disque d'azyme,8435599740501,['France'],[],[],?,360,1506 kj(360 kcal),"1,1","0,2",88,0,0,,,"[""Disque d'azyme""]",['Fabriqué en Espagne'],,,1.1 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.12 g,en faible quantité,,,,,,,,,"0,12",,"0,048",,4,,C,,,,,,,,,,,,,,,,,,,
1250,2 pavés - Charal,0292473042834,['France'],[],[],?,13,54 kj(13 kcal),"2,3","0,8",0,0,23,,['Charal'],,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,
1251,Magret de canard cru,0203547058187,['France'],[],[],?,?,,?,,?,,?,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,
1252,Holle,7640104954255,['France'],[],[],?,194,812 kj(194 kcal),"0,2",0,"10,7",1,"0,3",B,['Holle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Compotes', 'Dès 4 mois', 'Plats principaux pour bébé', 'Compotes de pomme', 'Compotes pommes nature', 'Petits pots aux fruits sans banane pour bébé', 'Desserts au fruit pour bébé', 'Compotes sans sucres', 'Petits pots pour bébé']","['Bio', 'Bio-dynamie', 'Demeter']",,,,,,,,,,,,+229%,+230%,-48%,-100%,-17%,-91%,-35%,,,,,,,,,35.9%,31.4%,14.8%,9.4%,8.7%,0.0%,96,,,,,,,,,,,
1253,Bolo mármore - Convento - 500g,5604551000158,['France'],[],[],?,365,1527 kj(365 kcal),12,"1,6",57,23,"6,9",D,['Convento'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",,,,12 g,en quantité modérée,1.6 g,en quantité modérée,23 g,en quantité élevée,0.0125 g,en faible quantité,,-16%,-17%,-49%,-80%,+16%,-25%,+20%,"0,012",-98%,"0,005",-98%,1,-95%,B,-95%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,500g,,,,,,,,,,
1254,Bavette aloyau,0208001020991,['France'],[],[],?,?,,?,,?,,?,E,,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,
1255,Botox capillaire -,3760138150004,['France'],[],[],?,?,,?,,?,,?,,,['Cheveux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Magret de canard,2499044028275,['France'],[],[],?,?,,?,,?,,?,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,
1257,Oxelio protect,3770008157101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Fritons de Canard LS,2606832029325,['France'],[],[],?,424,1774 kj(424 kcal),"40,3","15,4","0,112","0,1","15,4",,,"['Friton de canard', 'Fritons de canard']",,,,40.3 g,en quantité élevée,15.4 g,en quantité élevée,0.1 g,en faible quantité,1.13 g,en quantité modérée,,,,,,,,,"1,128",,"0,451",,20,,E,,,,,,,,,,,"['FR 12.030.001 CE', 'Bouillac (Aveyron, France)']",,,,,,,,
1259,Anacaps reactiv,3282770203776,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Jacobs Kaffeekapseln Lungo 6 Classico,8711000371220,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,kiki - hehe - jouki,3263854154221,['France'],[],[],?,?,,?,,?,,?,,['Hehe'],['en:Gikvhhjhiljgyjjxjj'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jouki,['Hfjn'],,,,,,,,,
1262,Vu expert - Henkel - 10x2,3152210000558,['France'],[],[],?,?,,?,,?,,?,,['Henkel'],['Nettoyage lunettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10x2,['Carton'],,,,,,,,,
1263,Mentos Grape X20,5908227100686,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Sirop de gingembre,1877245,['France'],[],[],?,?,,?,,?,,?,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirop de Gingembre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,
1265,Bye bye les odeurs,4056489258315,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,30 œuf frais,3332930830004,['France'],[],[],?,142,594 kj(142 kcal),"9,86",,"0,8","0,22","12,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,9414681200528,9414681200528,['France'],"['Maïs', 'riz', 'huile végétale ', 'huile de palme', 'extraits secs de lait', 'extraits secs de fromage ', 'lait pasteurisé', 'sel', 'levain', 'enzymes', 'sel', 'protéine végétale hydrolysée ', 'maïs', 'extraits de levure ', ""contient de l'orge"", 'exhausteur de goût ', 'glutamate monosodique', 'sels minéraux ', 'Phosphates de sodium', 'citrate de sodium', 'acide alimentaire ', 'acide lactique', 'colorants ', 'jaune soleil FCF', 'Tartrazine']","['Huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,,,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E110 - Jaune orangé S', 'E102 - Tartrazine']",['Huile de palme'],
1268,lion - nestlé - 10,12795622,['France'],[],[],?,?,,?,,?,,?,,['nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,
1269,"Magnésium Marin Taurine, 60 Comprimés",3760143920548,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Dobble,3700427700183,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Levure de bière,3578835500585,['France'],[],[],?,?,,?,,?,,?,C,,"['Additifs alimentaires', 'Levures de bière']",,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,,,,,
1272,Sante Verte Complexe Acide Hyaluronique +,5060072732181,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Acerola vitamine c,9884733,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Confitures Artisanales Biologiques Corses,3760036842001,['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,"""1L Vin Doux Naturel Rivesaltes Manor 16 °""",3394215748428,['France'],[],[],?,132,552 kj(132 kcal),"10,3",,"10,3",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Collagene marin plus,3578070608114,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Olives vertes cassées à l’ail - Sun olive - 150,3524130006673,['France'],[],[],?,?,,?,,?,,?,B,['Sun olive'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives marinées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,150,['Plastique'],,,,,,,,,
1278,Soin sans rinçage très doux au Karité et macadamia - Labell - 200ml,3250392600884,['France'],[],[],?,?,,?,,?,,?,,['Labell'],['Soin cheuveux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200ml,['12 mois'],,,,,,,,,
1279,Apta Liquide Vaisselle Activ Frisson Citron 1,3250391487820,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1280,Chio - Cracking Original Crakers 125G,4000522060731,['France'],[],[],?,476,1992 kj(476 kcal),21,6,25,6,"8,7",,,,,,,,,,,,,,,,,,,,,,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,
1281,Fiambre de jamón delight,8410218205418,['France'],[],[],?,85,356 kj(85 kcal),"2,7",1,"4,2","2,5",11,,,,,,,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1282,Ouragan deboucheur chrono 5 minutes,3346027790959,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Pink tónica rosa,8414100364443,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,3","4,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Soubressade de Mallorca,8436004992249,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Pomme de terre grenaille 28/38,3360190021566,['France'],[],[],?,?,,?,,?,,?,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre', 'Pommes de terre grenaille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,
1286,Liquide vaisselle,3256227892448,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Omega-3 Premium,4003573288505,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Eau micellaire - Poca bana - 500ml,8429725600715,['France'],[],[],?,?,,?,,?,,?,,['Poca bana'],['Soin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500ml,['Plastique'],,,,,,,,,
1289,la pomodora - Greci - 830,8004980041857,['France'],[],[],?,?,,?,,?,,?,A,['Greci'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates']",,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,830,['boite de conserve métallique'],,,,,,,,,
1290,huile de pépins dr courge - Dieti Natura - 125g,3700446415532,['France'],[],[],?,?,,?,,?,,?,,['Dieti Natura'],['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,['200 gélules'],,,,,,,,,
1291,8 mini beignets fourrés pomme - Thiriet,3292590898069,['France'],[],[],?,389,1628 kj(389 kcal),"23,7","11,7",38,"11,6","5,1",,['Thiriet'],,,,,,,,,,,,,,,,,,,,,"0,55",,"0,22",,,,,,,,,,,,,,,,['Thiriet'],,,,,,,
1292,Kiwis X6 la corbeille a fruits Cat 1,3760158820079,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,"La croix verte, oeufs frais plein air 53/63, 12",3435760353122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,nobachter - hter - 150ml,07119836,['France'],[],[],?,?,,?,,?,,?,,['Hter'],['en:Shaving cream'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 ml,['Metal'],,,,,,,,,
1295,12 oeufs De Poules élevées Au Sol,3250391302185,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Néctar de piña sin azúcares añadidos briks,8410707124374,['France'],[],[],?,27,113 kj(27 kcal),"0,1",0,"6,2","4,9","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,inffusion,8412680011054,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,tablette effervescent pour appareil dentaire - u - 30,3256221674811,['France'],[],[],?,?,,?,,?,,?,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,['boîte carton'],,,,,,,,,
1299,3400934732652,3400934732652,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,cruesli mélange de noix - Quaker - 450g,03577004,['France'],"['Avoine complète 32%', 'blé complet 18%', 'sirop de glucose', 'huile de tournesol', 'sucre', 'amandes grillées', '4,2%', 'nuisettes 4%', 'oligofructose', 'noix de pécan 1,5%', 'farine de blé', 'farine de riz', 'noix du Brésil 1%', 'miel', 'arômes naturels', 'antioxydant ', 'tocophérol']",['Non végétalien'],?,462,1933 kj(462 kcal),19,2,57,12,"8,5",,['Quaker'],,['en:A'],,4,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,450g,,,['Cora'],,,,,['E307c - Tocophérol'],,
1301,Palmolive -,8718951340282,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,3760234450190,3760234450190,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Badoit Verte,3068320145129,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,miel de ronce,3700942501272,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Lero,3661729021065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,guigoz,12273652,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Café moulu -  - 250g,3760275520791,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,250 g,,,,,,,,,,
1308,Pain campagnard aux graines - Schär - 250,8008698088814,['France'],[],[],?,270,1130 kj(270 kcal),"8,6",,"0,6","4,2","4,6",,['Schär'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,,8.6 g,en quantité modérée,,,4.2 g,en faible quantité,1.52 g,en quantité élevée,,+2%,+2%,+154%,,-99%,+111%,-44%,"1,52",+22%,"0,608",+22%,,,,,,,,,,,,250,['emballage plastique'],,,,,,,,,
1309,Ble dur précuit BOUGHOUR FIN - 1kg,08097114,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,['Plastique'],,,,,,,,,
1310,freschi salame spianata - montorsi - 100g,8011153015010,['France'],[],[],1401,337,1401 kj(337 kcal),25,"9,1",0,0,28,,['Montorsi'],"['Viandes', 'Charcuteries']",,,,25 g,en quantité élevée,9.1 g,en quantité élevée,0 g,en faible quantité,4.1 g,en quantité élevée,+45%,+29%,+30%,+30%,+25%,-100%,-100%,+50%,"4,1",+72%,"1,64",+72%,23,+44%,E,+44%,,,,,,,,100 g,['Plastique'],,,['Italie'],,['San martino'],,,,
1311,huile vierge de colza bio - 50cl,19362175,['France'],[],[],?,?,,?,,?,,?,,,['Huile vierge de colza bio'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 cl,['Verre'],,,,,,,,,
1312,confiture myrtilles mures açai - comtes de provence - 350g,22228178,['France'],[],[],?,?,,?,,?,,?,,['comtes de provence'],['Petit déjeuner ou gouter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350g,['Verre'],['3 324498003297'],['Auchan'],"['Union européenne', 'Non Union Européenne']",,['France'],,,,
1313,lingettes bébé - cora,3257983751925,['France'],[],[],?,?,,?,,?,,?,,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,jambon sec italien - leaderprice - 100,06173371,['France'],[],[],?,?,,?,,?,,?,E,['Leaderprice'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,100,['Plastique'],,,,,,,,,
1315,pétoncles de Normandie farcis - l'apéro du poissonnier - 10pièces,3500560007718,['France'],[],[],?,?,,?,,?,,?,,"[""l'apéro du poissonnier""]",['Fruits de mer à cuire'],"[""Du goût c'est tout""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 pièces,['Plastique'],['PET10/12'],,['France'],,['France'],,,,
1316,café royal Honduras intense - 509g,11721512,['France'],[],[],?,?,,?,,?,,?,E,['café royal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Café Arabica', 'Grains de café', 'Grains de café arabica', 'Trié à la main']",['Certifié UTZ'],,,,,,,,,,,,,,,,,,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,509g,['Papier'],['CH 1427'],['géant'],['Honduras'],,['Suisse'],http://www.cafe-royal.com/fr/en-grains,,,
1317,filtres à café - Belle France - 40,3258561670942,['France'],[],[],?,?,,?,,?,,?,,['Belle France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,
1318,Soin du jour - Nivea - 50ml,4005808930449,['France'],[],[],?,?,,?,,?,,?,,['Nivea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50ml,,,,,,,,,,
1319,tomate frito - spanasol - 560g,11816216,['France'],[],[],?,?,,?,,?,,?,B,['Spanasol'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']",,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,560 g,['Verre'],,,,,,,,,
1320,Thalamag,3700399100585,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,IPhone -,3760061221826,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Hydra aloe vera - Léa nature sobioetic - 200ml,3517360010565,['France'],[],[],?,?,,?,,?,,?,,['Léa nature sobioetic'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200ml,['Plastique'],,,,,,,,,
1323,Novobel - Jbl - 250ml,4014162000965,['France'],[],[],?,?,,?,,?,,?,,['Jbl'],"['Produits de la mer', 'Poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250ml,['Boites'],,,,,,,,,
1324,3665833001029,3665833001029,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,yaourt nature milsa - 8,11178323,['France'],[],[],?,?,,?,,?,,?,,['Milsa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,
1326,gentiana - soleve - 1l,3132593000475,['France'],[],[],?,?,,?,,?,,?,,['Soleve'],"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1l,['Verre'],,,,,,,,,
1327,biscottes nature - la sélection des comptoirs - 300g,15643087,['France'],[],[],1629,385,1629 kj(385 kcal),"3,5","0,4","74,4","5,5","11,7",,['la sélection des comptoirs'],['Petit-déjeuners'],['Ecocert'],,,3.5 g,en quantité modérée,0.4 g,en faible quantité,5.5 g,en quantité modérée,1.15 g,en quantité modérée,+12%,+21%,+22%,-38%,-74%,+25%,-87%,+202%,"1,15",+642%,"0,46",+642%,1,-90%,B,-90%,,,,,,,,300g,['Carton'],['04008'],['Biovivre'],['France'],,['France'],les comptoirs distri,,,
1328,pur jus de grenade - nature boisson - 1litre,19167053,['France'],[],[],?,?,,?,,?,,?,C,['nature boisson'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1litre,['Verre'],['67434B'],,,,,,,,
1329,Lait soyeux corps - Si bio Léa nature - 200ml,517360003253,['France'],[],[],?,?,,?,,?,,?,,['Si bio Léa nature'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200ml,,,,,,,,,,
1330,Chargement…,15173393,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Chargement…,8715342032061,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,uriage - 50ml,3661434003400,['France'],[],[],?,?,,?,,?,,?,,['Uriage'],['Cosmétique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50ml,,,,,,,,,,
1333,vin rosé - la grande bastide - 3litres,3760175967436,['France'],[],[],?,?,,?,,?,,?,C,['la grande bastide'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,3 litres,['Cubi'],['L20252'],,['France'],,['Bordeaux'],,,,
1334,pruneaux d'Agen - les pruneaux de la Rigonne - 500g,3760253740012,['France'],[],[],?,?,,?,,?,,?,,['les pruneaux de la Rigonne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['plastique sous vide'],['IGP QUALISUD'],['Biocoop'],['France'],,['Castelmoron sur Lot'],,,,
1335,Masque noir femme avec sang -,8422971031975,['France'],[],[],?,?,,?,,?,,?,,,['Masque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Chargement…,3140100325690,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,tuna - Deluxe - 300g,12532193,['France'],[],[],?,?,,?,,?,,?,,['Deluxe'],"['Produits de la mer', 'Poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,['Verre'],,,,,,,,,
1338,Lentilles - JA´E,8412151070320,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JA´E,,,,,,,,,,
1339,Arkorelax,3578835502749,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,la vosgienne,08514139,['France'],[],[],?,?,,?,,?,,?,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons durs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['boîte métallique'],,,,,,,,,
