,name,bar_code,eco_score,quantity,brand,categories,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,labels,allergens,generic_name,link,palm_ingredients,origin_detail,brand_owner,producer_info
1772,Pain croustillant Graines Potiron - Wasa - 150g,7300400482110,B,150 g,['Wasa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Pains croustillants']",,,['France'],"['Farine complète de SEIGLE 34%', 'farine complète de BLÉ 23%', 'graines de potiron 9,3%', 'flocons de SEIGLE', 'GRAINES DE SÉSAME 5,7%', 'farine de BLÉ', 'huile de colza', 'graines de lin jaune 3,7%', 'levure', 'graines de pavot bleu 2,8%', 'sel de mer 1,4%', 'farine de BLÉ malté', 'curcuma 0,57%', 'amidon de pomme de terre', "" Peut contenir des traces d'OEUFS"", 'de LAIT et de SOJA']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,19 g,en quantité modérée,2.6 g,en quantité modérée,2 g,en faible quantité,1.65 g,en quantité élevée,?,,433,+15%,1812 kj(433 kcal),+15%,19,+149%,"2,6",+90%,41,-28%,2,-28%,"15,4",+35%,"1,65",+29%,"0,66",+29%,9,+149%,C,+149%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,['Non-bio'],"['Gluten', 'Graines de sésame']",,,,,,
1773,Veg Chili Beanz - Heinz,4260189688123,B,,['Heinz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes préparés', 'Plats préparés en conserve', 'Haricots à la tomate']",,,"['France', 'Allemagne']","['Tomaten ', '36%', ' Wasser', 'Kidneybohnent ', '13%', 'Zuckermais ', '10%', ' Zwiebeln""', 'DINKELVOLLKORNSCHROT ', 'Spelzweizen', '* ', '5 %', 'Tomatenmark* ', '3%', 'Basilikum', 'Sonnenblumenöl""', ' Meersalz', 'Rohrzucker""', 'Knoblauchpulver""', 'Zitronenöl Olivenöl""', 'Auszüge aus Zitronen""', ' Chili""']",,"['Végétalien', 'Végétarien']",3,2.4 g,en faible quantité,0.3 g,en faible quantité,4.7 g,en faible quantité,1.7 g,en quantité élevée,386,+10%,92,+1%,386 kj(92 kcal),+6%,"2,4",+319%,"0,3",+163%,"14,7",+20%,"4,7",+91%,"2,8",-44%,"1,7",+122%,"0,68",+122%,7,,C,,17.3%,37.5%,18.0%,13.6%,7.9%,5.7%,96,,,,"['Végétarien', 'Végétalien']",['Gluten'],,,,,,
1774,Bière sans alcool - U - 6x 25cl,3256227716461,C,6 x 25 cl,['U'],"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",,['Magasins U'],['France'],"['Eau gazéifiée', ""malt d'orge"", ""extrait de malt d'orge"", 'arôme naturel', 'extrait de houblon', 'houblon']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en quantité modérée,0.01 g,en faible quantité,108,-12%,26,-10%,108 kj(26 kcal),-10%,"0,5",+574%,"0,1",+517%,"4,9",-24%,"2,6",-34%,"0,5",+94%,"0,01",+10%,"0,004",+10%,6,-23%,D,-23%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,"['Sans colorants', 'Transformé en France']",['Gluten'],,,,,,
1775,zarte momente - Milka - 196g (19 * 8.9g),7622210653833,,196 g (19 * 8.9g),['Milka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,"['Autriche', 'France', 'Allemagne']","['Zucker', 'Kakaobutter', 'Magermilchpulver', 'Palmöl', 'Kakaomasse', 'Süßmolkenpulver ', 'aus Milch', 'Butterreinfett', 'Glukosesirup', 'Haselnüsse', 'Weizenmehl', 'Glukose-Fruktose-Sirup', 'Mandelstückchen', 'Emulgatoren ', 'Sojalecithine', 'E471', 'fettarmes Kakaopulver', 'Haselnussmasse', 'Mandelmasse', 'Weizenstärke', 'Speisesalz', 'Backtriebmittel ', 'E501', 'E503', 'E500', 'Aromen', 'pflanzliche Öle ', 'Soja', 'Baumwollsaat', 'Säureregulator ', 'E524', ' Kakao: 30% mindestens in der Alpenmilch Schokolade']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E501 - Carbonates de potassium', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E524 - Hydroxyde de sodium']","['Huile de palme', 'Non végétalien']",4,33 g,en quantité élevée,18 g,en quantité élevée,51 g,en quantité élevée,0.39 g,en quantité modérée,?,,549,+2%,2297 kj(549 kcal),+2%,33,-2%,18,+2%,57,+11%,51,+9%,"5,4",-11%,"0,39",+171%,"0,156",+171%,26,+4%,E,+4%,,,,,,,,['Stück'],,"['28078 Bremen', 'Deutschland']",['Cocoa Life'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja', 'de:Mandelmasse']",,,,,,
1776,Pablo's quinoa révolution aux épices marocaines,8718885743395,,,,,,,['France'],[],,[],,,,,,,,,,?,,115,,481 kj(115 kcal),,"2,7",,"0,3",,"18,2",,3,,"3,1",,"0,63",,"0,252",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
1777,Protein pasta - foodspring,4260363486415,,,['Foodspring'],,,,['France'],"['Erbsenprotein-Konzentrat', ': Weizengluten', 'Weizenmehl Ingredients: Pea protein concentrate', 'wheat gluten', 'wheat flour Verzehrempfehlung: 100 g Protein Pasta mit 1 TL Salz in 1L kochendes Wasser geben und unter gelegentichem Umrühren bevorzugte Bissfestigkeit erreicht ist', ' Anschließend abgießen und genießen', ' Directions: Add 100g Protein Pasta and 1 teaspoon salt to 1 liter of boiling water', ' Continue to simmer', 'stiing Occasionaly until pasta is al dente then drain and enjoy', ' weiter köcheln bis']",,[],4,,,,,,,,,?,,350,,1464 kj(350 kcal),,"3,4",,"0,8",,25,,"1,5",,50,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,
1778,P'tits Donuts marbré-choco - Whaou! - 6x 30g,3243610099003,B,6 x 30 g,['Whaou!'],"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],"['Farine de blé CRC 22%', 'huile de colza', 'oeufs frais 15%', 'sucre', 'stabilisant: glycérol', 'pépites de chocolat 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'chocolat 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'amidons ', 'dont blé', 'fructo-oligosaccharides ', 'fibres végétales', 'arômes naturels', 'cacao maigre en poudre 1%', 'poudres à lever : tartrates de potassium carbonates de sodium', 'sel']","['E422 - Glycérol', 'E322i - Lécithine', 'E336 - Tartrates de potassium']","['Sans huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,3.7 g,en quantité modérée,21 g,en quantité élevée,0.36 g,en quantité modérée,1790,+1%,429,+5%,1790 kj(429 kcal),+5%,24,+5%,"3,7",-65%,51,+14%,21,+25%,"5,3",-10%,"0,36",-62%,"0,144",-62%,10,-49%,C,-49%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,"['Fabriqué en France', 'Sans conservateurs', 'Nutriscore', 'Nutriscore C', 'en:palm-oil-free']","['Œufs', 'Soja']",,,,,,
1779,Croquettes chats Purina One - 3000.0g,7613034129376,,3000.0 g,,,,,['France'],"['Saumon ', '15%', 'protéines de volaille déshydratées', 'blé [15%', 'farine de soja', 'maïs', 'gluten de maïs', 'gluten de blé', 'graisse animale', 'pulpe de betterave déshydratée', 'racine de chicorée déshydratée', 'protéines de poisson déshydratées', 'sels minéraux', 'hydrolysat ', 'avec ajout de 0,025%', 'de poudre de Lactobacillus Delbrueckii et Fermentum traitée thermiquement', 'levures', ' Additifs : Additifs nutritionnels : UI/kg : Vit A : 36 960', ' Vit Da : 1 200', ' Vit E: 460 ', ' mg/kg : Vit C : 140 ', ' Taurine : 780 : Sulfate ferreux monohydraté : 230 ', ' lodate de calcium anhydre : 2,9 ', ' Sulfate cuivrique pentahydraté : 46 ', ' Sulfate manganeux monohydraté : 110', ' Sulfate de zinc monehydraté : 390', ' Sélénite de sodium : 0,27', ' Avec antioxygènes']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,13,,,,?,,,,37,,,,,,,,,,,,,,,,,,,,,"['Poisson', 'Gluten', 'Soja']",,,,,,
1780,Té Negro & Frutos del Bosque - Lord Nelson,4056489024316,B,,['Lord Nelson'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,"['Belgique', 'France']",[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,1,-86%,4 kj(1 kcal),-83%,"0,5",+1031%,"0,1",+594%,"0,5",-33%,"0,5",+12%,"0,5",+181%,"0,01",+76%,"0,004",+76%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,
1781,Zumo fruta&fibra - Granini,8431707077149,D,,['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,"['France', 'Espagne']",[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,6 g,en quantité élevée,?,,47,+2%,197 kj(47 kcal),+3%,"0,5",+196%,"0,1",+256%,"10,6",0%,10,+3%,"0,5",+28%,6,+60567%,"2,4",+60567%,14,+268%,E,+268%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1782,Les petites sardines marinées au citron - Connétable,3263670112412,D,,['Connétable'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile et au citron""]",,,['France'],[],,[],,6.5 g,en quantité modérée,2.2 g,en quantité modérée,0.7 g,en faible quantité,1 g,en quantité modérée,?,,143,-42%,598 kj(143 kcal),-41%,"6,5",-62%,"2,2",-41%,"0,9",+149%,"0,7",+194%,20,-2%,1,+16%,"0,4",+16%,2,-61%,B,-61%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,
1783,"Velouté lentilles corail, coco & curry - Primeal",3380380089978,,,['Primeal'],,,,['France'],[],,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,8",,"0,1",,"4,1",,1,,"0,4",,"0,48",,"0,192",,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1784,jambon TSR 4T avec couenne - Monoprix,3350033682894,E,,['Monoprix'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit avec couenne']","['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",['Monoprix'],['France'],[],,[],,5.8 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,134,+2%,561 kj(134 kcal),+3%,"5,8",+21%,2,+9%,"0,5",-25%,"0,5",-16%,20,-5%,"1,4",-25%,"0,56",-25%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1785,Vegeese râpé nature - Bonneterre - 150g,3396410239831,,150 g,"['Bonneterre', 'Tartex']",,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,272,,1138 kj(272 kcal),,23,,20,,14,,"0,1",,"1,4",,"0,89",,"0,356",,,,,,,,,,,,,['Sachet en plastique'],,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']",,,,,,,
1786,School cookies - Disney kictchen - 168g,5425019202934,C,168 g,['Disney kictchen'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,['Action'],['France'],"['Farine de blé', 'sucre', 'huiles végétales ', 'tournesol', 'colza', 'Chru palmow matière grasse de palme', 'dextrine', 'lactosérum en poudre', 'lait', 'sucre inverti', 'poudres à lever: E500 et E336', 'sel', 'émulsifiant : lécithines', 'arôme naturel']","['E1400 - Dextrines', 'E500 - Carbonates de sodium', 'E336 - Tartrates de potassium', 'E322 - Lécithines']",['Non végétalien'],4,17.9 g,en quantité modérée,5 g,en quantité modérée,20 g,en quantité élevée,0.643 g,en quantité modérée,?,,443,-1%,1850 kj(443 kcal),-2%,"17,9",+10%,5,-19%,"62,1",-7%,20,-37%,"6,43",-13%,"0,643",+37%,"0,257",+37%,10,-41%,C,-41%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['carton plastique'],,,,"['Gluten', 'Lait']",,,,,,
1787,Couscous - Thiriet - 330g,3292590877590,,330 g,['Thiriet'],"['Surgelés', 'Plats préparés', 'Plats à base de semoule', 'Couscous préparés', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']","['EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']",['Thiriet'],['France'],[],,[],,5.6 g,en quantité modérée,1.7 g,en quantité modérée,1.9 g,en faible quantité,0.76 g,en quantité modérée,?,,128,-16%,536 kj(128 kcal),-16%,"5,6",+30%,"1,7",+44%,12,-31%,"1,9",-11%,"6,4",-14%,"0,76",-0%,"0,304",-0%,1,+1673%,B,+1673%,,,,,,,,,,,,,,,,,,
1788,"Barres fourrées lait - U - 16unités, 200g",3256227740947,D,"16 unités, 200 g",['U'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Chocolats', 'Chocolats au lait', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,['Magasins U'],['France'],"['Sucre', 'poudre de LAIT entier 25%', 'grasses végétales de palme et palmiste', 'beurre de cacao', 'pâte de cacao', 'poudre de LAIT ÉCRÉMÉ 3%', 'émulsifiant : lécithines de tournesol', 'arômes', ' Cacao : 30% minimum dans le chocolat au LAIT', ' Traces éventuelles de fruits à coque', ""de céréales contenant du gluten et d'oeuf""]",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,22 g,en quantité élevée,53 g,en quantité élevée,0.25 g,en faible quantité,2335,+5%,560,+7%,2335 kj(560 kcal),+6%,34,+3%,22,+8%,55,+10%,53,+12%,"7,9",+5%,"0,25",-9%,"0,1",-9%,26,+0%,E,+0%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,,"['Huile de palme durable', 'RSPO', 'en:RSPO Mass Balance or Book and Claim', 'Transformé en France']",['Lait'],,,,,,
1789,2 pavés de saumon avec peau sans arête - Monoprix - 280g,3350030224455,E,280 g,['Monoprix'],"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']","['FR 62.160.205 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",['Monoprix'],['France'],"['saumon ', 'Salmo salar']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,16 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.09 g,en faible quantité,?,,224,+18%,937 kj(224 kcal),+18%,16,+36%,"2,2",+8%,0,-100%,0,-100%,20,-1%,"0,09",-75%,"0,036",-75%,-1,,A,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"['Barquette', 'Film en plastique']",,,,['Poisson'],,,,,,
1790,Marmelade orange - Auchan,3596710475735,B,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",['EMB 00005'],['Auchan'],['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,0.01 g,en faible quantité,?,,224,-7%,937 kj(224 kcal),-7%,"< 0,5",+194%,"< 0,1",+135%,55,-7%,55,-3%,"< 0,5",+46%,"0,01",-59%,"0,004",-59%,12,-1%,D,-1%,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,
1791,Chocolate Block 38 GR Cofler Pla,77953124,E,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,"['Argentine', 'France']","['chocolate con leche ', 'azúcar', ' manteca de cacao', ' leche entera en polvo', ' masa de cacao', ' leche descremada en polvo', ' emulsionante: lecitina de soja/soya', ' aromatizante/aroma artificial: vainilla', 'cacao: 29%', ' maní ', '25%']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,13 g,en quantité modérée,5.7 g,en quantité élevée,44 g,en quantité élevée,0 g,en faible quantité,?,,541,-2%,2264 kj(541 kcal),-2%,13,-62%,"5,7",-71%,45,-13%,44,-10%,0,-100%,0,-100%,0,-100%,20,-22%,E,-22%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
1792,maoam - Haribo,3103220045466,E,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,['France'],[],,[],,6.4 g,en quantité modérée,3.2 g,en quantité modérée,60 g,en quantité élevée,0.02 g,en faible quantité,?,,394,+11%,1648 kj(394 kcal),+10%,"6,4",+244%,"3,2",+202%,84,+1%,60,+3%,1,-53%,"0,02",-83%,"0,008",-83%,17,+18%,D,+18%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1793,Thé noir petrouchka - Clipper,5021991942143,,,['Clipper'],,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Etui en carton'],,,['Bio'],,,,,,,
1794,Tonic water - Schweppes - 6x 250ml,5449000148445,,6 x 250 ml,"['Schweppes', 'Coca-Cola']","['Boissons', 'Boissons avec sucre ajouté']",,,"['France', 'Roumanie']","['Schwepper 1,5Le Băutură răcoritoare carbogazoasă', 'Ingrediente: apă', 'zahār', 'dioxid de carbon', 'acidifiant acid citric', 'conservant sorbat de potasiu', 'arome inclusiv chinină', 'A se consuma de preferintă înainte de: vezi pe ambalaj ', 'primul rând', 'A se păstra la loc răcoros', 'ferit de soare', 'Ambalaj de unică folasintă', 'Produs cu autorizarea Schweppes Holdings Ltd', '2018 European Refreshments DECLARATE PENTRU: Valare energeticie Grasimi: din care acia grași saturate Glucide: din care cala Proteine Sare: C,COCA-COLA HBC ROMÂNIA S,R,L', 'Sos', 'București Nord', 'Nr,10', 'Cladirea ', ' Consum 023', 'etaj 1', 'Voluntari', 'Jud', 'Ilfov', 'bisnut 0800-080-800 TeleAcces Gratuit']","['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",[],4,0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0 g,en faible quantité,?,,37,-56%,155 kj(37 kcal),-58%,0,-100%,0,-100%,"8,9",-55%,"8,9",-51%,0,-100%,0,-100%,0,-100%,12,+1%,E,+1%,,,,,,,,,,,,,,,,,,
1795,Mothais sur feuille,3529380017431,,,,,,,['France'],[],,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,25,,19,,"0,7",,0,,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1796,"Eau plate aromatisée citron citron vert - U - 1,5l",3256227742682,,"1,5 l",['U'],"['Boissons', 'Eaux', 'Eaux aromatisées']",,['Magasins U'],['France'],"['Eau de source ', 'France', ' 99,8%', 'acidifiant : acide citrique', 'arôme naturel de citron-citron vert', 'arôme naturel de citron']",['E330 - Acide citrique'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.03 g,en faible quantité,4,-90%,1,-89%,4 kj(1 kcal),-89%,"0,5",+414%,"0,1",+1047%,"0,5",-77%,"0,5",-75%,"0,5",+339%,"0,03",+133%,"0,012",+133%,2,-41%,C,-41%,,,,,,,,"['Bouteille', 'Plastique']",,,"['Sans arômes artificiels', 'Transformé en France', 'Recyclé plastique']",,,,,,,
1797,Pizza Paysanne - Mix Buffet - 380g,3700009270899,,380 g,['Mix Buffet'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,['France'],[],,[],,9.2 g,en quantité modérée,4.3 g,en quantité modérée,2.2 g,en faible quantité,1.5 g,en quantité modérée,?,,238,+4%,996 kj(238 kcal),+4%,"9,2",+10%,"4,3",+9%,27,+0%,"2,2",-25%,11,+7%,"1,5",+20%,"0,6",+20%,12,+54%,D,+54%,,,,,,,,,,,['Nutriscore'],,,,,,,
1798,Nappé choco noir - ValpiBio - 16,3175681257610,C,16,['ValpiBio'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,['France'],"[""Farine d'avoine sans gluten 33,9 % chocolat noir 20% "", ""pâte de cacao'"", 'sucre*', ""beurre de cacao'"", 'émulsifiant: lécithines de tournesol', ""sucre de canne farine de mais'"", ""huile de noix de coco'"", ""huile de tournesol oléique inuline d'agave"", ""farine de riz'"", 'sel', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium""]","['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",[],4,24 g,en quantité élevée,11 g,en quantité élevée,22 g,en quantité élevée,0.34 g,en quantité modérée,?,,495,+1%,2071 kj(495 kcal),+1%,24,+3%,11,-7%,60,-4%,22,-32%,"7,5",+14%,"0,34",-38%,"0,136",-38%,21,-2%,E,-2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-014']",,,,,,,
1799,"Boisson à base d'eau plate aromatisée jus d'agrumes - U - 1,5l",3256227742699,,"1,5 l",['U'],"['Boissons', 'Eaux', 'Eaux aromatisées', 'Boissons avec sucre ajouté']",,['Magasins U'],['France'],"['Eau de source ', 'France', ' 92%', 'jus de fruits à base de concentrés 5% ', 'pamplemousse 2', '5%', 'citron 2', '5%', 'sucre', 'acidifiant : acide citrique', 'arôme naturel de pamplemousse', 'arômes naturels', 'arôme naturel de citron', 'concentré de carotte', 'colorant : lycopène']","['E330 - Acide citrique', 'E160d - Lycopène']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,86,+115%,20,+122%,86 kj(20 kcal),+132%,"0,5",+414%,"0,1",+1047%,"4,5",+111%,"4,5",+127%,"0,5",+339%,"0,03",+133%,"0,012",+133%,6,+77%,D,+77%,,,,,,,,"['Bouteille', 'Plastique']",,,"['Sans arômes artificiels', 'Transformé en France', 'Recyclé plastique']",,,,,,,
1800,Fromage a raclette gout fumé - Étoile d'Or - 250g,4056489136941,,250 g,"[""Étoile d'Or""]",,"['FR 25.531.001 CE', 'Santoche (Doubs, France)']",,['France'],[],,[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,28,,18,,1,,1,,26,,"1,5",,"0,6",,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,
1801,Risotto champignons - Thiriet - 330g,3292590877460,B,330 g,['Thiriet'],"['Plats préparés', 'Plats à base de riz', 'Risottos', 'Plats préparés à réchauffer au micro-ondes', 'Risottos aux légumes', 'Risottos aux champignons']",,['Thiriet'],['France'],[],,[],,7.1 g,en quantité modérée,4 g,en quantité modérée,0.8 g,en faible quantité,0.6 g,en quantité modérée,612,-13%,146,-41%,612 kj(146 kcal),-39%,"7,1",+128%,4,+201%,16,-63%,"0,8",-40%,"4,6",-21%,"0,6",-32%,"0,24",-32%,4,-9%,C,-9%,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,,,,,,,,,,,
1802,Sal Fina Yodada Leda 1K.,8411741104001,,,,,,,"['France', 'Maroc']",[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,HOT MIX SPICY - Snacks of The World,8711299020625,D,,['Snacks of The World'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,,['France'],"['72 % cacahuète', '14 % riz', 'huile de tournesol', 'farine ', 'blé', 'mais', 'riz', 'amidon ', 'maïs', 'pomme de terre', 'blé', 'sauce soja ', 'eau', 'soja', 'sel', 'blé', 'assaisonnement ', 'herbes et épices', 'sel', 'sucre', 'légumes [oignon', 'ail]', 'maltodextrine', 'extrait de levure', 'huile de colza', 'anti-agglomérant [E551]', 'sucre de canne', 'sel', 'dextrose', 'huile de soja', 'fibres alimentaires', 'légumes ', 'oignon', 'ail', 'colorant ', 'caramel', 'carotène', 'extrait de paprika', 'E120', 'E141', 'épices', ""extrait d'herbes et d'épices "", 'curcuma', 'paprika', 'romarin', 'sucre caramélisé', 'émulsifiant ', 'lécithine de tournesol', 'extrait de levure', 'amidon de tapioca modifié', 'sirop de glucose', 'origan', 'algue marine', ' Peut contenir de sésame et de fruits à coque', "" Attention : les cacahuètes présentent un risque d'étranglement pour les petits enfants"", ' Conditionné sous atmosphére protectrice', ' Elaboré aux Pays-Bas']","['E551 - Dioxyde de silicium', 'E150 - Caramel', 'E160a - Carotènes mélangés', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E322i - Lécithine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,35.3 g,en quantité élevée,6.4 g,en quantité élevée,5.7 g,en quantité modérée,1.3 g,en quantité modérée,?,,523,-12%,2188 kj(523 kcal),-12%,"35,3",-24%,"6,4",-12%,"27,8",+77%,"5,7",-1%,"20,4",-16%,"1,3",+37%,"0,52",+37%,8,+33%,C,+33%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,"['Gluten', 'Soja']",,,,,,
