,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,allergens,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
1906,Frites au four - Carrefour Discount - 1kg,3560070491292,"['Carrefour Discount', 'Carrefour']",,['France'],"['Pommes de terre 91%', 'huile de tournesol 5%', 'enrobage 4% ', 'farine de blé', 'amidon de blé', 'farine de riz', 'sel', 'extrait de levure', 'dextrose de maïs', ""extraits d'épices"", 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'épaississant: gomme xanthane', 'huile de soja', 'dextrose de blé']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,B,1 kg,"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites surgelées']",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['Sac plastique', 'Surgelé']",['Belgique'],,['B02613'],"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E415 - Gomme xanthane']",4,['Gluten'],Frites,,,,,
1907,Sirop de Fruits Rouges - Carrefour Bio - 50cl,3560070491445,"['Carrefour Bio', 'Carrefour']","['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",['France'],"['Sucre', 'eau', 'jus de fruits à base de concentrés : 19,8% ', 'sureau 9,6%', 'cassis 5,6%', 'fraise 4,6%', 'acidifiant : acide citrique', 'arôme naturel de cassis', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1306,?,~ 0,77,~ 0,,50 cl,"['Édulcorants', 'Sirops', 'Sirops simples', 'Sirops de fruits']",['Carrefour'],0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,+7%,,1306 kj(312 kcal),+17%,-100%,~ 0,-100%,+16%,75,+18%,-100%,~ 0,-100%,0,-100%,13,-2%,D,-2%,,,,,,,,"['Bouteille', 'Verre']",,['France'],,['E330 - Acide citrique'],4,,,,,,,
1908,Thon crudités œuf Baguette viennoise - Bon app' - 230g,3560070563777,"[""Bon app'"", 'Carrefour']",,['France'],"['Baguette viennoise 52,2% ', 'farine de blé', 'eau', 'huile de colza', 'oeuf entier', 'sucre', 'farine de seigle', 'levure', 'sel', 'gluten de blé', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique', 'colorant : riboflavine', 'thon 17,4% ', 'thon Listao', 'eau', 'sel', 'mayonnaise allégée en matières grasses 13% ', 'eau', 'huile de colza 2,6%', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'antioxydant : disulfite de potassium', ""jaune d'oeuf 0,65%"", ""vinaigre d'alcool"", 'amidon modifié de pomme de terre', 'sucre', 'sel', 'épaississants : gomme guar et gomme xanthane', 'conservateur : sorbate de potassium', 'tomate 8,7%', 'salade 4,3%', 'oeuf dur 4,3% ', 'oeuf', 'eau', 'sel', 'acidifiant : acide citrique', ' Peut contenir des traces de : Lait', 'crustacés', 'graines de sésame', 'céleri', 'soja', 'fruits à coque']","['Non végétalien', 'Non végétarien']",944,224,"6,6",30,10,C,230 g,"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon']","['Carrefour City', 'Carrefour']",6.6 g,en quantité modérée,0.7 g,en faible quantité,3.5 g,en faible quantité,0.89 g,en quantité modérée,+2%,+0%,944 kj(224 kcal),+1%,-22%,"0,7",-32%,+19%,"3,5",+26%,+3%,"0,89",-18%,"0,356",-18%,-2,-348%,A,-348%,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,"['Sachet', 'Plastique']",,['France'],"['EMB 22272D', ""Saint-Agathon (Côtes-d'Armor, France)"", 'EMB 71520E', 'Sevrey (Saône-et-Loire, France)', 'EMB 02408C', 'Laon (Aisne, France)', 'EMB 71520', 'Sevrey (Saône-et-Loire, France)']","['E300 - Acide ascorbique', 'E101i - Riboflavine', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Œufs', 'Poisson', 'Gluten', 'Moutarde']","Sandwich au pain viennois garni de thon, d'une mayonnaise allégée en matières grasses, de tomates, de salade et d'œuf dur.",,,,"Fabriqué par EMB 22272D : A, EMB 71520E : B ou EMB 02408C : C ( voir la lettre indiquée après la date limite de consommation) pour Interdis.",
1909,Noix de cajou grillées et salées - Carrefour discount - 150g,3560070570836,['Carrefour discount'],,"['France', 'Suisse']","['Noix de cajou 96%', 'huile de tournesol', 'sel 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2607,?,50,24,20,D,150 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['Carrefour market', 'Carrefour']",50 g,en quantité élevée,8.7 g,en quantité élevée,6.1 g,en quantité modérée,1.07 g,en quantité modérée,+4%,,2607 kj(623 kcal),+4%,+8%,"8,7",+2%,-6%,"6,1",-6%,+7%,"1,067",+70%,"0,427",+70%,9,+19%,C,+19%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"['Sachet', 'Aluminium']",['Belgique'],,,,3,['Fruits à coque'],Noix de cajou grillées à l'huile et salées,,,,,
1910,Corn flakes - Carrefour - 750g,3560070582976,"['Carrefour', 'Carrefour Discount']",,['France'],"['Maïs 91 %', 'sucre', 'sel', ""extrait de malt d'orge"", 'vitamines ', 'niacine', 'vitamine E', 'acide pantothénique', 'vitamine B6', 'vitamine B2 ', 'riboflavine', 'vitamine B1 ', 'thiamine', ' acide folique', 'vitamine B12']",['Sans huile de palme'],1625,?,"1,1","83,6",8,C,750 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']","['Carrefour Market', 'Carrefour']",1.1 g,en faible quantité,0.5 g,en faible quantité,8.6 g,en quantité modérée,1.52 g,en quantité élevée,+1%,,1625 kj(388 kcal),+3%,+1%,"0,5",+75%,+1%,"8,6",-20%,+11%,"1,524",+26%,"0,61",+26%,8,+7%,C,+7%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Carton'],,,,,3,['Gluten'],Céréales pour petit-déjeuner,,,,,
1911,Cancoillotte Ail Bio Carrefour - 200g,3560070617456,['Carrefour'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['Eau', 'metton bio ', 'lait de vache écrémé pasteurisé bio', 'ferments lactiques', 'beurre bio 11%', 'ail déshydraté bio', 'sel de fonte : citrate de sodium', 'sel']",['Non végétalien'],642,?,11,"1,4","13,5",C,200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes', 'Cancoillotte-ail-bio']",['Carrefour'],11 g,en quantité modérée,6.8 g,en quantité élevée,0 g,en faible quantité,2.01 g,en quantité élevée,+9%,,642 kj(153 kcal),+1%,+9%,"6,8",+3%,+102%,0,-100%,-7%,"2,007",+44%,"0,803",+44%,10,+27%,C,+27%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,"['pot et couvercle plastique', 'Opercule']",['Élaborée en Franche Comté'],,"['FR 25.156.001 CE', 'Clerval (Doubs, France)']",['E331 - Citrates de sodium'],3,['Lait'],Cancoillotte Ail Bio,,,,,
1912,"Jambon cuit découenné dégraissé - Carrefour - 0,100kg",3560070690251,['Carrefour'],"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",['France'],"['Jambon de porc', 'eau', 'sel', 'assaisonnement ', 'oignon', 'poivre', 'ail', 'muscade', 'thym', 'laurier', 'clou de girofle', 'dextrose', 'sirop de glucose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",490,117,3,"0,5",21,C,"0,100 kg","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Carrefour'],3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,1.88 g,en quantité élevée,-3%,-11%,490 kj(117 kcal),-10%,-38%,"1,2",-35%,-25%,"0,5",-16%,-0%,"1,875",+0%,"0,75",+0%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Barquette', 'Plastique']",['France'],['France'],"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,
1913,Plateau Assortiment sec - Carrefour - 200g,3560070690404,['Carrefour'],"['Point Vert', 'Fabriqué en France', 'IGP']",['France'],"['Rosette 40 % - 9 tranches : Viande de porc', 'gras de porc', 'sel', 'lactose', 'sucre', 'poivre noir', 'poivre blanc', 'ail', 'conservateur : nitrate de potassium', 'muscade', 'antioxydant : érythorbate de sodium', 'ferments', ""\rJambon de Bayonne 9 mois d'âge - Indication Géographique Protégée 30 % - 4 tranches : Jambon de porc"", 'sel', 'conservateur : nitrate de potassium', '\rCoppa 30 % - 7 tranches : Échine de porc', 'sel', 'vin blanc', 'dextrose', 'lactose', 'poivre', 'antioxydant : ascorbate de sodium', 'arômes naturels', 'conservateurs : nitrite de sodium et nitrate de potassium', 'ferments']","['Non végétalien', 'Non végétarien']",?,364,29,"1,4",25,,200 g,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",['Carrefour'],29 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,4.4 g,en quantité élevée,,+24%,1523 kj(364 kcal),+26%,+18%,11,+19%,-20%,"0,8",+2%,+67%,"4,4",+126%,"1,76",+126%,24,+28%,E,+28%,,,,,,,,"['Barquette', 'Plastique', 'Frais']","['France', 'Union européenne']",['France'],"['EMB 65100D', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)"", 'FR 65.100.003 CE', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)""]","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,['Lait'],Assortiment de charcuteries sèches,,,,,
1914,Saumon sauce à l'oseille et son riz à la carotte - Carrefour - 290g,3560070721993,['Carrefour'],"['Labels de distributeurs', 'Qualité Carrefour']",['France'],"['Saumon 50 %', 'sauce 50 %', 'crème fraîche 22 %', 'eau', 'oseille 4 %', 'vin blanc', ""vinaigre d'alcool"", 'farine de blé', 'sel', 'épaississant : gomme xanthane', 'curcuma', 'piment fort', ""\rPourcentages exprimés sur le pavé de saumon sauce à l'oseille"", '\r Riz blanc cuit 72 % ', 'eau', 'riz', 'carotte 15 %', 'Riz sauvage** cuit 9 % ', 'eau', 'riz', 'huile de tournesol', 'sel', '\rPourcentages exprimés sur le riz cuisiné à la carotte', '\r**Graminée ', 'Zizania Aquatica']","['Non végétalien', 'Non végétarien']",586,?,"6,4","11,8","8,5",,290 g,"['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais', 'Plats au saumon', 'Plats préparés à réchauffer au micro-ondes']",['Carrefour'],6.4 g,en quantité modérée,2.9 g,en quantité modérée,0.6 g,en faible quantité,0.53 g,en quantité modérée,+2%,,586 kj(140 kcal),-4%,-10%,"2,9",+21%,-3%,"0,6",-66%,+21%,"0,53",-27%,"0,212",-27%,0,-100%,B,-100%,,,,,,,,"['Frais', 'Boîte', 'Carton', 'Barquette', 'Plastique', 'Opercule', 'Film plastique']",,"['Agis (Filiale Groupe Lambert Dodard Chancereul - LDC) - 802 Rue Sainte-Geneviève - ZI Courtine - 84000 Avignon', 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']","['EMB 84007W', 'Avignon (Vaucluse, France)']",['E415 - Gomme xanthane'],4,"['Poisson', 'Gluten', 'Lait']",Pavé de saumon sauce à l'oseille et riz cuisiné à la carotte,,,,,
1915,Jambon Supérieur Avec Couenne  - Carrefour - 160g (4Tranches),3560070786893,"['Carrefour', 'CMI (Carrefour Marchandises Internationales)', 'Groupe Carrefour']","['Labels de distributeurs', 'Qualité Carrefour', 'Point Vert', 'Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise', 'Avec couenne', 'Eco-Emballages', ""Jambon de porc issu d'animaux nourris sans OGM (<0.9\xa0%)""]",['France'],"['Jambon de porc ', ""issu d'animaux nourris sans OGM : <0,9 %"", 'couenne et gras de porc ', ""issus d'animaux nourris sans OGM : <0,9 %"", 'eau', 'sel', 'dextrose', 'sirop de glucose', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",650,?,8,"0,8",20,D,160 g (4 Tranches),"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites']",['Carrefour'],8 g,en quantité modérée,3.5 g,en quantité modérée,0.8 g,en faible quantité,2.03 g,en quantité élevée,+5%,,650 kj(155 kcal),-4%,-5%,"3,5",+8%,-42%,"0,8",+10%,+7%,"2,032",+7%,"0,813",+7%,13,+36%,D,+36%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Frais', 'Barquette', 'Plastique', 'Sous atmosphère protectrice']","['France', 'Viande Porcine']","['Brocéliande-ALH (Filiale Cooperl Arc Atlantique) - 12 Boulevard du 21ème siècle - Les Hauts Vents - 14310 Villers Bocage', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)', 'EMB 14752B', 'Villers-Bocage (Calvados, France)']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,Jambon cuit supérieur avec couenne,,,,,
1916,Gaufres - Carrefour - 275g (5Gaufres de 55g),3560070787661,['Carrefour'],"['Labels de distributeurs', 'Huile de palme durable', 'Qualité Carrefour', 'Fabriqué en Belgique']",['France'],"['Farine de blé', 'margarine ', 'graisse de palme certifiée durable 21,7%', 'eau', 'sel', ""émulsifiant : lécithine de tournesol et mono - et diglycérides d'acides gras"", 'acidifiant : acide citrique', 'colorant : caroténoïdes', 'arôme naturel', 'perles de sucre 26%', 'œufs', 'levure', 'sirop de glucose inverti', 'farine de soja', 'sucre 1,7%', 'sirop de glucose', 'stabilisant : sorbitols', 'sel', 'arôme naturel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",439,?,22,53,"6,3",C,275 g (5 Gaufres de 55g),"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']","['Dia', 'Carrefour']",22 g,en quantité élevée,9.6 g,en quantité élevée,25 g,en quantité élevée,1 g,en quantité modérée,-77%,,439 kj(105 kcal),-77%,+3%,"9,6",-8%,-8%,25,-18%,+5%,1,+41%,"0,4",+41%,17,-22%,D,-22%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['Plastique', 'Point vert']",,['Belgique'],"['EMB 75109Z', 'Paris 9e  Arrondissement (Paris, France)']","['E322i - Lécithine', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E420 - Sorbitol']",4,"['Œufs', 'Gluten', 'Soja']",5 Gaufres sucrées,['Huile de palme'],,,,
1917,Mélange croquant - Carrefour - 250g,3560070975457,['Carrefour'],"['Fabriqué en France', 'Sans conservateurs']",['France'],"['Chou blanc ', 'mini 30 %', 'maïs doux en graines appertisé ', 'mini 7 %', 'betterave râpée ', 'mini 5 %', 'frisée ', 'mini 3 %', 'chicorée rouge ', 'mini 3 %']",[],180,?,"0,6","6,7","1,5",,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Mélanges de légumes frais']","['Carrefour Market', 'Carrefour']",0.6 g,en faible quantité,0 g,en faible quantité,4.1 g,en faible quantité,0.15 g,en faible quantité,,,180 kj(43 kcal),+2%,-48%,~ 0,-100%,+27%,"4,1",+53%,-3%,"0,15",-58%,"0,06",-58%,-7,,A,,,,,,,,,"['Sachet', 'Plastique']",,,"['EMB 44169H', 'Saint-Julien-de-Concelles (Loire-Atlantique, France)']",,1,,,,,,,
1918,Poulet Tikka Massala et son riz basmati - Carrefour - 300g,3560071003579,['Carrefour'],,['France'],"['Riz basmati cuit 41\xa0% ', 'eau', ' riz', ' aiguillette de poulet traitée en salaison rôties 23,3 \xa0% ', 'aiguillette de poulet 20\xa0%', 'eau', 'fécule de manioc', 'sel', 'crème fraîche', 'eau', 'raisin sec 5\xa0% ', 'raisin', 'huile de coton', 'huile de tournesol', 'double concentré de tomate', 'yaourt maigre en poudre 1,1\xa0% arôme naturel ', 'contient lactose', 'colorant : extrait de paprika', 'amande en poudre', 'sel', 'sucre', 'coriandre 0,2\xa0%', 'épices en poudre 0,2\xa0% ', 'gingembre', ' coriandre', 'curcuma', 'ail', 'céleri', 'piment fort', 'cannelle', 'épaississant : gomme xanthane', '\rPourcentages exprimés sur l‘ensemble du produit']","['Non végétalien', 'Non végétarien']",728,?,"7,2",18,"8,8",C,300 g,"['Plats préparés', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats préparés frais', 'Plats à la volaille', 'Plats au poulet']","['Carrefour Market', 'Carrefour']",7.2 g,en quantité modérée,4.4 g,en quantité modérée,4.3 g,en faible quantité,0.64 g,en quantité modérée,+30%,,728 kj(174 kcal),+15%,+58%,"4,4",+188%,-5%,"4,3",+191%,+36%,"0,64",-20%,"0,256",-20%,3,+75%,C,+75%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['Emballage', 'Carton', 'Barquette', 'Plastique']",['France'],['France'],"['EMB 84007W', 'Avignon (Vaucluse, France)']","['E160c - Extrait de paprika', 'E415 - Gomme xanthane']",4,"['Céleri', 'Lait', 'Fruits à coque']","Riz basmati cuit et assaisonné et aiguillettes de poulet traitées en salaison accompagnés d'une sauce au raisins secs, à la coriandre et aux épices",,,,,
1919,Xtrem tout chocolat - Carrefour,3560071013226,['Carrefour'],,"['Belgique', 'France']","['Semoule de riz 20%', 'farine de blé 18%', 'sucre', ""farine d'avoine 13%7 matières grasses végétales "", 'tournesol', 'coco', 'chocolat en poudre 5% ', 'sucre', 'cacao en poudre', 'lactosérum en poudre', 'chocolat 4,5% ', 'sucre', 'cacao en poudre', 'beurre de cacao', 'farine complète de blé 2,4%', 'noisettes 1%', 'cacao maigre en poudre', 'sel', 'antiagglomérant : carbonate de calcium', 'émulsifiant : lécithine de arôme', ' antioxydant : extrait']",['Non végétalien'],?,444,13,73,"6,3",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",['Carrefour'],13 g,en quantité modérée,3.1 g,en quantité modérée,29 g,en quantité élevée,0.6 g,en quantité modérée,,+6%,1858 kj(444 kcal),+6%,+27%,"3,1",-4%,+3%,29,+16%,-21%,"0,6",+18%,"0,24",+18%,11,+10%,D,+10%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Carton'],,,,"['E170i - Carbonate de calcium', 'E322i - Lécithine']",4,"['Gluten', 'Fruits à coque', 'Avoine']",,,,,,
1920,Pur Jus Clémentine - Carrefour,3560071017613,['Carrefour'],,"['Belgique', 'France']",['Jus de clémentine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,49,0,12,0,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de clémentine']",['Carrefour'],0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,,+4%,205 kj(49 kcal),+4%,-100%,0,-100%,+12%,12,+17%,-100%,0,-100%,0,-100%,5,+21%,C,+21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,1,,,,,,,
1921,Miel de sapin - Rucher Du Morvan - 500g,3560180000209,['Rucher Du Morvan'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],['Miel de sapin'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,304,0,"82,4","0,3",A,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de sapin', 'Miels crémeux']",,0 g,en faible quantité,0 g,en faible quantité,82.2 g,en quantité élevée,0 g,en faible quantité,,+24%,1272 kj(304 kcal),+23%,-100%,0,-100%,+25%,"82,2",+26%,-30%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Verre', 'Bocal', 'métal']",['France'],['France'],,,2,,,,,,,
1922,Mostaza de Dijon - Medijon,3563490016397,['Medijon'],,"['France', 'Espagne']","['Agua', 'semillas de mostaza', 'vinagre de alcohol', 'sal', 'acidulante acido cítrico', 'conservante ', 'metabisulfito de potasio']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,149,11,"1,8","7,2",B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,11 g,en quantité modérée,0.77 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,,-6%,623 kj(149 kcal),-6%,-4%,"0,77",+1%,-51%,"1,8",-20%,+0%,"6,1",+3%,"2,44",+3%,11,+2%,D,+2%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bocal', 'Verre']",,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,"['Moutarde', 'es:metabisulfito']",,,,,,
1923,Reine Dijon Moutarde Extra Forte de Dijon - Reine de Dijon - 200g e,3563490110019,['Reine de Dijon'],"['Point Vert', 'Fabriqué en France']","['France', 'Suisse']","['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",622,149,11,"1,8","7,2",B,200 g e,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,11 g,en quantité modérée,0.77 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,-3%,-6%,622 kj(149 kcal),-7%,-4%,"0,77",+1%,-51%,"1,8",-20%,+0%,"6,1",+3%,"2,44",+3%,7,-35%,C,-35%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bocal', 'Verre', 'métal']",,['France'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,"['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,
1924,Coeurs de céleri - Notre Jardin - 530g,3564700004890,"['Notre Jardin', 'Marque Repère']","['Nutriscore', 'Nutriscore A']",['France'],"['Coeurs de céleris', 'eau', 'sel', 'acidifiant: acide citrique']",[],?,13,"0,2",1,"0,8",,530 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Légumes tiges', 'Céleri', 'Coeurs de céleri']",['Leclerc'],0.2 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.55 g,en quantité modérée,,-7%,54 kj(13 kcal),-8%,-4%,"0,2",+300%,-30%,"0,5",-38%,+3%,"0,55",+3%,"0,22",+3%,-4,,A,,,,,,,,,['Conserve'],,,,['E330 - Acide citrique'],3,['Céleri'],,,,,,
1925,Maïs Tendre - Notre Jardin - 200g,3564700006511,"['Notre Jardin', 'Marque Repère']",['Sans OGM'],['France'],"['Maïs doux en grains', 'eau', 'sucre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",510,?,"1,5",22,3,B,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",['Leclerc'],1.5 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,0.457 g,en quantité modérée,+28%,,510 kj(122 kcal),+35%,-7%,"0,3",-4%,+54%,"3,5",-27%,+8%,"0,457",+2%,"0,183",+2%,-6,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,"['Conserve', 'Sous-vide']",,,,,3,,Maïs doux en grains sous-vide,,,,,
