,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,labels,markets,link,generic_name,palm_ingredients,producer_info,brand_owner
1445,Sauce Piment Poulet - Pantai,8850058004701,,['Pantai'],"['Epicerie', 'Sauces']",,['France'],"['sucre', 'eau', 'piment rouge', '18%', ' ail', 'sel', 'f']",,,[],3,0 g,en faible quantité,0 g,en faible quantité,41.9 g,en quantité élevée,2.9 g,en quantité élevée,?,,190,-20%,795 kj(190 kcal),-19%,0,-100%,0,-100%,"46,3",+367%,"41,9",+549%,0,-100%,"2,9",+20%,"1,16",+20%,21,+81%,E,+81%,,,,,,,,,,,,,,,,,,
1446,Aloe light - Green Beverages,8858947400702,,['Green Beverages'],"['Boissons', 'Boissons édulcorées']",,['France'],"['Eau', ""Pulpe d'Aloé Vera "", '10%', ' Acidifiants : Acide citrique', 'Sucralose', 'Lactate de calcium Épaississant: Gomme gellane', 'Arômes']","['E330 - Acide citrique', 'E955 - Sucralose', 'E327 - Lactate de calcium', 'E418 - Gomme gellane']",,[],4,0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité modérée,0 g,en faible quantité,?,,21,+40%,88 kj(21 kcal),+49%,0,-100%,0,-100%,"4,6",+71%,4,+71%,"0,6",+372%,0,-100%,0,-100%,6,+39%,D,+39%,,,,,,,,,,,,,,,,,,
1447,Aloe Vera - Organic Bloom,8858947401105,,['Organic Bloom'],,,['France'],[],,,[],,,,,,,,,,?,,28,,117 kj(28 kcal),,0,,0,,"6,6",,"2,5",,"0,2",,0,,0,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
1448,Aloe Saveur Mangue,8858947450189,,,,,['France'],[],,,[],,,,,,,,,,?,,28,,117 kj(28 kcal),,0,,0,,"6,6",,"2,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Lait De Coco Sterilisé -,8938506854471,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco', 'Boissons sans sucre ajouté']",,"['Algérie', 'France']","['Exerait de noix de coco 71% ', 'eau', ""émulsifiants: mono-et et diglycérides d'acides gras"", 'carboxyméthylcellulose', ' gomme guar', 'gomme xanthane']","['E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,[],4,17 g,en quantité élevée,14.2 g,en quantité élevée,2.2 g,en faible quantité,0.06 g,en faible quantité,?,,166,+5%,695 kj(166 kcal),+6%,17,+9%,"14,2",+4%,"2,4",-13%,"2,2",+31%,"0,8",-37%,"0,06",-18%,"0,024",-18%,12,+26%,D,+26%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,"['Conserve', 'métal']",,,,,,,,,
1450,Red Bull,9002490234096,,['Red bull'],['Boissons'],,['France'],"['Ingr%ts : eau gazéifiée', 'saccharose', 'glucose', 'cirique', ' taurine ', '0,4 correcteurs ', ""o b' de sodium"", 'carbonate de magnésiU!n aféire P102%', 'vitamines ', 'niacine', 'acide pantothén que B61 ts ', 'caramel']",['E502 - Carbonates'],,[],4,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,?,,46,-18%,192 kj(46 kcal),-20%,0,-100%,0,-100%,11,-3%,11,+17%,0,-100%,"0,1",+141%,"0,04",+141%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,
1451,Mayonnaise In Der 500ml Flasche Von Niko - 500mL,9002859047947,D,['NIKO'],"['Epicerie', 'Sauces', 'Mayonnaises', 'en:Epicerie']",,['France'],"['huile de colza 50%', 'eau', 'jaune ?200', ' acidifiant: E330', ' épices', 'colorant: E160a', ' pasteurisé 4,8%', 'sucre', 'amidon de mais modifié', 'vinaigr B85', ' arôme', ' conserver dans un endroit sec', ""à l'abri de la chaleu[ réfrigérateur""]","['E330 - Acide citrique', 'E160a - Carotènes mélangés']",,"[""Pourrait contenir de l'huile de palme""]",4,49 g,en quantité élevée,3.9 g,en quantité modérée,2.9 g,en faible quantité,1.2 g,en quantité modérée,?,,467,+70%,1954 kj(467 kcal),+71%,49,+130%,"3,9",+70%,"4,7",-57%,"2,9",-60%,"0,8",-60%,"1,2",-58%,"0,48",-58%,12,-8%,D,-8%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,500 mL,,,,"[""Fabriqué dans l'UE""]",,,,,,
1452,Brioche au beurre -,9005300005589,,,['Brioche au beurre'],,['France'],[],,,[],,10 g,en quantité modérée,6.7 g,en quantité élevée,18 g,en quantité élevée,1.1 g,en quantité modérée,?,,355,,1485 kj(355 kcal),,10,,"6,7",,57,,18,,"8,1",,"1,1",,"0,44",,17,,D,,,,,,,,,,,,,,,,,,,
1453,Coca Cola Light Limon,90331060,,['Coca-Cola'],"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light']",,"['Belgique', 'France']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,1,0%,4 kj(1 kcal),0%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,02",+23%,"0,008",+23%,1,-11%,B,-11%,,,,,,,,,,,,,,,,,,
1454,The lime edition sugarfree - Red Bull - 25cl,90433252,,['Red Bull'],"['Boissons', 'Boissons énergisantes']",,"['Belgique', 'France']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,2,-94%,8 kj(2 kcal),-95%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,1",-13%,"0,04",-13%,1,-91%,B,-91%,,,,,,,,25cl,,,,,['Delhaize'],,,,,
1455,Oriental Super Ring - 30'SX14GM - 21,9556023118013,,['Oriental'],,,['France'],"['tediedts: Corh\\Çrits', 'Cheese Pow atyral touteCheese', 'Vegqtable—Oil ', 'Palm 0<SŒgar', ""'éfid Monosodium Glutamate""]","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,[],4,,,,,,,,,?,,580,,2427 kj(580 kcal),,41,,18,,48,,11,,7,,"0,67",,"0,268",,,,,,,,,,,,,21,,,,,,,,,,
1456,Panés au boeuf au fromage fondu - charal - 360gr,3181232520065,,['Charal'],"['Viandes', 'Surgelés', 'Viandes surgelées']","['FR 61.169.002 CE', 'Flers (Orne, France)']",['France'],"['VIANDE BOVINE HACHÉE 38', '6%', 'eau', 'chapelure 13', '1% ', 'farine de blé', 'levure', 'sel', ' fromage fondu 13', '1% ', 'fromage 7,8%', 'eau', 'beurre', 'protéines de lait', 'sel de fonte : E331', 'amidon transformé de pomme de terre', 'sel', 'colorant E160a', 'i', 'huiles végétales ', 'colza et tournesol', 'farines ', 'blé', 'maïs', 'pois chiche', 'fibres végétales 1,7% ', 'bambou', 'cannes à sucre', 'pois', 'plantain', 'amidon de blé', 'sel', 'arômes', 'oignons déshydratés', 'stabilisant: E451', 'épaississants : E407', 'E508', 'épices', 'protéines végétales de pois 0,1%', ""extraits d'épices"", ' Ce produit contient du blé et du lait']","['E331 - Citrates de sodium', 'E14XX - Amidons modifiés', 'E160ai - Bêta-carotène', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,17.6 g,en quantité modérée,5.8 g,en quantité élevée,0.3 g,en faible quantité,1.69 g,en quantité élevée,?,,267,+34%,1117 kj(267 kcal),+33%,"17,6",+28%,"5,8",+2%,13,+723%,"0,3",-34%,"12,9",-26%,"1,69",+193%,"0,676",+193%,13,+114%,D,+114%,,,,,,,,360gr,['4'],['France'],['Flers'],"['Viande Française', 'Viande-bovine-francaise']","['intermarché', 'Casino', 'Leclerc']",,,,,
1457,Sesam Cracker -  - 62g,4260129942650,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,"['France', 'Suisse']","['Farine de blé', 'eau', 'huile de tournesol riche en acide oléique', 'graines de sésan grillées ', '7,78%', 'son de blé ', '5,19%', 'sirop de sucre inverti', 'sucre', 'huile de sésame', 'sel', 'ém Hant:lécithine de soja', 'poudre à lever: bicarbonate de sodium', 'sulfate de fer', 'nicotinam acide folique']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Gluten'],[],4,15 g,en quantité modérée,0.6 g,en faible quantité,6.6 g,en quantité modérée,2.1 g,en quantité élevée,?,,410,-12%,1715 kj(410 kcal),-12%,15,-25%,"0,6",-89%,57,-4%,"6,6",+68%,"9,3",-6%,"2,1",+5%,"0,84",+5%,10,-35%,C,-35%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,62g,,,,,,,,,,
1458,Parmigiano reggiano - Lovilio - 100gr,20806095,D,['Lovilio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,"['Belgique', 'France']","['Lait cru', 'sel', 'présure animale', 'ferments lactiques,']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,29.7 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,"29,7",+0%,"19,6",-1%,0,-100%,0,,"32,4",+1%,"1,6",+0%,"0,64",+0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,100gr,,,,,['Lidl'],,,,,
1459,Thé noir aromatisé à la bergamotte - westminster - 25,26025605,A,['Westminster'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,25,['Sachet'],,,,,,,,,
1460,Pudding Vanillesmaak - ursi - 500g,27064764,,['Ursi'],,,"['Belgique', 'France']",['Lait demi-écrémé'],,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,110,,460 kj(110 kcal),,"3,3",,2,,17,,14,,3,,"0,12",,"0,048",,,,,,,,,,,,,500g,,,,,,,,,,
1461,Bière Asahi - 250ml,8008440049575,,,,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 ml,['Bouteille'],,,,,,,,,
1462,Oignon frit,8413900092730,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons frits']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.2%,59.0%,2.2%,1.7%,1.6%,0.3%,26,,,,,,,,,,,
1463,Ricard,3163937017606,,['Ricard'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Volvic,10576182,,['Volvic'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Flan Nappé Chocolat - Impérial - 300G,5414972104812,,['Impérial'],,,['France'],[],,,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,"1,9",,1,,20,,13,,"3,5",,"0,16",,"0,064",,,,,,,,,,,,,300 G,,,,,,,,,,
1466,Miel d'acacia - Jurabeille - 1kg,3146602820435,B,['Jurabeille'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels du Jura', ""Miels d'acacia"", ""Miels d'acacia du Jura""]",,['France'],['miel pur'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,1 kg,['Pot en plastique'],,,,,,,,,
1467,Kiwi Hayward,3366217528186,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Chocolat et Noisette - Becel - 1L,8711200346059,,['Becel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats aux noisettes', 'Boisson végétal']",,"['Belgique', 'France']","['Eau', 'sucre', 'noisettes 2%', 'huile végétale ', 'tournesol', 'lin', 'cacao maigre en poudre 1,2%', 'carbonate de calcium', 'sel', 'stabilisants ', 'gomme de Geliane', 'gomme de guar', 'émulsifiant ', 'lécithine de tournesol', 'arôme naturels', 'vitamines B2', 'B12 et D']","['E412 - Gomme de guar', 'E322i - Lécithine']",['Fruits à coque'],"['Végétalien', 'Végétarien']",4,3.4 g,en quantité modérée,0.4 g,en faible quantité,4.5 g,en faible quantité,0.12 g,en faible quantité,?,,53,-91%,222 kj(53 kcal),-91%,"3,4",-91%,"0,4",-98%,"4,7",-89%,"4,5",-89%,"0,6",-93%,"0,12",-14%,"0,048",-14%,0,-100%,B,-100%,,,,,,,,1L,['Boite de lait'],,,"['Végétarien', 'en:FSC', 'Végétalien', 'FSC Mix']",['Delhaize'],,,,,
1469,tranches panees de cabillaud - monoprix - 400g,3350030139575,E,['Monoprix'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Fruits de mer surgelés', 'Produits panés', 'Poissons surgelés', 'Poissons panés', 'Poissons panés de cabillaud']",,['France'],"[""Filets de cabillaud 70% - farine de blé - huile de tournesol - eau - amidon de pomme de terre - sel - levure - extrait de malt d'orge - épices "", 'poivre', 'paprika', 'curcuma']",,['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,6.8 g,en quantité modérée,0.8 g,en faible quantité,14 g,en quantité élevée,0.73 g,en quantité modérée,?,,165,-14%,690 kj(165 kcal),-12%,"6,8",-17%,"0,8",-5%,14,-14%,14,+1097%,12,-5%,"0,73",+14%,"0,292",+14%,3,,C,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,400 g,,,,,['Monoprix'],,,,,
1470,Galettes de Bretagne au Sarrasin,3560071123918,,,,,['France'],[],,,[],,,,,,,,,,?,,510,,2134 kj(510 kcal),,25,,17,,64,,30,,"6,2",,"0,87",,"0,348",,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
1471,Kiwi -,3276550260363,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,,,,,,
1472,Bénénuts 3D's Bugles goût fromage 2 x 85 g + 15% offert - 195g,3168930003441,,"['Bénenuts', ""3D's Bugles""]",,,['France'],"['Farine de maïs,huile de tournesol ', '31%', ',base aromatisante fromage [arômes', 'poudre de fromage ', 'LAIT', 'ORGE', 'ail et oignon en poudre', 'extrait de paprika', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'chlorure de potassium', 'poudre de PETIT-LAIT],sucre,sel']","['E160c - Extrait de paprika', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,2240,,535,,2240 kj(535 kcal),,32,,"2,5",,56,,4,,"5,5",,"1,98",,"0,792",,,,,,,,,,,,,195 g,,,,['Point Vert'],,,Produit soufflé à base de maïs goût fromage,,,
1473,Pâte à tartiner aux canistrelli d'Afa,3339881200207,,,,,['France'],[],,,[],,,,,,,,,,?,,571,,2389 kj(571 kcal),,38,,"5,9",,49,,44,,"6,9",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,
1474,Puur -  - 100gram,27030097,,,,,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,445,,1862 kj(445 kcal),,31,,19,,44,,"1,5",,"6,2",,"0,1",,"0,04",,,,,,,,,,,,,100 gram,,,,"['en:gluten-free', 'Agriculture durable', 'Sans sucre ajouté', 'en:UTZ Certified']",,,,,,
1475,Baudry - Boiron - 70g,3400930100226,,['Boiron'],['Pâte à sucer'],,['France'],"['Aconitum napellus 1 DH ', '0,002 ml', 'Atropa belladonna 1 DH ', '0,002 ml', 'Drosera 1 DH ', '0,002 ml', 'Bryonia dioica 1 DH ', '0,002 ml', 'Coccus cacti 1 DH ', '0,002 ml', 'Ipeca 1 DH ', '0,002 ml', 'gomme arabique', 'saccharose', 'sirop de glucose', 'sucre inverti', 'arôme framboise', 'colorant : rouge cochenille A ', 'E124']","[""E414 - Gomme d'acacia"", 'E124 - Ponceau 4R']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,70 g,"['Plastique', 'boîte']",,,,,,,,,
1476,Mini-Röstis pommes de terre & emmental carottes - Fleury Michon - 260g,3302749868024,B,['Fleury Michon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Rostis', 'Röstis de pommes de terre surgelés']",,['France'],"['Carottes 50%', 'pommes de terre 16%', 'emmental 8', '3%,\xa0fécule de pommes de terre', 'eau', 'flocons de pommes de terre,\xa0oignons 3', '3%', 'huile de colza', 'parmesan', 'sel,\xa0plantes aromatiques,\xa0ail 0', '1%', 'épices']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,6.9 g,en quantité modérée,2.8 g,en quantité modérée,3.4 g,en faible quantité,0.89 g,en quantité modérée,702,+15%,?,,702 kj(168 kcal),+3%,"6,9",-5%,"2,8",+111%,22,+15%,"3,4",+331%,"5,1",+63%,"0,89",-9%,"0,356",-9%,1,-71%,B,-71%,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,260 g,,,,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,,,,,
1477,Dessert 58 Lait - Côte d'or - 45g,7622210825926,,"[""Côte d'or""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,"['Belgique', 'France']","['Chocolat au lait fourré crème confiseur ', '45 %', ' aux amandes et noix de cajou', ' Ingrédients:Sucre', 'pate de cacao', 'amandes ', '9,5 %', 'lait écrémé en poudre,beurre de cacao', 'noix de cajou ', '7,5 %', 'graisses végétales ', 'palmiste,palme', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiant ', 'lécithine de soja', 'arômes', ' Peut contenir blé et autres fruits à coque']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,31 g,en quantité élevée,15 g,en quantité élevée,51 g,en quantité élevée,0.19 g,en faible quantité,?,,537,+7%,2247 kj(537 kcal),+6%,31,+14%,15,-1%,54,-3%,51,+13%,"7,9",+16%,"0,19",-41%,"0,076",-41%,23,-6%,E,-6%,,,,,,,,45g,,,,['Pur beurre de cacao'],,,,,,
1478,Sauce Brazil - Delhaize - 300ml,5400113028055,,['Delhaize'],,,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,580,,2427 kj(580 kcal),,59,,"5,9",,11,,"9,7",,"1,2",,"1,2",,"0,48",,,,,,,,,,,,,300 ml,,,,,['Delhaize'],,,,,
1479,gratin pomme de terre au poulet - Thiriet,3292590877330,D,['Thiriet'],"['Plats préparés', 'Produits à la viande', 'Gratins', 'Plats préparés à la viande', 'Gratins de pomme de terre', 'Plats à la volaille', 'Plats au poulet']",,['France'],"['Crème fraîche ', 'Lait', ' 28,5%', 'purée de pomme de terre 26,6%', 'poulet cuit traité en salaison 15,1% ', 'viande de poulet 13,5% ', 'origine France', 'eau', 'sel', 'sucre', 'jus de citron', 'pomme de terre 12,6%', 'Tomme de Savoie IGP 5,1% ', 'Lait', 'eau', 'chapelure 2,1% ', 'farine de blé ', 'Gluten', 'levure', 'sel', ""huile d'olive"", 'ciboulette', 'beurre ', 'Lait', 'sel', 'graine de lin brun 0,3%', 'farine de blé ', 'Gluten', 'amidon transformé', 'vin blanc', 'persil', 'poivre noir', 'muscade']",['E14XX - Amidons modifiés'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,7.6 g,en quantité élevée,1.9 g,en faible quantité,0.81 g,en quantité modérée,?,,185,+40%,774 kj(185 kcal),+43%,13,+87%,"7,6",+87%,"9,4",-15%,"1,9",+21%,"7,5",+78%,"0,81",+12%,"0,324",+12%,10,+96%,C,+96%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,['IGP'],['Thiriet'],,,,,
1480,les petits douceurs aux amandes - Biocoop,3760121213396,,['Biocoop'],,,['France'],[],,,[],,,,,,,,,,?,,439,,1837 kj(439 kcal),,24,,"7,7",,47,,35,,"7,6",,"0,13",,"0,052",,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,
1481,Leckerli,7616700246193,,,,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,398,,1665 kj(398 kcal),,7,,"0,6",,75,,54,,7,,"0,1",,"0,04",,,,,,,,,,,,,,['Sachet'],,,,,,,,,
1482,Weizenvollkornmehl / Farine complete - dm Bio - 1000g,4010355480057,,['dm Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",,['France'],"['0', '85€/kg']",,,"['Végétalien', 'Végétarien']",,1.8 g,en faible quantité,0.3 g,en faible quantité,0.6 g,en faible quantité,0.02 g,en faible quantité,?,,327,-13%,1368 kj(327 kcal),-13%,"1,8",-75%,"0,3",-63%,60,-0%,"0,6",-73%,11,-7%,"0,02",-67%,"0,008",-67%,-6,,A,,,,,,,,,1000 g,['Papier'],,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'DE-ÖKO-001', 'Fabriqué en Allemagne']",,,,,,
1483,Ket chup - Auchan - 275g,3596710462858,B,['Auchan'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,['France'],"['purée de tomates 50% ', 'soit 140g de tomates pour 100g de produit fini', 'eau', 'sucre', ""vinaigre d'alcool"", 'sel', ""arôme naturel d'épices"", ' Traces éventuelles de céleri', 'lait et moutarde']",,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,23 g,en quantité élevée,2.6 g,en quantité élevée,?,,99,-7%,414 kj(99 kcal),-6%,"0,5",+105%,"0,1",+57%,23,+1%,23,+17%,"1,2",-8%,"2,6",+31%,"1,04",+31%,15,+24%,D,+24%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,275 g,,,,"['Nutriscore', 'Nutriscore D']",['Auchan'],,,,,
1484,Chocolat,7622210758309,,,,,['France'],[],,,[],,,,,,,,,,?,,559,,2339 kj(559 kcal),,37,,14,,45,,43,,"9,3",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,
1485,Steaks haches charolais - Leaderprice,3263859862428,E,['Leaderprice'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",,['France'],[],,,[],,15 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,0.15 g,en faible quantité,?,,208,+11%,870 kj(208 kcal),+11%,15,+21%,"6,2",+19%,0,-100%,0,-100%,18,-6%,"0,15",-32%,"0,06",-32%,3,+9%,C,+9%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,
1486,Pois chiches - Carrefour Bio - 370ml,5400101054684,B,"['Carrefour Bio', 'Carrrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,"['Belgique', 'France']",[],,,[],,2.7 g,en faible quantité,0.3 g,en faible quantité,0.3 g,en faible quantité,0.35 g,en quantité modérée,?,,127,-33%,531 kj(127 kcal),-32%,"2,7",-11%,"0,3",-23%,15,-36%,"0,3",-82%,"7,1",-30%,"0,35",-27%,"0,14",-27%,-2,,A,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,370 ml,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'NL-BIO-01']",['Carrefour'],,,,,
1487,Vache à boire framboises - Michel et Augustin,3760122969926,E,['Michel et Augustin'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",,['France'],"['yaourt au lait entier ', 'lait entier français', 'protéines de lait', 'ferments lactiques', 'purée de framboise 12,6%', 'sucre 7,1%']",,['Lait'],['Non végétalien'],4,2.9 g,en quantité modérée,1.9 g,en quantité modérée,11 g,en quantité élevée,0.09 g,en faible quantité,?,,83,+15%,347 kj(83 kcal),+14%,"2,9",+92%,"1,9",+101%,11,-3%,11,+3%,3,+3%,"0,09",-15%,"0,036",-15%,19,+19%,E,+19%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,['Frais'],,,['en:lait-francais-french-milk'],,,,,,
1488,Organic Hibiscus Tea - Volvic,3057640507663,,['Volvic'],,,['France'],[],,,[],,,,,,,,,,?,,37,,155 kj(37 kcal),,"0,5",,0,,9,,9,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,
