,name,bar_code,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,additives,link,generic_name,producer_info,brand_owner,palm_ingredients
1907,"Sorbet Mangue - Otantic - 500g / 0,75L",3760244100498,"500 g / 0,75 L",,['Otantic'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']",,,"['FR 05.040.186 CE', 'Chorges (Hautes-Alpes, France)']",,['France'],"['pulpe de mangue 45%', 'eau', 'sucre', 'glucose', 'farine de graine de caroube']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité modérée,0 g,en faible quantité,?,,145,+18%,607 kj(145 kcal),+18%,0,-100%,0,-100%,"35,35",+21%,"11,33",-56%,"0,31",-21%,0,-100%,0,-100%,2,-63%,B,-63%,C,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,['E410 - Gomme de caroube'],,,,,
1908,Bière blonde original,3760025190007,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Glace Vanille,8401263220280,,,,,,,"['EMB 25228A', 'Étupes (Doubs, France)']",,['France'],[],[],,,,,,,,,,?,,797,,3335 kj(797 kcal),,"9,5",,"5,9",,23,,19,,"3,2",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,
1910,La crème forestiere - Maison Prunier,2470746016531,,,['Maison Prunier'],,,,"['FR 72.090.007 CE', 'Connerré (Sarthe, France)']",,['France'],[],[],,,,,,,,,,?,,311,,1301 kj(311 kcal),,29,,12,,"2,4",,"0,5",,10,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,
1911,Baguette saveur - Saveur Auchan - 1kg,2030503819425,1 kg,['1 kg'],['Saveur Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,['France'],"['farine de blé ', 'farine de blé', 'gluten', 'farine de malte de blé', 'eau', 'sel', 'antiagglomérant : E535', ' levure', 'émulsifiant E471', 'anti-oxydant : E300', 'enzyme']","[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,['Gluten'],46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,"['E535 - Ferrocyanure de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,,,,
1912,Eau finement petillante Wattwiller pet 6x1L,3448784302007,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Chardonnay Original,3584060002329,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
1914,Mimolette vielle - Auchan - 400g,2093187019949,400g,,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,['Auchan'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1915,Parmigiano Reggiano la pointe - Monoprix Gourmet,0290024034635,,,['Monoprix Gourmet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,['Monoprix'],['France'],[],[],,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",0%,"0,64",0%,17,+2%,D,+2%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1916,2497650022632,2497650022632,,,,,,,"['FR 87.168.001 CE', 'Saint-Mathieu (Haute-Vienne, France)']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1917,20x 2g,5900396017345,20 x 2 g,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Chipolatas superieures,3418590002026,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,['France'],[],[],,15 g,en quantité modérée,5 g,en quantité modérée,0.8 g,en faible quantité,1.6 g,en quantité élevée,?,,205,-14%,858 kj(205 kcal),-14%,15,-21%,5,-31%,"1,6",+37%,"0,8",+27%,15,-3%,"1,6",-11%,"0,64",-11%,13,-22%,D,-22%,E,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,
1919,Nabisco Grahams Original Crackers,04448800,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,"['France', 'États-Unis']","['unbleached enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate ', 'vitamin b1', 'riboflavin ', 'vitamin b2', 'folic acid', 'graham flour ', 'whole grain wheat flour', 'sugar', 'vegetable oil ', 'soybean and/or canola and/or palm and/or partially hydrogenated cottonseed oil', 'molasses', 'leavening ', 'baking soda and/or calcium phosphate', 'salt,']",[],3,11.3 g,en quantité modérée,3.23 g,en quantité modérée,25.8 g,en quantité élevée,1.37 g,en quantité modérée,?,,419,-12%,1753 kj(419 kcal),-12%,"11,29",-46%,"3,23",-68%,"77,42",+21%,"25,81",-13%,"6,45",-1%,"1,37",+133%,"0,548",+133%,16,-19%,D,-19%,C,['Gluten'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['E500ii - Carbonate acide de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",,,,NABISCO,
1920,Salade lentilles-sauciesses,3266110601484,,,,,"['Viande Française', 'Viande Porcine Française']",,,,['France'],[],[],,,,,,,,,,?,,147,,615 kj(147 kcal),,"8,1",,"1,2",,"9,6",,"1,1",,"6,8",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,,,,
1921,Canostrelli nature,3352770210200,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Cidre vergers Réginieens - Vergers Réginéens,3760054956216,,,['Vergers Réginéens'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,C,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,
1923,Bebeto Lovely Fruits PM 50P 80G,8690146658214,,,,,,,,,['France'],[],[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,0,,0,,83,,50,,"5,9",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,
1924,33027487674028,33027487674028,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1925,5201020521024,5201020521024,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Lean Bread Sunflower Seeds - Prozis,5600499522370,,,['Prozis'],,,,,,['France'],[],[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,10,,"1,9",,17,,"2,3",,17,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,
1927,Amys Red Spanish Rice & Bean Soup 416g 20% OFF!,0042272005994,,,,,,,,,['France'],[],[],,,,,,,,,,?,,67,,280 kj(67 kcal),,"1,2",,0,,12,,"1,4",,"2,4",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,
1928,thé glacé - fruima - 50cl,06291853,50 cl,['Bouteille'],['Fruima'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Glace vanille macadamia et amandes,3291330009802,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Tomates Cerises 250g - La Caña - 250g,8426325050001,250 g,,['La Caña'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']",,,,,"['France', 'Espagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,
1931,MANGO TANG en poudre à diluer,7622300292416,,,['Tang'],,,,,,['France'],[],[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,0,,0,,97,,96,,"0,1",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,
1932,Aper'OLive - 650g,3760081210404,650 g,,,,['Sans colorants'],,,,['France'],[],[],,,,,,,,,,?,,531,,2222 kj(531 kcal),,"30,5",,"12,9",,"53,5",,"12,6",,"10,6",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,
1933,Kas Fruit Piña (3X200 ML),8410409050568,,,,,,,,,['France'],[],[],,,,,,,,,,?,,28,,117 kj(28 kcal),,0,,0,,"6,8",,"6,6",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,
1934,Pruneau d Agen  mi cuit - 250g,3328400699103,250 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",['Sans conservateurs'],,,,['France'],[],[],,0.2 g,en faible quantité,0.1 g,en faible quantité,37.9 g,en quantité élevée,0.01 g,en faible quantité,?,,263,+9%,1100 kj(263 kcal),+9%,"0,2",-44%,"0,1",-12%,"62,3",+17%,"37,9",+4%,"2,4",+28%,"0,01",-28%,"0,004",-28%,5,+128%,C,+128%,E,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
1935,Chocolat bPrécieux Noir Framboises - Favarger,7610296201642,,,['Favarger'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Glace caramel,3760267540721,,,,,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants']",,,,['France'],[],[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,12,,"7,4",,30,,24,,"4,3",,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,
1937,Pain au chocolat pur beurre *5,0260205017719,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Vin rouge,3250391786909,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
1939,Cremêt d'Anjou sur son lit de confiture,3760237460141,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Yellow lions cherrytomatoes,8716003100051,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Chocolat coeur - Hema,8716618864041,,,['Hema'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Tomate Bio en grappe Catégorie 2,3760189520641,,,,,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Légumes couscous aux épices,3416957800933,,,,,,,,,['France'],[],[],,,,,,,,,,?,,25,,105 kj(25 kcal),,5,,0,,"2,9",,"2,2",,"1,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
1944,8410199003904,8410199003904,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,"['France', 'Espagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,
1945,Salade de penne,3346650213610,,,,,"['Viande Française', 'Viande Porcine Française']",,,,['France'],[],[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,17,,"2,3",,16,,"0,8",,"6,5",,"0,97",,"0,388",,,,,,,,,,,,,,,,,,,,,
1946,Postre de manzana asada con kiwi - Bouquet - 2x 150g,8436544802169,2 x 150 g,['Plástico'],['Bouquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']","['Sans gluten', 'Sans sucre ajouté', 'Sans colorants', 'Sans lactose']",['España'],,['Eroski'],"['France', 'Espagne']","['100% Fruta ', 'manzana 66%', 'kiwi 34%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité modérée,,,?,,54.5,-16%,228 kj(54 kcal),-16%,"0,3",-9%,0,-100%,11,-23%,"9,4",-28%,"0,8",+112%,,,,,,,,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,http://www.ysibouquet.com,,,,
1947,Algues Mélangés Mr.Wakame,4902820112436,,,,,,,,,['France'],[],[],,,,,,,,,,?,,20,,84 kj(20 kcal),,3,,1,,10,,2,,10,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1948,Gâteau Basque pruneaux Maïtextu - 500g,3345230000121,500 g,,,['Gateau basque'],['Fabriqué en France'],,,,['France'],[],[],,11.7 g,en quantité modérée,6.25 g,en quantité élevée,33.9 g,en quantité élevée,0.22 g,en faible quantité,?,,316,,1322 kj(316 kcal),,"11,72",,"6,25",,"47,56",,"33,87",,"4,69",,"0,22",,"0,088",,16,,D,,,,,,,,,,,,,,,,,
1949,Viva la Mamma,8000787004781,,,,,,,,,['France'],[],[],,,,,,,,,,?,,282,,1180 kj(282 kcal),,17,,2,,24,,"1,5",,"7,3",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,
1950,Pasteis de Natas,,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",,,,,['France'],[],[],,10 g,en quantité modérée,5.5 g,en quantité élevée,21 g,en quantité élevée,0.28 g,en faible quantité,?,,259,-5%,1084 kj(259 kcal),-6%,10,-11%,"5,5",-4%,38,+2%,21,+0%,"3,9",-5%,"0,28",-38%,"0,112",-38%,13,-5%,D,-5%,,,,,,,,,,,,,,,,
1951,La belle Aude tiramisu - 500ml,3760015741462,500 ml,,['La Belle Aude'],,['en:gluten-free'],,,,['France'],[],[],,,,,,,,,,?,,220,,920 kj(220 kcal),,"11,8",,"8,1",,24,,"19,1",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1952,Mincifine zones rebelles,3700211132749,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1953,8010471006090,8010471006090,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Pâte de campagne - Le Domaine de Crauloup,3760098670154,,"['Bocal', 'Verre']",['Le Domaine de Crauloup'],,,,"['FR 87.051.002 CE', 'Croisille-sur-Briance (Haute-Vienne, France)']",,['France'],[],[],,,,,,,,,,?,,365,,1527 kj(365 kcal),,"33,7",,"10,2",,"1,3",,"0,2",,"14,2",,"2,21",,"0,884",,,,,,,,,,,,,,,,,,,,,
1955,Les petits épis au blé complet,7622210644404,,,,,"['Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,,,,,,,,,?,,448,,1874 kj(448 kcal),,14,,"2,8",,69,,28,,"8,1",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,
1956,Compal Kids,5601151980170,,,['Compal'],,,,,,['France'],[],[],,,,,,,,,,?,,58,,243 kj(58 kcal),,"0,5",,"0,1",,"13,5",,"11,3",,"0,6",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1957,Cape Herb And Spice Company Organic: Rainbow Peppercorns,6006507000684,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Melon jaune canari -,8431418002584,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Melons']",,,,,['France'],['Melon jaune'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,
1959,Lion creme glacee - Nestlé,5900130031408,,,['Nestlé'],,,,,,['France'],[],[],,,,,,,,,,?,,307,,1284 kj(307 kcal),,14,,"9,2",,41,,26,,"3,3",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,
1960,PATÉ GASCON À L'ARMAGNAC - Mercadier,3321950028119,,,['Mercadier'],,,,,,['France'],[],[],,,,,,,,,,?,,267,,1117 kj(267 kcal),,22,,"8,5",,"0,8",,"0,6",,15,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,
1961,Dark chocolate spread - Brinkers - 270g,8710573682641,270 g,,['Brinkers'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,,,,['France'],[],[],,39 g,en quantité élevée,8.7 g,en quantité élevée,35 g,en quantité élevée,0.01 g,en faible quantité,?,,556,+2%,2326 kj(556 kcal),+2%,39,+14%,"8,7",+11%,38,-25%,35,-25%,"6,2",-6%,"0,01",-91%,"0,004",-91%,21,+2%,E,+2%,,,,,,,,,,,,,,,,
1962,The Raw Chocolate Organic Chocolate Mulberries,5060135240721,,,,,"['Végétarien', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,461,,1929 kj(461 kcal),,"24,5",,"15,2",,"53,6",,"30,4",,"6,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,
1963,Shakissimo cappuccino - Nescafé,3023290033081,,,['Nescafé'],,,,,,['France'],[],[],,,,,,,,,,?,,92,,385 kj(92 kcal),,"3,3",,"2,2",,"11,3",,"11,1",,"3,9",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
1964,Le yaourt de chèvre bio - La Lémance,3701052300007,,,['La Lémance'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de chèvre']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,4.5 g,en quantité modérée,3 g,en quantité modérée,3.5 g,en faible quantité,0.09 g,en faible quantité,?,,73,-18%,305 kj(73 kcal),-19%,"4,5",+7%,3,+5%,"3,5",-57%,"3,5",-52%,"4,5",+11%,"0,09",-5%,"0,036",-5%,0,-100%,B,-100%,B,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,['France'],,,,,,
1965,Pain au seigle 300 g,2030500304436,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,,
1966,130g,8033945807856,130 g,,,,,,,,['France'],"['artichauts 46%', ""huile d'olive"", 'olives vertes 17%', 'sel marin', ""régulateurs d'acidité: acide citrique et acide lactiquě"", ' Il peut contenir des noyaux ou des pièces de noyaux']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,
1967,Chips - Denner - 2x 100g,4000522002021,2 x 100 g,,['Denner'],,"['en:gluten-free', 'Sans colorants']",,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1968,Œufs moyens datés du jour du ponte - Lustucru,3760150111298,,,['Lustucru'],,,,,,['France'],[],[],,,,,,,,,,?,,145,,607 kj(145 kcal),,10,,"2,7",,"0,7",,"0,7",,12,,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,
1969,Burger Stesk - Denner - 4x 110g,7610029190045,4 x 110 g,['07 o'],['Denner'],,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1970,Royal soda zéro calories,3292090235425,,,,,,,,,['France'],[],[],,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1971,Aspall Organic Cyder Vinegar 350ML - Tesco,5012845032608,,['glass-bottle'],['Tesco'],,,,,,['France'],[],[],,,,,,,,,,?,,81,,339 kj(81 kcal),,0,,0,,"0,7",,"0,4",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1972,Fraise,3539673700001,,,,,,,,,['France'],[],[],,,,,,,,,,?,,262,,1096 kj(262 kcal),,0,,0,,64,,60,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1973,Pur Jus de Pomme-Fraise,3539671117016,,,,,,,,,['France'],[],[],,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,10,,"9,5",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,
1974,Beignet choco-noisette,2030000022656,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,['France'],[],[],,16.4 g,en quantité modérée,3.36 g,en quantité modérée,22.8 g,en quantité élevée,0.45 g,en quantité modérée,?,,385,-11%,1611 kj(385 kcal),-11%,"16,35",-37%,"3,36",-73%,"50,58",+19%,"22,84",+45%,"6,69",+3%,"0,45",-57%,"0,18",-57%,13,-40%,D,-40%,D,,77.1%,13.7%,3.6%,3.5%,1.9%,0.0%,52,,,,,,,
1975,Allinson Signature Seeded Bread 650G,5010092736812,,,,,,,['FSC-C105659'],,['France'],[],[],,,,,,,,,,?,,268,,1121 kj(268 kcal),,9,,"1,3",,"29,3",,"2,5",,"13,2",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,
1976,Pur jus d'orange fraîchement pressé à la fraise - Monoprix Gourmet,3350033673588,,,['Monoprix Gourmet'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,['Monoprix'],['France'],[],[],,0.1 g,en faible quantité,0.1 g,en faible quantité,7.7 g,en quantité élevée,0.04 g,en faible quantité,?,,39,-9%,163 kj(39 kcal),-10%,"0,1",-43%,"0,1",+289%,8,-18%,"7,7",-16%,"0,8",+27%,"0,04",+350%,"0,016",+350%,2,-33%,C,-33%,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1977,Pastis de marseille,3394210003751,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
1978,Baguette compagne,3760140694855,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Crunch apero -,3770008206533,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans conservateurs', 'en:palm-oil-free']",,,,['France'],"['flocons céréales 5 ', 'blé,orge,avoine,seigle,riz', "",huile de tournesol,sirops d'agave,farine de blé,sésame complet grillé,eau,graines de tournesol,sel de Guérande,graines de courge,poivre noir 0,6%""]",['Sans huile de palme'],3,18.7 g,en quantité modérée,2.5 g,en quantité modérée,9.7 g,en quantité modérée,0.9 g,en quantité modérée,?,,424,-9%,1774 kj(424 kcal),-9%,"18,7",-6%,"2,5",-54%,50,-16%,"9,7",+147%,"9,7",-2%,"0,9",-55%,"0,36",-55%,12,-22%,D,-22%,B,"['Gluten', 'Avoine']",60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,
1980,Steak Haché Charal BIO - 2x 120g,,2 x 120 g,,['Charal'],,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,129,,540 kj(129 kcal),,5,,"2,3",,"0,43",,"0,3",,21,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,
1981,Olive sauce pistou,2609867015417,,,,,,,,,['France'],[],[],,,,,,,,,,?,,220,,920 kj(220 kcal),,22,,"2,8",,"4,4",,"0,5",,"1,5",,"3,44",,"1,376",,,,,,,,,,,,,,,,,,,,,
1982,8413901613040,8413901613040,,,,,,,,,['France'],[],[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,0,,0,,98,,72,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1983,Crème fraiche au lait de brebis - Le Petit Basque - 200g,13675097,200 g,['Pot'],['Le Petit Basque'],"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",['Lait Français'],['France'],"['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]","[""Magasin d'usine""]",['France'],"['Crème pasteurisée de brebis ', 'origine: France ferments lactiques ', 'dont lait', ' Les informations en gras sont destinées aux personnes A conserver entre O°C et +6C', ' Se conserve pendant 3 jour apis allergiques ou intoleérantes ouverture']",[],,30 g,en quantité élevée,20.5 g,en quantité élevée,2.4 g,en faible quantité,0.1 g,en faible quantité,?,,295,+1%,1234 kj(295 kcal),+3%,30,+1%,"20,5",+3%,"2,4",-27%,"2,4",-16%,"3,9",+65%,"0,1",+18%,"0,04",+18%,13,0%,D,0%,C,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Lait sud ouest'],,,,,,
