,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,additives,allergens,labels,manufacturing,ingredients_origins,generic_name,origin_detail,producer_info,palm_ingredients,link
1836,Pointes d'asperges blanches - Gustadéa - 180g (110g égoutté),3580282205203,C,['Gustadéa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges blanches en conserve', ""Pointes d'asperges blanches""]",['Grand Frais'],['France'],"['Asperges blanches', 'eau', 'sel', ""régulateur d'acidité : acide citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,83,+24%,?,,83 kj(20 kcal),+17%,"0,5",+119%,"0,2",+368%,"1,6",-14%,1,-24%,"1,7",+26%,1,+23%,"0,4",+23%,-2,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,180 g (110 g égoutté),"['Bocal', 'Verre']",,['E330 - Acide citrique'],,,,,Pointes d'asperges blanches en saumure,,,,
1837,Asperges blanches croquantes -,3580282205227,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,7.7 g,en quantité modérée,1.2 g,en quantité modérée,?,,61,+221%,255 kj(61 kcal),+231%,0,-100%,0,-100%,13,+567%,"7,7",+558%,"1,3",-12%,"1,2",+52%,"0,48",+52%,1,,B,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,,,,,,
1838,Haricots Verts Extra Fins - Gustadéa,3580282211051,,['Gustadéa'],,,['France'],[],[],,,,,,,,,,?,,23,,96 kj(23 kcal),,"0,1",,"0,03",,"2,7",,"0,9",,"1,3",,"0,7",,"0,28",,,,,,,,,,,,,,"['Bocal', 'Verre']",,,,,,,,,,,
1839,Poivrons grillés à l'huile - les saveurs de Savino - 330g,3580282227038,A,['les saveurs de Savino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Légumes préparés', 'Poivrons', 'Poivrons en conserve', 'Poivrons grillés']",['Grand Frais'],['France'],"['Poivrons grillés 61%', 'huile de tournesol', 'vinaigre de vin', 'sucre', 'sel', 'persil', 'ail', 'arômes naturels', ""correcteur d'acidité : acide citrique"", 'antioxygène : acide L-ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,330 g,"['Verre 191g', 'Couvercle Alu 12g']",,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,['Italie'],,Poivrons grillés à l'huile de tournesol,,,,
1840,Courgettes grillees - Savino,3580282227526,,['Savino'],,,['France'],[],[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"2,1",,"0,2",,"2,2",,"1,5",,"1,4",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
1841,Champignons pieds et morceaux - Gustadea,3580282260158,,['Gustadea'],,,['France'],[],[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,4",,"0,1",,"0,2",,"0,1",,"2,1",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,
1842,Champignons entiers 1er Choix - Gustadéa - 400g,3580282260271,A,['Gustadéa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",['Grand Frais'],['France'],"['champignons', 'eau', 'sel', 'acide citrique', 'acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.4 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.62 g,en quantité modérée,76,-4%,?,,76 kj(18 kcal),-14%,"0,4",+19%,"< 0,1",+47%,"0,2",-76%,"0,1",-68%,"2,1",-7%,"0,62",-4%,"0,248",-4%,-4,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,400 g,"['Conserve', 'Acier recyclable']",,['E330 - Acide citrique'],,,,['Pays-Bas'],,,,,
1843,Champignons emincés 1er choix - Gustadea - 230g,3580282260387,A,['Gustadea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve', 'Champignons de Paris émincés en conserve']",,['France'],"['champignons', 'eau', 'sel', 'Ingredients acidifiant : acide citrique', ' antioxydant : acide ascorbique']",[],3,0.4 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.62 g,en quantité modérée,76,-4%,18,-10%,76 kj(18 kcal),-7%,"0,4",+37%,"< 0,1",+87%,"0,2",-75%,"0,1",-71%,"2,1",-8%,"0,62",+1%,"0,248",+1%,-4,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,230 g,['Conserve'],,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,,
1844,Girolles - Gustadéa,3580282260530,,['Gustadéa'],,,['France'],[],[],,,,,,,,,,?,,11,,46 kj(11 kcal),,"0,08",,"0,02",,"1,4",,"0,1",,"1,1",,"0,9",,"0,36",,,,,,,,,,,,,,['Girolles'],,,,,,,,,,,
1845,Melange forestier - Gustadéa,3580282260554,,['Gustadéa'],,,['France'],"['nameko 40% ', 'Pholiota nameko', 'chanterelles 30%* ', 'Cantharellus cibarius', 'cèpes en morceaux 30% ', 'Boletus edulis', 'eau', 'acidifiant : acide citrique', ' A consommer de préférence avant numéro de lot : voir sur le bocal', ""A conserver à l'abri de la chaleur pt de Ihumidité"", ' Après ouverture', 'a conserver au réfrigérateur dan 5 la saumure 2 jours maximum ?']",[],,,,,,,,,,?,,10,,42 kj(10 kcal),,"0,07",,"0,02",,1,,"0,2",,"1,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,,
1846,Veloute de carotte - Gustadea - 74cl,3580282265184,A,['Gustadea'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de carottes']",['Grand Frais'],['France'],"['eau', 'légumes 44% ', 'carotte 35%', 'pomme de terre', 'jus de tomate reconstitué', 'oignon', 'crème 3,8%', 'beurre', 'sel', 'amidon transformé de maïs', 'arômes', 'Traces possibles de céleri', 'de crustacé', 'de poisson', 'de mollusque', 'de moutarde', 'de gluten', 'daœuf', ' de soja et de fruits à coque']",['Non végétalien'],4,3 g,en quantité modérée,2.6 g,en quantité modérée,2.1 g,en faible quantité,0.72 g,en quantité modérée,?,,47,+27%,197 kj(47 kcal),+19%,3,+75%,"2,6",+173%,4,-7%,"2,1",+15%,"0,6",-12%,"0,72",+19%,"0,288",+19%,4,+100%,C,+100%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,74 cl,"['Bouteille', 'Verre']",,['E14XX - Amidons modifiés'],['Lait'],['Point Vert'],['France'],,Veloute de carotte,,,,
1847,Légumes et Fromage - Grand Frais,3580282265207,,['Grand Frais'],,,['France'],[],[],,,,,,,,,,?,,41,,172 kj(41 kcal),,?,,"2,1",,?,,"0,8",,"0,6",,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,
1848,Maïs croquant en grains,3580282280057,,,,,['France'],[],[],,,,,,,,,,?,,69,,289 kj(69 kcal),,"1,2",,"0,3",,10,,7,,"2,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1849,Chair de crabe,3580282340041,,,,,['France'],[],[],,,,,,,,,,?,,59,,247 kj(59 kcal),,"0,5",,"0,3",,"1,6",,"1,2",,12,,"1,38",,"0,552",,,,,,,,,,,,,,,,,,,,,,,,,
1850,Cocktail De Fruits Exotiques - CHAO ´AN,3580282805311,,['CHAO ´AN'],,,['France'],[],[],,,,,,,,,,?,,98,,410 kj(98 kcal),,?,,0,,?,,23,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1851,Préparation pour Chips de Crevettes - Chao'An,3580282816553,C,"[""Chao'An""]","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",,['France'],[],[],,0.1 g,en faible quantité,0 g,en faible quantité,4.7 g,en faible quantité,3.91 g,en quantité élevée,?,,345,-31%,1443 kj(345 kcal),-31%,"0,1",-100%,0,-100%,"85,5",+33%,"4,7",-39%,"0,6",-64%,"3,91",+97%,"1,564",+97%,15,-9%,D,-9%,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,,,,,,,,,,,,,
1852,Soupé chinoise - Chao An,3580282816706,,['Chao An'],"['Plats préparés', 'Soupes']",,['France'],"['eau', 'légumes IP b % ', 'oignon', 'carotte', 'poireau', 'céleri', 'poiuron', 'champignons noirs 5% ', 'Hirneola Ruriculajudae s', 'l', 'uermicel!es cuits ?', '8% ', 'semoule de blé dur', 'poudre de blanc d œuf', 'amidon transformé de maïs,jus de citron', 'ail', 'sel', 'sucre', 'eHhausteur de goût : glutamate monosodique', 'citronnelle en poudre', 'graisse de poule', 'épaississant : gomme Hanthane', 'arômes', 'piment Traces possibles de lait crustacés', 'poisson mollusques moutarde', 'soja et fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en faible quantité,0.92 g,en quantité modérée,?,,102,+79%,427 kj(102 kcal),+80%,"0,5",-74%,"0,1",-83%,"4,4",-23%,"1,4",-19%,"0,7",-68%,"0,92",+6%,"0,368",+6%,5,+205%,C,+205%,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Céleri'],,,,,,,,
1853,Kit burritos - Camarillo,3580282930228,,['Camarillo'],['Kit pour burritos'],,['France'],[],[],,4.4 g,en quantité modérée,1.2 g,en faible quantité,2.6 g,en faible quantité,3.8 g,en quantité élevée,?,,236,0%,987 kj(236 kcal),+2%,"4,4",+9%,"1,2",+59%,"39,5",-2%,"2,6",-34%,"7,2",+21%,"3,8",+49%,"1,52",+49%,13,+149%,D,+149%,,,,,,,,,,,,,,,,,,,,
1854,Aneth - Bedros,3580283040063,,['Bedros'],,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Estragon - BĒDROS - 6g,3580283040162,B,['BĒDROS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Estragon']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,6 g,,,,,,,,,,,,
1856,Piment des oiseaux - Bedros,3580283040292,,['Bedros'],,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Laurier - Bedros - 25g,3580283040445,A,['Bedros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Laurier', 'Laurier sec moulu']",['Grand Frais'],['France'],['Laurier 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,49.3%,0.0%,34.9%,9.3%,6.4%,0.0%,94,25 g,"['Bocal', 'Verre']",,,,['Point Vert'],,,Laurier,,,,
1858,Marjolaine - Bedros,3580283040476,B,['Bedros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Marjolaine']",,['France'],[],[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-98%,4 kj(1 kcal),-99%,1,-42%,1,+143%,1,-84%,1,-1%,1,-69%,1,+70%,"0,4",+70%,,,,,43.4%,0.0%,30.7%,8.2%,17.7%,0.0%,93,,,,,,,,,,,,,
1859,Pur jus clémentine  - AGIDRA - 1l,3580283112272,D,['AGIDRA'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de clémentine']",,['France'],[],[],,0.1 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0.03 g,en faible quantité,205,+3%,?,,205 kj(49 kcal),+4%,"0,1",-51%,0,-100%,11,+3%,"10,5",+2%,"0,8",+36%,"< 0,03",+492%,"0,012",+492%,4,-3%,C,-3%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 l,"['Bouteille', 'Plastique']",,,,,,,,,,,
1860,Feuilletés apéritifs au pavot,3580283213016,,,['Feuilletés apéritifs'],,['France'],[],[],,29 g,en quantité élevée,17 g,en quantité élevée,3.9 g,en faible quantité,2.5 g,en quantité élevée,?,,513,+53%,2146 kj(513 kcal),+53%,29,+39%,17,+68%,52,+75%,"3,9",+47%,10,+47%,"2,5",+74%,1,+74%,26,+55%,E,+55%,,,,,,,,,,,,,,,,,,,,
1861,Jus de pomme coing - Agidra - 1l,3580283510214,C,['Agidra'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",['Grand Frais'],['France'],"['Jus de pomme 90%', 'jus de coing 10%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,9.6 g,en quantité élevée,0.01 g,en faible quantité,?,,44,-4%,184 kj(44 kcal),-4%,0,-100%,0,-100%,10,-6%,"9,6",-1%,"0,4",+2%,"0,01",+1%,"0,004",+1%,4,+5%,C,+5%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 l,"['Bouteille', 'Verre']","['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,['Fabriqué en France'],['France'],,Jus de pomme coing,,,,
1862,Pur jus raisin de france - Agidra,3580283511327,,['Agidra'],['Boissons'],,['France'],"['dluva,Traubensaft Grapejuiceo nutritionnelles moyennes', 'valori nutrizionali medil Nàhnyerter average nutritional values energiat energie', 'energy kèresgrassest materie grasse', 'fettl fat gras saturés di cui acidi grassi saturi/ davon gesâttigtê of which saturates carboidratil kohlenhydrate', 'carbohydrates di cui zuccheri/ davon zucker', 'Of which sugar protelne', 'protelnent proteins']",[],,0.1 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.03 g,en faible quantité,?,,66,+18%,276 kj(66 kcal),+15%,"0,1",-71%,0,-100%,16,+42%,16,+69%,"0,2",-60%,"0,03",-28%,"0,012",-28%,20,+161%,E,+161%,,,,,,,,,,,,,,,,,,,,
1863,Cosmopolitan - 1L e,3580283511396,C,['Cosmopolitan'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']",,['France'],"['Eau', 'jus de cranberry à base de concentré ', '23 %', 'sucre', 'jus de citron vert à base de concentré ', '4 %', ""jus d'aronia à base de concentré"", 'acidifiant : acide citrique', 'arômes']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0 g,en faible quantité,?,,50,-41%,209 kj(50 kcal),-44%,0,-100%,0,-100%,"12,5",-37%,"12,5",-32%,0,-100%,0,-100%,0,-100%,16,+34%,E,+34%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,1 L e,"['Boisson', 'Verre', 'métal']",,['E330 - Acide citrique'],,,,,,,,,
1864,Pur jus de grenade bio - Agidra,3580283512348,C,['Agidra'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de grenade']",,['France'],[],[],,0.3 g,en faible quantité,0.1 g,en faible quantité,12.7 g,en quantité élevée,0 g,en faible quantité,?,,57,+2%,238 kj(57 kcal),+1%,"0,3",+57%,"0,1",+255%,"13,1",-2%,"12,7",+3%,"0,5",+22%,0,-100%,0,-100%,7,+1%,D,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1865,Dessert de pomme poire,3580284211097,,,,,['France'],[],[],,,,,,,,,,?,,76,,318 kj(76 kcal),,0,,0,,17,,17,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Dessert de pomme abricot,3580284211103,,,,,['France'],[],[],,,,,,,,,,?,,77,,322 kj(77 kcal),,"0,5",,0,,18,,17,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Morilles séchées - GUSTADEA - 30g,3580284215064,,['GUSTADEA'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Aliments à base de plantes séchées', 'Champignons séchés']",,['France'],"['morilles séchées ', 'Morchellê conica ou esculenta', "" Champignons d'importation"", 'conditionnés en France']",[],,6 g,en quantité modérée,1 g,en faible quantité,6 g,en quantité modérée,0.2 g,en faible quantité,?,,402,+44%,1682 kj(402 kcal),+45%,6,+103%,1,+136%,46,+60%,6,+15%,27,+17%,"0,2",+123%,"0,08",+123%,-4,,A,,,,,,,,,30 g,,,,,['Conditionné en France'],,,,,,,
1868,Morilles speciales - Gustadéa,3580284215095,,['Gustadéa'],,,['France'],[],[],,,,,,,,,,?,,285,,1192 kj(285 kcal),,3,,"0,5",,20,,2,,31,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1869,Brandade de morue de Nîmes - Agidra - 170g,3580284550295,E,['Agidra'],"['Produits à tartiner', 'Plats préparés', 'Produits à tartiner salés', 'Plats préparés au poisson', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",['Grand-Frais'],['France'],"['Huile de colza', 'morue ', '32%', 'eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,47 g,en quantité élevée,4 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,1873,+141%,?,,1873 kj(448 kcal),+103%,47,+183%,4,+90%,"1,5",-81%,"< 0,1",-86%,"5,7",-16%,1,+15%,"0,4",+15%,11,+159%,D,+159%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,170 g,"['Frais', 'Plastique', 'Verre']","['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Poisson', 'Lait']",['Point Vert'],,,,,,,
1870,Vermincelles de konjac - Chao’An,3580288616317,,['Chao’An'],,,['France'],"['VermiCelles de konjac En Saumure eau', 'farine de konjac 3', '4% gélifiant : E526']",[],,,,,,,,,,?,,8,,33 kj(8 kcal),,0,,0,,"1,6",,0,,0,,"0,13",,"0,052",,,,,,,,,,,,,,,,['E526 - Hydroxyde de calcium'],,,,,,,,,
1871,RILLETTES Pur canard - Alban Laban,3580480000259,D,['Alban Laban'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,['France'],"['Maigre et Gras de Canard de la ferme Alban Laban', 'Sel', 'Poivre']",[],3,47.5 g,en quantité élevée,16.5 g,en quantité élevée,0.3 g,en faible quantité,1.5 g,en quantité modérée,?,,457,+14%,1912 kj(457 kcal),+14%,"47,5",+29%,"16,5",+32%,"1,2",+108%,"0,3",+20%,"23,4",+44%,"1,5",+9%,"0,6",+9%,21,+9%,E,+9%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,"['Bocal', 'Verre']",,,,,,,,,,,
1872,Lait de coco - Chao An,3580480353201,B,['Chao An'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,['France'],"['extrait de noix de coco 71%', 'eau', 'stabilisants E412', 'E435', 'E466', 'E415', 'conservateur : disulfite de sodium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,19 g,en quantité élevée,14.3 g,en quantité élevée,2.4 g,en faible quantité,0.05 g,en faible quantité,?,,189,+20%,791 kj(189 kcal),+21%,19,+22%,"14,3",+5%,"2,6",-6%,"2,4",+43%,"1,7",+34%,"0,05",-32%,"0,02",-32%,10,+5%,C,+5%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,"['Conserve', 'Boîte', 'Métal']",,"['E412 - Gomme de guar', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],,,,Lait de coco,,,,
1873,3580800096306,3580800096306,,,,['Magasins U'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Bretzels gratinés emmental et lardons - Poulaillon,3581081100805,,['Poulaillon'],,,['France'],"['engrédients : Pain 73% ', 'farine de BLE', 'eau', 'huile de colza', 'levure', 'sel iodé', 'émulsifiant : Ed72e', ""correcteur d'aciditié : E524"", 'agents de traitement de la farine E300', ' EMMENTAL 14% lardons 13% ', 'poitrine de porc ', 'origine UE', 'sel', 'sucre', 'dextrose', 'acidifiant E330s arômes', 'conservateurs : E301', 'E250 et E252', 'Peut contenir des traces de soja', 'sésame', 'fruits à coaue', 'œuf']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,318,,1331 kj(318 kcal),,"14,1",,"6,7",,"31,7",,"2,2",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,,"['E524 - Hydroxyde de sodium', 'E300 - Acide ascorbique', 'E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,,,,,,
1875,Bretzel - Poulaillon,3581081103004,,['Poulaillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",,['France'],[],[],,5.4 g,en quantité modérée,0.5 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,?,,310,-3%,1297 kj(310 kcal),-3%,"5,4",-21%,"0,5",-48%,"35,2",-34%,2,-47%,"6,2",-28%,"1,1",-39%,"0,44",-39%,4,-55%,C,-55%,,,,,,,,,,,,,,,,,,,,
1876,Lot de 5 - Poulaillon,3581081103202,,['Poulaillon'],,,['France'],"['Lot de 5 bretzels !ngrédients Farine de BLE', 'eau', 'huile de colza', 'levure', 'sel iodé', 'émulsifiant : E472e', ""correcteur d'aciditié : E524"", 'agents de traitement de {a farine : E300', 'décor pour bretzel 1% ', 'farine de riz', 'sel', 'graisses végétaies ', 'noix']","[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,310,,1297 kj(310 kcal),,"5,4",,"0,7",,"54,2",,3,,"9,5",,"1,7",,"0,68",,,,,,,,,,,,,,,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E524 - Hydroxyde de sodium', 'E300 - Acide ascorbique']","['Gluten', 'Fruits à coque']",,,,,,,,
1877,2 bretzels gratiné emmental lardon,3581081126201,,,,,['France'],[],[],,,,,,,,,,?,,318,,1331 kj(318 kcal),,"14,1",,"6,7",,"31,7",,"2,2",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
1878,Moricettes,3581082102303,,,,,['France'],[],[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,"6,5",,"0,52",,"47,5",,"4,7",,"8,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1879,Corbeille de 10 Moricettes - Poulaillon - 650g,3581082110605,,['Poulaillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",['Poulaillon'],['France'],[],[],,6.5 g,en quantité modérée,0.52 g,en faible quantité,4.7 g,en faible quantité,1.1 g,en quantité modérée,?,,289,-9%,1209 kj(289 kcal),-10%,"6,5",-5%,"0,52",-46%,"47,5",-11%,"4,7",+25%,"8,5",-2%,"1,1",-39%,"0,44",-39%,3,-66%,C,-66%,,,,,,,,650 g,"['Sachet', 'Plastique']",,,,['Blé français'],['France'],['France'],10 Pains en Pâte à Bretzel,,,,
1880,Mini moricettes - Poulaillon,3581082212507,,['Poulaillon'],,,['France'],[],[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,"7,7",,"0,62",,"49,2",,"4,4",,"8,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
