,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,manufacturing,traceability_code,generic_name,ingredients_origins,link,markets,palm_ingredients,brand_owner
1889,Dessert glacé,6111254874058,,,,['France'],[],,,[],,,,,,,,,,?,,77,,322 kj(77 kcal),,3,,3,,12,,12,,1,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1890,Pâte à tartiner aux noisettes,6111254874997,D,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['France'],[],,,[],,29.7 g,en quantité élevée,6.4 g,en quantité élevée,61 g,en quantité élevée,0.13 g,en faible quantité,?,,544,-1%,2276 kj(544 kcal),-1%,"29,7",-13%,"6,4",-16%,64,+26%,61,+31%,"3,8",-45%,"0,13",+25%,"0,052",+25%,22,+7%,E,+7%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,,
1891,Crousti Chips,6111254980537,,,,['France'],[],,,[],,,,,,,,,,?,,555,,2322 kj(555 kcal),,38,,"4,2",,44,,"2,8",,6,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,
1892,Pipas,6111254980544,,,,['France'],[],,,[],,,,,,,,,,?,,580,,2427 kj(580 kcal),,"5,6",,5,,"5,6",,3,,19,,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,,
1893,Sardines à la sauce tomate -,6111255040100,D,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", 'Sardines à la tomate']",['France'],[],,,[],,10.5 g,en quantité modérée,3 g,en quantité modérée,0.9 g,en faible quantité,0.6 g,en quantité modérée,?,,175,-5%,732 kj(175 kcal),-5%,"10,5",-12%,3,-2%,"1,2",-27%,"0,9",-4%,19,+10%,"0,6",-36%,"0,24",-36%,1,-71%,B,-71%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,,,,,,,
1894,Mélange au cumin - Sukar Mela,6111255190041,,['Sukar Mela'],,['France'],['Cumin coriandre paprika ail'],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1895,15ST The Breakfast Elixir Tcha,6111255360321,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Thé vert Cranberry (15) - Tchaba,6111255360550,,['Tchaba'],['Boissons'],['France'],"['Thé vert 83', '4%', 'fruits du rosiers 5%', 'baies de goji 5%', 'arôme naturel 2,6%', 'canneberge 2%', 'groseilles rouges 1%', 'fraises 1%', ' Ideal blend of green tea', ' red fruits and cranberry', 'for a sweet and tart taste', ' Ingredients : Green tea 83', '4%', 'rose tree fruits 556', 'goji berries 5%', 'natural flavour 2', '6%', 'cranberries 2%', 'red currants 1% and strawberries 1%']",,,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,5,-91%,21 kj(5 kcal),-91%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,,
1897,15 The Fruit Passion Tchaba,6111255360611,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1898,15 The Noir Petales De Rose - Tchaba,6111255360628,,['Tchaba'],['Boissons'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,
1899,Thé bleu vert (Oolong) Orée des bois - Tchaba,6111255360642,,['Tchaba'],['Boissons'],['France'],"['Thé Oolong 95', '8%', 'thé vert 3', '2%', 'groseilles rouges This fruity and classic blend of green tea and red is perfect With your desserts', ' currants Enjoy it as a stunning iced tea in summertime! Ingredients : Oolong tea 95', '8%', 'green tea 3', '2% and red currants']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,
1900,15 Infusion Body &soul Tchaba,6111255360680,,['Tchaba'],"['Boissons', 'Boissons édulcorées']",['France'],"['Echinacea 64%', 'menthe 20%', 'racine de réglisse fleurs de sureau 3%', 'cardamome 3%', 'grenade écorces de citron']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,4,-73%,17 kj(4 kcal),-71%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-77%,B,-77%,,,,,,,,,,,,,,,,,,
1901,Ptit pecheur,6111255392032,,,,['France'],[],,,[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,"43,5",,5,,"0,2",,"0,1",,18,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1902,Mr. Frost - FORTUNE MAROC - 1,6111255770243,,['FORTUNE MAROC'],,['France'],[],,,[],,,,,,,,,,?,,71,,297 kj(71 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,1,,,,,,,,,
1903,Zouitina,6111258911070,D,['Zouitina'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",['France'],['100% huile d’olive'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,897,+5%,3753 kj(897 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1904,Mélisse vinaigre organique,6111259310759,,,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,1",,"0,001",,"0,79",,"0,1",,"0,3",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,
1905,Eyoo,6111259340299,,,,['France'],[],,,[],,,,,,,,,,?,,493,,2063 kj(493 kcal),,"20,98",,"8,9",,"70,53",,48,,"5,53",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,
1906,Dattes,6111259855137,,,,['France'],[],,,[],,,,,,,,,,?,,200,,837 kj(200 kcal),,10,,2,,57,,23,,2,,25,,10,,,,,,,,,,,,,,,,,,,,,,,
1907,Thomate cerise,6111259870062,,,,['France'],[],,,[],,,,,,,,,,?,,5,,21 kj(5 kcal),,"0,7",,"0,1",,1,,"0,5",,10,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,
1908,Tomate cerise allongée  - Étoile du sud - 500g,6111259870093,,['Étoile du sud'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500g,,,,,,,,,
1909,Amlou,6111260490471,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,BENKRIM,6111260930373,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Moroccan ice tea - Kaya Tea,6111261020011,C,['Kaya Tea'],"['Boissons', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés']",['France'],"['Eau', 'sucre', 'extrait de thé vert 1,2 g/l', 'arôme naturel de menthe', 'acidifiant: acide citrique', 'antioxydant acide ascorbique', 'édulcorant naturel: extrait de stévia']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en quantité modérée,0.01 g,en faible quantité,?,,17,-15%,71 kj(17 kcal),-16%,"0,5",+395%,"0,1",+308%,"4,2",-11%,"4,1",-8%,"0,5",+331%,"0,01",-60%,"0,004",-60%,6,-10%,D,-10%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,
1912,ice tea nectarine - Kaya Tea,6111261020028,,['Kaya Tea'],"['Boissons', 'Boissons édulcorées']",['France'],"['Ingrédients Eau', 'sucre', 'eXtrait de thé vert 1,2 g/l ', ' arôme naturel de nectarine ', 'acidifiant: acide citrique ', 'antioxydant: acide ascorbique', 'édulcorant naturel: extrait de stévia']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en quantité modérée,0.01 g,en faible quantité,?,,17,+13%,71 kj(17 kcal),+20%,"0,5",+517%,"0,1",+288%,"4,2",+56%,"4,1",+75%,"0,5",+294%,"0,01",-71%,"0,004",-71%,6,+39%,D,+39%,,,,,,,,,,,,,,,,,,
1913,Cherry tea - Kaya Tea,6111261020042,,"['Kaya Tea', 'Kaya Tez']","['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'sucre', 'extrait de thé 0,1 g vert 1,2 arôme naturel de cerise', '_ acidifiant acide citrique', ""Verfrlssenddranklemetgroenethee-extlactennatuurlllke 05 g aroma's vankérs - 05 g 0,01 g natuurlijkeioetstof""]",,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en quantité modérée,0.01 g,en faible quantité,?,,17,-80%,71 kj(17 kcal),-81%,"0,5",+33%,"0,1",-40%,"4,2",-79%,"4,1",-78%,"0,5",-7%,"0,01",-73%,"0,004",-73%,6,-50%,D,-50%,,,,,,,,,,,,,,,,,,
1914,Moroccan ice tea,6111261020219,,,,['France'],[],,,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,"0,5",,"0,1",,"4,2",,"4,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1915,Maroccan Ice Tea,6111261020233,,,,['France'],[],,,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,1",,"4,2",,"4,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1916,Moroccan ice tea,6111261020240,,,,['France'],[],,,[],,,,,,,,,,?,,17,,71 kj(17 kcal),,"0,5",,"0,1",,"4,2",,"4,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1917,Sardines Pilchards tomate - 425g,6117716000829,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,425 g,['Conserve'],,,,,,,,
1918,Brins de framboise,6119732036899,,,,['France'],[],,,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"2,3",,"1,8",,87,,47,,"4,1",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,
1919,Marrons entiers,61100886,,,,['France'],[],,,[],,,,,,,,,,?,,94,,393 kj(94 kcal),,"0,8",,"0,2",,"20,5",,"2,9",,"1,3",,"0,148",,"0,059",,,,,,,,,,,,,,,,,,,,,,,
1920,Sauce au fromage,61109964,,,,['France'],[],,,[],,,,,,,,,,?,,147,,615 kj(147 kcal),,"11,5",,4,,7,,"2,5",,"3,8",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,
1921,Filet de poulet rôti congelé - Sans marque - 1kg,61110120,D,['Sans marque'],"['Viandes', 'Surgelés', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",['France'],"['Filet de poulet 90 %', 'eau', 'conservateurs : lactate de potassium et acétate de sodium', 'stabilisants : diphosphates', 'arômes', 'dextrose', 'épaississant : carraghénanes']","['E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5.5 g,en quantité modérée,1.6 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,643,-9%,?,,643 kj(154 kcal),-8%,"5,5",-32%,"1,6",-29%,"0,8",+23%,"0,8",+129%,25,+12%,"1,3",+9%,"0,52",+9%,2,-57%,B,-57%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,1kg,"['Congelé', 'Sachet', 'Plastique']",,,"Filets de poulet traités en salaison, rôtis",['Union européenne'],,,,
1922,Orange mangue,61134539,,,,['France'],[],,,[],,,,,,,,,,?,,40,,167 kj(40 kcal),,"0,5",,"0,1",,"9,1",,"9,1",,"0,6",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1923,6 infusions Bio du soir - Nature & Découvertes,61151950,A,['Nature & Découvertes'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Boissons sans alcool']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,"['Boîte', 'Carton']",,,,,,['Nature & Découvertes'],,
1924,Miel de Mokarana - Nature & Découvertes - 190g,61153610,B,"['Nature & Découvertes', 'Chercheur de Miel']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],"['Miel de Mokarana ', '100%']",,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,190g,"['Pot', 'Bocal', 'Verre']",,,Miel de Mokarana,['Madagascar'],http://www.natureetdecouvertes.com/senteur-art-de-vivre/thes-et-saveurs-du-monde/epicerie/miel-de-mokarana-61153610,['Nature & découvertes'],,
1925,Miel de Carotte Sauvage de Sicile - Nature & Découvertes - 190g,61154620,A,"['Nature & Découvertes', 'Chercheur de Miel']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],"['Miel de carotte sauvage ', '100%']",,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Végétarien'],190g,"['Pot', 'Bocal', 'Verre']",,,Miel de Carotte,"['Italie', 'Sicile']",http://www.natureetdecouvertes.com/senteur-art-de-vivre/thes-et-saveurs-du-monde/epicerie/miel-de-carotte-sauvage-61154620,['Nature & Découvertes'],,
1926,chocolat gourmand Bio en poudre epice douces - terre doc haute Provence - 200g,61159820,,['terre doc haute Provence'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],200g,,,,,,,,,
1927,chocolat noir figues - Dolfin - 30g,61161120,,['Dolfin'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,
1928,Crousti’miel - Chabrior,61185388,,['Chabrior'],,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"1,5",,"0,3",,"78,7",,"31,5",,"9,3",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
1929,Jungle,61185418,,,,['France'],[],,,[],,,,,,,,,,?,,393,,1644 kj(393 kcal),,"4,8",,"1,3",,"77,1",,"33,5",,"7,6",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,
1930,Trésor - kellogg's - 400g,6126664308048,,"[""kellogg's""]",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,400g,,,,,,,,,
1931,6129741348814,6129741348814,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,61289109,61289109,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Jus junior - Rouiba,6130002002659,,['Rouiba'],,"['Algérie', 'France']","[""Eau,sucre,jus d'orange concentré"", 'jus de poire concentré', 'crème,lait écrémé en poudre,stabilisant: pectine', ""régulateur d'acidité: acide citrique"", 'jus de pêche concentré,arôme,jus de fruit de la passion concentré,concentré de carotte,colorant : bêtacarotène', 'vitamines ', 'C', 'E', 'A', ' Teneur en fruits : 12%']","['E440 - Pectines', 'E330 - Acide citrique']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,0,,12,,12,,"0,18",,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1934,Citronnade - Rouiba,6130002003588,,['Rouiba'],"['Boissons', 'Boissons avec sucre ajouté', 'Citronnades']","['Algérie', 'France']","['Eau', 'sucre', 'pulpe de citron', 'arôme naturel de citron', ' Teneur en fruit : 6% min']",,,[],4,0.1 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,?,,44,+38%,184 kj(44 kcal),+35%,"0,1",+31%,"0,1",+890%,11,+37%,11,+46%,"0,01",-92%,"0,01",+66%,"0,004",+66%,15,+49%,E,+49%,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1935,Dattes Deglet Nour d'Algérie -,6130076035058,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",['France'],[],,,[],,0.4 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,,,?,,282,-4%,1180 kj(282 kcal),-4%,"0,4",+25%,0,-100%,75,+12%,63,+9%,"2,5",+9%,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,['Algérie'],,,,
1936,"Soda saveur Pomme verte - Ifri - 1,25L",6130093011875,,['Ifri'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas à la pomme', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'sucre', 'arôme pomme verte', 'additifs alimentaires : CO2 agent de carbonatation', ""acide citrique régulateurs de l'acidité"", 'benzoate de sodium agent de conservation', 'colorants ', 'tartrazine et bleu patenté V']","['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E102 - Tartrazine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,[],4,0.02 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0.0127 g,en faible quantité,?,,59,+51%,247 kj(59 kcal),+58%,"0,02",-54%,0,-100%,"12,5",+36%,"12,5",+45%,"0,025",-44%,"0,013",-75%,"0,005",-75%,18,+62%,E,+62%,,,,,,,,,"1,25 L","['Bouteille', 'Plastique']",['Algérie'],,,,,['Carrefour'],,
1937,"Soda saveur Fraise - Ifri - 1,25L",6130093012971,,['Ifri'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté', 'Sodas à la fraise']",['France'],"['Eau', 'sucre', 'arôme fraise', 'additifs alimentaires : CO2 agent de carbonatation', 'benzoate de sodium agent de conservation', 'colorants ', 'ponceau 4R et azorubine']","['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E124 - Ponceau 4R', 'E122 - Azorubine carmoisine']",,"['Non végétalien', 'Non végétarien']",4,0.02 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0.0127 g,en faible quantité,?,,59,+90%,247 kj(59 kcal),+90%,"0,02",-64%,0,-100%,"12,5",+67%,"12,5",+69%,"0,025",-66%,"0,013",+23%,"0,005",+23%,18,+80%,E,+80%,,,,,,,,,"1,25 L","['Bouteille', 'Plastique']",['Algérie'],,,,,['Carrefour'],,
1938,Ifri Soda saveur fraise - 33cl,6130093055831,,"['Ifri Soda', 'ifri']","['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,33 cl,,,,,,,,,
1939,Ifruit jus de mangue - Ifri,6130093057477,,['Ifri'],"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",['France'],"['Eau', 'sucre', 'concentré de fruits ', 'concentré de purée de mangue et purée de mangue', ' min 0%', ""additifs alimentaires : acide citrique régulateur de l'acidité"", 'carboxyméthyle cellulose stabilisant', 'acid ascorbique antioxydant']",['E330 - Acide citrique'],,[],3,0.1 g,en faible quantité,0 g,en faible quantité,9.61 g,en quantité élevée,0 g,en faible quantité,?,,62,+41%,259 kj(62 kcal),+31%,"0,1",-70%,0,-100%,"12,5",+45%,"9,61",+42%,"0,2",-60%,0,-100%,0,-100%,16,+190%,E,+190%,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1940,Premium Soda Orange - Ifri,6130093059693,,['Ifri'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau ', '87', '34%', 'sucre ', '11', '49%', 'gaz propulseur:di0üde de carbone ', '0', '71%', 'acidifiant : acide citrique', ""arôme naturel d'orange et autres arômes naturels"", ""correcteur d'acidité : citrate trisodiqu?' ? acide ascorbique"", ""stabilisant : gomme arabique' a,ntioxydant ? : esters glycériques de résine de bois et octénylsucdnar d amidon sodique"", ""colorant : bêta-apo-8'-carotènal"", ' ', 'la couleur de ce produit peut évoluer dans le temps sans incidence']","['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', ""E160e - Apocaroténal 8'""]",,[],4,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.035 g,en faible quantité,?,,49,-42%,205 kj(49 kcal),-45%,0,-100%,0,-100%,12,-39%,12,-34%,0,-100%,"0,035",-6%,"0,014",-6%,15,+26%,E,+26%,,,,,,,,['Sans colorants'],,,,,,,,,,
1941,Limonade Citron - Ifri,6130093059747,,['Ifri'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau ', '86', '45%', 'sucre', 'P', '_ de carbone -', '0', '71%', 'citron et de citron verti correàeü antioxydant : acide ascorbique Informations nutritN moyennes pour Energe Graisses']",,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.02 g,en faible quantité,?,,53,-38%,222 kj(53 kcal),-40%,"0,5",+33%,"0,1",-40%,13,-34%,13,-29%,"0,5",-7%,"0,02",-47%,"0,008",-47%,17,+43%,E,+43%,,,,,,,,['Sans colorants'],,,,,,,,,,
1942,Ifri pomme verte,6130093059815,,['Ifri'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau ', '87', '58%', 'sucre ', '12%', 'gaz propulseur', ""' dioxyde dei carbone "", '0,71%', 'acidifiant : acide citrique', 'arôme naturel de pomile verte', 'extrait de carthame', ""correcteur d'acidité : citrate trisodique"", 'antioxydant : acide ascorbique', 'colorant : chlorophyllinesc ', ' la couleur de ce produit peut évoluer dans le temps sans incidencegtrsan goût ni sa qualité ']","['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique']",,[],4,0 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0.03 g,en faible quantité,?,,51,-40%,213 kj(51 kcal),-42%,0,-100%,0,-100%,"12,5",-37%,"12,5",-32%,0,-100%,"0,03",-20%,"0,012",-20%,17,+43%,E,+43%,,,,,,,,,,,,,,,,,,
1943,Ifri,6130093059907,,['Ifri'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"['Eau ', '86', '82%', 'sucre ', '12', '41 %', 'gaz propulseur: dioxyde de arbone ', '0', '71%', 'acidifiant :acide citrique', ""arôme naturel d'ananas"", ""correcteur d'acidité : citrate trisodique"", 'antioxydant : acide ascorbique', 'st$iiisants : gomme arabique et esters glycériques de résine de bois', ' 100 ml Informations nutritionnelles']","['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.02 g,en faible quantité,?,,53,-38%,222 kj(53 kcal),-40%,"0,5",+33%,"0,1",-40%,13,-34%,13,-29%,"0,5",-7%,"0,02",-47%,"0,008",-47%,17,+43%,E,+43%,,,,,,,,,,,,,,,,,,
1944,Ifri,6130093059938,,['Ifri'],,['France'],[],,,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,0,,0,,13,,13,,0,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1945,Ifri aromes naturels,6130093059945,,['Ifri'],,['France'],[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,0,,0,,"12,1",,"12,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1946,Ifri agrumes,6130093059952,,['Ifri'],,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,11,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Agrumes,6130093059969,,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,11,,11,,0,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1948,Ifri menthe,6130093060484,,['IFRI'],['Boissons'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.016 g,en faible quantité,?,,48,-14%,201 kj(48 kcal),-17%,0,-100%,0,-100%,12,+6%,12,+27%,0,-100%,"0,016",-61%,"0,006",-61%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,,
