,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,ingredients_origins,traceability_code,markets,link,producer_info,origin_detail
849,Yaourt aux Fruits avec Morceaux - Cora - 1kg e (8 * 125g),3257983942835,B,Yaourts brassés sucrés au lait entier et aux fruits avec arômes - Yaourt aux Fruits avec Morceaux,1 kg e (8 * 125 g),"['Frais', 'Pots plastique et opercules à jeter', 'Etui carton à recycler']","['Cora', 'Groupe Louis Delhaize']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts aux fruits avec morceaux', 'Yaourts sucrés', 'Yaourts entiers']","['Point Vert', 'Sans conservateurs', 'Au lait entier']","['Novandie [Filiale Andros et Compagnie (Groupe Andros)] - 19 Rue de la République - 76150 Maromme', 'Seine-Maritime', 'Novandie (Filiale Groupe Andros) - Route de Roinville - 28700 Auneau', 'Eure-et-Loir', 'Centre-Val de Loire', 'France']",['France'],"['Lait entier 74 % - fruits ', 'pêche 11,2 % ou abricot 11% ou ananas 10,6 % ou poire 10,5 %', ' - sucre 8,7 % - protéines de lait - sirop de glucose-fructose - amidons modifiés de maïs et tapioca - épaississants : pectines', 'gomme guar - arômes - ferments lactiques - colorants : lutéine', 'extrait de paprika']","['E14XX - Amidons modifiés', 'E440 - Pectines', 'E412 - Gomme de guar', 'E161b - Lutéine', 'E160c - Extrait de paprika']",['Lait'],['Non végétalien'],4,2.6 g,en faible quantité,1.7 g,en quantité modérée,13.1 g,en quantité élevée,0.09 g,en faible quantité,402,+14%,?,,402 kj(96 kcal),+14%,"2,6",+21%,"1,7",+22%,"14,6",+23%,"13,1",+18%,"3,2",-12%,"0,09",-28%,"0,036",-28%,3,+73%,C,+73%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,"['FR 76.410.001 CE', 'Maromme (Seine-Maritime, France)', 'EMB 76410', 'Maromme (Seine-Maritime, France)', 'FR 28.015.011 CE', 'Auneau (Eure-et-Loir, France)', 'EMB 28015', 'Auneau (Eure-et-Loir, France)']",['Cora'],,,
850,Lait concentré sucré - Coea,3257983988987,B,,,,['Coea'],"['Produits laitiers', 'Laits concentrés', 'Laits concentrés non sucrés', 'Laits concentrés sucrés', 'Laits entiers concentrés']",,,['France'],[],,,[],,8 g,en quantité modérée,5.6 g,en quantité élevée,56 g,en quantité élevée,0.2 g,en faible quantité,?,,328,+29%,1372 kj(328 kcal),+32%,8,+3%,"5,6",+12%,56,+51%,56,+52%,8,+14%,"0,2",-17%,"0,08",-17%,19,+45%,E,+45%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,,,,,,,
851,Triangle noisette - Cora - 100g,3257984010724,D,Biscuits aux noisettes et au chocolat au lait (28%),100 g,,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,,['France'],"['Sucre - noisettes 17% - farine de blé - huiles végétales ', 'palme - colza - tournesol', "" - amidon de blé - beurre de cacao - lait entier en poudre - pâte de cacao - sirop de glucose - blanc d'œuf en poudre - arôme naturel de noisette - poudre à lever le carbonates de sodium - sel - émulsifiant : lécithine de soja - arôme naturel de vanille - crème "", 'lait', "" - farine de malt d'orge""]","['E500i - Carbonate de sodium', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,29.8 g,en quantité élevée,10 g,en quantité élevée,36 g,en quantité élevée,0.36 g,en quantité modérée,?,,520,+3%,2176 kj(520 kcal),+4%,"29,8",+23%,10,-26%,"55,6",-12%,36,+3%,"6,1",-10%,"0,36",-36%,"0,144",-36%,21,-11%,E,-11%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Huile de palme'],,,['Cora'],,,
852,Thon crudités - Cora - 145g,3257984012391,C,,145 g,,['Cora'],"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon', 'en:raw-vegetable-sandwiches']",,,['France'],[],,,[],,6.5 g,en quantité modérée,0.7 g,en faible quantité,3.4 g,en faible quantité,1.3 g,en quantité modérée,?,,196,-12%,820 kj(196 kcal),-12%,"6,5",-23%,"0,7",-32%,"22,8",-10%,"3,4",+22%,10,+3%,"1,3",+20%,"0,52",+20%,-1,-224%,A,-224%,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,,,,['Cora'],,,
853,Wrap Jambon Tzatziki - Cora,3257984012445,,,,,['Cora'],"['Sandwichs', 'Wraps', 'Wraps au jambon', 'Wraps jambon-tzatziki']",,,['France'],"['Tortilla de farine de blé décongelée 50% ', 'farine de blé - eau - huile de colza - poudres à lever : E450 et E500 - dextrose - acidifiant : acide malique j - sel', ' - jambon cuit choix 22,2% [jambon de porc ', 'origine : UE', "" - eau - sel - dextrose - arôme naturel - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium] - salade 8,3% - concombre décongelé 5,5% - fromage frais nature 5,1 % [fromage - sel] - yaourt 5,1 % - mayonnaise allégée en matières grasses [eau - huile de colza - vinaigre - jaune d'œuf - amidon transformé - sucre - moutarde de Dijon "", 'eau - graines de moutarde - vinaigre - - lait écrémé reconstitué - acidifiant : acide sel', ' - sel épaississant / citrique gomme xanthaneJ', ' Traces éventuelles de poisson', 'graines de sésame', 'soja et fruit à coque']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E296 - Acide malique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Œufs', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,6.6 g,en quantité modérée,1.6 g,en quantité modérée,2.4 g,en faible quantité,1.4 g,en quantité modérée,?,,205,-12%,858 kj(205 kcal),-11%,"6,6",-27%,"1,6",-29%,"26,9",+4%,"2,4",-1%,"8,2",-6%,"1,4",+22%,"0,56",+22%,2,-50%,B,-50%,,,,,,,,,,,['Cora'],,,
854,Pur jus Fruits rouges - Cora - 1l,3257984012711,C,"Jus et purées de raisin, framboise, cerise, fraise, cassis et mûre, flash pasteurisé, réfrigéré",1 l,"['Brique', 'Carton']",['Cora'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",,,['France'],"['Jus de raisin 84,5% - purée de framboise 6% - jus de cerise 3,5% - purée de fraise 3% - jus de cassis 2% - purée de mûre 1%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,247,+24%,59,+23%,247 kj(59 kcal),+24%,0,-100%,0,-100%,14,+26%,14,+35%,"0,5",+16%,0,-100%,0,-100%,9,+100%,D,+100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['Cora'],,,
855,Crème glacée saveur crème brûlée - Cora - 900ml (514g),3257984012971,B,,900 ml (514 g),,['Cora'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,,['France'],"['Eau', 'crème fraîche', 'sucre', 'sirop de glucose-fructose', 'lactose et,,protéines de lait', 'sirop de glucose', ""émulsifiant : mono - et diglycérides d'acides gras"", 'stabilisants : gomme guar', 'farine de graines de caroube', 'gomme xanthane', 'colorants : caramel', ""caramel au sulfite d'ammonium"", 'caroténoïdes', 'extrait de paprika', 'arômes', 'lait en poudre demi-écrémé', 'amidon transformé', ""correcteur d'acidité : citrate de potassium"", 'sel', 'beurre de cacao']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', 'E150 - Caramel', ""E150d - Caramel au sulfite d'ammonium"", 'E160 - Caroténoïdes', 'E160c - Extrait de paprika', 'E14XX - Amidons modifiés', 'E332 - Citrates de potassium']","['Lait', 'Anhydride sulfureux et sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,6 g,en quantité modérée,4 g,en quantité modérée,25.3 g,en quantité élevée,0.1 g,en faible quantité,?,,190,-14%,795 kj(190 kcal),-13%,6,-45%,4,-42%,"32,7",+25%,"25,3",+13%,"1,2",-64%,"0,1",-34%,"0,04",-34%,10,-21%,C,-21%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,['Cora'],,,
856,Steaks hachés pur boeuf 5% MG - Cora - 4x100g,3257984014135,E,Steaks hachés pur boeuf surgelés,4x100g,['Surgelé'],['Cora'],"['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', 'Steaks hachés de bœuf surgelés']","['Viande Française', 'Viande-bovine-francaise']",,['France'],"['100% viande bovine origine France', ' Taux de matières grasses inférieur à 5%']",,,"['Non végétalien', 'Non végétarien']",1,5 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,?,,125,-37%,523 kj(125 kcal),-37%,5,-64%,"2,4",-60%,"0,5",+196%,0,-100%,20,+6%,"0,15",-24%,"0,06",-24%,-2,-157%,A,-157%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,['France'],,['Cora'],,,
857,Velouté de Tomates - Cora - 1L,3257984356693,A,,1 L,"['Brique', 'Carton']",['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de tomates']",,,['France'],"['Purée de tomates reconstituée à base de concentré 66,3%', 'eau', 'flocons de pommes de terre réhydratés 2,5%', 'amidon transformé de maïs', 'sucre', 'sel', 'beurre', ""poudre d'oignons"", 'arômes ', 'contient soja', 'huile de tournesol', 'arôme naturel de curcuma ', 'contient lait', ""poudre d'ail""]",['E14XX - Amidons modifiés'],"['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0.52 g,en faible quantité,0.32 g,en faible quantité,3.2 g,en faible quantité,0.652 g,en quantité modérée,146,-5%,?,,146 kj(35 kcal),-13%,"0,52",-57%,"0,32",-20%,"6,4",+9%,"3,2",+6%,"0,72",-12%,"0,652",+2%,"0,261",+2%,-4,,A,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,"['EMB 29209D', 'Plouvien (Finistère, France)']",['Cora'],,,
858,Velouté de légumes - Cora,3257984378756,B,,,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,['France'],[],,,[],,1.7 g,en faible quantité,0.6 g,en faible quantité,2 g,en faible quantité,0.7 g,en quantité modérée,?,,42,+8%,176 kj(42 kcal),+8%,"1,7",+10%,"0,6",-1%,"4,5",-5%,2,+8%,"1,4",+64%,"0,7",+9%,"0,28",+9%,2,+49%,B,+49%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,['Cora'],,,
859,Velouté de poireaux pommes de terre - Cora,3257984378787,A,,,['Briques'],['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,"['France', 'Luxembourg']","['Eau - légumes 39,1% ', 'poireaux 17% - pommes de terre 15% - oignons et oignons réhydratés 5,7% - épinards', '- lait écrémé reconstitué - amidon transformé de mais crème fraîche 1%-beurre - concentré salin liquide - sel - extraits de levure-persil-arôme - arôme naturel de poivre']",['E14XX - Amidons modifiés'],,['Non végétalien'],4,0.9 g,en faible quantité,0.21 g,en faible quantité,1.18 g,en faible quantité,,,?,,28,-28%,117 kj(28 kcal),-28%,"0,9",-42%,"0,21",-65%,"4,3",-10%,"1,18",-36%,"0,8",-6%,,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,['Cora'],,,
860,Petit salé aux lentilles - cora - 840g,3257984379548,,,840g,['Conserve'],['Cora'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']","['Fabriqué en France', 'Viande de porc origine france']",,['France'],"['Eau - lentilles réhydratées 30% - viande de porc traitée en salaison 23% ', 'viande de porc - eau - plasma de porc - sel - conservateurs : E250', 'E262 - stabilisants : E450', 'E451 - acidifiant : E331 - arômes', '  - petits légumes 2,4% ', 'carottes - oignons', ' - amidon transformé de nomme de terre - concentre de tomates - sel - arômes ', 'contient gluten de blé', ' et arôme de fumée - farine de blé - saindoux']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E14XX - Amidons modifiés']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0.95 g,en quantité modérée,?,,105,-34%,439 kj(105 kcal),-34%,3,-59%,"1,5",-41%,"7,8",-26%,"< 0,5",-68%,"10,2",+8%,"0,95",+0%,"0,38",+0%,-2,-160%,A,-160%,,,,,,,,,,"['EMB 72090F', 'Connerré (Sarthe, France)', 'FR 72.090.011 CE', 'Connerré (Sarthe, France)']",['Cora'],,,
861,"Sauce Bearnaise, 245g - Cora - 245g",3257984410753,D,,245 g,,['Cora'],"['Epicerie', 'Sauces', 'Sauces béarnaises']",,,['France'],"['Eau - huile de colza - sirop de glucose-fructose', ""vinaigre d'alcool - jaune d'œuf - amidon transformé de maïs"", 'sel échalote réhydraté 1,8%-plantes aromatiques ', 'estragon réhydraté 1,6%-persil réhydraté', '-amidon de mais-acidifiants: glucono-delta-lactone', 'acide citrique', 'arômes', 'jus de citron concentré', 'conservateur: sorbate de potassium', 'stablisants: gomme guar', 'gomme xanthane', 'colorant:bêta-carotène']","['E14XX - Amidons modifiés', 'E575 - Glucono-delta-lactone', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160ai - Bêta-carotène']",['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,36.2 g,en quantité élevée,3.2 g,en quantité modérée,3.1 g,en faible quantité,2.2 g,en quantité élevée,?,,361,-18%,1510 kj(361 kcal),-16%,"36,2",-18%,"3,2",-43%,"7,6",+57%,"3,1",+30%,"0,7",-40%,"2,2",+36%,"0,88",+36%,16,-2%,D,-2%,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,['Cora'],,,
862,Mousse de crème fouettée sur lit de fromage frais - Cora,3257984452470,,,,['Pot'],['Cora'],,,,['France'],"['COMPOSITION FROMAGE FRAIS SOUS MOUSSE DE CRÈME FOUETTÉE NATURE : frais au lait pasteurisé ', ""3,4% de mat gru confient plus de 82% d'humidité"", ' 75% - crème fouettée 24,9% - gélatine de porc ferments lactiques', ' Elaboré en France à partir de lait origine : France']",['E428 - Gélatine'],['Lait'],['Non végétalien'],4,,,,,,,,,?,,135,,565 kj(135 kcal),,"10,4",,"6,8",,"3,7",,"3,7",,"6,7",,"0,08",,"0,032",,,,,,,,,,,,,,,,['Cora'],,,
863,Noix de Cajou - Cora - 250g,3257984453682,E,,250 g,"['Sachet', 'Plastique']",['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,['France'],[],,,[],,48 g,en quantité élevée,8.5 g,en quantité élevée,7 g,en quantité modérée,1.3 g,en quantité modérée,2557,+2%,616,+3%,2557 kj(616 kcal),+2%,48,+4%,"8,5",0%,22,-14%,7,+8%,"21,2",+13%,"1,3",+107%,"0,52",+107%,6,-21%,C,-21%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,['Cora'],,,
864,Mélange Graines & Raisins - Cora,3257984453699,,,,,['Cora'],,,,['France'],[],,,[],,,,,,,,,,?,,496,,2075 kj(496 kcal),,"30,8",,"13,5",,"37,5",,"31,3",,"13,1",,"0,5",,"0,2",,,,,,,,,,,,,,,,['Cora'],,,
865,Nature Bio - Mini Moelleux Tout Chocolat Bio,3257984454849,,,,,['Nature bio'],,['Bio'],,['France'],"['/ INGREDIÊNTEN Sucre de canne* - blancs dl?ufs* - huile de tournesol oléique* - chocolat* 12% ', 'pâte de cacao* - sucre de canne* - beurre de cacao* - émulsifiant : lécithines de soja*', "" - farine de blé* - sirop d'agave* - poudre de cacao* - poudre à lever : carbonates dammonium"", ' Traces éventuelles de fruits à coque', 'de lait et de graines de sésame', ' *Ingrédients issus de IIAgriculture Biologique', ' Conditionnés sous atmosphère protectrice', ' Rietsuiker* - eiwit* - o/eic zonneb/oemolie* - chocolade* 12% ', 'cacaomassa* - rietsuiker* - cacaopoeder* cacaoboter* - emu/gator: soja/ecithinen*', ' - tanvebloem* - agavesiroop* rijsmidde/: ammoniumcarbonaten', ' Kan sporen bevaten van schaa/vruchten', 'melk en sesamzaad', ' */ngrediënten afkomstig uit de biologische landbouw', ' Verpakt onder beschermende atmosfeer']","['E322i - Lécithine', 'E502 - Carbonates']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,458,,1916 kj(458 kcal),,26,,"5,3",,48,,38,,"6,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
866,Thé vert - Cora - 25sachets fraîcheur - 45g,3257984467054,A,,25 sachets fraîcheur - 45g,"['Carton', 'Sachets']",['Cora'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés en sachets']",,,['France'],['Thé vert 100 %'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,['Cora'],,,
867,Poitrine fumée tranches fines - Cora - 200g,3257984501321,,,200 g,['Frais'],['Cora'],,['Fabriqué en France'],,['France'],"['Poitrine de porc - e sel - dextrose - antioxydant : Othorbate de sodium - conservateur : nitrite de sodium', 'Fabriqué en France à partir de viande de porc diorigine UE / GEOUTENSPEK', 'GEROOKTOPBEUKENWUR - INGREDIÈNTEN: Varkensborst - zout dextose - antioxidant natriumeryt70rbaat - conserveermidde/: natriumnitriet Gefabriceerdin Frankrijk met varkensv/ees aftomstig uit de EU,']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,279,,1167 kj(279 kcal),,"23,3",,"8,7",,"0,6",,"0,4",,"16,8",,2,,"0,8",,,,,,,,,,,,,,,,"['Cora', 'Auchan']",,,
868,Boules Chocolat - Cora - 375g,3257984550596,C,,375 g,"['Carton', 'Sachet', 'Plastique']",['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']","['Labels de distributeurs', 'Point Vert']",,['France'],"['Farine de blé complet 31% semoule de maïs 18% - sucre - chocolat en poudre 15% ', 'sucre', 'cacao en poudre', ' - farine de riz 12% - cacao maigre en poudre 3% - dextrose - carbonate de calcium - arômes - sel - vitamines : niacine ', 'PP', 'vitamine E', 'acide pantothénique ', 'B5', 'riboflavine ', 'B2', 'vitamine B6', 'thiamine ', 'B1', 'acide folique ', 'B9', 'vitamine B12 - diphosphate ferrique']",,['Gluten'],[],4,2.4 g,en faible quantité,1.2 g,en faible quantité,29.3 g,en quantité élevée,0.5 g,en quantité modérée,?,,378,-10%,1582 kj(378 kcal),-10%,"2,4",-76%,"1,2",-63%,"76,6",+8%,"29,3",+17%,"8,9",+12%,"0,5",-1%,"0,2",-1%,13,+30%,D,+30%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,['Cora'],,,
869,"Compote gourde pomme poire (6x90g), 90g - Cora - 6 * 90g",3257984584911,B,Compote de pomme poire allégée en sucre,6 * 90g,"['Gourde', 'Carton', 'Plastique']",['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes allégées', 'Compotes pommes poires']",,,['France'],['Pomme 71% - poire 25% - sucre - antioxydant : acide ascorbique'],['E300 - Acide ascorbique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0 g,en faible quantité,14.2 g,en quantité élevée,0.01 g,en faible quantité,?,,69,+5%,289 kj(69 kcal),+4%,"0,5",+61%,0,-100%,"16,1",+9%,"14,2",+3%,"0,05",-85%,"0,01",+116%,"0,004",+116%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,['Cora'],,,
870,Ravioli bolognaise - Cora - 400g,3257984614663,,,400 g,['Conserve'],['Cora'],"['Conserves', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Plats préparés en conserve', 'Ravioli en conserve']",,,"['France', 'Suisse']","['Eau - ravioli 27,7% [semoule de blé dur - eau - viande de boeuf - chapelure ', 'farine de blé dur - sel - levure', "" - carottes - sel - blanc d'oeuf en poudre - oignons déshydratés] - viande de bceuf concentré de tomate - vin blanc - oignons - carottes - céleri - sucre - huile de colza - persil - sel - ail en poudre - arômes naturels"", ' Viande de boeuf origine France mise en oeuvre 15% du poids net total']",,"['Céleri', 'Gluten']","['Non végétalien', 'Non végétarien']",4,3.2 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.7 g,en quantité modérée,?,,101,+11%,423 kj(101 kcal),+11%,"3,2",+28%,"1,2",+37%,"12,2",-2%,3,+27%,5,+34%,"0,7",-19%,"0,28",-19%,1,-45%,B,-45%,,,,,,,,,['France'],['02617'],"['Cora', 'Match']",,,
871,Potée auvergnate - Patrimoine gourmand - 1,3257984650234,D,,1,,['Patrimoine gourmand'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Potées auvergnates']",,,['France'],[],,,[],,6.1 g,en quantité modérée,2 g,en quantité modérée,1.2 g,en faible quantité,0.97 g,en quantité modérée,?,,96,+13%,402 kj(96 kcal),+13%,"6,1",+23%,2,+8%,"2,9",-16%,"1,2",+2%,"6,9",+18%,"0,97",+9%,"0,388",+9%,2,+29%,B,+29%,70.2%,19.7%,5.0%,2.7%,1.4%,1.0%,46,,,"['EMB 15187E', 'Saint-Flour (Cantal, France)']","['Cora', 'Match']",,,
872,Barre de céréales cacao et lait - Cora - 125g,3257984658599,D,,125 g,,['Cora'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,,['France'],[],,,[],,13.8 g,en quantité modérée,10.3 g,en quantité élevée,31.9 g,en quantité élevée,0.5 g,en quantité modérée,?,,421,-5%,1761 kj(421 kcal),-6%,"13,8",-29%,"10,3",+3%,"65,7",+11%,"31,9",-1%,"6,2",-13%,"0,5",+34%,"0,2",+34%,24,+39%,E,+39%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,,,['Cora'],,,
