,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,markets,additives,allergens,nova_score,packaging,labels,manufacturing,generic_name,traceability_code,palm_ingredients,link,brand_owner,producer_info
1796,Yaourt bio brassé,3760220140258,,,,['France'],[],[],,,,,,,,,?,,95.699996948242,,400 kj(95 kcal),,"2,4",,"1,54",,"14,2",,"13,6",,"3,54",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1797,Pâté poivre vert,3428390010428,,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"32,2",,"12,8",,"0,9",,"0,3",,"13,3",,"1,74",,"0,696",,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1798,Jus d'orange sans pulpes - Andros,3608580033615,D,['Andros'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,?,,40,-13%,167 kj(40 kcal),-13%,"0,1",-41%,0,-100%,"9,1",-14%,"9,1",-6%,"0,6",+53%,0,-100%,0,-100%,3,-21%,C,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1799,Thé vert detox saveur orange sanguine - Jardin Bio,3456300012873,B,"['Jardin Bio', 'Léa Nature']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,1,-92%,4 kj(1 kcal),-92%,0,-100%,0,-100%,"0,2",-91%,0,-100%,"0,1",-52%,0,-100%,0,-100%,1,-76%,B,-76%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1800,3511720129256,3511720129256,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Crème glacée - lait d'amande - Thiriet,3292590515386,B,['Thiriet'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],[],5.9 g,en quantité modérée,3.6 g,en quantité modérée,24 g,en quantité élevée,0.25 g,en faible quantité,?,,181,-18%,757 kj(181 kcal),-17%,"5,9",-46%,"3,6",-47%,24,-8%,24,+7%,"7,9",+137%,"0,25",+66%,"0,1",+66%,11,-13%,D,-13%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,['Thiriet'],,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,
1802,Vache du matin,3701239901843,,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,"3,1",,2,,10,,"9,7",,"2,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Classic mix mini cups - 4x 150ml,20368630,,,,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,"12,4",,"8,2",,"29,1",,25,,"4,5",,"0,25",,"0,1",,,,,,,,,,,,,4 x 150 ml,,,,,,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,,
1804,Chips nature 6 x 30g - Auchan,3596710483105,,['Auchan'],,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,34,,"2,7",,50,,"0,4",,6,,"1,1",,"0,44",,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
1805,"SALADE CAESAR PARMIGIANO VEGGIE - KFC - 227,1g",,C,['KFC'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades caesar']",['France'],"['Fromage', 'salade', 'lamelles de betterave', 'des tomates cerises', 'copeaux de parmesan']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4.4 g,en quantité modérée,2.64 g,en quantité modérée,3.08 g,en faible quantité,0.881 g,en quantité modérée,333,-33%,118,-23%,333 kj(118 kcal),-46%,"4,4",-47%,"2,64",+18%,"8,37",-7%,"3,08",+68%,11,+32%,"0,881",+19%,"0,352",+19%,-3,-5202%,A,-5202%,78.6%,8.2%,4.8%,5.3%,2.4%,0.7%,67,"227,1 g",,['KFC'],,['Lait'],3,,,,,,,https://www.kfc.fr/salade-caesar-parmigiano-reggiano-aop.html,,
1806,Bar sauvage au fumet de coquillages,3770000648515,,,,['France'],[],[],,,,,,,,,?,,182,,761 kj(182 kcal),,14,,"8,3",,"1,9",,"0,5",,12,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Sopa,3770003264620,,,,['France'],[],[],,,,,,,,,?,,366.7,,1534 kj(366 kcal),,"1,99",,"0,38",,"75,41",,"4,88",,"13,3",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,"Fine Herbs Preparation Made With Chives, Dill And Parsley",8710448694076,,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,21,,"1,6",,"9,6",,7,,"0,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Caponata - Jean Martin,3271514160154,,['Jean Martin'],,['France'],[],[],,,,,,,,,?,,152,,636 kj(152 kcal),,14,,"1,6",,"3,8",,"3,2",,"1,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Cidre Lemercier,3760031860017,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Nouilles instantanées saveur boeuf - 80g,9556041131803,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,1",,"0,5",,"75,3",,8,,9,,"5,3",,"2,12",,,,,,,,,,,,,80 g,,,,,,,,,,,,,,
1812,La sauce Tacos,3683080535852,,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,"11,7",,"7,6",,"2,4",,"0,5",,"4,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,cervelas sauce remoulade - Brient,3346650213122,,['Brient'],,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,33,,8,,"2,1",,"0,5",,10,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,
1814,Pain zig zag,0213015006565,,,,['France'],[],[],,,,,,,,,?,,282,,1180 kj(282 kcal),,"0,8",,0,,55,,"1,4",,12,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Blueberry breakfast biscuits - Trader Joe's,00557320,,"[""Trader Joe's""]",,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,14,,1,,74,,20,,8,,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,8718951265707,8718951265707,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Abricot,3700617200721,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Abricots']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1818,Ramy,6132502912292,,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"0,1",,0,,"12,5",,0,,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
1819,Apero lentilles,3421557502569,,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,19,,11,,51,,"6,3",,16,,1,,"0,4",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
1820,Deep dish pizza,0072600062641,,,,['France'],[],[],,,,,,,,,?,,571,,2389 kj(571 kcal),,"35,7",,"10,7",,"53,6",,50,,"3,6",,"1,21",,"0,484",,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Pannafix,8003000014710,,,,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,34,,20,,"7,7",,"5,4",,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,"Fromage fermier pur chevre au lait cru, 45%MG - GAEC J Salles - St Bonnet - LaSalle",3358730000010,D,['GAEC J Salles'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait cru']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,St Bonnet - LaSalle,,,,,,,,,,,,,,
1823,Haricots rouges kidney - Suntat,8690804005954,,['Suntat'],,['France'],[],[],,,,,,,,,?,,295,,1234 kj(295 kcal),,"1,4",,"0,3",,37,,"2,8",,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Médaillon de foie de canard - Comtesse du Barry - 65g,3660806024319,B,['Comtesse du Barry'],"['Poissons et viandes et oeufs', 'Foies gras', 'Bloc de foie gras']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,65g,,,,,,,['Point Vert'],,,,,,,
1825,Nutro wild frontière -,4008429109935,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Bouteille chocolat Celio,3692100000003,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,12,,12,,12,,12,,12,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Les nems de mon enfance,3770014263025,C,,"['Plats préparés', 'Nems']",['France'],[],[],9.8 g,en quantité modérée,3.3 g,en quantité modérée,4.3 g,en faible quantité,1.2 g,en quantité modérée,?,,196,-3%,820 kj(196 kcal),-3%,"9,8",+10%,"3,3",+101%,"20,4",-10%,"4,3",+53%,"2,7",-61%,"1,2",-8%,"0,48",-8%,9,+71%,C,+71%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,,,,
1828,Mix Halloween - 125g,26077925,,,"[""Aliments et boissons d'Halloween""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,?,,326,-19%,1364 kj(326 kcal),-19%,0,-100%,0,-100%,76,+5%,63,+15%,0,-100%,0,-100%,0,-100%,14,-20%,D,-20%,,,,,,,,125 g,,,,,,,,,,,,,,
1829,Les Mini saucissons nature - Henri Raffin - 120g,3375220201719,,['Henri Raffin'],,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,43,,15,,3,,"2,5",,31,,"4,3",,"1,72",,,,,,,,,,,,,120 g,,,,,,,['Sans colorants'],,,,,,,
1830,Glaces à l'eau thé glacé - 5x 70g,3760124194340,,,,['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,0,,0,,24,,23,,0,,0,,0,,,,,,,,,,,,,5 x 70 g,,,,,,,['Sans colorants'],,,,,,,
1831,Viognier Delas 2018 - 75cl,3359950335692,D,['Viognier'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75 cl,,,,,,,,,,,,,,
1832,Liquide de vie,3500610078309,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,5,,1,,2,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Ecusson,3182280091774,,['Ecusson'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
1834,3595890230059,3595890230059,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Chèvre frais au basilic infusé,3273220012215,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,14,,11,,"2,5",,"2,5",,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Frutti fresh cu suc de pere,5942207012576,,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,5",,"4,4",,"0,01",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,auchan,12141115,B,"['Auchan', 'Groupe Auchan']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT']",['France'],['lait demi écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4 g,en quantité modérée,2.5 g,en quantité modérée,12 g,en quantité modérée,0.25 g,en faible quantité,?,,116,+147%,485 kj(116 kcal),+146%,4,+138%,"2,5",+143%,12,+150%,12,+151%,8,+148%,"0,25",+125%,"0,1",+125%,2,+3940%,B,+3940%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['France'],['Auchan'],,['Lait'],1,"['1l', 'Bouteille en plastique']",['Fabriqué en France'],['emb 23013'],,"['EMB 23013', 'Auzances (Creuse, France)', 'FR 23.013.003 CE', 'Auzances (Creuse, France)']",,,,
1838,Savon souvenir des îles - U - 100g,3256221096064,,['U'],['Savon'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100g,,,,,,['1'],,,,,,,,
1839,FIT BALLS BIO - 144g,3760093911573,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,319,,1335 kj(319 kcal),,"7,5",,2,,49,,27,,"4,2",,"0,1",,"0,04",,,,,,,,,,,,,144 g,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'en:TR-BIO-154', 'AB Agriculture Biologique']",,,,,,,
1840,Chips paprika tomate - Léa Nature,3456300013429,,['Léa Nature'],,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,7,,"1,5",,"67,9",,"3,4",,"6,3",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,"['Bio', 'Nutriscore']",,,,,,,
1841,Jambon serrano Costa brava,8421395334426,E,['Costa Brava'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",['France'],[],[],10.6 g,en quantité modérée,3.8 g,en quantité modérée,0.9 g,en faible quantité,5 g,en quantité élevée,?,,225,-6%,941 kj(225 kcal),-6%,"10,6",-16%,"3,8",-19%,"0,9",+25%,"0,9",+101%,"32,4",+7%,5,+7%,2,+7%,15,-9%,D,-9%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1842,Lagunitas Hoppy Refresher -,0723830095120,,,"['Boissons', 'Boissons sans alcool']",['France'],"['Nutritional/Näringsvärde/Valeurs Nutritionnelles/Noedingswaarde Per 100ml Calories/Energi/Energie 0', '0 kJ', '0']",[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Crêpes sucrées - Leader Price,3263859726294,B,"['Leader Price', 'Leaderprice']","['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées']",['France'],[],[],6.5 g,en quantité modérée,1.8 g,en quantité modérée,13 g,en quantité élevée,0.6 g,en quantité modérée,?,,218,-33%,912 kj(218 kcal),-33%,"6,5",-44%,"1,8",-57%,34,-27%,13,-42%,"5,8",-17%,"0,6",-18%,"0,24",-18%,4,-69%,C,-69%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,['Leader Price'],,,,,,,,"['EMB 62873', 'Wancourt (Pas-de-Calais, France)']",,,,
1844,Robert - Ambrée Saison - Les deux amants - 33cl,3770010233046,B,['Les deux amants'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Bières ambrées']",['France'],"['Eau', ""malt d'orge*"", 'malt de blé*', 'houblons', 'sucre*', 'levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33cl,,['Biocoop'],,['Gluten'],3,"['Bouteille', 'Verre']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Val de Rueil'],Bière ambrée,,,https://lesdeuxamants.com/nos-bieres,,
1845,Pains au lait - Brioche Pasquier - 350g,3256540003484,C,['Brioche Pasquier'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait', 'Pains au lait natures']",['France'],[],[],11 g,en quantité modérée,2 g,en quantité modérée,11 g,en quantité modérée,1.1 g,en quantité modérée,?,,349,-1%,1460 kj(349 kcal),-1%,11,-4%,2,-52%,55,+4%,11,-17%,"9,5",+11%,"1,1",+8%,"0,44",+8%,11,-17%,D,-17%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,350 g,,,,,,['Plastique'],,,,,,,,
1846,3770001887579,3770001887579,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,1L D?tergent Tous Usages,5410306100017,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Farine d'épeautre,5410028820101,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"1,3",,"0,2",,"68,9",,"0,8",,"12,4",,0,,0,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,
1849,Butterkekse,4015537001051,,,,['France'],[],[],,,,,,,,,?,,471,,1971 kj(471 kcal),,"21,9",,"12,9",,"59,5",,"20,2",,"7,3",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,
1850,Asperges vertes,6235621000199,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",['France'],[],[],16 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en quantité modérée,?,,157,+614%,657 kj(157 kcal),+622%,16,+5761%,"1,3",+1870%,"1,3",-30%,"0,7",-24%,2,0%,"0,4",-39%,"0,16",-39%,-3,,A,,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,,,,,,,,,,,,,,,
1851,limon sosu - Melis - 370ml,8699073290900,D,['Melis'],"['Epicerie', 'Sauces', 'Sauces salades']","['France', 'Royaume-Uni']",[],[],0 g,en faible quantité,0 g,en faible quantité,0.64 g,en faible quantité,0 g,en faible quantité,100,-92%,24,-93%,100 kj(24 kcal),-93%,0,-100%,0,-100%,"6,03",+9%,"0,64",-83%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,370 ml,,['Lidl'],,,,"['Plastic', 'Bottle', 'Bottle-Plastic', 'HDPE']",,['Turkey'],,,,,,
1852,"terrine, porc aux saveurs d'Afrique - les saveurs de Mam flo - 130g",3770007705006,,['les saveurs de Mam flo'],"['Produits à la viande', 'Terrines', 'Terrines de porc']",['France'],"['porc 86,10 %', 'oignon', 'œuf', 'amidon de maïs', 'sel non nitrité', 'épices ', 'coriande', 'cumin', 'cardamome', 'piment', 'curcuma', 'muscade', 'gingembre', 'girofle', 'laurier', 'cannelle', 'ail', 'origan', ' 0,50 %', 'poivre']","['Non végétalien', 'Non végétarien']",15.3 g,en quantité modérée,6.03 g,en quantité élevée,0.42 g,en faible quantité,0.67 g,en quantité modérée,?,,215,-30%,900 kj(215 kcal),-29%,"15,29",-42%,"6,03",-38%,"2,66",+33%,"0,42",-34%,"16,37",+13%,"0,67",-56%,"0,268",-56%,4,-78%,C,-78%,,,,,,,,130 g,,,,['Œufs'],3,"['bocal verre recyclable', 'couvercle métal recyclable']","['en:gluten-free', 'Sans additifs', 'Sans conservateurs', 'Bleu Blanc Cœur', 'Fabrication artisanale']","['France', 'Bretagne', 'leval 22830 plouasne']",,,,,,
1853,Les florentins d armorine,3561770001583,,,,['France'],[],[],,,,,,,,,?,,517.4,,2165 kj(517 kcal),,"31,3",,"14,4",,"46,1",,"38,45",,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Neufchâtel AOP - Gaec Brianchon,2480410019027,D,['Gaec Brianchon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel', 'en:Cheeses from raw milk']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,['Frais'],['AOP'],,,"['FR 76.459.003 CE', 'Nesle-Hodeng (Seine-Maritime, France)']",,,,
1855,Arachides grillées enrobées de sucre cuit,2600117026962,,,['Pralines aux cacahuètes'],['France'],[],[],28 g,en quantité élevée,19 g,en quantité élevée,44 g,en quantité élevée,0 g,en faible quantité,?,,532,0%,2226 kj(532 kcal),-0%,28,0%,19,0%,55,0%,44,0%,15,0%,0,,0,,25,0%,E,0%,,,,,,,,,,,,,,,,,,,,,,
1856,Pizza chevre miel - Sole Mio,3273640002247,B,['Sole Mio'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage']",['France'],[],[],9 g,en quantité modérée,5.3 g,en quantité élevée,3.9 g,en faible quantité,0.84 g,en quantité modérée,?,,236,-3%,987 kj(236 kcal),-3%,9,-6%,"5,3",+7%,"28,5",+5%,"3,9",+37%,9,-19%,"0,84",-32%,"0,336",-32%,5,-50%,C,-50%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore C']",,,,,,,
1857,Compote Fraise/Banane - 90g,3760269311299,,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,"0,2",,"0,1",,12,,10,,"0,7",,0,,0,,,,,,,,,,,,,90 g,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1858,Sucettes congelées - Leader Price,3263859899592,,['Leader Price'],,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,0,,0,,16,,15,,0,,0,,0,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,,,,
1859,Bigi Vipra Rossa Merlot-sangiovese Umbria 2013,8000160645600,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Thon blanc au naturel petit navire - Germon - 93g poids net égoutté,1019488057009,E,['Germon'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons blancs', 'Thons au naturel', 'Thons blancs au naturel']",['France'],"['Thon blanc ', 'germon', 'eau', 'sel', ' Valem']","['Non végétalien', 'Non végétarien']",0.8 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,87,-33%,364 kj(87 kcal),-33%,"0,8",-77%,"0,2",-80%,0,-100%,0,-100%,20,-22%,1,+7%,"0,4",+7%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,93g poids net égoutté,,,,,3,,,,,,,,,
1861,Croquant amande,3760022660220,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,7,,"0,9",,65,,36,,"9,5",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Green,3700569008215,,,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,"0,2",,0,,"3,4",,"3,1",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Bifi the orginal - 2,4251097408903,D,['Bifi'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']","['France', 'Pays-Bas']",[],[],45 g,en quantité élevée,19 g,en quantité élevée,0.9 g,en faible quantité,4.2 g,en quantité élevée,?,,511,+27%,2138 kj(511 kcal),+27%,45,+42%,19,+54%,1,-55%,"0,9",-34%,25,-9%,"4,2",-10%,"1,68",-10%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,2,,,,,,['Plastic'],,,,,,,,
1864,Chewing-gum HyperBon goût Mastic,8695077006189,,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,0,,0,,65,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Salade boulgour et petits légumes,3700260700807,,,,['France'],[],[],,,,,,,,,?,,199,,833 kj(199 kcal),,12,,"0,9",,13,,"1,4",,"7,6",,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Poulet riz basmati tomates et pointes d'asperges - Thiriet,3292590877392,D,['Thiriet'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet']",['France'],[],[],2.2 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en faible quantité,0.54 g,en quantité modérée,?,,109,-30%,456 kj(109 kcal),-28%,"2,2",-52%,"0,5",-67%,14,-26%,"1,9",+28%,"7,4",+14%,"0,54",-32%,"0,216",-32%,-1,-158%,A,-158%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,['Thiriet'],,,,,,,,,,,,
1867,Le petit bâtonnet - 4x 84g,3770008444782,,,,['France'],[],[],,,,,,,,,?,,134,,561 kj(134 kcal),,"2,7",,"1,6",,"24,5",,"17,8",,"2,8",,,,,,,,,,,,,,,,,4 x 84 g,,,,,,,,,,,,,,
1868,Amende décortiquées,2600112029913,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,,,,
