,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,categories,palm_ingredients,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,traceability_code,link,brand_owner
1579,Salade composée - Lidl,40882314,,,['Lidl'],['France'],[],,,[],,?,134,561 kj(134 kcal),"3,7","0,9",18,"2,9","5,7","0,41","0,164",,,"['Plats préparés', 'Salades', 'Salades composées']",,3.7 g,en quantité modérée,0.9 g,en faible quantité,2.9 g,en faible quantité,0.41 g,en quantité modérée,,-12%,-11%,-59%,-33%,+78%,+28%,+3%,-53%,-53%,-1,-166%,A,-166%,,,,,,,,,,,,,,
1580,Roulé de dinde mariné au thym - L'étal du Volailler,40882383,,,"[""L'étal du Volailler""]",['France'],"['Haut de cuisse de dinde avec peau ', 'Origine : France', 'eau', 'acidifiants : acétates de sodium', 'citrates de sodium ', ' sel', 'arômes naturels', 'arôme thym 0,15%', '1% Thym', 'Produit frais']","['E262 - Acétates de sodium', 'E331 - Citrates de sodium']",,[],4,?,136,569 kj(136 kcal),"6,8",2,"1,3","0,4","17,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Schokobrötchen - Lidl,40882390,,,['Lidl'],['France'],[],,,[],,?,416,1741 kj(416 kcal),22,"11,5",46,13,0,1,"0,4",,,['en:Chocolate buns'],,22 g,en quantité élevée,11.5 g,en quantité élevée,13 g,en quantité élevée,1 g,en quantité modérée,,,,,,,,,,,21,,E,,,,,,,,,,,,,,,
1582,Steaks boeuf,40882529,,,,['France'],[],,,[],,?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,15","0,06",E,,"['Viandes', 'Bœuf', 'Steaks de bœuf']",,2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-39%,-39%,-81%,-84%,-100%,-100%,+20%,-31%,-31%,-4,-252%,A,-252%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,
1583,Steaks hachés bio 100% pur boeuf façon bouchère - L’étal Du Boucher - 250g,40882659,250g,['Barquette'],['L’étal Du Boucher'],['France'],"[""100% viande bovine issue de l'agriculture biologique""]",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,215,900 kj(215 kcal),15,"6,1",0,0,20,"0,22","0,088",E,,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,15 g,en quantité modérée,6.1 g,en quantité élevée,0 g,en faible quantité,0.22 g,en faible quantité,,+30%,+29%,+47%,+44%,-100%,-100%,+3%,+8%,+8%,3,+142%,C,+142%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['Bio', 'Viande Française', 'Viande-bovine-francaise']",,,,,,
1584,Dorade royale,40882987,,,,['France'],[],,,[],,?,128,536 kj(128 kcal),"4,8","1,16","0,4",0,"20,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Favorinis - Sondey,40884479,,,['Sondey'],['France'],[],,,[],,?,481,2013 kj(481 kcal),"19,8","12,9","70,4","55,9","4,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,
1586,Cabra tierno ahumado,40889979,,,,"['France', 'Espagne']",[],,,[],,?,349,1460 kj(349 kcal),"27,9",20,"4,1","1,4","20,4","0,92","0,368",E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,27.9 g,en quantité élevée,20 g,en quantité élevée,1.4 g,en faible quantité,0.92 g,en quantité modérée,,+23%,+24%,+22%,+25%,+146%,+44%,+18%,-32%,-32%,13,-2%,D,-2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,
1587,Soft apricots - Belbake,40893150,,,['Belbake'],['France'],"['Partially rehydrated drled pltted aprlcots 87 % Dried Apricots', 'Preservative: Sulphur Dloxlde', ' Water', 'Acids: Malic Acid', 'Citric Acid']","['E296 - Acide malique', 'E330 - Acide citrique']",,[],,?,229,958 kj(229 kcal),"0,7","0,1","51,1","50,6","1,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,
1588,Coeur de saumon de norvege fumé,40896472,,,,['France'],[],,,[],,?,181,757 kj(181 kcal),"10,3","1,7","0,5","0,3","21,6","2,98","1,192",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,10.3 g,en quantité modérée,1.7 g,en quantité modérée,0.3 g,en faible quantité,2.98 g,en quantité élevée,,-2%,-2%,-2%,-17%,+1%,-10%,-2%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1589,Pizza bun - Alfredo,40899558,,"['Carton', 'Plastique', 'surgelé']",['Alfredo'],"['France', 'Allemagne']","['Farine de blé', 'eau', '12 % préparation de fromage fondu ', 'eau ,fromage ', 'lait', 'beurre ', 'lait', 'poudre de lactosérum ', 'lait', 'amidon de pomme de terre', 'sels de fonte : citrate de sodium', 'sel de cuisine', '8 % poivron ', 'rouges', 'verts', '4 % Emmental râpé ', 'lait', 'levure', 'sel de cuisine', 'huile de colza', 'dextrose', 'stabilisant: gomme guar', "" émulsifiant :  esters monoacétyltartriqueses et diacétyltartriques des mono - et diglycérides d'acides gras"", ' persil']","['E331 - Citrates de sodium', 'E412 - Gomme de guar']","['Gluten', 'Lait']",['Non végétalien'],4,?,234,979 kj(234 kcal),"4,7","2,5","38,6","2,9","8,1","1,4","0,56",,"Petits pains fourrés avec une préparation de fromage fondu, de l'Emmental et aux poivrons. Produit surgelé. Pizza Bun Bell Pepper","['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,4.7 g,en quantité modérée,2.5 g,en quantité modérée,2.9 g,en faible quantité,1.4 g,en quantité modérée,,+57%,+56%,-33%,-4%,+195%,+39%,+20%,+83%,+83%,5,+107%,C,+107%,,,,,,,,"['Fabriqué en Allemagne', 'Label Rouge']",,,['Allemagne'],,,
1590,Milfina Emmentaler - 250g,4099200019567,250 g,,['Milfina'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Cappucino,4099200037110,,,,['France'],[],,,[],,?,24,100 kj(24 kcal),"0,5","0,5","4,4","4,2","0,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Hofer Almare Raucherlachs - 100g,4099200041384,100 g,['Product'],,"['France', 'Italie', 'en:En']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Apfelking Apfelsaft - Appleking,4100120004196,,,['Appleking'],['France'],[],,,[],,?,45,188 kj(45 kcal),"0,1","0,1","10,7","10,3","0,5","0,01","0,004",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', 'Jus de fruits à base de concentré']",,0.1 g,en faible quantité,0.1 g,en faible quantité,10.3 g,en quantité élevée,0.01 g,en faible quantité,,0%,+1%,-42%,+253%,+4%,+5%,+23%,+29%,+29%,4,+9%,C,+9%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1594,Softibar - Hitschler,4100250005063,,,['Hitschler'],['France'],[],,,[],,?,420,1757 kj(420 kcal),"7,5","4,4",86,62,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,
1595,Hitschler Mini Hitschies Saurer Apfel,4100250007906,,,['Hitschler'],['France'],"['sucre', 'siropdeglucose? extrose', 'graisse végétale ', 'palme', 'l Q Mifiants: acide malique', 'acide lactique', 'cfrque ', ' gélatine ', 'bœuf', 'fécule modifièb', ""de fruits d'extrait de lus de Orcentrés "", 'pomme', 'pêche', 'citron', 'fraise', 'framw_ arômes', ' wnrr *ue', ' émulsifiant lécithine', ' colorants: 31rcuminc', ""brillant FCE A conserv erdroit sec à l'abri de la chaleuL er:""]","['E296 - Acide malique', 'E270 - Acide lactique', 'E428 - Gélatine', 'E322i - Lécithine']",,"['Non végétalien', 'Non végétarien']",4,?,450,1883 kj(450 kcal),"5,7","3,2",84,67,"1,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Lait demi écrémé sans lactose - Muh - 1l,4100290004354,1l,,['Muh'],"['France', 'Martinique']",[],,,[],,?,?,,?,,?,,?,,,D,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,,,,,,,,,,,,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Sans lactose'],,,,,,
1597,Hannen Alt - Hannen-Brauerei - 50cl,4100790001112,50 cl,"['Bouteille', 'Verre']",['Hannen-Brauerei'],['France'],"['Eau', ""malt d'orge"", 'extrait de houblon']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières allemandes', 'Altbier']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Déconseillé aux femmes enceintes'],,,['Allemagne'],,,
1598,Das Original - Vitamalz - 0.5l,4101010000465,0.5 l,"['Bouteille', 'Verre']",['Vitamalz'],['France'],"['Wasser', 'Gerstenmalz', 'Glukose-Fructose Sirup', 'Kohlensäure', 'Farbstoff E 150c', 'Hopfen']","['E290 - Dioxyde de carbone', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Golden Grahams - Nestle - 375g,4101233893714,375g,"['Carton', 'Plastique', 'Boite', 'Sachet']",['Nestle'],['France'],[],,,[],,?,?,,?,,?,,?,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au caramel', 'Céréales au miel']",,,,,,,,,,,,,,,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1600,Joghurt drink - Berchtesgadener Land,4101530002048,,,['Berchtesgadener Land'],['France'],[],,,[],,?,71,297 kj(71 kcal),"1,5",1,11,"10,7","2,6","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:FSC'],,,,['FSC-C014047'],,
1601,Zitronenkuchen - La Torta,4101540705496,,,['La Torta'],['France'],"['sucre', 'farine de blé', 'oeufs', 'humectants: sorbitols', 'glycérol', ' huile de colza', '6% jus de citron', 'sirop de glucose - fructose', 'dextrose', 'beurre', ""jaune d'œuf"", ""émulsifiant: mono - et diglycérides d'acides gras"", ' arôme naturel', 'amidon de blé', 'poudres à lever: diphosphates', 'carbonates de sodium', ' sel', 'gélifiant: pectines', ' amidon modifié', ""correcteurs d'acidité: acétates de sodium"", 'acide citrique', ' matières grasses végétales ', 'sal', 'coco', "" Ce produit peut contenir des traces de fruits coques et d'autres produits laitiers""]","['E420 - Sorbitol', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E440 - Pectines', 'E14XX - Amidons modifiés', 'E262 - Acétates de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,370,1548 kj(370 kcal),12,"2,6",63,40,"4,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Kuchenmeister Stollen Edel marzipan,4101540707346,,,['Kuchenmeister'],['France'],"['Weizenmehl', '25% Rosinen', 'Zucker', 'Palmfett•', 'Wasser', 'Glukose-Fruktose-Sirup', 'Dextrose', 'Mandeln', 'Rapsöl', 'Orangenschalen', 'Feuchthaltemittel: Sorbit', ' Zitronenschalen', 'Hefe', 'Weizenstürlte', 'Emulgatoren: Mono - und Diglyceride von Speisefettsäuren', 'Natriumstearoyl-2-lactylat', ' natürliches Aroma', 'Salz', 'ganz gehärtetes Palmfett* ', ' *zertifiziertes nachhaltiges Palmol']","['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Fruits à coque']",['Huile de palme'],4,?,387,1619 kj(387 kcal),15,"6,7",57,36,"4,8","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,"Kuchenmeister Fond Viennois Foncé 400 gr, 1 Pièce - 400g",4101540708527,400 g,,['Kuchenmeister'],['France'],"['Farine de blé', 'sucre', '24% oeufs', 'sirop de glucose-fructose', 'huile de colza', 'humectants: sorbitols', 'glycérol', ' amidon de blé', '3% c', ' \rmaigre en poudre', 'poudres à lever: diphosphates', 'carbonates de sodium', ' sel', ""émulsifiant: mono - et diglycérides d'acides gras"", ' arôme naturel', ""correcteur d'acidité: acétates de sod \rCe produit peut contenir des traces de fruits à coques et de produits laitiers""]","['E420 - Sorbitol', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,359,1502 kj(359 kcal),"9,1","1,6",63,33,"6,7","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Arômes naturels'],,,,,,
1604,KuchenMeister Fond de tarte - 300g,4101540708978,300 g,,['Kuchenmeister'],"['France', 'Suisse']","['Sucre', 'farine de blé', 'oeufs', 'amidon de blé', 'sirop de glucose-fructose', 'huile de colza', 'lactosérum doux en poudre', 'humectants: sorbitols', 'glycerol', ' amidon', 'arôme naturel', ""émulsifiant: mono - et diglycerides d'acides gras"", ' poudres à lever: diphosphates', 'carbonates de sodium', ' sel', ""correcteur d'acidité: acetates de sodium""]","['E420 - Sorbitol', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E262 - Acétates de sodium']","['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,1518,?,1518 kj(363 kcal),"6,2","1,1",69,38,"6,9","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Sponge cake layer - Kuchenmeister,4101540716515,,,['Kuchenmeister'],['France'],[],,,[],,?,335,1402 kj(335 kcal),"2,2","0,8",73,39,"5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Reber Mozart-kugeln 120G,4101730003555,,,['Reber'],['France'],"['Zucker', 'Mandeln ', '36% im Marzipan', 'Kakaomasse', 'Kakaobutter', 'Haselnüsse ', '36% im Haselnuss-Nougat', 'Vollmilchpulver', 'Invertzuckersirup', 'Pistazien ', '3,5% im Pistazienmarzipan', 'Milchzucker', 'Feuchthaltemittel ', 'Invertase', 'Glycerin', 'Emulgator Sonnenblumenlecithine', 'Alkohol', 'Rum', 'natürliches Aroma ', 'Rum', ' Kann Spuren von Weizen', 'Ei und Soja enthalten']","['E1103 - Invertase', 'E422 - Glycérol']","['Gluten', 'Lait', 'Fruits à coque']",['Non végétalien'],4,?,509,2130 kj(509 kcal),"28,4","10,1",54,"48,1",8,"0,05","0,02",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,28.4 g,en quantité élevée,10.1 g,en quantité élevée,48.1 g,en quantité élevée,0.05 g,en faible quantité,,-4%,-4%,-11%,-42%,+3%,+1%,+36%,-67%,-67%,26,+7%,E,+7%,,,,,,,,,,,,,,
1607,Reber Mozart-kugeln 240G,4101730003562,240g,,['Reber'],"['France', 'Allemagne']","['min', "" 20% dients: Su cocoa mass hazelnut prailiié sugar syrupa'ctt!s marzipan"", 'rum', 'natural flavèè']",,,[],,?,509,2130 kj(509 kcal),"28,4","10,1","54,1","48,1",8,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Reber Mozart Gift Tin 15-Piece - 300.0g,4101730003661,300.0 g,['Dose'],['Reber'],"['France', 'Allemagne']","['Sugar', 'almonds ', '36% in marzipan', 'cocoa mass', 'cocoa butter', 'hazelnuts ', '36% in hazelnut praline', 'whole milk powder', 'invert sugar syrup', 'pistachios ', '3', '5% in pistachio marzipan', 'lactose', 'humectant ', 'invertase', 'glycerol', 'emulsifier sunflower lecithins', 'alcohol', 'rum', 'natural flavouring ', 'rum', "" May contai' traces ofwheat"", 'egg - and soya components', ' Keep cool and dry! Manufactured by: Net Wt', ':']","['E1103 - Invertase', 'E422 - Glycérol', 'E322 - Lécithines']","['Lait', 'Fruits à coque']",['Non végétalien'],4,2126,509,2126 kj(509 kcal),"28,1","10,1","54,1","48,1",8,"0,05","0,02",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,28.1 g,en quantité élevée,10.1 g,en quantité élevée,48.1 g,en quantité élevée,0.05 g,en faible quantité,-5%,-4%,-4%,-12%,-42%,+3%,+1%,+36%,-67%,-67%,26,+7%,E,+7%,,,,,,,,['Pur beurre de cacao'],,,,,,
1609,Reber Constanze Mozart-kugeln 120G,4101730005153,,,['Reber'],"['France', 'Allemagne']","['Zucker', 'Mandeln ', '36% im Marzipan', 'Kakaobutter', 'Vollmilchpulver', 'Haselnüsse ', '36% im Haselnuss-Nougat', 'Kakaomasse', 'Milch - zucker', 'Pistazien ', '3,596 im Pistazienmarzipan', 'Feuchthaltemittel ', 'Invertase', 'Glycerin', ' Emulgator Sonnenblumenlecithine', 'Alkohol', 'Rum', 'natürliches Aroma ', 'Rum', ' Kann Spuren von Weizen', 'Ei und Soja enthalten']",['E1103 - Invertase'],"['Gluten', 'Lait', 'Fruits à coque']",['Non végétalien'],4,?,515,2155 kj(515 kcal),"30,1","11,5","51,2","51,2","8,3","0,075","0,03",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,30.1 g,en quantité élevée,11.5 g,en quantité élevée,51.2 g,en quantité élevée,0.075 g,en faible quantité,,-3%,-2%,-6%,-34%,-2%,+8%,+41%,-51%,-51%,26,+7%,E,+7%,,,,,,,,['Contient du lait'],,,,,,
1610,Reber constanze Mozart-Kugeln 240g - 240g,4101730005160,240 g,,,['France'],[],,,[],,?,515,2155 kj(515 kcal),"30,1","11,5","51,2","51,2","8,3","0,075","0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Le moelleux aux noix - Patisserie les comtes de la marche - 1,4102280387133,1,,['Patisserie les comtes de la marche'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Bitburger Alkoholfrei Grapefruit,4102430059927,,,['Bitburger'],['France'],[],,,[],,?,31,130 kj(31 kcal),0,0,"7,8","5,2",0,"0,02","0,008",,,['Boissons'],,0 g,en faible quantité,0 g,en faible quantité,5.2 g,en quantité modérée,0.02 g,en faible quantité,,-45%,-46%,-100%,-100%,-31%,-45%,-100%,-52%,-52%,9,+17%,D,+17%,,,,,,,,,,,,,,
1613,Pils Bitburger Alkoholfrei,4102430061241,,,['Bitburger'],['France'],[],,,[],,?,33,138 kj(33 kcal),0,0,"7,8","4,4","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Bitburger Drive 33 CL 0 % Alkoholiton Olut,4102430315504,33 cl,,,['France'],[],,,[],,?,22,92 kj(22 kcal),0,0,"5,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,"""elsdorfer"" Lust&mehr Joghurt",4103840001926,,,,['France'],[],,,[],,?,124,519 kj(124 kcal),"4,3","2,8","18,2","16,6",3,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,YAOURT CERISE - Andechser Natur - 150g,4104060012174,150 g,,['Andechser Natur'],['France'],[],,,[],,?,124,519 kj(124 kcal),8,"5,5","10,4","9,7","2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,
1617,Lait de Chèvre Andechser nature - 1l,4104060026553,1 l,"['Brique', 'Tetrapak']",['Andechser'],['France'],[],,,[],,183,?,183 kj(44 kcal),"1,5",,"4,4",,"3,1",,,C,"Lait de Chèvre 1,5% MG","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits de chèvre', 'Laits UHT']",,1.5 g,en faible quantité,,,,,,,,,-22%,-46%,,-5%,,-3%,,,,,,,87.0%,0.0%,6.6%,4.6%,1.8%,0.0%,37,"['Bio', 'Bio européen', 'en:Bioland', 'DE-ÖKO-001']",['Natureo'],,,['DE BY117 EG'],,
1618,Yaourt Mangue-vanille a Boire - Andechser Natur,4104060027093,,,['Andechser Natur'],"['France', 'Allemagne']","[""[Yaourt à boire à la mangue et à la vanille au lait écrémé'"", '0,1% de matières grasses dans la partie lactée au lait écréme* 80%', 'purée de mangues* 7%', 'sucre de betterave*', 'eau', 'amidon natif de maïs', 'jus citron concentré', 'épaississant: farine de graines de caroube* extrait de vanille Bourbon* 0,04%', 'poudre de vanille Bourbon 0 01%']",['E410 - Gomme de caroube'],,[],4,?,57,238 kj(57 kcal),"0,1","0,06","11,1","10,6","2,8","0,1","0,04",D,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",,0.1 g,en faible quantité,0.06 g,en faible quantité,10.6 g,en quantité élevée,0.1 g,en faible quantité,,-21%,-22%,-93%,-94%,-2%,-1%,-3%,-6%,-6%,16,0%,E,0%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['Peu ou pas de matière grasse', 'Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans matière grasse']",,,,['DE BY-117 EG'],,
1619,"Andechser Natur Bio Trinkjoghurt Himbeere Lemon, H...",4104060028373,,,['Andechser natur'],"['France', 'Allemagne']",[],,,[],,?,59,247 kj(59 kcal),"0,1","0,05","11,4","10,9","2,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1620,"Bio Joghurt, Apfelstrudel Oma Gerti - Andechser natur - 500g",4104060028601,500g,['Glas'],['Andechser natur'],"['France', 'Allemagne']","['Jogurt mild*', 'Rübenzucker*', '7% Âpfel*', '2% Apfelsatt* aus Apfelsaftkonzentrat* 1% Rosinen*', 'native Maisstârke*', 'Verdickungsmittel: Johannisbrotkernmehl*', 'Karamellzuckersirup*', 'Zitronensaftkonzentrat*', 'Zimt*', 'Kardamom* *aus kontrolliert ôkologischem Landbau']",,,['Non végétalien'],4,?,101,423 kj(101 kcal),"3,1","1,9","14,5",14,"3,7","0,13","0,052",,,['Produits laitiers'],,3.1 g,en quantité modérée,1.9 g,en quantité modérée,14 g,en quantité élevée,0.13 g,en faible quantité,,-59%,-58%,-83%,-84%,+195%,+244%,-70%,-83%,-83%,3,-71%,C,-71%,,,,,,,,['Bio'],,,,,,
1621,Andechser Natur Bio ziegenreibekäse,4104060028663,,,['Andechser Natur'],['France'],"['Fromage de chèvre*', ""agent séparateur: fécule de maïs*  *ingrédients issus de l'agriculture biologique""]",,['Lait'],['Non végétalien'],3,?,371,1552 kj(371 kcal),31,20,"0,1","0,1",23,"1,275","0,51",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,31 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,1.27 g,en quantité modérée,,+13%,+13%,+17%,+12%,-92%,-87%,+13%,-2%,-2%,14,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Bio'],,,,,,
1622,"Andechser Natur Bio Kefir Mild Himbeere 1,5%, 500 g",4104060029202,,,['Andechser natur'],['France'],"['kéfir doux* à base de lait écrémé* purée de framboises* 8%', 'amidon natifdema15', ""qì\\Ssissa'nt•"", ' farine de graines de caroube*', 'jus de betterave jus de citron concentré*']",['E410 - Gomme de caroube'],,[],4,?,72,301 kj(72 kcal),"1,2","0,8","12,3","11,8","2,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1623,Königbacher Pils (6 canettes) - königsbacher - 6x33cl,4104390025080,6x33 cl,"['Métal', 'Canette']","['königsbacher', 'königsbacher brauerei']",['France'],"['Eau', ""malt d'orge"", 'extrait de houblon']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,B,Bières blondes,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Leader Price'],['Allemagne'],,"['EMB 40026312', 'Bas-Mauco (Landes, France)']",,
