,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,additives,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,palm_ingredients,ingredients_origins,manufacturing,brand_owner,producer_info,origin_detail
1757,Biscuit Bio P'tit nature - Bjorg,3229820769547,,,,['Bjorg'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,['France'],"['farine complète de blé* ', '78%', 'sucre de canne roux non raffiné* ', 'huile de tournesol oléique* ', '8,5%', ""poudre à lever : carbonates d'ammonium"", 'sel de mer non raffiné', 'arôme naturel de vanille', 'antioxydant : extrait de romarin*', "" Peut contenir des traces d'oeufs et lait"", "" *100% des ingrédients d'origine agricole ont été obtenus selon les règles de la production biologique""]",,[],4,,,,,,,,,?,,424,,1774 kj(424 kcal),,11,,"0,9",,72,,18,,"7,7",,"0,5",,"0,2",,,,,,,,"[""E503 - Carbonates d'ammonium"", 'E392 - Extrait de romarin']",,,,,,,,,,,,,,
1758,Le Sablé - Bjorg - 260g (2x130g),3229820784465,,260 g (2x130g),,['Bjorg'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['Bio', 'en:palm-oil-free']",,['France'],"['Beurre*', 'farine complète de blé* 27%', 'farine de blé*27%', ""sucre de canne* non raffiné 26%,jaunes d'?ufs* en poudre"", 'sel marin non raffiné', 'lait écrémé* en poudre', ' Peut contenir des traces de soja', 'graines de sésame,arachides et fruits à coque', ' * Ingrédients biologiques']",['Lait'],"['Sans huile de palme', 'Non végétalien']",3,25 g,en quantité élevée,15 g,en quantité élevée,27 g,en quantité élevée,0.3 g,en quantité modérée,?,,504,+3%,2109 kj(504 kcal),+2%,25,+7%,15,+8%,61,-3%,27,+6%,7,+13%,"0,3",-56%,"0,12",-56%,19,-13%,E,-13%,C,['Leclerc'],,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,
1759,Biscuit de son d'avoine saveur miel Gayelord Hauser - 150g,3229820786162,Biscuit diététique,150 g,['Boîte en carton'],['Gayelord Hauser'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', ""Biscuits à l'avoine"", 'Biscuits édulcorés']",,http://www.gayelord-hauser.fr,['France'],"[""Son d'avoine 62%"", ""fibre d'acacia"", 'agent de charge : maltitol', 'huile de colza', 'poudre de lait écrémé', 'œufs en poudre', 'protéines de lait', 'gluten de blé', 'émulsifiant : lécithine de tournesol', 'beurre concentré', ""poudres à lever : carbonate d'ammonium - carbonate acide de sodium"", 'sel', 'arôme miel']","['Gluten', 'Lait']",['Non végétalien'],4,13 g,en quantité modérée,2 g,en quantité modérée,3.1 g,en faible quantité,0.406 g,en quantité modérée,1582,-12%,379,-10%,1582 kj(379 kcal),-11%,13,-24%,2,-69%,39,-33%,"3,1",+37%,19,+138%,"0,406",-29%,"0,163",-29%,-4,-155%,A,-155%,C,['Hyper U'],"['E965 - Maltitol', 'E322i - Lécithine', ""E503i - Carbonate d'ammonium"", 'E500ii - Carbonate acide de sodium']",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
1760,Lentille carotte doy pack bjorg,3229820790145,,,,['Bjorg'],,"['Bio', 'Point Vert']",,['France'],"['Lentilles vertes* précuites 60%', 'carottes* précuites 38%', 'sel France www', 'bjCi']",,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"1,6",,"0,2",,13,,"1,1",,"7,3",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,
1761,Quinoa lentille doy pack bjorg,3229820790152,,,,['Bjorg'],,['Bio'],,['France'],"['Quinoa* précuit 48%', 'lentilles* précuites 30%', 'eau', 'huile de tournesol*', 'sel marin']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,156,,653 kj(156 kcal),,"3,4",,"0,7",,21,,"0,6",,"7,8",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,
1762,Bjorg fourrés framboise,3229820791401,Biscuits fourrés aux fruits saveur framboise,,,['Bjorg'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",['Bio'],,['France'],"['Farine semi-complète de blé* 40%', 'sucre de canne*non raffiné 27%', 'margarine* ', 'huile de tournesol*', 'beurre de cacao*', 'eau', 'émulsifiant : lécithines ', 'tournesol', ' acidifiant:acide citrique', 'concentré de framboises* ', 'équivalent à 7 % de framboises', 'sirop de blé*non raffiné 6%,miel*', 'eau', 'œufs* en poudre', 'acidifiant: acide citrique ', ' sel de mer', 'poudres à lever:carbonates de sodium', ""carbonates d'ammonium"", ' Peut contenir des traces de fruits à coque', 'de lait', 'de soja et de graines de sésame', ' *Ingrédients biologiques']",,['Non végétalien'],4,18 g,en quantité modérée,4.1 g,en quantité modérée,39 g,en quantité élevée,0.5 g,en quantité modérée,?,,461,-2%,1929 kj(461 kcal),-2%,18,-6%,"4,1",-52%,68,+2%,39,+18%,"5,3",-9%,"0,5",-10%,"0,2",-10%,19,-4%,E,-4%,C,,"['E322i - Lécithine', 'E330 - Acide citrique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
1763,Lot de 2 galettes riz choco lait bjorg,3229820792354,,,,['Bjorg'],,['Bio'],,['France'],"['Chocolat au lait* 59% ', 'sucre de beurre de cacao*', 'lait entier* en poudre', ""pâte de cacao'"", 'riz complet* Peut contenir des traces de graines de sésame et de soja', ' * Ingrédients biologiques']",['Graines de sésame'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,,?,,493,,2063 kj(493 kcal),,23,,14,,62,,27,,"7,8",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,
1764,Coq ailes herbes de provence - Maître Coq - 250g,3230890830266,,250 g,"['Sachet', 'Frais']",['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Ailes de poulet']","['Viande Française', 'Sans conservateurs', 'Volaille-francaise']",,['France'],"['Manchons de poulet ', 'origine : france', 'sel', 'amidon transformé de tapioca', 'maltodextrine ', 'poudre de tomate', 'herbes de provence', 'plantes aromatiques', 'sucre', ""poudres d'ail et d'oignon"", 'arômes naturels', 'extrait de curcuma', 'poivre', ""109g de manchons de poulet et 0,4g d'herbes de provence mis en oeuvre pour 100g de coq'ailes""]",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,12 g,en quantité modérée,3.6 g,en quantité modérée,0 g,en faible quantité,1.3 g,en quantité modérée,884,+12%,?,,884 kj(211 kcal),+8%,12,0%,"3,6",+9%,"3,9",+49%,0,-100%,22,+16%,"1,3",-3%,"0,52",-3%,5,-30%,C,-30%,C,,"['E14XX - Amidons modifiés', 'E100 - Curcumine']",83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,,,ARRIVE Chavagnes,
1765,Tortellini Parmesan Basilic - Lustucru - 250g e,3240931531007,,250 g e,"['Sachet', 'Plastique', 'Sous atmosphère protectrice', 'Frais']",['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Réfrigérés', 'Plats préparés réfrigérés', 'Tortellini']",,,['France'],"['Farce : 50% ', 'ricotta ', 'lactoserum', 'lait', 'sel', ""correcteurs d'acidité : acide citrique"", 'acide lactique', ' 12%', 'fromage frais 11%', 'flocons de pomme de terre ', 'pommes de terre déshydratées', ""émulsifiant : mono et diglycérides d'acides gras"", 'anti-oxydant : acide ascorbique', 'épice : curcuma', 'eau', 'semoule de blé dur', 'Parmesan AOP 3,4%', 'basilic 2,5%', 'huile de colza', 'beurre concentré', 'sel', 'amidon transformé', 'ail', 'arômes', 'Pâte 52 % : ', 'semoule de blé dur', 'œufs frais 10', '5 %', 'eau']","['Œufs', 'Gluten', 'Lait', 'Basilic', 'Basilic']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,6.1 g,en quantité modérée,3.2 g,en quantité modérée,1.3 g,en faible quantité,1.2 g,en quantité modérée,?,,239,-6%,1000 kj(239 kcal),-5%,"6,1",-14%,"3,2",+6%,36,0%,"1,3",-53%,"9,3",-3%,"1,2",+5%,"0,48",+5%,5,-22%,C,-22%,,['Carrefour'],"['E330 - Acide citrique', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']",,,,,,,,,,,,,,
1766,"Tortilla, Omelette à la Pomme de Terre, Jambon - Lustucru Sélection - 450g (3-4Pers.)",3240931539157,"Omelette cuite garnie de pommes de terre, de jambon cuit et d'oignons cuisinés",450 g (3-4 Pers.),"['Barquette et opercule plastique à jeter', 'Etui carton à recycler', 'Plastic']",['Lustucru Sélection'],"['Plats préparés', 'Frais', 'Plats préparés frais', 'Omelettes de pommes de terre']","['Point Vert', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2014"", 'Eco-Emballages']",http://www.lustucru-selection.fr/produits/nos-produits-elus-saveur1/produitssaveursdelannee/tortilla-jambon.html,['France'],"['Pommes de terre 41 %', 'œufs pasteurisés 31 % ', 'œufs', 'sel', 'acidifiant : acide citrique', 'conservateurs : sorbate de potassium et benzoate de sodium', 'jambon cuit de qualité supérieure ', 'jambon de porc', 'eau', 'arômes', 'sel', 'dextrose', 'conservateur : nitrite de sodium', '11 %', 'oignons frits ', 'oignons', ""huile d'olive"", 'sel', 'jus de citron', '11 %,huile de tournesol', ""huile d'olive"", 'épaississants : carraghénannes', 'xanthane et caroube']",['Œufs'],"['Non végétalien', 'Non végétarien']",4,7.7 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en faible quantité,1 g,en quantité modérée,583,-10%,?,,583 kj(139 kcal),-12%,"7,7",-18%,"1,2",-32%,10,-15%,"1,2",+27%,"6,6",+26%,1,-7%,"0,4",-7%,2,-47%,B,-47%,B,['Banque alimentaire'],"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,['ES 26.5665/M CE'],,,['Espagne'],,,
1767,Dolce Pizza - Vesuvio - Sodebo - 400g,3242272348054,"Pizza : mozzarella, chiffonnade de jambon, salamella piccante",400 g,"['Sous-vide', 'Carton']","['Sodebo', 'Dolce']","['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas au jambon', 'Pizza au jambon', 'Pizza jambon fromage']","['Expérimentation Nutriscore', 'Experimentation Etiquetage Nutritionnel 2016', 'Expérimentation NutriScore 0']",http://www.sodebo.com/fr/produits-frais/pizzas/dolce-pizza/dolce-pizza-vesuvio,"['France', 'Suisse']","['Garniture 61% : sauce tomate 32% ', 'purée de tomate', 'eau', 'farine de blé', 'sel', 'amidon de maïs', 'mozzarella 26%', 'chiffonnade de jambon cuit standard 24% ', 'jambon de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'stabilisant : E451', 'arômes naturels', 'gélifiant : E407', 'lactose', 'bouillon de porc', 'antioxydant : E316', 'conservateur : E250', 'ferments', 'salamella piccante 11% ', 'viande de porc', 'sel', 'lait écrémé en poudre', 'arômes naturels', 'dextrose', 'épices', 'antioxydant : E300', 'conservateurs : E252', 'E250', 'olives noires avec noyau ', 'stabilisant : E579', 'roquette 0,6%', 'basilic et origan', '\rPourcentages exprimés sur la garniture', '\r Pâte 39% : farine de blé', 'eau', 'levure boulangère', 'sel', 'farine de blé malté']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,8.4 g,en quantité modérée,4.4 g,en quantité modérée,2.2 g,en faible quantité,1.8 g,en quantité élevée,933,+3%,?,,933 kj(223 kcal),+2%,"8,4",+19%,"4,4",+27%,22,-16%,"2,2",-18%,13,+24%,"1,8",+31%,"0,72",+31%,13,+94%,D,+94%,C,"['Géant', 'Casino']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E579 - Gluconate de fer']",65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,,,,,,,
1768,La Pizz - Jambon Champignons de Paris - Sodebo - 470g,3242272502050,Pizza pâte fine garnie de jambon cuit standard et de champignons de Paris,470 g,"['Film', 'Plastique']","['Sodebo', 'la pizz']","['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas au jambon', 'Pizza au jambon']",['Nutriscore'],,['France'],"['Garniture 59% : sauce tomate ', 'purée de tomate', 'eau', 'farine de blé', 'sel', 'huile d’olive', 'amidon de maïs', 'emmental', 'jambon cuit standard 19% ', 'jambon de porc', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'stabilisant : E451', 'gélifiant : E407', 'lactose', 'arôme naturel', 'bouillon de porc', 'antioxydant : E316', 'conservateur : E250', 'ferments', 'champignons de Paris 15% ', 'champignon', 'extrait naturel de champignon', 'olives noires avec noyau ', 'stabilisant : E579', 'basilic et origan', 'Pourcentages exprimés sur la garniture', '\r Pâte 41% : farine de blé', 'eau', 'levure boulangère', 'sel']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.7 g,en quantité modérée,2.7 g,en quantité modérée,2.2 g,en faible quantité,1.4 g,en quantité modérée,752,-17%,?,,752 kj(180 kcal),-17%,"4,7",-34%,"2,7",-22%,24,-8%,"2,2",-18%,"8,7",-17%,"1,4",+2%,"0,56",+2%,3,-55%,C,-55%,C,"['Cora', 'Magasins U']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E579 - Gluconate de fer']",65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,,,,,,,
1769,J'ai envie d'un Suédois - Bacon grillé Cheddar - Sodebo - 135     g,3242272890553,Sandwich au pain nordique garni de bacon cuit fumé et de bacon cuit grillé fumé,135     g,"['Plastique', 'Barquette']","['Sodebo', ""j'ai envie d'un...suedois""]","['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au bacon', 'Sandwichs polaires']",,http://www.sodebo.fr/produits-frais/sandwiches/suedois/sandwich-suedois-bacon,['France'],"['Pain suédois farines 56% : ', 'blé', 'seigle', 'blé malté', 'eau', 'sucre', 'huile de colza', 'levure boulangère', 'sirop de glucose', 'sel', ""vinaigre d'alcool"", 'levain de seigle dévitalisé', 'germes de blé', ""farine d'orge maltée toastée"", 'gluten de blé', 'protéines de blé', 'Garniture 44% : bacon grillé fumé 35%', 'viande de porc', 'sel', 'dextrose', 'sucre', 'conservateur: E250', ""extrait d'épice"", 'antioxydant: E301,fumée', 'sauce au yaourt ', 'yaourt 0% de matières grasses', 'huile de colza', 'eau', ""jaune d'oeuf"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'amidon de maïs', 'semoule de blé dur', ""vinaigre d'alcool"", 'sel', 'oignon', 'poivre', 'cheddar fondu 21% ', 'cheddar 10%', 'eau', 'amidon modifié de pomme de terre', 'beurre', 'protéines de lait', 'sels de fonte : E331', 'sel', 'colorant : extrait de paprika', 'salade', ' ', '% exprimés sur la garniture', 'Ce produit peut contenir des traces de poisson et de soja', ' Porc: Origine UE', 'Ne pas congeler ce produit']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,14 g,en quantité modérée,4.7 g,en quantité modérée,7.6 g,en quantité modérée,1.5 g,en quantité modérée,1300,+30%,?,,1300 kj(311 kcal),+32%,14,+36%,"4,7",+80%,33,+38%,"7,6",+125%,12,+13%,"1,5",+13%,"0,6",+13%,12,+97%,D,+97%,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E160c - Extrait de paprika']",,,,,,,,,,,,,,
1770,Moelleux tout chocolat - Le Ster - 30g,3243610097566,,30 g,"['Sachet', 'Plastique']",['Le Ster'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']","['Sans conservateurs', 'en:palm-oil-free']",,['France'],"['Gâteau 81,7% : œufs frais 22,4%', 'huile de colza', 'farine de blé 15%', 'sucre', 'chocolat 11% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sirop de glucose-fructose', 'stabilisant : glycérol', 'cacao maigre en poudre 4,2%', 'lait écrémé en poudre', 'arôme naturel', 'amidons ', 'dont blé', 'poudres à lever : diphosphate - carbonates de sodium', 'sel', 'arôme naturel de cacao', 'épaississants : gomme guar - gomme xanthane', 'acidifiant : acide citrique', 'arôme naturel de vanille', '\rFourrage chocolat 18,3% : sucre', 'eau', 'sirop de glucose-fructose', 'huile végétale ', 'huile de colza', 'émulsifiants : E471 - E322', 'chocolat 10% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'sirop de glucose-fructose', 'émulsifiant : lécithine de soja', 'stabilisant : glycérol', 'lait écrémé concentré sucré ', 'lait écrémé', 'sucre', 'amidon modifié', 'noisettes', 'arôme naturel de cacao', 'épaississant : carraghénanes']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien']",4,23 g,en quantité élevée,4.5 g,en quantité modérée,32.5 g,en quantité élevée,0.73 g,en quantité modérée,?,,434,-1%,1816 kj(434 kcal),-1%,23,-3%,"4,5",-43%,53,+8%,"32,5",+6%,6,+4%,"0,73",+40%,"0,292",+40%,19,+3%,E,+3%,D,,"['E322i - Lécithine', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,,,,
1771,4 yaourts brassés nature - Monoprix - 500g,3248652720717,,500 g,"['Carton', 'Plastique']",['Monoprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts brassés nature']",,,['France'],"['Lait entier - poudre de lait écrémé', 'ferments lactiques ', 'dont lait']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.4 g,en quantité modérée,2.3 g,en quantité modérée,4.1 g,en faible quantité,0.15 g,en faible quantité,265,-16%,63,-21%,265 kj(63 kcal),-19%,"3,4",-27%,"2,3",-24%,"4,1",-13%,"4,1",-7%,"4,1",+2%,"0,15",+24%,"0,06",+24%,0,-100%,B,-100%,,['Monoprix'],,,,,,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,
1772,Briquettes Jus D'orange 6 X 20 cl - Paquito,3250390031048,,6 x 20 cl,,['Paquito'],['Boissons'],,,['France'],[],,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,9.6 g,en quantité élevée,0.1 g,en faible quantité,?,,47,-16%,197 kj(47 kcal),-18%,"0,3",-14%,"0,1",-15%,"10,5",-7%,"9,6",+2%,"1,1",+122%,"0,1",+141%,"0,04",+141%,14,+83%,E,+83%,,['Intermarché'],,,,,,,,,,,,,,,
1773,Chabrior Snack Fruit Frai,3250390104612,,,,['Chabrior'],,,,['France'],"['SUcre', 'farine de blé 22% ', 'France ', 'sirop de glucose', 'huile de colza', 'œufs frais 13,5% ', 'UE', 'stabilisant: glycérol', 'purée de fraise 6% ', 'UE /hors UE', 'poudres à lever: diphosphates - carbonates de sodium', ""émulsifiant: mono - et diglycérides d'acides gras"", 'sel', ""Correcteurs d'acidité:adide citrique-citrates de calcium"", 'gélifiant: pectines', 'arôme', 'jus concentré de carotte pourpre']","['Œufs', 'Gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,402,,1682 kj(402 kcal),,"16,6",,"1,7",,"58,2",,"37,5",,"3,9",,"0,95",,"0,38",,,,,,,['Intermarché'],"['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E440 - Pectines']",,,,,,,,,,,,,,
1774,La Viande Hachée (15 % MG) - Pur Bœuf - Jean roze - 400g,3250390303237,Viande hachée,400 g,"['Frais', 'Barquette', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice', 'Frais']",['Jean roze'],"['Viandes', 'Bœuf', 'Frais', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais', 'Boeuf haché']","['Labels de distributeurs', 'Viande-francaise', '100% muscle', 'Point Vert', 'Pur bœuf', 'Sélection Intermarché', 'Viande-bovine-francaise', 'Eco-Emballages', 'Elaboré en France']",,['France'],"[""Pure viande bovine d'origine France""]",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,15 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,206,+25%,862 kj(206 kcal),+24%,15,+47%,"6,9",+63%,?,,"0,5",+279%,19,-3%,0,-100%,0,-100%,3,+142%,C,+142%,E,['Intermarché'],,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,"['France', 'Viande Bovine']","[""Société Vitréenne d'Abattage - SVA Jean Rozé [Filiale ITM Entreprises (Groupement Les Mousquetaires)] - Rue Victor Baltard - 35500 Vitré"", 'Ille-et-Vilaine', 'Bretagne', 'France']",,,
1775,Chorizo fort - Itinéraire des Saveurs - 100g,3250390305224,Chorizo espagnol fort,100 g,"['Barquette', 'Plastique', 'Frais']",['Itinéraire des Saveurs'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']","['Labels de distributeurs', ""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'Fabriqué en Espagne', 'Nutriscore', 'Nutriscore E', 'Sélection Intermarché']",,['France'],"['Viande de porc', 'sel', 'piment', 'lait en poudre', 'dextrose', 'épice ', ' antioxydant : érythorbate de sodium ', ' conservateurs : nitrite de sodium', 'nitrate de potassium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,25.3 g,en quantité élevée,9.1 g,en quantité élevée,0.6 g,en faible quantité,3.89 g,en quantité élevée,?,,325,-20%,1360 kj(325 kcal),-20%,"25,3",-26%,"9,1",-29%,"1,3",-55%,"0,6",-66%,23,+0%,"3,89",+4%,"1,556",+4%,23,-3%,E,-3%,D,['Intermarché'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,"['FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",,['Espagne'],,,,
