,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,packaging,manufacturing,traceability_code,ingredients_origins,link,palm_ingredients
915,Pain pur epeautre 1kg moule entier - Boulangerie de l'hermitage - 1kg,3760042680086,Pain pur epeautre 1kg moule entier,1 kg,"[""Boulangerie de l'hermitage"", 'Pain pur epeautre 1kg moule entier']",['France'],"['It Epeautre*', '42,08%', 'Eau ', '37,13%', 'Levain de Petit Epeautre*', '20%', 'Sel ', '0,79%']",[],1018,243.3,1018 kj(243 kcal),2,1,45,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
916,Pain petit epeautre 2kg emb tranche - Boulangerie de l'hermitage - 2kg,3760042680178,Pain petit epeautre 2kg emb tranche,2 kg,"[""Boulangerie de l'hermitage"", 'Pain petit epeautre 2kg emb tranche']",['France'],"['Farine de PETIT EPEAUTRE*', '42,08%', 'Eau ', '37', '13%', 'Levain de PETIT EPEAUTRE*', '20%', 'Sel ', '0,79%']",[],1018,243.3,1018 kj(243 kcal),2,1,45,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
917,Pain epeautre 3 kg long entier - Boulangerie de l'hermitage,3760042680321,Pain epeautre 3 kg long entier,3 kg,"[""Boulangerie de l'hermitage"", 'Pain epeautre 3kg long entier']",['France'],"['ND EPEAUTRE*', '47,07%', 'Eau ', '32,13%', 'Levain de BLE*', '20%', 'Sel ', '0,8%']",[],1100,262.9,1100 kj(262 kcal),1,1,51,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
918,Pain integral 3kg long entier - Boulangerie de l'hermitage - 3kg,3760042680383,Pain integral 3kg long entier,3 kg,"[""Boulangerie de l'hermitage"", 'Pain integral 3 kg long entier']",['France'],"['Farine intégrale de Blé T150*', '47,94%', 'Eau ', '34,49%', ',Levain de Blé*', '16,77%', 'Sel ', '0,8%']",[],940,224.7,940 kj(224 kcal),2,1,42,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
919,Pain integral 250g long emb tranche - Boulangerie de l'hermitage - 250g,3760042680239,Pain integral 250g long emb tranche,250 g,"[""Boulangerie de l'hermitage"", 'Pain integral 250g long emb tranche']",['France'],"['Ale de Blé T150*', '47,94%', 'Eau ', '34,49%', ',Levain de Blé*', '16,77%', 'Sel ', '0,8%']",[],940,224.7,940 kj(224 kcal),2,1,43,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
920,Pain integral 250g long entier - Boulangerie de l'hermitage - 250g,3760042680222,Pain integral 250g long entier,250 g,"[""Boulangerie de l'hermitage"", 'Pain integral 250g long entier']",['France'],"['Ale de Blé T150*', '47,94%', 'Eau ', '34,49%', ',Levain de Blé*', '16,77%', 'Sel ', '0,8%']",[],940,224.7,940 kj(224 kcal),2,1,43,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
921,Pain olive 2kg long emb tranche - Boulangerie de l'hermitage - 2kg,3760042680055,Pain olive 2kg long emb tranche,2 kg,"[""Boulangerie de l'hermitage"", 'Pain olive 2kg lond emb tranche']",['France'],"['Blé T110*', '39,41%', 'Olives Noires*', '23,13%', 'Eau ', '22,95%', 'Levain de Blé*', '14%', ',sel ', '0,51%']",[],"1163,2",278,"1163,2 kj(278 kcal)",9,1,38,1,8,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
922,Pain olive 2kg long entier - Boulangerie de l'hermitage - 2kg,3760042680048,Pain olive 2kg long entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain olive 2kg lond entier']",['France'],"['Blé T110*', '39,41%', 'Olives Noires*', '23,13%', 'Eau ', '22,95%', 'Levain de Blé*', '14%', ',sel ', '0,51%']",[],"1163,2",278,"1163,2 kj(278 kcal)",9,1,38,1,8,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
923,Pain epeautre 250g long emb tranche - Boulangerie de l'hermitage - 250g,3760042680253,Pain epeautre 250g long emb tranche,250 g,"[""Boulangerie de l'hermitage"", 'Pain epeautre 250g long emb tranche']",['France'],"['Nd Epeautre*', '47,07%', 'Eau ', '32,13%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1100,262.9,1100 kj(262 kcal),2,1,51,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
924,Pain kamut 250g long emb tranche - Boulangerie de l'hermitage - 250g,3760042680215,Pain kamut 250g long emb tranche,250 g,"[""Boulangerie de l'hermitage"", 'Pain kamut 250g long emb tranche']",['France'],"['Lé T110*', '6,07%', 'Eau ', '37,13%', ' Gluten de Blé*', '0,98%', 'Levain de Blé*', '14,92%', 'Sel ', '0,8%']",[],1033,246.9,1033 kj(246 kcal),2,1,41,2,16,1,"0,4",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
925,Pain champetre 1 kg long emb tranche - Boulangerie de l'hermitage,3760042680017,Pain champetre 1 kg long emb tranche,1 kg,"[""Boulangerie de l'hermitage"", 'Pain champêtre 1 kg long emb tranche']",['France'],"['Mélange de Farine de Blé*', 'seigle*', 'avoine*', 'sarrasin*', 'millet*', 'lin brun*', 'sésame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange de graines et flocons*', '0,31%', ',Eau ', '32,64%', 'Levain de Blé*', '19,94%', 'Sel ', '0,8%']",[],"1179,9",282,"1179,9 kj(282 kcal)",5,1,48,1,10,1,"0,4","['Gluten', 'Avoine', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
926,Pain Rustique Rond 1 kg Emb Tranché - Boulangerie de l'hermitage,3760299411693,Pain Rustique Rond 1 kg Emb Tranché,1 kg,"[""Boulangerie de l'hermitage""]",['France'],[],[],1012,241.9,1012 kj(241 kcal),1,0,43,1,14,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
927,Pain cereales 250g long emb tranche - Boulangerie de l'hermitage - 250g,3760042680277,Pain cereales 250g long emb tranche,250 g,"[""Boulangerie de l'hermitage"", 'Pain cereales 250g long emb tranche']",['France'],"['Rine de Blé*', 'seigle*,sarrasin*', 'millet* lin* lin brun*', 'sésame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange graines*', '0,31%', 'Eau ', '32,64%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1083,258.8,1083 kj(258 kcal),4,1,47,1,9,1,"0,4","['Gluten', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
928,Pain blanc 3kg long entier - Boulangerie de l'hermitage - 3kg,3760042680406,Pain blanc 3kg long entier,3 kg,"[""Boulangerie de l'hermitage"", 'Pain blanc 3kg long entier']",['France'],"['E de BLE T65*', '47,07%', 'Eau ', '32,13%', 'Levain de BLE*', '20%', 'Sel ', '0,8%']",[],1148,274.4,1148 kj(274 kcal),2,1,54,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
929,Pain noix 2kg long emb tranche - Boulangerie de l'hermitage - 2kg,3760042680116,Pain noix 2kg long emb tranche,2 kg,"[""Boulangerie de l'hermitage"", 'Pain noix 2kg long emb tranche']",['France'],"['T110*', '34,91%', 'Cerneaux de Noix*', '21,01%', 'Eau ', '24,29%', 'Levain de Blé*', '14,91%', 'Graisse végétale*', 'sans huile de palme', ' ', '4,08%', 'Sel ', '0,8%']","[""Pourrait contenir de l'huile de palme""]",1148,274.4,1148 kj(274 kcal),22,4,26,1,11,1,"0,4","['Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
930,Pain integral 3kg long tranche - Boulangerie de l'hermitage - 3kg,3760042680390,Pain integral 3kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain integral 3kg long tranche']",['France'],"['Ale de Blé T150*', '47,94%', 'Eau ', '34,49%', ',Levain de Blé*', '16,77%', 'Sel ', '0,8%']",[],940,224.7,940 kj(224 kcal),2,1,42,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
931,Pur petit epeautre 400 gr emballe tranche - Boulangerie de l'hermitage - 400g,3760299411655,Pur petit epeautre 400 gr emballe tranche,400 g,"[""Boulangerie de l'hermitage""]",['France'],[],[],1018,243.3,1018 kj(243 kcal),2,0,46,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Pain champetre 1 kg long entier - Boulangerie de l'hermitage,3760042680000,Pain champetre 1 kg long entier,1 kg,"[""Boulangerie de l'hermitage"", 'Pain champetre 1kg long entier']",['France'],"['Mélange de Farine de Blé*', 'seigle*', 'avoine*', 'sarrasin*', 'millet*', 'lin brun*', 'sésame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange de graines et flocons*', '0,31%', ',Eau ', '32,64%', 'Levain de Blé*', '19,94%', 'Sel ', '0,8%']",[],1153,275.6,1153 kj(275 kcal),5,1,48,1,10,1,"0,4","['Gluten', 'Avoine', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
933,Pain noix 2kg long entier - Boulangerie de l'hermitage - 2kg,3760042680109,Pain noix 2kg long entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain noix 2kg long entier']",['France'],"['T110*', '34,91%', 'Cerneaux de Noix*', '21,01%', 'Eau ', '24,29%', 'Levain de Blé*', '14,91%', 'Graisse végétale*', 'sans huile de palme', ' ', '4,08%', 'Sel ', '0,8%']","[""Pourrait contenir de l'huile de palme""]",1448,346.1,1448 kj(346 kcal),22,4,26,1,11,1,"0,4","['Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
934,Pain epeautre 250g long entier - Boulangerie de l'hermitage - 250g,3760042680246,Pain epeautre 250g long entier,250 g,"[""Boulangerie de l'hermitage"", 'Pain epeautre 250g long entier']",['France'],"['Nd Epeautre*', '47,07%', 'Eau ', '32,13%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1100,262.9,1100 kj(262 kcal),2,1,51,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
935,Pain champetre 2 kg long entier - Boulangerie de l'hermitage,3760042680024,Pain champetre 2 kg long entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain champetre 2kg long entier']",['France'],"['In brun*', 'sésame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange de graines et flocons*', '0,31%', ',Eau ', '32,64%', 'Levain de Blé*', '19,94%', 'Sel ', '0,8%']",[],"1179,9",282,"1179,9 kj(282 kcal)",5,1,48,1,10,1,"0,4","['Gluten', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Pain petit epeautre 2kg entier - Boulangerie de l'hermitage - 2kg,3760042680161,Pain petit epeautre 2kg entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain petit epeautre 2kg entier']",['France'],"['Farine de PETIT EPEAUTRE*', '42,08%', 'Eau ', '37', '13%', 'Levain de PETIT EPEAUTRE*', '20%', 'Sel ', '0,79%']",[],1018,243.3,1018 kj(243 kcal),2,1,45,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
937,Pain focaccia 1kg moule emb tranche - Boulangerie de l'hermitage - 1kg,3760042680154,Pain focaccia 1kg moule emb tranche,1 kg,"[""Boulangerie de l'hermitage"", 'Pain focaccia 1kg moule emb tranche']",['France'],"['T110*', '42,28%', 'Eau ', '38,05%', 'Levain de Blé*', '10,59%', ""Huile d'olive* "", '8,45%', 'Sel ', '0,4%', 'Origan*', '0,23%']",[],1047,250.2,1047 kj(250 kcal),6,1,36,1,13,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
938,Pain blanc 3kg long tranche - Boulangerie de l'hermitage - 3kg,3760042680413,Pain blanc 3kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain blanc 3kg long tranche']",['France'],"['E de Blé T65*', '47,07%', 'Eau ', '32,13%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1148,274.4,1148 kj(274 kcal),2,1,54,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
939,Pain bis 250g long entier - Boulangerie de l'hermitage - 250g,3760042680185,Pain bis 250g long entier,250 g,"[""Boulangerie de l'hermitage"", 'Pain bis 250g long entier']",['France'],"['Levain de Blé*', '20%', 'Sel ', '0,8%']",['Sans huile de palme'],996,238,996 kj(238 kcal),2,1,46,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
940,Pain focaccia 1 kg moule entier - Boulangerie de l'hermitage,3760042680147,Pain focaccia 1 kg moule entier,1 kg,"[""Boulangerie de l'hermitage"", 'Pain focaccia 1 kg moule entier']",['France'],"['T110*', '42,28%', 'Eau ', '38,05%', 'Levain de Blé*', '10,59%', ""Huile d'olive* "", '8,45%', 'Sel ', '0,4%', 'Origan*', '0,23%']",[],1047,250.2,1047 kj(250 kcal),6,1,36,1,13,1,"0,4","['Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
941,Pain kamut 3kg long entier - Boulangerie de l'hermitage - 3kg,3760042680345,Pain kamut 3kg long entier,3 kg,"[""Boulangerie de l'hermitage"", 'Pain kamut 3 kg long entier']",['France'],"['RAZAN*', '40,1%', 'Farine de BLE T110*', '6,07%', 'Eau ', '37,13%', ' Gluten de BLE*', '0,98%', 'Levain de BLE*', '14,92%', 'Sel ', '0,8%']",[],1033,246.9,1033 kj(246 kcal),2,1,41,2,16,1,"0,4",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
942,Pain Rustique Rond 500 g Emb - Boulangerie de l'hermitage,3760299411662,Pain Rustique Rond 500 g Emb,500 g,"[""Boulangerie de l'hermitage""]",['France'],[],[],1012,241.9,1012 kj(241 kcal),1,0,43,1,14,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Pain bis 3 kg long tranche - Boulangerie de l'hermitage,3760042680314,Pain bis 3 kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain bis 3 kg long tranche']",['France'],"['T110*', '47,17%', 'Eau ', '32,03%', 'Levain de BLE*', '20%', 'Sel ', '0,8%']",[],996,238,996 kj(238 kcal),1,1,46,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
944,Pain bis 3 kg long entier - Boulangerie de l'hermitage,3760042680307,Pain bis 3 kg long entier,3 kg,"[""Boulangerie de l'hermitage"", 'Pain bis 3 kg long entier']",['France'],"['T110*', '47,17%', 'Eau ', '32,03%', 'Levain de BLE*', '20%', 'Sel']",[],996,238,996 kj(238 kcal),2,1,46,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
945,Pain cereales 250g long entier - Boulangerie de l'hermitage - 250g,3760042680260,Pain cereales 250g long entier,250 g,"[""Boulangerie de l'hermitage"", 'Pain cereales 250g long entier']",['France'],"['Rine de Blé*', 'seigle*,sarrasin*', 'millet* lin* lin brun*', 'sésame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange graines*', '0,31%', 'Eau ', '32,64%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1083,258.8,1083 kj(258 kcal),4,1,47,1,9,1,"0,4","['Gluten', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
946,Pain cereales 500 rond entier - Boulangerie de l'hermitage - 500g,3760299410580,Pain cereales 500 rond entier,500 g,"[""Boulangerie de l'hermitage"", 'Pain cereales 500 rond entier']",['France'],"['Mélange de Farine de Blé*', 'seigle*,sarrasin*', 'millet* lin* lin brun*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange graines*', '0,31%', 'Eau ', '32,64%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1083,258.8,1083 kj(258 kcal),3,1,47,1,5,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
947,Pain champetre 2 kg long emb tranche - Boulangerie de l'hermitage,3760042680031,Pain champetre 2 kg long emb tranche,2 kg,"[""Boulangerie de l'hermitage"", 'Pain champetre 2 kg long emb tranche']",['France'],"['Ame*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange de graines et flocons*', '0,31%', ',Eau ', '32,64%', 'Levain de Blé*', '19,94%', 'Sel ', '0,8%']",[],"1179,9",282,"1179,9 kj(282 kcal)",5,1,48,1,10,1,"0,4","['Gluten', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
948,Pain pur epeautre 1kg moule emb tranche - Boulangerie de l'hermitage - 1kg,3760042680093,Pain pur epeautre 1kg moule emb tranche,1 kg,"[""Boulangerie de l'hermitage"", 'Pain pur epeautre 1kg moule emb tranche']",['France'],"['It Epeautre*', '42,08%', 'Eau ', '37,13%', 'Levain de Petit Epeautre*', '20%', 'Sel ', '0,79%']",[],1018,243.3,1018 kj(243 kcal),2,1,46,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
949,Pain bis 250g long emb tranche - Boulangerie de l'hermitage - 250g,3760042680192,Pain bis 250g long emb tranche,250 g,"[""Boulangerie de l'hermitage"", 'Pain bis 250g long emb tranche']",['France'],"['T110*', '47,17%', 'Eau ', '32,03%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],996,238,996 kj(238 kcal),2,1,47,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
950,Pain kamut 3kg long tranche - Boulangerie de l'hermitage - 3kg,3760042680352,Pain kamut 3kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain kamut 3 kg long tranche']",['France'],"['RAZAN*', '40,1%', 'Farine de BLE T110*', '6,07%', 'Eau ', '37,13%', ' Gluten de BLE*', '0,98%', 'Levain de BLE*', '14,92%', 'Sel ', '0,8%']",[],1033,246.9,1033 kj(246 kcal),2,1,41,2,16,1,"0,4",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
951,Pain epeautre 3 kg long tranche - Boulangerie de l'hermitage,3760042680338,Pain epeautre 3 kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain epeautre 3kg long tranche']",['France'],"['ND EPEAUTRE*', '47,07%', 'Eau ', '32,13%', 'Levain de BLE*', '20%', 'Sel ', '0,8%']",[],1100,262.9,1100 kj(262 kcal),1,1,51,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
952,Pain bis 500gr moule tranche - Boulangerie de l'hermitage - 500g,3760299410016,Pain bis 500gr moule tranche,500 g,"[""Boulangerie de l'hermitage"", 'Pain bis 500gr moule tranche']",['France'],"['Farine de BLE* T110 ', '47', '17%', 'Eau ', '32', '03%', 'Levain de BLE ', '20%', 'Sel ', '0', '8%']",[],996,238,996 kj(238 kcal),2,1,46,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
953,Pain kamut 250g long entier - Boulangerie de l'hermitage - 250g,3760042680208,Pain kamut 250g long entier,250 g,"[""Boulangerie de l'hermitage"", 'Pain kamut 250gr long entier']",['France'],"['Rasan*', '40,1%', 'Farine de Blé T110*', '6,07%', 'Eau ', '37,13%', ' Gluten de Blé*', '0,98%', 'Levain de Blé*', '14,92%', 'Sel ', '0,8%']",[],1033,246.9,1033 kj(246 kcal),2,1,41,2,16,1,"0,4",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
954,Pain mesange 500gr moule entier - Boulangerie de l'hermitage - 500g,3760299411785,Pain mesange 500gr moule entier,500 g,"[""Boulangerie de l'hermitage"", 'Pain mesange 500gr moule entier']",['France'],"['Farine de Blé T110*', '36,77%', 'Eau ', '40,44%', 'Levain de Blé*', '14,70%', 'Sel ', '0,74%', 'Mélanges de graines* ', '7,34%']",[],975,233,975 kj(233 kcal),4,1,39,2,8,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
955,Pain gaulois 500gr moule tranche - Boulangerie de l'hermitage - 500g,3760299411815,Pain gaulois 500gr moule tranche,500 g,"[""Boulangerie de l'hermitage"", 'Pain gaulois 500gr moule tranche']",['France'],"['Farine de Blé T110*', '31,05%', 'Far de sarrasin ', '9,33%', 'Eau ', '40,365%', 'Levain de Blé*', '12,43%', 'Sel ', '0,62%', 'Mélanges de graines* ', '6,21%']",[],1019,243.5,1019 kj(243 kcal),4,1,44,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
956,Pain mesange 1 kg moule tranche - Boulangerie de l'hermitage,3760299411839,Pain mesange 1 kg moule tranche,1 kg,"[""Boulangerie de l'hermitage"", 'Pain mesange 1 kg moule tranche']",['France'],"['T110*', '36,77%', 'Eau ', '40,44%', 'Levain de Blé*', '14,70%', 'Sel ', '0,74%', 'Mélanges de graines* ', '7,34%']",[],975,233,975 kj(233 kcal),4,1,39,2,8,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
957,Pain gaulois 1 kg moule tranche - Boulangerie de l'hermitage,3760299411853,Pain gaulois 1 kg moule tranche,1 kg,"[""Boulangerie de l'hermitage"", 'Pain gaulois 1 kg moule tranche']",['France'],"['T110*', '31,05%', 'Far de sarrasin ', '9,33%', 'Eau ', '40,365%', 'Levain de Blé*', '12,43%', 'Sel ', '0,62%', 'Mélanges de graines* ', '6,21%']",[],1019,243.5,1019 kj(243 kcal),4,1,44,2,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
958,Pain cereales 3 kg long tranche - Boulangerie de l'hermitage,3760042680376,Pain cereales 3 kg long tranche,3 kg,"[""Boulangerie de l'hermitage"", 'Pain cereales 3kg long tranche']",['France'],"['Rine de BLE*', 'SEIGLE*,SARRASIN*', 'MILLET* LIN* LIN BRUN*', 'TOURNESOL*', 'EPEAUTRE*', '46,31%', 'Mélange GRAINES*', '0,31%', 'Eau ', '32,64%', 'Levain de BLE*', '20%', 'Sel ', '0,8%']",[],1083,258.8,1083 kj(258 kcal),4,1,46,1,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
959,Pain norvegien 1kg moule entier - Boulangerie de l'hermitage - 1kg,3760299411723,Pain norvegien 1kg moule entier,1 kg,"[""Boulangerie de l'hermitage"", 'Pain norvegien 2kg moule entier']",['France'],"['Farine de Blé T110* ', '24,88%', 'Levain de Blé*', '10,88%', 'Figues en morceaux*', '7,77%', 'Raisins*', '7,77%', ""Flocons d'Avoine* "", '6,21%', 'Farine de Seigle* T170*', '6,21%', ""Huile d'olive* "", '3,13%', 'Mélanges de graines* ', '3,13%']",[],1116,266.7,1116 kj(266 kcal),11,1,32,12,10,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
960,Pain cramberrie 500gr moule tranche - Boulangerie de l'hermitage - 500g,3760299410832,Pain cramberrie 500gr moule tranche,500 g,"[""Boulangerie de l'hermitage"", 'Pain cramberrie 500gr moule tranche']",['France'],"['Farine de Blé T110*', '24,08%', 'Cranberries séchées*', '14,63%', 'Oranges confites*', '7,5%', 'Amandes entière*', '7,11%', 'Graisse végétale*', 'sans huile de Palme', ' ', '5,43%', 'Eau ', '21,75%', 'Levain de Blé*', '18,81%', 'Sel ', '0,69%']","[""Pourrait contenir de l'huile de palme""]",1197,286.1,1197 kj(286 kcal),7,1,44,16,11,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
961,Pain bis 2kg moule entier - Boulangerie de l'hermitage - 2kg,3760299411884,Pain bis 2kg moule entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain bis 2kg moule entier']",['France'],"['T110*', '47,17%', 'Eau ', '32,03%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],996,238,996 kj(238 kcal),1,1,46,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
962,Pain cereales 2kg moule entier - Boulangerie de l'hermitage - 2kg,3760299411907,Pain cereales 2kg moule entier,2 kg,"[""Boulangerie de l'hermitage"", 'Pain cereales 2kg moule entier']",['France'],"['Farine de Blé*', 'seigle*,sarrasin*', 'millet* lin* lin brun*', 'tournesol*', 'épeautre*', '46,31%', 'Mélange graines*', '0,31%', 'Eau ', '32,64%', 'Levain de Blé*', '20%', 'Sel ', '0,8%']",[],1083,258.8,1083 kj(258 kcal),3,1,1,1,9,1,"0,4",['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
