,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,traceability_code,generic_name,ingredients_origins,markets,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,additives,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,link,palm_ingredients,brand_owner,origin_detail,producer_info
1654,Vin,3760007340116,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Comté,2671327027483,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,"Glace à l'Armagnac avec morceaux de pruneaux macérés à l'Armagnac - La Manufacture des Belles Glaces - 487,5g",3433877510339,['France'],"['LAIT écrémé réhydraté', 'sucre', ""jaune d'ŒUF"", ""morceaux de pruneaux à l'Armagnac 5% "", 'pruneaux', 'Armagnac', 'eau', 'gélifiant: gomme xanthane', 'Armagnac 3,8%', 'BEURRE', 'huile de noix de coco', 'texturant ', 'huile de noix de coco', 'dextrose', 'LACTOSE', 'LAIT écrémé en poudre', 'protéines de LAIT', 'sirop de glucose', ""émulsifiant: mono et diglycérides d'acides gras"", 'stabilisants: gomme de cellulose et gomme de guar', ""émulsifiant : mono et diglycérides d'acides gras"", 'stabilisants: farine de caroube', 'alginate de sodium', 'carraghénanes et gomme de guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",719,172,719 kj(172 kcal),"6,6","4,68","18,42","17,92","4,03","0,13","0,052","['Sans arômes artificiels', 'Fabriqué en France', 'Sans conservateurs', 'Triman', 'Artisan', 'Glaces Artisanales de France']",['La Manufacture des Belles Glaces'],B,"487,5 g","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",6.6 g,en quantité modérée,4.68 g,en quantité modérée,17.9 g,en quantité élevée,-20%,-22%,-22%,-39%,-32%,-30%,-20%,+21%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Surgelé', 'Barquette', 'Plastique PP', 'Etui', 'Carton']","['Isère', 'France']","['Œufs', 'Lait']",4,"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,['Monde'],,0.13 g,en faible quantité,-14%,-14%,"['E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",7,-44%,C,-44%,https://www.lamanufacturedesbellesglaces.fr,,Glaces de Lyon,Monde,Glaces de Lyon
1657,Sardines sans peau sans arêtes,3596710488223,['France'],[],[],?,263,1100 kj(263 kcal),19,"4,4","0,5","0,5",22,"0,54","0,216","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Zitronen Spritzer naturtrüb (Rauch),9008700155625,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,2","4,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,IDEES DE MAMAN BOLS 2x200g Légumes du Sud Dès 12 mois - Bledina - 0.4kg,3041090867583,['France'],"['Légumes 65,9 % ', 'Purée de tomates à base de concentré 26,0 %', 'Courgettes 8,7 %', 'Panais', 'Carottes', 'Aubergines 7,0 %', 'Poivrons rouges 4,7 %', 'Oignons', ' - Pommes de terre - Eau de cuisson - Amidon de maïs - Huiles végétales [', 'colza', 'tournesol', 'vitamine E] - Sucre - Basilic 0,3 % - Sel - Thym - Ail - Origan']",['Sans huile de palme'],?,?,?,?,?,?,?,?,?,?,,"['Bledina', 'Bols idees de maman']",,0.4 kg,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,"['FR 19.031.003 CE', 'Brive-la-Gaillarde (Corrèze, France)']",Purée de légumes adaptée à bébé,,,,,,,,,,,,,,,,
1660,Rillette pur canard en tranche,0256000022249,['France'],[],[],?,307,1284 kj(307 kcal),"22,2","7,8",0,0,"26,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.520.004 CE', 'Sarlat-la-Canéda (Dordogne, France)']",,,,,,,,,,,,,,,,,
1661,BLEDINA BLEDILAIT 4x 1L Croissance Liquide Nature De 10 mois à 3 ans - 4.12kg,3041091022431,['France'],"['Eau - LAIT partiellement écrémé - Perméat de lactosérum ', 'LAIT', ' - Huiles végétales ', 'palme', 'coprah ', 'SOJA', 'colza', 'tournesol', ' - Emulsifiant : lécithine de SOJA - Antioxydant : extrait riche en tocophérols - Vitamines ', 'C', 'PP', 'D3', 'B5', 'K1', 'B2', 'B6', 'A', 'B1', 'B12', 'B9', 'B8', 'E', ' - Minéraux ', 'bicarbonate de sodium', 'sulfates de fer', 'de zinc et de cuivre', 'oxyde de magnésium', 'iodure de potassium', 'phosphate de calcium', 'citrate de sodium']","['Huile de palme', 'Non végétalien']",257,61,257 kj(61 kcal),"2,5","1,3",8,8,"1,7",0,0,,"['Bledina', 'Bledilait']",,4.12 kg,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",4,"['FR 59.580.030 CE', 'Steenvoorde (Nord, France)']",Lait de suite et aliment lacté liquide pour enfant en bas âge.,,,,,,,"['E322i - Lécithine', 'E306 - Extrait riche en tocophérols']",,,,,,['Huile de palme'],,,
1662,BLEDILAIT Croissance 3 Chocolat 4x500ml De 1 à 3 ans - Bledina - 2.06kg,3041091466792,['France'],"['Lait écrémé ', 'LAIT', ' - Eau - Lactose ', 'LAIT', ' - Huiles végétales ', 'palme', 'coprah ', 'SOJA', 'colza', 'tournesol', ' - Saccharose - Chocolat 0,5 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja ', 'SOJA', ' - Extraits naturels de cacao - Arôme vanilline - Emulsifiant : lécithine de soja ', 'SOJA', ' - Antioxydant : extrait riche en tocophérols - Vitamines ', 'A', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'C', 'D3', 'E', 'K1', ' - Minéraux ', 'citrates de calcium', 'de magnésium et de sodium', 'phosphate de calcium', 'diphosphate ferrique', 'sulfates de zinc et cuivre', 'bicarbonate de sodium', 'iodure de potassium']","['Huile de palme', 'Non végétalien']",278,66,278 kj(66 kcal),"2,7","1,3","8,7","8,7","1,8","0,07","0,028",,"['Bledina', 'Bledilait']",,2.06 kg,,,,,,,,,,,,,,,,,,,,,,,"['Film en plastique', 'Bouteille en plastique', 'Bouchon en plastique', 'Opercule en métal']",,"['Lait', 'Soja']",4,,Aliment lacté liquide destiné aux enfants en bas âge.,,,,,,,"['E322i - Lécithine', 'E306 - Extrait riche en tocophérols']",,,,,,['Huile de palme'],,,
1663,Sauce tomate basilic,3770009640046,['France'],[],[],?,65,272 kj(65 kcal),"3,1","0,4","6,4","3,4","1,6","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Biscuits croquants au blé noir,7421032000593,['France'],[],[],?,460,1925 kj(460 kcal),"17,6","14,9","58,3","18,8","6,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Osso buco de veau,2424271056081,['France'],[],[],?,127,531 kj(127 kcal),"2,8","0,9",9,"3,6",16,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sachet en plastique', 'Etui en carton']",,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,
1666,Beurre de cacahouète onctueux,19551326,['France'],[],[],?,595,2489 kj(595 kcal),46,10,13,"7,2",28,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Salade de legumes croquants,3701035404449,['France'],[],[],?,65,272 kj(65 kcal),3,"0,5","5,5","3,4","2,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Greek green olives,5600692769091,['France'],[],[],?,195,816 kj(195 kcal),"17,5",2,5,0,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Boule céréales Bio - Franprix,3263856676318,['France'],[],[],?,?,,?,,?,,?,0,0,"['Bio', 'Bio européen', 'FR-BIO-01']",['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Pasta box Saumon Fume,2098618026633,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Filet mignon fumé,2243745026630,['France'],[],[],?,92,385 kj(92 kcal),"1,5","0,5","0,6","0,5",19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,,,,,,,,,
1672,La galéjade,3770014827005,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Grenade,2868640017783,['France'],[],[],?,76,318 kj(76 kcal),"1,4","0,4",12,"9,3","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Sausisson extra,8410843131625,['France'],[],[],?,272,1138 kj(272 kcal),"19,5","6,8",5,"3,5",19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Pur jus de clementine,3520836130551,['France'],[],[],?,49,205 kj(49 kcal),"0,1",0,"11,7","9,9","0,53",,,,,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de clémentine']",0.1 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,,+4%,+4%,-51%,-100%,+9%,-4%,-10%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,
1676,Rainbow trout fillets,4056489441885,['France'],[],[],?,133,556 kj(133 kcal),"4,6","1,3",0,0,23,"2,5",1,,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons']",4.6 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,,-32%,-31%,-62%,-49%,-100%,-100%,+32%,,,,,,,,,,,,,,,,2.5 g,en quantité élevée,+46%,+46%,,12,+102%,D,+102%,,,,,
1677,Pruneaux d'Agen traditionnels,3760219062653,['France'],[],[],?,234,979 kj(234 kcal),"0,3","0,08",54,35,2,,,,,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",0.3 g,en faible quantité,0.08 g,en faible quantité,35 g,en quantité élevée,,-3%,-3%,-17%,-30%,+1%,-4%,+7%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,,,,,,,,,,,,
1678,Bio poulet fermier,2287660012170,['France'],[],[],?,172,720 kj(172 kcal),"9,8","2,9",0,0,21,"0,13","0,052",,,D,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers']",9.8 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,,+24%,+25%,+59%,+79%,-100%,-100%,+2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,0.13 g,en faible quantité,-19%,-19%,,-1,,A,,,,,,
1679,Botinchen,69111792,['France'],[],[],?,199,833 kj(199 kcal),"8,9","5,9","25,4","21,8","3,5","0,13","0,052","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Filets d’aAnchois,3250392991630,['France'],[],[],?,200,837 kj(200 kcal),"13,1","1,5","0,5","0,5","20,4","15,1","6,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Cous cous con verdure e pollo,8008082308269,['France'],[],[],?,282,1180 kj(282 kcal),25,"2,8","5,5","1,1","6,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Pâtes poulet curry,3350033831940,['France'],[],[],?,139,582 kj(139 kcal),"4,4","2,2",18,"0,5","5,9","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Pilons et hauts de cuisse de poulet,0217526027682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Napolitains 27 pièces,3000000046432,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Chataignes entieres bio,3760034000199,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Olives vertes - Aïcha - 370g,611021037020,['France'],[],[],?,?,,?,,?,,?,,,,['Aïcha'],,370 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,7630041413267,7630041413267,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Penne,8033874020265,['France'],[],[],?,188,787 kj(188 kcal),1,0,39,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Walnuss Öl,9002540865928,['France'],[],[],?,900,3766 kj(900 kcal),100,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Terrine aux noix de St-Jacques,3276770235745,['France'],[],[],?,169,707 kj(169 kcal),"12,9","2,26","4,1","0,6","8,8","2,266","0,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.106.020 CE', 'Landrévarzec (Finistère, France)']",,,,,,,,,,,,,,,,,
1691,Poire,3760327539870,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Pain complet,0260600008534,['France'],[],[],?,229,958 kj(229 kcal),"0,5","0,1","42,1",2,"8,3","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Etoiles de Noël au chocolat au lait 37% de cacao,3421375528161,['France'],[],[],?,573,2397 kj(573 kcal),38,23,50,49,"6,7","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Tomates concassées,8410155454412,['France'],[],[],?,18.700000762939,78 kj(18 kcal),0,0,"3,3",3,"0,78","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Meirveilleux aux chocolats,3274021020706,['France'],[],[],?,469,1962 kj(469 kcal),31,19,44,43,"4,2","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Cockta,3838471032995,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Muesli fruits,00027793,['France'],[],[],?,354,1481 kj(354 kcal),"5,4","1,2",61,15,"9,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Organic coconut oil,0692752109904,['France'],[],[],?,130,544 kj(130 kcal),14,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,100% issu de fruit framboise,3560003430299,['France'],[],[],?,151.10000610352,632 kj(151 kcal),"0,3",0,33,29,"1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Gomasio,3412940200803,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Le Cid,9782011678485,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Damiana Leaves,0033674122006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Tarte saumon épinard - Mix Buffet - 600g,3700009274996,['France'],"['Farine de blé', 'lait demi-écrémé pasteurisé', 'oeufs 17,1%', 'épinards 12,8%', 'saumon Atlantique Salmo salar cuit 9,7%', 'beurre 9,8%', 'crème liquide pasteurisée', 'eau', 'sel', 'fibres de pois', 'amidon de pois', 'zestes de citron', 'amidon modifié de pomme de terre', 'ail', 'menthe', 'arôme naturel de poivre', 'levure inactive', 'muscade', 'poivre blanc', 'colorant : caroténoïdes', ' Traces éventuelles de crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'graines de sésame et autres céréales contenant du gluten', ' En raison de la présence de saumon', 'malgré toutes les précautions prises et nos contrôles', ""il se peut qu'exceptionnellement une arête subsiste dans le produit""]",['Non végétalien'],1080,259,1080 kj(259 kcal),17,"9,7",17,"1,7","8,7","1,3","0,52",['Sans conservateurs'],['Mix Buffet'],,600 g,"['Tartes', 'Plats chauds']",17 g,en quantité modérée,9.7 g,en quantité élevée,1.7 g,en faible quantité,-13%,-14%,-14%,+24%,+40%,-55%,-90%,+63%,,,,,,,,['Carton'],,"['Œufs', 'Gluten', 'Lait', 'GLUTEN (Blé) - LAIT - OEUF - POISSON']",4,,"Pâte brisée pur beurre (34,7%) garnie d'un appareil à quiche (40,9%), d'épinards et de saumon Atlantique cuit.",,,1.3 g,en quantité modérée,+113%,+113%,"['E14XX - Amidons modifiés', 'E160 - Caroténoïdes']",16,+14%,D,+14%,,,,,
1704,Quiche Lorraine - Mix Buffet - 600g,3700009274972,['France'],"['Farine de blé', 'lait demi-écrémé pasteurisé', 'oeufs 16,7%', 'lardons cuits fumés 15,4% ', 'poitrine de porc 13,2% ', 'origine : France', 'eau', 'sel', 'dextrose', 'arôme naturel', 'poudre de légumes déshydratés ', 'blette', 'carotte', 'antioxydant : extrait de romarin', 'ferments', 'beurre 9,5%', 'crème liquide pasteurisée', 'jambon cuit supérieur 5,4% ', 'jambon de porc 5,2% ', 'origine : France', 'sel', 'dextrose', 'poudre de légumes déshydratés ', 'blette', 'carotte', 'ferments lactiques', 'emmental 5,4%', 'eau', 'sel', 'amidon modifié de pomme de terre', 'arôme naturel de poivre', 'levure inactive', 'muscade', 'colorant : caroténoïdes', ' Traces éventuelles de crustacés', 'mollusques', 'poissons', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'graines de sésame et autres céréales contenant du gluten', ""*contient néanmoins des nitrites d'origine végétale pour assurer la bonne conservation du produit""]","['Non végétalien', 'Non végétarien']",1046,251,1046 kj(251 kcal),16,"9,7",15,"2,1",11,"1,5","0,6","['Viande Française', 'Viande Porcine Française']",['Mix Buffet'],,600 g,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Plats chauds']",16 g,en quantité modérée,9.7 g,en quantité élevée,2.1 g,en faible quantité,+6%,-1%,-0%,+5%,+19%,-22%,-8%,+34%,,,,,,,,['Carton'],,"['Œufs', 'Gluten', 'Lait', 'GLUTEN (Blé) - LAIT - ŒUF']",4,,"Pâte brisée pur beurre (34,7%) garnie d'un appareil à quiche (39,5%), de lardons cuits fumés, de jambon cuit supérieur et d'emmental.",,,1.5 g,en quantité modérée,+56%,+56%,"['E392 - Extrait de romarin', 'E14XX - Amidons modifiés', 'E160 - Caroténoïdes']",17,+33%,D,+33%,,,,,
1705,Financiers au beurre frais Normand,3760214180161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Coca Cola,5449000259233,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,6","10,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,decafeine - carete noire,000070200111,['France'],[],[],?,?,,?,,?,,?,,,,['carete noire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Mochi glacé,3770010226840,['France'],[],[],?,211,883 kj(211 kcal),"2,4","1,6",45,27,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,La sélection Charcutière,3760091931962,['France'],[],[],?,331.6,1387 kj(331 kcal),"31,2","12,3","0,5","0,5","12,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,20 bâtonnets sabeur crabe,3350033843899,['France'],[],[],?,120,502 kj(120 kcal),"4,4","0,4",13,"2,8","7,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)', 'MSC-C-51334']",,,,,,,,,,,,,,,,,
1711,Lentilles vertes bio,3701456305585,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Tisane,,['France'],[],[],?,20,84 kj(20 kcal),0,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Sour golden apple gums,5051882270789,['France'],[],[],?,171,715 kj(171 kcal),0,0,"20,1","9,8",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,HEAT functional energy,5707577128827,['France'],[],[],?,2,8 kj(2 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Escalope de dinde Extra fine,0209278023883,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Pains au Chocolat,4337182132677,['France'],[],[],?,427,1787 kj(427 kcal),"24,1","15,4","42,2","12,1","8,7","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,"Einkornflocken, demeter",4022381012850,['France'],[],[],?,341,1427 kj(341 kcal),"2,7","0,1","63,3","3,3","13,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Cent Wafers,3045470118111,['France'],[],[],?,537,2247 kj(537 kcal),31,24,57,22,6,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Urgetreide Emmerflocken Vollkorn,4022381033251,['France'],[],[],?,341,1427 kj(341 kcal),"2,7","0,1","63,3","3,3","10,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Mixte de fromage et jambon surgelés,5633300003416,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Cantal jeune lait cru,2600407032994,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Consome poulet,0084685000951,['France'],[],[],?,227,950 kj(227 kcal),32,2,"43,9","20,2","4,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Peanut Butter Trail Mix,0070784007885,['France'],[],[],?,514.28571428571,2152 kj(514 kcal),"31,429","12,857","48,571","37,143","14,286","0,464","0,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,0864935022984,0864935022984,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Agata,3760228160609,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Noix de coco râpée - 500g,3418659991223,['France'],[],[],?,?,,?,,?,,?,,,,,,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94065Q', 'Rungis (Val-de-Marne, France)']",,,,,,,,,,,,,,,,,
1727,Chocolat abbaye la joie notre dame,3760071211015,['France'],[],[],?,555,2322 kj(555 kcal),39,24,43,40,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Gyoza Dumplings Beef Bulgogi - Bibigo - 600g,,['France'],"['Viande et peau de poulet 29 %', 'Farine de blé', 'Légumes 19% ', 'choux', 'oignon', 'Ciboule', 'Ail', 'Eau', 'Tofu ', 'Soja', 'Eau', 'Affermissant ', 'Chlorure de magnésium', 'champignon Shiitake', 'Amidon de tapioca', 'Huile de sésame', 'Sauce Soja ', 'Eau', 'Soja', 'blé', 'Sel', 'Gingembre', 'Sucre', 'Sel', 'Extrait de levure', 'Gélatine de porc', 'Vin de riz de cuisine', 'Fond de volaille ', 'viande et peau de poulet,Sel', 'Arôme', 'huile de colza', 'épice']","['Non végétalien', 'Non végétarien']",674,161,674 kj(161 kcal),6,"1,7",18,2,"8,7","0,69","0,276",,['Bibigo'],,600 g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli japonais', 'Gyoza aux légumes']",6 g,en quantité modérée,1.7 g,en quantité modérée,2 g,en faible quantité,,-4%,-4%,+23%,+53%,-20%,-26%,+24%,,,,,,,,['Sachet'],,"['Crustacés', 'Œufs', 'Gluten', 'Lait', 'Moutarde', 'Soja']",4,,Gyoza Bulgogi boeuf légumes,,,0.69 g,en quantité modérée,-34%,-34%,"['E511 - Chlorure de magnésium', '', 'Risque modéré de sur-exposition', 'E428 - Gélatine']",1,-50%,B,-50%,,,,,
