,name,bar_code,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,markets,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info,brand_owner,origin_detail
1840,Pipas Reyes 165G.,8423235002380,,,['Reyes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,"['France', 'Espagne']",[],,[],,48.4 g,en quantité élevée,4.78 g,en quantité modérée,3.4 g,en faible quantité,0.53 g,en quantité modérée,?,591,2473 kj(591 kcal),"48,38","4,78","7,09","3,4","27,46","0,53","0,212",13,D,C,,+4%,+3%,+6%,-3%,-47%,+41%,+25%,-71%,-71%,-2%,-2%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,
1841,Barbecue fromage fondu - César Moroni - 0.28kg,3449865302787,0.28 kg,,['César Moroni'],,,['France'],"['Viande et gras de porc ', 'origine: UE', 'FROMAGE fondu 15%', 'FROMAGE', 'PROTÉINÉS DE LAIT', 'eau', 'E407', 'E410', 'E331', 'E452', 'E340', 'sel', 'E330', ' ', 'ŒUF', 'eau', 'piment 2%', 'sel', 'PROTÉINES DE SOJA épices et plantes aromatiques', 'LACTOSE', 'colorant : rouge de betterave ', 'PROTÉINES DE LAIT', 'acidifiants : acide citrique et acétates de sodium', 'dextrose', 'stabilisant : polyphosphates', 'conservateurs : ascorbate de sodium', 'nitrate de potassium et nitrite de sodium', 'ferments', 'arômes naturels', ' Boyau naturel de porc', ' 65 g de viande utilisés pour la préparation de 100 g de produit fini']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E262 - Acétates de sodium', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,1846,447,1846 kj(447 kcal),41,17,"2,4","1,9",16,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,"Spécialité de salaison pimentée hachée, étuvée séchée au fromage fondu.",,,,"['Œufs', 'Lait', 'Soja']",,,,,,
1842,Sauce Curry Rouge et ses légumes -  - 300g,8858135071011,300 g,,,"['Epicerie', 'Sauces', 'Sauces au curry']",,['France'],[],,[],,5 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,1 g,en quantité modérée,?,92,385 kj(92 kcal),5,1,9,2,3,1,"0,4",4,C,B,,-61%,-58%,-73%,-70%,-14%,-67%,+88%,-40%,-40%,-66%,-66%,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,,,,,,,,,
1843,Les Sauces Tomaten Sahne-Sauce - Thomy,40057828,,,['Thomy'],,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,143,598 kj(143 kcal),"11,2","3,7","8,2","5,2","1,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Salsa dip queso - Santa Maria - 250g,7311310383923,250g,,['Santa Maria'],,,['France'],[],,[],,,,,,,,,,?,130,544 kj(130 kcal),"9,9","1,9",8,"2,2","2,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Tropicana Pure premium orange sans pulpe lot de 4 x 1 L - 4000ml,3502110009487,4000 ml,,['Tropicana'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", ""Jus d'orange sans pulpe""]",['Point Vert'],['France'],"[""Jus d'orange""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0 g,en faible quantité,182,43,182 kj(43 kcal),0,0,"8,9","8,9","0,8",0,0,3,C,D,,-2%,-1%,-100%,-100%,-6%,-1%,+21%,-100%,-100%,+6%,+6%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus d'orange,,,,,,,,,,
1846,Ambrée - Le Petit Vélo - 33cl,3760275855206,33 cl,"['Pensez au tri!', 'Point vert', 'Capsule à jeter', 'Bouteille verre à recycler', 'Bouteille en verre']",['Le Petit Vélo'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières ambrées', 'Bières artisanales']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['eau', ""malt d'orge*"", 'houblons', 'levure']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,?,,?,,?,,?,,,,,B,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Brasserie Artisanal du Mont Ventoux', 'ADZ sas', '558 avenue du Mont Ventoux', '84200', 'Carpentras', 'France']",,,['Gluten'],,,,,,
1847,Cannabis cookies,8594018432356,,,,,,['France'],[],,[],,,,,,,,,,?,423,1770 kj(423 kcal),"16,1","7,4","60,7","34,5","6,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Belle Buone - Galbusera,80896289,,,['Galbusera'],,,['France'],[],,[],,,,,,,,,,?,450,1883 kj(450 kcal),"16,4","2,3","60,9",18,"11,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Camembert au lait de vache - 250g,3520837730019,250 g,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],,[],,,,,,,,,,?,1045,4372 kj(1045 kcal),20,14,"2,3","0,8",15,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Breizh Toasts Blé Noir - 125g,3760133530382,125 g,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09', 'AB Agriculture Biologique']",['France'],[],,[],,,,,,,,,,?,550,2301 kj(550 kcal),43,"5,7",30,"0,8",10,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Daily Fruits rouges - vitaline - 98g,3701299403080,98g,,['Vitaline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Produits déshydratés', 'Boissons végétales en poudre', 'Boissons végétales de fruits à coque en poudre']","['Bio', 'en:gluten-free', 'Agriculture UE/Non UE']",['France'],[],,[],,2.9 g,en faible quantité,0.6 g,en faible quantité,2 g,en faible quantité,0.2 g,en faible quantité,?,89,372 kj(89 kcal),"2,9","0,6","11,5",2,"4,2","0,2","0,08",-6,A,,,-72%,-72%,-70%,-38%,-71%,-77%,-60%,+140%,+140%,-1642%,-1642%,,,,,,,,,,,,,,,,,,
1852,Milchreis - 1000g,4013847300017,1000 g,['Kunststoff'],,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Gourmet Mix Gemüse,7613312010723,,,,,,['France'],[],,[],,,,,,,,,,?,183,766 kj(183 kcal),"2,6",0,24,0,11,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Cdvh framboise,10800003,,,,,,['France'],[],,[],,,,,,,,,,?,385,1611 kj(385 kcal),"0,5",0,"96,2","66,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Nouilles chinoises - 400g,3760204870614,400 g,,,,['en:palm-oil-free'],['France'],[],,['Sans huile de palme'],,,,,,,,,,?,349,1460 kj(349 kcal),"1,3",0,70,"1,6",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Dosettes café planteur - Planteur des tropiques,3250392777081,,,['Planteur des tropiques'],,,['France'],[],,[],,,,,,,,,,?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Südtiroler Speck - Moser - 100g,4061458016452,100g,['Kunststoff'],['Moser'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Porc', 'Bacon', 'Allumettes de porc', 'Lardons de porc', 'Bacon en tranche']","['Sans gluten', 'IGP']","['France', 'Allemagne']",[],,[],,,,,,,,,,?,?,,?,,?,,?,,,,,D,,,,,,,,,,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,,,,,,,,,,
1858,Garofalo spaghettone xxl - 500g,8000139932427,500 g,['Enveloppe'],['Garofalo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",['IGP'],['France'],['100% semoule de BLE dur de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,1489,351,1489 kj(351 kcal),1,"0,2",70,3,14,0,0,-4,A,,-1%,0%,+1%,-43%,-46%,+1%,+1%,+19%,-100%,-100%,,,,,,,,,,Pâtes alimentaires de qualité supérieure,,,,['Gluten'],,,,,,
1859,Pot Noodle Bombay Bad Boy - 90g,5000118203541,90 g,,['Pot Noodle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits déshydratés', 'Plats à base de pâtes', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Nouilles chinoises', 'Box de nouilles']",,"['France', 'Royaume-Uni']","['Dried noodles 65% ', 'Wheat flour ', 'contains calcium carbonate', 'iron', 'niacin', 'thiamin', 'palm oil', 'salt', 'firming agents ', 'potassium carbonate', 'sodium carbonates', ' maltodextrin', 'wheat flour', 'curry ', 'coriander', 'cumin', 'turmeric', 'pepper', 'aniseed', 'cinnamon', 'fennel seed', 'ginger', 'lovage root', 'cayenne pepper', 'allspice', 'yeast extract', 'garlic', 'sweetcorn', 'peas', 'sugar', 'salt', 'onion powder', 'palm fat', 'barley malt extract', 'potato starch', 'soy sauce ', 'soybeans', 'wheat', 'flavourings', 'acid ', 'citric acid', 'paprika', 'sauce 4% ', 'water', 'spirit vinegar', 'modified corn starch', 'salt', 'cumin', 'cayenne pepper', 'flavourings']","['E501i - Carbonate de potassium', 'E330 - Acide citrique']",['Huile de palme'],4,,,,,,,,,?,143,598 kj(143 kcal),"5,5","2,6",20,"0,9","3,2","0,4","0,16",,,,,+35%,+24%,+16%,+40%,+38%,-30%,-18%,-51%,-51%,,,,,,,,,,,,,,"['Gluten', 'Soja']",,,,,,
1860,"Multicroquettes - Carrefour - 1, 5kge : Oui",3560070387687,"1, 5 kge : Oui",,['Carrefour'],,['Fabriqué en France'],['France'],"['Composition : Céréales', 'viandes et sous - produits animaux ', 'dont min', ' 14% de poulet issu de poulet déshydraté dans les croquettes riches en poulet', 'sucres', 'huiles et graisses', ""sous - produits d'origine végétale"", 'substances minérales', 'légumes ', 'dont min', ' 4% de carottes issues de carottes déshydratées dans les croquettes aux carottes']",,"[""Pourrait contenir de l'huile de palme""]",,,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,Aliment complet pour chiens adultes.,,,['Carrefour'],['Composition'],,"['EMB 89387D', 'Sens (Yonne, France)']",,Fabriqué en France par : FR 89 387 002 / EMB 89387D pour Interdis.,,
1861,Pizza Margherita - Auchan - 400g,3596710471980,400 g,,['Auchan'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']","['Nutriscore', 'Nutriscore D']",['France'],[],,[],,11 g,en quantité modérée,4 g,en quantité modérée,2.5 g,en faible quantité,1.7 g,en quantité élevée,?,248,1038 kj(248 kcal),11,4,28,"2,5","9,4","1,7","0,68",13,D,B,,+9%,+9%,+47%,+14%,-4%,-7%,0%,+34%,+34%,+81%,+81%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,['Auchan'],,,,,,,
1862,Creamy caramel protein bar - 64g,5707577123921,64 g,,,,,['France'],[],,[],,,,,,,,,,?,348,1456 kj(348 kcal),"9,1","5,3",23,14,32,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Llet Nostra Sencera,8437004314024,,,['llet nostra'],['es:Procesado'],,"['France', 'Espagne']",[],,[],,3.6 g,en quantité modérée,2.5 g,en quantité modérée,4.8 g,en faible quantité,0.12 g,en faible quantité,?,64,268 kj(64 kcal),"3,6","2,5","4,8","4,8",3,"0,12","0,048",2,B,,,-61%,-61%,-40%,+8%,-71%,-0%,-38%,-72%,-72%,-57%,-57%,,,,,,,,,,,,,,,,,,
1864,Kuzu  blanc (125 GR) - Terra Sana,8713576173284,,,['Terra Sana'],"['Additifs alimentaires', 'Gélifiants']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'NL-BIO-01']","['France', 'Espagne']",[],,"['Végétalien', 'Végétarien']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,336,1406 kj(336 kcal),0,0,84,0,0,1,"0,4",,,,,+130%,+115%,-100%,-100%,+239%,-100%,-100%,+262%,+262%,,,,,,,,,,,,,,,,,,,,
1865,Pur jus bio - Carrefour,5400101071681,,,['Carrefour'],,"['Bio', 'Bio européen', 'BE-BIO-01', 'ES-ECO-024-MU']","['Belgique', 'France']",[],,[],,,,,,,,,,?,46,192 kj(46 kcal),0,0,11,10,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
1866,"Salade cuite - Crous Languedoc Roussillon - 321,5g",00013932,"321,5 g",['Barquette plastique'],"['Crous Languedoc Roussillon', ""Crous Resto'""]","['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon']",,['France'],"['Salade verte 37,3%', 'haricots verts 24,9%', 'THON au naturel 15,6% ', 'THON', 'eau', 'sel', 'tomate cerise 9,3%', 'OEUF dur 8,2%', 'olives noires 4,7%']",,"['Non végétalien', 'Non végétarien']",3,3.1 g,en quantité modérée,0 g,en faible quantité,9.4 g,en quantité modérée,9.2 g,en quantité élevée,?,96,402 kj(96 kcal),"3,1",0,"15,1","9,4","1,3","9,2","3,68",12,D,,,-36%,-34%,-63%,-100%,+93%,+368%,-84%,+847%,+847%,+2885%,+2885%,,,,,,,,,,,['Crous Languedoc Roussillon'],"['Œufs', 'Poisson']",,,,,,
1867,Pot au Feu - carrefour - 260g,3560070724970,260 g,,['Carrefour'],['Bebe'],,"['Belgique', 'France']","['Eau pomme de terre 26%', 'carotte 14%', 'viande bovine 8,5%', 'oignon 7%', 'petit pois 3,8 %', 'navet 3 % ', 'poireau 3%', 'à mi amidon de mais', 'purée de tomate', 'huile de colza', 'huile de tournesol', 'Cout ', '750 don sel marin', 'thym', 'laurier', 'poivre', 'clou de girofle']",,"['Non végétalien', 'Non végétarien']",3,2.2 g,en faible quantité,0.6 g,en faible quantité,1.5 g,en faible quantité,0.28 g,en faible quantité,?,65,272 kj(65 kcal),"2,2","0,6","7,9","1,5","2,6","0,28","0,112",-1,A,,,,,,,,,,,,,,,,,,,,,,['France'],,['Carrefour'],,['France'],"['FR 02.514.001 CE', 'Montigny-Lengrain (Aisne, France)']",,,,
1868,Caffé suerte - Lavazza,8000070021747,,,['Lavazza'],,,['France'],[],,[],,,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Joghurt mild - stichfest - Nestlé - 150g,4311501637371,150g,,"['Nestlé', 'Edeka Nestlé', 'Edeka']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,"['France', 'Allemagne']","['Joghurt mild', '3,8% Fett']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1,3.8 g,en quantité modérée,2.5 g,en quantité modérée,4.7 g,en faible quantité,0.13 g,en faible quantité,?,69,289 kj(69 kcal),"3,8","2,5","4,7","4,7","3,3","0,13","0,052",1,B,,,-25%,-25%,+16%,+22%,-57%,-53%,-12%,+13%,+13%,-67%,-67%,,,,,,,,,,,,,,,,,,
1870,Tueringer Rostbratwurst,4061458087421,,"['Pack', 'Stück', 'Stück']",,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,276,1155 kj(276 kcal),24,"9,6",1,1,14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,MALABAR Tutti Frutti - 1340g,3664346305846,1340 g,,['Malabar'],,,['France'],"['Sucre', 'Gomme base', 'Sirop de glucose', 'Dextrose', 'Arômes', 'Humectant ', 'E422', 'Colorants ', 'E120', 'E161b', 'Antioxydant ', 'E321', 'Emulsifiant ', 'Lécithine de tournesol']","['E422 - Glycérol', 'E120 - Acide carminique', 'E161b - Lutéine', 'E321 - Butylhydroxytoluène', 'E322i - Lécithine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,1350,320,1350 kj(320 kcal),"0,2",0,79,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Bubble gum goût Tutti Frutti.,,,,,,,,,,
1872,Maasdam - Milbona,20933883,,,['Milbona'],,['Sans lactose'],['France'],[],,[],,,,,,,,,,?,347,1452 kj(347 kcal),27,"18,6","0,1","0,1",25,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,,,
1873,Smint Vitamin C Lemon,84158826,,,['Smint'],,,['France'],[],,[],,,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Skipper - Zuegg - 1000ml,8000340774168,1000ml,,"['Zuegg', 'Skipper']",,['en:gluten-free'],"['France', 'Italie']",[],,[],,,,,,,,,,?,20,84 kj(20 kcal),0,0,"4,4","4,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Seiches Entières Nettoyées,3180730800099,,,,,,['France'],[],,[],,,,,,,,,,?,58,243 kj(58 kcal),"0,8","0,1","0,5","0,5",12,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Appfelgarten,4000512364931,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Ours gélifiés']","['Végétarien', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.2 g,en faible quantité,?,346,1448 kj(346 kcal),0,0,84,2,"0,2","0,2","0,08",4,C,E,,+5%,+3%,-100%,-100%,+8%,-96%,-96%,+193%,+193%,-70%,-70%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1877,huile d'olive vierge extra au basilic - Primadonna - 250ml,20225797,250 ml,['Glas'],['Primadonna'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Edition limitée'],"['France', 'Allemagne']","['98% Natives Olivenöl extra', '1% natürliches Basilikum-Aroma', '1% getrockneter Basilikum']",,[],2,91.6 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,824,3448 kj(824 kcal),"91,6",15,0,0,0,0,0,7,C,C,,-4%,-4%,-4%,+7%,,,,-100%,-100%,+14%,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,['Lidl'],,,,,,,
1878,Chips Artisanales -,8424435110042,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,"['France', 'Espagne']",[],,[],,34.2 g,en quantité élevée,3.7 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,?,541,2264 kj(541 kcal),"34,2","3,7","51,6",0,"6,7","0,8","0,32",12,D,B,,+2%,+2%,+5%,+20%,+0%,-100%,+12%,-38%,-38%,+6%,+6%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,
1879,Denner Bouillon Gemüse,7610029170832,,,['Denner'],"['Epicerie', 'Condiments']","['Végétarien', 'Végétalien']","['France', 'Suisse']",[],,"['Végétalien', 'Végétarien']",,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.04 g,en quantité modérée,?,4,17 kj(4 kcal),"0,5",0,"0,5",0,"0,5","1,04","0,416",4,C,,,-97%,-97%,-92%,-100%,-96%,-100%,-88%,-81%,-81%,-60%,-60%,,,,,,,,,,,,,,,,,,
1880,"Boneau Zitronen-Limetten - Lidl - 1,5l",42375906,"1,5l",['PE-Flasche'],['Lidl'],"['Boissons', 'Eaux', 'Eaux aromatisées']",,"['France', 'Allemagne']","['LIDL Nährwerte 0/100 ml 33 kJ/8 kcal 0g 0g 1,9g 1,9 g 0g 0,01g 0/Port Energie 83 Fett']",,[],,0 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0 g,en faible quantité,33,8,33 kj(8 kcal),0,0,"1,9","1,9",0,0,0,4,C,,-18%,-11%,-11%,-100%,-100%,-11%,-4%,-100%,-100%,-100%,+18%,+18%,,,,,,,,,['Weißenfels'],,,,,,,,,
1881,Noix de cajou grillées salées - Carrefour - 375g (3sachets de 125g),3560070981236,375 g (3 sachets de 125 g),['Sachets aluminisés'],['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",,['France'],"['Noix de cajou 94,4%', 'huile de tournesol 4,5%', ' sel 1,1%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,48 g,en quantité élevée,8.8 g,en quantité élevée,6.6 g,en quantité modérée,0.8 g,en quantité modérée,2566,619,2566 kj(619 kcal),48,"8,8",23,"6,6",20,"0,8","0,32",4,C,E,+2%,+1%,+0%,-0%,-4%,-3%,+4%,+5%,-10%,-10%,-51%,-51%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,Noix de cajou grillées à l'huile et salées.,,,['Carrefour'],"['Fruits à coque', 'Arachides']",,,,,,
1882,Recharge Café D'épeautre Instantané Bio - 175G - Naturata,4024297013105,175g,['Sachet'],['Naturata'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Succédanés de café']","['Bio', 'Bio européen', 'Sans gluten', 'My Climate']","['France', 'Allemagne', 'Suisse']","['épeautre ', '80 %', 'chicorée']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,5.8 g,en quantité modérée,0.19 g,en quantité modérée,?,3.65,15 kj(3 kcal),"0,5","0,1",83,"5,8","4,5","0,19","0,076",3,C,,,-91%,-91%,+68%,+72%,+889%,-22%,+1066%,+679%,+679%,-49%,-49%,,,,,,,,,['Suisse'],http://www.naturata.de,['La Ruche Bio'],['Gluten'],,,,,,
1883,Glace bio vegan au riz - Naturattiva - 750mL,8006040710185,750mL,['Paper'],['Naturattiva'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glace en bac']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",,5 g,en quantité modérée,4.4 g,en quantité modérée,23 g,en quantité élevée,0.1 g,en faible quantité,?,188,787 kj(188 kcal),5,"4,4",34,23,"1,3","0,1","0,04",11,D,B,,+1%,-0%,-22%,+7%,+17%,-10%,-47%,-42%,-42%,0%,0%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Italy'],,,,,,,,,
1884,Fage Total 2%,5201054016657,,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,70,293 kj(70 kcal),2,"1,3",3,3,"9,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Chorizo bio Plein Jour - 70g,3701363300147,70g,,['Plein jour'],"['Viandes', 'Charcuteries']",['Bio'],['France'],[],,[],,25 g,en quantité élevée,8 g,en quantité élevée,8 g,en quantité modérée,3.5 g,en quantité élevée,?,1500,6276 kj(1500 kcal),25,8,8,8,36,"3,5","1,4",28,E,,,+475%,+481%,+30%,+10%,+444%,+906%,+93%,+47%,+47%,+75%,+75%,,,,,,,,,,,,,,,,,,
1886,Ba! 5 Nuts Energy Bar 40G - bakalland,5900749618922,40g,,['Bakalland'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",,['France'],[],,[],,23 g,en quantité élevée,8.1 g,en quantité élevée,11 g,en quantité modérée,0.1 g,en faible quantité,?,478,2000 kj(478 kcal),23,"8,1",55,11,12,"0,1","0,04",15,D,,,+23%,+23%,+76%,+91%,+8%,-64%,-10%,-75%,-75%,+22%,+22%,,,,,,,,,,,,,,,,,,
1887,Les Grandes Tranches dégraissées - Aoste - 0.125kg,3449865274817,0.125 kg,,"['Aoste', 'Grandes Tranches']","['Viandes', 'Charcuteries']","['Viande Française', 'Viande Porcine Française', 'Sans conservateurs']",['France'],"['Jambon de porc origine France', 'sel', 'Présence possible de fruits à coques et de lait']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,12.6 g,en quantité modérée,5 g,en quantité modérée,0.4 g,en faible quantité,6.2 g,en quantité élevée,975,233,975 kj(233 kcal),"12,6",5,"0,9","0,4",29,"6,2","2,48",16,D,,+1%,-11%,-10%,-35%,-31%,-39%,-50%,+55%,+161%,+161%,0%,0%,,,,,,,,Jambon sec traditionnel.,,,,['Lait'],,"['EMB 38012', 'Aoste (Isère, France)', 'FR 38.012.001 CE', 'Aoste (Isère, France)']",,,,
1888,Vegi spring rolls + sauce - Denner,7610029002829,,,['Denner'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,['France'],[],,[],,8.3 g,en quantité modérée,1.2 g,en faible quantité,6 g,en quantité modérée,1 g,en quantité modérée,?,175,732 kj(175 kcal),"8,3","1,2",21,6,3,1,"0,4",7,C,E,,-3%,-4%,-30%,-67%,+1580%,+1052%,-82%,-44%,-44%,-29%,-29%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,
