,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,palm_ingredients,traceability_code,ingredients_origins,brand_owner
1799,Père Noël Smarties - Nestlé,7613036473019,,Figurine de chocolat au lait avec bonbons de chocolat au lait dragéifiés (43%).,,"['Sachet', 'Plastique', 'métal']",['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,['France'],"['Sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'lait entier en poudre', 'matière grasse de lait anhydre', 'farine de blé', 'petit-lait filtré en poudre', 'amidon de riz', 'émulsifiant ', 'lécithines', 'concentré de fruits et de plantes ', 'carthame', 'radis', 'carotte noire', 'citron', 'hibiscus', 'concentré de spiruline', ""agents d'enrobage "", 'cire de carnauba', ""cire blanche d'abeille"", 'arôme naturel de vanille']","['E322 - Lécithines', 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]","['Gluten', 'Lait']",['Non végétalien'],4,28 g,en quantité élevée,16 g,en quantité élevée,56 g,en quantité élevée,0.25 g,en faible quantité,?,,520,-4%,2176 kj(520 kcal),-4%,28,-17%,16,-9%,59,+15%,56,+19%,"7,8",+29%,"0,25",+74%,"0,1",+74%,27,+8%,E,+8%,,,,,,,,,,,,,
1800,Noix du bresil,5410667150447,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,692,,2895 kj(692 kcal),,67,,"17,2",,5,,2,,15,,"0,025",,"0,01",,,,,,,,,,,,,,,,,,
1801,Père Noël Smarties - Nestlé,7613036473019,,Figurine de chocolat au lait avec bonbons de chocolat au lait dragéifiés (43%).,,"['Sachet', 'Plastique', 'métal']",['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,['France'],"['Sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'lait entier en poudre', 'matière grasse de lait anhydre', 'farine de blé', 'petit-lait filtré en poudre', 'amidon de riz', 'émulsifiant ', 'lécithines', 'concentré de fruits et de plantes ', 'carthame', 'radis', 'carotte noire', 'citron', 'hibiscus', 'concentré de spiruline', ""agents d'enrobage "", 'cire de carnauba', ""cire blanche d'abeille"", 'arôme naturel de vanille']","['E322 - Lécithines', 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]","['Gluten', 'Lait']",['Non végétalien'],4,28 g,en quantité élevée,16 g,en quantité élevée,56 g,en quantité élevée,0.25 g,en faible quantité,?,,520,-4%,2176 kj(520 kcal),-4%,28,-17%,16,-9%,59,+15%,56,+19%,"7,8",+29%,"0,25",+74%,"0,1",+74%,27,+8%,E,+8%,,,,,,,,,,,,,
1802,Gruyère râpé IGP France,3804390547674,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,398,,1665 kj(398 kcal),,32,,21,,1,,"0,5",,"26,6",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,
1803,Reblochon,3252540969027,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,28 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,?,,330,+2%,1381 kj(330 kcal),+2%,28,+4%,17,-10%,0,-100%,0,-100%,21,+5%,"1,2",-10%,"0,48",-10%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['AOP'],,,,,
1804,Choco p'tit dej - U,3256225041565,,,,,['U'],,,,['France'],[],,,[],,,,,,,,,,?,,379,,1586 kj(379 kcal),,"3,1",,"1,4",,80,,78,,"4,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,
1805,Asian Balm,3760256810408,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,
1806,Comté,2671339024401,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,0,-100%,0,-100%,27,+7%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
1807,Traditional Icelandic Chocolate - Nói Síríus - 100g,5690576270188,E,,100g,['Tablette'],['Nói Síríus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']",,,"['France', 'Islande']","['Rjómasukkulaði ', 'sykur', 'kakósmjör', 'nýmjólkurduft', 'undanrennuduft', ' kakómassi', 'yruefni ', 'sojalesitin', 'bourbon vanilla', ' Kakóþurrefni 33% að lágmarki', 'karamellukurl 15% ', 'sykur', 'glúkósasiróp', 'mjólkurfita ', '9%', 'salt', 'náttúruleg bragðefni', 'yruefni ', 'sojalesitin', 'sjávarsalt 1%', ' Getur innihaldið hnetur í snefilmagni']",,"['is:mjólkurfita', 'is:nýmjólkurduft', 'is:sojalesitin', 'is:undanrennuduft']",['Non végétalien'],4,32 g,en quantité élevée,21 g,en quantité élevée,53 g,en quantité élevée,1.5 g,en quantité modérée,?,,544,-1%,2276 kj(544 kcal),-1%,32,-5%,21,+3%,55,+3%,53,+4%,8,+21%,"1,5",+279%,"0,6",+279%,32,+19%,E,+19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,
1808,Ailes de poulet -,2121308003802,,,,,,,,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1809,St Maure de Touraine,0200648052151,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,274,,1146 kj(274 kcal),,22,,17,,"1,1",,"0,5",,18,,"1,3",,"0,52",,,,,,,,,,,,,,,,"['FR 37.186.031 CE', 'Pont-de-Ruan (Indre-et-Loire, France)']",,
1810,Poulet jaune fermier,0210390059179,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1811,3401598121134,3401598121134,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1812,Haddock,0240609058518,E,,,,,"['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']",,,['France'],[],,,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,4.62 g,en quantité élevée,?,,81,-6%,339 kj(81 kcal),-4%,"0,6",+12%,"0,1",-22%,0,-100%,0,-100%,19,-5%,"4,62",+25%,"1,848",+25%,11,+20%,D,+20%,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,,,,,,
1813,Poulet blanc fermier,0208834033458,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,179,,749 kj(179 kcal),,12,,"3,6",,0,,0,,18,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,
1814,Ice tea Pocket - Lipton,8714100815533,,,,,"['Lipton', 'Unilever']",['Boissons'],,['Delhaize'],"['Belgique', 'France']",[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,?,,19,-66%,79 kj(19 kcal),-67%,"0,5",+44%,"0,1",-15%,"4,6",-59%,"4,5",-52%,"0,5",+1%,"0,03",-28%,"0,012",-28%,6,-22%,D,-22%,,,,,,,,['Sans colorants'],,,,,
1815,3379974406253,3379974406253,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1816,Veau caissette rôti à mijoter,0210162086853,,,,,,"['Viandes', 'Viandes de veau']",,,['France'],[],,,[],,12 g,en quantité modérée,5.5 g,en quantité élevée,0 g,en faible quantité,0.25 g,en faible quantité,?,,208,+17%,870 kj(208 kcal),+17%,12,+8%,"5,5",+27%,0,-100%,0,-100%,25,+51%,"0,25",-63%,"0,1",-63%,3,-39%,C,-39%,,,,,,,,,,,,,
1817,Saucisse de canard fine france,3760044392987,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,244,,1021 kj(244 kcal),,20,,"6,7",,"2,3",,"0,5",,15,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,
1818,Miel,8413524000067,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,334,,1397 kj(334 kcal),,0,,0,,"83,1",,"63,6",,"0,34",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,
1819,Le grec - Yogourt fraises - Selection,0059749956062,,,,,['Selection'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,?,,90,-23%,377 kj(90 kcal),-23%,0,-100%,0,-100%,14,+60%,13,+63%,8,+80%,0,-100%,0,-100%,-1,-125%,A,-125%,,,,,,,,,,,,,
1820,Paleron de boeuf fondant et son jus à la vigneronne - Bigard,2222602032144,,,,,['Bigard'],,,,['France'],[],,,[],,,,,,,,,,?,,164,,686 kj(164 kcal),,8,,"3,4",,2,,"0,7",,21,,1,,"0,4",,,,,,,,,,,,,,,,,,
1821,Soupe de butternet et châtaigne,3700876908918,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,58,,243 kj(58 kcal),,3,,"1,4",,"6,1",,"0,4",,"0,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,
1822,Crème de balsamique - Villa Vittoria,8003407224132,,,,,['Villa Vittoria'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,['France'],"['sugar,wine vinegar,Balsamic Vinegar of Modena 13% ', 'wine vinegar', 'concentrated grape must', ' color: caramel E150d', 'thickener: modified starch Contains sulphites']","[""E150d - Caramel au sulfite d'ammonium""]",,[],4,0 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0.01 g,en faible quantité,?,,251,+18%,1050 kj(251 kcal),+18%,0,-100%,0,-100%,"60,1",+20%,54,+29%,"0,3",-55%,"0,01",-92%,"0,004",-92%,13,+19%,D,+19%,,,,,,,,['IGP'],,,,,
1823,Poule fermier,2889823023940,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1824,Crackers ai fiocchi di riso,8015197041097,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,421,,1761 kj(421 kcal),,10,,2,,70,,4,,10,,2,,"0,8",,,,,,,,,,,,,,,,,,
1825,Roquefort - le bio - Papillon,3177890001046,D,,,['Fresh'],"['Papillon', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,['France'],[],,,[],,32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,3.6 g,en quantité élevée,?,,379,+3%,1586 kj(379 kcal),+4%,32,+0%,20,-10%,"1,8",+176%,0,-100%,21,+8%,"3,6",+1%,"1,44",+1%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,['Bio'],,,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,
1826,Gros oeufs de savoie - Baby Coque,3282620018048,D,,,,['Baby Coque'],"[""Produits d'élevages"", 'Œufs']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,
1827,Jarret cuit Superieur,2229154036804,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,185,,774 kj(185 kcal),,13,,"4,3",,0,,0,,17,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,
1828,Cake tomates marinées et feta - Guyader,3276770245911,,,,,['Guyader'],"['Snacks', 'Snacks salés', 'Cake aux legumes']",,,['France'],[],,,[],,21 g,en quantité élevée,5.7 g,en quantité élevée,4.5 g,en faible quantité,1.5 g,en quantité modérée,?,,305,+13%,1276 kj(305 kcal),+14%,21,+16%,"5,7",+33%,17,+4%,"4,5",+31%,11,+26%,"1,5",+9%,"0,6",+9%,14,+28%,D,+28%,,,,,,,,,,,,,
1829,Hareng - Super u - 6,0204979005640,B,,6,,['Super u'],"['Produits de la mer', 'Poissons', 'Harengs']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,,,
1830,Jambonneau,3760257850069,,,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites']",,,['France'],[],,,[],,6.1 g,en quantité modérée,2.24 g,en quantité modérée,0.4 g,en faible quantité,1.87 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,"6,1",-28%,"2,24",-31%,"0,4",-71%,"0,4",-45%,"22,1",+18%,"1,87",-2%,"0,748",-2%,5,-48%,C,-48%,,,,,,,,,,,,,
1831,Jambon serano - Delpeyrat,3067163638959,E,,,,['Delpeyrat'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,['France'],[],,,[],,6.6 g,en quantité modérée,2.1 g,en quantité modérée,0.4 g,en faible quantité,3.9 g,en quantité élevée,?,,190,-21%,795 kj(190 kcal),-20%,"6,6",-48%,"2,1",-55%,"0,6",-16%,"0,4",-11%,31,+2%,"3,9",-17%,"1,56",-17%,14,-15%,D,-15%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,
1832,Filet mignon de porc,0201556060023,,,,,,"['Viandes', 'Porc', 'Filets mignons de porc']",,,['France'],[],,,[],,3.6 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,0.11 g,en faible quantité,?,,120,-5%,502 kj(120 kcal),-5%,"3,6",-4%,"1,5",0%,0,-100%,0,-100%,22,+1%,"0,11",-72%,"0,044",-72%,-3,,A,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,
1833,Filet mignon de porc a la moutarde,0291562090855,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,"3,7",,"1,5",,"0,7",,"0,3",,20,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,
1834,Traditions-kochhinterschinken,2224065002702,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,147,,615 kj(147 kcal),,7,,"3,5",,1,,"0,5",,20,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,
1835,"Orange Filet Naveline,",8432317141343,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1836,Arachides en coques,3760205500923,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",,,['France'],[],,,[],,50 g,en quantité élevée,9 g,en quantité élevée,4 g,en faible quantité,2 g,en quantité élevée,?,,636,+3%,2661 kj(636 kcal),+4%,50,-1%,9,+43%,15,-7%,4,-26%,26,+34%,2,+321%,"0,8",+321%,23,+367%,E,+367%,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,
1837,Pure via,61370029,,,,,['Pure Via'],,,,['France'],[],,,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,"0,5",,"0,5",,99,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
1838,Tete de Moine - Kaufland,4337185418914,D,,,,['Kaufland'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",,['Kaufland'],"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
1839,Fromage de Chèvre de Bellay,3428200382165,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,288,,1205 kj(288 kcal),,24,,17,,0,,0,,18,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,
1840,Poêlée du jour cuisinée à l'ancienne - Bonduelle,3083680998253,,,,,['Bonduelle'],,,,['France'],[],,,[],,,,,,,,,,?,,39,,163 kj(39 kcal),,"0,8",,"0,2",,"4,2",,"2,6",,"1,5",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,
1841,Cocoa Hot Chocolate,8003866460447,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,"8,4",,"5,3",,59,,50,,8,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,
1842,Chipolatas aux herbes,2861957052676,E,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",,,['France'],[],,,[],,25 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,1.6 g,en quantité élevée,?,,289,+16%,1209 kj(289 kcal),+16%,25,+24%,10,+30%,1,-21%,1,+61%,15,0%,"1,6",-10%,"0,64",-10%,19,+10%,E,+10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['Sans colorants'],,,"['FR 53.107.002 CE', 'Gorron (Mayenne, France)']",,
1843,Sardinhas em azeite,5601943001427,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,228,,954 kj(228 kcal),,"17,3",,"3,94",,"0,2",,0,,"17,9",,"1,28",,"0,512",,,,,,,,,,,,,['en:gluten-free'],,,,,
1844,Brioche nature,2030000029693,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1845,"Clémentines 1,5kg - 1500g",8414996000760,,,1500 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1846,3579260205632,3579260205632,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1847,Terrine saumon - La Vie Claire,3266191012964,,,,,['La Vie Claire'],"['Terrines', 'Terrines de poisson', 'Terrines de saumon']",,['La Vie Claire'],['France'],[],,,[],,17 g,en quantité modérée,3.9 g,en quantité modérée,2.7 g,en faible quantité,1.1 g,en quantité modérée,?,,197,-4%,824 kj(197 kcal),-4%,17,+10%,"3,9",+12%,"8,4",+99%,"2,7",+94%,13,+17%,"1,1",-3%,"0,44",-3%,4,-35%,C,-35%,,,,,,,,['Bio'],,,,,
1848,"Lapin - 2,799kg",2427271110005,,,"2,799 kg",,,,,,['France'],[],,,[],,,,,,,,,,?,,138,,577 kj(138 kcal),,"5,7",,"1,7",,"0,6",,"0,2",,21,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,
1849,tarte fine poire - Carrefour - 420,0202934037064,,,420,['Plastique'],['Carrefour'],['Tartes'],,['Carrefour'],['France'],"['Ingredients Poires 62%', 'pate Peuilletee 27/ Farine de BLE CLUTEN', 'beurre ', 'LAIT', 'eau', 'suC', ' sel', 'eau', 'nappage sirop de glucose-Fructose', 'eau', 'sucre', ""puree d'abricot"", 'geliFiants : E440 et E401', 'acidifiant E330', 'arome', 'conservateur : E20 colorants: E163 et E160a', ""poudre d'AMANDE"", 'SUCre saveur vergeoise ', 'sucre', 'sirmp de sucre inverti', 'antiagglomerant : glycerol', 'caramel']","['E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E163 - Anthocyanes', 'E160a - Carotènes mélangés', 'E422 - Glycérol']","['Lait', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1850,4 Blinis Frais,3438330241102,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,164,,686 kj(164 kcal),,"3,4",,"0,5",,"26,2",,"5,7",,"7,2",,"0,9",,"0,36",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans additifs', 'Sans conservateurs', 'AB Agriculture Biologique']",,,"['EMB 91286', 'Grigny (Essonne, France)']",,
1851,3770010135036,3770010135036,,,,,,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,,
1852,Duo haricots plats - 1kg,3307070067047,,,1 kg,,,,,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,1",,0,,"4,7",,"2,1",,"1,7",,"0,92",,"0,368",,,,,,,,,,,,,,,,,,
1853,Tendre Poulet Cuit Fumé Thym et Aromates (+ 20 % gratuit) - Bahier - 120g,3180050087200,D,,120 g,"['Barquette', 'Plastique']",['Bahier'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,['France'],[],,,[],,2.4 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,2.9 g,en quantité élevée,?,,118,-10%,494 kj(118 kcal),-9%,"2,4",-17%,"0,7",-6%,"1,2",+151%,"0,8",+229%,23,+1%,"2,9",+287%,"1,16",+287%,11,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,
1854,Ravioli aux 4 fromages,3478220002239,C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Ravioli', 'Pâtes farcies au fromage', 'Ravioli au fromage', 'Pâtes fraîches au fromage', 'Raviolis fraîs au fromage']",,,['France'],[],,,[],,9.4 g,en quantité modérée,6 g,en quantité élevée,8.3 g,en quantité modérée,0.3 g,en quantité modérée,?,,274,+9%,1146 kj(274 kcal),+8%,"9,4",+25%,6,+58%,"35,3",-1%,"8,3",+124%,"12,2",+21%,"0,3",-66%,"0,12",-66%,5,-27%,C,-27%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,['Sans colorants'],,,,,
1855,Kanso konnyaku tsubukon kirari - Tretes - 325g,4518568000050,,,325g,,['Tretes'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1856,Soupe 7 legumes,3700742702176,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,6",,"0,1",,"5,4",,"1,2",,1,,"0,4",,"0,16",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,
1857,Sauce aux légumes - Sacla,8001060028395,,,,,['Sacla'],"['Epicerie', 'Sauces', 'Sauces aux légumes']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,
1858,Boudin noir aux oignonsx2,2238071016462,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,22,,8,,"2,3",,"2,1",,11,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,
1859,Biscuits petit déjeuner - Le Floch,3343928132222,C,,,,['Le Floch'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],[],,,[],,17.6 g,en quantité modérée,2.9 g,en quantité modérée,16.9 g,en quantité élevée,0.7 g,en quantité modérée,?,,396,-16%,1657 kj(396 kcal),-17%,"17,6",-15%,"2,9",-71%,"47,9",-25%,"16,9",-43%,"7,4",+14%,"0,7",+19%,"0,28",+19%,12,-39%,D,-39%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
1860,Le tendre magret,0275958052351,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,305,,1276 kj(305 kcal),,26,,"8,7",,"1,2",,"1,2",,16,,"0,69",,"0,276",,,,,,,,,,,,,,,,,,
1861,Capri sun multi vitamine,95328577,,,,,['Capri-Sun'],,,,['France'],[],,,[],,,,,,,,,,?,,38,,159 kj(38 kcal),,0,,0,,9,,9,,0,,0,,0,,,,,,,,,,,,,,,,,,
1862,Palette de porc Cuite,2211322067567,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,773,,3234 kj(773 kcal),,14,,"4,8",,0,,0,,15,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,
1863,Mandoisettes Chocolat - Mistral,3171910663153,C,,,,['Mistral'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],"[""Poudre d'amandes blanchies 37% - sucre - blancs d'oeufs 16% - chocolat 12% "", 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' - noisettes 8% - stabilisant : sorbitol - poudres à lever: diphosphate disodique', ""carbonate acide de sodium - sel marin - bicarbonate d'ammonium"", ' Peut contenir des traces de gluten et de lait']","['E322i - Lécithine', 'E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,27 g,en quantité élevée,4 g,en quantité modérée,37 g,en quantité élevée,0.3 g,en quantité modérée,?,,454,-4%,1900 kj(454 kcal),-5%,27,+30%,4,-60%,41,-36%,37,+25%,10,+54%,"0,3",-49%,"0,12",-49%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Fabriqué en France', 'Triman']",,,,,
