,name,bar_code,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,labels,traceability_code,allergens,nova_score,eco_score,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,generic_name,palm_ingredients
925,Papillote Colin d'Alaska et petits légumes à la Bretonne - Tipiak - 300g,12552021,['Tipiak'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",['France'],"[""Valeurs nu Colin d'Alaska 25% "", 'poisson', 'carottes 18,6%', 'carottes jaunes 18,6%', 'courgettes grillées 11,6%', 'brocolis 9,3%', 'eau', 'crème liquide 3,3% ', 'lait', 'beurre 1,7% ', 'lait', 'ail 1,1%', 'échalote', 'persil 0,6%', 'sel', 'amidon modifié de manioc', 'jus de citron concentré', 'épaississants: gomme guar', 'gomme xanthane', 'curcuma']","['Non végétalien', 'Non végétarien']",2.7 g,en faible quantité,1.8 g,en quantité modérée,1.4 g,en faible quantité,0.733 g,en quantité modérée,?,,57.3,-62%,240 kj(57 kcal),-62%,"2,7",-61%,"1,8",-31%,"3,1",-76%,"1,4",-33%,"4,33",-36%,"0,733",-4%,"0,293",-4%,0,-100%,B,-100%,300 g,['Carton'],,"['FR 29.058.020 CE', 'Fouesnant (Finistère, France)']","['Poisson', 'Lait']",4,,,['Super U'],,,,,,,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,['France'],,
926,Skyr light & free,3033490005542,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"2,1",,"0,4",,"9,3",,"4,9",,"10,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
927,Côte du Py,16590472,['Côte du Py'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],"['Morgon Côi Sans Su ôi es Ajoutés RL Guénaël JAMBON F69 910 du Py 2018 domain Mis en bouteille au situe sur la célèbre Côte du Onduit de manière très respect herbement des rangs', 'vendang le domaine des Roches du Py est se de la nature : travail du sol', ' la main', ' Respect des terroirs et de valeurs fortes', ' lenvironnement sont pour nous de Notre Morgon ""Côte du Py"" previent de vignes âgées de 50 ans en noyenne et situées sur le versant sud et sud est de la Côte du Py', ' Ces rois de granit et de schiste', 'produisent les vins les plus minéraux de lation', ' Faibles rendements', ' Cuvaison de 15 jours', ' Elevage court ', "" in de préserver l'éclat du fruit"", ' Vin sans soufre ajouté', ' Sunsation: Puissance & Minéralité', ' Cépage : Gamay Noir à jus blanc', ' Recolte : 8 500 bouteilles', ' Mis en bouteille le 21 mai 2019', ' Apogée : 2020/2022+', ' Avant cela', 'un passage en carafe est conseillė', ' De bonnes associations : charcuteries', 'rôti de porc', 'volaille rotie', 'mages de chèvre Consommation: 13/14°C Conservation: 10/14°C Très bonne dégustation Guénaël JAMBON Artisan - Vigneron 13,5% Vol 75 cl Produit de France 700558824406"" Contient des sulfites Derrière notre escargot', 'des vignerons récoltants très', ' attachés à leurs terroirs', ' Des vins rares', 'patiemment élevés | pour un goût et des sensations uniques', "" Nous militons pour ANIMA une culture respectueuse de l'environnement et des TENUM relations commerciales équitables"", ' www', 'animavinum', 'fr MCPSS2']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Verre'],,,,,D,,['Auchan'],46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Raisin français'],['69910'],,
928,"Tomates sechées, au polent d'espelette",3770006741135,,,['France'],[],[],,,,,,,,,?,,189,,791 kj(189 kcal),,"15,4",,"1,6",,"10,4",,"8,3",,"2,4",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
929,100% wey isolate,5999100007611,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Filet de poulet,0213400035620,,['en:Filets de Poulet'],['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,440,+273%,1841 kj(440 kcal),+274%,"1,3",-51%,"0,4",-44%,0,-100%,0,-100%,23,+1%,"0,11",-83%,"0,044",-83%,0,,B,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,
931,Héritage Miel au noix,5600379310202,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Pitch,3256540000438,,,['France'],[],[],,,,,,,,,?,,352,,1473 kj(352 kcal),,11,,3,,55,,25,,"5,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
933,Ipa,3760134960386,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Fruit'n barre,3700181509886,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Cocciole NR. 40 500 G Riscossa,8011780009406,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,3",,"0,3",,72,,"3,6",,"12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Pains lavash naturels,3315111604861,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,10702796,10702796,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Cinciano,8033488260002,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Poulet,0217247039827,,,['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"5,9",,"1,7",,0,,0,,20,,"0,15",,"0,06",,,,,,,"['Film en plastique', 'Barquette']","['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,
940,Filet de Jambon mariné à l'ail,8437002291488,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,"5,1",,2,,"1,5",,"0,4",,"18,1",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
941,Boulettes 100% naturelles,3760265880799,,,['France'],[],[],,,,,,,,,?,,161,,674 kj(161 kcal),,"7,9",,"1,1",,"13,4",,1,,"3,1",,"1,2",,"0,48",,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,
942,288g,4061458020817,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,288 g,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,
943,4061458020824,4061458020824,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Salade Coleslaw,3300842240440,,"['Plats préparés', 'Entrées', 'Coleslaw']",['France'],[],[],11 g,en quantité modérée,0.9 g,en faible quantité,5.3 g,en quantité modérée,0.8 g,en quantité modérée,?,,129,-1%,540 kj(129 kcal),+1%,11,+10%,"0,9",+3%,"6,6",+6%,"5,3",+6%,1,-10%,"0,8",+1%,"0,32",+1%,5,+45%,C,+45%,,,,"['FR 71.388.002 CE', 'Saint-Aubin-en-Charollais (Saône-et-Loire, France)']",,,B,,,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,,,,
945,Pêche plate,8432117201322,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,8710624287856,8710624287856,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Schoko-butterkeks - Delicia - 125g,20242916,['Delicia'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,502,,2100 kj(502 kcal),,25,,16,,61,,37,,"6,6",,"0,25",,"0,1",,,,,,125g,,,,,,,,,,,,,,,,,,,,
948,Yummys Sauce Burger,3760257871033,,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,"49,7",,"2,9",,"11,7",,"11,2",,"1,2",,"1,98",,"0,792",,,,,,,,,,,,,,,,,,,,,,,,,,
949,Mini gressins graines de sésame lin et pavot - Franprix,3263855401515,['Franprix'],,['France'],[],[],,,,,,,,,?,,425,,1778 kj(425 kcal),,12,,"1,7",,63,,3,,13,,"1,1",,"0,44",,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,,
950,Haricots à la graisse d'oie - Parole Gourmande,3574314020346,['Parole Gourmande'],,['France'],[],[],,,,,,,,,494,,118,,494 kj(118 kcal),,"3,4",,"0,9",,12,,7,,7,,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,,,,
951,Jambon cru - Qualité & Prix,7613379759894,"['Qualité & Prix', 'Coop']",,['France'],[],[],,,,,,,,,?,,206,,862 kj(206 kcal),,6,,"2,5",,0,,0,,38,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,
952,Lin brun bio - naturaline - 250g,11269915,['Naturaline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graines de lin brun']",['France'],"[""graines de lin brun* *issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",34 g,en quantité élevée,8.9 g,en quantité élevée,0.4 g,en faible quantité,0.086 g,en faible quantité,?,,487,-2%,2038 kj(487 kcal),-2%,34,-9%,"8,9",+171%,"6,4",-32%,"0,4",-59%,"19,5",-5%,"0,086",+10%,"0,034",+10%,9,+1359%,C,+1359%,250g,['Plastique'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,1,D,,['Match'],87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,,,,,
953,Chips artisanales - 50g,3701249500012,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,33,,0,,52,,0,,"5,8",,"0,6",,"0,24",,,,,,50 g,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,
954,Abricot du terroir catalan,3760126742587,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Lentilles corail et feta AOP,3700477661571,,,['France'],[],[],,,,,,,,,?,,161,,674 kj(161 kcal),,"6,5",,"1,4",,15,,"1,4",,"8,7",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
956,Nxt shape lean shake choco -,8718836395710,,,['France'],[],[],,,,,,,,,1482,,354,,1482 kj(354 kcal),,"1,9",,"1,1",,"4,1",,"2,4",,"79,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
957,Barista Collection - Häagen-Dazs - x4,3415587349003,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets']",['France'],[],[],15.4 g,en quantité modérée,8.9 g,en quantité élevée,25.8 g,en quantité élevée,0.23 g,en faible quantité,?,,270,+34%,1130 kj(270 kcal),+33%,"15,4",+78%,"8,9",+59%,"28,7",+2%,"25,8",+9%,"4,1",+67%,"0,23",+90%,"0,092",+90%,17,+49%,D,+49%,x4,"['surgelé', 'Carton']",,,,,,,,,,,,,,,,,['France'],,
958,Korean Style Chicken thighs,29013876,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"10,4",,"2,6",,"4,3",,"4,3",,"15,5",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,,,
959,7up free,3168930161769,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
960,Purée du Maître,8711358003279,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,1,,"0,8",,"73,3",,2,,"8,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
961,Venezuela cacao intense - 90g,3701200400122,,,['France'],[],[],,,,,,,,,?,,597,,2498 kj(597 kcal),,47,,28,,28,,28,,"8,6",,,,,,,,,,90 g,,,,,,,,,,,,,,,,,,,,
962,Galette d'epautre complet - Moulin des moines,3347430021708,['Moulin des moines'],,['France'],[],[],,,,,,,,,?,,332,,1389 kj(332 kcal),,"2,55",,"0,34",,64,,"0,8",,"14,2",,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,
963,yaourt aux noisettes - la ferme normande - 180g,37710156,['la ferme normande'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux noisettes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,180g,['Verre'],,,,,B,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,
964,Sel fin,7840033442799,,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,B,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,
965,Cacahuètes,4031446850238,,,['France'],[],[],,,,,,,,,?,,613,,2565 kj(613 kcal),,"48,5",,"7,1",,"12,4",,"6,2",,"28,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Ajvar mild - Paprika-Gemüsezubereitung - Ahinur - 360g,8697412872619,"['Ahinur', 'Natur Food']","['Epicerie', 'Sauces', 'pl:Ajvar']","['France', 'Allemagne', 'Turquie']","['Paprika 84,95%', 'auberginen 8%', 'sonneblumenäl 3%', 'Zucker 29%', 'salz 1,5%', 'scharfe pfeiferoni 0,25%', 'branntweinessig 0,25%', 'knoblauch 0,05%']",[],4.2 g,en quantité modérée,0.5 g,en faible quantité,3.7 g,en faible quantité,1.75 g,en quantité élevée,?,,89,-63%,372 kj(89 kcal),-62%,"4,2",-77%,"0,5",-77%,"10,1",+2%,"3,7",-43%,"2,08",-23%,"1,75",-28%,"0,7",-28%,2,-83%,B,-83%,360 g,"['GL', '70', 'FE']","['pl:Made in Turkey', 'pl:Türkmali']",,,3,,http://www.ahinur.de,['Edeka'],,,,,,,,,['de:Turcja'],,,
967,Mini-twist - Kambly,7610216450518,['Kambly'],,['France'],[],[],,,,,,,,,?,,514,,2151 kj(514 kcal),,28,,16,,53,,"4,5",,11,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
968,Aloe Vera king,3207318400004,,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,0,,0,,10,,9,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Mincifit,3578835500721,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Chips paysannes saveur echalote vinaigre - Auchan,3596710483075,['Auchan'],,['France'],[],[],,,,,,,,,?,,528,,2209 kj(528 kcal),,32,,"2,6",,51,,"3,1",,"6,5",,"1,7",,"0,68",,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,['Auchan'],,,,,,,,,,,,
971,Merlot pays d'Oc - Belle France,3258561330105,['Belle France'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,['IGP'],,,,,,,,,,,,,,,,,,
972,Raviole - Saint-Jean,3266140062194,['Saint-Jean'],,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,12,,"8,1",,30,,"1,5",,13,,"1,5",,"0,6",,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,,,,
973,36g,6009701197624,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,36 g,,,,,,,,,,,,,,,,,,,,
974,Gaspacho de saison betterave et pointe de citron - La Vie Claire,3266191068459,['La Vie Claire'],,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,"0,6",,0,,"3,1",,"2,8",,1,,"0,1",,"0,04",,,,,,,,,,,,,,['La Vie Claire'],,,,,,,,,,,,
975,"Smietankowe Lody z Polskiej smietanki - Gremma - 500g, 1000ml",5907542668314,['Gremma'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Creme-glace']","['France', 'États-Unis']","['mleko odtluszczone odtworzone', 'cukier', 'thuszcz kokosowy', 'ziemniaczany syrop glukozowy', 'śmietana kremówka - 4%', 'żółtka jaj', 'emulgator ', 'mono - i diglicerydy kwasów tuszczowych', 'stabilizatory ', 'mączka chleba świętojańskiego', 'guma guar', 'aromat', 'sól', ' Produkt może zawierać orzeszki arachidowe i inne orzechy', 'sezam', 'soję', ' Określeniem partii produkcyjnej jest data i godzina podane na opakowaniu']",[],10.2 g,en quantité modérée,8.3 g,en quantité élevée,22.6 g,en quantité élevée,0.15 g,en faible quantité,?,,211,-9%,883 kj(211 kcal),-9%,"10,2",-13%,"8,3",+9%,"24,2",-13%,"22,6",-3%,"4,1",+30%,"0,15",-0%,"0,06",-0%,15,+12%,D,+12%,"500 g, 1000 ml",,,,,4,B,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['E412 - Gomme de guar'],,,,
976,Cidre brut 25cl - Kerisac - 4x 25cl,3260420059294,['Kerisac'],"['Boissons', 'Boissons alcoolisées', 'Cidres']",['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,4 x 25 cl,,,,,,D,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,
977,Avtivia au bifidus - Activia,3033491557538,['Activia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",['France'],[],[],0.1 g,en faible quantité,0.04 g,en faible quantité,5.8 g,en quantité modérée,0.16 g,en faible quantité,?,,175,+90%,732 kj(175 kcal),+91%,"0,1",-97%,"0,04",-98%,"5,8",-47%,"5,8",-43%,"4,3",+14%,"0,16",+39%,"0,064",+39%,1,-67%,B,-67%,,,,,,,,,,,,,,,,,,,,,
978,Riz long rouge,3520991940293,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"2,9",,"0,6",,"69,7",,"0,5",,"7,7",,,,,,,,,,,,,"['EMB 30258B', 'Saint-Gilles (Gard, France)']",,,,,,,,,,,,,,,,,
979,Rillettes de foie gras,3280950007244,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Sauternes,3500610141225,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Bruyere,3517760001118,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Muesli Crunchy,8514281080108,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,18,,"5,5",,62,,22,,"9,1",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
983,BBQ Mini Brötchen mit Röstzwiebeln - 250g,4061458094214,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250 g,['Produkt'],,,,,,,,,,,,,,,,,,,
984,Cuba,5420038148980,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Rohlíky Krehké Celozrné 250G Active Bonavita,8594001565627,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,"3,7",,"0,5",,59,,"4,7",,9,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
986,Château de Jau 75 cl 2017,26010342,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Thon Fumé au vous de hêtre,3345100108254,,"['Produits de la mer', 'Poissons', 'Thons']",['France'],[],[],1 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,3.1 g,en quantité élevée,?,,143,-22%,598 kj(143 kcal),-21%,1,-90%,"0,5",-72%,"0,6",-30%,"0,6",+42%,"32,8",+53%,"3,1",+201%,"1,24",+201%,11,+258%,D,+258%,,,['Sans colorants'],,,,D,,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,
988,Chips saveur paprika - Auchan,3596710483044,['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",['France'],[],[],33 g,en quantité élevée,2.7 g,en quantité modérée,2.9 g,en faible quantité,1.4 g,en quantité modérée,?,,536,+4%,2243 kj(536 kcal),+4%,33,+12%,"2,7",-13%,51,-6%,"2,9",+23%,6,+5%,"1,4",+5%,"0,56",+5%,9,-23%,C,-23%,,,"['Nutriscore', 'Nutriscore C']",,,,,,['Auchan'],,,,,,,,,,,,
989,Boules saveur Fromage - Auchan - 42g,3596710482443,['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs fourrés au fromage']",['France'],[],[],34 g,en quantité élevée,4 g,en quantité modérée,2.1 g,en faible quantité,1.7 g,en quantité élevée,?,,537,+5%,2247 kj(537 kcal),+1%,34,+6%,4,-79%,51,+10%,"2,1",-68%,"6,2",-37%,"1,7",-7%,"0,68",-7%,13,-42%,D,-42%,42 g,"['Sachet', 'Plastique']","['Nutriscore', 'Nutriscore D', 'Maïs de France']",,,,B,,['Auchan'],60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,['France'],,
990,Chicken bucket - 2x 21ml,4056489024019,,,['France'],[],[],,,,,,,,,?,,225,,941 kj(225 kcal),,11,,"1,4",,18,,4,,13,,"1,7",,"0,68",,,,,,2 x 21 ml,['Sachet'],,,,,,,,,,,,,,,,,,,
991,Pincetti farfallines - 500g,4018722344346,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"3,3",,1,,68,,"3,2",,15,,,,,,,,,,500 g,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,
992,Portion,7622300740375,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Comté AOP,0219747026833,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,427,+2%,1787 kj(427 kcal),+2%,35,+1%,23,+1%,1,+116%,0,-100%,27,+0%,"0,8",-5%,"0,32",-5%,13,0%,D,0%,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)', 'EMB 25039', 'Avoudrey (Doubs, France)']",,,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
994,Bénédicta,15447050,['Bénédicta'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Infusion orange strawberry,7613036864947,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,['Produkt'],,,,,,,,,,,,,,,,,,,
996,Sanpellegrino Momenti melograno e ribes nero,19942740,['Sanpellegrino'],,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,0,,0,,"6,6",,"6,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Pomme de terre - 2kg,3351070000573,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,5,,0,,0,,,,,,2 kg,,,,,,,,,,,,,,,,,,,,
998,Alubia blanca pocha extra cocida al natural,8433329079051,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,"0,5",,0,,16,,0,,"7,3",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,
999,Orihiro Bebida De Gelatina De Konnyaku Durazno - 130g,4571157254296,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,0,,0,,"12,5",,0,,0,,"0,18",,"0,072",,,,,,130 g,,,,,,,,,,,,,,,,,,,,
1000,HERBES AROMATIQUES : Biologique Basilic,5400357009179,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,"5,1",,,,"5,1",,"1,4",,"2,8",,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,
1001,Levure de bière Vitarmonyl - 60comprimes,13863203,"['Vitarmonyl', 'Laboratoires vitarmonyl']",['Compléments alimentaires'],['France'],"['Levure e bière', 'sorbitol', 'vitamines B3', 'B5', 'B12', 'B6', 'B2', 'B9', 'B8', ""sels de magnesium d'acide gras""]","[""Pourrait contenir de l'huile de palme""]",0.02 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,?,,,,"0,02",-100%,0,-100%,"0,31",-98%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,60 comprimes,['Verre'],"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,4,,,['Pharmacie'],,,,,,,,"['E420 - Sorbitol', ""E470b - Sels de magnésium d'acides gras""]",,['Montaigu 44'],,
1002,Fucus arkigélules,3401560269130,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,25,,12,,5,,2,,58,,9,,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Powerade Cerise,1801432100004,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Fraises De France,3760177880023,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Succo e polpa di pera,8024370052102,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,0,,0,,13,,13,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
