,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,additives,palm_ingredients,allergens,nova_score,quantity,generic_name,packaging,traceability_code,markets,ingredients_origins,manufacturing,link,producer_info
974,Lotus Madeleine Pur Beurre 8X440G 13PCS,3182650088687,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Belgique', 'France']","['Farine de blé', 'beurre concentré 25%', 'sucre', 'œufs frais de poules élevées au sol', 'lait', 'sirop de glucose-fructose', 'stabilisant ', 'glycérol', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de arôme naturel', 'amidon de blé', 'colorant ', 'bêta-carotène', ' Fabriqué dans un atelier qui utilise: fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",27.3 g,en quantité élevée,17.2 g,en quantité élevée,27.8 g,en quantité élevée,1.07 g,en quantité modérée,?,,469,+6%,1962 kj(469 kcal),+7%,"27,3",+20%,"17,2",+148%,50,-5%,"27,8",+1%,"5,6",-1%,"1,07",+32%,"0,428",+32%,25,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['Lotus'],['Sans conservateurs'],"['E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E502 - Carbonates', 'E160ai - Bêta-carotène']",,"['Gluten', 'Lait']",4,,,,,['Delhaize'],,,,
975,Grandes galettes & Palets bretons - Le Glazik - 400g,3182650248739,C,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux']",['France'],"['GRANDES GALETTES : Farine de blé tendre', 'sucre', 'beurre frais 20%', 'oeufs frais de poules élevées au sol', 'poudre de lait écrémé ', '3% équivalent lait écrémé', 'poudre à lever ', 'carbonate acide de sodium', 'diphosphate disodique', ' PALETS BRETONS : Farine de blé tendre', 'sucre', 'beurre pâtissier 25% ', 'colorant : bêtacarotène', 'oeufs frais de poules élevées au sol 12%', 'sel', '_lactose', 'poudre à lever ', 'carbonate acide de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Le Glazik'],"['Point Vert', 'en:produced-in-bretagne']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']",,"['Œufs', 'Gluten', 'Lait']",4,400 g,Grandes galettes et Palets bretons,"['Boite', 'Métal', 'Plastique']",,"['Carrefour', 'Magasins U']",,"['France', 'Bretagne']",,
976,Sel Gros (Spécial Salaisons) - Salins - 10kg,3183280007529,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sels', 'Gros sels']",['France'],['Sel'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Salins'],['Sel conforme à la Charte de Qualité du Sel Alimentaire'],,,,2,10 kg,Sel gros,['Sachet plastique'],"['EMB 30003', 'Aigues-Mortes (Gard, France)']","['Gamm Vert', 'Magasins U']","['France', 'Camargue']","['30220 Aigues-Mortes', 'Gard', 'Languedoc-Roussillon', 'France']",http://www.salins.com/,
977,Sel de mer Grands Espaces - La baleine - 600g,3183280017085,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sels', 'Sels marins', 'Sels de table', 'Sels fins']",['France'],"['sel de mer', 'fluorure de potassium : 250 mg/kg max', ' ', 'exprimés en KF', 'iodate de potassium : 60 à 80 mg/kg ', 'exprimés en K10', 'agents antiagglomérants : E504', 'E530', 'E535']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,39.3 g,en quantité élevée,?,,0,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"39,3",-44%,"15,72",-44%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['La baleine'],,"['E504 - Carbonates de magnésium', 'E530 - Oxyde de magnésium Périclase', 'E535 - Ferrocyanure de sodium']",,,,600 g,Sel de table iodé et fluoré,,,,,['France'],,
978,Confit d'aubergines à l'huile d'olive - Marius bernard - 100g,3183810006053,,['Confit aubergines'],['France'],"['Aubergines grillées 30%', ""aubergines blanches 30%,aubergines pre frites à l'huile de tournesol 30%"", ""eau huile d'olive vierge extra 6"", '1%', 'ail', 'sel', 'persil', 'sucre', 'poivre', 'thym']",[],12.4 g,en quantité modérée,1.64 g,en quantité modérée,4.04 g,en faible quantité,1.04 g,en quantité modérée,?,,138,,577 kj(138 kcal),,"12,4",,"1,64",,"4,24",,"4,04",,"1,05",,"1,04",,"0,416",,2,,B,,,,,,,,,['Marius bernard'],,,,,3,100g,,['pot verre'],,,,['Saint chamas en Provence'],,
979,"Houmous - Marius Bernard - 100g, 120ml",3183810006060,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Conserves', 'Snacks salés', 'Produits à tartiner', 'Apéritif', 'Plats préparés', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Purées', 'Plats préparés en conserve', 'Houmous', ""Purée de pois chiches à l'huile d'olive""]",['France'],"['eau', 'pois chiches 47%', ""huile d'olive vierge extra 14%"", 'sel', 'ail 1%', 'jus de citron concentré 0,8%,épices\rContient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",23 g,en quantité élevée,3.3 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,?,,242,+48%,1013 kj(242 kcal),+47%,23,+918%,"3,3",+173%,"2,8",-90%,"0,5",-79%,"5,15",+27%,"1,6",+208%,"0,64",+208%,10,+3510%,C,+3510%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,['Marius Bernard'],"['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Eco-Emballages']",,,['Anhydride sulfureux et sulfites'],3,"100 g, 120 ml",Plat préparé en conserve,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve']",,,,"['Provence', 'France']",,
980,Ketchup gastronomic - Marius Bernard - 140g,3183811010028,A,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],"['Eau', 'concentré de tomates de Provence 32%', 'crème à base de vinaigre balsamique de Modène IGP ', 'Jus de raisin', 'vinaigre balsamique de Modène IGP 38 % ', 'vinaigre de vin', 'moût de raisin cuit', 'caramel', 'amidon modifié', 'sulfites', 'marsala 4,6 % ', 'm*ifites', 'sucre', 'ail', 'huile naigre de vin blanc', 'sel', ""d'olive vierge extra"", 'miel} sauce piment Vinaigre', 'amidon de mais transformé Piment rouge', ' thym de Provence 0,05 0%']",[],1.7 g,en faible quantité,0.3 g,en faible quantité,14.4 g,en quantité élevée,2.3 g,en quantité élevée,?,,113,+7%,473 kj(113 kcal),+8%,"1,7",+597%,"0,3",+372%,"21,4",-6%,"14,4",-27%,"1,6",+23%,"2,3",+16%,"0,92",+16%,14,+16%,D,+16%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Marius Bernard'],,['E14XX - Amidons modifiés'],,['Anhydride sulfureux et sulfites'],4,140 g,Ketchup Gastronomic,['Verre'],,,,,,
981,Bisque de Homard - Les Pêcheurs des Calanques - 490g,3183811010448,,"['Produits de la mer', 'Plats préparés', 'Soupes', 'Bisques de homard']",['France'],"['Fumet de poissons de la Méditerranée ', 'eau', 'plusieurs variétés de poissons de la Méditerranée', ""légumes d'assaisonnement"", 'huile de tournesol', 'plantes aromatiques', 'épaississants : gommes de guar et xanthane', 'tomates ', 'tomate', 'jus de tomates', 'crustacés 12% ', 'dont 58% de pulpe homard et 42% de pulpe de langoustine', 'lait frais', 'crème fraiche 2% ', 'lait', 'amidon transformé de maïs', ""vin blanc des coteaux d'Aix en Provence "", 'Oeufs', 'lait', 'sulfites', 'sel', 'oignons', 'beurre de Bresse AOP ', 'lait', 'carottes', 'huile de tournesol', 'cognac fine champagne à usage professionnel 0', '3%', 'poivre']","['Non végétalien', 'Non végétarien']",3.14 g,en quantité modérée,1.24 g,en faible quantité,1.44 g,en faible quantité,1.14 g,en quantité modérée,266,,+9%55,+9%,+8%233 kj(55 kcal),+8%,"+19%2,64",+19%,"+46%0,849",+46%,"-9%3,58",-9%,"+43%1,01",+43%,"+42%3,07",+42%,"+2%1,12",+2%,"+2%0,448",+2%,"+17%3,43",+17%,+17%C,+17%,,,,,,,,['Les Pêcheurs des Calanques'],,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés']",,"['Crustacés', 'Œufs', 'Poisson', 'Lait', 'Anhydride sulfureux et sulfites']",4,490 g,,"['Bouteille', 'Verre']","['FR 13.092.001 CE', 'Saint-Chamas (Bouches-du-Rhône, France)']",['Carrefour'],,['France'],,
982,Soupe de poissons - Les Pecheurs Des Calanques,3183811010660,E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],"['Eau', 'plusieurs variétés de petits poissons entiers cotiers de la Méditerranée oignons', 'tomates ', 'tomates', 'ius de tomates', 'poireaux', 'concentré de tomates', 'huile de tournesol', 'sel', 'amidon transformé de maïs ail', 'épaississants : gommes de guar et de xantilane', 'plantes aromatiques ', 'fenouil', ""écorces d'orange"", 'poivre', 'laurier en feuille : piment']",[],4.04 g,en quantité modérée,0.74 g,en faible quantité,0.5 g,en faible quantité,1.34 g,en quantité modérée,?,,60,+25%,251 kj(60 kcal),+26%,"4,04",+113%,"0,74",+65%,"0,5",-73%,"0,5",-23%,"5,65",+9%,"1,34",+52%,"0,536",+52%,2,+129%,B,+129%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,['Les Pecheurs Des Calanques'],,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar']",,,4,,,,,,,,,
983,Bisque de Homards - La Cuisine Du Pecheur,3183811010950,,"['Produits de la mer', 'Bisques de homard']",['France'],"['Fumet de poissons de la Méditerranée ', 'eau', 'plusieurs variétés de poissons', ""légumes d'as - saisonnement "", 'oignons', 'tomates ', 'tomates', 'jus de tomates', 'concentré de tomates', 'carottes', 'poireaux', 'ail', 'huile de tournesol', 'plantes aromatiques ', 'écorces d’orange', 'fenouil', 'poivre', 'laurier', 'piment doux', 'épaississants: gommes de guar et de xanthane ', 'tomates ', 'tomates', 'jus de tomates ', 'crustacés 12 % dont 58% de pulpe homard et 42% de pulpe de langoustine', 'lait frais', 'crème ', 'laitl', 'amidon transformé de maïs', ""vin blanc des coteauux d'Aix en Provence "", ""œuf' beurre lait"", 'sulfites', 'sel', 'oignons', 'huile de Bresse AOP ', 'lait', 'carottes', 'huile de tournesol', 'cognac fine champagne à usage professionnel', 'poivre']","['Non végétalien', 'Non végétarien']",3.1 g,en quantité modérée,1.2 g,en faible quantité,1.4 g,en faible quantité,1.14 g,en quantité modérée,?,,60,+9%,251 kj(60 kcal),+8%,"3,1",+17%,"1,2",+41%,"3,2",-11%,"1,4",+39%,"4,3",+40%,"1,14",+2%,"0,456",+2%,4,+17%,C,+17%,,,,,,,,['La Cuisine Du Pecheur'],,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés']",,"['Crustacés', 'Lait', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,
984,Rouille bio -,3183811011902,,"['Epicerie', 'Sauces']",['France'],[],[],52.4 g,en quantité élevée,5.7 g,en quantité élevée,1.7 g,en faible quantité,1 g,en quantité modérée,?,,521,+119%,2180 kj(521 kcal),+121%,"52,4",+190%,"5,7",+164%,"8,7",-12%,"1,7",-74%,"2,8",+4%,1,-59%,"0,4",-59%,15,+29%,D,+29%,,,,,,,,,['Bio'],,,,,,,,,,,,,
985,Sel & deux poivres,3183811059652,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Roquefort Vernières frères - 125g,3183870001388,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",['France'],"['lait cru de brebis', 'sel', 'présure', 'ferments Iactiques', 'Penicillium Roqueforti']",['Non végétalien'],31 g,en quantité élevée,20 g,en quantité élevée,,,3.1 g,en quantité élevée,?,,365,-1%,1527 kj(365 kcal),-0%,31,-3%,20,-10%,"1,5",+130%,,,19,-2%,"3,1",-13%,"1,24",-13%,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,['Vernières Frères'],"['AOP', 'Point Vert', 'Roquefort garanti']",,,['Lait'],3,125 g,Fromage à pâte persillée,"['Frais', 'Barquette plastique', 'Opercule Film plastique', 'Etiquette papier']","['EMB 12203R', 'Roquefort-sur-Soulzon (Aveyron, France)', 'FR 12.203.037 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",['Super U'],"['France', 'Aveyron', 'Roquefort sur Soulzon']","['Roquefort sur Soulzon', 'Aveyron', 'France']",,
987,Riz cuisiné a l'espagnole - Toupargel,3184034278691,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,"4,5",,"0,6",,19,,"2,1",,"2,8",,"0,57",,"0,228",,,,,,,,,,,,,['Toupargel'],,,,,,,,,,,,,,
988,Double concentré de tomate,3184260100025,,,['France'],[],[],,,,,,,,,?,,91,,381 kj(91 kcal),,"0,97",,"0,15",,"14,5",,"14,5",,"4,83",,"0,5",,"0,2",,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
