,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,quantity,nova_score,markets,packaging,traceability_code,allergens,additives,palm_ingredients,ingredients_origins,brand_owner,generic_name,manufacturing,link,producer_info
1763,Pâtes au cacao,3565490001786,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,"3,1",,"1,3",,"65,5",,"1,7",,13,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,sauté de cerf aux haricots verts,3329260207170,,,['France'],[],[],,,,,,,,,?,,603,,2523 kj(603 kcal),,"6,1",,"1,7",,"9,4",,"1,9",,"12,9",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Chips à l'ancienne - Cora - 30g,3257980497758,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne""]",['France'],[],[],37 g,en quantité élevée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,564,+1%,2360 kj(564 kcal),+1%,37,0%,"3,5",+6%,50,+2%,"0,5",-29%,"5,4",-4%,"1,2",-9%,"0,48",-9%,15,+29%,D,+29%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,['Cora'],30 g,,,,,,,,,,,,,
1766,GUACAMOLE,2353884312409,C,"['Epicerie', 'Sauces', 'Guacamoles']",['France'],[],[],16 g,en quantité modérée,3 g,en quantité modérée,2 g,en faible quantité,1.05 g,en quantité modérée,?,,180,+11%,753 kj(180 kcal),+13%,16,+30%,3,+16%,"4,5",-26%,2,-2%,"2,5",+44%,"1,05",-5%,"0,42",-5%,7,+40%,C,+40%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,,,,,,,,,,,,,,,,
1767,Petit financier au miel façon artisanale,3335440223939,,,['France'],[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,22,,"9,8",,43,,33,,"7,6",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Morbier au lait cru,0278543018893,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,?,,352,-1%,1473 kj(352 kcal),-0%,28,-3%,20,+3%,1,+29%,1,+141%,24,+6%,"1,2",-16%,"0,48",-16%,14,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
1769,Rillettes au foie de canard,3067163618470,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],[],48 g,en quantité élevée,17 g,en quantité élevée,0.6 g,en faible quantité,1.2 g,en quantité modérée,?,,496,+24%,2075 kj(496 kcal),+24%,48,+31%,17,+36%,"0,9",+56%,"0,6",+139%,16,-1%,"1,2",-12%,"0,48",-12%,21,+9%,E,+9%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,
1770,8697449918823,8697449918823,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,75CL Lambrusco Rouge Amabile Modena - 75cL,8001929228195,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,75 cL,,,,,,,,,,,,,
1772,"Olives farcies citron tajine U SAVEURS, bocal de",3368956981680,,,['France'],[],[],,,,,,,,,?,,163,,682 kj(163 kcal),,"13,6",,"2,4",,"1,6",,"0,5",,"0,4",,"2,32",,"0,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Noix de cheval fumée à froid - Delhaize,5400112719541,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,135,,565 kj(135 kcal),,"2,4",,"0,9",,"2,7",,"2,7",,"24,8",,"4,15",,"1,66",,,,,,,,,,,,,,['Delhaize'],,,['Delhaize'],,,,,,,,,,,
1774,Madeleine,15438835,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],[],23 g,en quantité élevée,2.5 g,en quantité modérée,26 g,en quantité élevée,0.68 g,en quantité modérée,?,,454,+3%,1900 kj(454 kcal),+3%,23,+1%,"2,5",-64%,55,+4%,26,-5%,6,+6%,"0,68",-16%,"0,272",-16%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,,,
1775,Cote du rhone,3339756271141,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,,,
1776,MELANGE EXOTIQUE,2600129030506,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,11,,"10,1",,"69,8",,"57,2",,"1,9",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Pissaladières,3257630010276,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', ""Tartes à l'oignon""]",['France'],[],[],12 g,en quantité modérée,1.4 g,en faible quantité,6.5 g,en quantité modérée,1.5 g,en quantité modérée,?,,238,-5%,996 kj(238 kcal),-4%,12,-11%,"1,4",-61%,26,+3%,"6,5",+39%,"5,4",+4%,"1,5",+10%,"0,6",+10%,7,-33%,C,-33%,,,,,,,,,,,,,,,,,,,,,,,
1778,Fraisier décongelé individuel X 2 - Carrefour - 200g,0202338023618,,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",['France'],"['Mousse vanille ', '42', '03%', ' : CRÈME pasteurisé ', 'stabilisant E407', 'eau', 'préparation pour crème patissière ', 'sucre', 'amidon modifié de pomme de terre et de maïs', 'LACTOSE protéines de LAIT', 'poudre de LAIT crémé', 'matières grasses végétales non hydrogénées ', 'palme', 'épaississants E401', 'stabilisants E450iii et E516', 'sirop de glucose', 'émulsifiant E472a', 'colorants E160a', 'E101', 'sucre', 'gélatine bovine', 'extrait de vanille 0,4%', ' Biscuit ', '29 42%', "" : blanc d'ŒUF "", ""Jaune d'ŒUF Sucré"", 'sucre', ""poudre d'AMANDE 15%"", 'farine de BLÉ ', 'GLUTEN de blé', 'ŒUFS entiers', ' Coulis fraise ', '14', '19%', ' : fraise 39%', 'eau', 'nappage ', 'sirop de glucose - fructose', 'eau', 'sucre', 'gélifiant pectine', 'acidifiant : acide citrique', 'conservateur E202', 'sucre', 'épaississant', ' pectine Fraises ', '12,26% ', ' : fraise', 'sucre', 'antioxydant acide ascorbique', 'acidifiant : acide citrique', ' Décor ', '2', '10%', ' : nappage ', 'eau,sirop de glucose de blé', 'sucre', 'fructose', 'gélifiants pectine', 'E407', 'acidifiant : acide citrique', 'colorant E172']","['Huile de palme', 'Non végétalien', 'Non végétarien']",13.6 g,en quantité modérée,8.9 g,en quantité élevée,21.9 g,en quantité élevée,0.25 g,en faible quantité,1075,-32%,?,,1075 kj(257 kcal),-32%,"13,6",-19%,"8,9",+9%,"31,1",-35%,"21,9",-25%,"2,1",-61%,"0,25",-40%,"0,1",-40%,15,-12%,D,-12%,,,,,,,,,['Carrefour'],200 g,4,['Carrefour'],['Plastique'],"['EMB 25563', 'Thurey-le-Mont (Doubs, France)']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E450iii - Diphosphate tétrasodique', 'E516 - Sulfate de calcium', ""E472a - Ester diacétyl-acétique d'acides gras"", 'E160a - Carotènes mélangés', 'E101 - Riboflavine', 'E428 - Gélatine', 'E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E172 - Oxyde et hydroxyde de fer']",['Huile de palme'],,,Fraisier,,,
1779,Terrine de canard au magret de canard fumé - Pierre Champion - 65g,3598964200583,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],"['viande de porc', 'foie de porc', 'gras de porc', 'viande de canard 15 %', 'magret de canard fumé 5% ', 'magret', 'sel', 'poivre', 'ferments lactiques', 'conservateur nitrite de sodium', 'antioxydant ascorbate de sodium', ""Poids net au blanc d'œuf"", 'sel', 'amidon de mais modifié', 'poivre Viandes de Porc et de Canard origine: France']","['Non végétalien', 'Non végétarien']",25.6 g,en quantité élevée,8.7 g,en quantité élevée,0.1 g,en faible quantité,1.7 g,en quantité élevée,?,,299,-2%,1251 kj(299 kcal),-2%,"25,6",-3%,"8,7",-8%,2,+16%,"0,1",-84%,"15,2",+7%,"1,7",+11%,"0,68",+11%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,['Pierre Champion'],65 g,3,,['boite metal'],,['Lait'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,,,,
1780,Paté pur canard lafitte,3410840007904,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,39,,13,,"1,6",,"1,6",,12,,"1,3",,"0,52",,,,,,,,,,,,,,['Lafitte'],,,,,,,,,,,,,,
1781,1/2 caillasse de Savoie  Filet de porc séché,2309617003366,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,29,,"1,1",,"1,1",,"0,7",,"22,4",,"2,81",,"1,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Coquilles bio,3426510000649,,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,37,,"26,1",,4,,1,,"7,6",,"1,1",,"0,44",,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1783,Tim Tam Milk Chocolate,8886015430139,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,2259797019582,2259797019582,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Faugères Domaine des Emprades 2017,3270871038335,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Saumur Champigny,3568610002663,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Roomboter,8712423039223,,,['France'],[],[],,,,,,,,,?,,651,,2724 kj(651 kcal),,72,,37,,"0,5",,"0,5",,"0,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Limonade,4056489445166,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"7,4",,"7,4",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Melange exotiUe,2600129031428,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,confit de vin de Bordeaux,3263343071107,,,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,0,,0,,"18,1",,"18,1",,"6,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Infusion fruits rouge,05666645,,,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Biscotto al burro,8023192000568,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,12,,8,,69,,56,,5,,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Suisse Maison,0207175012467,,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,16,,"9,9",,59,,28,,"5,8",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,ESPOSITO,34329351,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,"3,3",,"1,27",,"81,6",,"52,1",,"7,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Flageolet vert,3593240630504,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,La bolée guérinoise,3260421213503,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,poulet fermier d ancenis label rouge,0284242044156,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Label Rouge'],,,,['super u'],,,,,,,,,['Ancenis'],,
1798,Francois Guy Absinthe -,3394700015011,E,"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,,,,,
1799,Honey moutarde,3760257870708,,,['France'],[],[],,,,,,,,,?,,481,,2013 kj(481 kcal),,"46,7",,"2,7",,"14,1",,"13,7",,"1,04",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Palets bretons,3488430000604,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",['France'],[],[],32.7 g,en quantité élevée,22 g,en quantité élevée,25.6 g,en quantité élevée,1.2 g,en quantité modérée,?,,539,+8%,2255 kj(539 kcal),+8%,"32,7",+29%,22,+34%,"55,5",-8%,"25,6",-1%,"5,1",-13%,"1,2",+37%,"0,48",+37%,26,+8%,E,+8%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,,,
1801,Moutarde d'Orléans,3165355609524,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Point Vert'],,,,,,,,,,,,,,,
1802,Saucisses de Montbelliard IGP/BBC,2866862028730,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,27,,"9,9",,1,,"0,8",,17,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Thon blanc germon à l'huile d'olive - La Belle-Iloise,3334088100367,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs']",['France'],[],[],25.5 g,en quantité élevée,3.95 g,en quantité modérée,0.2 g,en faible quantité,0.4 g,en quantité modérée,?,,331,+55%,1385 kj(331 kcal),+54%,"25,5",+92%,"3,95",+52%,"0,3",-26%,"0,2",-13%,"24,7",+5%,"0,4",-56%,"0,16",-56%,3,-31%,C,-31%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,['La Belle-Iloise'],,,,,,,,,,,,,,
1804,Kokos,3870007044089,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,15,,6,,60,,54,,3,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Parmesan,2210693006632,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"28,4",,"17,7",,0,,0,,33,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Thé blanc à la mirabelle et bruyère,3700496320138,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Le torchonnay,0211371027224,,,['France'],[],[],,,,,,,,,?,,137,,573 kj(137 kcal),,"6,2",,"2,8",,"0,7",,"0,7",,"19,8",,"1,91",,"0,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Chorizo,8435037630227,,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,43,,19,,2,,"1,4",,24,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Salade de fruits de mer,8005834007241,,['Salades de fruits de mer'],['France'],[],[],41 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,0.85 g,en quantité modérée,?,,396,+166%,1657 kj(396 kcal),+166%,41,+344%,5,+465%,"1,4",-56%,0,-100%,"5,4",-56%,"0,85",-36%,"0,34",-36%,11,+273%,D,+273%,,,,,,,,,,,,,,,,,,,,,,,
1810,Rillette de maquereau - A la table de Mathilde,3760172955924,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",['France'],[],[],19 g,en quantité modérée,11 g,en quantité élevée,1.3 g,en faible quantité,1.1 g,en quantité modérée,?,,228,-3%,954 kj(228 kcal),-3%,19,+1%,11,+48%,"1,3",-43%,"1,3",+17%,9,-29%,"1,1",-1%,"0,44",-1%,16,+25%,D,+25%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,['A la table de Mathilde'],,,,,,,,,,,,,,
1811,Guimauve fantaisie,3395503039112,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,0,,0,,91,,76,,"2,3",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Pain aux deux lins,0260099009586,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,5,,"0,6",,"40,5",,"3,1",,10,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Miel de sapin de France - Miels Villeneuve - 250g,3540860010711,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de sapin']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['Miels Villeneuve', 'Culture Miel']",250 g,,,,,,,,['France'],,,,,
1814,9 cœurs pralinés,3474340025356,,,['France'],[],[],,,,,,,,,?,,574,,2402 kj(574 kcal),,41,,22,,42,,37,,"6,6",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Foie de boeuf,0208433010232,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Terrine de porc au Beaufort,3261830000562,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,29,,11,,"3,8",,"0,5",,13,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Barbie sweets & surprises et confiseries,96105931,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,"0,4",,"0,1",,"95,9",,"90,2",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Sucre à la vanille,0173000100763,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Käse Leerdammer,2800016001569,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Leerdammer'],,,,['packung(en)'],,,,,,,,,,
1820,Château de Rousse,3550649401180,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Macarons chocolat,,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,,,
1822,Mozzarella mini - Cora,3257983125443,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['France'],[],[],17 g,en quantité modérée,0 g,en faible quantité,1 g,en faible quantité,18 g,en quantité élevée,?,,229,-12%,958 kj(229 kcal),-11%,17,-18%,0,-100%,12,+1065%,1,+33%,0,-100%,18,+2571%,"7,2",+2571%,12,+18%,D,+18%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Cora'],,,,,,,,,,,,,,
1823,Cane Syrup,0617353811100,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,0,,0,,61,,61,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Pavé à la leffe,0285563021123,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,30,,21,,"0,3",,"0,3",,25,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Beaufort 250G Aop - 250g,3588250091001,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['France'],[],[],32 g,en quantité élevée,20.8 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,370,-8%,1548 kj(370 kcal),-8%,32,-0%,"20,8",+1%,"0,5",-46%,"0,5",+151%,27,+2%,1,-12%,"0,4",-12%,13,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,250 g,,,,,,,,,,,,,
1826,Marrons glacés,8001311420152,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,?,,320,+1%,1339 kj(320 kcal),+1%,"0,5",-44%,0,-100%,76,+2%,58,+15%,"2,9",+184%,0,-100%,0,-100%,13,+10%,D,+10%,,,,,,,,,,,,,,,,,,,,,,,
1827,8713235027934,8713235027934,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Grand cru classé 2003,3249990214456,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,cuisses de poulet,2692757018247,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,
1830,Organic chickpea puffs,5060472690593,,,['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,"17,2",,"1,9",,"50,4",,4,,"12,7",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,La Pucelle d'Orléans Blonde,3770007968098,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Salade de thon,4316268523226,,,['France'],[],[],,,,,,,,,?,,118,,494 kj(118 kcal),,4,,"0,4",,"8,4",,"1,5",,11,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Sauce poisson fermenté,8998008009083,,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,0,,0,,"28,8",,"17,8",,"3,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Santenay Vieilles Vignes - François Lequin - 75cl,3463640700759,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bourgogne', 'Vins blancs', 'Santenay']",['France'],"['Vin rouge', ' Contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Déconseillé aux femmes enceintes'],['François Lequin'],75 cl,3,,"['Bouteille', 'Verre']",,['Anhydride sulfureux et sulfites'],,,['France'],,,"['Bourgogne', 'France']",,
1835,Maca bio,3700637501471,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1836,Chablis 2017,3219850042819,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Terrine de foie de volaille - Esprit Gourmet,3700766400119,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",['France'],[],[],24 g,en quantité élevée,8.8 g,en quantité élevée,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,287,-5%,1201 kj(287 kcal),-5%,24,-11%,"8,8",-15%,"1,6",+7%,"0,7",+27%,16,+16%,"1,5",0%,"0,6",0%,17,-7%,D,-7%,,,,,,,,,['Esprit Gourmet'],,,,,,,,,,,,,,
1838,Mojhettes de Pont l'abbé d'arnoult,3760155400038,,,['France'],[],[],,,,,,,,,?,,62,,259 kj(62 kcal),,"0,5",,"0,1",,"8,2",,"1,1",,4,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Wild apple,4791059000436,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Eau minérale naturelle,03796955,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles', 'Eau minérale naturelle non gazeuse']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,0,-100%,A,-100%,,,,,,,,,,,,,,,,,,,,,,,
