,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,palm_ingredients,producer_info,origin_detail
1886,Ballotin nougatines - Ivoria - 200g,3250390706557,,,200 g,,['Ivoria'],,,,,,['Intermarché'],['France'],"['Chocolat au lait : sucre', 'beurre de cacao', 'poudre de lait  entier', 'pâte de cacao', 'poudre de lait  écrémé', 'émulsifiant : lécithines de tournesol', 'arôme', ' Nougatine ', '43%', ' : sucre', 'amandes  ', '34%', 'sirop de glucose', 'amidon de blé ', ' Eclats de noisettes  ', '7%', ' Cacao : 31% minimum dans le chocolat au lait']","['Gluten', 'Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien']",4,,,,,,,,,2046,,?,,2046 kj(489 kcal),,28,,11,,50,,49,,"7,9",,"0,097",,"0,039",,,,,,,,,,,,,['E322i - Lécithine'],,,,
1887,Paprika doux - Cigalou - 500g,3250390712428,B,,500 g,"['Flacon', 'Plastique']",['Cigalou'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']","['Labels de distributeurs', 'Sélection Intermarché']",,"['EMB 07117', 'Lablachère (Ardèche, France)']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,
1888,Croquettes de poisson panees - Netto - 1kg,3250390713708,,,1 kg,,['Netto'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'en:fish-croquette-fritter']",,,,,['Netto'],['France'],"['Chair de poisson 47%', 'eau', 'farine de blé', 'huile végétale de tournesol', 'flocons de pomme de terre ', 'pomme de terre', ""émulsifiant mono - et diglycérides d'acides gras"", 'épice : curcuma', 'fines herbes 1,5% ', 'persil', 'ciboulette', 'fécule de omme de terre', 'arômes', 'ail déshydraté 0,5%', 'émulsifiant : méthylcellulose', 'sel', 'levure', 'épices ', 'paprika', 'curcuma', 'amidons pomme de terre', 'blé', ' Traces éventuelles de : soja', "" *Bien qu'un soin tout particulier ait été pris pour enlever toutes les arêtes"", 'quelques-unes peuvent exceptionnellement se dans ce oroduit']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,8.5 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,?,,187,0%,782 kj(187 kcal),-1%,"8,5",+15%,1,+24%,"15,2",-21%,"0,7",-58%,"9,2",-9%,"0,63",-37%,"0,252",-37%,-1,-233%,A,-233%,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E461 - Méthylcellulose']",,,,
1889,S.eloi Persil - Saint eloi,3250390714705,,,,,['Saint eloi'],,,,"['EMB 91405', 'Milly-la-Forêt (Essonne, France)']",,['Intermarché'],['France'],[],,[],,,,,,,,,,?,,76,,318 kj(76 kcal),,"4,4",,"0,4",,"3,2",,1,,"3,9",,"0,12",,"0,048",,,,,,,,,,,,,,,,,
1890,"Bûche glacée, Fruits rouges - Adélie - 1L",3250390719885,D,"Sorbet framboise (46,9%), sorbet cassis, préparation de baies de cassis (2,6%), glace goût crème (20,4%), sauce à la framboise (7,9%), et décor pépites au cassis (1%) et plaquette de chocolat blanc (0,5%)",1 L,['surgelé'],['Adélie'],"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,,,,,['France'],"['Eau ', ' sucre ', ' purée de framboise ', '13,8%', ' ', ' purée', 'baies et jus de cassis à base de concentré ', '9,3%', ' ', ' sirop glucose ', ' sirop de glucose-fructose ', ' purée de framboise concentrée ', '2,3%', ' ', ' lactose ', 'lait', ' et protéines de lait ', ' graisse végétale ', 'noix de coco', ' ', "" émulsifiant : mono et diglycérides d'acides gras d'origine végétale "", ' stabilisants : gomme guar', 'farine de graines de caroube', 'gomme xanthane', 'méthylcellulose', 'glycérol', 'phosphates de calcium ', ' arômes ', ' amidon transformé ', ' jus de sureau concentré ', ' beurre de cacao ', ' lait entier en poudre ', ' pommes ', ' dextrose ', ' gélifiants : pectine', 'alginate de sodium ', ' arômes naturels de vanille ', ' acidifiants : E330', 'E270 ', "" fibres d'ananas "", "" correcteurs d'acidité : E331"", 'E332 ', ' colorants : E163', 'E172 ', ' conservateur : E202']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.4 g,en faible quantité,1.1 g,en faible quantité,26.9 g,en quantité élevée,0.1 g,en faible quantité,?,,139,-30%,582 kj(139 kcal),-30%,"1,4",-83%,"1,1",-80%,"30,1",+5%,"26,9",+9%,"0,6",-74%,"0,1",-19%,"0,04",-19%,7,-38%,C,-38%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', 'E461 - Méthylcellulose', 'E422 - Glycérol', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium', 'E163 - Anthocyanes', 'E172 - Oxyde et hydroxyde de fer', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1891,Épinards Hachés à la Crème Surgelés - Netto,3250390727408,B,,,,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",,,,,['Netto'],['France'],"['HACHÉS À : Épinards 75%', 'crème* fraîche 12%', 'eau', 'amidon de riz poudre de lait écrémé', 'extrait de muscade', 'extraits de CON']",['Lait'],['Non végétalien'],1,3.9 g,en quantité modérée,2.8 g,en quantité modérée,0.7 g,en faible quantité,0.67 g,en quantité modérée,?,,59,+55%,247 kj(59 kcal),+58%,"3,9",+165%,"2,8",+327%,"2,8",+41%,"0,7",0%,"4,2",+54%,"0,67",+102%,"0,268",+102%,-4,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,
1892,Sauce aigre-douce aux légumes - Netto - 350g,3250390727569,B,,350 g,,['Netto'],"['Epicerie', 'Sauces', 'Sauces aigre-douces']",,,,,['Netto'],['France'],"['Eau', 'sucre', ""vinaigre d'alcool"", 'carottes ', '8%', 'oignons ', '8%', 'ananas ', '4%', 'concentré de tomates ', '4%', 'poivrons verts ', '4%', 'pousses de bambou ', '3%', 'céleri', 'amidon modifié de maïs', 'poivrons rouges', 'sel', 'arômes', 'antioxydant : acide ascorbique', 'gingembre', 'oléorésine de paprika']",['Céleri'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,1.04 g,en quantité modérée,?,,82,-34%,343 kj(82 kcal),-33%,"0,5",+48%,"0,1",+81%,19,-28%,16,-27%,"0,5",+0%,"1,04",-11%,"0,416",-11%,8,-20%,C,-20%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E160c - Extrait de paprika']",,,,
1893,Crokawak saveur Vanille Chocolaté - Chabrior - 375g,3250390729341,B,,375 g,"['Carton', 'Sachet', 'Plastique']",['Chabrior'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat', 'Céréales à la vanille']","['Labels de distributeurs', 'Sélection Intermarché']",['France'],"['EMB 07055', 'Charmes-sur-Rhône (Ardèche, France)']",,['Intermarché'],['France'],"['Céréales 64 % [semoule de maïs 34,8 % ', 'France', 'farine de blé complet 21,5 % ', 'UE', ""farine d'avoine complète 7,7 % "", 'UE', ']', 'sucre', 'poudre de cacao maigre', 'sirop de glucose', 'chocolat en poudre 1,9 % ', 'UE/non UE', ' ', 'sucre', 'poudre de cacao gras', 'arômes', 'poudre de lactosérum ', 'dont lait', 'sel', 'poudre de lait écrémé', 'vitamines et minéraux [C', 'niacine ', 'PP/B3', 'B6', 'thiamine ', 'B1', 'riboflavine ', 'B2', 'acide folique ', 'B9/M', 'B12', 'fer]', 'colorant : caroténoïdes']","['Gluten', 'Lait', 'Avoine']",['Non végétalien'],4,1.6 g,en faible quantité,0.5 g,en faible quantité,32.4 g,en quantité élevée,0.41 g,en quantité modérée,1623,-0%,?,,1623 kj(388 kcal),+1%,"1,6",-44%,"0,5",-40%,"82,9",+4%,"32,4",+45%,7,-8%,"0,41",+9%,"0,164",+9%,8,+39%,C,+39%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['E160 - Caroténoïdes'],"['France', 'Union européenne']",,,
1894,Epinards Hachés - Netto - 795g,3250390730958,B,,795 g,,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards', 'Epinards haches']",,,,,['Netto'],['France'],['Epinards hachés'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.9 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,0.04 g,en faible quantité,142,+13%,?,,142 kj(34 kcal),-5%,"0,9",-17%,"0,7",+69%,"1,5",-22%,"0,8",+32%,"3,5",+19%,"0,04",-89%,"0,016",-89%,-10,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,
1895,Sangria - On/off - 5litres,3250390737490,,,5litres,,['On/off'],,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,
1896,Spécial grillade - Cigalou - 30g,3250390742401,,,30 g,['Flacon'],['Cigalou'],,,,,,,['France'],"['Graines de moutarde', ' Coriandre', 'carvi', 'oignon', 'poivrons rouges', 'poivrons verts', 'poivre noir']",['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,250,,1046 kj(250 kcal),,"3,3",,1,,"44,5",,"38,3",,"10,9",,0,,0,,,,,,,,,,,,,,,,,
1897,Raffolade 20 Crepes Fromage - Netto,3250390748021,,,,,['Netto'],,,,,,,['France'],[],,[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"5,6",,"2,9",,"14,8",,"2,7",,"4,3",,"0,79",,"0,316",,,,,,,,,,,,,,,,,
1898,Riz long incollable - Netto - 4 * 125g (500g),3250390748236,B,,4 * 125 g (500 g),['Carton'],['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,,,['Netto'],['France'],[],,[],,0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,351,+4%,1469 kj(351 kcal),+3%,"0,9",-15%,"0,2",-16%,"78,1",+6%,"0,5",+74%,"7,2",-2%,"0,01",-47%,"0,004",-47%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,
1899,Salade au Thon Niçoise - Netto - 280g,3250390749127,,"Salade aux légumes, aux pommes de terre et au thon",280 g,"['Boîte', 'Conserve', 'Acier recyclable']",['Netto'],"['Conserves', 'Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon', 'Plats préparés en conserve', 'Salades de légumes', 'Salades nicoises']","['Point Vert', 'Acier recyclable', 'Eco-Emballages']","['VIF Argent - VIF Very Innovative Food (Filiale Gendreau) - 40 Route de la Roche sur Yon - ZI de la Bégaudière - 85800 Saint-Gilles-Croix-de-Vie', 'Vendée', 'Pays de la Loire', 'France']","['FR 85.222.009 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,['Netto'],['France'],"['Pommes de terre 23 %', 'thon ', 'poisson', ' 20 %', 'poivrons 14 %', 'eau', 'tomates 8', '9 %', 'haricots verts 5', '9 %', 'oignons 4', '7 %', 'huile de colza', 'olives ', 'olive', 'sel', 'fixateur de couleur : gluconate ferreux', 'vinaigre', 'sel', 'basilic', 'amidon de riz', 'épaississant : gomme guar', 'colorant : extrait de paprika', 'arôme naturel ', 'dont céleri', ""arôme naturel d'ail""]","['Céleri', 'Poisson']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.1 g,en quantité modérée,0.3 g,en faible quantité,1.2 g,en faible quantité,0.95 g,en quantité modérée,?,,87,0%,364 kj(87 kcal),-2%,"4,1",-5%,"0,3",-41%,"5,3",-7%,"1,2",-10%,"6,5",-1%,"0,95",-9%,"0,38",-9%,0,,B,,,,,,,,,"['E579 - Gluconate de fer', 'E412 - Gomme de guar', 'E160c - Extrait de paprika']",,,,
1900,Carpaccio - Netto,3250390749752,,,,,['Netto'],,"['Viande Française', 'Viande-bovine-francaise']",,,,['Netto'],['France'],['par nos bouchers'],,[],,,,,,,,,,?,,226,,946 kj(226 kcal),,17,,"3,3",,"0,5",,"0,5",,18,,"0,58",,"0,232",,,,,,,,,,,,,,,,,
1901,Pâte en croûte cocktail - Netto,3250390751540,,,,,['Netto'],,,,,,['Netto'],['France'],"['farine de blé ', 'gelées réhydratées ', 'eau', 'gé""dtine de porc', 'sel', 'dextrose', 'gélifiant : E407', 'acidifiant : arôme naturel de clou de girofle', 'colorant : El 50a', 'eau', '[330', 'arôme natr gras de porc', 'saiÊdOlJX', ""viande de porc 7'/0 "", 'origine : UE', 'viande séparée mécaniquement de dinde ', 'origine : UE', 'foie de porc', 'blanc dl?uf', 'protéines de soja', 'sell fécule de pomme de terre', ' parure de porc', 'stabilisants : E450', 'E451 : dextrose de blé et maïs', 'fibre de E282', 'E250 : vin aromatisé', 'brandy', 'épices et plantes aronatioras', ' ahtjoxydant : E301', 'arôme E120', ' Traces {éventuelles de : naturel de poivre', 'lactose ', 'lait', 'colorants : moutarde', ' poissons', ' céleri et fruits à']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,343,,1435 kj(343 kcal),,"23,9",,"9,2",,"23,2",,"1,2",,"8,2",,"1,9",,"0,76",,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,
1902,2 croissants au jambon - Netto - 340g,3250390751557,D,"Croissant garni de sauce blanche, de jambon et d'emmental",340 g,"['Barquette', 'Plastique']",['Netto'],"['Plats préparés', 'Feuilleté salé', 'Croissants au jambon']",,['France'],"['EMB 42127', 'Mably (Loire, France)', 'FR 42.127.001 CE', 'Mably (Loire, France)']",,['Netto'],['France'],"['Sauce blanche 37,6% : eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales ', 'palme', 'colza', 'eau', 'émulsifiant : E471', 'acidifiant : E330', 'arôme', 'lactose et protéines de lait', 'crème', 'sel', 'épice', ""extraits d'épices"", '\r Croissant 35,3% : farines ', 'farine de blé', 'farine de fèves', 'farine de blé malté', 'antioxydant : E300', 'eau', 'margarine ', 'huiles et graisses végétales ', 'palme', 'colza', 'eau', 'sel', 'émulsifiant : E471', 'acidifiant : E330', 'colorant : E160a', 'sucre', 'levure', 'sel', '\r Jambon de porc cuit standard 15,3% : jambon de porc', 'eau', 'sel', 'sirop de glucose', 'stabilisants : E451', 'E450', ' dextrose', 'arômes', 'gélifiant : E407', 'conservateurs : E316', 'E250', '\r Emmental 11,8%', 'dont lait']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,12.7 g,en quantité modérée,6.9 g,en quantité élevée,4.2 g,en faible quantité,1.43 g,en quantité modérée,977,-5%,234,-7%,977 kj(234 kcal),-7%,"12,7",-9%,"6,9",-20%,"22,2",+3%,"4,2",+25%,"6,8",-19%,"1,43",+15%,"0,572",+15%,14,-8%,D,-8%,69.6%,13.6%,5.7%,3.0%,1.7%,6.3%,51,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E160a - Carotènes mélangés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1903,Quiche lorraine - Netto - 400g,3250390751588,D,,400 g,,['Netto'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,,,,['Netto'],['France'],"['Garniture 66,2% : lait entier', 'lardons fumés 12,4% ', 'poitrine de porc 11,8% ', 'origine France', 'sel', 'dextrose', 'acidifiant : acide citrique', 'arôme de fumée', 'sirop de glucose', 'antioxydant érythorbate de sodium', 'conservateur nitrite de sodium', 'arômes naturels', 'œufs frais 10,7% ', 'UE', 'crème fraîche 7,3% ', 'France', 'eau', 'emmental 4,3% ', 'UE/non UE', 'amidon modifié', 'poivre', 'muscade', ' Pâte feuilletée pur beurre 33,8% : farines ', 'farine de blé', 'farine de fèves', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique', 'beurre 8,4% ', 'beurre ', 'UE', 'colorant : caroténoïdes', 'eau', 'sel']","['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,15.1 g,en quantité modérée,9.5 g,en quantité élevée,1.6 g,en faible quantité,0.85 g,en quantité modérée,1013,-4%,243,-8%,1013 kj(243 kcal),-8%,"15,1",-7%,"9,5",+9%,"17,6",-9%,"1,6",-31%,"8,6",-7%,"0,85",-18%,"0,34",-18%,15,+6%,D,+6%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E160 - Caroténoïdes']",,,,
1904,Potage Poule Aux Vermicelles,3250390762485,,,,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,"4,1",,"1,45",,"61,9",,"5,2",,"13,3",,"11,28",,"4,512",,,,,,,,,,,,,,,,,
1905,Poitrine fumée - Netto,3250390764199,E,,,,['Netto'],"['Viandes', 'Porc', 'Poitrine de porc']",,,,,['Netto'],['France'],"['Poitrine de porc', 'sel', 'antioxydant : ascorbate de sodium ', ' conservateur : nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,25 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,2.65 g,en quantité élevée,?,,288,+4%,1205 kj(288 kcal),+6%,25,+12%,"8,9",+5%,"0,5",-47%,"0,5",-24%,"15,4",-7%,"2,65",+13%,"1,06",+13%,21,+9%,E,+9%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1906,Jambon Emmental - Monique Ranou - 140g,3250390764601,C,Sandwiches au pain de mie complet garnis de jambon cuit standard et d'emmental,140 g,"['Barquette', 'Plastique']",['Monique Ranou'],"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', ""Sandwichs à l'emmental"", 'Sandwichs Jambon Fromage']","['Labels de distributeurs', 'Viande-francaise', 'Viande Porcine Française', 'Sélection Intermarché']",['France'],"['EMB 56251C', 'Theix (Morbihan, France)', 'EMB 56251', 'Theix (Morbihan, France)']",,['Intermarché'],['France'],"['Pain de mie complet 51,4% : farine complète de blé', 'eau', 'huile de colza', 'sucre', 'sel', 'gluten de blé', 'dextrose', 'levure', 'farine de blé', 'émulsifiant : E471', 'conservateur : E282', 'agent de traitement de la farine : E300', '\rGarniture 48,6% : jambon cuit standard 58,8% ', 'jambon de porc origine France', 'eau', 'dextrose', 'plasma de porc', 'sel ', ' stabilisants : E450', 'E451', ' conservateurs : E316', 'E250 ', ' arômes', 'emmental ', 'dont lait', ' 20,6%', 'mayonnaise allégée ', 'eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur : E222', 'sucre', ""vinaigre d'alcool"", ""jaune d'oeuf"", 'amidons modifiés', 'sel', 'épaississant : E415']","['Œufs', 'Gluten', 'Lait', 'Moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,14.1 g,en quantité modérée,7.7 g,en quantité élevée,2.5 g,en faible quantité,1.8 g,en quantité élevée,?,,274,+9%,1146 kj(274 kcal),+10%,"14,1",+32%,"7,7",+129%,"22,7",-11%,"2,5",-23%,"12,1",+8%,"1,8",+22%,"0,72",+22%,17,+86%,D,+86%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['France'],,,
1907,12 croissants - Chabrior - 480g,3250390766544,B,croissants,480 g,['Sac plastique'],['Chabrior'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants ordinaires']",,,"['EMB 37122F', 'Joué-lès-Tours (Indre-et-Loire, France)']",,['Intermarché'],['France'],"['Farine de blé 52%', 'beurre concentré ', 'dont lait', 'eau', 'matière grasse végétale non hydrogénée [', ' palme', 'colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide lactique et acide citrique"", 'conservateur : sorbate de potassium', 'colorant : bêta-carotène', 'arômes]', 'sucre', 'levure', ""émulsifiants : mono - et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium"", 'sel', 'gluten de blé', 'arôme', 'colorant : bêta-carotène', 'conservateur : propionate de calcium', 'antioxydant : acide ascorbique', 'oeufs']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,26 g,en quantité élevée,16.7 g,en quantité élevée,7.1 g,en quantité modérée,0.97 g,en quantité modérée,1839,+9%,441,+17%,1839 kj(441 kcal),+9%,26,+29%,"16,7",+52%,"42,8",-8%,"7,1",-8%,"7,7",+2%,"0,97",-8%,"0,388",-8%,20,+9%,E,+9%,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène', 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",,['Huile de palme'],,
