,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,additives,nova_score,allergens,packaging,manufacturing,traceability_code,markets,ingredients_origins,palm_ingredients,generic_name,link,origin_detail,producer_info,brand_owner
1398,Nestle Milo Activ-go 1KG - 1kg,9556001004673,D,['NESTLÉ'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",['France'],"[""Extrait de malt d'orge"", 'Lait écrémé en poudre', 'Sucre', 'Poudre de cacao', 'Huile végétale', 'Phosphate de calcium', 'Phosphate de sodium', 'Vitamine C', 'Nicotinamide', 'Phosphate ferrique', 'Vanilline', 'Vitamine D', 'Vitamine B6', 'Vitamine B2', 'Vitamine B12']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,412,+24%,1724 kj(412 kcal),+21%,"9,9",+130%,"3,8",+49%,"40,5",-36%,"19,5",-65%,"11,7",+85%,15,+7077%,6,+7077%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,1 kg,,,3,['Gluten'],['Sac'],,,['Carrefour'],,,Chocolat Milo,,,,
1399,Maggi,9556001135957,,['Maggi'],,['France'],[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,"17,2",,"7,9",,"61,7",,"2,4",,"9,7",,"4,33",,"1,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Kit Kat Chunky - Nestlé - 36g,9556001198839,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']","['France', 'Thaïlande']","['Sugar Milk Solids ', ""Cow's Milk"", 'Cocoa Butter', 'Wheat Flour', 'Cocoa Mass', 'Vegetable Fat & Ol ', 'Palm Kernet Paim', 'ilipe Shea', ' glucose syrup emulsifier ', 'soy lecitin', 'Cocoa POwder', 'Stabilisers ', 'Sodium Bicarbonate & Calcium Carbonate', 'Salt Vanillin', ' Contains Food Allergens Milk Gluten Soya', ' May Contan Traces:Peanut']",[],29 g,en quantité élevée,8.1 g,en quantité élevée,46.7 g,en quantité élevée,0.19 g,en faible quantité,?,,526,+4%,2201 kj(526 kcal),+3%,29,+2%,"8,1",-48%,"56,5",0%,"46,7",+7%,"8,4",+23%,"0,19",-31%,"0,076",-31%,,,,,,,,24,-2%,E,-2%,36 g,['Pur beurre de cacao'],['E500ii - Carbonate acide de sodium'],,"['Gluten', 'Lait', 'Arachides', 'Soja']",['Bar'],,,,,,,,,,
1401,Nutripuffs Banana Orange - Nestlé,9556001247063,,['Nestlé'],,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,11,,4,,"75,5",,6,,7,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Cheese Ball Cheese Snacks Chips - -,9556023897741,,,"['Snacks', 'Snacks sucrés']",['France'],[],[],33 g,en quantité élevée,15 g,en quantité élevée,4 g,en faible quantité,0.67 g,en quantité modérée,?,,550,+23%,2301 kj(550 kcal),+22%,33,+63%,15,+51%,54,-6%,4,-89%,10,+68%,"0,67",+76%,"0,268",+76%,,,,,,,,18,-5%,D,-5%,,,,,,,,,,,,,,,,
1403,Grass Jelly Drink - Yeo's,9556156034808,,"[""Yeo's""]","['Boissons', 'Boissons avec sucre ajouté']",['France'],"['eau', 'extrait de mesona chinensis', 'sucre de canne', 'amidon de maïs', 'colorant : E150c']",[],0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.03 g,en faible quantité,?,,38,-55%,159 kj(38 kcal),-57%,0,-100%,0,-100%,"9,5",-52%,9,-51%,0,-100%,"0,03",-20%,"0,012",-20%,,,,,,,,12,+1%,E,+1%,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,
1404,Sauce pimentée à l'ail - Yeo's - 300ml (330g),9556156046726,,"[""Yeo's"", 'Yeo Hiap Seng (Malaysia) Bhd']","['Epicerie', 'Sauces', 'Sauces pimentées']","['France', 'États-Unis']","['Eau', 'piment ', '21%', 'ail ', '21%', 'sucre', 'sel', 'acidifiant : E260', 'stabilisateur : E415', 'amidon modifié de maïs', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,300 ml (330 g),"['Halal', 'Sans exhausteur de goût', 'Sans glutamate', 'Sans conservateurs']","['E260 - Acide acétique', 'E415 - Gomme xanthane']",4,,"['Bouteille', 'Verre']",['Malaisie'],,['Noz'],,,,,,,YEO'S
1405,Bika Fika Cheese -,9556378303195,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],"['Mais', 'huile végétable de palme', 'fromage en poudre', 'lait en poudre', 'sucre', 'sel', 'contient des colorants alimentaires autorisés ', 'jaune coucher du soleil E110', 'E102']",['Non végétalien'],39 g,en quantité élevée,19 g,en quantité élevée,11 g,en quantité modérée,1 g,en quantité modérée,?,,578,+25%,2418 kj(578 kcal),+23%,39,+96%,19,+251%,54,-9%,11,+181%,3,-70%,1,-50%,"0,4",-50%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,23,+49%,E,+49%,,,['E102 - Tartrazine'],4,,,,,,,,,,,,
1406,Gelée Nata Litchi 236G - Jelly,9556437001024,,['Jelly'],,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,0,,0,,19,,17,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Dessert Nata de Coco Assortiment - Cocon - 480g,9556437002403,E,['Cocon'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Desserts gélifiés']","['France', 'Allemagne']","['eau', 'gel de coco ', 'lait de coco', 'sucre', ' 17%', 'sucre', 'jus de fruit 5% ', 'respectivement litchi', 'mangue', 'fraise', 'orange', 'melon miel', 'LAIT entier en poudre', 'gélifiant : E407', 'E410', 'arôme', 'correcteur d\x92acidité: E330', 'colorants: E133', 'E129', 'E102']",['Non végétalien'],0 g,en faible quantité,0 g,en faible quantité,18.8 g,en quantité élevée,0.25 g,en faible quantité,340,,81,+56%,340 kj(81 kcal),+54%,0,-100%,0,-100%,"18,8",+81%,"18,8",+109%,"1,3",+10%,"0,25",+76%,"0,1",+76%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,6,+466%,C,+466%,480 g,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E330 - Acide citrique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E102 - Tartrazine']",4,['Lait'],['Frais'],['Malaisie'],,['asian food lovers'],,,Dessert avec gel de coco (arôme de fruit assorti),https://www.asianfoodlovers.fr/dessert-nata-de-coco-assorti-480-gram,,,
1408,Soft Drink Strawberry Flavour - soofty - 33cl,9556474125165,,['Soofty'],,['France'],"['eau', 'fructose', 'CO2', 'acide citrique ', 'E330', 'acide malique ', 'E296', 'acésulfame K ', 'E950', 'citrate de sodium ', 'E311', 'aspartame', 'sorbate de potassium ', 'E202', 'arôme de fraise', ' Informatien']",[],,,,,,,,,?,,14,,59 kj(14 kcal),,0,,0,,"3,5",,0,,0,,0,,0,,,,,,,,,,,,,33cl,['Sans colorants'],"['E330 - Acide citrique', 'E296 - Acide malique', 'E950 - Acésulfame K', 'E331 - Citrates de sodium', ""E311 - Gallate d'octyle"", 'E951 - Aspartame', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,['Canette'],,,,,,,,,,
1409,Palm Oil - carotino - 1l,9557129019013,,['Carotino'],,"['Belgique', 'France']",['1 litre CP500 PRODUCT OF /ORIGINE/ OORSPRONG'],[],,,,,,,,,?,,830,,3473 kj(830 kcal),,92,,39,,0,,0,,0,,0,,0,,,,,,,,,,,,,1 l,"['Sans colorants', 'Sans conservateurs', 'Swiss vitamin institute lausanne']",,,,,,,,,,,,,,
1410,Mini meloui - Bladi - 360g,9557477772493,,['Bladi'],,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"12,2",,7,,46,,"12,2",,"7,5",,"1,1",,"0,44",,,,,,,,,,,,,360g,,,,,,,,,,,,,,,
1411,Peanut & Popcorn With Dark Chocolate 12 x 45G - Great value - 12x 45g,96087770,,['Great value'],,['France'],"['Eat Natural — Barres aux fruits secs avec cacahuetes eclats de chocolat noir et popcorn CACAHUETES de miel', 'Il:i-iacctlat nait - Bt:y:-', ' ', 'wate de cacao', ' deyutva:zje', ' leŒithtrle de', ' SOJA', 'sucre', 'paudt-e de sen', 'rtai>']",[],,,,,,,,,?,,451,,1890 kj(451 kcal),,"21,3",,"7,78",,50,,"34,2",,"10,9",,"0,444",,"0,178",,,,,,,,,,,,,12 x 45 g,,,,"['Arachides', 'Soja']",,,,,,,,,,,
1412,colman's moustard - Unilever - 150g,96107775,B,"['Unilever', ""Colman's""]","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['France', 'Royaume-Uni']","['eau', 'farine de moutarde 21%', 'sucre', 'sel', 'farine de blé', 'curcuma', 'acide citrique', 'stabilisant ', 'gomme de xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",12 g,en quantité modérée,0.7 g,en faible quantité,13 g,en quantité élevée,8.5 g,en quantité élevée,813,+17%,195,+15%,813 kj(195 kcal),+15%,12,+11%,"0,7",-15%,13,+88%,13,+237%,"6,8",+4%,"8,5",+80%,"3,4",+80%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,14,+21%,D,+21%,150g,,"['E330 - Acide citrique', 'E415 - Gomme xanthane']",4,"['Gluten', 'Moutarde']","['Plastique', 'pet-bottle']",['royaume uni'],,,,,moutarde,,,,
1413,"Boîte de saumon frais trouvée à l'extérieur d'un restaurant japonais - Marine Harvest - 18,66kg",97055722040915,D,['Marine Harvest'],"['Produits de la mer', 'Poissons', 'Saumons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,"18,66kg",,,,,,,['NORGE M-314 EFTA'],,['Norvège'],,,,,,
1414,Huile d'argane vierge,9887390320014,,,,['France'],[],[],,,,,,,,,?,,899,,3761 kj(899 kcal),,"99,9",,"17,6",,0,,0,,0,,0,,0,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
1415,Barquettes Fraise -,9985023697844,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Barquettes aux fruits', 'Biscuits à la fraise', 'Barquettes', 'Barquettes à la fraise']",['France'],[],[],2.1 g,en faible quantité,0.5 g,en faible quantité,60 g,en quantité élevée,0.08 g,en faible quantité,?,,350,-1%,1464 kj(350 kcal),-2%,"2,1",-42%,"0,5",-26%,78,+4%,60,+11%,"4,2",-10%,"0,08",-72%,"0,032",-72%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,14,-1%,D,-1%,,['Sans colorants'],,,,,,,,,,,,,,
1416,D'aucy,0062426224507,,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,5,,1,,1,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Lithothamne Poudre - 250 G - MGD,3505632502016,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,"Cigalou, Melange de 5 baies, le pot de - 60g",3250391657186,B,['Cigalou'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Graines de poivre']",['France'],"['poivre noir', 'coriandre', 'baies roses', 'poivre blanc', 'piment de la Jamaïque concassé', 'poivre vert']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,60 g,,,1,,"['Pot', 'Plastique']",,"['EMB 07055', 'Charmes-sur-Rhône (Ardèche, France)']",['Intermarché'],,,,,,,
1419,Poires Williams-christ,4062300299146,,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,"0,3",,0,,11,,"9,1",,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
1420,Vitalinea - Danone,5900643036433,,['Danone'],,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"0,5",,"0,3",,"3,8",,"3,3",,"2,4",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Cornish Cove Cheddar Slices - marks & spencer - 160g,00033718,,['marks & spencer'],,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,"34,4",,"21,7",,"0,1",,"0,1",,25,,"1,68",,"0,672",,,,,,,,,,,,,160g,,,,,"['pet-tub', 'mixed plastic-film']",,,,,,,,,,
1422,Jambon cuit - Carrefour,2227728028071,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"4,4",,"2,8",,"0,6",,"0,5",,21,,"2,1",,"0,84",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",['Carrefour'],,,,,,,
1423,Cribich,3503610010225,,,,['France'],[],[],,,,,,,,,?,,558,,2335 kj(558 kcal),,"34,7",,"4,1",,"53,5",,"2,6",,"7,2",,"1,12",,"0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Figues -,3550991114127,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Figues', 'Figues fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,85.7%,0.0%,0.0%,6.9%,5.6%,1.8%,86,,,,,,,,,,,,,,,,,,,,
1425,Sel marin gris de cuisine de Guérande,3760031310154,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Mini tostas - Pingo Doce,5601009940929,,['Pingo Doce'],,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,"3,9",,"2,1",,"74,2",,"3,9",,"12,2",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,5201890000124,5201890000124,,,,['France'],"['IMMNIKO ΠΡΟΪΟΝ ΕΜΟΙΑΝΩΝΕΤΑΙ ΣΤΟ ΔΙΜΑΡΙΤΑΣ ΤΟΥ ΔΗΜΟΥ ΔΙΟΥ/ΟΛΥΜΠΟΥ LMENTE ΙΔΗΣΑ EED ΥΠΕΥΘΥΝΟΣ Σ,ΜΕΝΤΕΚΙΔΗΣ/THA: 2351053111/www,DIos,GR Ο ΚΕΥΣΗΣΕΣΚΙΕΡΟ ', 'ΔΡΟΣΕΡΟΜΕΡΟΣ ΣΕΒΕΡΜΟΚΡΑΣΙΑΕΣ18 CHAKPIA ΑΠΟ ENTONdtMI EHE ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΟ ΠΑΝΩ ΜΕΡΟΣ ΤΗΣ ΦΙΑΛΗΣ A OTOXX,', 'ΑΛ 30/039/5319/24-10-2013', '/A,m2m12106430w10 OTORYMnOY/AP', 'AA', '2277/28,09,2012/ ΠΗΓΗ ΥΔΡΟΛΗΗΕ:010r ΤΑΜΗΛΟ ΓΙΑ ΙΑΙΤΑ ΠΤΩΧΗ ΣΕ ΝΑΤΡΙΟ IE NATPIO CATONS ANIONTA/ANIONSm PH:7,5 5,1 351 488 6,62 ,lt,0,1 8,22 N', 'DE KARITSA', ""COMMUNE DE DIOU-OLPPNTEKDIS NIQUE E EST RECOMMAN ERIDI SA/ RESPONSABLE D'EMBOUİTEILLAGE:S MENTER NE TEMP A RAIS ET SO te t DANS UN ENDR MBRE DANS DEC"", '30/039/5319/24-10-201 30/9/0/SOURGE DES NO DELICENCE UE PA 27128,09 2012/RECONNAISSANCE DEAU 121064 30/9/0/u FORTES/ LELABORATOİRE 28,09,2012/RE UE POUR REGIME FAIBLE EN SODIUM']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Herta Finesse Hähnchenbrust - 100g,4000582184293,,['Herta'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,
1429,Kühlmann,4051009005486,,['Kühlmann'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Uncle Bens Express Savoury Chicken Rice - Uncle Ben's - 250g,5010034517202,,"[""Uncle Ben's""]",,"['Australie', 'France', 'Royaume-Uni']","['steamed parboiled long grain rice ', '83%', 'sweetcorn ', '3,2%', 'red peppers ', '3,2%', 'carrots ', '3,2%', 'lemon juice', 'natural flavouring', 'sunflower oil', 'onion powder', 'roasted onion paste ', 'onions', 'sunflower oil', 'salt', 'yeast extract', 'garlic powder', 'spices,']",[],,,,,,,,,?,,155,,649 kj(155 kcal),,"2,3",,"0,2",,"29,6",,"0,8",,"3,4",,"0,44",,"0,176",,,,,,,,,,,,,250 g,,,4,,['Product'],,,['Woolworths'],,,,,,,
1431,Yorkshire provender - 600g,5060064700372,A,['Yorkshire provender'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de tomate']",['France'],[],[],2.8 g,en faible quantité,1.3 g,en faible quantité,2.4 g,en faible quantité,0.69 g,en quantité modérée,?,,49,+17%,205 kj(49 kcal),+18%,"2,8",+74%,"1,3",+183%,"2,9",-48%,"2,4",-20%,"2,1",+98%,"0,69",-7%,"0,276",-7%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,3,+100%,C,+100%,600g,,,,,['pp-tub'],,,,,,,,,,
1432,Juice Poire Mangue Menthe - Delhaize,5400119513272,,['Delhaize'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,1",,"11,4",,"9,5",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
1433,Chou romanesco en fleurette,8413993320314,,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,"0,3",,0,,"6,1",,3,,3,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Smoked bacon -,20751500,,,,['France'],"['Lard de poltrine de porc', 'fumé', 'tralté en salaison', 'en tranches', ' Ingrédients : lard de poitrine de porc', '2 % sel move nitrité ', 'sel', 'conservateur: nitrite de sodium', 'Energ épices ', 'contient moutarde', ""extraits d'épices"", 'dextrose', 'antioxydant: acide ascorbique']",[],,,,,,,,,?,,511,,2138 kj(511 kcal),,49,,17,,"0,5",,"0,5",,17,,3,,"1,2",,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,['Moutarde'],,,,,,,,,,,
1435,Galette de ble noir jambon fromage LA GALETIERE -,3760036410460,B,,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",['France'],[],[],8.5 g,en quantité modérée,4.9 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en quantité modérée,?,,219,+24%,916 kj(219 kcal),+24%,"8,5",+119%,"4,9",+208%,22,-19%,"1,1",+53%,14,+105%,"0,8",-39%,"0,32",-39%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,4,-22%,C,-22%,,,,,,,,"['FR 53.107.003 CE', 'Gorron (Mayenne, France)']",,,,galettes jambon fromage,,,,
1436,Tisane ventre plat - Eric Favre,3525722016391,,['Eric Favre'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,
1437,4-korn,7044416013622,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,"3,5",,"0,6",,60,,"1,6",,11,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Carrefour Succo Ananas,3560070271306,D,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas"", ""it:Succo d'ananas""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,?,,48,-2%,201 kj(48 kcal),-2%,0,-100%,0,-100%,11,-6%,11,-2%,"0,5",+41%,"0,01",+49%,"0,004",+49%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,5,-3%,C,-3%,,,,,,,,,['Carrefour'],,,,,,,
1439,Fromage frais - Campagne de France - 5kg,3265776692133,B,['Campagne de France'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,5 kg,['en:lait-francais-french-milk'],,,,,,,,['France'],,,,,,
1440,Miel de lavande - Les Ruchers du Contadour - 500g,3283080002516,A,['Les Ruchers du Contadour'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],['miel de lavande'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,500 g,,,2,,['bocal verre'],['Redortiers-le-Contadour'],,,['France'],,,http://www.entre-lure-et-ventoux.com,,,
1441,Yaourt grec,5201168415124,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['France'],[],[],6 g,en quantité modérée,3.6 g,en quantité modérée,5 g,en quantité modérée,0.1 g,en faible quantité,?,,95,-19%,397 kj(95 kcal),-19%,6,-13%,"3,6",-19%,5,-43%,5,-37%,"5,3",+19%,"0,1",-14%,"0,04",-14%,,,,,,,,2,-51%,B,-51%,,,,,,,,,,,,,,,,
1442,Baies de goji - Morga - 80g,7610491933348,,['Morga'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']","['France', 'Suisse']","['Baies de Goji,', 'conservateur: anidride sulforosa ', 'Cina']",[],3.7 g,en quantité modérée,0 g,en faible quantité,39 g,en quantité élevée,0 g,en faible quantité,1060,-20%,?,,1060 kj(253 kcal),-24%,"3,7",+25%,0,-100%,43,-27%,39,-13%,12,-4%,0,-100%,0,-100%,,,,,,,,1,-66%,B,-66%,80 g,,,3,,,,,,,,,,,,
1443,yaos vanille - Nestlé,3023290024287,,['Nestlé'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['France'],"['lait entier ', '69,1%', 'sucre ', '10,6%', ' ', 'crème ', 'lait', ' ', '9,8%', ' ', 'eau', 'poudre de lait écrémé', 'amidon de maïs', 'arôme naturel de vanille', 'fragments de gousse de vanille épuisée', 'épaississant ', 'gomme de caroube', ' ', 'jus concentré de citron', 'concentré de carthame', 'ferments lactiques']",['Non végétalien'],6.9 g,en quantité modérée,4.6 g,en quantité modérée,13.5 g,en quantité élevée,0.11 g,en faible quantité,?,,132,+13%,552 kj(132 kcal),+12%,"6,9",+1%,"4,6",+4%,"14,3",+63%,"13,5",+69%,"2,6",-41%,"0,11",-5%,"0,044",-5%,,,,,,,,6,+47%,C,+47%,,['Fabriqué en France'],['E410 - Gomme de caroube'],4,['Lait'],,,,,,,,,,,
1444,Lion mini - Nestlé,3033710019199,,['Nestlé'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,"20,8",,"11,1",,"65,6",,"42,3",,"5,6",,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
1445,Baouw! Carotte - Graine de courge - Coco - 30g,3760267400315,,['Baouw!'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",['France'],"['Dattes*', 'raisins secs*', 'carottes* 13,4%', 'noix de cajou*', 'graines de courge* 5,9% oranges*', 'protéine de tournesol*', ""fibre d'acacia*"", ""huile d'olive*"", 'sel de Guérande 1,5%', 'citrons verts*', 'vinaigre de cidre*', 'noix de coco* 0,5% ', 'poivre*', 'menthe verte*', 'gingembre*', "" *Ingrédients issus de l'agriculture biologique""]",[],8.7 g,en quantité modérée,2.1 g,en quantité modérée,44.2 g,en quantité élevée,1.6 g,en quantité élevée,?,,332,-15%,1389 kj(332 kcal),-15%,"8,7",-34%,"2,1",-50%,"49,5",-3%,"44,2",+43%,"7,5",-44%,"1,6",+295%,"0,64",+295%,,,,,,,,16,+30%,D,+30%,30g,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,3,['Fruits à coque'],['Sachet'],,,['Marcel et fils'],,,,,,,
1446,Produit râpé végétalien à base de protéines de pois - 150g,5420005780212,,,,"['France', 'Pays-Bas']",[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,273,,1142 kj(273 kcal),,23,,20,,14,,"0,1",,"1,4",,"0,9",,"0,36",,,,,,,,,,,,,150 g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-02', 'Agriculture UE/Non UE', 'Sans lactose']",,,,,,,['Ekoplaza'],,,,,,,
