,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_sugars_tr,markets,packaging,ingredients_origins,traceability_code,allergens,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,link,palm_ingredients,brand_owner
1490,Sauce crudités balsamique huile d'olive,3760094850222,D,,,,"['Epicerie', 'Sauces', 'Sauces crudités']",,,['France'],[],[],65.4 g,en quantité élevée,8 g,en quantité élevée,0.3 g,en quantité modérée,?,,629,+122%,2632 kj(629 kcal),+121%,"65,4",+136%,8,+245%,"8,1",+35%,"0,6",-30%,"0,3",-86%,"0,12",-86%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"0,1",,,,,,0.1 g,en faible quantité,-97%,15,+8%,D,+8%,,,,,
1491,Colored prawn crackers,6926264400100,,,,,,,,['France'],[],[],,,,,,,?,,359,,1502 kj(359 kcal),,"0,6",,"0,18",,"89,4",,"1,4",,"0,45",,"0,18",,,,,,,,,"2,5",,,,,,,,,,,,,,,,,
1492,Sardine à l'huile d'olive vierge extra,4046719088621,,,,,"[""Sardines a l'huile d'olive extra vierge""]",,,['France'],[],[],13 g,en quantité modérée,3.6 g,en quantité modérée,1 g,en quantité modérée,?,,209,-7%,874 kj(209 kcal),-7%,13,-4%,"3,6",+4%,"0,1",-21%,23,+2%,1,+4%,"0,4",+4%,,,,,,,,"0,1",,,,,,0.1 g,en faible quantité,+266%,4,-23%,C,-23%,,,,,
1493,14534485,14534485,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Alpilles saint augustin,3760175560101,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Gouda - 450g,4316268593380,,,450g,,,,,"['France', 'Allemagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,,,
1496,2000g,8412276285197,,,2000 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,250g,3760251430007,,,250 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Les Croisés - Fromage pour tartiflette - 500g,3564700385296,C,,500 g,"['Les Croisés', 'Marque Repère']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages à pâte molle']",,,['France'],"['Lait ', 'origine : France', 'sel', 'ferments ', 'dont lait', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",27 g,en quantité élevée,19 g,en quantité élevée,1.4 g,en quantité modérée,1356,-2%,327,+3%,1356 kj(327 kcal),+0%,27,-3%,19,-3%,1,-13%,20,+17%,"1,4",+1%,"0,56",+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1,['Leclerc'],"['Plastique', 'Carton']",['Lait france'],"['FR 88.079.001 CE', 'Bulgnéville (Vosges, France)']",['Lait'],1 g,en faible quantité,+87%,15,+5%,D,+5%,,3,,,
1499,366321052362,366321052362,,,,,,['en:palm-oil-free'],,['France'],[],['Sans huile de palme'],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Marcel Petite,2454495043956,,,,['Marcel Petite'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Mortadelle - Rovagnati,8007141511862,,,,['Rovagnati'],,,,['France'],[],[],,,,,,,?,,287,,1201 kj(287 kcal),,25,,"8,8",,"0,5",,15,,"1,5",,"0,6",,,,,,,,,"0,5",,,,,,,,,,,,,,,,,
1502,bananes bio - fruidor - 3,2184435001196,B,,3,['Fruidor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['Bio', 'Fruits']",['rep dominique'],['France'],[],[],,,,,,,?,,300,+206%,1255 kj(300 kcal),+207%,?,,,,?,,?,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,['Aldi'],['Plastique'],['Dominique'],,,,,,,,,,,,,,
1503,9414202531209,9414202531209,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Orange,3661030022843,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Velouté de légumes du soleil - Liebig - 1l,112302676,B,,1 l,['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Plats préparés en conserve', 'Veloutés de légumes', 'Soupes en conserve', 'Soupes de légumes en conserve']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France']",,['France'],"['Légumes*76% ', 'jusdetomates* àbasede concentre53%,carotte "",courgette"" 5,9%', ""oignon',pommedeterre,poivronrouge 2,1%,haricot vert* "", ',eau', 'huiled\'olive viergeextra 1,5%,amidon de mais"" ,sel de mer,extrait de levure', 'ail"",arômesnaturels depoivre', 'thym,laurier etautres aromes naturels,crème enpoudre', "" issusdel'agriculture biologique"", ' Peut contenir des traces de céleri', 'blé', 'gluten', ' et oeuf', ' 1 Le']",['Non végétalien'],1.7 g,en faible quantité,0.3 g,en faible quantité,0.67 g,en quantité modérée,?,,35,+6%,146 kj(35 kcal),+8%,"1,7",+68%,"0,3",-12%,"3,7",-15%,"0,9",+6%,"0,67",+17%,"0,268",+17%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"1,4",,,,,,1.4 g,en faible quantité,-4%,2,+72%,B,+72%,,3,,,
1506,Le Sans Nom -  - 75cl,3760102210277,,,75cl,,['Vin Cabernet sauvignon'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],['100% Cabernet Sauvignon'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1507,Bora en foie de volaill - Biraben,3292320040683,B,,,['Biraben'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,
1508,Tiny people's choice organic,5707653003109,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Saucisse fine apéro - Maison Milhau,3289010003899,,,,['Maison Milhau'],,"['Viande-francaise', 'Sans colorants', 'Viande-porcine-francaise']",,['France'],[],[],,,,,,,?,,516,,2159 kj(516 kcal),,"39,6",,"16,6",,"5,2",,"25,3",,"3,7",,"1,48",,,,,,,,,"5,2",,,,"['FR 81.124.012 CE', 'Lacaune (Tarn, France)']",,,,,,,,,,,,,
1510,Poivrons grilles - Freshona - 650,28894667,,,650,['Freshona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Poivrons au vinaigre']",,,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,1.12 g,en quantité modérée,?,,34,-38%,142 kj(34 kcal),-46%,"0,5",-62%,"0,1",-77%,"6,8",+101%,1,-31%,"1,12",-39%,"0,448",-39%,,,,,,,,5,,,,,,5 g,en quantité modérée,+359%,0,-100%,B,-100%,,,,,
1511,Cuisse de poulet,0211114018106,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,15,-18%,0,-100%,0,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,0,,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,0 g,en faible quantité,-100%,-5,-242%,A,-242%,,,,,
1512,Merzer -,2430580026110,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait cru']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,
1513,"Compas ""Stop Système""",3154141961007,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Joghurt Holunderblüte-Lemon,4017194468932,,,,,,,,"['France', 'Allemagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Vegan Protein Ball red berry,5056281102969,,,,,,"['Végétarien', 'Végétalien', 'en:gluten-free']",,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,?,,341,,1427 kj(341 kcal),,5,,3,,45,,21,,"0,3",,"0,12",,,,,,,,,28,,,,,,,,,,,,,,,,,
1516,"Biere Blanche Hermine LANCELOT, 4°",3484700000237,,,,,,,,['France'],[],[],,,,,,,?,,46,,192 kj(46 kcal),,"2,2",,"0,51",,"2,2",,"0,6",,0,,0,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,
1517,Nocciolotto,8050513181682,,,,,,"['Halal', 'Sans colorants', 'Sans conservateurs']",,['France'],[],[],,,,,,,?,,491,,2054 kj(491 kcal),,"27,3",,"7,8",,"57,7",,"5,4",,"0,1",,"0,04",,,,,,,,,"41,8",,,,,,,,,,,,,,,,,
1518,3401560197969,3401560197969,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Avelines - Favarger,7610296358629,,,,['Favarger'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,2891003039290,2891003039290,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Crunchips Red Chili - 150g,4018077669033,,,150 g,['Crunchips'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Plats préparés', 'Chips', 'Entrées']",,,"['France', 'Allemagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,['Tüte'],,,,,,,,,,,,,,,
1522,Merguez,3760001976045,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,,['France'],[],[],30.9 g,en quantité élevée,16.1 g,en quantité élevée,0.8 g,en quantité modérée,?,,341,+30%,1427 kj(341 kcal),+30%,"30,9",+44%,"16,1",+76%,"2,5",+18%,"13,67",-4%,"0,8",-58%,"0,32",-58%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,"1,05",,,,,,1.05 g,en faible quantité,-9%,17,-10%,D,-10%,,,,,
1523,Parmigiana Reggiano - Vivaldi - 100g,8002461811838,D,,100 g,['Vivaldi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,1 g,en quantité modérée,?,,402,+22%,1682 kj(402 kcal),+23%,30,+13%,20,+12%,0,-100%,32,+57%,1,-23%,"0,4",-23%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0,,,,,,0 g,en faible quantité,-100%,14,+2%,D,+2%,,,,,
1524,Thé Vert Menthe,8711138691290,B,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,
1525,Bitter Orange Marmelade - Bonne Maman,3045320070484,,,,['Bonne Maman'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Leader Price,3263854720419,,,,['Leader Price'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,,,,,,,,
1527,Émincé de poulet au vin du Jura - Terrines du Morvan - 750g,3329260200621,,,750g,['Terrines du Morvan'],"['Conserves', 'Plats préparés', 'Plats préparés en conserve']",,,['France'],"['Sauce cuisinée ', 'eau', 'crème ', 'lactose', 'vin du Jura 5%', 'amidon modifié', 'fond de volaille ', 'amidon modifié', 'arômes', 'sel', 'graisse de poulet', 'viande de poule', 'épices', 'plantes aromatiques et extrait d’épices ', 'contient gluten', 'persil', 'sel', 'bouillon de légumes ', 'légumes déshydratés ', 'pomme de terre', 'poireau', 'céleri', 'oignon', 'sel', 'arômes naturels', 'saccharose', 'poivre blanc', 'riz', 'viande de poulet 30% ', 'origine UE', 'Champignons de Paris']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4.3 g,en quantité modérée,2.5 g,en quantité modérée,0.69 g,en quantité modérée,?,,121,+13%,506 kj(121 kcal),+14%,"4,3",-8%,"2,5",+68%,8,+3%,"12,2",+99%,"0,69",-23%,"0,276",-23%,,,,,,,,"0,2",,,,"['EMB 58199A', 'Onlay (Nièvre, France)']","['Céleri', 'Gluten', 'Lait']",0.2 g,en faible quantité,-87%,1,-12%,B,-12%,['E14XX - Amidons modifiés'],4,,,
1528,Carrefour Bio,0287565052280,,,,['Carrefour Bio'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,['Carrefour'],,,"['FR 85.223.001 CE', 'Sainte-Hermine (Vendée, France)']",,,,,,,,,,,,,
1529,027738014364,027738014364,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,siyah zeytin - buram - 900,4260157578296,,,900,"['Buram', 'olive noire']",,,,['France'],['olives'],[],,,,,,,?,,370,,1548 kj(370 kcal),,32,,5,,"5,7",,"1,7",,"3,4",,"1,36",,,,,,,,,0,,,,,,,,,,,,,,,,,
1531,Goal,5412121048581,,,,,,,,['France'],[],[],,,,,,,?,,195,,816 kj(195 kcal),,"10,4",,"9,3",,"21,9",,"2,9",,"0,16",,"0,064",,,,,,,,,19,,,,,,,,,,,,,,,,,
1532,2488041013841,2488041013841,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Tortillas - 160g,3770010295020,,,160 g,,,['Bio'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Galettes bio au blé noir - NaturéO,3701091702138,,,,['NaturéO'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,174,,728 kj(174 kcal),,"2,1",,"0,5",,"30,3",,"6,2",,"1,51",,"0,604",,,,,,,,,"0,5",,,,,,,,,,,,,,,,,
1535,Chateau Saint-urbain Blaye Côtes De Bordeaux 2015,3451201161408,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['Point Vert'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1536,02826783,02826783,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,2010000082454,2010000082454,,,,,,,,['France'],"['LAIT écrémé frais,sucre,farine de BLE,BEURRE,poudre à flan', 'amidons modifiés,amidon,arôm e', 'OEUFS frais', 'ead', 'arôme vanille,sel,colorants:E 1 60 a,E 1 00', ' A conserver en', ' re 0 et +4°C']",['Non végétalien'],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],4,,,
1538,Pistaches - Wonderful,0014113910811,,,,['Wonderful'],,['Fabriqué en Allemagne'],,['France'],[],[],,,,,,,?,,590,,2469 kj(590 kcal),,46,,"5,6",,17,,21,,0,,0,,,,,,,,,"1,8",,,,,,,,,,,,,,,,,
1539,sanpellegrino aranciata rossa - 330ml,7131613678706,,,330 ml,['SANPELLEGRINO'],"['Boissons', 'Boissons gazeuses', 'Sodas']",,['Italie'],['France'],"['EAU', ""JUS D'ORANGE "", '17%', ' À BASE DE CONCENTRÉ', ' SUCRE', ""JUS D'ORANGE SANGUINE "", '3%', ' À BASE DE CONCENTRÉ', 'GAZ CARBONIQUE', ""EXTRAIT D'ORANGE"", ""ARÔME NATUREL D'ORANGE AVEC AUTRES ARÔMES NATURELS"", 'COLORANTS : ANTHOCYANES ET EXTRAIT DE PAPRIKA', 'ACIDIFIANT : ACIDE CITRIQUE', 'STABILISANT : PECTINE']",['Sans huile de palme'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,38,+41%,159 kj(38 kcal),+37%,0,-100%,0,-100%,"8,9",+31%,"0,1",+82%,0,-100%,0,-100%,,,,,,,,"8,8",['Carrefour'],['Cannette'],,,,8.8 g,en quantité élevée,+33%,12,+30%,E,+30%,"['E290 - Dioxyde de carbone', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', 'E330 - Acide citrique', 'E440 - Pectines']",4,http://www.sanpellegrino.com,,
1540,Ananas séchés Bio,3760205500015,,,,,,['Bio'],,['France'],[],[],,,,,,,?,,340,,1423 kj(340 kcal),,"0,6",,"0,1",,"71,6",,"2,9",,"0,75",,"0,3",,,,,,,,,"69,3",,,,,,,,,,,,,,,,,
1541,Faluche,0202008019354,,,,,,,,['France'],[],[],,,,,,,?,,229,,958 kj(229 kcal),,"4,6",,"0,7",,41,,"5,9",,"1,1",,"0,44",,,,,,,,,"0,6",,,,,,,,,,,,,,,,,
1542,Baguette au levain - Cora,3021990133971,,,,['Cora'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Chicha toxique,8681655720080,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Brisure Infusion miel - La confiserie bressaude - 250g,3389683001335,,,250g,['La confiserie bressaude'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",,['La Bresse'],['France'],['sucre\rsirop de glucose \rmiel 30%'],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1672,,400,+25%,1672 kj(400 kcal),+25%,0,-100%,0,-100%,98,+20%,0,-100%,0,-100%,0,-100%,,,,,,,,77,,"['Bocal', 'Verre']",,,,77 g,en quantité élevée,-0%,14,+3%,D,+3%,,,,,
1545,Frutti Tropicali Caramelle Ripiene,8002415500399,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Confit de Foie de Porc - Duc De Pressac,3432770007656,,,,['Duc De Pressac'],['Confits de porc'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,L'onctueux et lit de framboise - Envia - 150g,45416880,,,150 g,['Envia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","[""L'onctueux et lit de framboise""]",,['France'],"['73% crème fermentée ', 'lait', '14% framboises', '10,8% sucre', 'amidon modifié de maïs', 'eau', 'denrées alimentaires à propriété colorante: concentré de carotte', 'concentré de betterave rouge', 'épaississant : pectines', "" correcteur d'acidité "", ' acide citrique']",['Non végétalien'],10 g,en quantité modérée,7 g,en quantité élevée,0.08 g,en faible quantité,?,,164,+78%,686 kj(164 kcal),+79%,10,+206%,7,+241%,16,+45%,"2,4",-36%,"0,08",-30%,"0,032",-30%,,,,,,,,15,['Lidl'],['Pot'],,,['Lait'],15 g,en quantité élevée,+49%,11,+259%,D,+259%,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E330 - Acide citrique']",4,,,
1548,Beaujolais,3040072714983,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Künefe,4893223131851,,,,,,['Halal'],,['France'],[],[],,,,,,,?,,401,,1678 kj(401 kcal),,"23,6",,"12,4",,"35,2",,"10,9",,"0,125",,"0,05",,,,,,,,,"1,6",,,,,,,,,,,,,,,,,
1550,innocent pur jus de 4 fruits pressés pommes et fruits rouges - 90cl,10388099,D,,90 cl,['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",,,['France'],"['6 pommes pressées ', '69%', '\r34 raisins blancs pressés\r10 fraises mixées ', '12%', '\r51 baies de cassis mixées ', '4%', '\run zeste de vitamine c']",[],0.1 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,190,-5%,45,-6%,190 kj(45 kcal),-5%,"0,1",-48%,"0,1",+252%,10,-10%,"0,4",-7%,"0,01",+25%,"0,004",+25%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"9,6",['super u'],['Bouteille'],,,,9.6 g,en quantité élevée,-8%,3,-33%,C,-33%,,,,,
1551,Nejelis crème fraîche épaisse - 50cl,701002401433,B,crème fraîche épaisse au lait breton,50 cl,['Nejelis'],"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']","['en:produced-in-bretagne', 'Épaisse']","['69960 Corbas', 'France']",['France'],"['Crème de lait pasteurisée\rFerments lactiques\rlait origine : France', 'Bretagne']",[],30 g,en quantité élevée,22 g,en quantité élevée,0.07 g,en faible quantité,1197,+8%,?,,1197 kj(286 kcal),-0%,30,+1%,22,+11%,"2,8",-14%,"2,3",-3%,"0,07",-17%,"0,028",-17%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"2,8",['Grand Frais'],['pot plastique'],"['France', 'Bretagne']","['EMB 35288V', 'Saint-Malo (Ille-et-Vilaine, France)', 'FR 35.288.001 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",['Lait'],2.8 g,en faible quantité,-2%,13,0%,D,0%,,,,,
1552,Mini viennoiserie x 16 - Leclerc,,,,,['Leclerc'],,,,['France'],[],[],,,,,,,?,,311,,1301 kj(311 kcal),,16,,"6,3",,36,,"4,9",,"0,62",,"0,248",,,,,,,,,11,,,,,,,,,,,,,,,,,
1553,Rillettes de saumon à l'aneth,3501890004392,E,,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'Rilettes de saumon']",,,['France'],[],[],17 g,en quantité modérée,5.6 g,en quantité élevée,0.9 g,en quantité modérée,?,,872,+315%,3648 kj(872 kcal),+315%,17,+10%,"5,6",+40%,"1,3",-49%,13,+14%,"0,9",-17%,"0,36",-17%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,1,,,,,,1 g,en faible quantité,-1%,18,+129%,D,+129%,,,,,
1554,RUFFLES,2378336004503,,,,,,,,['France'],[],[],,,,,,,?,,157,,657 kj(157 kcal),,"9,7",,"0,9",,"9,7",,"1,9",,"0,4",,"0,16",,,,,,,,,"0,7",,,,,,,,,,,,,,,,,
1555,Raisins secs - Tesco - 500g,5000119164599,D,Raisins secs,500g,['Tesco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,['UK'],['France'],"['Raisins', 'huile de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.1 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,1400,+4%,330,+4%,1400 kj(330 kcal),+6%,"1,1",+90%,"0,2",+43%,"74,5",+3%,"3,6",+27%,"0,1",+85%,"0,04",+85%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,"62,4",['Tesco'],,['Turquie'],['JPG104367'],,62.4 g,en quantité élevée,-0%,3,-47%,C,-47%,,3,,,
1556,85% COCOA DARK,4088600107233,E,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Agriculture durable', 'en:UTZ Certified']",,['France'],[],[],41 g,en quantité élevée,25 g,en quantité élevée,0.03 g,en faible quantité,?,,564,+1%,2360 kj(564 kcal),+2%,41,+4%,25,+8%,33,-15%,11,+44%,"0,03",-36%,"0,012",-36%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,16,,,,,,16 g,en quantité élevée,-50%,20,-6%,E,-6%,,,,,
1557,Jardin romantique - Palais des Thés,2700975001122,,,,['Palais des Thés'],,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Moelleux Complet - Franprix - 500g,263856940716,,,500g,['Franprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs', 'Pain blanc à base de farine de blé de la plus haute qualité GOST 26987-86']",,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,['Franprix'],,,,,,,,,,,,,,,,
1559,Café Colombus Caramel Beurre Salé,3700994200192,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
